RL2022-2023,Jugador2022-2023,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,PJ2022-2023,Mín2022-2023,Mn/PJ2022-2023,% min2022-2023,90 s2022-2023,Titular2022-2023,Mn/arranque2022-2023,Compl2022-2023,Sup2022-2023,Mn/Sust2022-2023,Partidos como sustituto2022-2023,PPP2022-2023,onG2022-2023,onGA2022-2023,+/-2022-2023,+/-902022-2023,Dentro-Fuera2022-2023,onxG2022-2023,onxGA2022-2023,xG+/-2022-2023,xG+/-902022-2023,Dentro-Fuera.12022-2023
1874,Karol Linetty,pl POL,CC,Torino,it Serie A,27,1995,32,1886.0,59.0,55.1,21.0,22,76.0,10,10,21.0,5,1.41,22.0,26.0,-4.0,-0.19,-0.48,24.9,23.4,1.5,0.07,0.05
1875,Jesse Lingard,eng ENG,"DL,CC",Nott'ham Forest,eng Premier League,29,1992,17,923.0,54.0,27.0,10.3,12,70.0,2,5,16.0,12,0.71,8.0,17.0,-9.0,-0.88,-0.12,10.4,15.2,-4.9,-0.47,0.25
1876,Samuel Lino,br BRA,"DL,CC",Valencia,es La Liga,22,1999,38,2887.0,76.0,84.4,32.1,33,82.0,17,5,37.0,0,1.11,39.0,38.0,1.0,0.03,0.71,42.8,36.0,6.7,0.21,0.37
1877,Raphaël Lipinski,fr FRA,CC,Auxerre,fr Ligue 1,20,2002,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3757,Pol Lirola,es ESP,DF,Elche,es La Liga,24,1997,12,628.0,52.0,18.4,7.0,7,73.0,3,5,23.0,20,0.25,5.0,17.0,-12.0,-1.72,-0.91,5.2,11.6,-6.3,-0.91,-0.06
1880,Mateusz Lis,pl POL,PO,Troyes,fr Ligue 1,25,1997,9,751.0,83.0,22.0,8.3,8,90.0,8,1,31.0,21,0.78,10.0,16.0,-6.0,-0.72,0.29,5.7,16.2,-10.5,-1.27,-0.31
1881,Marcin Listkowski,pl POL,"CC,DL",Lecce,it Serie A,24,1998,5,77.0,15.0,2.3,0.9,0,0.0,0,5,15.0,13,0.4,0.0,1.0,-1.0,-1.17,-0.85,0.4,1.8,-1.4,-1.63,-1.5
1882,Valentino Livramento,eng ENG,"DF,DL",Southampton,eng Premier League,19,2002,2,28.0,14.0,0.8,0.3,0,0.0,0,2,14.0,0,0.5,0.0,0.0,0.0,0.0,0.98,0.1,1.6,-1.5,-4.77,-4.19
1883,Dejan Ljubicic,at AUT,"CC,DL",Köln,de Bundesliga,24,1997,27,1710.0,63.0,55.9,19.0,20,73.0,4,7,37.0,0,1.3,27.0,27.0,0.0,0.0,0.33,27.2,22.9,4.2,0.22,0.15
1884,Javier Llabrés,es ESP,DL,Mallorca,es La Liga,19,2002,1,17.0,17.0,0.5,0.2,0,0.0,0,1,17.0,7,3.0,0.0,0.0,0.0,0.0,0.16,0.0,0.2,-0.2,-0.82,-0.53
1885,Miguel Llabrés,es ESP,CC,Mallorca,es La Liga,22,2000,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3773,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,28,1993,17,1222.0,145.0,35.8,13.600000000000001,12,180.0,12,5,50.0,17,2.7800000000000002,23.0,19.0,4.0,0.65,1.36,22.8,16.8,6.0,0.94,0.98
1888,Marcos Llorente,es ESP,"CC,DF",Atlético Madrid,es La Liga,27,1995,22,1703.0,77.0,49.8,18.9,21,80.0,11,1,30.0,2,2.0,28.0,11.0,17.0,0.9,-0.15,32.0,16.3,15.7,0.83,0.55
1889,Hugo Lloris,fr FRA,PO,Tottenham,eng Premier League,35,1986,25,2205.0,88.0,64.5,24.5,25,88.0,24,0,0.0,1,1.68,44.0,39.0,5.0,0.2,0.06,35.7,30.8,4.8,0.2,0.0
1890,Giovani Lo Celso,ar ARG,"CC,DL",Villarreal,es La Liga,26,1996,22,1126.0,51.0,32.9,12.5,14,69.0,2,8,21.0,1,1.73,21.0,12.0,9.0,0.72,0.33,25.5,14.5,10.9,0.87,0.86
1891,Stanislav Lobotka,sk SVK,CC,Napoli,it Serie A,27,1994,38,3101.0,82.0,90.7,34.5,34,87.0,20,4,38.0,0,2.37,75.0,27.0,48.0,1.39,1.11,60.1,29.1,31.0,0.9,0.34
1892,Manuel Locatelli,it ITA,CC,Juventus,it Serie A,24,1998,32,2446.0,76.0,71.5,27.2,29,81.0,16,3,31.0,2,1.94,40.0,19.0,21.0,0.77,0.59,40.5,27.8,12.7,0.47,0.38
1893,Luka Lochoshvili,ge GEO,DF,Cremonese,it Serie A,24,1998,25,1839.0,74.0,53.8,20.4,22,79.0,9,3,31.0,7,0.72,21.0,33.0,-12.0,-0.59,0.61,21.1,32.2,-11.1,-0.54,0.39
3789,Bradley Locko,fr FRA,DF,Reims,fr Ligue 1,20,2002,22,1329.0,110.0,38.9,14.8,15,167.0,10,7,26.0,11,2.0,17.0,21.0,-4.0,-0.5800000000000001,-0.45,20.900000000000002,21.7,-0.7,-0.65,-0.62
3793,Renan Lodi,br BRA,DF,Nott'ham Forest,eng Premier League,24,1998,28,2214.0,79.0,64.7,24.6,26,83.0,16,2,25.0,4,1.11,29.0,48.0,-19.0,-0.77,0.05,27.0,41.1,-14.1,-0.57,0.23
1898,Ruben Loftus-Cheek,eng ENG,"CC,DF",Chelsea,eng Premier League,26,1996,25,1536.0,61.0,44.9,17.1,19,73.0,6,6,26.0,6,1.36,22.0,23.0,-1.0,-0.06,0.32,21.7,27.2,-5.5,-0.32,-0.44
1899,Niklas Lomb,de GER,PO,Leverkusen,de Bundesliga,29,1993,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,Andy Lonergan,ie IRL,PO,Everton,eng Premier League,38,1983,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,Sean Longstaff,eng ENG,CC,Newcastle Utd,eng Premier League,24,1997,33,2518.0,76.0,73.6,28.0,28,87.0,24,5,18.0,0,1.91,48.0,18.0,30.0,1.07,0.57,50.6,26.6,24.0,0.86,0.02
1902,Ademola Lookman,ng NGA,"DL,CC",Atalanta,it Serie A,24,1997,31,1729.0,56.0,50.6,19.2,20,73.0,3,11,25.0,1,1.65,38.0,23.0,15.0,0.78,0.62,34.7,20.9,13.8,0.72,0.58
1903,Anthony Lopes,pt POR,PO,Lyon,fr Ligue 1,31,1990,32,2816.0,88.0,82.3,31.3,32,88.0,31,0,0.0,0,1.63,54.0,39.0,15.0,0.48,0.03,50.1,43.1,7.0,0.22,-0.15
1904,Rony Lopes,pt POR,"CC,DL",Troyes,fr Ligue 1,26,1995,32,2346.0,73.0,68.6,26.1,29,79.0,13,3,23.0,1,0.69,29.0,52.0,-23.0,-0.88,0.21,22.8,53.3,-30.4,-1.17,-0.46
1905,Alberto López,es ESP,PO,Sevilla,es La Liga,18,2003,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1906,David López,es ESP,DF,Girona,es La Liga,32,1989,20,1652.0,83.0,48.3,18.4,19,85.0,14,1,45.0,7,1.15,26.0,24.0,2.0,0.11,0.06,22.6,25.7,-3.1,-0.17,-0.1
3815,Diego López,es ESP,PO,Rayo Vallecano,es La Liga,40,1981,12,543.0,93.0,15.899999999999999,6.1,6,158.0,1,6,28.0,30,1.5,7.0,10.0,-3.0,-2.81,-2.5900000000000003,9.4,5.3,4.1,0.19000000000000006,0.29000000000000004
1909,Francisco Lopez,es ESP,DL,Celta Vigo,es La Liga,20,2002,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,Jesús López,es ESP,PO,Elche,es La Liga,19,2002,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1911,Luis López,es ESP,PO,Real Madrid,es La Liga,21,2001,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Maxime Lopez,fr FRA,CC,Sassuolo,it Serie A,24,1997,30,2296.0,77.0,67.1,25.5,25,85.0,18,5,34.0,2,1.27,29.0,36.0,-7.0,-0.27,0.29,34.6,33.3,1.3,0.05,0.0
1913,Pau López,es ESP,PO,Marseille,fr Ligue 1,27,1994,33,2925.0,89.0,85.5,32.5,32,90.0,32,1,45.0,2,2.03,59.0,34.0,25.0,0.77,0.41,56.9,36.8,20.1,0.62,0.12
1914,Unai López,es ESP,CC,Rayo Vallecano,es La Liga,26,1995,34,1254.0,37.0,36.7,13.9,12,67.0,1,22,20.0,4,1.35,15.0,20.0,-5.0,-0.36,-0.23,16.2,18.4,-2.1,-0.15,0.01
1915,Dion Lopy,sn SEN,CC,Reims,fr Ligue 1,20,2002,29,1379.0,48.0,40.3,15.3,16,70.0,4,13,20.0,3,1.34,15.0,16.0,-1.0,-0.07,-0.11,23.1,18.7,4.3,0.28,0.08
1916,Samuel Loric,fr FRA,DL,Lorient,fr Ligue 1,22,2000,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,Anthony Losilla,fr FRA,CC,Bochum,de Bundesliga,36,1986,31,2720.0,88.0,88.9,30.2,31,88.0,26,0,0.0,0,1.1,39.0,64.0,-25.0,-0.83,1.03,35.3,59.3,-24.0,-0.8,-0.35
1918,Arttu Lötjönen,fi FIN,DF,Sampdoria,it Serie A,18,2004,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1919,Marcel Lotka,pl POL,PO,Dortmund,de Bundesliga,21,2001,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,23,1998,33,2453.0,74.0,71.7,27.3,27,83.0,18,6,34.0,1,1.61,37.0,26.0,11.0,0.4,0.4,41.0,33.3,7.6,0.28,-0.18
1921,Corentin Louakima,fr FRA,DF,Roma,it Serie A,19,2003,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922,Matéo Loubatieres,fr FRA,CC,Montpellier,fr Ligue 1,18,2003,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,Tom Louchet,fr FRA,CC,Nice,fr Ligue 1,19,2003,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Adrien Louveau,fr FRA,CC,Lens,fr Ligue 1,22,2000,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925,Matteo Lovato,it ITA,DF,Salernitana,it Serie A,22,2000,17,814.0,48.0,23.8,9.0,8,74.0,4,9,25.0,9,1.06,11.0,22.0,-11.0,-1.22,-1.11,8.3,19.3,-11.1,-1.22,-0.56
1926,Dejan Lovren,hr CRO,DF,Lyon,fr Ligue 1,33,1989,17,1459.0,86.0,42.7,16.2,17,86.0,14,0,0.0,0,1.71,27.0,20.0,7.0,0.43,-0.07,25.3,23.3,2.1,0.13,-0.22
1927,Sandi Lovrić,si SVN,CC,Udinese,it Serie A,24,1998,37,2335.0,63.0,68.3,25.9,28,75.0,6,9,27.0,0,1.22,29.0,34.0,-5.0,-0.19,-0.52,30.5,36.7,-6.1,-0.24,-0.34
1928,Jamal Lowe,jm JAM,"CC,DL",Bournemouth,eng Premier League,28,1994,2,12.0,6.0,0.4,0.1,0,0.0,0,2,6.0,8,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.7,-0.7,-4.95,-4.3
1929,Anthony Lozano,hn HON,DL,Cádiz,es La Liga,29,1993,28,1443.0,52.0,42.2,16.0,14,75.0,5,14,28.0,5,1.14,14.0,19.0,-5.0,-0.31,0.51,14.9,23.4,-8.5,-0.53,-0.01
1930,Hirving Lozano,mx MEX,DL,Napoli,it Serie A,27,1995,32,1605.0,50.0,46.9,17.8,20,67.0,1,12,22.0,1,2.41,39.0,8.0,31.0,1.74,0.85,29.3,11.9,17.4,0.98,0.21
1931,Pol Lozano,es ESP,CC,Espanyol,es La Liga,22,1999,4,17.0,4.0,0.5,0.2,0,0.0,0,4,4.0,7,0.75,0.0,1.0,-1.0,-5.29,-4.87,0.1,0.9,-0.8,-4.26,-3.98
1932,Jean Lucas,br BRA,CC,Monaco,fr Ligue 1,24,1998,6,291.0,49.0,8.5,3.2,3,85.0,2,3,12.0,6,0.83,4.0,5.0,-1.0,-0.31,-0.68,6.0,6.2,-0.2,-0.07,-0.33
1933,Anderson Lucoqui,ao ANG,DF,Mainz 05,de Bundesliga,25,1997,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,Jhon Lucumí,co COL,DF,Bologna,it Serie A,24,1998,33,2900.0,88.0,84.8,32.2,33,88.0,31,0,0.0,1,1.58,51.0,39.0,12.0,0.37,1.76,39.0,40.2,-1.2,-0.04,0.59
1935,José Luis Gayà,es ESP,DF,Valencia,es La Liga,27,1995,31,2709.0,87.0,79.2,30.1,31,87.0,25,0,0.0,1,1.06,32.0,37.0,-5.0,-0.17,-0.42,39.4,33.6,5.9,0.2,0.2
1936,Mario de Luis,es ESP,PO,Real Madrid,es La Liga,20,2002,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1937,José Luis Morales,es ESP,"DL,CC",Villarreal,es La Liga,35,1987,29,1211.0,42.0,35.4,13.5,11,74.0,4,18,22.0,1,1.52,20.0,11.0,9.0,0.67,0.26,20.2,17.3,2.9,0.21,-0.13
1938,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,32,1990,15,759.0,51.0,22.2,8.4,8,79.0,6,7,18.0,2,1.8,25.0,15.0,10.0,1.19,0.92,17.2,10.4,6.8,0.8,0.48
1939,Douglas Luiz,br BRA,CC,Aston Villa,eng Premier League,24,1998,37,2927.0,79.0,85.6,32.5,33,86.0,23,4,23.0,1,1.57,46.0,33.0,13.0,0.4,1.86,43.3,41.5,1.7,0.05,0.78
1940,Romelu Lukaku,be BEL,DL,Inter,it Serie A,29,1993,25,1660.0,66.0,48.5,18.4,19,81.0,10,6,21.0,1,1.8,27.0,16.0,11.0,0.6,-0.32,33.9,18.3,15.6,0.84,0.03
1941,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,19,2002,34,2986.0,88.0,87.3,33.2,33,90.0,32,1,17.0,1,1.62,56.0,41.0,15.0,0.45,-0.17,53.1,43.6,9.5,0.29,0.29
1942,Dodi Lukebakio,be BEL,"DL,CC",Hertha BSC,de Bundesliga,24,1997,32,2397.0,75.0,78.3,26.6,27,83.0,14,5,32.0,0,0.81,34.0,55.0,-21.0,-0.79,0.03,29.2,47.2,-17.9,-0.67,-0.32
3887,Saša Lukić,rs SRB,CC,Fulham,eng Premier League,25,1996,28,1607.0,109.0,46.9,17.9,17,162.0,13,11,37.0,4,2.39,16.0,28.0,-12.0,-1.9100000000000001,-2.42,18.5,27.299999999999997,-8.8,-1.4000000000000001,-1.25
1945,Andriy Lunin,ua UKR,PO,Real Madrid,es La Liga,23,1999,7,630.0,90.0,18.4,7.0,7,90.0,7,0,0.0,30,1.86,14.0,7.0,7.0,1.0,-0.03,14.0,6.7,7.4,1.05,0.11
1946,Andrey Lunyov,ru RUS,PO,Leverkusen,de Bundesliga,30,1991,1,90.0,90.0,2.9,1.0,1,90.0,1,0,0.0,10,0.0,1.0,2.0,-1.0,-1.0,-1.27,2.5,0.4,2.1,2.1,1.91
1947,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,25,1996,36,3135.0,87.0,91.7,34.8,36,87.0,32,0,0.0,0,1.08,34.0,44.0,-10.0,-0.29,0.34,34.9,53.5,-18.6,-0.54,-0.27
1948,Lyanco,br BRA,DF,Southampton,eng Premier League,25,1997,21,1180.0,56.0,34.5,13.1,11,88.0,9,10,22.0,8,0.86,14.0,26.0,-12.0,-0.92,0.09,14.8,23.1,-8.3,-0.63,-0.03
1949,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,28,1993,21,1108.0,53.0,32.4,12.3,11,75.0,5,10,29.0,17,1.1,16.0,19.0,-3.0,-0.24,-0.52,13.6,15.4,-1.7,-0.14,-0.02
1950,Josué-Emanuel M'bila,ao ANG,CC,Augsburg,de Bundesliga,22,1999,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1951,Youssouf M'Changama,km COM,CC,Auxerre,fr Ligue 1,31,1990,26,1081.0,42.0,31.6,12.0,11,74.0,3,15,18.0,8,0.77,12.0,23.0,-11.0,-0.92,-0.26,13.4,20.1,-6.7,-0.56,-0.21
1952,Awer Mabil,au AUS,"CC,DL",Cádiz,es La Liga,26,1995,5,165.0,33.0,4.8,1.8,1,61.0,0,4,26.0,8,0.0,1.0,6.0,-5.0,-2.73,-2.23,0.9,5.2,-4.3,-2.33,-1.9
1953,Alexis Mac Allister,ar ARG,CC,Brighton,eng Premier League,23,1998,35,2886.0,82.0,84.4,32.1,31,89.0,27,4,32.0,0,1.6,54.0,45.0,9.0,0.28,-1.4,62.0,39.5,22.5,0.7,0.6
1954,Deiver Machado,co COL,"DF,CC",Lens,fr Ligue 1,28,1993,33,2184.0,66.0,63.9,24.3,26,77.0,1,7,26.0,2,2.15,44.0,23.0,21.0,0.87,-0.45,42.7,26.8,15.9,0.65,0.12
1955,Darwin Machís,ve VEN,DL,Valladolid,es La Liga,29,1993,11,599.0,54.0,17.5,6.7,7,73.0,2,4,22.0,2,1.73,5.0,3.0,2.0,0.3,1.32,7.2,9.6,-2.3,-0.35,0.41
1956,James Maddison,eng ENG,"CC,DL",Leicester City,eng Premier League,25,1996,30,2480.0,83.0,72.5,27.6,28,86.0,21,2,34.0,0,0.93,41.0,54.0,-13.0,-0.47,-0.09,38.1,46.0,-7.9,-0.29,0.18
1957,Noni Madueke,eng ENG,DL,Chelsea,eng Premier League,20,2002,12,643.0,54.0,18.8,7.1,7,75.0,0,5,24.0,4,0.83,6.0,13.0,-7.0,-0.98,-0.91,8.1,12.5,-4.4,-0.62,-0.66
1958,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,25,1997,35,2975.0,85.0,87.0,33.1,34,87.0,30,1,29.0,0,1.26,31.0,40.0,-9.0,-0.27,-0.88,29.4,42.1,-12.7,-0.38,-0.73
1959,Lisandro Magallán,ar ARG,DF,Elche,es La Liga,28,1993,14,902.0,64.0,26.4,10.0,11,78.0,7,3,13.0,6,1.14,14.0,11.0,3.0,0.3,1.73,15.9,20.3,-4.4,-0.44,0.56
1960,Soungoutou Magassa,fr FRA,CC,Monaco,fr Ligue 1,18,2003,2,82.0,41.0,2.4,0.9,0,0.0,0,2,41.0,8,1.0,1.0,1.0,0.0,0.0,-0.32,1.9,2.0,-0.1,-0.11,-0.35
1961,Giulio Maggiore,it ITA,CC,Salernitana,it Serie A,24,1998,16,894.0,56.0,26.1,9.9,11,65.0,4,5,36.0,7,1.0,15.0,14.0,1.0,0.1,0.64,12.3,14.8,-2.5,-0.25,0.74
1962,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,26,1995,24,1532.0,64.0,44.8,17.0,19,73.0,10,5,30.0,5,1.08,14.0,24.0,-10.0,-0.59,0.27,16.1,23.1,-7.0,-0.41,-0.07
1963,Hugo Magnetti,fr FRA,CC,Brest,fr Ligue 1,24,1998,32,1688.0,53.0,49.4,18.8,19,76.0,6,13,18.0,5,1.03,20.0,31.0,-11.0,-0.59,-0.64,19.4,28.6,-9.2,-0.49,-0.31
1964,Yohann Magnin,fr FRA,CC,Clermont Foot,fr Ligue 1,25,1997,38,2399.0,63.0,70.1,26.7,25,86.0,20,13,19.0,0,1.55,26.0,35.0,-9.0,-0.34,-0.78,30.0,39.0,-9.1,-0.34,-0.19
1965,Federico Magro,it ITA,PO,Lazio,it Serie A,17,2005,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1966,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,29,1993,16,767.0,48.0,22.4,8.5,8,90.0,8,8,6.0,15,2.5,15.0,7.0,8.0,0.94,0.7,18.5,10.8,7.7,0.9,0.58
1967,Jon Magunacelaya,es ESP,"CC,DL",Real Sociedad,es La Liga,22,2000,2,65.0,33.0,1.9,0.7,0,0.0,0,2,33.0,2,0.5,0.0,2.0,-2.0,-2.77,-3.25,0.5,1.5,-1.0,-1.38,-1.92
1968,Riyad Mahrez,dz ALG,"DL,CC",Manchester City,eng Premier League,31,1991,30,1920.0,64.0,56.1,21.3,22,80.0,11,8,20.0,8,2.5,51.0,23.0,28.0,1.31,-0.67,44.1,18.9,25.2,1.18,-0.1
1969,Arne Maier,de GER,CC,Augsburg,de Bundesliga,23,1999,30,1960.0,65.0,64.1,21.8,24,77.0,7,6,19.0,3,0.9,23.0,44.0,-21.0,-0.96,-0.96,18.4,37.1,-18.7,-0.86,-0.43
1970,Mike Maignan,fr FRA,PO,Milan,it Serie A,27,1995,22,1978.0,90.0,57.8,22.0,22,90.0,21,0,0.0,0,1.82,37.0,21.0,16.0,0.73,0.42,34.3,22.1,12.2,0.56,0.21
1971,Linton Maina,de GER,"DL,CC",Köln,de Bundesliga,23,1999,33,2239.0,68.0,73.2,24.9,27,77.0,1,6,28.0,1,1.24,37.0,36.0,1.0,0.04,0.7,34.6,30.2,4.4,0.18,0.08
1972,Kobbie Mainoo,eng ENG,CC,Manchester Utd,eng Premier League,17,2005,1,11.0,11.0,0.3,0.1,0,0.0,0,1,11.0,7,3.0,0.0,0.0,0.0,0.0,-0.4,0.6,0.3,0.3,2.37,1.92
1973,Ainsley Maitland-Niles,eng ENG,"DF,CC",Southampton,eng Premier League,24,1997,22,1407.0,64.0,41.1,15.6,13,86.0,7,9,32.0,5,0.64,16.0,31.0,-15.0,-0.96,0.02,17.7,22.2,-4.5,-0.29,0.55
1974,Jordan Majchrzak,pl POL,DL,Roma,it Serie A,17,2004,1,14.0,14.0,0.4,0.2,0,0.0,0,1,14.0,5,0.0,1.0,0.0,1.0,6.43,6.14,0.4,0.0,0.4,2.37,1.71
1975,Lovro Majer,hr CRO,"CC,DL",Rennes,fr Ligue 1,24,1998,32,1668.0,52.0,48.8,18.5,18,74.0,6,14,23.0,1,1.84,34.0,16.0,18.0,0.97,0.35,30.4,20.4,10.0,0.54,0.16
3953,Jean-Victor Makengo,fr FRA,CC,Udinese,it Serie A,24,1998,31,1869.0,121.0,54.6,20.700000000000003,23,145.0,7,8,54.0,1,2.7,22.0,25.0,-3.0,-0.19999999999999998,-0.24999999999999994,23.9,28.9,-5.0,-0.47,0.04000000000000001
1978,Matteo Makhabé,fr FRA,CC,Lille,fr Ligue 1,18,2003,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,Béni Makouana,cg CGO,"DL,CC",Montpellier,fr Ligue 1,19,2002,8,198.0,25.0,5.8,2.2,1,45.0,0,7,22.0,6,1.13,3.0,3.0,0.0,0.0,-0.08,3.0,3.7,-0.8,-0.35,-0.09
1980,Nemanja Maksimović,rs SRB,CC,Getafe,es La Liga,27,1995,29,2053.0,71.0,60.0,22.8,26,75.0,9,3,36.0,7,1.28,19.0,26.0,-7.0,-0.31,-0.04,19.1,26.9,-7.8,-0.34,-0.24
1981,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,22,1999,22,1396.0,63.0,40.8,15.5,14,84.0,10,8,27.0,15,2.0,22.0,14.0,8.0,0.52,0.2,29.5,19.2,10.4,0.67,0.36
1982,Lorenzo Malagrida,it ITA,"CC,DF",Sampdoria,it Serie A,18,2003,6,109.0,18.0,3.2,1.2,0,0.0,0,6,18.0,18,0.17,0.0,5.0,-5.0,-4.13,-2.99,0.7,4.2,-3.5,-2.88,-2.1
1983,Daniel Maldini,it ITA,"DL,CC",Spezia,it Serie A,20,2001,18,628.0,35.0,18.4,7.0,4,57.0,0,14,29.0,10,0.61,5.0,11.0,-6.0,-0.86,-0.05,8.1,12.1,-4.0,-0.57,-0.12
3969,Youssef Maleh,ma MAR,CC,Fiorentina,it Serie A,23,1998,24,971.0,82.0,28.4,10.8,11,130.0,0,13,35.0,10,2.17,9.0,20.0,-11.0,-1.98,-2.18,13.3,14.1,-0.8,0.01999999999999999,-0.15
1986,Donyell Malen,nl NED,DL,Dortmund,de Bundesliga,23,1999,26,1706.0,66.0,55.8,19.0,22,71.0,1,4,34.0,2,2.04,44.0,24.0,20.0,1.06,-0.21,41.7,21.3,20.4,1.08,0.58
3975,Ruslan Malinovskyi,ua UKR,"CC,DL",Atalanta,it Serie A,29,1993,35,1780.0,98.0,52.099999999999994,19.7,18,146.0,3,17,52.0,1,3.37,31.0,25.0,6.0,0.53,-0.91,31.9,21.4,10.4,0.9,-0.13
1989,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,31,1991,26,2163.0,83.0,63.2,24.0,26,83.0,17,0,0.0,7,1.12,27.0,34.0,-7.0,-0.29,-0.08,28.5,28.0,0.5,0.02,0.26
1990,Maurice Malone,de GER,"DL,CC",Augsburg,de Bundesliga,21,2000,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Mickael Malsa,mq MTQ,CC,Valladolid,es La Liga,26,1995,5,69.0,14.0,2.0,0.8,0,0.0,0,5,14.0,9,1.8,0.0,2.0,-2.0,-2.61,-1.86,0.7,2.1,-1.5,-1.89,-1.23
1992,Giorgi Mamardashvili,ge GEO,PO,Valencia,es La Liga,21,2000,38,3420.0,90.0,100.0,38.0,38,90.0,38,0,0.0,0,1.11,42.0,45.0,-3.0,-0.08,0.0,49.3,43.5,5.8,0.15,0.0
1993,Hianga Mananga Mbock,fr FRA,CC,Brest,fr Ligue 1,22,1999,2,15.0,8.0,0.4,0.2,0,0.0,0,2,8.0,2,2.0,0.0,0.0,0.0,0.0,0.26,0.3,0.1,0.2,1.03,1.37
1994,Gianluca Mancini,it ITA,DF,Roma,it Serie A,26,1996,35,2858.0,82.0,83.6,31.8,33,84.0,23,2,41.0,2,1.69,35.0,28.0,7.0,0.22,-0.58,43.9,25.3,18.6,0.58,-0.5
1995,Steve Mandanda,fr FRA,PO,Rennes,fr Ligue 1,37,1985,34,3014.0,89.0,88.1,33.5,34,89.0,32,0,0.0,1,1.82,62.0,31.0,31.0,0.93,1.15,55.3,38.1,17.2,0.51,0.5
