RL2022-2023,Jugador2022-2023,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,PJ2022-2023,Mín2022-2023,Mn/PJ2022-2023,% min2022-2023,90 s2022-2023,Titular2022-2023,Mn/arranque2022-2023,Compl2022-2023,Sup2022-2023,Mn/Sust2022-2023,Partidos como sustituto2022-2023,PPP2022-2023,onG2022-2023,onGA2022-2023,+/-2022-2023,+/-902022-2023,Dentro-Fuera2022-2023,onxG2022-2023,onxGA2022-2023,xG+/-2022-2023,xG+/-902022-2023,Dentro-Fuera.12022-2023
915,Sergio Diez Roldan,es ESP,DF,Atlético Madrid,es La Liga,19,2003,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,29,1993,28,1502.0,54.0,43.9,16.7,18,75.0,10,10,15.0,4,1.46,22.0,25.0,-3.0,-0.18,-0.56,19.9,25.7,-5.8,-0.35,-0.52
917,Federico Dimarco,it ITA,DF,Inter,it Serie A,24,1997,33,2069.0,63.0,60.5,23.0,26,72.0,3,7,29.0,1,2.0,50.0,24.0,26.0,1.13,0.93,42.2,21.1,21.2,0.92,0.23
918,Stole Dimitrievski,mk MKD,PO,Rayo Vallecano,es La Liga,28,1993,37,3324.0,90.0,97.2,36.9,37,90.0,36,0,0.0,1,1.32,44.0,49.0,-5.0,-0.14,2.68,43.0,48.1,-5.1,-0.14,0.69
919,Florian Dimmer,de GER,PO,M'Gladbach,de Bundesliga,17,2005,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,Junior Dina Ebimbe,fr FRA,"DF,CC",Eint Frankfurt,de Bundesliga,21,2000,19,1063.0,56.0,34.7,11.8,10,84.0,4,9,25.0,3,1.79,24.0,19.0,5.0,0.42,0.38,22.3,12.9,9.4,0.8,0.83
921,Tristan Dingomé,cm CMR,CC,Troyes,fr Ligue 1,31,1991,8,99.0,12.0,2.9,1.1,0,0.0,0,8,12.0,8,1.25,2.0,2.0,0.0,0.0,0.98,2.1,2.1,0.0,0.02,1.08
922,Eren Dinkçi,de GER,"DL,CC",Werder Bremen,de Bundesliga,20,2001,17,231.0,14.0,7.5,2.6,0,0.0,0,17,14.0,9,0.76,3.0,11.0,-8.0,-3.12,-2.96,2.8,6.4,-3.6,-1.39,-1.13
923,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,21,2001,24,1957.0,82.0,57.2,21.7,22,87.0,18,2,25.0,6,1.67,38.0,29.0,9.0,0.41,-0.14,33.1,32.1,1.0,0.05,-0.47
924,Lois Diony,fr FRA,DL,Angers,fr Ligue 1,29,1992,11,506.0,46.0,14.8,5.6,5,74.0,2,6,23.0,0,1.09,5.0,12.0,-7.0,-1.25,0.02,7.0,7.6,-0.5,-0.09,0.53
925,Edan Diop,fr FRA,"DF,DL",Monaco,fr Ligue 1,17,2004,7,223.0,32.0,6.5,2.5,1,45.0,0,6,30.0,7,1.0,6.0,5.0,1.0,0.4,0.09,6.6,5.9,0.7,0.28,0.05
926,Issa Diop,fr FRA,DF,Fulham,eng Premier League,25,1997,25,2012.0,80.0,58.8,22.4,21,89.0,19,4,34.0,12,1.28,33.0,26.0,7.0,0.31,0.63,28.9,35.9,-6.9,-0.31,0.37
1855,Sofiane Diop,fr FRA,"CC,DL",Nice,fr Ligue 1,22,2000,23,1293.0,121.0,37.8,14.299999999999999,15,138.0,3,8,26.0,2,4.77,23.0,11.0,12.0,2.19,1.9000000000000001,24.8,17.2,7.5,2.45,1.99
929,Yehvann Diouf,fr FRA,PO,Reims,fr Ligue 1,22,1999,31,2790.0,90.0,81.6,31.0,31,90.0,31,0,0.0,4,1.45,35.0,31.0,4.0,0.13,0.7,50.1,41.5,8.6,0.28,0.25
930,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,24,1998,38,3330.0,88.0,97.4,37.0,37,89.0,36,1,20.0,0,1.71,67.0,56.0,11.0,0.3,-0.7,60.0,52.1,7.9,0.21,-0.72
931,Filippo Distefano,it ITA,DL,Fiorentina,it Serie A,18,2003,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,22,2000,25,2017.0,81.0,59.0,22.4,24,83.0,18,1,20.0,0,1.68,41.0,24.0,17.0,0.76,0.5,41.6,22.2,19.4,0.86,0.3
933,Djené,tg TOG,DF,Getafe,es La Liga,30,1991,33,2840.0,86.0,83.0,31.6,33,86.0,29,0,0.0,0,1.03,27.0,39.0,-12.0,-0.38,-0.54,30.8,35.5,-4.7,-0.15,0.58
934,Moussa Djenepo,ml MLI,"DF,DL",Southampton,eng Premier League,24,1998,16,710.0,44.0,20.8,7.9,7,77.0,2,9,19.0,10,0.63,7.0,14.0,-7.0,-0.89,0.11,6.9,11.0,-4.1,-0.52,0.12
935,Koffi Djidji,ci CIV,DF,Torino,it Serie A,29,1992,34,2424.0,71.0,70.9,26.9,26,87.0,19,8,21.0,3,1.35,27.0,30.0,-3.0,-0.11,-0.47,28.2,28.9,-0.7,-0.03,-0.25
936,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,27,1994,31,2677.0,86.0,78.3,29.7,31,86.0,27,0,0.0,2,1.13,40.0,44.0,-4.0,-0.13,0.35,38.4,43.7,-5.3,-0.18,0.0
937,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,29,1993,24,1797.0,75.0,52.5,20.0,20,85.0,16,4,23.0,5,1.42,27.0,23.0,4.0,0.2,-0.58,26.1,21.6,4.5,0.23,-0.42
938,Moussa Djitte,sn SEN,DL,Ajaccio,fr Ligue 1,22,1999,6,136.0,23.0,4.0,1.5,1,53.0,0,5,17.0,1,0.5,0.0,3.0,-3.0,-1.99,-0.67,0.6,2.4,-1.8,-1.15,-0.71
939,Ouparine Djoco,gw GNB,PO,Clermont Foot,fr Ligue 1,24,1998,1,90.0,90.0,2.6,1.0,1,90.0,1,0,0.0,30,0.0,1.0,2.0,-1.0,-1.0,-0.92,0.5,1.3,-0.8,-0.77,-0.5
940,Marko Dmitrović,rs SRB,PO,Sevilla,es La Liga,30,1992,15,1269.0,85.0,37.1,14.1,13,90.0,13,2,50.0,21,1.73,20.0,13.0,7.0,0.5,1.08,18.2,16.4,1.8,0.13,0.53
941,Alan Do Marcolino,ga GAB,DL,Rennes,fr Ligue 1,20,2002,3,19.0,6.0,0.6,0.2,0,0.0,0,3,6.0,1,2.33,0.0,0.0,0.0,0.0,-0.79,0.0,0.1,-0.1,-0.55,-1.01
942,Ben Doak,sct SCO,DL,Liverpool,eng Premier League,16,2005,2,26.0,13.0,0.8,0.3,0,0.0,0,2,13.0,2,1.5,0.0,1.0,-1.0,-3.46,-4.23,0.1,0.8,-0.6,-2.17,-2.76
943,Ritsu Doan,jp JPN,"CC,DL",Freiburg,de Bundesliga,24,1998,33,2424.0,73.0,79.2,26.9,30,77.0,5,3,34.0,0,1.79,45.0,34.0,11.0,0.41,0.97,41.0,34.7,6.3,0.24,1.24
944,Dodô,br BRA,DF,Fiorentina,it Serie A,23,1998,33,2331.0,71.0,68.2,25.9,28,78.0,16,5,30.0,2,1.58,38.0,28.0,10.0,0.39,0.39,38.6,29.3,9.2,0.36,0.16
945,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,24,1998,25,2216.0,89.0,72.4,24.6,25,89.0,23,0,0.0,4,1.84,37.0,26.0,11.0,0.45,0.23,27.6,34.7,-7.1,-0.29,-0.54
1893,Matt Doherty,ie IRL,"DF,CC",Tottenham,eng Premier League,30,1992,14,685.0,65.0,20.0,7.6000000000000005,7,82.0,2,7,27.0,26,4.33,13.0,9.0,4.0,5.4,4.32,9.2,8.7,0.6000000000000001,0.95,0.17
948,Josh Doig,sct SCO,DF,Hellas Verona,it Serie A,20,2002,22,1354.0,62.0,39.6,15.0,15,77.0,7,7,28.0,8,0.86,13.0,22.0,-9.0,-0.6,0.23,13.4,15.7,-2.2,-0.15,0.37
949,Jeremy Doku,be BEL,"CC,DL",Rennes,fr Ligue 1,20,2002,29,1291.0,45.0,37.7,14.3,13,72.0,3,16,22.0,1,1.62,24.0,13.0,11.0,0.77,-0.04,23.3,17.5,5.8,0.4,-0.08
1901,Kasper Dolberg,dk DEN,DL,Sevilla,es La Liga,24,1997,17,599.0,80.0,18.9,6.7,6,135.0,2,11,42.0,9,0.88,8.0,17.0,-9.0,-2.01,-1.8099999999999998,6.8,12.9,-6.1,-1.92,-1.79
952,Jaume Doménech,es ESP,PO,Valencia,es La Liga,31,1990,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
953,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,21,2001,3,108.0,36.0,3.2,1.2,1,90.0,1,2,9.0,35,3.0,2.0,1.0,1.0,0.83,1.13,0.8,1.3,-0.5,-0.38,-0.31
954,Javier Dominguez,es ESP,DF,Celta Vigo,es La Liga,21,2001,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,Mario Dominguez,es ESP,CC,Valencia,es La Liga,18,2004,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,Nicolás Domínguez,ar ARG,CC,Bologna,it Serie A,24,1998,31,2300.0,74.0,67.3,25.6,26,82.0,13,5,34.0,1,1.39,34.0,31.0,3.0,0.12,0.04,31.1,32.0,-0.9,-0.04,0.28
957,John Donald,es ESP,"CC,DF",Elche,es La Liga,21,2000,14,1092.0,78.0,31.9,12.1,13,81.0,10,1,45.0,10,0.86,11.0,14.0,-3.0,-0.25,1.07,13.9,19.7,-5.9,-0.48,0.55
958,Giulio Donati,it ITA,DF,Monza,it Serie A,32,1990,8,422.0,53.0,12.3,4.7,4,73.0,2,4,32.0,16,1.0,3.0,7.0,-4.0,-0.85,-0.85,4.6,5.1,-0.5,-0.11,0.04
959,Kyliane Dong,fr FRA,"CC,DL",Troyes,fr Ligue 1,17,2004,6,213.0,36.0,6.2,2.4,2,73.0,0,4,17.0,2,0.17,2.0,4.0,-2.0,-0.85,0.11,1.2,4.2,-3.0,-1.26,-0.25
960,Jordan Dongmo,cm CMR,CC,Troyes,fr Ligue 1,21,2001,2,20.0,10.0,0.6,0.2,0,0.0,0,2,10.0,7,0.5,0.0,1.0,-1.0,-4.5,-3.57,0.0,0.4,-0.4,-1.69,-0.67
961,Gianluigi Donnarumma,it ITA,PO,Paris S-G,fr Ligue 1,23,1999,38,3409.0,90.0,99.7,37.9,38,90.0,37,0,0.0,0,2.24,89.0,40.0,49.0,1.29,1.29,78.1,48.3,29.8,0.79,-0.05
962,Niklas Dorsch,de GER,CC,Augsburg,de Bundesliga,24,1998,11,483.0,44.0,15.8,5.4,5,75.0,3,6,18.0,1,1.18,4.0,11.0,-7.0,-1.3,-0.82,4.4,10.9,-6.5,-1.22,-0.61
963,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,24,1997,38,3409.0,90.0,99.7,37.9,38,90.0,36,0,0.0,0,2.21,88.0,43.0,45.0,1.19,1.19,71.8,41.4,30.4,0.8,5.3
964,Jodel Dossou,bj BEN,"CC,DF",Clermont Foot,fr Ligue 1,30,1992,9,258.0,29.0,7.5,2.9,2,77.0,0,7,15.0,8,1.0,5.0,3.0,2.0,0.7,0.87,4.7,5.6,-0.9,-0.32,-0.04
965,Carlos Dotor,es ESP,CC,Real Madrid,es La Liga,21,2001,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,Lohann Doucet,fr FRA,"CC,DL",Nantes,fr Ligue 1,19,2002,9,91.0,10.0,2.7,1.0,0,0.0,0,9,10.0,12,0.89,2.0,0.0,2.0,1.98,2.52,1.1,1.3,-0.2,-0.16,0.1
967,Abdoulaye Doucouré,ml MLI,CC,Everton,eng Premier League,29,1993,25,1533.0,61.0,44.8,17.0,17,84.0,14,8,13.0,4,1.2,18.0,26.0,-8.0,-0.47,0.25,24.0,29.5,-5.5,-0.32,0.4
968,Cheick Doucouré,ml MLI,CC,Crystal Palace,eng Premier League,22,2000,34,2769.0,81.0,81.0,30.8,34,81.0,16,0,0.0,1,1.24,36.0,41.0,-5.0,-0.16,0.39,33.3,38.7,-5.4,-0.18,0.29
969,Ckene Doucouré,km COM,"DL,CC",Lorient,fr Ligue 1,20,2002,12,136.0,11.0,4.0,1.5,0,0.0,0,12,11.0,16,1.25,4.0,1.0,3.0,1.99,2.09,4.0,2.3,1.7,1.14,1.56
970,Désiré Doué,fr FRA,"CC,DL",Rennes,fr Ligue 1,17,2005,26,1115.0,43.0,32.6,12.4,11,68.0,0,15,25.0,3,1.73,22.0,14.0,8.0,0.65,-0.21,17.8,15.5,2.3,0.19,-0.4
971,Guela Doué,fr FRA,"DL,CC",Rennes,fr Ligue 1,19,2002,2,12.0,6.0,0.4,0.1,0,0.0,0,2,6.0,15,1.5,0.0,0.0,0.0,0.0,-0.79,0.4,0.1,0.3,2.32,1.87
972,Ismaël Doukouré,fr FRA,"DF,CC",Strasbourg,fr Ligue 1,19,2003,28,2297.0,82.0,67.2,25.5,25,87.0,20,3,40.0,9,1.11,33.0,34.0,-1.0,-0.04,0.52,30.5,29.9,0.6,0.02,0.62
973,Kamory Doumbia,ml MLI,CC,Reims,fr Ligue 1,19,2003,26,1155.0,44.0,33.8,12.8,13,66.0,0,13,23.0,9,1.35,17.0,12.0,5.0,0.39,0.59,23.6,16.5,7.1,0.55,0.48
974,Souleyman Doumbia,ci CIV,"DF,DL",Angers,fr Ligue 1,25,1996,24,1790.0,75.0,52.3,19.9,21,82.0,15,3,25.0,0,0.38,14.0,42.0,-28.0,-1.41,-0.3,22.6,29.4,-6.7,-0.34,0.44
975,Flynn Downes,eng ENG,CC,West Ham,eng Premier League,23,1999,21,762.0,36.0,22.3,8.5,7,82.0,2,14,14.0,16,1.19,2.0,14.0,-12.0,-1.42,-1.38,7.4,13.5,-6.2,-0.73,-0.81
976,Damion Downs,de GER,DL,Köln,de Bundesliga,18,2004,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,Kami Doyle,eng ENG,CC,Southampton,eng Premier League,16,2005,1,7.0,7.0,0.2,0.1,0,0.0,0,1,7.0,1,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.3,-0.3,-4.14,-3.54
978,Bartłomiej Drągowski,pl POL,PO,Spezia,it Serie A,24,1997,34,2946.0,87.0,86.1,32.7,34,87.0,32,0,0.0,3,0.8,24.0,54.0,-30.0,-0.92,-0.73,32.4,50.9,-18.5,-0.56,-0.65
979,Cody Drameh,eng ENG,DF,Leeds United,eng Premier League,20,2001,1,69.0,69.0,2.0,0.8,1,69.0,0,0,0.0,5,0.0,1.0,3.0,-2.0,-2.61,-1.86,0.5,1.3,-0.8,-1.05,-0.54
980,Dion Drena Beljo,hr CRO,DL,Augsburg,de Bundesliga,20,2002,18,1128.0,63.0,36.9,12.5,16,69.0,2,2,16.0,1,1.06,18.0,27.0,-9.0,-0.72,-0.16,12.2,23.0,-10.8,-0.86,-0.25
981,Dominick Drexler,de GER,"CC,DL",Schalke 04,de Bundesliga,32,1990,27,1366.0,51.0,44.6,15.2,16,68.0,3,11,25.0,0,0.89,18.0,33.0,-15.0,-0.99,0.13,17.7,25.8,-8.0,-0.53,-0.02
982,Domingos Duarte,pt POR,DF,Getafe,es La Liga,27,1995,31,2657.0,86.0,77.7,29.5,30,88.0,28,1,13.0,5,0.94,26.0,40.0,-14.0,-0.47,-0.83,24.9,38.4,-13.6,-0.46,-0.96
983,Amario Duberry,eng ENG,DL,Arsenal,eng Premier League,17,2005,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1969,Martin Dúbravka,sk SVK,PO,Manchester Utd,eng Premier League,33,1989,2,157.0,79.0,4.6,1.7,1,90.0,1,1,67.0,26,0.5,1.0,1.0,0.0,0.0,-0.97,3.5,3.2,0.3,0.18,-0.7
986,Marvin Ducksch,de GER,DL,Werder Bremen,de Bundesliga,28,1994,34,2852.0,84.0,93.2,31.7,34,84.0,19,0,0.0,0,1.06,41.0,57.0,-16.0,-0.5,-1.8,37.8,47.4,-9.6,-0.3,0.66
1975,Ondrej Duda,sk SVK,CC,Hellas Verona,it Serie A,27,1994,28,1750.0,124.0,53.5,19.5,20,145.0,7,8,71.0,3,2.21,19.0,30.0,-11.0,-1.1099999999999999,-0.27,21.4,24.7,-3.3000000000000003,-0.28,-0.07
989,Shane Duffy,ie IRL,"DF,DL",Fulham,eng Premier League,30,1992,5,20.0,4.0,0.6,0.2,0,0.0,0,5,4.0,25,2.0,0.0,4.0,-4.0,-18.0,-18.16,0.3,1.5,-1.2,-5.61,-5.18
990,Rémy Dugimont,fr FRA,"DL,CC",Auxerre,fr Ligue 1,36,1986,11,113.0,10.0,3.3,1.3,0,0.0,0,11,10.0,11,0.82,5.0,2.0,3.0,2.39,3.23,3.8,2.7,1.1,0.88,1.34
991,Denzel Dumfries,nl NED,DF,Inter,it Serie A,26,1996,34,2218.0,65.0,64.9,24.6,25,80.0,11,9,23.0,4,1.85,54.0,26.0,28.0,1.14,1.06,49.2,23.4,25.8,1.05,0.61
992,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,30,1991,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,Alfred Duncan,gh GHA,CC,Fiorentina,it Serie A,29,1993,25,1103.0,44.0,32.3,12.3,13,66.0,2,12,20.0,8,1.56,17.0,10.0,7.0,0.57,0.45,16.6,13.2,3.3,0.27,-0.05
994,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,30,1991,36,3239.0,90.0,94.7,36.0,36,90.0,35,0,0.0,2,1.69,70.0,50.0,20.0,0.56,1.05,69.7,45.4,24.3,0.67,1.24
995,Florent Duparchy,fr FRA,PO,Reims,fr Ligue 1,22,2000,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,Maxime Dupé,fr FRA,PO,Toulouse,fr Ligue 1,29,1993,38,3420.0,90.0,100.0,38.0,38,90.0,38,0,0.0,0,1.26,51.0,57.0,-6.0,-0.16,0.0,52.5,57.0,-4.5,-0.12,0.0
997,Jhon Durán,co COL,"DL,CC",Aston Villa,eng Premier League,18,2003,12,136.0,11.0,4.0,1.5,0,0.0,0,12,11.0,5,1.42,3.0,4.0,-1.0,-0.66,-0.83,1.7,3.8,-2.2,-1.45,-1.45
998,Pablo Durán,es ESP,"CC,DF",Celta Vigo,es La Liga,21,2001,4,36.0,9.0,1.1,0.4,0,0.0,0,4,9.0,6,0.5,0.0,1.0,-1.0,-2.5,-2.26,0.5,0.7,-0.2,-0.55,-0.48
999,Julien Duranville,be BEL,CC,Dortmund,de Bundesliga,16,2006,1,29.0,29.0,0.9,0.3,0,0.0,0,1,29.0,1,1.0,2.0,0.0,2.0,6.21,5.11,1.2,1.2,0.0,0.01,-0.82
1000,Hugo Duro,es ESP,DL,Valencia,es La Liga,22,1999,30,1385.0,46.0,40.5,15.4,12,75.0,6,18,27.0,5,1.13,16.0,20.0,-4.0,-0.26,-0.3,21.1,18.8,2.3,0.15,-0.01
1001,Jean-Kevin Duverne,ht HAI,DF,Brest,fr Ligue 1,25,1997,34,2515.0,74.0,73.5,27.9,27,88.0,22,7,20.0,4,1.24,34.0,39.0,-5.0,-0.18,0.32,33.8,38.4,-4.6,-0.16,0.64
1002,Paulo Dybala,ar ARG,"CC,DL",Roma,it Serie A,28,1993,25,1739.0,70.0,50.8,19.3,21,77.0,7,4,28.0,1,1.81,35.0,21.0,14.0,0.72,0.83,32.8,14.7,18.0,0.93,0.54
1003,Edin Džeko,ba BIH,DL,Inter,it Serie A,36,1986,33,1732.0,52.0,50.6,19.2,18,79.0,9,15,21.0,5,1.82,44.0,20.0,24.0,1.25,0.98,36.8,17.3,19.5,1.01,0.37
1004,Malcolm Ebiowei,eng ENG,"CC,DL",Crystal Palace,eng Premier League,18,2003,3,34.0,11.0,1.0,0.4,0,0.0,0,3,11.0,14,0.0,0.0,1.0,-1.0,-2.65,-2.43,0.3,0.2,0.1,0.39,0.62
1005,Festy Ebosele,ie IRL,DF,Udinese,it Serie A,19,2002,17,411.0,24.0,12.0,4.6,4,65.0,0,13,12.0,18,1.06,3.0,5.0,-2.0,-0.44,-0.47,4.4,5.6,-1.2,-0.26,-0.15
1006,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,23,1999,20,930.0,47.0,27.2,10.3,9,77.0,7,11,22.0,4,1.15,15.0,14.0,1.0,0.1,0.17,13.0,13.5,-0.4,-0.04,0.12
1007,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,26,1995,26,1923.0,74.0,56.2,21.4,22,84.0,14,4,20.0,7,1.42,24.0,24.0,0.0,0.0,0.72,23.8,31.5,-7.7,-0.36,0.35
1008,Simone Edera,it ITA,CC,Torino,it Serie A,25,1997,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,Ederson,br BRA,PO,Manchester City,eng Premier League,28,1993,35,3150.0,90.0,92.1,35.0,35,90.0,35,0,0.0,3,2.34,89.0,32.0,57.0,1.63,0.3,73.3,28.3,45.1,1.29,0.81
1010,Éderson,br BRA,CC,Atalanta,it Serie A,23,1999,35,2215.0,63.0,64.8,24.6,25,77.0,10,10,30.0,1,1.63,37.0,31.0,6.0,0.24,-0.65,36.8,27.3,9.5,0.38,-0.13
1011,Odsonne Édouard,fr FRA,DL,Crystal Palace,eng Premier League,24,1998,35,1803.0,52.0,52.7,20.0,20,75.0,2,15,20.0,2,1.2,23.0,25.0,-2.0,-0.1,0.29,20.6,23.6,-3.0,-0.15,0.17
1012,Samuel Edozie,eng ENG,"DL,CC",Southampton,eng Premier League,19,2003,17,567.0,33.0,16.6,6.3,5,69.0,0,12,19.0,2,0.29,5.0,9.0,-4.0,-0.63,0.41,8.1,7.3,0.8,0.13,0.89
1013,Maximilian Eggestein,de GER,CC,Freiburg,de Bundesliga,25,1996,31,2451.0,79.0,80.1,27.2,27,87.0,17,4,25.0,1,1.71,36.0,34.0,2.0,0.07,-0.67,33.1,40.9,-7.8,-0.29,-1.31
1014,Lilian Egloff,de GER,"CC,DL",Stuttgart,de Bundesliga,19,2002,10,241.0,24.0,7.9,2.7,2,63.0,0,8,15.0,16,0.9,6.0,6.0,0.0,0.0,0.38,5.7,3.9,1.9,0.7,0.68
1015,Íñigo Eguaras,es ESP,CC,Almería,es La Liga,30,1992,25,967.0,39.0,28.3,10.7,10,73.0,4,15,16.0,11,1.4,11.0,19.0,-8.0,-0.74,-0.45,11.1,19.8,-8.6,-0.8,-0.49
2033,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,27,1995,28,1596.0,118.0,46.9,17.8,17,144.0,7,11,19.0,3,2.3,25.0,26.0,-1.0,-1.48,-1.31,23.5,24.8,-1.3,0.33999999999999997,0.35
1018,Julian Eitschberger,de GER,DL,Hertha BSC,de Bundesliga,18,2004,1,1.0,1.0,0.0,0.0,0,0.0,0,1,1.0,2,3.0,0.0,0.0,0.0,0.0,0.79,0.0,0.7,-0.7,-65.87,-65.29
1019,Chidera Ejuke,ng NGA,"DL,CC",Hertha BSC,de Bundesliga,24,1998,20,890.0,45.0,29.1,9.9,9,69.0,1,11,24.0,0,0.9,9.0,12.0,-3.0,-0.3,0.69,10.1,14.2,-4.1,-0.41,0.27
1020,Albin Ekdal,se SWE,CC,Spezia,it Serie A,33,1989,31,1734.0,56.0,50.7,19.3,18,79.0,8,13,24.0,1,0.97,14.0,29.0,-15.0,-0.78,0.08,26.0,28.1,-2.1,-0.11,0.74
1021,Hugo Ekitike,fr FRA,DL,Paris S-G,fr Ligue 1,20,2002,25,1155.0,46.0,33.8,12.8,12,71.0,0,13,24.0,12,2.16,31.0,18.0,13.0,1.01,-0.42,25.5,16.0,9.5,0.74,-0.07
1022,Emmanuel Ekong,se SWE,"DL,CC",Empoli,it Serie A,20,2002,2,20.0,10.0,0.6,0.2,0,0.0,0,2,10.0,17,0.5,1.0,1.0,0.0,0.0,0.32,0.4,0.5,-0.2,-0.69,-0.18
1023,Anthony Elanga,se SWE,DL,Manchester Utd,eng Premier League,20,2002,16,426.0,27.0,12.5,4.7,5,59.0,0,11,12.0,11,2.13,8.0,2.0,6.0,1.27,1.0,9.5,4.7,4.8,1.01,0.63
1024,Alberth Elis,hn HON,"CC,DL",Brest,fr Ligue 1,26,1996,10,257.0,26.0,7.5,2.9,2,62.0,0,8,17.0,6,1.3,1.0,6.0,-5.0,-1.75,-1.61,3.6,6.1,-2.4,-0.85,-0.56
1025,Mikael Ellertsson,is ISL,"CC,DF",Spezia,it Serie A,20,2002,11,171.0,16.0,5.0,1.9,1,64.0,0,10,11.0,6,1.0,0.0,6.0,-6.0,-3.16,-2.47,1.2,4.3,-3.1,-1.65,-1.23
1026,Harvey Elliott,eng ENG,"CC,DL",Liverpool,eng Premier League,19,2003,32,1613.0,50.0,47.2,17.9,18,72.0,4,14,22.0,5,1.66,36.0,20.0,16.0,0.89,0.3,33.7,25.4,8.3,0.46,-0.2
1027,Elif Elmas,mk MKD,"DL,CC",Napoli,it Serie A,22,1999,36,1627.0,45.0,47.6,18.1,14,79.0,4,22,24.0,1,2.39,35.0,10.0,25.0,1.38,0.18,29.3,14.5,14.8,0.82,-0.09
1028,Bartuğ Elmaz,tr TUR,CC,Marseille,fr Ligue 1,19,2003,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,Mohamed Elneny,eg EGY,CC,Arsenal,eng Premier League,30,1992,5,113.0,23.0,3.3,1.3,1,90.0,1,4,6.0,4,3.0,2.0,2.0,0.0,0.0,-1.22,2.6,1.3,1.4,1.09,0.32
1030,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,28,1994,25,1449.0,58.0,42.4,16.1,16,78.0,8,9,22.0,4,2.2,26.0,14.0,12.0,0.75,0.56,21.7,14.1,7.6,0.47,-0.06
1031,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,25,1996,32,2826.0,88.0,92.4,31.4,32,88.0,30,0,0.0,0,1.22,48.0,52.0,-4.0,-0.13,-0.51,49.4,49.9,-0.5,-0.02,0.3
1032,Rodrigo Ely,br BRA,DF,Almería,es La Liga,28,1993,36,3155.0,88.0,92.3,35.1,36,88.0,33,0,0.0,0,1.03,45.0,61.0,-16.0,-0.46,-0.46,38.8,57.8,-18.9,-0.54,-1.18
1033,Mohamed Elyounoussi,no NOR,"CC,DL",Southampton,eng Premier League,27,1994,33,2168.0,66.0,63.4,24.1,27,75.0,9,6,23.0,4,0.73,22.0,45.0,-23.0,-0.95,0.05,22.3,35.8,-13.5,-0.56,0.14
