Unnamed: 0,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,TA2017-2018,TR2017-2018,2a amarilla2017-2018,Fls2017-2018,FR2017-2018,PA2017-2018,Pcz2017-2018,Int2017-2018,TklG2017-2018,Penal ejecutado2017-2018,Penal concedido2017-2018,GC2017-2018,Recup.2017-2018,Ganados2017-2018,Perdidos2017-2018,% de ganados2017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,TA2018-2019,TR2018-2019,2a amarilla2018-2019,Fls2018-2019,FR2018-2019,PA2018-2019,Pcz2018-2019,Int2018-2019,TklG2018-2019,Penal ejecutado2018-2019,Penal concedido2018-2019,GC2018-2019,Recup.2018-2019,Ganados2018-2019,Perdidos2018-2019,% de ganados2018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,TA2019-2020,TR2019-2020,2a amarilla2019-2020,Fls2019-2020,FR2019-2020,PA2019-2020,Pcz2019-2020,Int2019-2020,TklG2019-2020,Penal ejecutado2019-2020,Penal concedido2019-2020,GC2019-2020,Recup.2019-2020,Ganados2019-2020,Perdidos2019-2020,% de ganados2019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,TA2020-2021,TR2020-2021,2a amarilla2020-2021,Fls2020-2021,FR2020-2021,PA2020-2021,Pcz2020-2021,Int2020-2021,TklG2020-2021,Penal ejecutado2020-2021,Penal concedido2020-2021,GC2020-2021,Recup.2020-2021,Ganados2020-2021,Perdidos2020-2021,% de ganados2020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,TA2021-2022,TR2021-2022,2a amarilla2021-2022,Fls2021-2022,FR2021-2022,PA2021-2022,Pcz2021-2022,Int2021-2022,TklG2021-2022,Penal ejecutado2021-2022,Penal concedido2021-2022,GC2021-2022,Recup.2021-2022,Ganados2021-2022,Perdidos2021-2022,% de ganados2021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,TA2022-2023,TR2022-2023,2a amarilla2022-2023,Fls2022-2023,FR2022-2023,PA2022-2023,Pcz2022-2023,Int2022-2023,TklG2022-2023,Penal ejecutado2022-2023,Penal concedido2022-2023,GC2022-2023,Recup.2022-2023,Ganados2022-2023,Perdidos2022-2023,% de ganados2022-2023,Position,Market Value,Transfer Type,Fee
24,Imanol Agirretxe,43,8,109,4,30.0,1987.0,2.6,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,8.0,10.0,44.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25,Sergio Agüero,6,8,85,3,29.0,1988.0,21.8,2.0,0.0,0.0,10.0,17.0,16.0,16.0,6.0,6.0,0.0,0.0,0.0,59.0,10.0,19.0,34.5,6,8,85,3,30.0,1988.0,27.3,4.0,0.0,0.0,21.0,25.0,26.0,13.0,9.0,9.0,0.0,0.0,0.0,70.0,17.0,22.0,43.6,6,8,85,3,31.0,1988.0,16.1,1.0,0.0,0.0,9.0,9.0,6.0,9.0,3.0,4.0,2.0,0.0,0.0,37.0,3.0,12.0,20.0,6,8,85,3,32.0,1988.0,6.2,0.0,0.0,0.0,2.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,12.0,2.0,4.0,33.3,6,8,14,4,33.0,1988.0,1.7,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,60.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
26,Ruben Aguilar,46,4,91,5,24.0,1993.0,27.3,2.0,0.0,0.0,29.0,49.0,3.0,95.0,37.0,50.0,0.0,0.0,0.0,174.0,28.0,35.0,44.4,46,4,91,5,25.0,1993.0,28.1,8.0,0.0,0.0,37.0,40.0,1.0,115.0,37.0,51.0,0.0,1.0,0.0,185.0,28.0,32.0,46.7,46,4,90,5,26.0,1993.0,11.9,2.0,2.0,0.0,10.0,20.0,0.0,63.0,11.0,22.0,0.0,0.0,0.0,72.0,16.0,13.0,55.2,46,5,90,5,27.0,1993.0,24.7,6.0,0.0,0.0,39.0,36.0,1.0,118.0,47.0,37.0,1.0,0.0,0.0,139.0,46.0,38.0,54.8,46,4,90,5,28.0,1993.0,23.8,4.0,0.0,0.0,32.0,29.0,1.0,64.0,44.0,53.0,0.0,0.0,1.0,157.0,33.0,40.0,45.2,46,4,90,5,29.0,1993.0,13.0,3.0,0.0,0.0,15.0,14.0,1.0,39.0,18.0,9.0,0.0,0.0,0.0,80.0,12.0,14.0,46.2,,,,
27,Matías Aguirregaray,130,4,69,4,28.0,1989.0,12.8,3.0,0.0,0.0,19.0,21.0,1.0,19.0,24.0,20.0,0.0,0.0,0.0,87.0,14.0,17.0,45.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
28,Jean-Eudes Aholou,24,1,124,5,23.0,1994.0,33.4,4.0,0.0,0.0,46.0,49.0,1.0,5.0,75.0,34.0,0.0,0.0,0.0,261.0,48.0,47.0,50.5,24,1,90,5,24.0,1994.0,11.9,2.0,0.0,0.0,26.0,17.0,0.0,5.0,17.0,11.0,0.0,0.0,0.0,79.0,22.0,25.0,46.8,24,1,114,5,25.0,1994.0,7.0,3.0,1.0,0.0,11.0,14.0,1.0,3.0,15.0,12.0,0.0,0.0,0.0,57.0,10.0,11.0,47.6,24,1,124,5,26.0,1994.0,24.2,9.0,0.0,0.0,50.0,33.0,0.0,8.0,54.0,25.0,0.0,0.0,0.0,167.0,41.0,30.0,157.1,24,1,124,5,27.0,1994.0,11.2,2.0,0.0,0.0,21.0,20.0,0.0,6.0,19.0,9.0,0.0,0.0,0.0,77.0,14.0,5.0,73.7,24,1,124,5,28.0,1994.0,14.4,4.0,1.0,0.0,39.0,23.0,1.0,5.0,24.0,20.0,0.0,0.0,0.0,91.0,26.0,18.0,59.1,4.0,3.0,2.0,3.0
29,Ailton,17,5,125,2,22.0,1995.0,1.2,0.0,0.0,0.0,3.0,3.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,9.0,4.0,2.0,66.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
30,Youssef Aït Bennasser,85,1,27,5,21.0,1996.0,22.7,4.0,0.0,0.0,20.0,26.0,0.0,11.0,32.0,28.0,0.0,0.0,0.0,207.0,23.0,32.0,41.8,85,1,114,5,22.0,1996.0,22.3,2.0,0.0,0.0,21.0,21.0,0.0,6.0,34.0,29.0,0.0,0.0,0.0,193.0,14.0,20.0,82.4,85,1,20,5,23.0,1996.0,6.0,1.0,0.0,0.0,10.0,3.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0,43.0,5.0,5.0,50.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
31,Arlind Ajeti,3,4,35,6,23.0,1993.0,14.1,7.0,0.0,0.0,19.0,6.0,0.0,0.0,34.0,23.0,0.0,1.0,0.0,75.0,20.0,27.0,42.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
32,Manuel Akanji,23,4,39,2,22.0,1995.0,10.0,2.0,0.0,0.0,9.0,4.0,0.0,1.0,7.0,15.0,0.0,0.0,0.0,35.0,14.0,15.0,48.3,23,4,39,2,23.0,1995.0,24.5,1.0,0.0,0.0,13.0,17.0,0.0,2.0,27.0,19.0,0.0,0.0,0.0,121.0,44.0,37.0,54.3,23,4,39,2,24.0,1995.0,25.7,2.0,0.0,0.0,11.0,23.0,0.0,2.0,30.0,21.0,0.0,0.0,1.0,119.0,31.0,33.0,48.4,23,4,39,2,25.0,1995.0,26.1,4.0,0.0,0.0,22.0,18.0,0.0,2.0,49.0,22.0,1.0,1.0,0.0,148.0,46.0,30.0,60.5,23,4,39,2,26.0,1995.0,25.1,3.0,0.0,0.0,19.0,24.0,1.0,3.0,35.0,23.0,0.0,0.0,1.0,164.0,51.0,35.0,59.3,23,4,85,3,27.0,1995.0,25.4,2.0,0.0,0.0,24.0,12.0,0.0,6.0,16.0,25.0,0.0,0.0,0.0,136.0,23.0,34.0,40.4,2.0,30.0,2.0,17.5
33,Nathan Aké,101,4,21,3,22.0,1995.0,37.3,5.0,0.0,0.0,27.0,19.0,2.0,5.0,48.0,32.0,0.0,0.0,0.0,178.0,104.0,89.0,53.9,101,4,21,3,23.0,1995.0,37.9,3.0,0.0,0.0,28.0,21.0,2.0,6.0,32.0,35.0,1.0,1.0,0.0,182.0,86.0,66.0,56.6,101,4,21,3,24.0,1995.0,27.8,2.0,0.0,0.0,9.0,13.0,3.0,5.0,36.0,21.0,0.0,0.0,0.0,140.0,60.0,61.0,49.6,101,4,85,3,25.0,1995.0,8.9,4.0,0.0,0.0,8.0,4.0,0.0,1.0,9.0,5.0,0.0,1.0,0.0,30.0,24.0,17.0,58.5,101,4,85,3,26.0,1995.0,10.3,0.0,0.0,0.0,9.0,2.0,0.0,1.0,8.0,9.0,0.0,0.0,0.0,43.0,37.0,12.0,75.5,101,4,85,3,27.0,1995.0,20.8,2.0,0.0,0.0,12.0,14.0,1.0,15.0,20.0,12.0,0.0,0.0,0.0,96.0,36.0,23.0,61.0,,,,
34,Ager Aketxe,43,1,10,4,23.0,1993.0,0.4,1.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
35,Chadrac Akolo,20,3,125,2,22.0,1995.0,12.2,2.0,0.0,0.0,13.0,12.0,8.0,14.0,5.0,14.0,0.0,0.0,0.0,43.0,10.0,25.0,28.6,20,3,125,2,23.0,1995.0,5.8,0.0,0.0,0.0,8.0,15.0,1.0,8.0,4.0,6.0,0.0,0.0,0.0,31.0,6.0,17.0,26.1,20,9,4,5,24.0,1995.0,6.0,1.0,0.0,0.0,9.0,8.0,2.0,6.0,5.0,8.0,0.0,0.0,0.0,36.0,4.0,10.0,28.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
36,Kevin Akpoguma,99,4,62,2,22.0,1995.0,18.8,1.0,0.0,0.0,22.0,17.0,1.0,6.0,22.0,39.0,0.0,0.0,1.0,91.0,27.0,21.0,56.3,99,4,62,2,23.0,1995.0,9.0,4.0,0.0,0.0,10.0,12.0,0.0,0.0,22.0,21.0,0.0,1.0,0.0,45.0,11.0,12.0,96.2,99,4,62,2,24.0,1995.0,12.7,2.0,0.0,0.0,8.0,13.0,1.0,3.0,13.0,16.0,0.0,1.0,1.0,72.0,21.0,27.0,43.8,99,4,62,2,25.0,1995.0,13.2,1.0,0.0,0.0,15.0,16.0,0.0,8.0,13.0,12.0,0.0,0.0,0.0,69.0,21.0,28.0,42.9,99,6,62,2,26.0,1995.0,17.0,5.0,0.0,0.0,25.0,23.0,4.0,31.0,20.0,19.0,0.0,1.0,0.0,100.0,17.0,20.0,45.9,99,4,62,2,27.0,1995.0,21.7,11.0,0.0,0.0,33.0,19.0,0.0,8.0,24.0,44.0,0.0,0.0,0.0,131.0,57.0,45.0,55.9,,,,
37,David Alaba,7,4,15,2,25.0,1992.0,17.2,1.0,0.0,0.0,9.0,6.0,2.0,94.0,10.0,14.0,0.0,0.0,0.0,85.0,15.0,17.0,46.9,7,4,15,2,26.0,1992.0,28.1,4.0,0.0,0.0,13.0,11.0,5.0,115.0,31.0,21.0,0.0,0.0,0.0,148.0,24.0,22.0,52.2,7,4,15,2,27.0,1992.0,27.8,0.0,0.0,0.0,10.0,7.0,1.0,29.0,29.0,17.0,0.0,0.0,0.0,213.0,21.0,29.0,42.0,7,5,15,2,28.0,1992.0,29.7,4.0,0.0,0.0,19.0,10.0,0.0,37.0,43.0,21.0,0.0,0.0,0.0,189.0,19.0,18.0,51.4,7,4,108,4,29.0,1992.0,29.4,2.0,0.0,0.0,16.0,6.0,2.0,40.0,22.0,13.0,0.0,0.0,0.0,141.0,14.0,22.0,38.9,7,4,108,4,30.0,1992.0,20.4,3.0,0.0,0.0,9.0,3.0,0.0,26.0,14.0,11.0,0.0,1.0,0.0,94.0,11.0,8.0,57.9,,,,
38,Lucas Alario,6,8,77,2,24.0,1992.0,17.2,4.0,1.0,0.0,40.0,41.0,14.0,3.0,4.0,10.0,1.0,0.0,0.0,38.0,47.0,92.0,33.8,6,9,77,2,25.0,1992.0,14.1,1.0,0.0,0.0,23.0,24.0,14.0,5.0,1.0,8.0,0.0,0.0,0.0,37.0,40.0,72.0,35.7,6,8,77,2,26.0,1992.0,13.0,6.0,0.0,0.0,23.0,13.0,19.0,4.0,1.0,3.0,0.0,0.0,0.0,24.0,42.0,53.0,44.2,6,8,77,2,27.0,1992.0,13.8,2.0,0.0,0.0,17.0,17.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,29.0,38.0,69.0,35.5,6,8,77,2,28.0,1992.0,7.3,2.0,0.0,0.0,8.0,8.0,7.0,1.0,1.0,5.0,1.0,0.0,0.0,13.0,19.0,23.0,45.2,6,9,42,2,29.0,1992.0,3.7,0.0,0.0,0.0,9.0,2.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,10.0,21.0,23.0,47.7,3.0,8.0,2.0,6.0
39,David Alba,43,4,53,4,18.0,1999.0,0.7,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,33.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
40,Jordi Alba,43,4,14,4,28.0,1989.0,30.5,7.0,0.0,0.0,35.0,21.0,16.0,46.0,68.0,42.0,0.0,0.0,0.0,189.0,15.0,21.0,41.7,43,4,14,4,29.0,1989.0,33.2,6.0,0.0,0.0,25.0,19.0,9.0,52.0,60.0,22.0,1.0,0.0,0.0,208.0,16.0,37.0,30.2,43,4,14,4,30.0,1989.0,24.3,7.0,0.0,0.0,18.0,18.0,5.0,65.0,37.0,13.0,0.0,0.0,0.0,129.0,6.0,15.0,28.6,43,6,14,4,31.0,1989.0,33.6,9.0,0.0,0.0,20.0,15.0,10.0,119.0,49.0,30.0,0.0,0.0,1.0,218.0,4.0,8.0,33.3,43,4,14,4,32.0,1989.0,29.4,11.0,0.0,0.0,26.0,19.0,11.0,121.0,33.0,34.0,0.0,0.0,0.0,214.0,13.0,23.0,36.1,43,4,14,4,33.0,1989.0,15.8,6.0,1.0,1.0,11.0,4.0,10.0,91.0,11.0,18.0,0.0,0.0,0.0,118.0,8.0,15.0,34.8,,,,
41,Raúl Albentosa,43,4,68,4,28.0,1988.0,19.4,5.0,0.0,0.0,15.0,14.0,1.0,2.0,26.0,6.0,0.0,1.0,0.0,73.0,39.0,18.0,68.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
42,Luis Alberto,43,9,70,6,24.0,1992.0,29.7,5.0,0.0,0.0,19.0,36.0,3.0,213.0,16.0,28.0,1.0,0.0,0.0,145.0,13.0,25.0,34.2,43,3,70,6,25.0,1992.0,22.1,5.0,1.0,0.0,23.0,24.0,3.0,171.0,10.0,22.0,0.0,0.0,0.0,117.0,14.0,21.0,40.0,43,1,70,6,26.0,1992.0,34.6,5.0,0.0,0.0,20.0,38.0,0.0,177.0,21.0,30.0,0.0,0.0,0.0,217.0,7.0,14.0,33.3,43,1,70,6,27.0,1992.0,29.1,5.0,0.0,0.0,19.0,36.0,2.0,150.0,13.0,24.0,0.0,0.0,0.0,209.0,10.0,12.0,45.5,43,1,70,6,28.0,1992.0,26.1,5.0,0.0,0.0,13.0,26.0,1.0,143.0,13.0,17.0,0.0,0.0,0.0,136.0,6.0,12.0,33.3,43,1,70,6,29.0,1992.0,27.1,4.0,0.0,0.0,15.0,13.0,2.0,147.0,9.0,29.0,0.0,0.0,0.0,162.0,8.0,13.0,38.1,,,,
43,Raúl Albiol,43,4,95,6,31.0,1985.0,30.5,7.0,0.0,0.0,28.0,18.0,2.0,3.0,32.0,19.0,0.0,0.0,0.0,216.0,92.0,51.0,64.3,43,4,95,6,32.0,1985.0,19.0,4.0,0.0,0.0,10.0,7.0,0.0,3.0,20.0,8.0,0.0,1.0,0.0,102.0,46.0,33.0,58.2,43,4,136,4,33.0,1985.0,36.0,9.0,0.0,0.0,30.0,25.0,2.0,3.0,42.0,23.0,0.0,2.0,0.0,155.0,74.0,55.0,57.4,43,4,136,4,34.0,1985.0,34.6,7.0,0.0,0.0,13.0,16.0,1.0,6.0,22.0,15.0,0.0,0.0,0.0,175.0,65.0,42.0,60.7,43,4,136,4,35.0,1985.0,27.4,8.0,0.0,0.0,18.0,12.0,2.0,3.0,21.0,15.0,0.0,0.0,0.0,137.0,41.0,27.0,60.3,43,4,136,4,36.0,1985.0,23.5,6.0,0.0,0.0,17.0,13.0,1.0,1.0,14.0,17.0,0.0,0.0,0.0,108.0,38.0,25.0,60.3,,,,
44,Miiko Albornoz,25,5,59,2,26.0,1990.0,7.8,1.0,0.0,0.0,9.0,14.0,0.0,23.0,5.0,20.0,0.0,0.0,0.0,31.0,10.0,17.0,37.0,25,5,59,2,27.0,1990.0,18.4,3.0,1.0,0.0,34.0,37.0,1.0,57.0,16.0,26.0,0.0,1.0,0.0,94.0,8.0,24.0,25.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
45,Marc Albrighton,42,3,74,3,27.0,1989.0,28.2,5.0,1.0,0.0,20.0,26.0,2.0,217.0,27.0,33.0,0.0,1.0,0.0,172.0,11.0,15.0,42.3,42,9,74,3,28.0,1989.0,18.1,3.0,0.0,0.0,10.0,20.0,2.0,125.0,23.0,22.0,0.0,0.0,0.0,141.0,15.0,18.0,45.5,42,2,74,3,29.0,1989.0,9.6,2.0,0.0,0.0,7.0,11.0,1.0,69.0,10.0,17.0,0.0,1.0,0.0,67.0,3.0,7.0,30.0,42,6,74,3,30.0,1989.0,19.4,2.0,0.0,0.0,9.0,19.0,4.0,118.0,17.0,19.0,0.0,0.0,0.0,138.0,10.0,36.0,21.7,42,10,74,3,31.0,1989.0,12.6,3.0,0.0,0.0,6.0,13.0,2.0,78.0,14.0,19.0,0.0,0.0,0.0,65.0,4.0,13.0,23.5,42,9,74,3,32.0,1989.0,2.6,0.0,0.0,0.0,2.0,2.0,1.0,28.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,1.0,50.0,9.0,2.0,1.0,
46,Paco Alcácer,43,3,14,4,23.0,1993.0,7.7,0.0,0.0,0.0,2.0,9.0,7.0,6.0,11.0,3.0,0.0,0.0,0.0,28.0,7.0,17.0,29.2,43,8,39,2,24.0,1993.0,13.5,0.0,0.0,0.0,5.0,7.0,9.0,3.0,6.0,1.0,0.0,0.0,0.0,26.0,12.0,33.0,26.7,43,8,136,4,25.0,1993.0,16.200000000000003,1.0,0.0,0.0,6.0,14.0,20.0,2.0,4.0,5.0,1.0,0.0,0.0,29.0,9.0,37.0,38.1,43,8,136,4,26.0,1993.0,17.2,0.0,0.0,0.0,7.0,8.0,17.0,3.0,9.0,3.0,0.0,0.0,0.0,31.0,13.0,44.0,22.8,43,8,136,4,27.0,1993.0,8.7,1.0,0.0,0.0,5.0,7.0,8.0,1.0,6.0,3.0,0.0,0.0,0.0,28.0,10.0,25.0,28.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,
47,Pedro Alcalá,43,4,54,4,28.0,1989.0,7.7,4.0,0.0,0.0,11.0,3.0,2.0,4.0,14.0,5.0,0.0,0.0,0.0,26.0,19.0,11.0,63.3,43,4,54,4,29.0,1989.0,20.8,9.0,0.0,0.0,21.0,13.0,2.0,3.0,36.0,23.0,0.0,0.0,0.0,106.0,84.0,46.0,64.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,4,37,4,31.0,1989.0,10.1,2.0,0.0,0.0,12.0,4.0,1.0,0.0,16.0,4.0,0.0,0.0,1.0,34.0,17.0,26.0,39.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
