Unnamed: 0,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,TA2017-2018,TR2017-2018,2a amarilla2017-2018,Fls2017-2018,FR2017-2018,PA2017-2018,Pcz2017-2018,Int2017-2018,TklG2017-2018,Penal ejecutado2017-2018,Penal concedido2017-2018,GC2017-2018,Recup.2017-2018,Ganados2017-2018,Perdidos2017-2018,% de ganados2017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,TA2018-2019,TR2018-2019,2a amarilla2018-2019,Fls2018-2019,FR2018-2019,PA2018-2019,Pcz2018-2019,Int2018-2019,TklG2018-2019,Penal ejecutado2018-2019,Penal concedido2018-2019,GC2018-2019,Recup.2018-2019,Ganados2018-2019,Perdidos2018-2019,% de ganados2018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,TA2019-2020,TR2019-2020,2a amarilla2019-2020,Fls2019-2020,FR2019-2020,PA2019-2020,Pcz2019-2020,Int2019-2020,TklG2019-2020,Penal ejecutado2019-2020,Penal concedido2019-2020,GC2019-2020,Recup.2019-2020,Ganados2019-2020,Perdidos2019-2020,% de ganados2019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,TA2020-2021,TR2020-2021,2a amarilla2020-2021,Fls2020-2021,FR2020-2021,PA2020-2021,Pcz2020-2021,Int2020-2021,TklG2020-2021,Penal ejecutado2020-2021,Penal concedido2020-2021,GC2020-2021,Recup.2020-2021,Ganados2020-2021,Perdidos2020-2021,% de ganados2020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,TA2021-2022,TR2021-2022,2a amarilla2021-2022,Fls2021-2022,FR2021-2022,PA2021-2022,Pcz2021-2022,Int2021-2022,TklG2021-2022,Penal ejecutado2021-2022,Penal concedido2021-2022,GC2021-2022,Recup.2021-2022,Ganados2021-2022,Perdidos2021-2022,% de ganados2021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,TA2022-2023,TR2022-2023,2a amarilla2022-2023,Fls2022-2023,FR2022-2023,PA2022-2023,Pcz2022-2023,Int2022-2023,TklG2022-2023,Penal ejecutado2022-2023,Penal concedido2022-2023,GC2022-2023,Recup.2022-2023,Ganados2022-2023,Perdidos2022-2023,% de ganados2022-2023,Position,Market Value,Transfer Type,Fee
1848,Adalberto Peñaranda,132,9,93,4,20.0,1997.0,8.9,3.0,0.0,0.0,28.0,27.0,3.0,5.0,0.0,6.0,0.0,0.0,0.0,41.0,17.0,46.0,27.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1849,Nicolas Pépé,24,9,78,5,22.0,1995.0,31.6,5.0,0.0,0.0,29.0,81.0,26.0,58.0,10.0,18.0,1.0,0.0,0.0,107.0,27.0,53.0,33.8,24,9,78,5,23.0,1995.0,36.9,1.0,0.0,0.0,24.0,108.0,11.0,74.0,13.0,10.0,5.0,0.0,0.0,137.0,42.0,37.0,53.2,24,8,7,3,24.0,1995.0,22.3,4.0,0.0,0.0,14.0,37.0,4.0,109.0,8.0,17.0,0.0,0.0,0.0,104.0,21.0,41.0,33.9,24,8,7,3,25.0,1995.0,18.0,1.0,1.0,0.0,11.0,26.0,4.0,57.0,12.0,15.0,0.0,0.0,0.0,80.0,36.0,30.0,54.5,24,9,7,3,26.0,1995.0,7.7,0.0,0.0,0.0,8.0,3.0,4.0,37.0,8.0,5.0,0.0,0.0,0.0,43.0,18.0,31.0,36.7,24,9,97,5,27.0,1995.0,16.6,2.0,0.0,0.0,13.0,33.0,6.0,42.0,3.0,13.0,2.0,0.0,0.0,76.0,8.0,13.0,38.1,10.0,25.0,1.0,
1850,Andreas Pereira,17,1,133,4,21.0,1996.0,12.0,5.0,0.0,0.0,20.0,21.0,1.0,65.0,11.0,15.0,0.0,0.0,0.0,59.0,13.0,12.0,52.0,17,1,86,3,22.0,1996.0,6.7,5.0,0.0,0.0,12.0,5.0,1.0,12.0,11.0,6.0,0.0,0.0,0.0,46.0,3.0,13.0,18.8,17,3,86,3,23.0,1996.0,16.5,3.0,0.0,0.0,27.0,16.0,3.0,65.0,7.0,13.0,0.0,0.0,0.0,85.0,10.0,33.0,23.3,17,9,70,6,24.0,1996.0,6.0,7.0,1.0,1.0,12.0,8.0,3.0,49.0,1.0,0.0,0.0,1.0,0.0,31.0,2.0,22.0,8.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,51,3,26.0,1996.0,29.9,8.0,0.0,0.0,41.0,31.0,2.0,196.0,6.0,9.0,0.0,1.0,0.0,117.0,9.0,28.0,24.3,0.0,7.5,2.0,9.5
1851,Pedro Pereira,108,4,52,6,19.0,1998.0,4.2,2.0,0.0,0.0,7.0,1.0,0.0,16.0,5.0,4.0,0.0,0.0,0.0,22.0,3.0,4.0,42.9,108,6,52,6,20.0,1998.0,15.4,1.0,0.0,0.0,17.0,10.0,0.0,57.0,14.0,14.0,0.0,0.0,0.0,63.0,19.0,19.0,50.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,4,35,6,22.0,1998.0,28.3,6.0,0.0,0.0,33.0,18.0,5.0,71.0,19.0,32.0,0.0,1.0,0.0,127.0,27.0,40.0,40.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.3,2.0,2.87
1852,Bruno Peres,17,4,112,6,27.0,1990.0,12.8,1.0,0.0,0.0,15.0,11.0,0.0,58.0,22.0,17.0,0.0,0.0,0.0,92.0,8.0,11.0,42.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,4,112,6,29.0,1990.0,11.7,3.0,0.0,0.0,13.0,15.0,1.0,46.0,15.0,10.0,1.0,0.0,0.0,76.0,1.0,10.0,9.1,17,4,112,6,30.0,1990.0,15.9,6.0,0.0,0.0,23.0,16.0,1.0,68.0,27.0,11.0,0.0,0.0,0.0,102.0,7.0,12.0,36.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1853,Roberto Pereyra,6,3,137,3,26.0,1991.0,18.0,3.0,0.0,0.0,18.0,27.0,2.0,49.0,9.0,8.0,2.0,0.0,0.0,101.0,3.0,17.0,15.0,6,1,137,3,27.0,1991.0,31.3,3.0,0.0,0.0,27.0,36.0,3.0,40.0,24.0,12.0,1.0,0.0,0.0,185.0,4.0,19.0,17.4,6,9,137,3,28.0,1991.0,18.3,4.0,0.0,0.0,21.0,33.0,5.0,32.0,14.0,8.0,1.0,0.0,0.0,98.0,5.0,21.0,19.2,6,3,131,6,29.0,1991.0,32.5,8.0,0.0,0.0,38.0,59.0,7.0,37.0,27.0,11.0,1.0,0.0,0.0,156.0,5.0,10.0,33.3,6,3,131,6,30.0,1991.0,19.9,10.0,1.0,1.0,33.0,34.0,1.0,23.0,12.0,12.0,0.0,0.0,0.0,116.0,1.0,12.0,7.7,6,5,131,6,31.0,1991.0,31.3,7.0,0.0,0.0,31.0,47.0,2.0,71.0,16.0,20.0,0.0,1.0,0.0,160.0,3.0,9.0,25.0,,,,
1854,Ayoze Pérez,43,3,96,3,24.0,1993.0,27.7,3.0,0.0,0.0,36.0,53.0,14.0,22.0,24.0,21.0,0.0,0.0,1.0,126.0,43.0,87.0,33.1,43,3,96,3,25.0,1993.0,32.4,2.0,0.0,0.0,46.0,42.0,9.0,22.0,42.0,22.0,0.0,0.0,0.0,169.0,26.0,78.0,25.0,43,3,74,3,26.0,1993.0,22.3,0.0,0.0,0.0,30.0,30.0,6.0,27.0,14.0,28.0,0.0,0.0,0.0,103.0,24.0,45.0,34.8,43,3,74,3,27.0,1993.0,14.8,2.0,0.0,0.0,31.0,23.0,7.0,21.0,10.0,15.0,0.0,0.0,0.0,56.0,12.0,34.0,26.1,43,3,74,3,28.0,1993.0,4.9,0.0,1.0,0.0,6.0,7.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,21.0,6.0,13.0,31.6,43,3,74,3,29.0,1993.0,19.6,3.0,0.0,0.0,39.0,41.0,2.0,24.0,15.0,23.0,2.0,0.0,0.0,102.0,10.0,28.0,58.3,7.0,6.0,1.0,
1855,Hernán Pérez,109,1,2,4,28.0,1989.0,5.800000000000001,3.0,0.0,0.0,13.0,7.0,3.0,25.0,4.0,11.0,0.0,0.0,0.0,46.0,9.0,13.0,90.4,109,9,46,4,29.0,1989.0,8.8,1.0,0.0,0.0,21.0,15.0,6.0,39.0,5.0,10.0,0.0,0.0,0.0,44.0,14.0,14.0,50.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1856,Lucas Pérez,43,8,68,4,28.0,1988.0,31.1,3.0,0.0,0.0,25.0,33.0,37.0,168.0,9.0,12.0,3.0,0.0,0.0,112.0,4.0,15.0,21.1,43,9,140,3,29.0,1988.0,5.3,0.0,0.0,0.0,5.0,3.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,22.0,3.0,14.0,17.6,43,8,2,4,30.0,1988.0,27.7,4.0,0.0,0.0,27.0,19.0,23.0,139.0,2.0,6.0,0.0,0.0,0.0,66.0,10.0,27.0,27.0,43,8,2,4,31.0,1988.0,19.5,1.0,0.0,0.0,11.0,29.0,15.0,143.0,2.0,2.0,1.0,0.0,0.0,75.0,2.0,11.0,15.4,43,8,43,4,32.0,1988.0,25.9,1.0,0.0,0.0,9.0,24.0,20.0,112.0,3.0,4.0,1.0,0.0,0.0,75.0,3.0,21.0,25.0,43,8,37,4,33.0,1988.0,7.0,3.0,0.0,0.0,5.0,4.0,6.0,40.0,1.0,2.0,0.0,0.0,0.0,21.0,2.0,8.0,20.0,3.0,2.0,2.0,1.0
1857,Rubén Pérez,43,1,73,4,28.0,1989.0,28.0,13.0,0.0,0.0,44.0,47.0,0.0,2.0,77.0,61.0,0.0,0.0,0.0,311.0,38.0,24.0,61.3,43,1,73,4,29.0,1989.0,27.5,7.0,1.0,0.0,33.0,40.0,0.0,4.0,40.0,42.0,0.0,0.0,0.0,225.0,48.0,39.0,55.2,43,1,73,4,30.0,1989.0,24.4,9.0,0.0,0.0,35.0,41.0,0.0,6.0,38.0,27.0,0.0,1.0,0.0,205.0,35.0,29.0,54.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1858,Stipe Perica,60,8,131,6,22.0,1995.0,10.5,6.0,0.0,0.0,24.0,25.0,5.0,4.0,3.0,5.0,0.0,0.0,0.0,18.0,25.0,52.0,32.5,60,8,50,6,23.0,1995.0,5.3,3.0,0.0,0.0,13.0,7.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,9.0,19.0,23.0,45.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1859,Mattia Perin,69,12,52,6,24.0,1992.0,37.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,8.0,0.0,100.0,69,12,66,6,25.0,1992.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,100.0,69,12,52,6,26.0,1992.0,21.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,29.0,2.0,0.0,100.0,69,12,52,6,27.0,1992.0,32.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,38.0,9.0,1.0,90.0,69,12,66,6,28.0,1992.0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,69,12,66,6,29.0,1992.0,10.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,100.0,,,,
1860,Ivan Perišić,60,8,65,6,28.0,1989.0,36.8,4.0,0.0,0.0,27.0,20.0,26.0,200.0,45.0,31.0,0.0,0.0,1.0,137.0,66.0,62.0,51.6,60,8,65,6,29.0,1989.0,30.0,5.0,0.0,0.0,28.0,11.0,9.0,205.0,23.0,26.0,0.0,0.0,1.0,102.0,59.0,65.0,47.6,60,9,15,2,30.0,1989.0,13.4,1.0,0.0,0.0,18.0,6.0,8.0,76.0,4.0,12.0,0.0,1.0,0.0,51.0,20.0,8.0,71.4,60,6,65,6,31.0,1989.0,19.9,3.0,0.0,0.0,13.0,2.0,8.0,90.0,19.0,13.0,0.0,1.0,0.0,85.0,32.0,24.0,57.1,60,4,65,6,32.0,1989.0,31.3,4.0,0.0,0.0,29.0,6.0,13.0,150.0,47.0,22.0,0.0,0.0,0.0,167.0,55.0,32.0,63.2,60,5,128,3,33.0,1989.0,23.4,6.0,0.0,0.0,30.0,8.0,6.0,196.0,22.0,24.0,0.0,0.0,0.0,117.0,33.0,32.0,50.8,,,,
1861,Diego Perotti,6,9,112,6,29.0,1988.0,17.9,0.0,0.0,0.0,11.0,32.0,4.0,123.0,11.0,17.0,1.0,0.0,0.0,87.0,9.0,17.0,34.6,6,9,112,6,30.0,1988.0,7.4,3.0,0.0,0.0,5.0,15.0,1.0,44.0,4.0,12.0,0.0,0.0,0.0,34.0,4.0,4.0,50.0,6,9,112,6,31.0,1988.0,9.7,3.0,1.0,0.0,8.0,24.0,0.0,41.0,3.0,13.0,0.0,0.0,0.0,45.0,1.0,9.0,10.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,115,6,33.0,1988.0,3.2,1.0,0.0,0.0,5.0,10.0,0.0,22.0,2.0,5.0,0.0,0.0,0.0,17.0,4.0,6.0,40.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1862,Romain Perraud,46,8,97,5,19.0,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,4,24,5,21.0,1997.0,18.6,1.0,0.0,0.0,22.0,30.0,1.0,59.0,27.0,14.0,0.0,0.0,0.0,98.0,12.0,30.0,28.6,46,4,24,5,22.0,1997.0,34.9,4.0,0.0,0.0,47.0,53.0,2.0,131.0,45.0,34.0,0.0,1.0,0.0,203.0,24.0,42.0,36.4,46,4,121,3,23.0,1997.0,18.0,3.0,0.0,0.0,31.0,16.0,0.0,69.0,17.0,22.0,0.0,0.0,0.0,77.0,16.0,24.0,40.0,46,4,121,3,24.0,1997.0,20.4,4.0,0.0,0.0,31.0,15.0,3.0,77.0,20.0,33.0,0.0,0.0,1.0,97.0,14.0,23.0,37.8,,,,
1863,Loïc Perrin,46,4,114,5,31.0,1985.0,27.4,3.0,0.0,0.0,16.0,28.0,0.0,2.0,36.0,26.0,0.0,0.0,0.0,161.0,76.0,35.0,68.5,46,4,114,5,32.0,1985.0,30.0,2.0,0.0,0.0,26.0,20.0,0.0,5.0,44.0,36.0,0.0,3.0,0.0,139.0,91.0,47.0,65.9,46,4,114,5,33.0,1985.0,19.0,5.0,0.0,0.0,23.0,11.0,1.0,1.0,39.0,20.0,0.0,0.0,0.0,126.0,59.0,48.0,55.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1864,Andrea Petagna,69,8,9,6,22.0,1995.0,18.0,6.0,0.0,0.0,25.0,37.0,8.0,20.0,4.0,3.0,1.0,1.0,0.0,61.0,25.0,25.0,50.0,69,8,113,6,23.0,1995.0,33.7,8.0,0.0,0.0,44.0,46.0,6.0,33.0,4.0,6.0,1.0,0.0,0.0,78.0,37.0,64.0,36.6,69,8,113,6,24.0,1995.0,33.7,5.0,0.0,0.0,54.0,71.0,14.0,33.0,1.0,4.0,0.0,0.0,0.0,83.0,74.0,85.0,46.5,69,8,95,6,25.0,1995.0,10.7,0.0,0.0,0.0,19.0,17.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,27.0,28.0,49.1,69,8,95,6,26.0,1995.0,6.5,1.0,0.0,0.0,15.0,14.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,15.0,17.0,20.0,45.9,69,8,92,6,27.0,1995.0,18.5,2.0,0.0,0.0,29.0,30.0,10.0,3.0,3.0,5.0,1.0,1.0,0.0,46.0,39.0,36.0,52.0,3.0,12.0,1.0,
1865,Nils Petersen,35,8,49,2,28.0,1988.0,24.9,4.0,1.0,1.0,16.0,19.0,9.0,18.0,17.0,18.0,4.0,0.0,0.0,54.0,89.0,156.0,36.3,35,8,49,2,29.0,1988.0,21.4,0.0,0.0,0.0,24.0,19.0,2.0,8.0,13.0,21.0,0.0,0.0,0.0,54.0,88.0,169.0,34.2,35,9,49,2,30.0,1988.0,27.1,1.0,0.0,0.0,10.0,17.0,12.0,12.0,10.0,14.0,0.0,0.0,0.0,76.0,86.0,143.0,37.6,35,8,49,2,31.0,1988.0,14.5,0.0,0.0,0.0,12.0,4.0,7.0,4.0,9.0,7.0,0.0,0.0,0.0,29.0,31.0,108.0,22.3,35,8,49,2,32.0,1988.0,6.4,0.0,0.0,0.0,2.0,3.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,17.0,23.0,56.0,29.1,35,8,49,2,33.0,1988.0,3.1,1.0,0.0,0.0,5.0,2.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,8.0,14.0,23.0,37.8,,,,
1866,Bruno Petković,60,8,60,6,22.0,1994.0,13.9,4.0,0.0,0.0,23.0,37.0,5.0,9.0,11.0,18.0,0.0,0.0,0.0,58.0,48.0,60.0,83.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1867,Germán Pezzella,6,4,48,6,26.0,1991.0,33.1,12.0,0.0,0.0,56.0,21.0,1.0,2.0,63.0,47.0,1.0,1.0,0.0,184.0,95.0,48.0,66.4,6,4,48,6,27.0,1991.0,31.7,5.0,0.0,0.0,32.0,27.0,0.0,1.0,60.0,36.0,0.0,0.0,1.0,177.0,120.0,54.0,69.0,6,4,48,6,28.0,1991.0,31.4,12.0,0.0,0.0,37.0,22.0,1.0,2.0,55.0,18.0,1.0,3.0,0.0,154.0,82.0,48.0,63.1,6,4,48,6,29.0,1991.0,30.5,5.0,0.0,0.0,33.0,17.0,4.0,2.0,36.0,20.0,0.0,2.0,0.0,130.0,66.0,45.0,59.5,6,4,17,4,30.0,1991.0,22.1,5.0,1.0,0.0,26.0,6.0,2.0,1.0,39.0,9.0,0.0,0.0,1.0,82.0,58.0,30.0,65.9,6,4,17,4,31.0,1991.0,27.9,4.0,3.0,0.0,27.0,17.0,1.0,2.0,50.0,28.0,0.0,0.0,0.0,108.0,73.0,31.0,70.2,,,,
1868,Giuseppe Pezzella,69,6,131,6,19.0,1997.0,10.0,3.0,1.0,0.0,14.0,9.0,1.0,44.0,6.0,11.0,0.0,2.0,0.0,40.0,7.0,10.0,41.2,69,4,131,6,20.0,1997.0,3.2,1.0,1.0,0.0,7.0,3.0,1.0,8.0,2.0,5.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,69,4,131,6,21.0,1997.0,11.4,2.0,0.0,0.0,17.0,15.0,0.0,40.0,7.0,12.0,0.0,0.0,0.0,47.0,10.0,11.0,145.0,69,4,105,6,22.0,1997.0,20.3,7.0,0.0,0.0,24.0,25.0,0.0,92.0,12.0,19.0,0.0,0.0,0.0,121.0,20.0,10.0,66.7,69,5,9,6,23.0,1997.0,11.9,3.0,0.0,0.0,19.0,30.0,2.0,37.0,9.0,13.0,0.0,0.0,0.0,82.0,14.0,14.0,50.0,69,4,71,6,24.0,1997.0,10.2,2.0,0.0,0.0,16.0,11.0,1.0,34.0,8.0,9.0,0.0,0.0,0.0,49.0,11.0,8.0,57.9,8.0,5.0,1.0,
1869,Maximilian Philipp,35,8,39,2,23.0,1994.0,13.4,0.0,0.0,0.0,17.0,24.0,11.0,12.0,6.0,19.0,0.0,0.0,0.0,29.0,23.0,23.0,50.0,35,9,39,2,24.0,1994.0,8.4,0.0,0.0,0.0,11.0,16.0,6.0,2.0,3.0,5.0,0.0,0.0,0.0,11.0,14.0,23.0,37.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1,141,2,26.0,1994.0,12.3,3.0,0.0,0.0,16.0,12.0,5.0,17.0,6.0,6.0,0.0,0.0,0.0,37.0,10.0,15.0,40.0,35,1,141,2,27.0,1994.0,10.7,2.0,0.0,0.0,9.0,17.0,2.0,35.0,4.0,11.0,0.0,0.0,0.0,47.0,9.0,23.0,28.1,35,8,141,2,28.0,1994.0,6.2,1.0,0.0,0.0,7.0,19.0,4.0,7.0,3.0,6.0,0.0,0.0,0.0,19.0,8.0,25.0,56.6,,,,
1870,Chris Philipps,82,2,88,5,23.0,1994.0,9.4,4.0,0.0,0.0,17.0,5.0,0.0,4.0,30.0,12.0,0.0,1.0,0.0,76.0,7.0,12.0,36.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
