Fee,Market Value,npxG+xAG2020-2021,npxG2020-2021,PrgP2020-2021,G+A2020-2021,npxG+xAG2021-2022,Ass2020-2021,G-TP2020-2021,xAG2021-2022,xG2020-2021,PrgP2021-2022,PrgC2020-2021,G+A2021-2022,xG2021-2022,Gls.2020-2021,Titular2020-2021,PrgC2021-2022,npxG2021-2022,Mín2020-2021,90 s2020-2021,PrgR2021-2022,Gls.2021-2022,xAG2020-2021,G-TP2021-2022,TA2020-2021,Titular2021-2022,Mín2021-2022,90 s2021-2022,PrgR2020-2021,Ass2021-2022,TP2021-2022,npxG2019-2020,npxG+xAG2019-2020,TPint2021-2022,G-TP2019-2020,PJ2020-2021,G+A-TP2020-2021,G-TP.12020-2021,PrgP2019-2020,PrgC2019-2020,TA2021-2022,G+A.12020-2021,xG2019-2020,Gls..12020-2021,PJ2021-2022,Gls.2019-2020,PrgR2019-2020,G+A2019-2020,npxG.12020-2021,xG.12020-2021,Jugador
,8.0,5.6,4.1,28.0,6.0,1.9,2.0,4.0,0.6,4.1,15.0,22.0,2.0,1.4,4.0,9.0,3.0,1.4,845.0,9.4,28.0,2.0,1.5,2.0,2.0,4.0,474.0,5.3,66.0,0.0,0.0,3.0,4.8,0.0,5.0,24.0,0.64,0.43,36.0,37.0,3.0,0.64,3.0,0.43,16.0,5.0,102.0,7.0,0.44,0.44,Munir El Haddadi
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oussama Haddadi
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Florent Hadergjonaj
,,7.1,5.0,29.0,11.0,5.0,3.0,8.0,2.1,5.0,31.0,22.0,7.0,2.9,8.0,24.0,25.0,2.9,2037.0,22.6,95.0,5.0,2.1,5.0,4.0,25.0,2101.0,23.3,82.0,2.0,0.0,1.9,2.5,0.0,1.0,29.0,0.49,0.35,9.0,15.0,5.0,0.49,2.6,0.35,32.0,1.0,34.0,1.0,0.22,0.22,André Hahn
,,3.9,2.1,107.0,3.0,0.8,1.0,2.0,0.1,2.1,40.0,56.0,2.0,0.7,2.0,24.0,22.0,0.7,2132.0,23.7,45.0,1.0,1.8,1.0,6.0,12.0,1076.0,12.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.13,0.08,0.0,0.0,5.0,0.13,0.0,0.08,20.0,0.0,0.0,0.0,0.09,0.09,Massadio Haïdara
,,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.8,0.0,22.0,0.0,2.0,0.7,0.0,0.0,16.0,0.7,0.0,0.0,15.0,1.0,0.0,1.0,0.0,12.0,1072.0,11.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,Oualid El Hajjam
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Izet Hajrović
,,10.9,4.7,98.0,15.0,6.6,8.0,7.0,4.1,4.7,99.0,113.0,10.0,2.5,7.0,29.0,71.0,2.5,2665.0,29.6,294.0,4.0,6.2,4.0,6.0,28.0,2479.0,27.5,309.0,6.0,0.0,4.9,10.2,0.0,5.0,37.0,0.51,0.24,168.0,159.0,3.0,0.51,4.9,0.24,32.0,5.0,323.0,15.0,0.16,0.16,Achraf Hakimi
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alen Halilović
31.0,35.0,4.3,2.9,19.0,3.0,0.0,0.0,3.0,0.0,2.9,0.0,4.0,0.0,0.0,3.0,10.0,0.0,0.0,937.0,10.4,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,8.0,10.5,0.0,7.0,16.0,0.29,0.29,59.0,17.0,0.0,0.29,8.0,0.29,0.0,7.0,140.0,8.0,0.28,0.28,Sébastien Haller
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Emil Hallfreðsson
,,2.9,1.1,143.0,4.0,0.7,2.0,1.0,0.4,1.9,24.0,44.0,1.0,0.3,2.0,19.0,5.0,0.3,1651.0,18.3,8.0,1.0,1.7,1.0,2.0,5.0,507.0,5.6,59.0,0.0,0.0,2.1,6.1,0.0,3.0,24.0,0.16,0.05,155.0,65.0,0.0,0.22,2.1,0.11,8.0,3.0,91.0,6.0,0.06,0.11,Marcel Halstenberg
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ben Hamer
,,8.1,4.7,59.0,7.0,4.3,1.0,6.0,1.4,4.8,23.0,62.0,3.0,2.9,6.0,19.0,27.0,2.9,1769.0,19.7,100.0,2.0,3.5,2.0,5.0,7.0,886.0,9.8,165.0,1.0,0.0,4.1,5.6,0.0,6.0,29.0,0.36,0.31,35.0,15.0,2.0,0.36,4.1,0.31,22.0,6.0,76.0,7.0,0.24,0.24,Romain Hamouma
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marek Hamšík
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,3240.0,36.0,0.0,0.0,0.0,0.0,1.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,Samir Handanović
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tim Handwerker
1.0,2.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,1.6,0.0,67.0,0.0,8.0,2.1,0.0,0.0,40.0,2.1,0.0,0.0,45.0,2.0,0.0,2.0,0.0,23.0,1755.0,19.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,Genki Haraguchi
,10.0,6.7,1.5,93.0,7.0,5.3,5.0,2.0,2.8,1.5,65.0,83.0,8.0,2.5,2.0,25.0,50.0,2.5,2101.0,23.3,118.0,4.0,5.1,4.0,4.0,12.0,1165.0,12.9,152.0,4.0,0.0,2.5,6.3,0.0,5.0,28.0,0.3,0.09,134.0,94.0,1.0,0.3,3.3,0.09,23.0,6.0,149.0,10.0,0.07,0.07,Amine Harit
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Martin Harnik
,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,Rekeem Harper
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Hart
,,0.4,0.1,167.0,0.0,0.4,0.0,0.0,0.4,0.1,63.0,28.0,0.0,0.0,0.0,26.0,10.0,0.0,2288.0,25.4,2.0,0.0,0.3,0.0,5.0,12.0,1187.0,13.2,13.0,0.0,0.0,0.0,0.4,0.0,0.0,29.0,0.0,0.0,132.0,47.0,1.0,0.0,0.0,0.0,18.0,0.0,6.0,0.0,0.0,0.0,Makoto Hasebe
,,5.0,3.2,78.0,3.0,2.3,1.0,2.0,0.8,3.2,73.0,41.0,0.0,1.4,2.0,20.0,37.0,1.4,1762.0,19.6,121.0,0.0,1.8,0.0,3.0,16.0,1386.0,15.4,159.0,0.0,0.0,2.3,6.8,0.0,0.0,22.0,0.15,0.1,70.0,81.0,2.0,0.15,2.3,0.1,21.0,0.0,216.0,4.0,0.16,0.16,Hans Hateboer
,,6.8,5.5,74.0,7.0,10.9,3.0,4.0,2.2,5.5,62.0,47.0,11.0,8.7,4.0,18.0,64.0,8.7,1520.0,16.9,203.0,8.0,1.3,8.0,2.0,22.0,1809.0,20.1,133.0,3.0,0.0,8.4,16.1,0.0,11.0,27.0,0.41,0.24,139.0,119.0,3.0,0.41,9.1,0.24,29.0,12.0,250.0,18.0,0.33,0.33,Kai Havertz
,8.0,1.0,0.7,47.0,0.0,0.5,0.0,0.0,0.0,0.7,15.0,7.0,1.0,0.4,0.0,22.0,3.0,0.4,1942.0,21.6,10.0,1.0,0.3,1.0,8.0,12.0,1002.0,11.1,20.0,0.0,0.0,1.2,3.5,0.0,1.0,24.0,0.0,0.0,52.0,24.0,5.0,0.0,1.2,0.0,14.0,1.0,30.0,3.0,0.03,0.03,Isaac Hayden
,,2.0,1.2,20.0,5.0,3.0,2.0,3.0,2.0,1.2,34.0,25.0,1.0,1.0,3.0,7.0,41.0,1.0,532.0,5.9,99.0,0.0,0.8,0.0,0.0,7.0,717.0,8.0,71.0,1.0,0.0,2.1,5.0,0.0,1.0,14.0,0.85,0.51,59.0,86.0,3.0,0.85,2.1,0.51,18.0,1.0,162.0,4.0,0.21,0.21,Eden Hazard
,9.0,4.3,0.8,31.0,4.0,4.6,3.0,1.0,2.0,0.8,44.0,20.0,5.0,2.6,1.0,8.0,37.0,2.6,654.0,7.3,131.0,4.0,3.5,4.0,0.0,14.0,1337.0,14.9,56.0,1.0,0.0,5.4,13.4,0.0,7.0,16.0,0.55,0.14,95.0,100.0,2.0,0.55,5.4,0.14,23.0,7.0,281.0,20.0,0.11,0.11,Thorgan Hazard
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tom Heaton
,,4.7,3.1,60.0,4.0,5.5,1.0,3.0,4.3,3.1,134.0,8.0,6.0,1.1,3.0,15.0,64.0,1.1,1290.0,14.3,126.0,0.0,1.6,0.0,2.0,30.0,2553.0,28.4,57.0,6.0,0.0,1.8,5.3,0.0,4.0,19.0,0.28,0.21,128.0,25.0,3.0,0.28,1.9,0.21,30.0,4.0,63.0,6.0,0.22,0.22,Jonas Hector
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael Hefele
,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ahmed Hegazi
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gauthier Hein
,2.5,0.5,0.2,78.0,0.0,0.2,0.0,0.0,0.0,0.2,24.0,11.0,0.0,0.2,0.0,14.0,5.0,0.2,1369.0,15.2,4.0,0.0,0.3,0.0,3.0,7.0,496.0,5.5,4.0,0.0,0.0,0.2,0.5,0.0,0.0,21.0,0.0,0.0,100.0,27.0,0.0,0.0,0.2,0.0,8.0,0.0,6.0,1.0,0.01,0.01,Dominique Heintz
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Filip Helander
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marcel Heller
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomer Hemed
,,2.8,1.3,169.0,2.0,5.0,1.0,1.0,3.5,1.3,245.0,46.0,7.0,1.5,1.0,20.0,54.0,1.5,1704.0,18.9,116.0,2.0,1.5,2.0,0.0,29.0,2597.0,28.9,21.0,5.0,0.0,1.1,4.2,0.0,4.0,21.0,0.11,0.05,197.0,51.0,3.0,0.11,1.1,0.05,35.0,4.0,77.0,9.0,0.07,0.07,Jordan Henderson
,5.0,2.2,1.1,37.0,3.0,0.1,1.0,2.0,0.0,1.1,0.0,7.0,1.0,0.1,2.0,17.0,1.0,0.1,1422.0,15.8,1.0,1.0,1.1,1.0,3.0,0.0,72.0,0.8,24.0,0.0,0.0,1.7,3.3,0.0,2.0,22.0,0.19,0.13,40.0,24.0,0.0,0.19,1.7,0.13,3.0,2.0,61.0,4.0,0.07,0.07,Jeff Hendrick
,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Wayne Hennessey
,,0.8,0.2,33.0,1.0,3.8,1.0,0.0,2.5,0.2,60.0,12.0,6.0,1.3,0.0,5.0,24.0,1.3,540.0,6.0,87.0,3.0,0.6,3.0,3.0,12.0,1143.0,12.7,32.0,3.0,0.0,0.7,1.4,0.0,0.0,13.0,0.17,0.0,54.0,22.0,3.0,0.17,0.7,0.0,22.0,0.0,49.0,0.0,0.03,0.03,Benjamin Henrichs
,,0.5,0.1,15.0,1.0,3.5,1.0,0.0,2.0,0.1,53.0,11.0,2.0,1.5,0.0,3.0,33.0,1.5,373.0,4.1,96.0,0.0,0.4,0.0,3.0,27.0,2081.0,23.1,19.0,2.0,0.0,0.8,4.2,0.0,0.0,13.0,0.24,0.0,104.0,63.0,9.0,0.24,0.8,0.0,28.0,0.0,159.0,5.0,0.02,0.02,Dalbert Henrique
,,1.0,0.9,59.0,0.0,0.6,0.0,0.0,0.1,0.9,59.0,9.0,0.0,0.5,0.0,15.0,9.0,0.5,1377.0,15.3,2.0,0.0,0.1,0.0,4.0,23.0,1932.0,21.5,3.0,0.0,0.0,1.2,1.6,0.0,3.0,16.0,0.0,0.0,77.0,11.0,6.0,0.0,1.2,0.0,23.0,3.0,11.0,3.0,0.06,0.06,Christophe Hérelle
,,1.6,1.1,172.0,2.0,2.9,1.0,1.0,0.8,1.1,123.0,30.0,3.0,2.2,1.0,30.0,38.0,2.2,2578.0,28.6,21.0,2.0,0.6,2.0,6.0,21.0,1865.0,20.7,23.0,1.0,0.0,0.3,0.4,0.0,0.0,31.0,0.07,0.03,42.0,6.0,6.0,0.07,0.3,0.03,26.0,0.0,2.0,0.0,0.04,0.04,Mario Hermoso
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hernán
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Héctor Hernández
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.2,0.0,2.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,4.0,0.0,0.0,2.0,33.0,2.0,0.0,0.0,Javier Hernández
,,2.5,0.7,86.0,2.0,0.9,2.0,0.0,0.4,0.7,193.0,42.0,1.0,0.4,0.0,18.0,47.0,0.4,1597.0,17.7,32.0,0.0,1.8,0.0,4.0,25.0,2030.0,22.6,81.0,1.0,0.0,0.4,1.5,0.0,0.0,23.0,0.11,0.0,44.0,17.0,7.0,0.11,0.4,0.0,25.0,0.0,26.0,1.0,0.04,0.04,Lucas Hernández
,,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.2,0.0,58.0,0.0,0.0,0.5,0.0,0.0,7.0,0.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,1366.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,Luis Hernández
,,1.8,1.1,70.0,2.0,0.0,2.0,0.0,0.0,1.1,0.0,33.0,0.0,0.0,0.0,3.0,0.0,0.0,427.0,4.7,0.0,0.0,0.7,0.0,1.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.42,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,Pablo Hernández
,,9.2,4.3,133.0,12.0,8.6,5.0,7.0,5.8,4.3,116.0,146.0,10.0,3.7,7.0,33.0,120.0,2.8,2933.0,32.6,140.0,5.0,4.9,4.0,9.0,30.0,2711.0,30.1,189.0,5.0,1.0,5.8,10.3,2.0,6.0,33.0,0.37,0.21,144.0,125.0,7.0,0.37,5.8,0.21,32.0,6.0,195.0,9.0,0.13,0.13,Theo Hernández
,3.0,5.3,2.6,116.0,10.0,0.9,3.0,6.0,0.2,3.4,17.0,51.0,0.0,0.6,7.0,27.0,7.0,0.6,2189.0,24.3,20.0,0.0,2.7,0.0,11.0,7.0,682.0,7.6,85.0,0.0,0.0,1.3,3.7,0.0,0.0,33.0,0.37,0.25,104.0,40.0,0.0,0.41,1.3,0.29,18.0,0.0,62.0,4.0,0.11,0.14,Hernani
,10.0,4.6,1.4,171.0,4.0,2.2,3.0,1.0,1.4,1.4,97.0,27.0,5.0,0.8,1.0,18.0,11.0,0.8,1851.0,20.6,25.0,3.0,3.1,3.0,6.0,12.0,1091.0,12.1,57.0,2.0,0.0,0.3,1.3,0.0,1.0,31.0,0.19,0.05,44.0,7.0,2.0,0.19,0.3,0.05,19.0,1.0,38.0,2.0,0.07,0.07,Ander Herrera
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Borja Herrera
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Iago Herrerín
,,4.9,2.3,24.0,3.0,2.3,3.0,0.0,1.3,2.3,19.0,23.0,4.0,1.1,0.0,9.0,19.0,1.1,876.0,9.7,88.0,0.0,2.5,0.0,3.0,5.0,754.0,8.4,80.0,4.0,0.0,6.9,11.7,0.0,6.0,27.0,0.31,0.0,35.0,38.0,1.0,0.31,6.9,0.0,23.0,6.0,148.0,12.0,0.24,0.24,Patrick Herrmann
,,2.0,0.6,88.0,2.0,0.0,2.0,0.0,0.0,0.6,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,2212.0,24.6,0.0,0.0,1.4,0.0,5.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,Përparim Hetemaj
,,17.4,8.9,87.0,27.0,23.4,10.0,16.0,7.5,9.7,90.0,88.0,30.0,15.9,17.0,36.0,116.0,15.9,3114.0,34.6,242.0,23.0,8.4,23.0,0.0,35.0,3006.0,33.4,266.0,7.0,0.0,8.0,14.4,0.0,11.0,37.0,0.75,0.46,71.0,90.0,2.0,0.78,8.9,0.49,35.0,11.0,215.0,21.0,0.26,0.28,Son Heung-min
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thomas Heurtaux
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,14.0,0.0,8.0,0.0,0.0,0.0,55.0,45.0,0.0,0.0,9.7,0.0,0.0,8.0,152.0,12.0,0.0,0.0,Gonzalo Higuaín
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oscar Hiljemark
,,1.5,1.2,59.0,1.0,0.0,1.0,0.0,0.0,1.2,0.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,2117.0,23.5,0.0,0.0,0.3,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.5,2.7,0.0,0.0,29.0,0.04,0.0,110.0,28.0,0.0,0.04,1.5,0.0,0.0,0.0,6.0,2.0,0.05,0.05,Vitorino Hilton
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kaylen Hinds
,,3.5,2.4,152.0,3.0,1.9,1.0,2.0,0.7,2.4,78.0,23.0,1.0,1.2,2.0,29.0,5.0,1.2,2527.0,28.1,4.0,1.0,1.2,1.0,4.0,25.0,2222.0,24.7,18.0,0.0,0.0,3.8,4.8,0.0,8.0,29.0,0.11,0.07,118.0,35.0,6.0,0.11,3.8,0.07,27.0,8.0,35.0,9.0,0.08,0.08,Martin Hinteregger
