Fee,Market Value,npxG+xAG2020-2021,npxG2020-2021,PrgP2020-2021,G+A2020-2021,npxG+xAG2021-2022,Ass2020-2021,G-TP2020-2021,xAG2021-2022,xG2020-2021,PrgP2021-2022,PrgC2020-2021,G+A2021-2022,xG2021-2022,Gls.2020-2021,Titular2020-2021,PrgC2021-2022,npxG2021-2022,Mín2020-2021,90 s2020-2021,PrgR2021-2022,Gls.2021-2022,xAG2020-2021,G-TP2021-2022,TA2020-2021,Titular2021-2022,Mín2021-2022,90 s2021-2022,PrgR2020-2021,Ass2021-2022,TP2021-2022,npxG2019-2020,npxG+xAG2019-2020,TPint2021-2022,G-TP2019-2020,PJ2020-2021,G+A-TP2020-2021,G-TP.12020-2021,PrgP2019-2020,PrgC2019-2020,TA2021-2022,G+A.12020-2021,xG2019-2020,Gls..12020-2021,PJ2021-2022,Gls.2019-2020,PrgR2019-2020,G+A2019-2020,npxG.12020-2021,xG.12020-2021,Jugador
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexandre Olliero
3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,630.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Robin Olsen
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,0.0,1.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.3,0.0,0.0,1.0,2.0,1.0,0.0,0.0,Kenneth Omeruo
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,0.0,0.1,0.0,0.0,0.0,7.0,0.0,0.0,0.0,Nicholas Opoku
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Otto
,,8.9,3.9,77.0,8.0,6.8,4.0,4.0,3.8,3.9,53.0,77.0,9.0,3.0,4.0,27.0,31.0,3.0,2420.0,26.9,96.0,4.0,5.0,4.0,2.0,20.0,1737.0,19.3,210.0,5.0,0.0,4.9,9.1,0.0,4.0,38.0,0.3,0.15,61.0,31.0,6.0,0.3,4.9,0.15,33.0,4.0,152.0,7.0,0.15,0.15,Remi Oudin
,3.0,2.7,1.6,11.0,2.0,2.1,1.0,1.0,0.2,1.6,18.0,12.0,3.0,3.5,1.0,9.0,7.0,1.9,749.0,8.3,43.0,3.0,1.1,2.0,2.0,4.0,516.0,5.7,44.0,0.0,1.0,7.4,11.0,2.0,6.0,15.0,0.24,0.12,38.0,26.0,3.0,0.24,8.1,0.12,18.0,7.0,98.0,10.0,0.19,0.19,Gonçalo Paciência
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luca Paganini
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0,14.0,28.0,0.0,0.0,0.3,0.0,0.0,0.0,63.0,0.0,0.0,0.0,Marko Pajač
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Federico Palacios Martínez
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,26.0,13.0,0.0,0.0,0.1,0.0,0.0,0.0,21.0,0.0,0.0,0.0,Sergi Palencia
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mickaël Panos
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Elhadji Pape Diaw
42.95,35.0,12.1,7.0,190.0,14.0,13.5,5.0,9.0,4.5,7.0,168.0,40.0,15.0,9.8,9.0,27.0,59.0,9.0,2275.0,25.3,219.0,9.0,5.1,8.0,6.0,32.0,2699.0,30.0,99.0,6.0,1.0,2.1,3.8,1.0,0.0,30.0,0.55,0.36,76.0,28.0,3.0,0.55,2.1,0.36,35.0,0.0,74.0,1.0,0.28,0.28,Lucas Paquetá
,,0.4,0.1,49.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,22.0,0.0,0.0,0.0,11.0,0.0,0.0,1046.0,11.6,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.2,0.7,0.0,0.0,16.0,0.0,0.0,71.0,20.0,0.0,0.0,0.2,0.0,0.0,0.0,40.0,0.0,0.01,0.01,Gaëtan Paquiez
,17.0,2.5,1.1,144.0,3.0,0.8,2.0,1.0,0.4,1.1,55.0,22.0,3.0,0.4,1.0,16.0,6.0,0.4,1302.0,14.5,3.0,1.0,1.4,1.0,7.0,10.0,838.0,9.3,8.0,2.0,0.0,0.6,0.9,0.0,0.0,21.0,0.21,0.07,106.0,10.0,3.0,0.21,0.6,0.07,15.0,0.0,8.0,0.0,0.08,0.08,Leandro Paredes
,,6.8,4.3,86.0,8.0,14.4,2.0,6.0,5.7,4.3,105.0,32.0,19.0,8.7,6.0,10.0,38.0,8.7,1122.0,12.5,142.0,13.0,2.5,13.0,2.0,24.0,2002.0,22.2,91.0,6.0,0.0,9.5,13.3,0.0,9.0,25.0,0.64,0.48,176.0,50.0,3.0,0.64,9.5,0.48,37.0,9.0,88.0,14.0,0.35,0.35,Mario Pašalić
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manuel Pasqual
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Callum Paterson
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,3329.0,37.0,0.0,0.0,0.0,0.0,1.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,38.0,0.0,1.0,0.0,0.0,0.0,Rui Patrício
,,0.4,0.4,17.0,1.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,363.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,6.0,0.25,0.25,27.0,6.0,0.0,0.25,0.4,0.25,0.0,0.0,1.0,1.0,0.09,0.09,Nehuén Paz
,,0.0,0.0,0.0,0.0,2.3,0.0,0.0,1.2,0.0,69.0,0.0,2.0,1.0,0.0,0.0,90.0,1.0,0.0,0.0,140.0,1.0,0.0,1.0,0.0,31.0,2720.0,30.2,0.0,1.0,0.0,1.2,1.4,0.0,1.0,0.0,0.0,0.0,25.0,32.0,8.0,0.0,1.2,0.0,31.0,1.0,53.0,1.0,0.0,0.0,Adrià Pedrosa
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.1,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.8,0.0,0.0,0.0,21.0,1.0,0.0,0.0,Jordan Pefok
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pelé
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maxime Pélican
,9.0,1.7,0.1,13.0,1.0,2.0,1.0,0.0,1.7,0.1,35.0,23.0,1.0,0.3,0.0,7.0,21.0,0.3,639.0,7.1,41.0,0.0,1.6,0.0,2.0,15.0,1107.0,12.3,47.0,1.0,0.0,0.8,3.2,0.0,0.0,11.0,0.14,0.0,62.0,63.0,6.0,0.14,0.8,0.0,18.0,0.0,99.0,5.0,0.02,0.02,Luca Pellegrini
,4.0,0.2,0.1,60.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,22.0,0.0,0.0,0.0,12.0,0.0,0.0,1207.0,13.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,Andy Pelmard
,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,229.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lee Peltier
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pepín
,10.0,10.5,4.2,115.0,17.0,0.0,6.0,7.0,0.0,7.3,0.0,79.0,0.0,0.0,11.0,30.0,0.0,0.0,2577.0,28.6,0.0,0.0,6.3,0.0,2.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.45,0.24,0.0,0.0,0.0,0.59,0.0,0.38,0.0,0.0,0.0,0.0,0.15,0.26,Matheus Pereira
,,1.0,0.3,45.0,1.0,2.0,1.0,0.0,1.3,0.3,43.0,20.0,4.0,0.7,0.0,10.0,28.0,0.7,959.0,10.7,34.0,1.0,0.6,1.0,3.0,13.0,991.0,11.0,53.0,3.0,0.0,1.2,4.9,0.0,3.0,15.0,0.09,0.0,177.0,116.0,3.0,0.09,1.2,0.0,14.0,3.0,138.0,5.0,0.03,0.03,Ricardo Pereira
,6.0,4.0,2.7,16.0,3.0,2.5,1.0,2.0,1.0,2.7,19.0,32.0,2.0,1.5,2.0,6.0,25.0,1.5,773.0,8.6,52.0,1.0,1.3,1.0,0.0,3.0,554.0,6.2,65.0,1.0,0.0,2.2,3.8,0.0,2.0,21.0,0.35,0.23,37.0,49.0,2.0,0.35,2.2,0.23,19.0,2.0,120.0,7.0,0.31,0.31,Carles Pérez
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,Pavao Pervan
,16.0,4.9,2.4,118.0,4.0,3.8,2.0,2.0,1.4,2.4,87.0,27.0,2.0,2.4,2.0,21.0,40.0,2.4,1645.0,18.3,102.0,1.0,2.5,1.0,2.0,18.0,1438.0,16.0,104.0,1.0,0.0,4.9,6.7,0.0,7.0,28.0,0.22,0.11,171.0,48.0,0.0,0.22,4.9,0.11,27.0,7.0,140.0,7.0,0.13,0.13,Matteo Pessina
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ondřej Petrák
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matthias Phaeton
,,6.6,5.6,21.0,8.0,5.5,1.0,7.0,0.9,6.4,20.0,18.0,4.0,5.4,7.0,18.0,11.0,4.6,1630.0,18.1,56.0,4.0,1.1,4.0,4.0,13.0,1080.0,12.0,105.0,0.0,0.0,8.3,11.6,1.0,3.0,32.0,0.44,0.39,33.0,26.0,0.0,0.44,12.3,0.39,23.0,8.0,132.0,9.0,0.31,0.35,Krzysztof Piątek
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lucas Piazon
,,0.1,0.1,4.0,0.0,0.2,0.0,0.0,0.1,0.1,14.0,1.0,1.0,0.2,0.0,0.0,5.0,0.2,126.0,1.4,10.0,1.0,0.0,1.0,0.0,3.0,322.0,3.6,10.0,0.0,0.0,0.1,0.1,0.0,0.0,4.0,0.0,0.0,2.0,5.0,1.0,0.0,0.1,0.0,6.0,0.0,1.0,0.0,0.1,0.1,Cristiano Piccini
,4.0,6.2,5.6,6.0,5.0,1.4,0.0,5.0,0.4,5.6,1.0,8.0,1.0,1.0,5.0,8.0,3.0,1.0,703.0,7.8,30.0,1.0,0.6,1.0,0.0,3.0,414.0,4.6,44.0,0.0,0.0,0.3,0.4,0.0,0.0,20.0,0.64,0.64,0.0,0.0,0.0,0.64,0.3,0.64,17.0,0.0,2.0,0.0,0.72,0.72,Roberto Piccoli
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Virgile Pinson
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lenny Pintor
,,6.9,4.8,77.0,10.0,0.0,5.0,5.0,0.0,4.8,0.0,29.0,0.0,0.0,5.0,30.0,0.0,0.0,2517.0,28.0,0.0,0.0,2.1,0.0,1.0,0.0,0.0,0.0,109.0,0.0,0.0,4.2,6.9,0.0,4.0,36.0,0.36,0.18,83.0,38.0,0.0,0.36,4.2,0.18,0.0,4.0,104.0,6.0,0.17,0.17,Óscar Plano
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stiven Plaza
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luca Plogmann
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denis-Will Poha
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pierre-Yves Polomat
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Giacomo Poluzzi
8.77,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,25.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,Pedro Porro
,,0.6,0.6,3.0,0.0,3.5,0.0,0.0,0.6,0.6,28.0,1.0,1.0,2.9,0.0,1.0,30.0,2.9,136.0,1.5,57.0,1.0,0.0,1.0,1.0,17.0,1322.0,14.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.8,0.8,Manolo Portanova
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,Gaëtan Poussin
,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.0,11.0,0.0,0.0,0.1,0.0,0.0,2.0,0.1,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,José Pozo
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Edgar Prib
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quincy Promes
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Silvio Proto
2.38,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,2610.0,29.0,0.0,0.0,0.0,0.0,1.0,31.0,2761.0,30.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,Ivan Provedel
,,0.0,0.0,0.0,0.0,6.1,0.0,0.0,1.2,0.0,56.0,0.0,5.0,4.9,0.0,0.0,64.0,4.9,0.0,0.0,130.0,4.0,0.0,4.0,0.0,26.0,2245.0,24.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,Javi Puado
,7.0,0.8,0.6,34.0,1.0,0.9,0.0,1.0,0.2,0.6,40.0,11.0,1.0,0.7,1.0,2.0,9.0,0.7,292.0,3.2,24.0,1.0,0.2,1.0,1.0,2.0,487.0,5.4,15.0,0.0,0.0,0.7,2.4,0.0,0.0,14.0,0.31,0.31,30.0,14.0,0.0,0.31,0.7,0.31,15.0,0.0,28.0,2.0,0.2,0.2,Riqui Puig
,,2.9,2.6,99.0,1.0,0.0,0.0,1.0,0.0,2.6,0.0,39.0,0.0,0.0,1.0,32.0,0.0,0.0,2885.0,32.1,0.0,0.0,0.3,0.0,6.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.03,0.03,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.08,0.08,Jorge Pulido
,3.0,3.4,2.5,18.0,4.0,5.0,1.0,3.0,2.0,2.5,29.0,25.0,8.0,3.8,3.0,9.0,28.0,3.0,754.0,8.4,68.0,4.0,0.9,3.0,2.0,11.0,1204.0,13.4,62.0,4.0,1.0,0.9,1.2,1.0,1.0,11.0,0.48,0.36,17.0,14.0,4.0,0.48,0.9,0.36,28.0,1.0,22.0,1.0,0.3,0.3,Ignacio Pussetto
,2.2,0.5,0.3,10.0,2.0,0.0,0.0,2.0,0.0,0.3,0.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,341.0,3.8,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.53,0.53,1.0,1.0,0.0,0.53,0.0,0.53,0.0,0.0,0.0,0.0,0.08,0.08,Domingos Quina
,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,0.0,0.0,0.0,0.0,0.0,50.0,24.0,0.0,0.0,0.2,0.0,0.0,0.0,84.0,2.0,0.0,0.0,Xavi Quintillà
,,4.8,3.5,41.0,6.0,0.1,3.0,3.0,0.1,3.5,1.0,60.0,0.0,0.0,3.0,9.0,1.0,0.0,1007.0,11.2,7.0,0.0,1.3,0.0,3.0,0.0,18.0,0.2,116.0,0.0,0.0,3.3,4.5,0.0,5.0,24.0,1.12,0.6,45.0,54.0,0.0,1.12,3.3,0.6,1.0,5.0,115.0,6.0,0.6599999999999999,0.6599999999999999,Nemanja Radonjić
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Ionuț Radu
