RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR
746,Mario Dominguez,es ESP,DL,Valencia,es La Liga,17,2004,0.3,4.0,1.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
747,Nicolás Domínguez,ar ARG,CC,Bologna,it Serie A,23,1998,22.4,1484.0,71.0,358.0,891.0,248.0,31.0,1484.0,34.0,14.0,41.2,20.0,58.8,717.0,3434.0,1417.0,18.0,21.0,1.0,34.0,21.0,904.0,44.0
748,John Donald,es ESP,DF,Elche,es La Liga,20,2000,2.0,112.0,10.0,55.0,53.0,5.0,2.0,112.0,1.0,1.0,100.0,0.0,0.0,53.0,259.0,157.0,2.0,1.0,0.0,1.0,0.0,63.0,1.0
749,Lee Dongjun,kr KOR,"CC,DL",Hertha BSC,de Bundesliga,24,1997,1.3,47.0,0.0,7.0,17.0,24.0,8.0,47.0,8.0,2.0,25.0,6.0,75.0,21.0,189.0,68.0,4.0,2.0,3.0,6.0,4.0,25.0,8.0
750,Anastasios Donis,gr GRE,"DL,CC",Reims,fr Ligue 1,24,1996,4.1,154.0,2.0,16.0,52.0,87.0,17.0,154.0,18.0,7.0,38.9,11.0,61.1,98.0,1136.0,577.0,27.0,11.0,9.0,10.0,7.0,114.0,46.0
751,Gianluigi Donnarumma,it ITA,PO,Paris S-G,fr Ligue 1,22,1999,17.0,498.0,427.0,497.0,1.0,0.0,0.0,498.0,1.0,1.0,100.0,0.0,0.0,319.0,1480.0,988.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0
752,Niklas Dorsch,de GER,CC,Augsburg,de Bundesliga,23,1998,25.8,1372.0,81.0,473.0,787.0,134.0,0.0,1372.0,48.0,34.0,70.8,14.0,29.2,713.0,3199.0,1258.0,11.0,14.0,0.0,22.0,24.0,717.0,7.0
753,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,23,1997,34.0,2343.0,312.0,1150.0,1106.0,100.0,47.0,2343.0,4.0,4.0,100.0,0.0,0.0,1554.0,8318.0,5214.0,12.0,14.0,1.0,18.0,5.0,1700.0,9.0
754,Jodel Dossou,bj BEN,DL,Clermont Foot,fr Ligue 1,29,1992,22.3,857.0,13.0,111.0,325.0,436.0,89.0,857.0,74.0,39.0,52.7,35.0,47.3,626.0,4494.0,2338.0,104.0,49.0,36.0,70.0,41.0,634.0,191.0
755,Lohann Doucet,fr FRA,"CC,DF",Nantes,fr Ligue 1,18,2002,0.1,11.0,0.0,1.0,10.0,0.0,0.0,11.0,0.0,0.0,,0.0,,7.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
756,Abdoulaye Doucouré,ml MLI,CC,Everton,eng Premier League,28,1993,28.2,1390.0,63.0,329.0,745.0,339.0,44.0,1390.0,41.0,21.0,51.2,20.0,48.8,694.0,3500.0,1770.0,33.0,28.0,6.0,43.0,22.0,764.0,54.0
757,Cheick Doucouré,ml MLI,CC,Lens,fr Ligue 1,21,2000,32.7,2193.0,46.0,389.0,1484.0,344.0,17.0,2193.0,32.0,23.0,71.9,9.0,28.1,1465.0,8072.0,4383.0,54.0,52.0,2.0,36.0,29.0,1589.0,32.0
758,Fodé Doucouré,ml MLI,"DF,DL",Reims,fr Ligue 1,20,2001,1.7,105.0,9.0,44.0,43.0,19.0,0.0,105.0,2.0,2.0,100.0,0.0,0.0,35.0,212.0,120.0,1.0,1.0,0.0,0.0,0.0,44.0,1.0
759,Ismaël Doukouré,fr FRA,DF,Strasbourg,fr Ligue 1,18,2003,0.2,4.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,,0.0,,2.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
760,Kamory Doumbia,ml MLI,"CC,DL",Reims,fr Ligue 1,18,2003,3.9,228.0,10.0,57.0,112.0,64.0,10.0,228.0,10.0,6.0,60.0,4.0,40.0,163.0,899.0,469.0,6.0,7.0,4.0,18.0,8.0,153.0,16.0
761,Moussa Doumbia,ml MLI,DL,Reims,fr Ligue 1,26,1994,1.0,49.0,0.0,3.0,16.0,30.0,7.0,48.0,3.0,1.0,33.3,2.0,66.7,43.0,249.0,71.0,4.0,0.0,4.0,5.0,0.0,42.0,16.0
762,Souleyman Doumbia,ci CIV,"DF,DL",Angers,fr Ligue 1,24,1996,24.7,1396.0,70.0,400.0,635.0,383.0,29.0,1396.0,86.0,45.0,52.3,41.0,47.7,869.0,5425.0,2654.0,66.0,47.0,12.0,53.0,24.0,857.0,147.0
