RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR
1591,James Maddison,eng ENG,"CC,DL",Leicester City,eng Premier League,24,1996,27.3,1343.0,19.0,173.0,648.0,535.0,73.0,1343.0,48.0,31.0,64.6,17.0,35.4,851.0,4504.0,1981.0,53.0,43.0,13.0,42.0,32.0,973.0,141.0
1592,Niki Mäenpää,fi FIN,PO,Venezia,it Serie A,36,1985,16.5,568.0,493.0,565.0,3.0,0.0,0.0,568.0,0.0,0.0,,0.0,,264.0,1435.0,950.0,0.0,0.0,0.0,0.0,2.0,212.0,0.0
1593,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,24,1997,32.7,1735.0,102.0,527.0,746.0,481.0,45.0,1735.0,79.0,49.0,62.0,30.0,38.0,812.0,5030.0,2472.0,72.0,57.0,12.0,50.0,55.0,860.0,108.0
1594,Louis Mafouta,cf CTA,DL,Metz,fr Ligue 1,27,1994,5.8,190.0,5.0,18.0,108.0,65.0,13.0,190.0,4.0,2.0,50.0,2.0,50.0,127.0,524.0,109.0,3.0,1.0,0.0,23.0,6.0,151.0,31.0
1595,Giulio Maggiore,it ITA,CC,Spezia,it Serie A,23,1998,31.3,1481.0,54.0,358.0,802.0,343.0,45.0,1481.0,43.0,16.0,37.2,27.0,62.8,833.0,3652.0,1680.0,39.0,36.0,10.0,72.0,28.0,971.0,68.0
1596,Matej Maglica,hr CRO,CC,Stuttgart,de Bundesliga,22,1998,0.1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1597,Francesco Magnanelli,it ITA,CC,Sassuolo,it Serie A,36,1984,3.0,274.0,18.0,66.0,186.0,24.0,0.0,274.0,0.0,0.0,,0.0,,130.0,544.0,270.0,1.0,1.0,0.0,1.0,1.0,183.0,3.0
1598,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,25,1995,5.9,318.0,49.0,147.0,160.0,13.0,5.0,318.0,0.0,0.0,,0.0,,158.0,752.0,425.0,5.0,1.0,0.0,4.0,0.0,157.0,1.0
1599,Giangiacomo Magnani,it ITA,DF,Sampdoria,it Serie A,25,1995,2.7,185.0,30.0,126.0,59.0,0.0,0.0,185.0,0.0,0.0,,0.0,,117.0,562.0,339.0,2.0,0.0,0.0,1.0,0.0,132.0,0.0
1600,Hugo Magnetti,fr FRA,CC,Brest,fr Ligue 1,23,1998,16.3,862.0,29.0,207.0,528.0,144.0,11.0,862.0,25.0,14.0,56.0,11.0,44.0,541.0,2900.0,1279.0,16.0,17.0,4.0,26.0,14.0,503.0,15.0
1601,Yohann Magnin,fr FRA,"CC,DF",Clermont Foot,fr Ligue 1,24,1997,19.1,1125.0,57.0,347.0,605.0,180.0,31.0,1125.0,15.0,8.0,53.3,7.0,46.7,721.0,3248.0,1224.0,8.0,9.0,1.0,27.0,14.0,756.0,35.0
1602,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,28,1993,27.9,1843.0,236.0,851.0,903.0,102.0,42.0,1843.0,5.0,4.0,80.0,1.0,20.0,1068.0,6087.0,3525.0,22.0,15.0,1.0,13.0,5.0,1212.0,5.0
1603,Riyad Mahrez,dz ALG,DL,Manchester City,eng Premier League,30,1991,16.6,1135.0,11.0,81.0,318.0,746.0,127.0,1130.0,50.0,26.0,52.0,24.0,48.0,775.0,4744.0,2037.0,74.0,35.0,44.0,42.0,21.0,847.0,234.0
1604,Arne Maier,de GER,CC,Augsburg,de Bundesliga,22,1999,20.7,1013.0,18.0,184.0,508.0,329.0,24.0,1013.0,29.0,16.0,55.2,13.0,44.8,523.0,2668.0,1157.0,26.0,30.0,8.0,39.0,18.0,609.0,51.0
1605,Habib Maïga,ci CIV,CC,Metz,fr Ligue 1,25,1996,14.1,734.0,35.0,194.0,409.0,140.0,13.0,734.0,16.0,13.0,81.3,3.0,18.8,390.0,1634.0,733.0,14.0,10.0,0.0,19.0,20.0,439.0,28.0
1606,Mike Maignan,fr FRA,PO,Milan,it Serie A,26,1995,32.0,1207.0,867.0,1195.0,13.0,0.0,0.0,1207.0,0.0,0.0,,0.0,,798.0,4871.0,3506.0,0.0,0.0,0.0,2.0,1.0,660.0,0.0
1607,Ainsley Maitland-Niles,eng ENG,CC,Arsenal,eng Premier League,23,1997,3.0,171.0,8.0,41.0,97.0,34.0,0.0,171.0,8.0,4.0,50.0,4.0,50.0,87.0,393.0,171.0,2.0,5.0,0.0,4.0,5.0,110.0,8.0
1608,Ainsley Maitland-Niles,eng ENG,DF,Roma,it Serie A,23,1997,5.4,376.0,9.0,100.0,157.0,120.0,7.0,376.0,10.0,6.0,60.0,4.0,40.0,175.0,851.0,477.0,13.0,7.0,1.0,6.0,3.0,216.0,33.0
1609,Josh Maja,ng NGA,DL,Bordeaux,fr Ligue 1,22,1998,0.1,9.0,0.0,0.0,4.0,5.0,1.0,9.0,0.0,0.0,,0.0,,4.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0
1610,Abdul Majeed Waris,gh GHA,"DL,CC",Strasbourg,fr Ligue 1,29,1991,3.6,171.0,1.0,15.0,72.0,87.0,15.0,171.0,18.0,12.0,66.7,6.0,33.3,127.0,783.0,422.0,17.0,15.0,6.0,10.0,4.0,141.0,47.0
1611,Lovro Majer,hr CRO,"CC,DL",Rennes,fr Ligue 1,23,1998,20.4,1304.0,16.0,145.0,621.0,562.0,64.0,1304.0,56.0,29.0,51.8,27.0,48.2,877.0,5607.0,2779.0,77.0,73.0,8.0,47.0,27.0,937.0,126.0
1612,Jean-Victor Makengo,fr FRA,CC,Udinese,it Serie A,23,1998,26.1,1073.0,29.0,207.0,598.0,293.0,37.0,1073.0,53.0,39.0,73.6,14.0,26.4,658.0,4297.0,2246.0,55.0,51.0,11.0,41.0,19.0,706.0,61.0
1613,Béni Makouana,cg CGO,"DL,CC",Montpellier,fr Ligue 1,18,2002,3.6,123.0,4.0,15.0,45.0,63.0,16.0,123.0,6.0,2.0,33.3,4.0,66.7,82.0,551.0,276.0,10.0,5.0,1.0,15.0,7.0,89.0,24.0
1614,Nemanja Maksimović,rs SRB,CC,Getafe,es La Liga,26,1995,32.6,1186.0,59.0,261.0,632.0,303.0,59.0,1186.0,16.0,10.0,62.5,6.0,37.5,542.0,2600.0,1213.0,28.0,24.0,5.0,25.0,11.0,569.0,44.0
1615,Nikola Maksimović,rs SRB,DF,Genoa,it Serie A,29,1991,12.4,634.0,121.0,369.0,248.0,23.0,9.0,634.0,3.0,1.0,33.3,2.0,66.7,291.0,1503.0,845.0,3.0,3.0,0.0,4.0,3.0,318.0,1.0
1616,Kévin Malcuit,ma MAR,"DF,CC",Napoli,it Serie A,30,1991,3.2,193.0,10.0,72.0,72.0,49.0,4.0,193.0,6.0,3.0,50.0,3.0,50.0,99.0,545.0,280.0,8.0,3.0,1.0,5.0,2.0,115.0,19.0
1617,Daniel Maldini,it ITA,CC,Milan,it Serie A,19,2001,1.6,75.0,0.0,9.0,36.0,31.0,9.0,75.0,3.0,2.0,66.7,1.0,33.3,42.0,248.0,143.0,7.0,4.0,1.0,8.0,1.0,50.0,8.0
1618,Youssef Maleh,ma MAR,CC,Fiorentina,it Serie A,22,1998,11.3,545.0,1.0,75.0,266.0,207.0,40.0,545.0,8.0,4.0,50.0,4.0,50.0,288.0,1265.0,620.0,12.0,9.0,3.0,27.0,8.0,391.0,74.0
1619,Donyell Malen,nl NED,DL,Dortmund,de Bundesliga,22,1999,18.7,757.0,14.0,71.0,284.0,411.0,92.0,757.0,54.0,34.0,63.0,20.0,37.0,490.0,2984.0,1405.0,61.0,34.0,33.0,53.0,27.0,578.0,144.0
1620,Ruslan Malinovskyi,ua UKR,"CC,DL",Atalanta,it Serie A,28,1993,17.7,1161.0,4.0,81.0,516.0,588.0,47.0,1161.0,65.0,47.0,72.3,18.0,27.7,731.0,4534.0,2212.0,59.0,54.0,10.0,70.0,48.0,883.0,141.0
1621,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,30,1991,20.3,1465.0,66.0,427.0,646.0,397.0,42.0,1465.0,16.0,8.0,50.0,8.0,50.0,655.0,2973.0,1630.0,38.0,34.0,9.0,19.0,10.0,832.0,136.0
1622,Lennard Maloney,us USA,DF,Dortmund,de Bundesliga,21,1999,0.1,19.0,2.0,11.0,6.0,2.0,0.0,19.0,0.0,0.0,,0.0,,13.0,36.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
1623,Mickael Malsa,mq MTQ,CC,Levante,es La Liga,25,1995,12.7,675.0,32.0,186.0,419.0,78.0,12.0,675.0,8.0,7.0,87.5,1.0,12.5,346.0,1498.0,771.0,7.0,5.0,1.0,19.0,11.0,412.0,11.0
1624,Giorgi Mamardashvili,ge GEO,PO,Valencia,es La Liga,20,2000,18.0,538.0,440.0,534.0,5.0,0.0,0.0,538.0,0.0,0.0,,0.0,,242.0,1365.0,833.0,0.0,0.0,0.0,1.0,0.0,137.0,0.0
1625,Rey Manaj,al ALB,DL,Spezia,it Serie A,24,1997,19.6,724.0,14.0,53.0,383.0,298.0,65.0,721.0,49.0,22.0,44.9,27.0,55.1,404.0,2121.0,841.0,32.0,21.0,13.0,73.0,59.0,540.0,93.0
1626,Hianga Mananga Mbock,fr FRA,CC,Brest,fr Ligue 1,21,1999,8.9,342.0,8.0,67.0,218.0,60.0,6.0,342.0,14.0,10.0,71.4,4.0,28.6,214.0,1286.0,553.0,10.0,3.0,1.0,6.0,9.0,220.0,14.0
1627,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,32,1989,26.2,1807.0,132.0,907.0,845.0,66.0,3.0,1807.0,4.0,3.0,75.0,1.0,25.0,1214.0,5206.0,2689.0,19.0,18.0,1.0,12.0,6.0,1290.0,16.0
1628,Gianluca Mancini,it ITA,DF,Roma,it Serie A,25,1996,32.0,2067.0,229.0,951.0,1002.0,121.0,39.0,2067.0,5.0,4.0,80.0,1.0,20.0,1208.0,5810.0,3581.0,30.0,22.0,1.0,13.0,3.0,1525.0,17.0
1629,Leonardo Mancuso,it ITA,DL,Empoli,it Serie A,29,1992,4.7,113.0,2.0,9.0,40.0,65.0,13.0,113.0,0.0,0.0,,0.0,,61.0,342.0,174.0,5.0,4.0,1.0,11.0,4.0,75.0,28.0
1630,Steve Mandanda,fr FRA,PO,Marseille,fr Ligue 1,36,1985,9.0,417.0,255.0,413.0,4.0,0.0,0.0,417.0,0.0,0.0,,0.0,,282.0,1215.0,701.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0
1631,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,27,1994,14.4,838.0,44.0,357.0,399.0,87.0,8.0,838.0,7.0,5.0,71.4,2.0,28.6,425.0,2101.0,1135.0,15.0,12.0,1.0,13.0,5.0,438.0,25.0
1632,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,27,1994,16.9,1157.0,65.0,371.0,587.0,213.0,19.0,1157.0,27.0,14.0,51.9,13.0,48.1,619.0,3362.0,1954.0,38.0,31.0,7.0,16.0,9.0,665.0,64.0
1633,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,29,1991,15.3,1111.0,147.0,576.0,506.0,32.0,11.0,1111.0,0.0,0.0,,0.0,,731.0,3373.0,1860.0,7.0,5.0,0.0,6.0,1.0,827.0,2.0
1634,Rolando Mandragora,it ITA,CC,Torino,it Serie A,24,1997,14.7,894.0,26.0,125.0,541.0,237.0,18.0,894.0,6.0,3.0,50.0,3.0,50.0,469.0,1821.0,1032.0,20.0,14.0,4.0,15.0,9.0,537.0,29.0
1635,Anthony Mandrea,dz ALG,PO,Angers,fr Ligue 1,24,1996,10.0,303.0,273.0,302.0,1.0,0.0,0.0,303.0,0.0,0.0,,0.0,,159.0,980.0,431.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0
1636,Sadio Mané,sn SEN,DL,Liverpool,eng Premier League,29,1992,31.3,1492.0,20.0,94.0,617.0,806.0,201.0,1492.0,77.0,47.0,61.0,29.0,37.7,1027.0,5897.0,2663.0,105.0,57.0,45.0,104.0,59.0,1218.0,305.0
1637,Eliaquim Mangala,fr FRA,DF,Saint-Étienne,fr Ligue 1,30,1991,13.1,719.0,90.0,357.0,350.0,13.0,6.0,719.0,4.0,4.0,100.0,0.0,0.0,449.0,2381.0,1162.0,3.0,2.0,1.0,10.0,3.0,441.0,1.0
1638,Orel Mangala,be BEL,CC,Stuttgart,de Bundesliga,23,1998,20.6,1002.0,30.0,183.0,543.0,290.0,44.0,1002.0,73.0,43.0,58.9,30.0,41.1,629.0,3218.0,1269.0,34.0,20.0,8.0,49.0,35.0,715.0,56.0
1639,Thomas Mangani,fr FRA,CC,Angers,fr Ligue 1,34,1987,24.4,1716.0,60.0,408.0,1020.0,304.0,18.0,1710.0,8.0,4.0,50.0,4.0,50.0,933.0,3519.0,1400.0,8.0,22.0,1.0,21.0,13.0,1056.0,31.0
1640,Ricardo Mangas,pt POR,DF,Bordeaux,fr Ligue 1,23,1998,26.1,1308.0,85.0,460.0,546.0,317.0,43.0,1308.0,43.0,21.0,48.8,22.0,51.2,727.0,4461.0,2450.0,55.0,33.0,4.0,34.0,13.0,719.0,110.0
1641,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,30,1991,3.5,253.0,35.0,88.0,163.0,2.0,0.0,253.0,0.0,0.0,,0.0,,180.0,898.0,554.0,2.0,1.0,0.0,0.0,0.0,199.0,0.0
1642,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,27,1994,14.0,573.0,56.0,244.0,215.0,119.0,8.0,573.0,18.0,10.0,55.6,8.0,44.4,214.0,1018.0,442.0,6.0,11.0,0.0,14.0,3.0,230.0,25.0
1643,Myziane Maolida,km COM,CC,Nice,fr Ligue 1,22,1999,0.4,13.0,0.0,2.0,6.0,5.0,1.0,13.0,3.0,2.0,66.7,1.0,33.3,4.0,55.0,31.0,2.0,0.0,1.0,1.0,0.0,6.0,2.0
1644,Myziane Maolida,km COM,"DL,CC",Hertha BSC,de Bundesliga,22,1999,8.6,322.0,7.0,58.0,145.0,129.0,19.0,322.0,31.0,12.0,38.7,19.0,61.3,200.0,1492.0,842.0,26.0,19.0,8.0,20.0,18.0,233.0,53.0
1645,Sekou Mara,fr FRA,"DL,CC",Bordeaux,fr Ligue 1,19,2002,10.1,346.0,6.0,25.0,165.0,162.0,46.0,345.0,31.0,10.0,32.3,21.0,67.7,207.0,1042.0,330.0,7.0,5.0,4.0,35.0,16.0,227.0,47.0
1646,Nikola Maraš,rs SRB,DF,Rayo Vallecano,es La Liga,25,1995,11.6,568.0,77.0,307.0,256.0,12.0,10.0,568.0,1.0,1.0,100.0,0.0,0.0,269.0,1405.0,734.0,5.0,1.0,0.0,5.0,0.0,320.0,0.0
1647,Fernando Marçal,br BRA,"CC,DF",Wolves,eng Premier League,32,1989,16.1,1093.0,59.0,348.0,443.0,312.0,24.0,1093.0,14.0,7.0,50.0,7.0,50.0,526.0,2466.0,1447.0,39.0,26.0,4.0,25.0,6.0,624.0,98.0
1648,Marcelo,br BRA,DF,Real Madrid,es La Liga,33,1988,5.8,510.0,17.0,96.0,200.0,218.0,14.0,510.0,10.0,9.0,90.0,1.0,10.0,348.0,1660.0,999.0,17.0,21.0,4.0,7.0,1.0,404.0,47.0
1649,Marcelo,br BRA,DF,Bordeaux,fr Ligue 1,34,1987,10.0,769.0,91.0,403.0,355.0,15.0,11.0,769.0,2.0,2.0,100.0,0.0,0.0,540.0,2897.0,1618.0,4.0,0.0,0.0,8.0,1.0,526.0,1.0
1650,Marcelo,br BRA,DF,Lyon,fr Ligue 1,34,1987,2.0,195.0,17.0,69.0,122.0,4.0,4.0,195.0,1.0,1.0,100.0,0.0,0.0,125.0,481.0,234.0,1.0,0.0,0.0,0.0,1.0,134.0,1.0
1651,Solly March,eng ENG,"DF,DL",Brighton,eng Premier League,27,1994,19.4,961.0,45.0,149.0,336.0,488.0,60.0,961.0,38.0,23.0,60.5,15.0,39.5,545.0,3555.0,1747.0,71.0,30.0,20.0,26.0,29.0,608.0,148.0
1652,Riccardo Marchizza,it ITA,DF,Empoli,it Serie A,23,1998,15.0,797.0,43.0,209.0,356.0,239.0,18.0,797.0,23.0,12.0,52.2,11.0,47.8,402.0,2248.0,1134.0,27.0,20.0,2.0,16.0,8.0,415.0,47.0
1653,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,29,1992,34.7,2556.0,368.0,1343.0,1140.0,85.0,32.0,2556.0,12.0,8.0,66.7,4.0,33.3,1495.0,6849.0,4258.0,21.0,17.0,1.0,23.0,5.0,1741.0,7.0
1654,Iván Marcone,ar ARG,CC,Elche,es La Liga,31,1990,9.0,513.0,24.0,171.0,310.0,35.0,2.0,513.0,12.0,10.0,83.3,2.0,16.7,288.0,1184.0,443.0,1.0,1.0,0.0,5.0,3.0,310.0,2.0
1655,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,32,1989,18.7,1291.0,53.0,345.0,597.0,360.0,20.0,1291.0,13.0,4.0,30.8,9.0,69.2,556.0,2646.0,1560.0,42.0,36.0,0.0,10.0,7.0,693.0,91.0
1656,Davide Marfella,it ITA,PO,Napoli,it Serie A,21,1999,0.1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1657,José Mari,es ESP,CC,Cádiz,es La Liga,33,1987,4.3,238.0,7.0,49.0,152.0,37.0,3.0,238.0,1.0,1.0,100.0,0.0,0.0,114.0,542.0,327.0,8.0,5.0,0.0,4.0,3.0,143.0,5.0
1658,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,27,1993,2.0,120.0,14.0,46.0,71.0,4.0,3.0,120.0,0.0,0.0,,0.0,,68.0,363.0,202.0,0.0,0.0,0.0,2.0,0.0,67.0,0.0
1659,Pablo Marí,es ESP,DF,Udinese,it Serie A,27,1993,14.9,784.0,148.0,440.0,275.0,73.0,16.0,784.0,4.0,2.0,50.0,2.0,50.0,326.0,1165.0,564.0,2.0,2.0,1.0,12.0,1.0,349.0,6.0
1660,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,26,1995,22.7,1140.0,173.0,621.0,486.0,39.0,26.0,1140.0,12.0,8.0,66.7,4.0,33.3,579.0,2388.0,1153.0,5.0,4.0,1.0,9.0,1.0,693.0,2.0
1661,Mariano,do DOM,DL,Real Madrid,es La Liga,27,1993,3.8,96.0,3.0,10.0,40.0,48.0,19.0,96.0,10.0,6.0,60.0,4.0,40.0,51.0,338.0,184.0,10.0,6.0,6.0,4.0,4.0,74.0,19.0
1662,Răzvan Marin,ro ROU,CC,Cagliari,it Serie A,25,1996,31.3,1557.0,34.0,239.0,834.0,508.0,26.0,1557.0,43.0,22.0,51.2,21.0,48.8,899.0,5167.0,2423.0,49.0,51.0,5.0,53.0,32.0,966.0,68.0
1663,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,27,1994,20.4,1535.0,153.0,750.0,751.0,40.0,17.0,1535.0,5.0,4.0,80.0,1.0,20.0,921.0,4222.0,2481.0,11.0,5.0,2.0,10.0,1.0,1084.0,2.0
1664,Mika Màrmol,es ESP,DF,Barcelona,es La Liga,19,2002,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,,0.0,,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1665,Omar Marmoush,eg EGY,DL,Wolfsburg,de Bundesliga,22,1999,0.3,14.0,0.0,1.0,7.0,6.0,1.0,14.0,0.0,0.0,,0.0,,6.0,20.0,11.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0
1666,Omar Marmoush,eg EGY,DL,Stuttgart,de Bundesliga,22,1999,17.5,773.0,6.0,62.0,361.0,367.0,74.0,772.0,103.0,44.0,42.7,59.0,57.3,476.0,2993.0,1086.0,38.0,31.0,23.0,87.0,41.0,546.0,119.0
1667,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,27,1994,31.8,2666.0,342.0,1137.0,1410.0,130.0,33.0,2666.0,6.0,4.0,66.7,2.0,33.3,1950.0,9993.0,5823.0,9.0,19.0,2.0,10.0,4.0,2047.0,8.0
1668,Roger Martí,es ESP,DL,Levante,es La Liga,30,1991,23.5,679.0,9.0,34.0,338.0,318.0,92.0,676.0,28.0,14.0,50.0,14.0,50.0,382.0,1751.0,643.0,24.0,17.0,9.0,57.0,23.0,496.0,133.0
1669,Anthony Martial,fr FRA,DL,Manchester Utd,eng Premier League,25,1995,2.4,109.0,1.0,8.0,38.0,65.0,14.0,109.0,7.0,4.0,57.1,3.0,42.9,74.0,478.0,274.0,10.0,5.0,4.0,6.0,4.0,97.0,32.0
1670,Anthony Martial,fr FRA,"DL,CC",Sevilla,es La Liga,25,1995,5.4,219.0,2.0,18.0,93.0,108.0,24.0,219.0,16.0,7.0,43.8,9.0,56.3,144.0,934.0,350.0,14.0,14.0,13.0,19.0,13.0,189.0,43.0
1671,Martín,es ESP,CC,Cádiz,es La Liga,22,1999,1.3,60.0,4.0,11.0,34.0,15.0,0.0,60.0,1.0,1.0,100.0,0.0,0.0,19.0,86.0,60.0,1.0,0.0,0.0,1.0,0.0,23.0,0.0
1672,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,24,1997,25.5,1343.0,39.0,333.0,607.0,412.0,19.0,1343.0,44.0,28.0,63.6,16.0,36.4,646.0,3161.0,1443.0,32.0,24.0,1.0,33.0,15.0,710.0,87.0
1673,Ander Martin,es ESP,"DL,CC",Real Sociedad,es La Liga,20,2000,1.0,71.0,2.0,8.0,26.0,37.0,4.0,71.0,4.0,1.0,25.0,3.0,75.0,38.0,157.0,75.0,3.0,1.0,1.0,6.0,1.0,48.0,7.0
1674,Andrés Martín,es ESP,"DL,CC",Rayo Vallecano,es La Liga,22,1999,2.1,54.0,0.0,3.0,20.0,31.0,6.0,54.0,3.0,1.0,33.3,2.0,66.7,35.0,176.0,55.0,1.0,1.0,0.0,4.0,5.0,42.0,5.0
1675,Carlos Martín,es ESP,DF,Atlético Madrid,es La Liga,19,2002,0.1,3.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,100.0,0.0,0.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
1676,Iván Martín,es ESP,"CC,DL",Alavés,es La Liga,22,1999,1.8,81.0,0.0,9.0,44.0,28.0,1.0,81.0,2.0,0.0,0.0,2.0,100.0,59.0,311.0,92.0,2.0,2.0,0.0,3.0,6.0,62.0,5.0
1677,Jonas Martin,fr FRA,CC,Rennes,fr Ligue 1,31,1990,23.4,1875.0,56.0,372.0,1319.0,192.0,22.0,1875.0,11.0,8.0,72.7,3.0,27.3,1165.0,4946.0,2258.0,8.0,16.0,0.0,18.0,10.0,1382.0,14.0
1678,Gabriel Martinelli,br BRA,"DL,CC",Arsenal,eng Premier League,20,2001,20.7,898.0,25.0,102.0,256.0,556.0,117.0,897.0,79.0,45.0,57.0,34.0,43.0,554.0,4204.0,2058.0,79.0,32.0,43.0,58.0,34.0,593.0,207.0
1679,Emiliano Martínez,ar ARG,PO,Aston Villa,eng Premier League,28,1992,36.0,1158.0,987.0,1140.0,19.0,0.0,0.0,1158.0,0.0,0.0,,0.0,,642.0,3642.0,2252.0,0.0,0.0,0.0,0.0,0.0,454.0,0.0
1680,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,30,1991,26.0,1499.0,185.0,739.0,697.0,76.0,33.0,1499.0,2.0,2.0,100.0,0.0,0.0,750.0,4700.0,2935.0,29.0,10.0,0.0,7.0,3.0,795.0,8.0
1681,Javi Martínez,es ESP,"CC,DL",Osasuna,es La Liga,21,1999,9.8,499.0,14.0,89.0,222.0,195.0,26.0,499.0,16.0,11.0,68.8,5.0,31.3,279.0,1450.0,763.0,24.0,15.0,7.0,24.0,10.0,326.0,38.0
1682,Josep Martinez,es ESP,PO,RB Leipzig,de Bundesliga,23,1998,1.0,22.0,12.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,,0.0,,11.0,34.0,15.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
1683,Lautaro Martínez,ar ARG,DL,Inter,it Serie A,23,1997,25.4,843.0,6.0,57.0,307.0,485.0,183.0,837.0,54.0,21.0,38.9,33.0,61.1,480.0,2284.0,911.0,34.0,16.0,17.0,63.0,24.0,603.0,149.0
1684,Pablo Martínez,es ESP,CC,Levante,es La Liga,23,1998,7.3,354.0,9.0,84.0,192.0,88.0,11.0,354.0,16.0,7.0,43.8,9.0,56.3,195.0,1029.0,381.0,8.0,10.0,0.0,16.0,10.0,216.0,18.0
1685,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,25,1996,15.9,1291.0,127.0,630.0,617.0,62.0,21.0,1291.0,16.0,11.0,68.8,5.0,31.3,834.0,5472.0,3033.0,22.0,16.0,1.0,12.0,7.0,894.0,4.0
1686,Gelson Martins,pt POR,"CC,DL",Monaco,fr Ligue 1,26,1995,21.2,964.0,12.0,89.0,394.0,502.0,96.0,964.0,113.0,62.0,54.9,51.0,45.1,639.0,4411.0,2089.0,67.0,40.0,29.0,77.0,23.0,681.0,236.0
1687,Adam Marušić,me MNE,DF,Lazio,it Serie A,28,1992,30.2,2120.0,116.0,737.0,1064.0,333.0,15.0,2120.0,25.0,14.0,56.0,11.0,44.0,1173.0,4684.0,2290.0,52.0,27.0,6.0,19.0,16.0,1385.0,73.0
1688,Omar Mascarell,es ESP,CC,Elche,es La Liga,28,1993,27.7,1512.0,96.0,446.0,918.0,152.0,7.0,1512.0,16.0,12.0,75.0,4.0,25.0,735.0,3665.0,1317.0,12.0,6.0,1.0,20.0,10.0,920.0,7.0
1689,Andrea Masiello,it ITA,DF,Genoa,it Serie A,35,1986,5.7,363.0,57.0,205.0,151.0,11.0,3.0,363.0,0.0,0.0,,0.0,,204.0,838.0,460.0,2.0,1.0,1.0,4.0,3.0,227.0,0.0
1690,Adam Masina,ma MAR,DF,Watford,eng Premier League,27,1994,12.0,680.0,61.0,268.0,296.0,122.0,5.0,680.0,11.0,9.0,81.8,2.0,18.2,271.0,1311.0,645.0,9.0,11.0,0.0,10.0,1.0,316.0,12.0
1691,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,22,1998,17.2,838.0,124.0,506.0,325.0,11.0,5.0,838.0,3.0,2.0,66.7,1.0,33.3,428.0,2036.0,767.0,0.0,1.0,0.0,6.0,0.0,452.0,0.0
1692,Roberto Massimo,de GER,"DF,DL",Stuttgart,de Bundesliga,20,2000,9.7,422.0,8.0,91.0,170.0,168.0,28.0,422.0,34.0,16.0,47.1,18.0,52.9,232.0,1568.0,685.0,25.0,16.0,11.0,31.0,10.0,254.0,75.0
1693,Arthur Masuaku,cd COD,"DF,DL",West Ham,eng Premier League,27,1993,7.2,479.0,26.0,138.0,198.0,145.0,9.0,479.0,17.0,10.0,58.8,7.0,41.2,223.0,1001.0,525.0,16.0,8.0,5.0,8.0,9.0,272.0,26.0
1694,Jaime Mata,es ESP,DL,Getafe,es La Liga,32,1988,7.5,296.0,6.0,24.0,117.0,157.0,36.0,296.0,9.0,4.0,44.4,5.0,55.6,174.0,640.0,262.0,6.0,4.0,2.0,35.0,6.0,235.0,61.0
