RL2021-2022,Jugador2021-2022,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,Cmp2021-2022,Int.2021-2022,% Cmp2021-2022,Dist. tot.2021-2022,Dist. prg.2021-2022,Cmp.12021-2022,Int..12021-2022,% Cmp.12021-2022,Cmp.22021-2022,Int..22021-2022,% Cmp.22021-2022,Cmp.32021-2022,Int..32021-2022,% Cmp.32021-2022,Ass2021-2022,xAG2021-2022,xA2021-2022,A-xAG2021-2022,PC2021-2022,1/32021-2022,PPA2021-2022,CrAP2021-2022,PrgP2021-2022
1509,Jamie Leweling,de GER,"DL,CC",Greuther Fürth,de Bundesliga,20,2001,21.8,255.0,415.0,61.4,3917.0,807.0,128.0,181.0,70.7,90.0,134.0,67.2,18.0,47.0,38.3,1,1.7,1.7,-0.7,16.0,17.0,13.0,4.0,34.0
1510,Jamal Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,23,1998,2.9,79.0,104.0,76.0,1281.0,448.0,34.0,40.0,85.0,38.0,47.0,80.9,4.0,10.0,40.0,0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,7.0
1511,Luca Lezzerini,it ITA,PO,Venezia,it Serie A,26,1995,5.5,155.0,199.0,77.9,3899.0,2488.0,32.0,32.0,100.0,74.0,74.0,100.0,46.0,90.0,51.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1512,Ben Lhassine Kone,ci CIV,CC,Torino,it Serie A,21,2000,0.9,29.0,37.0,78.4,571.0,121.0,13.0,17.0,76.5,12.0,15.0,80.0,4.0,4.0,100.0,0,0.1,0.0,-0.1,2.0,2.0,0.0,0.0,3.0
1513,Yanis Lhery,fr FRA,"DL,CC",Saint-Étienne,fr Ligue 1,18,2003,0.8,12.0,16.0,75.0,104.0,18.0,7.0,7.0,100.0,2.0,4.0,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1514,Dimitri Liénard,fr FRA,"DF,CC",Strasbourg,fr Ligue 1,33,1988,22.7,1035.0,1435.0,72.1,19823.0,5953.0,465.0,522.0,89.1,398.0,521.0,76.4,154.0,333.0,46.2,3,3.0,4.6,0.0,37.0,86.0,43.0,29.0,114.0
1515,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,25,1996,31.9,1491.0,1757.0,84.9,32387.0,10782.0,355.0,402.0,88.3,909.0,976.0,93.1,220.0,350.0,62.9,0,0.7,0.7,-0.7,4.0,81.0,5.0,1.0,101.0
1516,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,21,1999,29.7,1510.0,1704.0,88.6,29785.0,10135.0,482.0,522.0,92.3,841.0,899.0,93.5,170.0,241.0,70.5,1,1.0,1.1,0.0,9.0,74.0,4.0,1.0,68.0
1517,Isaac Lihadji,fr FRA,"CC,DL",Lille,fr Ligue 1,19,2002,2.6,66.0,96.0,68.8,1101.0,348.0,37.0,47.0,78.7,21.0,28.0,75.0,7.0,11.0,63.6,3,1.2,0.5,1.8,13.0,12.0,7.0,2.0,13.0
1518,Anderson Lima,br BRA,CC,Lazio,it Serie A,21,1999,0.7,24.0,31.0,77.4,342.0,68.0,15.0,18.0,83.3,7.0,8.0,87.5,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
1519,Andreas Linde,se SWE,PO,Greuther Fürth,de Bundesliga,28,1993,12.0,324.0,501.0,64.7,8748.0,6370.0,59.0,61.0,96.7,162.0,168.0,96.4,100.0,263.0,38.0,0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
1520,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,27,1994,26.2,1215.0,1385.0,87.7,22399.0,8069.0,452.0,486.0,93.0,637.0,691.0,92.2,107.0,165.0,64.8,2,0.6,0.8,1.4,4.0,75.0,6.0,0.0,72.0
1521,Jesper Lindstrøm,dk DEN,"CC,DL",Eint Frankfurt,de Bundesliga,21,2000,22.0,413.0,587.0,70.4,5975.0,1580.0,224.0,281.0,79.7,126.0,174.0,72.4,29.0,58.0,50.0,4,5.5,4.8,-1.5,47.0,26.0,16.0,6.0,43.0
1522,Karol Linetty,pl POL,"CC,DL",Torino,it Serie A,26,1995,10.0,218.0,279.0,78.1,3045.0,760.0,125.0,151.0,82.8,76.0,92.0,82.6,7.0,13.0,53.8,0,1.5,0.9,-1.5,16.0,19.0,7.0,0.0,22.0
1523,Jesse Lingard,eng ENG,"DL,CC",Manchester Utd,eng Premier League,28,1992,4.1,128.0,153.0,83.7,1533.0,382.0,75.0,85.0,88.2,33.0,41.0,80.5,0.0,4.0,0.0,0,0.3,0.2,-0.3,8.0,11.0,2.0,0.0,13.0
1524,Pol Lirola,es ESP,"DF,DL",Marseille,fr Ligue 1,23,1997,19.7,894.0,1112.0,80.4,13350.0,3366.0,494.0,553.0,89.3,285.0,343.0,83.1,58.0,101.0,57.4,2,2.8,3.7,-0.8,26.0,56.0,32.0,15.0,82.0
1525,Valentino Livramento,eng ENG,DF,Southampton,eng Premier League,18,2002,24.5,864.0,1166.0,74.1,12649.0,4429.0,507.0,587.0,86.4,281.0,388.0,72.4,43.0,106.0,40.6,1,2.7,2.7,-1.7,20.0,44.0,27.0,8.0,80.0
1526,Dejan Ljubicic,at AUT,"CC,DL",Köln,de Bundesliga,23,1997,21.9,495.0,717.0,69.0,8053.0,2634.0,240.0,297.0,80.8,195.0,270.0,72.2,38.0,70.0,54.3,1,2.7,3.8,-1.7,28.0,42.0,35.0,12.0,97.0
1527,Javier Llabrés,es ESP,"DL,CC",Mallorca,es La Liga,18,2002,1.5,49.0,63.0,77.8,732.0,149.0,30.0,35.0,85.7,14.0,21.0,66.7,3.0,5.0,60.0,0,0.1,0.1,-0.1,3.0,3.0,1.0,0.0,5.0
1528,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,27,1993,26.0,1115.0,1373.0,81.2,21989.0,7473.0,335.0,389.0,86.1,648.0,712.0,91.0,118.0,225.0,52.4,0,0.1,0.2,-0.1,2.0,68.0,3.0,0.0,97.0
1529,Marcos Llorente,es ESP,"CC,DF",Atlético Madrid,es La Liga,26,1995,27.2,1055.0,1327.0,79.5,14552.0,4204.0,612.0,690.0,88.7,289.0,378.0,76.5,66.0,110.0,60.0,2,2.6,3.1,-0.6,26.0,54.0,29.0,10.0,81.0
1530,Hugo Lloris,fr FRA,PO,Tottenham,eng Premier League,34,1986,38.0,767.0,957.0,80.1,18629.0,12234.0,247.0,252.0,98.0,295.0,299.0,98.7,211.0,388.0,54.4,0,0.2,0.1,-0.2,2.0,15.0,1.0,0.0,0.0
3063,Giovani Lo Celso,ar ARG,"CC,DL",Tottenham,eng Premier League,25,1996,13.6,562.0,695.0,160.8,8551.0,2199.0,296.0,334.0,180.8,175.0,203.0,160.2,47.0,64.0,149.4,1,3.0999999999999996,2.6999999999999997,-2.0999999999999996,22.0,60.0,23.0,1.0,76.0
1533,Julen Lobete,es ESP,"DL,CC",Real Sociedad,es La Liga,20,2000,3.2,44.0,55.0,80.0,477.0,83.0,35.0,41.0,85.4,6.0,8.0,75.0,1.0,1.0,100.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
1534,Stanislav Lobotka,sk SVK,CC,Napoli,it Serie A,26,1994,18.7,1327.0,1419.0,93.5,19317.0,4857.0,727.0,755.0,96.3,476.0,516.0,92.2,57.0,65.0,87.7,0,0.7,1.0,-0.7,15.0,128.0,6.0,0.0,93.0
3071,Jürgen Locadia,nl NED,"CC,DL",Brighton,eng Premier League,27,1993,5.2,94.0,124.0,175.6,1518.0,322.0,49.0,60.0,81.7,33.0,40.0,182.1,9.0,13.0,69.2,1,0.8,0.2,0.2,8.0,9.0,2.0,0.0,16.0
1537,Manuel Locatelli,it ITA,CC,Juventus,it Serie A,23,1998,24.0,1221.0,1435.0,85.1,22351.0,8006.0,534.0,595.0,89.7,528.0,591.0,89.3,138.0,200.0,69.0,3,1.3,1.6,1.7,18.0,144.0,25.0,1.0,147.0
1538,Bradley Locko,fr FRA,"CC,DF",Reims,fr Ligue 1,19,2002,11.2,350.0,458.0,76.4,5230.0,1951.0,203.0,245.0,82.9,104.0,138.0,75.4,26.0,42.0,61.9,1,0.3,0.4,0.7,7.0,22.0,6.0,1.0,39.0
1539,Renan Lodi,br BRA,DF,Atlético Madrid,es La Liga,23,1998,13.1,485.0,625.0,77.6,7099.0,1760.0,279.0,316.0,88.3,166.0,207.0,80.2,19.0,52.0,36.5,2,1.8,2.1,0.2,11.0,16.0,9.0,3.0,32.0
1540,Ruben Loftus-Cheek,eng ENG,"CC,DF",Chelsea,eng Premier League,25,1996,15.5,876.0,981.0,89.3,13025.0,3046.0,507.0,547.0,92.7,315.0,355.0,88.7,33.0,42.0,78.6,2,2.4,2.4,-0.4,18.0,77.0,20.0,0.0,108.0
1541,Kevin Long,ie IRL,DF,Burnley,eng Premier League,30,1990,4.6,79.0,102.0,77.5,1696.0,601.0,19.0,22.0,86.4,46.0,54.0,85.2,14.0,21.0,66.7,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0
1542,Shane Long,ie IRL,DL,Southampton,eng Premier League,34,1987,3.4,43.0,72.0,59.7,411.0,97.0,32.0,46.0,69.6,5.0,11.0,45.5,0.0,1.0,0.0,0,0.1,0.1,-0.1,2.0,4.0,1.0,0.0,3.0
1543,Sean Longstaff,eng ENG,CC,Newcastle Utd,eng Premier League,23,1997,16.3,481.0,604.0,79.6,8348.0,2303.0,229.0,271.0,84.5,177.0,200.0,88.5,52.0,89.0,58.4,1,0.8,0.8,0.2,7.0,44.0,4.0,0.0,43.0
1544,Ademola Lookman,ng NGA,"DL,CC",Leicester City,eng Premier League,23,1997,16.1,405.0,536.0,75.6,5124.0,1306.0,260.0,313.0,83.1,113.0,136.0,83.1,8.0,21.0,38.1,0,1.9,1.8,-1.9,23.0,19.0,20.0,1.0,54.0
1545,Anthony Lopes,pt POR,PO,Lyon,fr Ligue 1,30,1990,33.1,945.0,1129.0,83.7,24234.0,17011.0,151.0,153.0,98.7,540.0,542.0,99.6,251.0,430.0,58.4,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0
1546,David López,es ESP,"CC,DF",Espanyol,es La Liga,31,1989,8.3,354.0,427.0,82.9,5762.0,2011.0,166.0,189.0,87.8,157.0,174.0,90.2,18.0,39.0,46.2,0,0.4,0.4,-0.4,3.0,22.0,1.0,0.0,23.0
1547,Diego López,es ESP,PO,Espanyol,es La Liga,39,1981,35.3,857.0,1160.0,73.9,23893.0,16025.0,149.0,152.0,98.0,426.0,433.0,98.4,278.0,568.0,48.9,0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0
1548,Javi López,es ESP,DF,Alavés,es La Liga,19,2002,5.1,155.0,218.0,71.1,2862.0,1050.0,68.0,76.0,89.5,63.0,85.0,74.1,20.0,46.0,43.5,0,0.4,0.5,-0.4,4.0,13.0,5.0,3.0,13.0
1549,Maxime Lopez,fr FRA,CC,Sassuolo,it Serie A,23,1997,32.6,2357.0,2599.0,90.7,36504.0,12683.0,1271.0,1338.0,95.0,849.0,927.0,91.6,155.0,199.0,77.9,1,2.4,2.0,-1.4,49.0,254.0,15.0,4.0,236.0
1550,Pau López,es ESP,PO,Marseille,fr Ligue 1,26,1994,29.0,1136.0,1334.0,85.2,25402.0,15433.0,298.0,298.0,100.0,620.0,627.0,98.9,216.0,405.0,53.3,1,0.7,0.1,0.3,1.0,14.0,0.0,0.0,1.0
1551,Unai López,es ESP,CC,Rayo Vallecano,es La Liga,25,1995,12.9,690.0,841.0,82.0,12902.0,3159.0,308.0,329.0,93.6,241.0,270.0,89.3,110.0,186.0,59.1,0,1.4,2.1,-1.4,24.0,58.0,12.0,3.0,68.0
1552,Dion Lopy,sn SEN,CC,Reims,fr Ligue 1,19,2002,18.2,537.0,622.0,86.3,9450.0,1888.0,247.0,277.0,89.2,194.0,211.0,91.9,72.0,89.0,80.9,0,0.3,0.3,-0.3,9.0,42.0,0.0,0.0,50.0
1553,Samuel Loric,fr FRA,DF,Lorient,fr Ligue 1,21,2000,3.0,84.0,122.0,68.9,1266.0,390.0,47.0,58.0,81.0,25.0,37.0,67.6,7.0,16.0,43.8,0,0.0,0.2,0.0,0.0,1.0,2.0,2.0,6.0
1554,Anthony Losilla,fr FRA,CC,Bochum,de Bundesliga,35,1986,32.6,960.0,1259.0,76.3,19031.0,5050.0,339.0,442.0,76.7,437.0,539.0,81.1,162.0,209.0,77.5,0,0.7,1.2,-0.7,16.0,55.0,11.0,2.0,96.0
1555,Jonas Lössl,dk DEN,PO,Brentford,eng Premier League,32,1989,2.0,42.0,61.0,68.9,1177.0,782.0,6.0,6.0,100.0,17.0,18.0,94.4,18.0,36.0,50.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
1556,Marcel Lotka,pl POL,PO,Hertha BSC,de Bundesliga,20,2001,9.8,201.0,336.0,59.8,6643.0,5439.0,28.0,29.0,96.6,83.0,87.0,95.4,90.0,219.0,41.1,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
1557,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,22,1998,19.8,818.0,1011.0,80.9,11873.0,4589.0,502.0,558.0,90.0,246.0,301.0,81.7,44.0,74.0,59.5,0,1.2,1.6,-1.2,14.0,55.0,15.0,11.0,79.0
1558,Johaneko Louisjean,fr FRA,DF,Bordeaux,fr Ligue 1,17,2004,0.1,5.0,6.0,83.3,87.0,28.0,1.0,1.0,100.0,2.0,3.0,66.7,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1559,Imran Louza,ma MAR,CC,Watford,eng Premier League,22,1999,15.7,521.0,711.0,73.3,9666.0,3088.0,208.0,254.0,81.9,226.0,284.0,79.6,75.0,143.0,52.4,0,1.1,1.1,-1.1,15.0,63.0,8.0,1.0,67.0
3121,Matteo Lovato,it ITA,DF,Atalanta,it Serie A,21,2000,17.2,653.0,786.0,167.5,13088.0,5202.0,216.0,242.0,180.2,337.0,377.0,177.2,87.0,135.0,137.2,0,0.4,0.1,-0.4,6.0,35.0,3.0,0.0,31.0
1562,Eduard Löwen,de GER,CC,Bochum,de Bundesliga,24,1997,15.7,427.0,657.0,65.0,8014.0,3075.0,194.0,247.0,78.5,139.0,194.0,71.6,74.0,142.0,52.1,2,4.1,3.8,-2.1,38.0,53.0,11.0,5.0,67.0
1563,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,32,1989,19.7,599.0,887.0,67.5,10846.0,5050.0,302.0,344.0,87.8,197.0,286.0,68.9,90.0,208.0,43.3,2,2.1,1.6,-0.1,18.0,65.0,21.0,9.0,74.0
1564,Anthony Lozano,hn HON,"DL,CC",Cádiz,es La Liga,28,1993,18.6,175.0,282.0,62.1,2419.0,629.0,107.0,151.0,70.9,44.0,69.0,63.8,10.0,21.0,47.6,2,0.9,1.1,1.1,10.0,15.0,6.0,3.0,25.0
1565,Hirving Lozano,mx MEX,DL,Napoli,it Serie A,26,1995,17.9,454.0,585.0,77.6,6134.0,1388.0,298.0,342.0,87.1,126.0,157.0,80.3,13.0,23.0,56.5,5,2.2,2.6,2.8,28.0,22.0,32.0,12.0,53.0
1566,Jean Lucas,br BRA,CC,Monaco,fr Ligue 1,23,1998,16.1,638.0,820.0,77.8,10614.0,2591.0,317.0,364.0,87.1,234.0,283.0,82.7,63.0,112.0,56.3,1,1.8,2.1,-0.8,17.0,74.0,15.0,5.0,81.0
1567,Anderson Lucoqui,ao ANG,DF,Mainz 05,de Bundesliga,24,1997,8.3,147.0,246.0,59.8,2438.0,1085.0,73.0,96.0,76.0,60.0,92.0,65.2,12.0,44.0,27.3,0,0.3,0.3,-0.3,6.0,11.0,3.0,2.0,15.0
1568,Florentino Luís,pt POR,CC,Getafe,es La Liga,21,1999,11.0,341.0,436.0,78.2,5713.0,1597.0,164.0,201.0,81.6,136.0,161.0,84.5,31.0,43.0,72.1,1,0.3,0.5,0.7,9.0,39.0,3.0,0.0,33.0
1569,José Luis Gayà,es ESP,DF,Valencia,es La Liga,26,1995,20.8,650.0,903.0,72.0,11938.0,4642.0,282.0,326.0,86.5,281.0,360.0,78.1,78.0,176.0,44.3,4,2.6,2.5,1.4,23.0,38.0,31.0,18.0,67.0
1570,José Luis Morales,es ESP,"DL,CC",Levante,es La Liga,34,1987,30.2,497.0,774.0,64.2,8019.0,2631.0,273.0,339.0,80.5,149.0,223.0,66.8,52.0,114.0,45.6,7,5.2,3.8,1.8,36.0,47.0,36.0,10.0,97.0
1571,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,31,1990,29.7,1349.0,1663.0,81.1,26093.0,9737.0,469.0,539.0,87.0,700.0,802.0,87.3,160.0,265.0,60.4,0,0.4,0.6,-0.4,5.0,89.0,7.0,2.0,113.0
1572,Luismi,es ESP,"DL,CC",Sevilla,es La Liga,20,2001,0.1,3.0,7.0,42.9,42.0,33.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1573,Douglas Luiz,br BRA,CC,Aston Villa,eng Premier League,23,1998,30.2,1290.0,1550.0,83.2,21991.0,7065.0,567.0,644.0,88.0,559.0,629.0,88.9,121.0,210.0,57.6,3,2.5,2.2,0.5,37.0,107.0,19.0,2.0,105.0
1574,Romelu Lukaku,be BEL,DL,Chelsea,eng Premier League,28,1993,17.7,231.0,327.0,70.6,2627.0,415.0,157.0,194.0,80.9,43.0,65.0,66.2,6.0,12.0,50.0,0,3.0,1.7,-3.0,24.0,10.0,9.0,0.0,19.0
1575,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,18,2002,23.3,1506.0,1673.0,90.0,27726.0,10237.0,531.0,573.0,92.7,859.0,917.0,93.7,106.0,147.0,72.1,0,0.2,0.2,-0.2,4.0,66.0,2.0,0.0,80.0
3153,Dodi Lukebakio,be BEL,DL,Hertha BSC,de Bundesliga,23,1997,11.8,251.0,338.0,140.3,3817.0,694.0,135.0,165.0,158.9,75.0,99.0,146.4,23.0,38.0,133.8,2,2.4,2.1,-0.4,11.0,14.0,10.0,4.0,25.0
1578,Saša Lukić,rs SRB,CC,Torino,it Serie A,24,1996,33.1,1512.0,1741.0,86.8,26251.0,6157.0,649.0,714.0,90.9,691.0,760.0,90.9,129.0,164.0,78.7,4,4.0,3.4,0.0,32.0,146.0,18.0,3.0,148.0
1579,Levi Lumeka,eng ENG,"CC,DL",Troyes,fr Ligue 1,22,1998,0.7,10.0,16.0,62.5,125.0,19.0,5.0,5.0,100.0,2.0,6.0,33.3,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1580,Andriy Lunin,ua UKR,PO,Real Madrid,es La Liga,22,1999,2.0,70.0,80.0,87.5,1696.0,1086.0,12.0,12.0,100.0,43.0,46.0,93.5,15.0,22.0,68.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581,Andrey Lunyov,ru RUS,PO,Leverkusen,de Bundesliga,29,1991,1.0,43.0,49.0,87.8,1028.0,707.0,9.0,9.0,100.0,27.0,27.0,100.0,7.0,13.0,53.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,24,1996,21.8,821.0,982.0,83.6,16406.0,6050.0,249.0,279.0,89.2,478.0,524.0,91.2,88.0,159.0,55.3,1,0.5,0.4,0.5,9.0,56.0,5.0,2.0,76.0
1583,Andreas Luthe,de GER,PO,Union Berlin,de Bundesliga,34,1987,27.0,660.0,1005.0,65.7,19469.0,14518.0,119.0,120.0,99.2,290.0,300.0,96.7,249.0,576.0,43.2,0,0.0,0.1,0.0,0.0,26.0,0.0,0.0,0.0
1584,Lyanco,br BRA,DF,Southampton,eng Premier League,24,1997,10.1,282.0,397.0,71.0,5428.0,2134.0,94.0,107.0,87.9,158.0,189.0,83.6,25.0,89.0,28.1,0,0.1,0.1,-0.1,3.0,25.0,2.0,0.0,18.0
1585,Charalambos Lykogiannis,gr GRE,"DF,DL",Cagliari,it Serie A,27,1993,20.2,460.0,766.0,60.1,8461.0,3808.0,194.0,252.0,77.0,220.0,337.0,65.3,43.0,136.0,31.6,0,1.1,1.0,-1.1,12.0,33.0,9.0,7.0,34.0
1586,Yannis M'Bemba,fr FRA,"DF,DL",Nantes,fr Ligue 1,20,2001,0.1,4.0,4.0,100.0,51.0,9.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1587,Alexis Mac Allister,ar ARG,"CC,DL",Brighton,eng Premier League,22,1998,23.6,858.0,1066.0,80.5,14410.0,4157.0,411.0,473.0,86.9,328.0,370.0,88.6,78.0,133.0,58.6,2,1.9,2.6,0.1,31.0,104.0,25.0,2.0,137.0
1588,Deiver Machado,co COL,"DF,CC",Lens,fr Ligue 1,27,1993,5.8,211.0,256.0,82.4,3297.0,998.0,100.0,110.0,90.9,96.0,108.0,88.9,8.0,19.0,42.1,1,0.9,0.8,0.1,8.0,5.0,5.0,5.0,12.0
1589,Darwin Machís,ve VEN,"CC,DL",Granada,es La Liga,28,1993,15.3,273.0,429.0,63.6,4813.0,1460.0,132.0,157.0,84.1,95.0,143.0,66.4,35.0,78.0,44.9,2,2.3,2.7,-0.3,18.0,26.0,18.0,10.0,35.0
1590,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1998,17.0,748.0,1002.0,74.7,12088.0,4019.0,404.0,473.0,85.4,260.0,332.0,78.3,59.0,122.0,48.4,0,1.4,1.3,-1.4,13.0,62.0,18.0,12.0,70.0
1591,James Maddison,eng ENG,"CC,DL",Leicester City,eng Premier League,24,1996,27.3,796.0,1089.0,73.1,13401.0,4128.0,389.0,453.0,85.9,292.0,365.0,80.0,89.0,198.0,44.9,8,5.1,3.9,2.9,48.0,82.0,38.0,7.0,136.0
1592,Niki Mäenpää,fi FIN,PO,Venezia,it Serie A,36,1985,16.5,353.0,523.0,67.5,9427.0,6883.0,95.0,96.0,99.0,152.0,156.0,97.4,102.0,265.0,38.5,1,0.3,0.3,0.7,1.0,4.0,1.0,0.0,0.0
1593,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,24,1997,32.7,888.0,1328.0,66.9,14240.0,5931.0,466.0,554.0,84.1,333.0,493.0,67.5,62.0,193.0,32.1,4,2.1,3.2,1.9,28.0,30.0,30.0,21.0,53.0
1594,Louis Mafouta,cf CTA,DL,Metz,fr Ligue 1,27,1994,5.8,110.0,141.0,78.0,1273.0,190.0,69.0,85.0,81.2,25.0,31.0,80.6,2.0,5.0,40.0,0,0.2,0.4,-0.2,2.0,5.0,0.0,0.0,4.0
1595,Giulio Maggiore,it ITA,CC,Spezia,it Serie A,23,1998,31.3,834.0,1123.0,74.3,13492.0,4437.0,421.0,507.0,83.0,332.0,400.0,83.0,59.0,138.0,42.8,3,2.4,1.9,0.6,31.0,96.0,28.0,1.0,120.0
1596,Matej Maglica,hr CRO,CC,Stuttgart,de Bundesliga,22,1998,0.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1597,Francesco Magnanelli,it ITA,CC,Sassuolo,it Serie A,36,1984,3.0,228.0,255.0,89.4,3913.0,1045.0,111.0,119.0,93.3,85.0,90.0,94.4,24.0,34.0,70.6,0,0.0,0.1,0.0,1.0,24.0,1.0,0.0,20.0
3197,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,25,1995,8.600000000000001,304.0,384.0,159.9,5881.0,2117.0,96.0,114.0,169.3,173.0,199.0,176.5,31.0,58.0,106.69999999999999,0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,15.0
1600,Hugo Magnetti,fr FRA,CC,Brest,fr Ligue 1,23,1998,16.3,574.0,684.0,83.9,10444.0,2437.0,228.0,256.0,89.1,247.0,273.0,90.5,73.0,105.0,69.5,1,0.8,0.7,0.2,7.0,60.0,8.0,1.0,68.0
1601,Yohann Magnin,fr FRA,"CC,DF",Clermont Foot,fr Ligue 1,24,1997,19.1,727.0,904.0,80.4,11703.0,3387.0,374.0,429.0,87.2,265.0,305.0,86.9,59.0,104.0,56.7,0,0.6,0.9,-0.6,8.0,65.0,15.0,2.0,79.0
1602,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,28,1993,27.9,1353.0,1578.0,85.7,27400.0,9647.0,436.0,476.0,91.6,722.0,792.0,91.2,174.0,265.0,65.7,0,0.1,0.6,-0.1,4.0,116.0,2.0,0.0,115.0
1603,Riyad Mahrez,dz ALG,DL,Manchester City,eng Premier League,30,1991,16.6,777.0,947.0,82.0,11969.0,2132.0,443.0,486.0,91.2,264.0,313.0,84.3,53.0,102.0,52.0,5,4.2,3.8,0.8,39.0,27.0,34.0,6.0,70.0
1604,Arne Maier,de GER,CC,Augsburg,de Bundesliga,22,1999,20.7,609.0,849.0,71.7,11377.0,3577.0,249.0,300.0,83.0,235.0,315.0,74.6,99.0,171.0,57.9,6,3.5,3.1,2.5,33.0,55.0,19.0,6.0,83.0
1605,Habib Maïga,ci CIV,CC,Metz,fr Ligue 1,25,1996,14.1,458.0,577.0,79.4,7408.0,2251.0,232.0,268.0,86.6,181.0,220.0,82.3,28.0,55.0,50.9,0,0.4,0.4,-0.4,10.0,47.0,3.0,1.0,53.0
1606,Mike Maignan,fr FRA,PO,Milan,it Serie A,26,1995,32.0,913.0,1154.0,79.1,24884.0,17336.0,172.0,172.0,100.0,429.0,431.0,99.5,305.0,543.0,56.2,1,0.4,0.1,0.6,2.0,36.0,2.0,0.0,1.0
3215,Ainsley Maitland-Niles,eng ENG,CC,Arsenal,eng Premier League,23,1997,8.4,355.0,464.0,153.2,5890.0,1915.0,172.0,200.0,168.0,150.0,184.0,165.8,26.0,54.0,95.0,0,0.8999999999999999,1.5,-0.8999999999999999,8.0,31.0,10.0,5.0,39.0
1609,Josh Maja,ng NGA,DL,Bordeaux,fr Ligue 1,22,1998,0.1,4.0,5.0,80.0,51.0,12.0,3.0,3.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0,0.1,0.0,-0.1,1.0,0.0,1.0,0.0,1.0
1610,Abdul Majeed Waris,gh GHA,"DL,CC",Strasbourg,fr Ligue 1,29,1991,3.6,97.0,132.0,73.5,1324.0,306.0,62.0,75.0,82.7,26.0,35.0,74.3,4.0,7.0,57.1,0,0.5,1.1,-0.5,4.0,6.0,3.0,2.0,11.0
1611,Lovro Majer,hr CRO,"CC,DL",Rennes,fr Ligue 1,23,1998,20.4,801.0,1052.0,76.1,13554.0,3712.0,383.0,443.0,86.5,298.0,371.0,80.3,87.0,160.0,54.4,8,5.2,5.7,2.8,45.0,85.0,30.0,5.0,147.0
1612,Jean-Victor Makengo,fr FRA,CC,Udinese,it Serie A,23,1998,26.1,702.0,843.0,83.3,10197.0,2658.0,404.0,449.0,90.0,232.0,266.0,87.2,32.0,49.0,65.3,3,2.2,1.3,0.8,26.0,70.0,15.0,3.0,95.0
1613,Béni Makouana,cg CGO,"DL,CC",Montpellier,fr Ligue 1,18,2002,3.6,54.0,80.0,67.5,665.0,144.0,35.0,45.0,77.8,12.0,17.0,70.6,1.0,2.0,50.0,0,0.5,0.6,-0.5,4.0,5.0,3.0,1.0,2.0
