RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados
549,Patrick Ciurria,it ITA,"DF,CC",Monza,it Serie A,27,1995,30.6,4,0,0,32,41,8,98,7,18,0.0,0.0,0,138.0,12.0,13.0,48.0
550,Bobby Clark,eng ENG,CC,Liverpool,eng Premier League,17,2005,0.1,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
551,Alexis Claude-Maurice,fr FRA,DL,Nice,fr Ligue 1,24,1998,0.7,0,0,0,0,2,0,1,2,2,0.0,0.0,0,1.0,2.0,0.0,100.0
552,Alexis Claude-Maurice,fr FRA,"CC,DL",Lens,fr Ligue 1,24,1998,6.7,0,0,0,7,16,0,7,2,9,0.0,0.0,0,25.0,4.0,2.0,66.7
553,Jonathan Clauss,fr FRA,DF,Marseille,fr Ligue 1,29,1992,28.8,1,0,0,25,12,3,110,31,28,0.0,1.0,0,180.0,10.0,17.0,37.0
554,Carlos Clerc,es ESP,"DF,CC",Elche,es La Liga,30,1992,29.3,5,0,0,32,31,2,89,28,51,0.0,0.0,0,151.0,20.0,22.0,47.6
555,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,31,1991,18.2,3,0,0,10,8,0,21,19,16,0.0,0.0,0,81.0,6.0,18.0,25.0
556,Conor Coady,eng ENG,DF,Everton,eng Premier League,29,1993,23.3,2,0,0,11,13,2,1,14,9,0.0,0.0,0,92.0,25.0,24.0,51.0
557,Nicolò Cocetta,it ITA,DF,Udinese,it Serie A,18,2003,0.4,0,0,0,0,0,0,0,1,0,0.0,0.0,0,3.0,0.0,0.0,
558,Marcus Coco,fr FRA,"DL,CC",Nantes,fr Ligue 1,26,1996,7.1,2,0,0,19,11,3,24,14,15,0.0,0.0,0,50.0,17.0,33.0,34.0
559,Alexandre Coeff,fr FRA,DF,Auxerre,fr Ligue 1,30,1992,6.5,0,0,0,3,1,0,5,8,5,0.0,0.0,0,29.0,6.0,7.0,46.2
560,Jack Colback,eng ENG,CC,Nott'ham Forest,eng Premier League,32,1989,5.5,0,0,0,9,8,0,1,3,13,0.0,0.0,0,24.0,4.0,8.0,33.3
561,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,33,1988,18.4,1,0,0,10,21,2,22,22,26,0.0,0.0,0,100.0,18.0,16.0,52.9
562,David Čolina,hr CRO,"DF,DL",Augsburg,de Bundesliga,22,2000,1.8,0,0,0,1,4,0,6,4,1,0.0,0.0,0,20.0,1.0,4.0,20.0
563,Álex Collado,es ESP,CC,Elche,es La Liga,23,1999,8.1,1,0,0,9,10,1,18,2,14,0.0,0.0,0,33.0,4.0,8.0,33.3
564,Diego Collado,es ESP,DL,Villarreal,es La Liga,21,2001,0.1,0,0,0,0,0,0,2,0,0,0.0,0.0,0,0.0,0.0,0.0,
565,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,29,1992,15.4,5,0,0,15,18,1,0,22,10,0.0,0.0,0,73.0,27.0,30.0,47.4
566,Nathan Collins,ie IRL,DF,Wolves,eng Premier League,21,2001,20.2,2,1,0,17,9,1,0,21,15,0.0,0.0,0,96.0,37.0,31.0,54.4
567,Lorenzo Colombo,it ITA,DL,Lecce,it Serie A,20,2002,16.8,4,0,0,36,16,8,10,2,9,0.0,0.0,0,52.0,41.0,118.0,25.8
568,Andrea Colpani,it ITA,CC,Monza,it Serie A,23,1999,10.5,1,0,0,22,26,0,33,3,9,1.0,0.0,0,55.0,6.0,10.0,37.5
569,Levi Colwill,eng ENG,DF,Brighton,eng Premier League,19,2003,13.6,1,0,0,8,10,0,1,15,7,0.0,0.0,0,74.0,45.0,18.0,71.4
570,Kingsley Coman,fr FRA,"DL,CC",Bayern Munich,de Bundesliga,26,1996,15.7,2,1,1,9,21,5,74,2,8,1.0,0.0,0,71.0,11.0,10.0,52.4
571,Eray Cömert,ch SUI,DF,Valencia,es La Liga,24,1998,18.6,5,1,0,22,11,1,1,29,23,0.0,0.0,0,106.0,44.0,31.0,58.7
572,Santi Comesaña,es ESP,CC,Rayo Vallecano,es La Liga,25,1996,27.2,6,0,0,49,28,4,17,32,44,0.0,0.0,0,173.0,32.0,44.0,42.1
573,Andrea Consigli,it ITA,PO,Sassuolo,it Serie A,35,1987,35.0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,32.0,9.0,1.0,90.0
574,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,24,1998,14.6,0,0,0,12,12,4,37,6,17,0.0,2.0,0,71.0,16.0,7.0,69.6
575,Andrea Conti,it ITA,DF,Sampdoria,it Serie A,28,1994,0.3,0,0,0,0,1,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,
576,Lewis Cook,eng ENG,CC,Bournemouth,eng Premier League,25,1997,19.1,4,0,0,15,10,0,45,23,22,0.0,0.0,0,129.0,7.0,10.0,41.2
577,Steve Cook,eng ENG,DF,Nott'ham Forest,eng Premier League,31,1991,10.6,4,0,0,5,2,0,1,12,4,0.0,1.0,0,35.0,27.0,10.0,73.0
578,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,30,1991,15.8,5,0,0,12,10,0,1,34,23,0.0,0.0,0,107.0,56.0,32.0,63.6
579,Copete,es ESP,DF,Mallorca,es La Liga,22,1999,24.5,7,1,0,47,24,2,9,44,28,0.0,1.0,0,113.0,39.0,16.0,70.9
580,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,18,2003,13.1,5,0,0,10,0,0,3,14,17,0.0,1.0,0,70.0,47.0,34.0,58.0
581,Francis Coquelin,fr FRA,CC,Villarreal,es La Liga,31,1991,8.3,2,0,0,11,7,0,5,9,13,0.0,0.0,0,36.0,6.0,4.0,60.0
582,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,31,1990,8.7,3,0,0,16,18,1,43,14,6,0.0,0.0,0,52.0,12.0,10.0,54.5
583,Alex Cordaz,it ITA,PO,Inter,it Serie A,39,1983,0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
584,Maxwel Cornet,ci CIV,DL,West Ham,eng Premier League,25,1996,2.7,0,0,0,2,2,9,6,2,3,0.0,0.0,0,15.0,6.0,11.0,35.3
585,Jesús Corona,mx MEX,DL,Sevilla,es La Liga,29,1993,1.2,0,0,0,2,5,1,3,1,0,0.0,0.0,0,5.0,0.0,2.0,0.0
586,Ángel Correa,ar ARG,"DL,CC",Atlético Madrid,es La Liga,27,1995,16.2,3,1,0,19,20,14,22,10,6,0.0,0.0,0,63.0,5.0,16.0,23.8
587,Joaquín Correa,ar ARG,DL,Inter,it Serie A,27,1994,10.6,1,0,0,12,18,2,2,3,7,0.0,0.0,0,41.0,4.0,12.0,25.0
588,Thierry Correia,pt POR,DF,Valencia,es La Liga,23,1999,22.3,5,0,0,39,44,1,87,24,52,2.0,0.0,0,149.0,24.0,20.0,54.5
589,Alessandro Cortinovis,it ITA,CC,Hellas Verona,it Serie A,21,2001,0.1,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,3.0,0.0
590,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,29,1993,13.7,0,0,0,8,3,4,52,9,16,0.0,0.0,0,81.0,18.0,11.0,62.1
591,David Pereira da Costa,pt POR,"CC,DL",Lens,fr Ligue 1,21,2001,15.6,2,0,0,14,14,0,52,11,7,1.0,0.0,0,67.0,3.0,11.0,21.4
592,Diego Costa,es ESP,DL,Wolves,eng Premier League,33,1988,13.8,5,1,0,29,10,16,6,2,1,0.0,0.0,0,25.0,30.0,59.0,33.7
593,Jaume Costa,es ESP,DF,Mallorca,es La Liga,34,1988,28.9,10,0,0,44,32,7,75,22,34,0.0,0.0,0,122.0,30.0,26.0,53.6
594,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,21,2001,4.6,0,0,0,2,4,0,0,4,4,0.0,0.0,1,24.0,5.0,3.0,62.5
595,Nuno da Costa,cv CPV,"DL,CC",Auxerre,fr Ligue 1,31,1991,22.3,5,1,1,37,57,5,15,20,23,0.0,0.0,0,67.0,45.0,68.0,39.8
596,Samu Costa,pt POR,CC,Almería,es La Liga,21,2000,22.1,5,0,0,51,44,4,8,37,31,0.0,0.0,0,143.0,48.0,24.0,66.7
597,Benoît Costil,fr FRA,PO,Auxerre,fr Ligue 1,35,1987,19.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,18.0,2.0,0.0,100.0
598,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,29,1992,23.7,5,0,0,30,21,1,113,38,31,0.0,0.0,0,150.0,40.0,22.0,64.5
599,Lassana Coulibaly,ml MLI,CC,Salernitana,it Serie A,26,1996,32.1,12,0,0,53,50,1,10,25,50,0.0,0.0,0,222.0,29.0,38.0,43.3
600,Soumaïla Coulibaly,fr FRA,DF,Dortmund,de Bundesliga,18,2003,0.5,0,0,0,1,0,0,0,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0
601,Tanguy Coulibaly,fr FRA,"DL,DF",Stuttgart,de Bundesliga,21,2001,3.6,3,0,0,8,5,3,10,3,9,0.0,0.0,0,26.0,0.0,5.0,0.0
602,Thibaut Courtois,be BEL,PO,Real Madrid,es La Liga,30,1992,31.0,0,0,0,0,3,0,0,3,0,0.0,0.0,0,59.0,9.0,0.0,100.0
603,Mathieu Coutadeur,fr FRA,CC,Ajaccio,fr Ligue 1,36,1986,21.6,2,0,0,6,13,0,5,19,13,0.0,0.0,0,150.0,9.0,13.0,40.9
604,Philippe Coutinho,br BRA,"CC,DL",Aston Villa,eng Premier League,30,1992,8.8,3,0,0,16,14,2,19,4,14,0.0,0.0,0,41.0,3.0,13.0,18.8
605,Yan Couto,br BRA,"DF,CC",Girona,es La Liga,20,2002,12.9,3,0,0,12,15,2,63,5,18,0.0,0.0,0,78.0,1.0,7.0,12.5
606,Conor Coventry,ie IRL,"CC,DL",West Ham,eng Premier League,22,2000,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
607,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,23,1999,14.2,3,0,0,8,19,3,14,21,21,0.0,0.0,0,62.0,21.0,23.0,47.7
608,Nicolas Cozza,fr FRA,DF,Wolfsburg,de Bundesliga,23,1999,1.1,0,0,0,0,1,0,0,0,3,0.0,0.0,0,6.0,1.0,0.0,100.0
609,Alessio Cragno,it ITA,PO,Monza,it Serie A,28,1994,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,
610,Matthew Craig,sct SCO,CC,Tottenham,eng Premier League,19,2003,0.2,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,
611,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,32,1989,24.8,3,0,0,9,9,2,133,27,11,0.0,0.0,0,120.0,28.0,27.0,50.9
612,Bryan Cristante,it ITA,"CC,DF",Roma,it Serie A,27,1995,32.6,8,1,0,52,19,2,11,18,62,0.0,0.0,0,209.0,75.0,41.0,64.7
613,Domen Črnigoj,si SVN,CC,Salernitana,it Serie A,26,1995,3.3,1,0,0,6,2,0,0,9,3,0.0,0.0,0,21.0,5.0,7.0,41.7
614,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,30,1992,22.9,7,0,0,17,9,1,35,13,14,0.0,0.0,0,94.0,18.0,22.0,45.0
615,Juan Cruz,es ESP,DL,Betis,es La Liga,22,2000,2.0,1,0,0,4,2,1,6,0,0,0.0,0.0,0,8.0,1.0,2.0,33.3
616,Juan Cuadrado,co COL,"DF,DL",Juventus,it Serie A,34,1988,23.1,6,1,0,33,44,2,83,24,34,1.0,0.0,0,115.0,11.0,13.0,45.8
617,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,24,1998,18.6,4,0,0,16,21,1,44,16,33,0.0,0.0,0,120.0,16.0,13.0,55.2
618,Jorge Cuenca,es ESP,DF,Villarreal,es La Liga,22,1999,5.6,1,0,0,4,1,0,1,6,7,0.0,1.0,0,28.0,15.0,7.0,68.2
619,Braian Cufré,ar ARG,DF,Mallorca,es La Liga,25,1996,2.4,0,0,0,5,3,2,1,2,2,0.0,0.0,0,13.0,0.0,1.0,0.0
620,Mickaël Cuisance,fr FRA,CC,Sampdoria,it Serie A,22,1999,6.9,1,0,0,8,5,1,20,5,10,0.0,0.0,0,40.0,5.0,12.0,29.4
621,Matheus Cunha,br BRA,DL,Wolves,eng Premier League,23,1999,10.7,1,0,0,20,21,3,8,9,4,0.0,0.0,0,50.0,7.0,37.0,15.9
622,Matheus Cunha,br BRA,"DL,CC",Atlético Madrid,es La Liga,23,1999,4.2,2,0,0,7,6,1,3,2,1,0.0,0.0,0,16.0,3.0,14.0,17.6
623,Curro,es ESP,CC,Almería,es La Liga,26,1996,0.5,1,0,0,1,0,0,1,0,0,0.0,0.0,0,3.0,0.0,2.0,0.0
624,Marco D'Alessandro,it ITA,"DF,DL",Monza,it Serie A,31,1991,3.2,2,0,0,6,9,1,13,1,4,0.0,0.0,0,19.0,2.0,2.0,50.0
625,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,33,1988,8.1,3,1,0,16,11,0,9,10,17,1.0,0.0,0,39.0,8.0,9.0,47.1
626,Luca D'Andrea,it ITA,DL,Sassuolo,it Serie A,17,2004,3.5,0,0,0,4,9,1,7,1,0,0.0,0.0,0,13.0,2.0,3.0,40.0
627,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,34,1988,3.8,2,0,0,8,2,0,2,5,7,0.0,0.0,0,13.0,12.0,7.0,63.2
628,Moanes Dabbur,il ISR,DL,Hoffenheim,de Bundesliga,30,1992,10.4,3,1,0,12,17,10,6,5,8,0.0,0.0,0,44.0,7.0,22.0,24.1
629,Andréa Dacourt,fr FRA,CC,Nice,fr Ligue 1,17,2005,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
630,Colin Dagba,fr FRA,"DF,CC",Strasbourg,fr Ligue 1,23,1998,10.6,3,0,0,14,6,1,35,17,20,0.0,0.0,0,51.0,3.0,5.0,37.5
631,Finn Dahmen,de GER,PO,Mainz 05,de Bundesliga,24,1998,8.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,18.0,7.0,1.0,87.5
632,Mahmoud Dahoud,de GER,CC,Dortmund,de Bundesliga,26,1996,3.7,1,0,0,3,2,0,3,7,9,0.0,0.0,0,24.0,1.0,3.0,25.0
633,Patson Daka,zm ZAM,DL,Leicester City,eng Premier League,23,1998,13.2,2,0,0,23,15,7,8,7,8,1.0,0.0,0,36.0,26.0,45.0,36.6
634,Thijs Dallinga,nl NED,DL,Toulouse,fr Ligue 1,21,2000,26.1,4,0,0,35,19,22,18,3,6,0.0,0.0,0,41.0,56.0,68.0,45.2
635,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,23,1999,23.9,6,0,0,21,3,0,44,37,41,0.0,0.0,0,152.0,39.0,18.0,68.4
636,Muhammed Damar,de GER,CC,Hoffenheim,de Bundesliga,18,2004,1.8,0,0,0,6,1,0,2,0,3,0.0,0.0,0,12.0,2.0,2.0,50.0
637,Mikkel Damsgaard,dk DEN,"CC,DL",Brentford,eng Premier League,22,2000,11.0,4,0,0,13,11,0,29,10,21,0.0,0.0,0,70.0,10.0,9.0,52.6
638,Flavius Daniliuc,at AUT,DF,Salernitana,it Serie A,21,2001,24.4,9,0,0,33,4,0,0,29,29,0.0,0.0,0,132.0,39.0,28.0,58.2
639,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,21,2001,1.0,0,0,0,2,0,0,2,0,0,0.0,0.0,0,5.0,1.0,0.0,100.0
640,Danilo,br BRA,CC,Nott'ham Forest,eng Premier League,21,2001,10.8,1,0,0,4,3,2,3,9,7,0.0,0.0,0,60.0,4.0,14.0,22.2
641,Danilo,br BRA,DF,Juventus,it Serie A,31,1991,35.4,5,0,0,33,17,0,18,47,62,0.0,2.0,0,196.0,53.0,38.0,58.2
642,Arnaut Danjuma,nl NED,"DL,CC",Tottenham,eng Premier League,25,1997,1.9,0,0,0,0,1,1,2,0,0,0.0,0.0,0,1.0,1.0,2.0,33.3
643,Arnaut Danjuma,nl NED,DL,Villarreal,es La Liga,25,1997,5.3,0,0,0,2,7,3,6,0,3,0.0,0.0,0,10.0,0.0,3.0,0.0
644,Kévin Danois,fr FRA,CC,Auxerre,fr Ligue 1,18,2004,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,0,0.0,0.0,0.0,
645,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,23,1998,35.9,7,1,0,39,57,2,0,33,19,1.0,2.0,0,224.0,82.0,32.0,71.9
646,Dante,br BRA,DF,Nice,fr Ligue 1,38,1983,36.7,6,0,0,38,18,0,2,47,40,0.0,1.0,0,261.0,74.0,28.0,72.5
647,Márton Dárdai,de GER,"DF,CC",Hertha BSC,de Bundesliga,20,2002,10.5,2,0,0,11,9,0,1,11,8,0.0,0.0,0,52.0,17.0,17.0,50.0
648,Sergi Darder,es ESP,CC,Espanyol,es La Liga,28,1993,36.9,4,0,0,31,78,2,181,24,38,0.0,0.0,0,205.0,12.0,13.0,48.0
649,Achraf Dari,ma MAR,DF,Brest,fr Ligue 1,23,1999,14.6,1,0,0,13,13,2,1,19,14,1.0,1.0,0,78.0,35.0,24.0,59.3
650,Vladimír Darida,cz CZE,CC,Hertha BSC,de Bundesliga,31,1990,0.3,0,0,0,1,1,0,0,0,1,0.0,0.0,0,1.0,0.0,1.0,0.0
651,Matteo Darmian,it ITA,DF,Inter,it Serie A,32,1989,22.5,3,0,0,21,20,3,28,21,30,0.0,0.0,0,121.0,15.0,23.0,39.5
652,Josh Dasilva,eng ENG,CC,Brentford,eng Premier League,23,1998,15.4,1,0,0,14,23,0,33,5,9,0.0,0.0,0,66.0,6.0,8.0,42.9
653,David Datro Fofana,ci CIV,DL,Chelsea,eng Premier League,19,2002,0.8,0,0,0,3,3,1,1,0,1,0.0,0.0,0,6.0,0.0,0.0,
654,Jonathan David,ca CAN,DL,Lille,fr Ligue 1,22,2000,35.2,6,0,0,41,59,23,7,8,17,0.0,0.0,0,89.0,16.0,64.0,20.0
655,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,21,2000,22.7,0,0,0,9,26,3,25,24,28,0.0,0.0,0,199.0,6.0,6.0,50.0
656,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,29,1993,25.4,4,0,0,30,17,1,35,18,11,0.0,0.0,0,84.0,70.0,53.0,56.9
657,Tom Davies,eng ENG,CC,Everton,eng Premier League,24,1998,6.0,3,0,0,10,6,1,2,4,9,0.0,0.0,0,28.0,7.0,13.0,35.0
658,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,27,1995,18.1,6,1,0,37,13,1,13,23,31,0.0,0.0,0,120.0,43.0,27.0,61.4
659,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,32,1990,8.0,2,0,0,6,3,0,2,6,6,1.0,1.0,0,45.0,14.0,7.0,66.7
660,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,32,1990,15.7,4,0,0,11,10,0,0,12,6,0.0,0.0,0,75.0,34.0,36.0,48.6
661,Kevin De Bruyne,be BEL,CC,Manchester City,eng Premier League,31,1991,26.9,1,0,0,20,29,5,226,9,12,2.0,0.0,0,97.0,13.0,13.0,50.0
662,Charles De Ketelaere,be BEL,"CC,DL",Milan,it Serie A,21,2001,12.4,2,0,0,19,15,2,10,4,12,0.0,0.0,0,56.0,19.0,30.0,38.8
663,Manuel De Luca,it ITA,"DL,CC",Sampdoria,it Serie A,24,1998,0.5,0,0,0,3,2,0,0,0,0,0.0,0.0,0,1.0,0.0,3.0,0.0
664,Tommaso De Nipoti,it ITA,CC,Atalanta,it Serie A,19,2003,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0
665,Rodrigo De Paul,ar ARG,CC,Atlético Madrid,es La Liga,28,1994,21.4,5,0,0,33,49,0,47,8,21,0.0,0.0,0,127.0,6.0,8.0,42.9
666,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,29,1992,11.6,0,0,0,4,11,0,26,4,7,0.0,0.0,0,40.0,10.0,11.0,47.6
667,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,34,1988,7.5,1,0,0,6,6,2,7,3,2,0.0,0.0,1,39.0,14.0,12.0,53.8
668,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,24,1998,19.5,2,0,0,25,9,3,48,20,17,0.0,0.0,0,104.0,31.0,7.0,81.6
669,Koni De Winter,be BEL,DF,Empoli,it Serie A,20,2002,11.4,3,0,0,13,2,0,0,6,9,0.0,0.0,0,58.0,16.0,11.0,59.3
670,Grégoire Defrel,mq MTQ,DL,Sassuolo,it Serie A,31,1991,13.0,3,0,0,14,14,6,1,2,7,0.0,0.0,0,29.0,6.0,24.0,20.0
671,Duccio Degl'Innocenti,it ITA,CC,Empoli,it Serie A,19,2003,0.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,
672,Brecht Dejaegere,be BEL,CC,Toulouse,fr Ligue 1,31,1991,20.1,5,0,0,40,37,1,19,14,23,0.0,1.0,0,86.0,8.0,16.0,33.3
673,Romain Del Castillo,fr FRA,"CC,DL",Brest,fr Ligue 1,26,1996,15.8,2,0,0,19,24,1,101,11,24,1.0,0.0,0,86.0,18.0,24.0,42.9
674,Alberto Del Moral,es ESP,CC,Villarreal,es La Liga,22,2000,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
675,Thomas Delaine,fr FRA,"DF,CC",Strasbourg,fr Ligue 1,30,1992,11.9,3,0,0,15,12,0,66,16,14,0.0,2.0,0,53.0,11.0,11.0,50.0
676,Thomas Delaney,dk DEN,CC,Sevilla,es La Liga,30,1991,3.4,3,0,0,4,5,1,4,4,2,0.0,0.0,0,8.0,9.0,2.0,81.8
677,Thomas Delaney,dk DEN,CC,Hoffenheim,de Bundesliga,30,1991,3.3,0,0,0,3,6,0,3,1,3,0.0,0.0,0,25.0,11.0,4.0,73.3
678,Sacha Delaye,fr FRA,"DL,CC",Montpellier,fr Ligue 1,20,2002,0.2,0,0,0,1,0,0,0,0,0,0.0,0.0,0,3.0,1.0,1.0,50.0
679,Fran Delgado,es ESP,DF,Betis,es La Liga,21,2001,0.1,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,
680,Andy Delort,dz ALG,DL,Nice,fr Ligue 1,30,1991,8.7,0,0,0,8,9,7,15,1,0,0.0,0.0,0,12.0,28.0,25.0,52.8
681,Andy Delort,dz ALG,DL,Nantes,fr Ligue 1,30,1991,5.2,0,0,0,9,4,4,17,0,4,0.0,0.0,0,9.0,12.0,21.0,36.4
682,Karamoko Dembele,sct SCO,"DL,CC",Brest,fr Ligue 1,19,2003,2.0,0,0,0,5,9,0,14,1,0,0.0,0.0,0,13.0,0.0,4.0,0.0
683,Moussa Dembélé,fr FRA,"DL,CC",Lyon,fr Ligue 1,26,1996,9.7,1,0,0,17,3,8,2,2,4,0.0,0.0,0,22.0,29.0,22.0,56.9
684,Ousmane Dembélé,fr FRA,DL,Barcelona,es La Liga,25,1997,15.7,4,0,0,16,19,5,106,0,12,0.0,0.0,0,60.0,4.0,12.0,25.0
685,Siriki Dembélé,ci CIV,"DL,CC",Bournemouth,eng Premier League,25,1996,1.2,0,0,0,1,2,0,3,1,1,0.0,0.0,0,9.0,0.0,4.0,0.0
686,Siriki Dembélé,ci CIV,"CC,DL",Auxerre,fr Ligue 1,25,1996,4.1,1,0,0,8,9,0,6,1,6,0.0,0.0,0,24.0,2.0,8.0,20.0
687,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,24,1998,17.1,5,0,0,13,13,1,2,24,29,0.0,0.0,0,123.0,52.0,29.0,64.2
688,Kerem Demirbay,de GER,CC,Leverkusen,de Bundesliga,29,1993,17.2,5,0,0,31,22,0,90,16,18,0.0,0.0,0,100.0,9.0,11.0,45.0
689,Ermedin Demirović,ba BIH,"DL,CC",Augsburg,de Bundesliga,24,1998,26.3,7,1,0,49,31,11,19,14,14,1.0,0.0,0,83.0,66.0,106.0,38.4
690,Diego Demme,de GER,CC,Napoli,it Serie A,30,1991,1.6,0,0,0,2,3,0,0,0,0,0.0,0.0,0,5.0,2.0,1.0,66.7
691,Sepp van den Berg,nl NED,DF,Schalke 04,de Bundesliga,20,2001,7.7,2,0,0,4,0,0,0,13,4,0.0,0.0,0,45.0,14.0,15.0,48.3
692,Branco van den Boomen,nl NED,CC,Toulouse,fr Ligue 1,27,1995,32.1,6,0,0,33,19,2,282,10,36,0.0,0.0,0,182.0,6.0,12.0,33.3
693,Leander Dendoncker,be BEL,CC,Aston Villa,eng Premier League,27,1995,7.7,0,0,0,1,1,0,2,10,9,0.0,0.0,0,36.0,10.0,8.0,55.6
694,Leander Dendoncker,be BEL,CC,Wolves,eng Premier League,27,1995,2.4,0,0,0,0,0,0,1,9,2,0.0,0.0,0,16.0,2.0,5.0,28.6
695,Emmanuel Dennis,ng NGA,"DL,CC",Nott'ham Forest,eng Premier League,24,1997,8.0,3,0,0,15,29,4,11,2,11,0.0,0.0,0,38.0,13.0,16.0,44.8
696,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,25,1997,24.1,7,0,0,43,31,4,60,18,28,0.0,0.0,0,113.0,24.0,39.0,38.1
697,Fabio Depaoli,it ITA,"DF,CC",Sampdoria,it Serie A,25,1997,1.5,1,0,0,1,7,0,8,1,3,0.0,0.0,0,6.0,0.0,2.0,0.0
698,Kastriot Dermaku,al ALB,DF,Lecce,it Serie A,30,1992,0.4,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
699,Halil Dervişoğlu,tr TUR,CC,Brentford,eng Premier League,22,1999,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
700,Rémy Descamps,fr FRA,PO,Nantes,fr Ligue 1,26,1996,1.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
701,Mikkel Desler,dk DEN,DF,Toulouse,fr Ligue 1,27,1995,25.1,5,1,1,28,32,6,42,36,38,0.0,0.0,0,165.0,23.0,9.0,71.9
702,Cyriel Dessers,ng NGA,DL,Cremonese,it Serie A,27,1994,17.6,3,0,0,34,14,24,8,3,4,0.0,0.0,0,30.0,16.0,48.0,25.0
703,Sergiño Dest,us USA,DF,Milan,it Serie A,21,2000,3.7,0,0,0,6,4,0,4,4,6,0.0,1.0,0,29.0,3.0,1.0,75.0
704,Mattia Destro,it ITA,"DL,CC",Empoli,it Serie A,31,1991,6.4,3,0,0,12,5,7,2,1,1,0.0,1.0,0,9.0,8.0,20.0,28.6
705,Gerard Deulofeu,es ESP,DL,Udinese,it Serie A,28,1994,13.5,1,0,0,8,11,8,59,2,5,0.0,0.0,0,44.0,1.0,4.0,20.0
706,Kiernan Dewsbury-Hall,eng ENG,CC,Leicester City,eng Premier League,23,1998,25.6,5,1,1,37,35,1,46,28,29,0.0,0.0,0,149.0,15.0,13.0,53.6
707,Samuel Di Carmine,it ITA,"DL,CC",Cremonese,it Serie A,33,1988,0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,2.0,0.0
708,Federico Di Francesco,it ITA,"DL,CC",Lecce,it Serie A,28,1994,22.6,5,0,0,43,32,13,45,8,16,1.0,0.0,0,86.0,7.0,21.0,25.0
709,Michele Di Gregorio,it ITA,PO,Monza,it Serie A,25,1997,37.0,0,0,0,0,3,0,0,4,0,0.0,0.0,0,31.0,4.0,1.0,80.0
