RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive.1,PassDead.1,HASTA.1,Dis.1,FR.1,Def.1
814,Edin Džeko,ba BIH,DL,Inter,it Serie A,36,1986,19.2,61.0,3.16,47.0,0.0,1.0,12.0,1.0,0.0,11.0,0.57,7.0,0.0,1.0,3.0,0.0,0.0
815,Malcolm Ebiowei,eng ENG,"CC,DL",Crystal Palace,eng Premier League,18,2003,0.4,1.0,2.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,Festy Ebosele,ie IRL,DF,Udinese,it Serie A,19,2002,4.6,11.0,2.41,8.0,0.0,2.0,0.0,0.0,1.0,2.0,0.44,2.0,0.0,0.0,0.0,0.0,0.0
817,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,23,1999,10.3,8.0,0.78,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,26,1995,21.4,29.0,1.36,22.0,5.0,0.0,1.0,1.0,0.0,4.0,0.19,3.0,0.0,0.0,1.0,0.0,0.0
819,Ederson,br BRA,PO,Manchester City,eng Premier League,28,1993,35.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
820,Éderson,br BRA,CC,Atalanta,it Serie A,23,1999,24.6,55.0,2.23,37.0,1.0,7.0,7.0,1.0,2.0,5.0,0.2,3.0,0.0,1.0,0.0,1.0,0.0
821,Odsonne Édouard,fr FRA,DL,Crystal Palace,eng Premier League,24,1998,20.0,44.0,2.2,32.0,0.0,1.0,9.0,2.0,0.0,4.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0
822,Samuel Edozie,eng ENG,"DL,CC",Southampton,eng Premier League,19,2003,6.3,20.0,3.18,13.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,Maximilian Eggestein,de GER,CC,Freiburg,de Bundesliga,25,1996,27.2,50.0,1.84,44.0,0.0,1.0,1.0,3.0,1.0,5.0,0.18,4.0,0.0,0.0,0.0,1.0,0.0
824,Lilian Egloff,de GER,"CC,DL",Stuttgart,de Bundesliga,19,2002,2.7,10.0,3.75,8.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,2.0,0.0,0.0,0.0,0.0,0.0
825,Íñigo Eguaras,es ESP,CC,Almería,es La Liga,30,1992,10.7,25.0,2.33,22.0,0.0,0.0,1.0,1.0,1.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0
826,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,27,1995,17.1,31.0,1.82,22.0,2.0,0.0,5.0,1.0,1.0,3.0,0.18,2.0,0.0,0.0,0.0,1.0,0.0
827,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,27,1995,0.7,1.0,1.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,Julian Eitschberger,de GER,DL,Hertha BSC,de Bundesliga,18,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,Chidera Ejuke,ng NGA,"DL,CC",Hertha BSC,de Bundesliga,24,1998,9.9,41.0,4.16,28.0,0.0,9.0,1.0,2.0,1.0,5.0,0.51,5.0,0.0,0.0,0.0,0.0,0.0
830,Albin Ekdal,se SWE,CC,Spezia,it Serie A,33,1989,19.3,35.0,1.82,26.0,0.0,1.0,4.0,2.0,2.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
831,Hugo Ekitike,fr FRA,DL,Paris S-G,fr Ligue 1,20,2002,12.8,33.0,2.57,25.0,0.0,3.0,2.0,3.0,0.0,7.0,0.55,6.0,0.0,1.0,0.0,0.0,0.0
832,Emmanuel Ekong,se SWE,"DL,CC",Empoli,it Serie A,20,2002,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,Anthony Elanga,se SWE,DL,Manchester Utd,eng Premier League,20,2002,4.7,17.0,3.59,13.0,0.0,0.0,3.0,1.0,0.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0
834,Alberth Elis,hn HON,"CC,DL",Brest,fr Ligue 1,26,1996,2.9,12.0,4.2,6.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,Mikael Ellertsson,is ISL,"CC,DF",Spezia,it Serie A,20,2002,1.9,5.0,2.65,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,Harvey Elliott,eng ENG,"CC,DL",Liverpool,eng Premier League,19,2003,17.9,75.0,4.19,62.0,1.0,5.0,5.0,1.0,1.0,10.0,0.56,10.0,0.0,0.0,0.0,0.0,0.0
837,Elif Elmas,mk MKD,"DL,CC",Napoli,it Serie A,22,1999,18.1,57.0,3.15,41.0,6.0,6.0,2.0,2.0,0.0,10.0,0.55,7.0,1.0,1.0,1.0,0.0,0.0
838,Mohamed Elneny,eg EGY,CC,Arsenal,eng Premier League,30,1992,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,28,1994,16.1,9.0,0.56,5.0,2.0,0.0,2.0,0.0,0.0,2.0,0.12,0.0,1.0,0.0,1.0,0.0,0.0
840,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,25,1996,31.4,17.0,0.54,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
841,Rodrigo Ely,br BRA,DF,Almería,es La Liga,28,1993,35.1,21.0,0.6,14.0,1.0,1.0,5.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
842,Mohamed Elyounoussi,no NOR,"CC,DL",Southampton,eng Premier League,27,1994,24.1,41.0,1.7,34.0,0.0,1.0,2.0,3.0,1.0,4.0,0.17,4.0,0.0,0.0,0.0,0.0,0.0
843,Adri Embarba,es ESP,"DL,CC",Almería,es La Liga,30,1992,16.4,62.0,3.79,29.0,19.0,7.0,2.0,4.0,1.0,9.0,0.55,3.0,2.0,1.0,2.0,1.0,0.0
844,Adri Embarba,es ESP,DL,Espanyol,es La Liga,30,1992,0.4,2.0,5.14,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,Breel Embolo,ch SUI,DL,Monaco,fr Ligue 1,25,1997,20.7,63.0,3.05,42.0,0.0,6.0,8.0,6.0,1.0,10.0,0.48,5.0,0.0,1.0,3.0,1.0,0.0
846,Emerson,br BRA,DF,Tottenham,eng Premier League,23,1999,19.3,36.0,1.87,32.0,0.0,0.0,1.0,2.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0
847,Youssef En-Nesyri,ma MAR,DL,Sevilla,es La Liga,25,1997,18.5,32.0,1.73,21.0,1.0,2.0,6.0,2.0,0.0,5.0,0.27,3.0,0.0,1.0,1.0,0.0,0.0
848,Wataru Endo,jp JPN,CC,Stuttgart,de Bundesliga,29,1993,32.5,84.0,2.59,67.0,0.0,3.0,4.0,7.0,3.0,9.0,0.28,5.0,0.0,0.0,1.0,2.0,1.0
849,Arne Engels,be BEL,CC,Augsburg,de Bundesliga,18,2003,16.0,47.0,2.94,22.0,17.0,1.0,2.0,4.0,1.0,8.0,0.5,5.0,1.0,1.0,0.0,0.0,1.0
850,Christian Eriksen,dk DEN,CC,Manchester Utd,eng Premier League,30,1992,22.8,71.0,3.12,50.0,17.0,1.0,3.0,0.0,0.0,9.0,0.4,6.0,3.0,0.0,0.0,0.0,0.0
851,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,24,1998,25.9,10.0,0.39,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,Tjark Ernst,de GER,PO,Hertha BSC,de Bundesliga,19,2003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,Gonzalo Escalante,ar ARG,CC,Cremonese,it Serie A,29,1993,6.2,10.0,1.62,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,Gonzalo Escalante,ar ARG,CC,Cádiz,es La Liga,29,1993,12.5,25.0,2.01,22.0,0.0,2.0,1.0,0.0,0.0,3.0,0.24,1.0,0.0,1.0,1.0,0.0,0.0
855,Sergio Escudero,es ESP,DF,Valladolid,es La Liga,32,1989,16.0,35.0,2.19,20.0,7.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,30,1992,34.7,70.0,2.02,59.0,6.0,1.0,0.0,2.0,2.0,7.0,0.2,5.0,1.0,1.0,0.0,0.0,0.0
857,Bernardo Espinosa,co COL,DF,Girona,es La Liga,33,1989,13.6,9.0,0.66,6.0,0.0,0.0,3.0,0.0,0.0,2.0,0.15,1.0,0.0,0.0,1.0,0.0,0.0
858,Salvatore Esposito,it ITA,CC,Spezia,it Serie A,21,2000,10.8,28.0,2.6,13.0,11.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,20,2002,18.3,7.0,0.38,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,24,1998,29.7,87.0,2.93,78.0,4.0,3.0,0.0,2.0,0.0,8.0,0.27,7.0,0.0,0.0,0.0,1.0,0.0
861,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,34,1988,11.7,4.0,0.34,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,Edu Expósito,es ESP,CC,Espanyol,es La Liga,25,1996,12.9,45.0,3.49,30.0,5.0,4.0,3.0,2.0,1.0,9.0,0.7,8.0,0.0,1.0,0.0,0.0,0.0
863,Eberechi Eze,eng ENG,"CC,DL",Crystal Palace,eng Premier League,24,1998,29.3,118.0,4.03,69.0,21.0,11.0,4.0,11.0,2.0,16.0,0.55,9.0,1.0,5.0,0.0,1.0,0.0
864,Kimberly Ezekwem,de GER,DF,Freiburg,de Bundesliga,21,2001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,Nicolás Ezequiel Fernández,ar ARG,"CC,DF",Elche,es La Liga,22,2000,5.7,21.0,3.67,18.0,2.0,0.0,1.0,0.0,0.0,2.0,0.35,2.0,0.0,0.0,0.0,0.0,0.0
866,Abdessamad Ezzalzouli,ma MAR,"DL,CC",Osasuna,es La Liga,20,2001,16.7,58.0,3.47,27.0,5.0,18.0,4.0,3.0,1.0,4.0,0.24,4.0,0.0,0.0,0.0,0.0,0.0
867,Łukasz Fabiański,pl POL,PO,West Ham,eng Premier League,37,1985,34.6,2.0,0.06,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,Fabinho,br BRA,CC,Liverpool,eng Premier League,28,1993,29.7,55.0,1.85,49.0,0.0,0.0,1.0,2.0,3.0,8.0,0.27,7.0,0.0,0.0,0.0,1.0,0.0
869,Fábio,br BRA,"DF,CC",Nantes,fr Ligue 1,32,1990,2.5,10.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0
870,Noah Fadiga,sn SEN,DF,Brest,fr Ligue 1,22,1999,14.5,15.0,1.03,8.0,0.0,3.0,0.0,3.0,1.0,2.0,0.14,1.0,0.0,1.0,0.0,0.0,0.0
871,Wout Faes,be BEL,DF,Leicester City,eng Premier League,24,1998,31.0,22.0,0.71,16.0,0.0,1.0,3.0,0.0,2.0,4.0,0.13,3.0,0.0,0.0,0.0,0.0,1.0
872,Wout Faes,be BEL,DF,Reims,fr Ligue 1,24,1998,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.67,2.0,0.0,0.0,0.0,0.0,0.0
873,Nicolò Fagioli,it ITA,CC,Juventus,it Serie A,21,2001,16.9,39.0,2.31,25.0,4.0,1.0,4.0,5.0,0.0,7.0,0.41,4.0,1.0,0.0,0.0,2.0,0.0
874,Ralf Fährmann,de GER,PO,Schalke 04,de Bundesliga,33,1988,11.4,4.0,0.35,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,Romain Faivre,fr FRA,"CC,DL",Lorient,fr Ligue 1,24,1998,13.8,45.0,3.25,27.0,1.0,10.0,3.0,4.0,0.0,9.0,0.65,5.0,0.0,4.0,0.0,0.0,0.0
876,Romain Faivre,fr FRA,CC,Lyon,fr Ligue 1,24,1998,3.3,13.0,3.87,10.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0
877,Radamel Falcao,co COL,"DL,CC",Rayo Vallecano,es La Liga,36,1986,6.8,10.0,1.46,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,Wladimiro Falcone,it ITA,PO,Lecce,it Serie A,27,1995,38.0,6.0,0.16,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,Fali,es ESP,"DF,CC",Cádiz,es La Liga,28,1993,19.0,11.0,0.58,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
880,Fallou Fall,sn SEN,DF,Reims,fr Ligue 1,18,2004,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,Mamadou Fall,sn SEN,DF,Villarreal,es La Liga,19,2002,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,30,1991,16.5,28.0,1.7,18.0,2.0,4.0,4.0,0.0,0.0,4.0,0.24,2.0,0.0,1.0,1.0,0.0,0.0
883,Ansu Fati,es ESP,DL,Barcelona,es La Liga,19,2002,15.5,50.0,3.23,35.0,1.0,8.0,5.0,0.0,1.0,7.0,0.45,4.0,0.0,1.0,2.0,0.0,0.0
884,Khalil Fayad,fr FRA,CC,Montpellier,fr Ligue 1,18,2004,8.0,19.0,2.38,15.0,2.0,1.0,1.0,0.0,0.0,5.0,0.63,4.0,0.0,0.0,1.0,0.0,0.0
885,Cheikh Faye,sn SEN,DL,Montpellier,fr Ligue 1,23,1999,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,35,1987,11.9,12.0,1.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,Jacopo Fazzini,it ITA,CC,Empoli,it Serie A,19,2003,9.2,24.0,2.62,16.0,3.0,2.0,1.0,2.0,0.0,1.0,0.11,0.0,1.0,0.0,0.0,0.0,0.0
888,Zouhair Feddal,ma MAR,DF,Valladolid,es La Liga,33,1989,4.2,4.0,0.96,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,Nabil Fekir,fr FRA,CC,Betis,es La Liga,29,1993,10.7,56.0,5.24,31.0,10.0,4.0,2.0,9.0,0.0,5.0,0.47,2.0,0.0,1.0,0.0,2.0,0.0
890,Felipe,br BRA,DF,Nott'ham Forest,eng Premier League,33,1989,15.8,15.0,0.95,10.0,0.0,0.0,4.0,1.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
891,Felipe,br BRA,DF,Atlético Madrid,es La Liga,33,1989,2.2,1.0,0.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,Luiz Felipe,it ITA,DF,Betis,es La Liga,25,1997,19.6,7.0,0.36,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
893,João Félix,pt POR,"DL,CC",Chelsea,eng Premier League,22,1999,10.5,31.0,2.96,13.0,2.0,6.0,4.0,6.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
894,João Félix,pt POR,"DL,CC",Atlético Madrid,es La Liga,22,1999,7.2,29.0,4.02,22.0,0.0,3.0,3.0,0.0,1.0,5.0,0.69,4.0,0.0,0.0,1.0,0.0,0.0
895,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,24,1997,16.1,13.0,0.81,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
896,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,31,1991,12.6,24.0,1.9,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,Evan Ferguson,ie IRL,DL,Brighton,eng Premier League,17,2004,10.6,22.0,2.08,15.0,0.0,1.0,6.0,0.0,0.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0
898,Lewis Ferguson,sct SCO,"CC,DL",Bologna,it Serie A,22,1999,25.7,62.0,2.41,45.0,1.0,1.0,8.0,6.0,1.0,5.0,0.19,4.0,0.0,0.0,1.0,0.0,0.0
899,Bruno Fernandes,pt POR,"CC,DL",Manchester Utd,eng Premier League,27,1994,36.8,219.0,5.94,164.0,26.0,8.0,12.0,9.0,0.0,18.0,0.49,16.0,0.0,0.0,1.0,1.0,0.0
900,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,26,1996,27.1,36.0,1.33,18.0,13.0,2.0,2.0,1.0,0.0,5.0,0.18,1.0,3.0,0.0,1.0,0.0,0.0
901,Aitor Fernández,es ESP,PO,Osasuna,es La Liga,31,1991,21.0,4.0,0.19,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
902,Álex Fernández,es ESP,"CC,DL",Cádiz,es La Liga,29,1992,17.5,39.0,2.23,27.0,10.0,1.0,0.0,1.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
903,Álvaro Fernández,es ESP,PO,Espanyol,es La Liga,24,1998,11.0,1.0,0.09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,Carlos Fernández,es ESP,DL,Real Sociedad,es La Liga,26,1996,7.0,16.0,2.27,12.0,0.0,1.0,1.0,2.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
905,Enzo Fernández,ar ARG,CC,Chelsea,eng Premier League,21,2001,17.2,59.0,3.43,49.0,6.0,0.0,2.0,2.0,0.0,6.0,0.35,6.0,0.0,0.0,0.0,0.0,0.0
906,Federico Fernández,ar ARG,DF,Elche,es La Liga,33,1989,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,26,1996,24.0,14.0,0.58,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,Valery Fernández,es ESP,"CC,DF",Girona,es La Liga,22,1999,10.7,29.0,2.7,24.0,1.0,1.0,0.0,3.0,0.0,4.0,0.37,3.0,0.0,0.0,0.0,1.0,0.0
909,Fernando,es ESP,PO,Almería,es La Liga,32,1990,36.5,4.0,0.11,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
910,Fernando,br BRA,"CC,DF",Sevilla,es La Liga,35,1987,17.5,20.0,1.14,18.0,0.0,0.0,0.0,0.0,2.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
911,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,28,1994,9.6,4.0,0.41,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,Alex Ferrari,it ITA,DF,Cremonese,it Serie A,28,1994,11.2,6.0,0.54,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,24,1998,1.5,2.0,1.33,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,Jordan Ferri,fr FRA,CC,Montpellier,fr Ligue 1,30,1992,30.4,71.0,2.33,65.0,1.0,2.0,1.0,2.0,0.0,7.0,0.23,6.0,1.0,0.0,0.0,0.0,0.0
915,Fidel,es ESP,"CC,DL",Elche,es La Liga,32,1989,19.0,66.0,3.46,46.0,11.0,4.0,1.0,4.0,0.0,4.0,0.21,4.0,0.0,0.0,0.0,0.0,0.0
916,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,24,1998,0.5,3.0,5.63,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.87,1.0,0.0,0.0,0.0,0.0,0.0
917,Vincenzo Fiorillo,it ITA,PO,Salernitana,it Serie A,32,1990,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,Roberto Firmino,br BRA,"DL,CC",Liverpool,eng Premier League,30,1991,13.5,46.0,3.41,36.0,0.0,4.0,6.0,0.0,0.0,7.0,0.52,4.0,0.0,1.0,2.0,0.0,0.0
919,Junior Firpo,es ESP,DF,Leeds United,eng Premier League,25,1996,15.2,21.0,1.38,15.0,2.0,0.0,0.0,3.0,1.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0
920,Kilian Fischer,de GER,"DF,DL",Wolfsburg,de Bundesliga,21,2000,5.6,7.0,1.26,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.18,0.0,0.0,0.0,0.0,1.0,0.0
921,Mark Flekken,nl NED,PO,Freiburg,de Bundesliga,29,1993,34.0,10.0,0.29,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0
922,Florian Flick,de GER,CC,Schalke 04,de Bundesliga,22,2000,5.7,7.0,1.23,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923,Alexis Flips,fr FRA,"DL,CC",Reims,fr Ligue 1,22,2000,22.0,95.0,4.32,69.0,13.0,1.0,7.0,1.0,4.0,11.0,0.5,10.0,0.0,0.0,1.0,0.0,0.0
924,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,31,1991,2.3,9.0,4.01,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,Phil Foden,eng ENG,DL,Manchester City,eng Premier League,22,2000,20.5,99.0,4.83,76.0,9.0,6.0,5.0,3.0,0.0,14.0,0.68,10.0,0.0,3.0,0.0,1.0,0.0
926,Seko Fofana,ci CIV,CC,Lens,fr Ligue 1,27,1995,34.1,94.0,2.75,78.0,0.0,7.0,2.0,5.0,2.0,13.0,0.38,10.0,0.0,2.0,0.0,1.0,0.0
927,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,21,2000,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,21,2000,13.1,13.0,0.99,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0
929,Yahia Fofana,ci CIV,PO,Angers,fr Ligue 1,21,2000,11.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
930,Youssouf Fofana,fr FRA,CC,Monaco,fr Ligue 1,23,1999,34.3,78.0,2.27,68.0,0.0,6.0,0.0,2.0,2.0,11.0,0.32,9.0,0.0,0.0,0.0,1.0,1.0
931,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,27,1994,22.0,39.0,1.78,37.0,0.0,0.0,0.0,1.0,1.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
932,José Fonte,pt POR,DF,Lille,fr Ligue 1,38,1983,28.8,16.0,0.56,13.0,0.0,0.0,2.0,1.0,0.0,2.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0
933,Pablo Fornals,es ESP,"DL,CC",West Ham,eng Premier League,26,1996,16.7,57.0,3.41,48.0,4.0,1.0,3.0,0.0,1.0,3.0,0.18,2.0,0.0,1.0,0.0,0.0,0.0
934,Emil Forsberg,se SWE,"CC,DL",RB Leipzig,de Bundesliga,30,1991,16.5,39.0,2.37,28.0,3.0,0.0,4.0,3.0,1.0,7.0,0.43,5.0,1.0,0.0,0.0,0.0,1.0
935,Adam Forshaw,eng ENG,CC,Leeds United,eng Premier League,30,1991,5.3,16.0,3.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,Fraser Forster,eng ENG,PO,Tottenham,eng Premier League,34,1988,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,Philipp Förster,de GER,CC,Bochum,de Bundesliga,27,1995,14.5,44.0,3.03,25.0,15.0,1.0,1.0,2.0,0.0,8.0,0.55,3.0,4.0,0.0,0.0,1.0,0.0
938,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,30,1992,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,24,1998,2.1,5.0,2.36,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,29,1993,19.3,29.0,1.5,25.0,1.0,0.0,2.0,0.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0
941,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,24,1998,21.8,29.0,1.33,28.0,1.0,0.0,0.0,0.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
942,Raphael Framberger,de GER,"DF,DL",Augsburg,de Bundesliga,26,1995,2.0,1.0,0.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,Tyrese Francois,au AUS,DL,Fulham,eng Premier League,22,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
