Unnamed: 0,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,Gls.2017-2018,Dis2017-2018,DaP2017-2018,% de TT2017-2018,T/902017-2018,TalArc/902017-2018,G/T2017-2018,G/TalArc2017-2018,Dist2017-2018,FK2017-2018,TP2017-2018,TPint2017-2018,xG2017-2018,npxG2017-2018,npxG/Sh2017-2018,G-xG2017-2018,np:G-xG2017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,Gls.2018-2019,Dis2018-2019,DaP2018-2019,% de TT2018-2019,T/902018-2019,TalArc/902018-2019,G/T2018-2019,G/TalArc2018-2019,Dist2018-2019,FK2018-2019,TP2018-2019,TPint2018-2019,xG2018-2019,npxG2018-2019,npxG/Sh2018-2019,G-xG2018-2019,np:G-xG2018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,Gls.2019-2020,Dis2019-2020,DaP2019-2020,% de TT2019-2020,T/902019-2020,TalArc/902019-2020,G/T2019-2020,G/TalArc2019-2020,Dist2019-2020,FK2019-2020,TP2019-2020,TPint2019-2020,xG2019-2020,npxG2019-2020,npxG/Sh2019-2020,G-xG2019-2020,np:G-xG2019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,Gls.2020-2021,Dis2020-2021,DaP2020-2021,% de TT2020-2021,T/902020-2021,TalArc/902020-2021,G/T2020-2021,G/TalArc2020-2021,Dist2020-2021,FK2020-2021,TP2020-2021,TPint2020-2021,xG2020-2021,npxG2020-2021,npxG/Sh2020-2021,G-xG2020-2021,np:G-xG2020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,Gls.2021-2022,Dis2021-2022,DaP2021-2022,% de TT2021-2022,T/902021-2022,TalArc/902021-2022,G/T2021-2022,G/TalArc2021-2022,Dist2021-2022,FK2021-2022,TP2021-2022,TPint2021-2022,xG2021-2022,npxG2021-2022,npxG/Sh2021-2022,G-xG2021-2022,np:G-xG2021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,Gls.2022-2023,Dis2022-2023,DaP2022-2023,% de TT2022-2023,T/902022-2023,TalArc/902022-2023,G/T2022-2023,G/TalArc2022-2023,Dist2022-2023,FK2022-2023,TP2022-2023,TPint2022-2023,xG2022-2023,npxG2022-2023,npxG/Sh2022-2023,G-xG2022-2023,np:G-xG2022-2023
3125,Manolo Portanova,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,1,66,6,18.0,2000.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,3,52,6,20.0,2000.0,1.5,0.0,6.0,3.0,140.0,7.79,3.93,0.0,0.0,82.9,1.0,0.0,0.0,0.6,0.6,0.13,-0.6,-0.6,69,9,52,6,21.0,2000.0,14.7,1.0,29.0,12.0,41.4,1.97,0.82,0.03,0.08,20.9,1.0,0.0,0.0,2.9,2.9,0.1,-1.9,-1.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3126,Gaëtan Poussin,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,12,20,5,19.0,1999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,12,20,5,22.0,1999.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3127,José Pozo,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,1,107,4,22.0,1996.0,18.0,3.0,22.0,10.0,45.5,1.22,0.56,0.14,0.3,18.5,0.0,0.0,0.0,2.6,2.6,0.12,0.4,0.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,2,107,4,25.0,1996.0,0.8,0.0,3.0,0.0,0.0,3.75,0.0,0.0,0.0,19.6,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,43,3,107,4,26.0,1996.0,1.0,0.0,1.0,0.0,0.0,1.02,0.0,0.0,0.0,20.9,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
3128,Edgar Prib,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1,59,2,28.0,1989.0,2.2,0.0,6.0,1.0,16.7,2.67,0.45,0.0,0.0,24.6,1.0,0.0,0.0,0.6,0.6,0.1,-0.6,-0.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3129,Quincy Promes,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,10,119,4,26.0,1992.0,17.6,2.0,30.0,4.0,13.3,1.71,0.23,0.07,0.5,20.9,0.0,0.0,1.0,2.9,2.0,0.07,-0.9,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3130,Silvio Proto,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,12,70,6,35.0,1983.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3131,Ivan Provedel,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,12,44,6,24.0,1994.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,12,122,6,26.0,1994.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,12,122,6,27.0,1994.0,30.7,0.0,1.0,1.0,100.0,0.03,0.03,0.0,0.0,68.4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,69,12,70,6,28.0,1994.0,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3132,Javi Puado,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,9,46,4,20.0,1998.0,4.0,0.0,8.0,2.0,25.0,2.01,0.5,0.0,0.0,15.4,0.0,0.0,0.0,0.9,0.9,0.11,-0.9,-0.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,3,46,4,23.0,1998.0,24.9,4.0,40.0,12.0,30.0,1.6,0.48,0.1,0.33,14.9,0.0,0.0,0.0,4.9,4.9,0.12,-0.9,-0.9,43,9,46,4,24.0,1998.0,26.0,7.0,57.0,23.0,40.4,2.19,0.88,0.12,0.3,14.2,0.0,0.0,0.0,7.8,7.8,0.14,-0.8,-0.8
3133,Riqui Puig,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,1,14,4,18.0,1999.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,1,14,4,19.0,1999.0,5.7,0.0,8.0,5.0,62.5,1.41,0.88,0.0,0.0,21.1,0.0,0.0,0.0,0.7,0.7,0.09,-0.7,-0.7,43,3,14,4,20.0,1999.0,3.2,1.0,4.0,2.0,50.0,1.23,0.62,0.25,0.5,18.9,0.0,0.0,0.0,0.6,0.6,0.16,0.4,0.4,43,1,14,4,21.0,1999.0,5.4,1.0,9.0,3.0,33.3,1.66,0.55,0.11,0.33,20.5,0.0,0.0,0.0,0.7,0.7,0.07,0.3,0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3134,Jorge Pulido,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,4,64,4,27.0,1991.0,30.9,3.0,19.0,7.0,36.8,0.61,0.23,0.16,0.43,12.8,0.0,0.0,0.0,2.5,2.5,0.13,0.5,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,4,64,4,29.0,1991.0,32.1,1.0,17.0,2.0,11.8,0.53,0.06,0.06,0.5,14.4,0.0,0.0,0.0,2.6,2.6,0.16,-1.6,-1.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3135,Ignacio Pussetto,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,9,131,6,22.0,1995.0,24.2,4.0,57.0,18.0,31.6,2.36,0.74,0.07,0.22,17.5,0.0,0.0,0.0,5.9,5.9,0.1,-1.9,-1.9,6,9,137,3,23.0,1995.0,4.6,1.0,10.0,4.0,40.0,2.64,1.06,0.1,0.25,17.8,0.0,0.0,0.0,0.9,0.9,0.09,0.1,0.1,6,8,131,6,24.0,1995.0,8.4,3.0,17.0,7.0,41.2,2.03,0.84,0.18,0.43,14.6,0.0,0.0,0.0,2.5,2.5,0.15,0.5,0.5,6,9,131,6,25.0,1995.0,13.4,4.0,31.0,12.0,38.7,2.32,0.9,0.1,0.25,17.6,0.0,1.0,1.0,3.8,3.0,0.1,0.2,0.0,6,2,116,6,26.0,1995.0,1.7,0.0,2.0,2.0,100.0,1.18,1.18,0.0,0.0,14.2,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2
3136,Domingos Quina,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,1,137,3,18.0,1999.0,3.8,1.0,5.0,1.0,20.0,1.33,0.27,0.2,1.0,25.7,0.0,0.0,0.0,0.2,0.2,0.03,0.8,0.8,108,3,137,3,19.0,1999.0,0.2,0.0,1.0,1.0,100.0,4.09,4.09,0.0,0.0,27.3,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,108,1,55,4,20.0,1999.0,3.8,2.0,8.0,3.0,37.5,2.11,0.79,0.25,0.67,21.7,0.0,0.0,0.0,0.3,0.3,0.04,1.7,1.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,1,43,4,22.0,1999.0,3.1,0.0,6.0,0.0,0.0,1.96,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
3137,Xavi Quintillà,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,4,136,4,21.0,1996.0,7.0,0.0,3.0,0.0,0.0,0.43,0.0,0.0,0.0,16.8,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,43,4,136,4,22.0,1996.0,17.5,0.0,3.0,1.0,33.3,0.17,0.06,0.0,0.0,21.9,2.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3138,Nemanja Radonjić,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,9,87,5,22.0,1996.0,7.6,0.0,16.0,2.0,12.5,2.11,0.26,0.0,0.0,18.6,0.0,0.0,0.0,1.1,1.1,0.07,-1.1,-1.1,111,9,87,5,23.0,1996.0,9.8,5.0,30.0,14.0,46.7,3.07,1.43,0.17,0.36,18.3,0.0,0.0,0.0,3.3,3.3,0.11,1.7,1.7,111,8,87,5,24.0,1996.0,11.2,3.0,27.0,13.0,98.3,4.94,2.47,0.24,0.4599999999999999,35.2,0.0,0.0,0.0,3.5,3.5,0.26,-0.5,-0.5,111,8,87,5,25.0,1996.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,3,127,6,26.0,1996.0,16.2,2.0,52.0,17.0,32.7,3.2,1.05,0.04,0.12,17.5,0.0,0.0,0.0,5.0,5.0,0.1,-3.0,-3.0
