Unnamed: 0,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,ACT2017-2018,SCA902017-2018,PassLive2017-2018,PassDead2017-2018,HASTA2017-2018,Dis2017-2018,FR2017-2018,Def2017-2018,ACG2017-2018,GCA902017-2018,PassLive.12017-2018,PassDead.12017-2018,HASTA.12017-2018,Dis.12017-2018,FR.12017-2018,Def.12017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,ACT2018-2019,SCA902018-2019,PassLive2018-2019,PassDead2018-2019,HASTA2018-2019,Dis2018-2019,FR2018-2019,Def2018-2019,ACG2018-2019,GCA902018-2019,PassLive.12018-2019,PassDead.12018-2019,HASTA.12018-2019,Dis.12018-2019,FR.12018-2019,Def.12018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,ACT2019-2020,SCA902019-2020,PassLive2019-2020,PassDead2019-2020,HASTA2019-2020,Dis2019-2020,FR2019-2020,Def2019-2020,ACG2019-2020,GCA902019-2020,PassLive.12019-2020,PassDead.12019-2020,HASTA.12019-2020,Dis.12019-2020,FR.12019-2020,Def.12019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,ACT2020-2021,SCA902020-2021,PassLive2020-2021,PassDead2020-2021,HASTA2020-2021,Dis2020-2021,FR2020-2021,Def2020-2021,ACG2020-2021,GCA902020-2021,PassLive.12020-2021,PassDead.12020-2021,HASTA.12020-2021,Dis.12020-2021,FR.12020-2021,Def.12020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,ACT2021-2022,SCA902021-2022,PassLive2021-2022,PassDead2021-2022,HASTA2021-2022,Dis2021-2022,FR2021-2022,Def2021-2022,ACG2021-2022,GCA902021-2022,PassLive.12021-2022,PassDead.12021-2022,HASTA.12021-2022,Dis.12021-2022,FR.12021-2022,Def.12021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,ACT2022-2023,SCA902022-2023,PassLive2022-2023,PassDead2022-2023,HASTA2022-2023,Dis2022-2023,FR2022-2023,Def2022-2023,ACG2022-2023,GCA902022-2023,PassLive.12022-2023,PassDead.12022-2023,HASTA.12022-2023,Dis.12022-2023,FR.12022-2023,Def.12022-2023
1398,Pedro López Muñoz,43,4,76,4,33.0,1983.0,17.7,22.0,1.24,14.0,5.0,0.0,1.0,2.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,43,4,76,4,34.0,1983.0,5.2,13.0,2.52,11.0,0.0,2.0,0.0,0.0,0.0,2.0,0.39,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,4,64,4,36.0,1983.0,11.9,23.0,1.94,22.0,1.0,0.0,0.0,0.0,0.0,2.0,0.17,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399,Pau López,43,12,46,4,22.0,1994.0,28.5,5.0,0.18,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,17,4,23.0,1994.0,33.0,6.0,0.18,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,112,6,24.0,1994.0,32.0,3.0,0.09,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,112,6,25.0,1994.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,87,5,26.0,1994.0,29.0,6.0,0.21,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,43,12,87,5,27.0,1994.0,32.5,6.0,0.18,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.06,1.0,1.0,0.0,0.0,0.0,0.0
1400,Pedro López,43,12,17,4,22.0,1995.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,Víctor López,43,1,2,4,20.0,1997.0,0.7,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,Jonas Lössl,36,12,63,3,28.0,1989.0,38.0,8.0,0.21,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.05,1.0,1.0,0.0,0.0,0.0,0.0,36,12,63,3,29.0,1989.0,30.9,8.0,0.26,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,12,22,3,32.0,1989.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,Dejan Lovren,60,4,79,3,28.0,1989.0,23.6,21.0,0.89,17.0,0.0,0.0,4.0,0.0,0.0,3.0,0.13,2.0,0.0,0.0,1.0,0.0,0.0,60,4,79,3,29.0,1989.0,11.0,6.0,0.55,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.18,1.0,0.0,0.0,0.0,1.0,0.0,60,4,79,3,30.0,1989.0,8.6,5.0,0.58,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.23,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,4,81,5,33.0,1989.0,16.2,10.0,0.62,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,Chris Löwe,35,4,63,3,28.0,1989.0,17.6,20.0,1.13,9.0,6.0,0.0,1.0,2.0,2.0,2.0,0.11,1.0,1.0,0.0,0.0,0.0,0.0,35,5,63,3,29.0,1989.0,22.9,39.0,1.71,24.0,9.0,3.0,2.0,1.0,0.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,Matthew Lowton,42,4,26,3,28.0,1989.0,25.5,34.0,1.33,25.0,3.0,0.0,1.0,4.0,1.0,5.0,0.2,5.0,0.0,0.0,0.0,0.0,0.0,42,4,26,3,29.0,1989.0,19.4,22.0,1.13,18.0,2.0,1.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,42,4,26,3,30.0,1989.0,17.0,28.0,1.65,21.0,2.0,1.0,1.0,2.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,42,4,26,3,31.0,1989.0,34.0,61.0,1.79,49.0,6.0,2.0,1.0,1.0,2.0,4.0,0.12,4.0,0.0,0.0,0.0,0.0,0.0,42,4,26,3,32.0,1989.0,19.7,34.0,1.73,25.0,4.0,0.0,1.0,2.0,2.0,2.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1406,Anthony Lozano,59,9,54,4,24.0,1993.0,5.2,9.0,1.72,6.0,0.0,3.0,0.0,0.0,0.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,59,9,54,4,25.0,1993.0,8.1,18.0,2.22,8.0,0.0,2.0,5.0,3.0,0.0,4.0,0.49,0.0,0.0,0.0,3.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,8,37,4,27.0,1993.0,16.9,42.0,2.48,21.0,0.0,7.0,5.0,7.0,2.0,5.0,0.3,3.0,0.0,0.0,2.0,0.0,0.0,59,9,37,4,28.0,1993.0,18.6,40.0,2.15,20.0,0.0,5.0,6.0,9.0,0.0,8.0,0.43,2.0,0.0,1.0,2.0,3.0,0.0,59,8,37,4,29.0,1993.0,16.0,34.0,2.12,20.0,0.0,7.0,5.0,2.0,0.0,5.0,0.31,2.0,0.0,1.0,1.0,1.0,0.0
1407,Fabio Lucioni,69,4,16,6,29.0,1987.0,8.0,9.0,1.13,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,4,71,6,31.0,1987.0,34.8,14.0,0.4,11.0,1.0,0.0,2.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1408,Filipe Luís,17,4,11,4,31.0,1985.0,18.4,35.0,1.9,32.0,0.0,2.0,0.0,1.0,0.0,5.0,0.27,5.0,0.0,0.0,0.0,0.0,0.0,17,4,11,4,32.0,1985.0,22.6,30.0,1.33,25.0,1.0,2.0,1.0,0.0,1.0,3.0,0.13,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1409,José Luis Gayà,43,4,133,4,22.0,1995.0,32.4,72.0,2.22,60.0,2.0,5.0,2.0,3.0,0.0,9.0,0.28,5.0,0.0,1.0,1.0,2.0,0.0,43,4,133,4,23.0,1995.0,34.9,66.0,1.89,58.0,2.0,4.0,0.0,2.0,0.0,5.0,0.14,4.0,0.0,0.0,0.0,1.0,0.0,43,4,133,4,24.0,1995.0,22.1,22.0,1.0,19.0,0.0,1.0,1.0,1.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,43,4,133,4,25.0,1995.0,31.6,63.0,1.99,56.0,3.0,1.0,1.0,1.0,1.0,11.0,0.35,10.0,1.0,0.0,0.0,0.0,0.0,43,4,133,4,26.0,1995.0,20.8,44.0,2.12,38.0,4.0,0.0,1.0,1.0,0.0,7.0,0.34,6.0,0.0,0.0,0.0,1.0,0.0,43,4,133,4,27.0,1995.0,30.1,94.0,3.12,70.0,13.0,4.0,3.0,4.0,0.0,7.0,0.23,4.0,1.0,0.0,1.0,1.0,0.0
1410,José Luis Morales,43,3,76,4,30.0,1987.0,34.0,109.0,3.21,61.0,6.0,24.0,8.0,7.0,3.0,18.0,0.53,6.0,1.0,6.0,1.0,4.0,0.0,43,9,76,4,31.0,1987.0,35.5,116.0,3.27,67.0,0.0,23.0,8.0,17.0,1.0,17.0,0.48,7.0,0.0,5.0,1.0,4.0,0.0,43,9,76,4,32.0,1987.0,28.0,75.0,2.68,59.0,2.0,8.0,4.0,2.0,0.0,5.0,0.18,3.0,0.0,1.0,1.0,0.0,0.0,43,3,76,4,33.0,1987.0,27.1,73.0,2.69,47.0,10.0,7.0,4.0,3.0,2.0,11.0,0.41,8.0,0.0,3.0,0.0,0.0,0.0,43,9,76,4,34.0,1987.0,30.2,104.0,3.44,59.0,10.0,20.0,8.0,6.0,1.0,13.0,0.43,7.0,1.0,2.0,1.0,2.0,0.0,43,9,136,4,35.0,1987.0,13.5,29.0,2.16,19.0,0.0,5.0,4.0,1.0,0.0,4.0,0.3,2.0,0.0,0.0,2.0,0.0,0.0
1411,José Luis Palomino,6,4,9,6,27.0,1990.0,22.0,12.0,0.55,8.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,9,6,28.0,1990.0,25.1,20.0,0.8,16.0,0.0,0.0,1.0,0.0,3.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,6,4,9,6,29.0,1990.0,27.6,22.0,0.8,19.0,1.0,1.0,1.0,0.0,0.0,3.0,0.11,2.0,0.0,1.0,0.0,0.0,0.0,6,4,9,6,30.0,1990.0,27.0,16.0,0.59,15.0,0.0,0.0,0.0,0.0,1.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,6,4,9,6,31.0,1990.0,29.7,20.0,0.67,18.0,0.0,0.0,1.0,0.0,1.0,2.0,0.07,1.0,0.0,0.0,0.0,0.0,1.0,6,4,9,6,32.0,1990.0,8.4,9.0,1.07,7.0,0.0,1.0,1.0,0.0,0.0,2.0,0.24,1.0,0.0,0.0,1.0,0.0,0.0
1412,Luisinho,108,4,68,4,32.0,1985.0,29.1,49.0,1.68,34.0,3.0,4.0,3.0,5.0,0.0,5.0,0.17,4.0,0.0,1.0,0.0,0.0,0.0,108,4,64,4,33.0,1985.0,5.6,5.0,0.89,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,4,64,4,35.0,1985.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1413,David Luiz,17,5,31,3,30.0,1987.0,9.3,7.0,0.75,6.0,0.0,0.0,0.0,1.0,0.0,3.0,0.32,2.0,0.0,0.0,0.0,1.0,0.0,17,4,31,3,31.0,1987.0,36.0,45.0,1.25,40.0,0.0,0.0,4.0,1.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,17,4,7,3,32.0,1987.0,31.2,12.0,0.38,8.0,0.0,1.0,1.0,0.0,2.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,17,4,7,3,33.0,1987.0,15.5,14.0,0.9,10.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1414,Douglas Luiz,17,3,54,4,19.0,1998.0,3.4,9.0,2.62,5.0,2.0,0.0,1.0,1.0,0.0,1.0,0.29,0.0,0.0,0.0,1.0,0.0,0.0,17,1,54,4,20.0,1998.0,16.6,29.0,1.75,20.0,3.0,3.0,1.0,2.0,0.0,1.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0,17,1,8,3,21.0,1998.0,29.0,54.0,1.86,44.0,1.0,3.0,2.0,3.0,1.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,17,1,8,3,22.0,1998.0,30.9,52.0,1.68,47.0,3.0,0.0,1.0,1.0,0.0,7.0,0.23,6.0,1.0,0.0,0.0,0.0,0.0,17,1,8,3,23.0,1998.0,30.2,89.0,2.95,60.0,21.0,1.0,2.0,5.0,0.0,9.0,0.3,6.0,2.0,0.0,1.0,0.0,0.0,17,1,8,3,24.0,1998.0,32.5,96.0,2.95,61.0,26.0,4.0,1.0,1.0,3.0,12.0,0.37,9.0,1.0,0.0,0.0,0.0,2.0
1415,Everton Luiz,17,1,113,6,29.0,1988.0,7.1,5.0,0.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,113,6,30.0,1988.0,3.5,3.0,0.85,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416,Jordan Lukaku,10,4,70,6,23.0,1994.0,15.1,41.0,2.73,37.0,1.0,2.0,1.0,0.0,0.0,7.0,0.47,6.0,0.0,1.0,0.0,0.0,0.0,10,5,70,6,24.0,1994.0,1.9,6.0,3.09,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,70,6,25.0,1994.0,4.4,17.0,3.86,13.0,2.0,1.0,0.0,0.0,1.0,2.0,0.45,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1417,Romelu Lukaku,10,8,86,3,24.0,1993.0,31.9,80.0,2.51,61.0,0.0,4.0,14.0,1.0,0.0,18.0,0.57,13.0,0.0,2.0,3.0,0.0,0.0,10,8,86,3,25.0,1993.0,23.7,56.0,2.36,47.0,0.0,3.0,5.0,1.0,0.0,7.0,0.29,6.0,0.0,0.0,0.0,1.0,0.0,10,8,65,6,26.0,1993.0,33.1,115.0,3.47,94.0,0.0,11.0,9.0,1.0,0.0,13.0,0.39,10.0,0.0,1.0,2.0,0.0,0.0,10,8,65,6,27.0,1993.0,32.0,127.0,3.96,91.0,0.0,18.0,13.0,5.0,0.0,28.0,0.87,18.0,0.0,5.0,5.0,0.0,0.0,10,8,31,3,28.0,1993.0,17.7,50.0,2.83,35.0,0.0,5.0,3.0,6.0,1.0,5.0,0.28,0.0,0.0,3.0,0.0,2.0,0.0,10,8,65,6,29.0,1993.0,18.4,73.0,3.96,59.0,0.0,6.0,5.0,3.0,0.0,11.0,0.6,9.0,0.0,2.0,0.0,0.0,0.0
1418,Lars Lukas Mai,35,4,15,2,17.0,2000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1419,Dodi Lukebakio,10,3,137,3,19.0,1997.0,0.2,2.0,11.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,9,40,2,20.0,1997.0,21.9,58.0,2.65,38.0,1.0,6.0,4.0,9.0,0.0,5.0,0.23,3.0,0.0,1.0,0.0,1.0,0.0,10,9,61,2,21.0,1997.0,22.6,68.0,3.01,44.0,7.0,10.0,4.0,3.0,0.0,12.0,0.53,3.0,2.0,4.0,3.0,0.0,0.0,10,9,61,2,22.0,1997.0,20.6,47.0,2.28,38.0,2.0,5.0,2.0,0.0,0.0,7.0,0.34,7.0,0.0,0.0,0.0,0.0,0.0,10,8,61,2,23.0,1997.0,11.8,37.0,5.0,22.0,0.0,9.0,1.0,5.0,0.0,8.0,1.23,5.0,0.0,2.0,0.0,1.0,0.0,10,9,61,2,24.0,1997.0,26.6,85.0,3.19,48.0,10.0,16.0,2.0,7.0,2.0,9.0,0.34,5.0,1.0,1.0,1.0,1.0,0.0
1420,Saša Lukić,111,1,76,4,20.0,1996.0,11.0,19.0,1.72,17.0,0.0,0.0,0.0,1.0,1.0,3.0,0.27,3.0,0.0,0.0,0.0,0.0,0.0,111,1,127,6,21.0,1996.0,11.0,37.0,3.37,24.0,7.0,3.0,0.0,2.0,1.0,2.0,0.18,0.0,1.0,1.0,0.0,0.0,0.0,111,1,127,6,22.0,1996.0,20.7,39.0,1.89,32.0,0.0,3.0,0.0,2.0,2.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,111,1,127,6,23.0,1996.0,23.4,60.0,2.56,46.0,2.0,3.0,1.0,8.0,0.0,2.0,0.09,1.0,0.0,0.0,0.0,1.0,0.0,111,1,127,6,24.0,1996.0,33.1,80.0,2.41,57.0,10.0,4.0,4.0,3.0,2.0,10.0,0.3,7.0,0.0,1.0,1.0,0.0,1.0,111,1,51,3,25.0,1996.0,17.9,49.0,4.4,39.0,3.0,0.0,2.0,3.0,2.0,3.0,0.37,2.0,0.0,0.0,0.0,0.0,1.0
1421,Senad Lulić,9,5,70,6,31.0,1986.0,27.0,89.0,3.3,68.0,2.0,11.0,5.0,3.0,0.0,19.0,0.7,14.0,0.0,2.0,2.0,1.0,0.0,9,6,70,6,32.0,1986.0,32.5,121.0,3.73,106.0,5.0,4.0,2.0,2.0,2.0,6.0,0.18,4.0,0.0,1.0,1.0,0.0,0.0,9,4,70,6,33.0,1986.0,17.5,50.0,2.86,37.0,3.0,2.0,6.0,0.0,2.0,5.0,0.29,4.0,0.0,0.0,1.0,0.0,0.0,9,4,70,6,34.0,1986.0,8.0,10.0,1.25,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
