,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,GC2017-2018,PD2017-2018,TL2017-2018,TE2017-2018,GC.12017-2018,PSxG2017-2018,PSxG/SoT2017-2018,PSxG+/-2017-2018,/902017-2018,Cmp2017-2018,Int.2017-2018,% Cmp2017-2018,Int..12017-2018,TI2017-2018,%deLanzamientos2017-2018,Long. prom.2017-2018,Int..22017-2018,%deLanzamientos.12017-2018,Long. prom..12017-2018,Opp2017-2018,Stp2017-2018,% de Stp2017-2018,Núm. de OPA2017-2018,Núm. de OPA/902017-2018,DistProm.2017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,GC2018-2019,PD2018-2019,TL2018-2019,TE2018-2019,GC.12018-2019,PSxG2018-2019,PSxG/SoT2018-2019,PSxG+/-2018-2019,/902018-2019,Cmp2018-2019,Int.2018-2019,% Cmp2018-2019,Int..12018-2019,TI2018-2019,%deLanzamientos2018-2019,Long. prom.2018-2019,Int..22018-2019,%deLanzamientos.12018-2019,Long. prom..12018-2019,Opp2018-2019,Stp2018-2019,% de Stp2018-2019,Núm. de OPA2018-2019,Núm. de OPA/902018-2019,DistProm.2018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,GC2019-2020,PD2019-2020,TL2019-2020,TE2019-2020,GC.12019-2020,PSxG2019-2020,PSxG/SoT2019-2020,PSxG+/-2019-2020,/902019-2020,Cmp2019-2020,Int.2019-2020,% Cmp2019-2020,Int..12019-2020,TI2019-2020,%deLanzamientos2019-2020,Long. prom.2019-2020,Int..22019-2020,%deLanzamientos.12019-2020,Long. prom..12019-2020,Opp2019-2020,Stp2019-2020,% de Stp2019-2020,Núm. de OPA2019-2020,Núm. de OPA/902019-2020,DistProm.2019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,GC2020-2021,PD2020-2021,TL2020-2021,TE2020-2021,GC.12020-2021,PSxG2020-2021,PSxG/SoT2020-2021,PSxG+/-2020-2021,/902020-2021,Cmp2020-2021,Int.2020-2021,% Cmp2020-2021,Int..12020-2021,TI2020-2021,%deLanzamientos2020-2021,Long. prom.2020-2021,Int..22020-2021,%deLanzamientos.12020-2021,Long. prom..12020-2021,Opp2020-2021,Stp2020-2021,% de Stp2020-2021,Núm. de OPA2020-2021,Núm. de OPA/902020-2021,DistProm.2020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,GC2021-2022,PD2021-2022,TL2021-2022,TE2021-2022,GC.12021-2022,PSxG2021-2022,PSxG/SoT2021-2022,PSxG+/-2021-2022,/902021-2022,Cmp2021-2022,Int.2021-2022,% Cmp2021-2022,Int..12021-2022,TI2021-2022,%deLanzamientos2021-2022,Long. prom.2021-2022,Int..22021-2022,%deLanzamientos.12021-2022,Long. prom..12021-2022,Opp2021-2022,Stp2021-2022,% de Stp2021-2022,Núm. de OPA2021-2022,Núm. de OPA/902021-2022,DistProm.2021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,GC2022-2023,PD2022-2023,TL2022-2023,TE2022-2023,GC.12022-2023,PSxG2022-2023,PSxG/SoT2022-2023,PSxG+/-2022-2023,/902022-2023,Cmp2022-2023,Int.2022-2023,% Cmp2022-2023,Int..12022-2023,TI2022-2023,%deLanzamientos2022-2023,Long. prom.2022-2023,Int..22022-2023,%deLanzamientos.12022-2023,Long. prom..12022-2023,Opp2022-2023,Stp2022-2023,% de Stp2022-2023,Núm. de OPA2022-2023,Núm. de OPA/902022-2023,DistProm.2022-2023
10,Kepa Arrizabalaga,es ESP,PO,Athletic Club,es La Liga,22.0,1994.0,30.0,43.0,1.0,3.0,5.0,3.0,43.4,0.3,3.4,0.11,318.0,644.0,49.4,843.0,112.0,56.5,42.2,206.0,81.6,58.1,395.0,23.0,5.8,22.0,0.73,13.4,es ESP,PO,Chelsea,eng Premier League,23.0,1994.0,36.0,39.0,1.0,0.0,6.0,0.0,36.5,0.29,-2.5,-0.07,114.0,230.0,49.6,903.0,156.0,15.7,25.9,256.0,34.4,36.5,369.0,14.0,3.8,35.0,0.97,18.1,es ESP,PO,Chelsea,eng Premier League,24.0,1994.0,33.0,47.0,2.0,2.0,7.0,2.0,33.7,0.32,-11.3,-0.34,83.0,250.0,33.2,892.0,151.0,20.6,28.3,198.0,33.3,32.7,343.0,20.0,5.8,35.0,1.06,16.0,es ESP,PO,Chelsea,eng Premier League,25.0,1994.0,6.5,8.0,1.0,0.0,0.0,0.0,8.0,0.31,0.0,0.0,21.0,53.0,39.6,200.0,41.0,18.5,27.3,46.0,34.8,31.1,68.0,3.0,4.4,1.0,0.15,9.6,es ESP,PO,Chelsea,eng Premier League,26.0,1994.0,4.0,2.0,0.0,0.0,1.0,0.0,3.2,0.25,1.2,0.3,8.0,29.0,27.6,117.0,29.0,19.7,26.4,21.0,28.6,27.6,44.0,2.0,4.5,8.0,2.0,18.8,es ESP,PO,Chelsea,eng Premier League,27.0,1994.0,28.5,33.0,1.0,1.0,4.0,3.0,35.0,0.29,5.0,0.18,68.0,213.0,31.9,864.0,151.0,17.1,26.3,182.0,35.7,31.5,332.0,15.0,4.5,52.0,1.82,16.9
11,Sergio Asenjo,es ESP,PO,Villarreal,es La Liga,28.0,1989.0,23.0,30.0,3.0,1.0,2.0,0.0,32.0,0.29,2.0,0.09,124.0,346.0,35.8,454.0,118.0,43.8,37.4,200.0,73.5,52.8,399.0,26.0,6.5,26.0,1.13,12.8,es ESP,PO,Villarreal,es La Liga,29.0,1989.0,32.0,45.0,2.0,2.0,4.0,3.0,47.3,0.28,5.3,0.17,182.0,439.0,41.5,566.0,134.0,46.5,39.2,254.0,69.3,51.5,580.0,20.0,3.4,26.0,0.81,11.8,es ESP,PO,Villarreal,es La Liga,30.0,1989.0,34.0,41.0,5.0,0.0,8.0,1.0,38.7,0.23,-1.3,-0.04,130.0,397.0,32.7,750.0,157.0,33.2,33.2,282.0,52.5,41.6,576.0,16.0,2.8,27.0,0.79,14.1,es ESP,PO,Villarreal,es La Liga,31.0,1989.0,36.0,40.0,7.0,0.0,3.0,2.0,36.0,0.24,-2.0,-0.06,157.0,406.0,38.7,1022.0,190.0,26.3,30.2,283.0,48.4,40.4,564.0,27.0,4.8,32.0,0.89,13.9,es ESP,PO,Villarreal,es La Liga,32.0,1989.0,6.0,9.0,1.0,0.0,1.0,0.0,8.9,0.28,-0.1,-0.01,15.0,52.0,28.8,170.0,38.0,21.2,28.0,56.0,28.6,32.2,105.0,3.0,2.9,14.0,2.33,16.8,es ESP,PO,Valladolid,es La Liga,33.0,1989.0,10.0,21.0,1.0,1.0,0.0,0.0,16.8,0.31,-4.2,-0.42,58.0,162.0,35.8,260.0,46.0,38.8,35.8,92.0,66.3,51.2,166.0,5.0,3.0,17.0,1.7,16.1
12,Mariano Barbosa,ar ARG,PO,Villarreal,es La Liga,33.0,1984.0,12.5,14.0,1.0,0.0,2.0,0.0,13.8,0.28,-0.2,-0.01,46.0,152.0,30.3,230.0,57.0,30.4,32.4,105.0,78.1,54.1,243.0,5.0,2.1,5.0,0.4,10.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Oliver Baumann,de GER,PO,Hoffenheim,de Bundesliga,27.0,1990.0,34.0,48.0,3.0,1.0,9.0,2.0,42.6,0.27,-3.4,-0.1,223.0,590.0,37.8,1181.0,179.0,36.2,33.4,261.0,62.5,47.9,480.0,37.0,7.7,28.0,0.82,12.5,de GER,PO,Hoffenheim,de Bundesliga,28.0,1990.0,33.0,51.0,6.0,1.0,4.0,1.0,47.5,0.26,-2.5,-0.08,164.0,397.0,41.3,1036.0,191.0,28.8,29.3,248.0,39.9,39.4,441.0,14.0,3.2,58.0,1.76,18.0,de GER,PO,Hoffenheim,de Bundesliga,29.0,1990.0,30.0,49.0,5.0,0.0,4.0,2.0,48.5,0.29,1.5,0.05,137.0,391.0,35.0,1019.0,174.0,28.8,29.9,262.0,37.4,34.5,485.0,18.0,3.7,27.0,0.9,13.9,de GER,PO,Hoffenheim,de Bundesliga,30.0,1990.0,31.0,51.0,6.0,0.0,4.0,2.0,49.4,0.32,0.4,0.01,134.0,407.0,32.9,1143.0,176.0,29.2,29.9,204.0,35.8,32.0,417.0,14.0,3.4,53.0,1.71,18.3,de GER,PO,Hoffenheim,de Bundesliga,31.0,1990.0,33.0,57.0,2.0,0.0,9.0,1.0,51.5,0.33,-4.5,-0.14,138.0,393.0,35.1,1302.0,185.0,26.1,29.0,216.0,24.5,28.8,420.0,27.0,6.4,65.0,1.97,16.7,de GER,PO,Hoffenheim,de Bundesliga,32.0,1990.0,34.0,57.0,2.0,1.0,11.0,1.0,50.4,0.31,-5.6,-0.16,206.0,525.0,39.2,1164.0,168.0,35.3,33.6,249.0,45.8,39.3,529.0,43.0,8.1,43.0,1.26,13.4
14,Asmir Begović,ba BIH,PO,Bournemouth,eng Premier League,30.0,1987.0,38.0,61.0,2.0,2.0,7.0,1.0,54.8,0.31,-5.2,-0.14,223.0,647.0,34.5,832.0,215.0,45.7,38.9,328.0,81.4,55.5,611.0,35.0,5.7,18.0,0.47,10.2,ba BIH,PO,Bournemouth,eng Premier League,31.0,1987.0,24.0,47.0,2.0,0.0,5.0,2.0,34.5,0.32,-10.5,-0.44,129.0,328.0,39.3,466.0,128.0,42.5,35.9,192.0,67.7,49.9,365.0,24.0,6.6,16.0,0.67,11.3,ba BIH,PO,Milan,it Serie A,32.0,1987.0,1.4,3.0,1.0,0.0,0.0,0.0,4.0,0.43,1.0,0.73,3.0,10.0,30.0,26.0,5.0,26.9,30.5,12.0,25.0,33.1,16.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ba BIH,PO,Everton,eng Premier League,34.0,1987.0,3.0,8.0,1.0,0.0,3.0,1.0,4.2,0.18,-2.8,-0.94,20.0,62.0,32.3,54.0,5.0,74.1,48.9,31.0,71.0,51.3,50.0,3.0,6.0,2.0,0.67,10.7,ba BIH,PO,Everton,eng Premier League,35.0,1987.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.12,0.5,0.49,4.0,13.0,30.8,22.0,5.0,36.4,34.9,8.0,62.5,46.8,23.0,1.0,4.3,0.0,0.0,5.0
15,Vid Belec,si SVN,PO,Benevento,it Serie A,27.0,1990.0,14.4,32.0,4.0,1.0,2.0,2.0,33.3,0.59,3.3,0.0399999999999999,61.0,194.0,62.0,334.0,80.0,69.1,63.9,124.0,80.6,76.19999999999999,244.0,13.0,6.2,13.0,2.73,31.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,si SVN,PO,Salernitana,it Serie A,31.0,1990.0,21.5,49.0,3.0,0.0,4.0,2.0,40.8,0.28,-6.2,-0.29,147.0,339.0,43.4,392.0,76.0,52.6,39.5,182.0,73.1,49.9,329.0,12.0,3.6,14.0,0.65,12.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Diego Benaglio,ch SUI,PO,Monaco,fr Ligue 1,33.0,1983.0,2.5,0.0,0.0,0.0,0.0,0.0,1.9,0.31,1.9,0.75,12.0,28.0,42.9,42.0,12.0,40.5,32.3,23.0,47.8,41.7,37.0,1.0,2.7,1.0,0.4,16.2,ch SUI,PO,Monaco,fr Ligue 1,34.0,1983.0,22.9,38.0,3.0,0.0,3.0,1.0,34.2,0.31,-2.8,-0.12,87.0,225.0,38.7,462.0,113.0,28.4,30.3,186.0,50.5,41.1,327.0,9.0,2.8,15.0,0.66,12.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Walter Benítez,ar ARG,PO,Nice,fr Ligue 1,24.0,1993.0,28.0,36.0,3.0,1.0,0.0,2.0,37.1,0.29,3.1,0.11,102.0,262.0,38.9,542.0,161.0,24.9,29.2,232.0,54.7,43.9,445.0,13.0,2.9,4.0,0.14,11.1,ar ARG,PO,Nice,fr Ligue 1,25.0,1993.0,35.0,29.0,2.0,0.0,5.0,1.0,40.4,0.25,12.4,0.35,127.0,344.0,36.9,838.0,204.0,22.1,28.5,308.0,51.6,41.2,559.0,17.0,3.0,14.0,0.4,11.5,ar ARG,PO,Nice,fr Ligue 1,26.0,1993.0,26.0,36.0,4.0,0.0,6.0,2.0,41.1,0.28,7.1,0.27,52.0,150.0,34.7,574.0,139.0,16.6,24.4,214.0,25.7,28.9,421.0,11.0,2.6,17.0,0.65,13.3,ar ARG,PO,Nice,fr Ligue 1,27.0,1993.0,38.0,53.0,7.0,1.0,11.0,0.0,50.8,0.25,-2.2,-0.06,91.0,286.0,31.8,919.0,180.0,21.1,27.2,300.0,30.7,32.4,572.0,24.0,4.2,20.0,0.53,13.1,ar ARG,PO,Nice,fr Ligue 1,28.0,1993.0,37.0,35.0,4.0,1.0,1.0,0.0,42.6,0.27,7.6,0.21,145.0,378.0,38.4,774.0,169.0,30.2,30.5,260.0,55.4,43.0,503.0,31.0,6.2,33.0,0.89,13.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Etrit Berisha,al ALB,PO,Atalanta,it Serie A,28.0,1989.0,31.0,34.0,1.0,2.0,2.0,0.0,33.3,0.32,-0.7,-0.02,183.0,412.0,44.4,609.0,169.0,36.5,34.5,233.0,81.5,54.0,396.0,18.0,4.5,25.0,0.81,14.1,al ALB,PO,Atalanta,it Serie A,29.0,1989.0,18.0,25.0,1.0,1.0,5.0,3.0,18.2,0.27,-3.8,-0.21,91.0,199.0,45.7,345.0,90.0,26.4,30.3,135.0,80.0,51.7,208.0,8.0,3.8,19.0,1.06,14.5,al ALB,PO,SPAL,it Serie A,30.0,1989.0,26.0,44.0,6.0,1.0,2.0,2.0,45.4,0.27,3.4,0.13,164.0,389.0,42.2,642.0,142.0,39.6,34.0,233.0,57.9,44.1,419.0,12.0,2.9,21.0,0.81,14.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,al ALB,PO,Torino,it Serie A,32.0,1989.0,10.0,8.0,2.0,0.0,0.0,0.0,10.2,0.18,2.2,0.22,53.0,188.0,28.2,240.0,37.0,50.0,39.4,78.0,87.2,58.6,148.0,7.0,4.7,10.0,1.0,14.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Quentin Beunardeau,fr FRA,PO,Metz,fr Ligue 1,23.0,1994.0,0.4,2.0,0.0,0.0,0.0,0.0,1.6,0.4,-0.4,-0.9,8.0,17.0,47.1,16.0,2.0,87.5,45.0,4.0,75.0,59.0,8.0,0.0,0.0,1.0,2.31,21.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Albano Bizzarri,ar ARG,PO,Udinese,it Serie A,39.0,1977.0,32.0,52.0,2.0,1.0,9.0,4.0,44.6,0.29,-3.4,-0.11,253.0,576.0,43.9,791.0,141.0,45.5,38.0,300.0,72.0,48.8,525.0,25.0,4.8,30.0,0.94,13.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Rubén Blanco,es ESP,PO,Celta Vigo,es La Liga,22.0,1995.0,21.6,31.0,3.0,0.0,4.0,0.0,26.2,0.28,-4.8,-0.22,137.0,415.0,33.0,660.0,76.0,45.6,38.8,151.0,75.5,55.2,325.0,6.0,1.8,20.0,0.93,13.8,es ESP,PO,Celta Vigo,es La Liga,23.0,1995.0,25.0,40.0,4.0,3.0,3.0,0.0,40.7,0.34,0.7,0.03,166.0,432.0,38.4,595.0,114.0,44.5,38.0,220.0,75.9,56.8,351.0,12.0,3.4,30.0,1.2,15.6,es ESP,PO,Celta Vigo,es La Liga,24.0,1995.0,32.9,43.0,5.0,3.0,3.0,0.0,41.1,0.28,-1.9,-0.06,184.0,518.0,35.5,691.0,122.0,46.2,37.4,292.0,68.2,49.6,523.0,19.0,3.6,11.0,0.33,9.8,es ESP,PO,Celta Vigo,es La Liga,25.0,1995.0,18.2,27.0,1.0,1.0,2.0,0.0,22.6,0.36,-4.4,-0.24,94.0,269.0,34.9,520.0,79.0,35.2,32.7,143.0,60.1,43.2,234.0,3.0,1.3,14.0,0.77,15.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,PO,Marseille,fr Ligue 1,27.0,1995.0,5.5,6.0,0.0,0.0,1.0,2.0,3.9,0.2,-0.1,-0.02,11.0,47.0,23.4,165.0,31.0,20.6,27.4,41.0,31.7,32.1,73.0,3.0,4.1,7.0,1.27,17.9
22,Landry Bonnefoi,fr FRA,PO,Strasbourg,fr Ligue 1,33.0,1983.0,3.0,6.0,0.0,0.0,1.0,0.0,4.8,0.28,-1.2,-0.39,17.0,42.0,40.5,45.0,12.0,51.1,38.9,28.0,67.9,46.5,53.0,1.0,1.9,0.0,0.0,8.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Jean-Christophe Bouet,fr FRA,PO,Amiens,fr Ligue 1,34.0,1983.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,0.19,0.3,0.3,7.0,21.0,33.3,17.0,4.0,52.9,40.4,13.0,92.3,55.4,19.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Yassine Bounou,ma MAR,PO,Girona,es La Liga,26.0,1991.0,29.5,46.0,4.0,2.0,2.0,1.0,44.5,0.3,-0.5,-0.02,226.0,635.0,35.6,633.0,86.0,65.9,46.0,243.0,89.7,60.8,411.0,9.0,2.2,29.0,0.98,14.4,ma MAR,PO,Girona,es La Liga,27.0,1991.0,31.8,43.0,6.0,2.0,5.0,1.0,49.7,0.27,7.7,0.24,182.0,471.0,38.6,718.0,133.0,40.7,37.1,264.0,67.8,49.5,439.0,15.0,3.4,19.0,0.6,13.1,ma MAR,PO,Sevilla,es La Liga,28.0,1991.0,5.5,3.0,1.0,0.0,0.0,0.0,4.7,0.19,1.7,0.31,34.0,75.0,45.3,123.0,24.0,36.6,33.7,45.0,66.7,47.6,73.0,1.0,1.4,1.0,0.18,11.7,ma MAR,PO,Sevilla,es La Liga,29.0,1991.0,33.0,28.0,4.0,0.0,4.0,2.0,27.8,0.21,1.8,0.05,166.0,381.0,43.6,895.0,147.0,30.5,32.0,200.0,54.0,40.7,450.0,26.0,5.8,34.0,1.03,15.0,ma MAR,PO,Sevilla,es La Liga,30.0,1991.0,31.0,24.0,2.0,2.0,6.0,0.0,26.6,0.24,2.6,0.09,152.0,378.0,40.2,829.0,116.0,30.2,33.1,241.0,53.1,41.2,420.0,27.0,6.4,24.0,0.77,12.8,ma MAR,PO,Sevilla,es La Liga,31.0,1991.0,23.9,41.0,2.0,1.0,3.0,2.0,37.3,0.34,-1.7,-0.07,115.0,303.0,38.0,785.0,92.0,27.9,30.9,162.0,51.9,42.1,308.0,20.0,6.5,39.0,1.63,17.4
