,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,ACT2017-2018,SCA902017-2018,PassLive2017-2018,PassDead2017-2018,HASTA2017-2018,Dis2017-2018,FR2017-2018,Def2017-2018,ACG2017-2018,GCA902017-2018,PassLive.12017-2018,PassDead.12017-2018,HASTA.12017-2018,Dis.12017-2018,FR.12017-2018,Def.12017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,ACT2018-2019,SCA902018-2019,PassLive2018-2019,PassDead2018-2019,HASTA2018-2019,Dis2018-2019,FR2018-2019,Def2018-2019,ACG2018-2019,GCA902018-2019,PassLive.12018-2019,PassDead.12018-2019,HASTA.12018-2019,Dis.12018-2019,FR.12018-2019,Def.12018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,ACT2019-2020,SCA902019-2020,PassLive2019-2020,PassDead2019-2020,HASTA2019-2020,Dis2019-2020,FR2019-2020,Def2019-2020,ACG2019-2020,GCA902019-2020,PassLive.12019-2020,PassDead.12019-2020,HASTA.12019-2020,Dis.12019-2020,FR.12019-2020,Def.12019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,ACT2020-2021,SCA902020-2021,PassLive2020-2021,PassDead2020-2021,HASTA2020-2021,Dis2020-2021,FR2020-2021,Def2020-2021,ACG2020-2021,GCA902020-2021,PassLive.12020-2021,PassDead.12020-2021,HASTA.12020-2021,Dis.12020-2021,FR.12020-2021,Def.12020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,ACT2021-2022,SCA902021-2022,PassLive2021-2022,PassDead2021-2022,HASTA2021-2022,Dis2021-2022,FR2021-2022,Def2021-2022,ACG2021-2022,GCA902021-2022,PassLive.12021-2022,PassDead.12021-2022,HASTA.12021-2022,Dis.12021-2022,FR.12021-2022,Def.12021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,ACT2022-2023,SCA902022-2023,PassLive2022-2023,PassDead2022-2023,HASTA2022-2023,Dis2022-2023,FR2022-2023,Def2022-2023,ACG2022-2023,GCA902022-2023,PassLive.12022-2023,PassDead.12022-2023,HASTA.12022-2023,Dis.12022-2023,FR.12022-2023,Def.12022-2023
619,Mike van der Hoorn,nl NED,DF,Swansea City,eng Premier League,24.0,1992.0,21.6,9.0,0.42,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nl NED,DF,Arminia,de Bundesliga,27.0,1992.0,15.1,5.0,0.33,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nl NED,DF,Arminia,de Bundesliga,28.0,1992.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,Gregory van der Wiel,nl NED,DF,Cagliari,it Serie A,29.0,1988.0,3.2,5.0,1.56,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,Daniele Dessena,it ITA,"CC,DF",Cagliari,it Serie A,30.0,1987.0,6.4,8.0,1.26,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,it ITA,CC,Cagliari,it Serie A,31.0,1987.0,3.9,5.0,1.28,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,CC,Brescia,it Serie A,32.0,1987.0,20.8,25.0,1.2,21.0,0.0,0.0,2.0,2.0,0.0,3.0,0.14,1.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,Mattia Destro,it ITA,DL,Bologna,it Serie A,26.0,1991.0,18.0,40.0,2.23,26.0,0.0,6.0,5.0,3.0,0.0,7.0,0.39,3.0,0.0,1.0,3.0,0.0,0.0,it ITA,DL,Bologna,it Serie A,27.0,1991.0,5.5,7.0,1.28,4.0,0.0,0.0,3.0,0.0,0.0,2.0,0.37,1.0,0.0,0.0,1.0,0.0,0.0,it ITA,DL,Bologna,it Serie A,28.0,1991.0,3.8,6.0,3.26,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,DL,Genoa,it Serie A,29.0,1991.0,17.8,17.0,0.95,9.0,0.0,4.0,2.0,1.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,it ITA,DL,Genoa,it Serie A,30.0,1991.0,19.4,31.0,1.6,20.0,0.0,4.0,4.0,3.0,0.0,4.0,0.21,2.0,0.0,1.0,0.0,1.0,0.0,it ITA,"DL,CC",Empoli,it Serie A,31.0,1991.0,6.4,11.0,1.73,5.0,0.0,3.0,1.0,2.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0
623,Gerard Deulofeu,es ESP,"DL,CC",Watford,eng Premier League,23.0,1994.0,10.4,35.0,6.74,21.0,6.0,4.0,1.0,3.0,0.0,2.0,0.39,1.0,0.0,0.0,0.0,1.0,0.0,es ESP,"DL,CC",Watford,eng Premier League,24.0,1994.0,23.0,87.0,3.79,64.0,3.0,16.0,1.0,1.0,2.0,17.0,0.74,7.0,2.0,8.0,0.0,0.0,0.0,es ESP,DL,Watford,eng Premier League,25.0,1994.0,23.3,104.0,4.46,57.0,11.0,18.0,8.0,7.0,3.0,10.0,0.43,5.0,0.0,2.0,0.0,1.0,2.0,es ESP,"DL,CC",Udinese,it Serie A,26.0,1994.0,6.6,20.0,3.01,15.0,1.0,1.0,0.0,3.0,0.0,4.0,0.6,2.0,0.0,1.0,0.0,1.0,0.0,es ESP,"DL,CC",Udinese,it Serie A,27.0,1994.0,29.1,149.0,5.13,85.0,39.0,10.0,8.0,7.0,0.0,11.0,0.38,6.0,2.0,0.0,2.0,1.0,0.0,es ESP,DL,Udinese,it Serie A,28.0,1994.0,13.5,82.0,6.09,54.0,14.0,6.0,5.0,3.0,0.0,9.0,0.67,7.0,2.0,0.0,0.0,0.0,0.0
624,Gianluca Di Chiara,it ITA,DF,Benevento,it Serie A,23.0,1993.0,11.2,25.0,2.23,17.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,Federico Di Francesco,it ITA,"DL,DF",Bologna,it Serie A,23.0,1994.0,17.7,41.0,2.32,33.0,0.0,4.0,1.0,3.0,0.0,4.0,0.23,3.0,0.0,0.0,0.0,1.0,0.0,it ITA,"DL,CC",Sassuolo,it Serie A,24.0,1994.0,11.9,28.0,2.35,25.0,0.0,0.0,0.0,3.0,0.0,6.0,0.5,5.0,0.0,0.0,0.0,1.0,0.0,it ITA,DL,SPAL,it Serie A,25.0,1994.0,12.0,50.0,4.16,28.0,6.0,5.0,2.0,7.0,2.0,4.0,0.33,2.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,"DL,CC",Empoli,it Serie A,27.0,1994.0,15.2,41.0,2.7,31.0,1.0,1.0,4.0,4.0,0.0,7.0,0.46,4.0,1.0,0.0,1.0,1.0,0.0,it ITA,"DL,CC",Lecce,it Serie A,28.0,1994.0,22.6,49.0,2.17,29.0,5.0,5.0,2.0,6.0,2.0,5.0,0.22,2.0,1.0,1.0,1.0,0.0,0.0
626,Davide Di Gennaro,it ITA,CC,Lazio,it Serie A,29.0,1988.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,Ángel Di María,ar ARG,DL,Paris S-G,fr Ligue 1,29.0,1988.0,23.5,123.0,5.25,78.0,25.0,9.0,6.0,4.0,1.0,12.0,0.51,8.0,2.0,1.0,0.0,0.0,1.0,ar ARG,"DL,CC",Paris S-G,fr Ligue 1,30.0,1988.0,25.8,103.0,3.99,69.0,15.0,9.0,6.0,4.0,0.0,26.0,1.01,15.0,4.0,4.0,2.0,1.0,0.0,ar ARG,"DL,CC",Paris S-G,fr Ligue 1,31.0,1988.0,22.2,143.0,6.44,101.0,23.0,12.0,4.0,3.0,0.0,24.0,1.08,17.0,4.0,2.0,1.0,0.0,0.0,ar ARG,"DL,CC",Paris S-G,fr Ligue 1,32.0,1988.0,20.6,132.0,6.41,82.0,24.0,9.0,7.0,9.0,1.0,18.0,0.87,13.0,1.0,1.0,1.0,2.0,0.0,ar ARG,DL,Paris S-G,fr Ligue 1,33.0,1988.0,18.3,104.0,5.69,76.0,16.0,6.0,4.0,2.0,0.0,12.0,0.66,11.0,0.0,0.0,0.0,1.0,0.0,ar ARG,"DL,CC",Juventus,it Serie A,34.0,1988.0,15.1,83.0,5.48,45.0,24.0,6.0,6.0,1.0,1.0,7.0,0.46,5.0,2.0,0.0,0.0,0.0,0.0
628,Franco Di Santo,ar ARG,"DL,CC",Schalke 04,de Bundesliga,28.0,1989.0,18.4,38.0,2.07,24.0,0.0,1.0,7.0,5.0,1.0,4.0,0.22,2.0,0.0,0.0,1.0,1.0,0.0,ar ARG,DL,Rayo Vallecano,es La Liga,29.0,1989.0,4.6,6.0,2.3600000000000003,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.37,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,Cheick Diabaté,ml MLI,DL,Benevento,it Serie A,29.0,1988.0,7.4,6.0,0.81,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,Fousseni Diabaté,ml MLI,"CC,DL",Leicester City,eng Premier League,21.0,1995.0,6.5,24.0,3.68,18.0,0.0,3.0,1.0,2.0,0.0,4.0,0.61,4.0,0.0,0.0,0.0,0.0,0.0,ml MLI,DL,Leicester City,eng Premier League,22.0,1995.0,0.6,2.0,3.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ml MLI,"DL,CC",Amiens,fr Ligue 1,23.0,1995.0,13.2,24.0,1.82,20.0,0.0,3.0,0.0,1.0,0.0,4.0,0.3,3.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,Moussa Diaby,fr FRA,CC,Crotone,it Serie A,18.0,1999.0,0.8,1.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fr FRA,"CC,DF",Paris S-G,fr Ligue 1,19.0,1999.0,12.7,34.0,2.68,27.0,1.0,6.0,0.0,0.0,0.0,10.0,0.79,8.0,0.0,2.0,0.0,0.0,0.0,fr FRA,"DL,CC",Leverkusen,de Bundesliga,20.0,1999.0,19.7,72.0,3.66,51.0,3.0,14.0,2.0,2.0,0.0,10.0,0.51,7.0,0.0,2.0,0.0,1.0,0.0,fr FRA,"DL,CC",Leverkusen,de Bundesliga,21.0,1999.0,26.5,82.0,3.09,59.0,0.0,14.0,6.0,2.0,1.0,19.0,0.72,11.0,0.0,5.0,2.0,1.0,0.0,fr FRA,"DL,CC",Leverkusen,de Bundesliga,22.0,1999.0,30.7,115.0,3.75,90.0,8.0,11.0,3.0,2.0,1.0,24.0,0.78,19.0,0.0,3.0,1.0,1.0,0.0,fr FRA,"DL,CC",Leverkusen,de Bundesliga,23.0,1999.0,30.0,110.0,3.67,74.0,5.0,14.0,14.0,3.0,0.0,16.0,0.53,10.0,0.0,4.0,0.0,2.0,0.0
632,Fallou Diagne,sn SEN,"DF,CC",Metz,fr Ligue 1,27.0,1989.0,24.9,24.0,0.97,19.0,1.0,0.0,1.0,1.0,2.0,4.0,0.16,3.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,Adama Diakhaby,fr FRA,DL,Monaco,fr Ligue 1,21.0,1996.0,9.4,16.0,1.69,9.0,0.0,2.0,0.0,4.0,1.0,4.0,0.42,3.0,0.0,0.0,0.0,1.0,0.0,fr FRA,"DL,CC",Huddersfield,eng Premier League,22.0,1996.0,6.1,15.0,2.45,9.0,0.0,2.0,2.0,1.0,1.0,1.0,0.16,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,Mouctar Diakhaby,gn GUI,DF,Lyon,fr Ligue 1,20.0,1996.0,8.1,1.0,0.12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gn GUI,DF,Valencia,es La Liga,21.0,1996.0,17.6,11.0,0.63,8.0,0.0,0.0,3.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,gn GUI,DF,Valencia,es La Liga,22.0,1996.0,16.0,7.0,0.44,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,gn GUI,DF,Valencia,es La Liga,23.0,1996.0,23.1,7.0,0.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gn GUI,DF,Valencia,es La Liga,24.0,1996.0,21.6,10.0,0.46,6.0,1.0,1.0,0.0,1.0,1.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,gn GUI,DF,Valencia,es La Liga,25.0,1996.0,27.2,15.0,0.55,13.0,0.0,0.0,2.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
635,Abdou Diallo,sn SEN,DF,Mainz 05,de Bundesliga,21.0,1996.0,26.8,24.0,0.89,18.0,1.0,2.0,1.0,0.0,2.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,sn SEN,DF,Dortmund,de Bundesliga,22.0,1996.0,26.4,21.0,0.79,17.0,0.0,0.0,3.0,1.0,0.0,2.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0,sn SEN,DF,Paris S-G,fr Ligue 1,23.0,1996.0,13.3,11.0,0.82,8.0,1.0,0.0,2.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,sn SEN,DF,Paris S-G,fr Ligue 1,24.0,1996.0,16.6,6.0,0.36,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,sn SEN,DF,Paris S-G,fr Ligue 1,25.0,1996.0,9.7,6.0,0.62,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,sn SEN,"DF,CC",RB Leipzig,de Bundesliga,26.0,1996.0,5.3,5.0,0.94,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,Abdoulaye Diallo,sn SEN,PO,Rennes,fr Ligue 1,25.0,1992.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sn SEN,PO,Rennes,fr Ligue 1,26.0,1992.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,Habib Diallo,sn SEN,"DL,CC",Metz,fr Ligue 1,22.0,1995.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sn SEN,DL,Metz,fr Ligue 1,24.0,1995.0,24.4,54.0,2.21,34.0,0.0,8.0,7.0,5.0,0.0,9.0,0.37,5.0,0.0,3.0,1.0,0.0,0.0,sn SEN,DL,Strasbourg,fr Ligue 1,25.0,1995.0,27.4,46.0,2.37,33.0,0.0,4.0,7.0,2.0,0.0,8.0,0.31,4.0,0.0,0.0,4.0,0.0,0.0,sn SEN,DL,Strasbourg,fr Ligue 1,26.0,1995.0,17.1,33.0,1.93,24.0,0.0,4.0,4.0,1.0,0.0,8.0,0.47,4.0,0.0,3.0,1.0,0.0,0.0,sn SEN,DL,Strasbourg,fr Ligue 1,27.0,1995.0,32.0,63.0,1.97,39.0,0.0,7.0,10.0,7.0,0.0,6.0,0.19,3.0,0.0,1.0,2.0,0.0,0.0
638,Mustapha Diallo,sn SEN,CC,Guingamp,fr Ligue 1,31.0,1986.0,15.4,20.0,1.3,11.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sn SEN,CC,Nîmes,fr Ligue 1,32.0,1986.0,5.1,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,Mohamed Diamé,sn SEN,CC,Newcastle Utd,eng Premier League,30.0,1987.0,22.7,39.0,1.72,26.0,0.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sn SEN,CC,Newcastle Utd,eng Premier League,31.0,1987.0,24.1,33.0,1.37,20.0,0.0,4.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,Lassana Diarra,fr FRA,CC,Paris S-G,fr Ligue 1,32.0,1985.0,6.7,12.0,1.78,10.0,0.0,2.0,0.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,fr FRA,CC,Paris S-G,fr Ligue 1,33.0,1985.0,1.8,3.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
