,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,ACT2017-2018,SCA902017-2018,PassLive2017-2018,PassDead2017-2018,HASTA2017-2018,Dis2017-2018,FR2017-2018,Def2017-2018,ACG2017-2018,GCA902017-2018,PassLive.12017-2018,PassDead.12017-2018,HASTA.12017-2018,Dis.12017-2018,FR.12017-2018,Def.12017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,ACT2018-2019,SCA902018-2019,PassLive2018-2019,PassDead2018-2019,HASTA2018-2019,Dis2018-2019,FR2018-2019,Def2018-2019,ACG2018-2019,GCA902018-2019,PassLive.12018-2019,PassDead.12018-2019,HASTA.12018-2019,Dis.12018-2019,FR.12018-2019,Def.12018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,ACT2019-2020,SCA902019-2020,PassLive2019-2020,PassDead2019-2020,HASTA2019-2020,Dis2019-2020,FR2019-2020,Def2019-2020,ACG2019-2020,GCA902019-2020,PassLive.12019-2020,PassDead.12019-2020,HASTA.12019-2020,Dis.12019-2020,FR.12019-2020,Def.12019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,ACT2020-2021,SCA902020-2021,PassLive2020-2021,PassDead2020-2021,HASTA2020-2021,Dis2020-2021,FR2020-2021,Def2020-2021,ACG2020-2021,GCA902020-2021,PassLive.12020-2021,PassDead.12020-2021,HASTA.12020-2021,Dis.12020-2021,FR.12020-2021,Def.12020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,ACT2021-2022,SCA902021-2022,PassLive2021-2022,PassDead2021-2022,HASTA2021-2022,Dis2021-2022,FR2021-2022,Def2021-2022,ACG2021-2022,GCA902021-2022,PassLive.12021-2022,PassDead.12021-2022,HASTA.12021-2022,Dis.12021-2022,FR.12021-2022,Def.12021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,ACT2022-2023,SCA902022-2023,PassLive2022-2023,PassDead2022-2023,HASTA2022-2023,Dis2022-2023,FR2022-2023,Def2022-2023,ACG2022-2023,GCA902022-2023,PassLive.12022-2023,PassDead.12022-2023,HASTA.12022-2023,Dis.12022-2023,FR.12022-2023,Def.12022-2023
1939,Ivan Radovanović,rs SRB,CC,Chievo,it Serie A,28.0,1988.0,34.9,54.0,1.55,48.0,2.0,0.0,3.0,0.0,1.0,8.0,0.23,7.0,0.0,0.0,1.0,0.0,0.0,rs SRB,CC,Genoa,it Serie A,29.0,1988.0,33.2,65.0,4.07,53.0,3.0,3.0,4.0,2.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,rs SRB,CC,Genoa,it Serie A,30.0,1988.0,14.6,26.0,1.78,22.0,1.0,0.0,3.0,0.0,0.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,rs SRB,"DF,CC",Genoa,it Serie A,31.0,1988.0,24.8,12.0,0.48,7.0,2.0,0.0,2.0,0.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,rs SRB,"DF,CC",Salernitana,it Serie A,32.0,1988.0,11.7,14.0,1.2,12.0,0.0,0.0,2.0,0.0,0.0,1.0,0.09,0.0,0.0,0.0,1.0,0.0,0.0,rs SRB,"CC,DF",Salernitana,it Serie A,33.0,1988.0,7.5,2.0,0.27,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,Ștefan Radu,ro ROU,DF,Lazio,it Serie A,30.0,1986.0,28.8,22.0,0.76,21.0,0.0,1.0,0.0,0.0,0.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,ro ROU,DF,Lazio,it Serie A,31.0,1986.0,24.9,31.0,1.24,25.0,2.0,0.0,2.0,2.0,0.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,ro ROU,DF,Lazio,it Serie A,32.0,1986.0,25.6,31.0,1.21,29.0,0.0,0.0,0.0,0.0,2.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,ro ROU,DF,Lazio,it Serie A,33.0,1986.0,27.3,47.0,1.72,43.0,1.0,1.0,0.0,0.0,2.0,6.0,0.22,6.0,0.0,0.0,0.0,0.0,0.0,ro ROU,DF,Lazio,it Serie A,34.0,1986.0,6.2,2.0,0.32,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ro ROU,DL,Lazio,it Serie A,35.0,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1941,Rafael,br BRA,PO,Cagliari,it Serie A,35.0,1982.0,28.9,48.0,2.38,34.0,3.0,7.0,2.0,1.0,1.0,4.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,br BRA,DF,Lyon,fr Ligue 1,28.0,1990.0,11.4,33.0,2.9,29.0,0.0,0.0,1.0,3.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,br BRA,PO,Cagliari,it Serie A,37.0,1982.0,12.8,13.0,1.67,10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,br BRA,PO,Spezia,it Serie A,38.0,1982.0,2.3,1.0,0.43,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1942,Raffael,br BRA,DL,M'Gladbach,de Bundesliga,32.0,1985.0,23.0,84.0,3.65,69.0,1.0,2.0,8.0,2.0,2.0,7.0,0.3,5.0,0.0,0.0,2.0,0.0,0.0,br BRA,DL,M'Gladbach,de Bundesliga,33.0,1985.0,6.0,26.0,4.37,21.0,0.0,3.0,2.0,0.0,0.0,3.0,0.5,2.0,0.0,1.0,0.0,0.0,0.0,br BRA,"CC,DL",M'Gladbach,de Bundesliga,34.0,1985.0,0.7,10.0,14.06,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1943,Rafinha,br BRA,CC,Inter,it Serie A,24.0,1993.0,32.2,114.0,7.949999999999999,99.0,2.0,5.0,2.0,5.0,1.0,14.0,0.98,12.0,0.0,0.0,1.0,1.0,0.0,br BRA,"DL,CC",Barcelona,es La Liga,25.0,1993.0,12.5,24.0,3.31,21.0,1.0,0.0,1.0,1.0,0.0,2.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,br BRA,"DL,CC",Barcelona,es La Liga,26.0,1993.0,25.6,91.0,8.73,69.0,2.0,8.0,2.0,9.0,1.0,6.0,0.26,5.0,0.0,0.0,0.0,1.0,0.0,br BRA,"CC,DL",Paris S-G,fr Ligue 1,27.0,1993.0,15.1,58.0,3.83,37.0,6.0,6.0,4.0,3.0,2.0,8.0,0.53,6.0,0.0,0.0,0.0,1.0,1.0,br BRA,CC,Real Sociedad,es La Liga,28.0,1993.0,14.1,43.0,6.27,29.0,2.0,2.0,1.0,5.0,4.0,1.0,0.09,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1944,Andrea Raggi,it ITA,DF,Monaco,fr Ligue 1,33.0,1984.0,17.9,6.0,0.34,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,DF,Monaco,fr Ligue 1,34.0,1984.0,5.5,5.0,0.91,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,Antonino Ragusa,it ITA,"DL,CC",Sassuolo,it Serie A,27.0,1990.0,9.2,30.0,3.28,18.0,0.0,5.0,3.0,4.0,0.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1946,Baba Rahman,gh GHA,DF,Schalke 04,de Bundesliga,23.0,1994.0,0.4,1.0,2.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gh GHA,DF,Reims,fr Ligue 1,24.0,1994.0,12.5,16.0,3.3400000000000003,13.0,2.0,0.0,0.0,1.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,gh GHA,DF,Mallorca,es La Liga,25.0,1994.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1947,Ivan Rakitić,hr CRO,CC,Barcelona,es La Liga,29.0,1988.0,31.5,87.0,2.76,69.0,7.0,1.0,5.0,2.0,3.0,15.0,0.48,11.0,1.0,1.0,1.0,1.0,0.0,hr CRO,CC,Barcelona,es La Liga,30.0,1988.0,29.4,61.0,2.08,58.0,0.0,1.0,1.0,1.0,0.0,13.0,0.44,13.0,0.0,0.0,0.0,0.0,0.0,hr CRO,CC,Barcelona,es La Liga,31.0,1988.0,17.7,40.0,2.27,31.0,6.0,0.0,0.0,3.0,0.0,4.0,0.23,4.0,0.0,0.0,0.0,0.0,0.0,hr CRO,CC,Sevilla,es La Liga,32.0,1988.0,24.8,55.0,2.22,48.0,4.0,0.0,1.0,2.0,0.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0,hr CRO,CC,Sevilla,es La Liga,33.0,1988.0,24.2,85.0,3.51,49.0,28.0,0.0,5.0,3.0,0.0,10.0,0.41,5.0,4.0,0.0,1.0,0.0,0.0,hr CRO,CC,Sevilla,es La Liga,34.0,1988.0,19.9,66.0,3.32,45.0,14.0,0.0,2.0,3.0,2.0,6.0,0.3,3.0,3.0,0.0,0.0,0.0,0.0
1948,André Ramalho,br BRA,"DF,DL",Leverkusen,de Bundesliga,25.0,1992.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1949,Jonás Ramalho,es ESP,DF,Girona,es La Liga,24.0,1993.0,25.5,15.0,0.59,11.0,3.0,0.0,1.0,0.0,0.0,2.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0,es ESP,DF,Girona,es La Liga,25.0,1993.0,18.0,12.0,0.67,8.0,1.0,0.0,0.0,3.0,0.0,2.0,0.11,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Osasuna,es La Liga,27.0,1993.0,3.4,4.0,1.18,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Osasuna,es La Liga,28.0,1993.0,2.7,2.0,0.74,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,Adil Rami,fr FRA,DF,Marseille,fr Ligue 1,31.0,1985.0,32.8,29.0,0.88,26.0,1.0,1.0,1.0,0.0,0.0,7.0,0.21,5.0,1.0,1.0,0.0,0.0,0.0,fr FRA,DF,Marseille,fr Ligue 1,32.0,1985.0,15.7,10.0,0.64,5.0,0.0,0.0,5.0,0.0,0.0,1.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fr FRA,DF,Troyes,fr Ligue 1,35.0,1985.0,13.0,5.0,0.38,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fr FRA,DF,Troyes,fr Ligue 1,36.0,1985.0,17.7,9.0,0.51,7.0,0.0,0.0,1.0,0.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
1951,Benito Ramírez,es ESP,"DL,DF",Las Palmas,es La Liga,22.0,1995.0,1.8,8.0,4.34,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,Gastón Ramírez,uy URU,CC,Sampdoria,it Serie A,26.0,1990.0,24.6,112.0,4.55,64.0,11.0,12.0,6.0,16.0,3.0,16.0,0.65,8.0,0.0,2.0,1.0,3.0,2.0,uy URU,CC,Sampdoria,it Serie A,27.0,1990.0,17.5,61.0,3.48,40.0,14.0,3.0,1.0,3.0,0.0,8.0,0.46,4.0,2.0,1.0,0.0,1.0,0.0,uy URU,"CC,DL",Sampdoria,it Serie A,28.0,1990.0,15.5,88.0,5.69,42.0,24.0,7.0,4.0,9.0,2.0,6.0,0.39,3.0,0.0,0.0,1.0,1.0,1.0,uy URU,"DL,CC",Sampdoria,it Serie A,29.0,1990.0,10.8,51.0,4.74,32.0,10.0,2.0,0.0,6.0,1.0,8.0,0.74,6.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1953,Sandro Ramírez,es ESP,"DL,CC",Everton,eng Premier League,22.0,1995.0,11.1,29.0,4.83,17.0,2.0,3.0,3.0,3.0,1.0,4.0,0.7,3.0,0.0,0.0,0.0,1.0,0.0,es ESP,"DL,CC",Real Sociedad,es La Liga,23.0,1995.0,11.7,47.0,4.01,29.0,5.0,5.0,3.0,5.0,0.0,1.0,0.09,0.0,1.0,0.0,0.0,0.0,0.0,es ESP,"DL,CC",Valladolid,es La Liga,24.0,1995.0,14.5,37.0,2.55,20.0,3.0,5.0,2.0,6.0,1.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,es ESP,DL,Huesca,es La Liga,25.0,1995.0,14.3,32.0,2.24,19.0,0.0,2.0,5.0,5.0,1.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0,es ESP,DL,Getafe,es La Liga,26.0,1995.0,16.2,54.0,3.32,30.0,4.0,6.0,7.0,7.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954,Toño Ramírez,es ESP,PO,Real Sociedad,es La Liga,30.0,1986.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1955,Iván Ramis,es ESP,DF,Eibar,es La Liga,32.0,1984.0,14.5,4.0,0.28,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Eibar,es La Liga,33.0,1984.0,18.6,9.0,0.48,5.0,0.0,0.0,1.0,2.0,1.0,1.0,0.05,0.0,0.0,0.0,0.0,1.0,0.0,es ESP,DF,Eibar,es La Liga,34.0,1984.0,5.1,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,Omar Ramos,es ESP,"DL,CC",Leganés,es La Liga,29.0,1988.0,16.1,43.0,2.67,28.0,10.0,1.0,0.0,3.0,1.0,3.0,0.19,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1957,Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,31.0,1986.0,25.4,40.0,1.57,35.0,0.0,1.0,3.0,0.0,1.0,4.0,0.16,3.0,0.0,0.0,1.0,0.0,0.0,es ESP,DF,Real Madrid,es La Liga,32.0,1986.0,27.5,29.0,1.05,23.0,1.0,1.0,2.0,1.0,1.0,5.0,0.18,4.0,0.0,0.0,1.0,0.0,0.0,es ESP,DF,Real Madrid,es La Liga,33.0,1986.0,33.5,23.0,0.69,19.0,0.0,1.0,1.0,2.0,0.0,2.0,0.06,1.0,0.0,0.0,0.0,1.0,0.0,es ESP,DF,Real Madrid,es La Liga,34.0,1986.0,14.2,10.0,0.71,7.0,0.0,0.0,2.0,1.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,1.0,0.0,es ESP,DF,Paris S-G,fr Ligue 1,35.0,1986.0,8.9,7.0,0.79,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.11,0.0,0.0,0.0,1.0,0.0,0.0,es ESP,DF,Paris S-G,fr Ligue 1,36.0,1986.0,30.0,21.0,0.7,16.0,0.0,0.0,2.0,3.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
1958,Aaron Ramsey,wls WAL,CC,Arsenal,eng Premier League,26.0,1990.0,20.5,63.0,3.07,53.0,0.0,4.0,3.0,3.0,0.0,13.0,0.63,10.0,0.0,1.0,0.0,2.0,0.0,wls WAL,CC,Arsenal,eng Premier League,27.0,1990.0,14.8,48.0,3.25,41.0,0.0,3.0,3.0,0.0,1.0,10.0,0.68,9.0,0.0,1.0,0.0,0.0,0.0,wls WAL,CC,Juventus,it Serie A,28.0,1990.0,11.7,49.0,4.19,41.0,0.0,4.0,2.0,2.0,0.0,4.0,0.34,3.0,0.0,0.0,0.0,1.0,0.0,wls WAL,CC,Juventus,it Serie A,29.0,1990.0,12.1,58.0,4.79,46.0,5.0,2.0,2.0,2.0,1.0,9.0,0.74,6.0,0.0,1.0,0.0,1.0,1.0,wls WAL,CC,Juventus,it Serie A,30.0,1990.0,1.1,3.0,2.76,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wls WAL,CC,Nice,fr Ligue 1,31.0,1990.0,17.6,62.0,3.52,42.0,14.0,0.0,5.0,1.0,0.0,4.0,0.23,2.0,1.0,0.0,0.0,1.0,0.0
1959,Àngel Rangel,es ESP,DF,Swansea City,eng Premier League,34.0,1982.0,1.7,5.0,2.88,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,29.0,1988.0,7.0,3.0,0.43,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,"DF,DL",Inter,it Serie A,30.0,1988.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,DF,Inter,it Serie A,31.0,1988.0,5.8,2.0,0.34,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,DF,Inter,it Serie A,32.0,1988.0,7.8,7.0,0.9,4.0,0.0,0.0,2.0,0.0,1.0,1.0,0.13,0.0,0.0,0.0,1.0,0.0,0.0,it ITA,DF,Inter,it Serie A,33.0,1988.0,3.8,4.0,1.06,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0,it ITA,DF,Monza,it Serie A,34.0,1988.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
