,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,TA2017-2018,TR2017-2018,2a amarilla2017-2018,Fls2017-2018,FR2017-2018,PA2017-2018,Pcz2017-2018,Int2017-2018,TklG2017-2018,Penal ejecutado2017-2018,Penal concedido2017-2018,GC2017-2018,Recup.2017-2018,Ganados2017-2018,Perdidos2017-2018,% de ganados2017-2018,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,90 s2018-2019,TA2018-2019,TR2018-2019,2a amarilla2018-2019,Fls2018-2019,FR2018-2019,PA2018-2019,Pcz2018-2019,Int2018-2019,TklG2018-2019,Penal ejecutado2018-2019,Penal concedido2018-2019,GC2018-2019,Recup.2018-2019,Ganados2018-2019,Perdidos2018-2019,% de ganados2018-2019,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,90 s2019-2020,TA2019-2020,TR2019-2020,2a amarilla2019-2020,Fls2019-2020,FR2019-2020,PA2019-2020,Pcz2019-2020,Int2019-2020,TklG2019-2020,Penal ejecutado2019-2020,Penal concedido2019-2020,GC2019-2020,Recup.2019-2020,Ganados2019-2020,Perdidos2019-2020,% de ganados2019-2020,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,90 s2020-2021,TA2020-2021,TR2020-2021,2a amarilla2020-2021,Fls2020-2021,FR2020-2021,PA2020-2021,Pcz2020-2021,Int2020-2021,TklG2020-2021,Penal ejecutado2020-2021,Penal concedido2020-2021,GC2020-2021,Recup.2020-2021,Ganados2020-2021,Perdidos2020-2021,% de ganados2020-2021,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,90 s2021-2022,TA2021-2022,TR2021-2022,2a amarilla2021-2022,Fls2021-2022,FR2021-2022,PA2021-2022,Pcz2021-2022,Int2021-2022,TklG2021-2022,Penal ejecutado2021-2022,Penal concedido2021-2022,GC2021-2022,Recup.2021-2022,Ganados2021-2022,Perdidos2021-2022,% de ganados2021-2022,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,90 s2022-2023,TA2022-2023,TR2022-2023,2a amarilla2022-2023,Fls2022-2023,FR2022-2023,PA2022-2023,Pcz2022-2023,Int2022-2023,TklG2022-2023,Penal ejecutado2022-2023,Penal concedido2022-2023,GC2022-2023,Recup.2022-2023,Ganados2022-2023,Perdidos2022-2023,% de ganados2022-2023
975,Robin Hack,de GER,"DL,CC",Hoffenheim,de Bundesliga,18.0,1998.0,0.8,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DL,CC",Arminia,de Bundesliga,22.0,15.2,2.0,0.0,0.0,17.0,21.0,4.0,34.0,5.0,8.0,0.0,0.0,0.0,73.0,8.0,20.0,28.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,Munir El Haddadi,ma MAR,DL,Alavés,es La Liga,21.0,1995.0,27.2,7.0,1.0,1.0,33.0,114.0,45.0,83.0,9.0,20.0,0.0,0.0,0.0,83.0,34.0,62.0,35.4,"DL,CC",Sevilla,es La Liga,22.0,13.3,2.0,0.0,0.0,19.0,26.0,13.0,22.0,6.0,13.0,0.0,0.0,0.0,38.0,18.0,30.0,87.0,DL,Sevilla,es La Liga,23.0,13.9,1.0,0.0,0.0,15.0,44.0,9.0,33.0,7.0,17.0,0.0,0.0,0.0,54.0,24.0,32.0,42.9,DL,Sevilla,es La Liga,24.0,9.4,2.0,0.0,0.0,22.0,28.0,7.0,17.0,5.0,8.0,0.0,0.0,0.0,55.0,8.0,15.0,34.8,"DL,CC",Sevilla,es La Liga,25.0,5.3,3.0,0.0,0.0,7.0,13.0,3.0,6.0,5.0,4.0,0.0,0.0,0.0,23.0,8.0,16.0,33.3,"CC,DL",Getafe,es La Liga,26.0,12.8,4.0,0.0,0.0,14.0,34.0,13.0,70.0,9.0,7.0,0.0,0.0,0.0,64.0,28.0,28.0,50.0
977,Oussama Haddadi,tn TUN,DF,Dijon,fr Ligue 1,25.0,1992.0,27.8,6.0,1.0,0.0,44.0,13.0,3.0,82.0,43.0,29.0,0.0,2.0,0.0,182.0,17.0,28.0,37.8,DF,Dijon,fr Ligue 1,26.0,29.7,6.0,1.0,1.0,29.0,11.0,4.0,118.0,45.0,25.0,0.0,0.0,0.0,170.0,28.0,42.0,40.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,Florent Hadergjonaj,xk KVX,"DF,CC",Huddersfield,eng Premier League,23.0,1994.0,18.6,3.0,0.0,0.0,17.0,11.0,4.0,98.0,17.0,16.0,0.0,0.0,0.0,94.0,13.0,22.0,37.1,"DF,CC",Huddersfield,eng Premier League,24.0,20.5,1.0,0.0,0.0,11.0,19.0,2.0,91.0,21.0,17.0,0.0,1.0,0.0,106.0,22.0,22.0,50.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,André Hahn,de GER,DL,Hamburger SV,de Bundesliga,26.0,1990.0,15.1,0.0,0.0,0.0,38.0,18.0,12.0,38.0,10.0,24.0,0.0,0.0,0.0,43.0,71.0,86.0,45.2,"DL,CC",Augsburg,de Bundesliga,27.0,22.8,7.0,0.0,0.0,67.0,20.0,22.0,82.0,27.0,38.0,0.0,0.0,0.0,108.0,54.0,65.0,45.4,"DL,CC",Augsburg,de Bundesliga,28.0,7.8,6.0,1.0,1.0,24.0,9.0,7.0,15.0,13.0,9.0,0.0,0.0,0.0,26.0,27.0,25.0,51.9,"DL,CC",Augsburg,de Bundesliga,29.0,22.6,4.0,0.0,0.0,33.0,27.0,14.0,28.0,14.0,17.0,1.0,0.0,0.0,65.0,68.0,111.0,38.0,"CC,DL",Augsburg,de Bundesliga,30.0,23.3,5.0,0.0,0.0,56.0,18.0,17.0,41.0,15.0,20.0,1.0,0.0,0.0,73.0,58.0,71.0,45.0,"DL,CC",Augsburg,de Bundesliga,31.0,4.3,1.0,0.0,0.0,8.0,3.0,1.0,6.0,4.0,5.0,0.0,0.0,0.0,19.0,13.0,15.0,46.4
980,Massadio Haïdara,ml MLI,DL,Newcastle Utd,eng Premier League,24.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Lens,fr Ligue 1,27.0,23.7,6.0,0.0,0.0,33.0,35.0,2.0,44.0,35.0,32.0,1.0,0.0,0.0,119.0,42.0,27.0,60.9,DF,Lens,fr Ligue 1,28.0,12.0,5.0,1.0,0.0,20.0,11.0,0.0,18.0,22.0,21.0,0.0,0.0,0.0,63.0,14.0,11.0,56.0,"DF,CC",Lens,fr Ligue 1,29.0,18.6,5.0,0.0,0.0,19.0,26.0,4.0,26.0,36.0,16.0,1.0,1.0,0.0,88.0,38.0,15.0,71.7
981,Oualid El Hajjam,ma MAR,DF,Amiens,fr Ligue 1,26.0,1991.0,24.4,6.0,0.0,0.0,37.0,26.0,0.0,53.0,59.0,44.0,0.0,1.0,0.0,159.0,17.0,29.0,37.0,"DF,CC",Amiens,fr Ligue 1,27.0,6.0,1.0,0.0,0.0,10.0,8.0,0.0,17.0,12.0,9.0,0.0,1.0,0.0,31.0,12.0,8.0,60.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Troyes,fr Ligue 1,30.0,11.9,2.0,0.0,0.0,16.0,11.0,0.0,19.0,22.0,11.0,0.0,0.0,0.0,90.0,7.0,10.0,41.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,Izet Hajrović,ba BIH,"CC,DL",Werder Bremen,de Bundesliga,25.0,1991.0,2.1,3.0,0.0,0.0,6.0,3.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,13.0,2.0,7.0,22.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,Achraf Hakimi,ma MAR,DF,Real Madrid,es La Liga,18.0,1998.0,8.4,0.0,0.0,0.0,8.0,6.0,1.0,30.0,10.0,15.0,0.0,0.0,0.0,50.0,9.0,10.0,47.4,DF,Dortmund,de Bundesliga,19.0,19.3,4.0,0.0,0.0,14.0,36.0,0.0,46.0,29.0,19.0,0.0,0.0,0.0,137.0,15.0,18.0,45.5,"DF,CC",Dortmund,de Bundesliga,20.0,30.2,5.0,0.0,0.0,24.0,50.0,2.0,95.0,30.0,41.0,0.0,0.0,0.0,200.0,15.0,22.0,40.5,DF,Inter,it Serie A,21.0,29.6,6.0,0.0,0.0,31.0,36.0,7.0,115.0,22.0,32.0,2.0,0.0,0.0,124.0,16.0,28.0,36.4,DF,Paris S-G,fr Ligue 1,22.0,27.5,3.0,1.0,0.0,20.0,14.0,6.0,52.0,28.0,51.0,0.0,0.0,0.0,123.0,9.0,20.0,31.0,"DF,CC",Paris S-G,fr Ligue 1,23.0,22.8,7.0,2.0,1.0,29.0,19.0,5.0,42.0,16.0,34.0,1.0,0.0,0.0,129.0,7.0,7.0,50.0
984,Alen Halilović,hr CRO,"DL,CC",Las Palmas,es La Liga,21.0,1996.0,14.5,1.0,1.0,0.0,9.0,25.0,1.0,76.0,5.0,7.0,1.0,0.0,0.0,61.0,3.0,14.0,17.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,Sébastien Haller,ci CIV,DL,Eint Frankfurt,de Bundesliga,23.0,1994.0,26.1,2.0,0.0,0.0,55.0,52.0,21.0,6.0,8.0,16.0,0.0,0.0,0.0,78.0,134.0,130.0,50.8,DL,Eint Frankfurt,de Bundesliga,24.0,24.2,3.0,0.0,0.0,42.0,43.0,20.0,6.0,15.0,11.0,0.0,0.0,0.0,87.0,196.0,136.0,59.0,DL,West Ham,eng Premier League,25.0,25.2,1.0,0.0,0.0,46.0,38.0,18.0,8.0,8.0,15.0,1.0,0.0,0.0,65.0,213.0,200.0,51.6,DL,West Ham,eng Premier League,26.0,10.4,0.0,0.0,0.0,24.0,15.0,10.0,2.0,5.0,9.0,0.0,0.0,0.0,24.0,67.0,69.0,49.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DL,Dortmund,de Bundesliga,28.0,13.6,1.0,0.0,0.0,13.0,14.0,4.0,3.0,1.0,4.0,1.0,0.0,0.0,32.0,42.0,40.0,51.2
986,Emil Hallfreðsson,is ISL,CC,Udinese,it Serie A,33.0,1984.0,8.5,5.0,0.0,0.0,20.0,12.0,0.0,19.0,20.0,14.0,0.0,0.0,1.0,80.0,12.0,6.0,66.7,CC,Udinese,it Serie A,34.0,5.9,2.0,0.0,0.0,10.0,5.0,0.0,5.0,5.0,6.0,0.0,1.0,0.0,38.0,1.0,3.0,25.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987,Marcel Halstenberg,de GER,DF,RB Leipzig,de Bundesliga,25.0,1991.0,13.1,3.0,0.0,0.0,10.0,10.0,0.0,28.0,23.0,19.0,0.0,0.0,0.0,63.0,51.0,21.0,70.8,"DF,DL",RB Leipzig,de Bundesliga,26.0,26.8,2.0,0.0,0.0,24.0,21.0,2.0,149.0,38.0,44.0,1.0,0.0,0.0,162.0,71.0,35.0,67.0,DF,RB Leipzig,de Bundesliga,27.0,28.0,6.0,1.0,1.0,24.0,16.0,1.0,56.0,46.0,31.0,0.0,0.0,0.0,187.0,52.0,36.0,59.1,DF,RB Leipzig,de Bundesliga,28.0,18.3,2.0,0.0,0.0,17.0,9.0,4.0,39.0,16.0,18.0,0.0,0.0,0.0,134.0,43.0,17.0,71.7,DF,RB Leipzig,de Bundesliga,29.0,5.6,0.0,0.0,0.0,4.0,4.0,1.0,6.0,7.0,7.0,0.0,0.0,0.0,35.0,8.0,2.0,80.0,DF,RB Leipzig,de Bundesliga,30.0,17.3,2.0,0.0,0.0,19.0,7.0,0.0,45.0,21.0,21.0,1.0,0.0,0.0,102.0,26.0,16.0,61.9
988,Ben Hamer,eng ENG,PO,Leicester City,eng Premier League,29.0,1987.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,100.0,PO,Huddersfield,eng Premier League,30.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,Romain Hamouma,fr FRA,DL,Saint-Étienne,fr Ligue 1,30.0,1987.0,20.5,4.0,0.0,0.0,17.0,37.0,12.0,106.0,13.0,13.0,1.0,0.0,0.0,72.0,18.0,32.0,36.0,"DL,CC",Saint-Étienne,fr Ligue 1,31.0,17.6,3.0,1.0,1.0,24.0,34.0,4.0,90.0,9.0,19.0,0.0,0.0,0.0,77.0,25.0,43.0,36.8,"DL,CC",Saint-Étienne,fr Ligue 1,32.0,9.6,3.0,1.0,1.0,14.0,19.0,4.0,46.0,0.0,9.0,0.0,0.0,0.0,30.0,14.0,23.0,37.8,"DL,CC",Saint-Étienne,fr Ligue 1,33.0,19.7,5.0,0.0,0.0,31.0,36.0,9.0,96.0,7.0,7.0,1.0,0.0,0.0,69.0,18.0,47.0,27.7,"DL,CC",Saint-Étienne,fr Ligue 1,34.0,9.8,2.0,0.0,0.0,23.0,12.0,8.0,42.0,4.0,7.0,0.0,0.0,0.0,28.0,4.0,11.0,26.7,"DL,CC",Ajaccio,fr Ligue 1,35.0,12.0,5.0,2.0,2.0,18.0,15.0,4.0,54.0,2.0,3.0,2.0,0.0,0.0,33.0,12.0,18.0,40.0
990,Marek Hamšík,sk SVK,CC,Napoli,it Serie A,30.0,1987.0,26.3,2.0,0.0,0.0,10.0,12.0,3.0,30.0,14.0,22.0,0.0,0.0,0.0,140.0,18.0,12.0,60.0,CC,Napoli,it Serie A,31.0,10.2,1.0,0.0,0.0,5.0,3.0,0.0,3.0,12.0,5.0,0.0,0.0,0.0,81.0,8.0,3.0,72.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,Samir Handanović,si SVN,PO,Inter,it Serie A,33.0,1984.0,38.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,37.0,9.0,0.0,100.0,PO,Inter,it Serie A,34.0,38.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,0.0,100.0,PO,Inter,it Serie A,35.0,35.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,36.0,6.0,0.0,100.0,PO,Inter,it Serie A,36.0,36.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,6.0,0.0,100.0,PO,Inter,it Serie A,37.0,37.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,0.0,100.0,PO,Inter,it Serie A,38.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
992,Tim Handwerker,de GER,"CC,DF",Köln,de Bundesliga,19.0,1998.0,4.4,0.0,0.0,0.0,1.0,5.0,1.0,29.0,6.0,7.0,0.0,0.0,0.0,18.0,4.0,7.0,36.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,Genki Haraguchi,jp JPN,DL,Hertha BSC,de Bundesliga,26.0,1991.0,2.3,2.0,1.0,0.0,6.0,4.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,8.0,4.0,2.0,66.7,"CC,DF",Hannover 96,de Bundesliga,27.0,23.7,1.0,0.0,0.0,32.0,35.0,1.0,37.0,21.0,26.0,0.0,1.0,0.0,118.0,27.0,30.0,47.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,Union Berlin,de Bundesliga,30.0,19.5,2.0,0.0,0.0,27.0,30.0,1.0,12.0,26.0,20.0,0.0,0.0,0.0,99.0,15.0,24.0,38.5,CC,Stuttgart,de Bundesliga,31.0,13.8,1.0,0.0,0.0,8.0,28.0,0.0,12.0,11.0,15.0,0.0,0.0,1.0,57.0,14.0,19.0,86.6
994,Amine Harit,ma MAR,"CC,DL",Schalke 04,de Bundesliga,20.0,1997.0,22.7,3.0,0.0,0.0,19.0,94.0,7.0,26.0,19.0,27.0,3.0,0.0,0.0,135.0,12.0,17.0,41.4,"CC,DL",Schalke 04,de Bundesliga,21.0,12.0,1.0,0.0,0.0,9.0,50.0,1.0,3.0,9.0,8.0,1.0,0.0,0.0,68.0,7.0,15.0,31.8,"CC,DL",Schalke 04,de Bundesliga,22.0,23.4,3.0,0.0,0.0,19.0,70.0,8.0,22.0,7.0,7.0,1.0,0.0,0.0,118.0,8.0,28.0,22.2,"CC,DL",Schalke 04,de Bundesliga,23.0,23.3,4.0,0.0,0.0,28.0,79.0,7.0,71.0,17.0,13.0,2.0,0.0,0.0,99.0,6.0,22.0,21.4,"DL,CC",Marseille,fr Ligue 1,24.0,12.9,1.0,0.0,0.0,17.0,39.0,3.0,28.0,4.0,11.0,0.0,0.0,0.0,51.0,6.0,14.0,30.0,"CC,DL",Marseille,fr Ligue 1,25.0,5.7,1.0,0.0,0.0,2.0,13.0,2.0,16.0,4.0,4.0,0.0,0.0,0.0,27.0,1.0,12.0,7.7
995,Martin Harnik,at AUT,"DL,CC",Hannover 96,de Bundesliga,30.0,1987.0,21.0,2.0,0.0,0.0,40.0,21.0,6.0,19.0,8.0,10.0,0.0,1.0,0.0,60.0,59.0,66.0,47.2,"DL,CC",Werder Bremen,de Bundesliga,31.0,9.2,2.0,0.0,0.0,16.0,6.0,8.0,10.0,3.0,7.0,0.0,0.0,0.0,41.0,22.0,42.0,34.4,"CC,DL",Werder Bremen,de Bundesliga,32.0,0.1,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,Rekeem Harper,eng ENG,CC,West Brom,eng Premier League,17.0,2000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC,West Brom,eng Premier League,20.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,Joe Hart,eng ENG,PO,West Ham,eng Premier League,30.0,1987.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,4.0,0.0,100.0,PO,Burnley,eng Premier League,31.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,100.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
