,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,Gls.2017-2018,Dis2017-2018,DaP2017-2018,% de TT2017-2018,T/902017-2018,TalArc/902017-2018,G/T2017-2018,G/TalArc2017-2018,Dist2017-2018,FK2017-2018,TP2017-2018,TPint2017-2018,xG2017-2018,npxG2017-2018,npxG/Sh2017-2018,G-xG2017-2018,np:G-xG2017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,Gls.2018-2019,Dis2018-2019,DaP2018-2019,% de TT2018-2019,T/902018-2019,TalArc/902018-2019,G/T2018-2019,G/TalArc2018-2019,Dist2018-2019,FK2018-2019,TP2018-2019,TPint2018-2019,xG2018-2019,npxG2018-2019,npxG/Sh2018-2019,G-xG2018-2019,np:G-xG2018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,Gls.2019-2020,Dis2019-2020,DaP2019-2020,% de TT2019-2020,T/902019-2020,TalArc/902019-2020,G/T2019-2020,G/TalArc2019-2020,Dist2019-2020,FK2019-2020,TP2019-2020,TPint2019-2020,xG2019-2020,npxG2019-2020,npxG/Sh2019-2020,G-xG2019-2020,np:G-xG2019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,Gls.2020-2021,Dis2020-2021,DaP2020-2021,% de TT2020-2021,T/902020-2021,TalArc/902020-2021,G/T2020-2021,G/TalArc2020-2021,Dist2020-2021,FK2020-2021,TP2020-2021,TPint2020-2021,xG2020-2021,npxG2020-2021,npxG/Sh2020-2021,G-xG2020-2021,np:G-xG2020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,Gls.2021-2022,Dis2021-2022,DaP2021-2022,% de TT2021-2022,T/902021-2022,TalArc/902021-2022,G/T2021-2022,G/TalArc2021-2022,Dist2021-2022,FK2021-2022,TP2021-2022,TPint2021-2022,xG2021-2022,npxG2021-2022,npxG/Sh2021-2022,G-xG2021-2022,np:G-xG2021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,Gls.2022-2023,Dis2022-2023,DaP2022-2023,% de TT2022-2023,T/902022-2023,TalArc/902022-2023,G/T2022-2023,G/TalArc2022-2023,Dist2022-2023,FK2022-2023,TP2022-2023,TPint2022-2023,xG2022-2023,npxG2022-2023,npxG/Sh2022-2023,G-xG2022-2023,np:G-xG2022-2023
2165,Pirmin Schwegler,ch SUI,CC,Hannover 96,de Bundesliga,30.0,1987.0,25.8,0.0,12.0,1.0,8.3,0.47,0.04,0.0,0.0,23.9,3.0,0.0,0.0,0.8,0.8,0.06,-0.8,-0.8,ch SUI,CC,Hannover 96,de Bundesliga,31.0,1987.0,23.1,0.0,12.0,1.0,8.3,0.52,0.04,0.0,0.0,27.3,0.0,0.0,0.0,0.3,0.3,0.03,-0.3,-0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2166,Alexander Schwolow,de GER,PO,Freiburg,de Bundesliga,25.0,1992.0,32.3,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,14.8,0.0,0.0,0.0,0.1,0.1,0.08,-0.1,-0.1,de GER,PO,Freiburg,de Bundesliga,26.0,1992.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,PO,Freiburg,de Bundesliga,27.0,1992.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,PO,Hertha BSC,de Bundesliga,28.0,1992.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,PO,Hertha BSC,de Bundesliga,29.0,1992.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,PO,Schalke 04,de Bundesliga,30.0,1992.0,22.6,0.0,1.0,0.0,0.0,0.04,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.1,0.1,0.08,-0.1,-0.1
2167,Simone Scuffet,it ITA,PO,Udinese,it Serie A,21.0,1996.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,PO,Udinese,it Serie A,22.0,1996.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,PO,Udinese,it Serie A,24.0,1996.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2168,Sergio Segura García,es ESP,DF,Leganés,es La Liga,21.0,1995.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2169,Ernest Seka,gn GUI,DF,Strasbourg,fr Ligue 1,30.0,1987.0,24.2,1.0,15.0,3.0,20.0,0.62,0.12,0.07,0.33,18.1,0.0,0.0,0.0,0.8,0.8,0.06,0.2,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2170,Vahid Selimović,lu LUX,DF,Metz,fr Ligue 1,20.0,1997.0,11.7,0.0,2.0,0.0,0.0,0.17,0.0,0.0,0.0,25.8,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2171,Davie Selke,de GER,DL,Hertha BSC,de Bundesliga,22.0,1995.0,21.0,10.0,46.0,21.0,45.7,2.2,1.0,0.2,0.43,13.9,0.0,1.0,1.0,7.7,6.9,0.16,2.3,2.1,de GER,DL,Hertha BSC,de Bundesliga,23.0,1995.0,19.3,3.0,44.0,19.0,43.2,2.28,0.98,0.07,0.16,13.7,0.0,0.0,0.0,5.2,5.2,0.12,-2.2,-2.2,de GER,DL,Hertha BSC,de Bundesliga,24.0,1995.0,15.8,1.0,31.0,8.0,57.5,4.11,1.25,0.05,0.33,26.6,0.0,0.0,0.0,3.4,3.4,0.21,-2.4,-2.4,de GER,DL,Werder Bremen,de Bundesliga,25.0,1995.0,9.0,3.0,27.0,12.0,44.4,2.99,1.33,0.07,0.17,13.7,0.0,1.0,1.0,3.7,2.9,0.11,-0.7,-0.9,de GER,DL,Hertha BSC,de Bundesliga,26.0,1995.0,11.2,4.0,24.0,9.0,37.5,2.15,0.81,0.13,0.33,13.3,0.0,1.0,1.0,4.2,3.4,0.14,-0.2,-0.4,de GER,DL,Hertha BSC,de Bundesliga,27.0,1995.0,12.8,6.0,33.0,18.0,113.6,4.5,2.51,0.18,0.33,29.1,0.0,1.0,1.0,4.6,3.8,0.2,1.4,1.2000000000000002
2172,Ole Selnæs,no NOR,CC,Saint-Étienne,fr Ligue 1,23.0,1994.0,22.9,0.0,14.0,4.0,28.6,0.61,0.17,0.0,0.0,25.4,0.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5,no NOR,CC,Saint-Étienne,fr Ligue 1,24.0,1994.0,18.5,0.0,12.0,3.0,25.0,0.65,0.16,0.0,0.0,26.3,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2173,Nélson Semedo,pt POR,DF,Barcelona,es La Liga,23.0,1993.0,16.6,0.0,3.0,2.0,66.7,0.18,0.12,0.0,0.0,22.0,0.0,0.0,0.0,0.3,0.3,0.1,-0.3,-0.3,pt POR,DF,Barcelona,es La Liga,24.0,1993.0,17.8,1.0,6.0,2.0,33.3,0.34,0.11,0.17,0.5,17.1,0.0,0.0,0.0,0.3,0.3,0.05,0.7,0.7,pt POR,DF,Barcelona,es La Liga,25.0,1993.0,23.3,1.0,8.0,2.0,25.0,0.34,0.09,0.13,0.5,17.8,0.0,0.0,0.0,0.6,0.6,0.07,0.4,0.4,pt POR,"DF,CC",Wolves,eng Premier League,26.0,1993.0,33.1,1.0,23.0,11.0,47.8,0.69,0.33,0.04,0.09,21.2,0.0,0.0,0.0,1.3,1.3,0.06,-0.3,-0.3,pt POR,"CC,DF",Wolves,eng Premier League,27.0,1993.0,23.7,0.0,19.0,4.0,21.1,0.8,0.17,0.0,0.0,20.2,0.0,0.0,0.0,1.6,1.6,0.08,-1.6,-1.6,pt POR,DF,Wolves,eng Premier League,28.0,1993.0,29.2,0.0,9.0,0.0,0.0,0.31,0.0,0.0,0.0,20.5,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4
2174,Rúben Semedo,pt POR,"DF,CC",Villarreal,es La Liga,23.0,1994.0,2.6,0.0,1.0,0.0,0.0,0.39,0.0,0.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,pt POR,DF,Huesca,es La Liga,24.0,1994.0,9.4,0.0,6.0,0.0,0.0,0.64,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.6,0.6,0.1,-0.6,-0.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2175,Stefano Sensi,it ITA,CC,Sassuolo,it Serie A,21.0,1995.0,11.6,2.0,21.0,5.0,23.8,1.82,0.43,0.1,0.4,24.8,3.0,0.0,0.0,1.6,1.6,0.08,0.4,0.4,it ITA,CC,Sassuolo,it Serie A,22.0,1995.0,21.9,2.0,36.0,7.0,19.4,1.64,0.32,0.06,0.29,23.1,5.0,0.0,0.0,1.9,1.9,0.05,0.1,0.1,it ITA,CC,Inter,it Serie A,23.0,1995.0,8.0,3.0,29.0,10.0,34.5,3.61,1.24,0.1,0.3,22.4,4.0,0.0,0.0,1.4,1.4,0.05,1.6,1.6,it ITA,CC,Inter,it Serie A,24.0,1995.0,6.7,0.0,18.0,7.0,38.9,2.69,1.04,0.0,0.0,21.9,1.0,0.0,0.0,1.1,1.1,0.06,-1.1,-1.1,it ITA,"CC,DL",Sampdoria,it Serie A,25.0,1995.0,10.3,1.0,13.0,4.0,40.0,2.81,0.48,0.1,0.25,34.400000000000006,0.0,0.0,0.0,1.5,1.5,0.24,-0.5,-0.5,it ITA,CC,Monza,it Serie A,26.0,1995.0,18.0,3.0,18.0,7.0,38.9,1.0,0.39,0.17,0.43,24.8,4.0,0.0,0.0,1.4,1.4,0.08,1.6,1.6
2176,Luigi Sepe,it ITA,PO,Napoli,it Serie A,26.0,1991.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,PO,Parma,it Serie A,27.0,1991.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,PO,Parma,it Serie A,28.0,1991.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,PO,Parma,it Serie A,29.0,1991.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,PO,Salernitana,it Serie A,30.0,1991.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,PO,Salernitana,it Serie A,31.0,1991.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2177,Suat Serdar,de GER,CC,Mainz 05,de Bundesliga,20.0,1997.0,18.9,2.0,39.0,13.0,33.3,2.06,0.69,0.05,0.15,23.4,0.0,0.0,0.0,1.7,1.7,0.04,0.3,0.3,de GER,CC,Schalke 04,de Bundesliga,21.0,1997.0,19.2,2.0,30.0,9.0,30.0,1.56,0.47,0.07,0.22,18.8,0.0,0.0,0.0,3.0,3.0,0.1,-1.0,-1.0,de GER,CC,Schalke 04,de Bundesliga,22.0,1997.0,17.8,7.0,36.0,14.0,38.9,2.03,0.79,0.19,0.5,20.7,0.0,0.0,0.0,3.1,3.1,0.09,3.9,3.9,de GER,CC,Schalke 04,de Bundesliga,23.0,1997.0,21.7,1.0,32.0,9.0,28.1,1.47,0.41,0.03,0.11,20.4,0.0,0.0,0.0,2.1,2.1,0.07,-1.1,-1.1,de GER,"CC,DL",Hertha BSC,de Bundesliga,24.0,1997.0,24.6,3.0,33.0,10.0,30.3,1.34,0.41,0.09,0.3,17.7,0.0,0.0,0.0,2.1,2.1,0.06,0.9,0.9,de GER,CC,Hertha BSC,de Bundesliga,25.0,1997.0,22.5,4.0,23.0,7.0,30.4,1.02,0.31,0.17,0.57,19.3,0.0,0.0,0.0,1.9,1.9,0.08,2.1,2.1
2178,Jean Seri,ci CIV,CC,Nice,fr Ligue 1,26.0,1991.0,29.1,2.0,35.0,11.0,31.4,1.2,0.38,0.06,0.18,26.1,4.0,0.0,0.0,1.9,1.9,0.05,0.1,0.1,ci CIV,CC,Fulham,eng Premier League,27.0,1991.0,24.9,1.0,19.0,6.0,31.6,0.76,0.24,0.05,0.17,25.7,3.0,0.0,0.0,0.9,0.9,0.05,0.1,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ci CIV,CC,Bordeaux,fr Ligue 1,29.0,1991.0,7.9,0.0,4.0,0.0,0.0,0.51,0.0,0.0,0.0,24.1,2.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2179,Julien Serrano,fr FRA,DF,Monaco,fr Ligue 1,19.0,1998.0,3.1,0.0,1.0,0.0,0.0,0.32,0.0,0.0,0.0,29.9,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,fr FRA,"CC,DF",Monaco,fr Ligue 1,20.0,1998.0,1.3,0.0,1.0,0.0,0.0,0.76,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.3,0.3,0.31,-0.3,-0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2180,Grégory Sertic,fr FRA,"DF,CC",Marseille,fr Ligue 1,27.0,1989.0,3.9,0.0,6.0,1.0,16.7,1.54,0.26,0.0,0.0,11.8,0.0,0.0,0.0,0.6,0.6,0.1,-0.6,-0.6,fr FRA,CC,Marseille,fr Ligue 1,28.0,1989.0,1.2,0.0,1.0,0.0,0.0,0.83,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.1,0.1,0.09,-0.1,-0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2181,Stéphane Sessègnon,bj BEN,"CC,DL",Montpellier,fr Ligue 1,33.0,1984.0,10.9,1.0,20.0,4.0,20.0,1.83,0.37,0.05,0.25,22.5,2.0,0.0,0.0,1.1,1.1,0.06,-0.1,-0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2182,Lee Seung-woo,kr KOR,"CC,DL",Hellas Verona,it Serie A,19.0,1998.0,4.0,1.0,11.0,3.0,27.3,2.77,0.75,0.09,0.33,20.8,0.0,0.0,0.0,0.4,0.4,0.04,0.6,0.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2183,Stephan El Shaarawy,it ITA,DL,Roma,it Serie A,24.0,1992.0,23.9,7.0,73.0,23.0,31.5,3.05,0.96,0.1,0.3,16.3,0.0,0.0,0.0,8.9,8.9,0.12,-1.9,-1.9,it ITA,"DL,CC",Roma,it Serie A,25.0,1992.0,23.4,11.0,70.0,30.0,42.9,2.99,1.28,0.16,0.37,17.5,0.0,0.0,0.0,7.6,7.6,0.11,3.4,3.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,"CC,DL",Roma,it Serie A,27.0,1992.0,6.4,1.0,16.0,7.0,43.8,2.52,1.1,0.06,0.14,18.0,0.0,0.0,0.0,1.3,1.3,0.08,-0.3,-0.3,it ITA,"DL,DF",Roma,it Serie A,28.0,1992.0,11.7,3.0,39.0,12.0,30.8,3.33,1.02,0.08,0.25,19.3,1.0,0.0,0.0,2.7,2.7,0.07,0.3,0.3,it ITA,"DF,CC",Roma,it Serie A,29.0,1992.0,16.9,7.0,42.0,19.0,45.2,2.48,1.12,0.17,0.37,19.2,0.0,0.0,0.0,5.5,5.5,0.13,1.5,1.5
2184,Meritan Shabani,al ALB,DL,Bayern Munich,de Bundesliga,18.0,1999.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,al ALB,CC,Bayern Munich,de Bundesliga,19.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2185,Xherdan Shaqiri,ch SUI,"CC,DL",Stoke City,eng Premier League,25.0,1991.0,33.8,8.0,68.0,30.0,44.1,2.01,0.89,0.12,0.27,22.3,8.0,0.0,1.0,5.0,4.2,0.06,3.0,3.8,ch SUI,"DL,CC",Liverpool,eng Premier League,26.0,1991.0,11.8,6.0,26.0,10.0,38.5,2.2,0.85,0.23,0.6,19.8,5.0,0.0,0.0,3.9,3.9,0.15,2.1,2.1,ch SUI,"DL,CC",Liverpool,eng Premier League,27.0,1991.0,2.1,1.0,4.0,1.0,25.0,1.95,0.49,0.25,1.0,20.4,0.0,0.0,0.0,0.5,0.5,0.13,0.5,0.5,ch SUI,"CC,DL",Liverpool,eng Premier League,28.0,1991.0,6.2,0.0,11.0,0.0,0.0,1.78,0.0,0.0,0.0,22.8,1.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5,ch SUI,"DL,CC",Lyon,fr Ligue 1,29.0,1991.0,7.5,2.0,13.0,5.0,38.5,1.72,0.66,0.15,0.4,20.3,3.0,0.0,0.0,0.6,0.6,0.05,1.4,1.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
