,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,Int.2017-2018,Balón vivo2017-2018,Balón muerto2017-2018,FK2017-2018,PL2017-2018,Camb.2017-2018,Pcz2017-2018,Lanz.2017-2018,SE2017-2018,Dentro2017-2018,Fuera2017-2018,Rect.2017-2018,Cmp2017-2018,PA2017-2018,Bloqueos2017-2018,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,90 s2018-2019,Int.2018-2019,Balón vivo2018-2019,Balón muerto2018-2019,FK2018-2019,PL2018-2019,Camb.2018-2019,Pcz2018-2019,Lanz.2018-2019,SE2018-2019,Dentro2018-2019,Fuera2018-2019,Rect.2018-2019,Cmp2018-2019,PA2018-2019,Bloqueos2018-2019,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,90 s2019-2020,Int.2019-2020,Balón vivo2019-2020,Balón muerto2019-2020,FK2019-2020,PL2019-2020,Camb.2019-2020,Pcz2019-2020,Lanz.2019-2020,SE2019-2020,Dentro2019-2020,Fuera2019-2020,Rect.2019-2020,Cmp2019-2020,PA2019-2020,Bloqueos2019-2020,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,90 s2020-2021,Int.2020-2021,Balón vivo2020-2021,Balón muerto2020-2021,FK2020-2021,PL2020-2021,Camb.2020-2021,Pcz2020-2021,Lanz.2020-2021,SE2020-2021,Dentro2020-2021,Fuera2020-2021,Rect.2020-2021,Cmp2020-2021,PA2020-2021,Bloqueos2020-2021,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,90 s2021-2022,Int.2021-2022,Balón vivo2021-2022,Balón muerto2021-2022,FK2021-2022,PL2021-2022,Camb.2021-2022,Pcz2021-2022,Lanz.2021-2022,SE2021-2022,Dentro2021-2022,Fuera2021-2022,Rect.2021-2022,Cmp2021-2022,PA2021-2022,Bloqueos2021-2022,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,90 s2022-2023,Int.2022-2023,Balón vivo2022-2023,Balón muerto2022-2023,FK2022-2023,PL2022-2023,Camb.2022-2023,Pcz2022-2023,Lanz.2022-2023,SE2022-2023,Dentro2022-2023,Fuera2022-2023,Rect.2022-2023,Cmp2022-2023,PA2022-2023,Bloqueos2022-2023
1222,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,20.0,1997.0,17.7,849.0,620.0,225.0,13.0,0.0,5.0,46.0,212.0,0.0,0.0,0.0,0.0,576.0,4.0,32.0,DF,Everton,eng Premier League,21.0,8.8,573.0,442.0,129.0,3.0,0.0,1.0,17.0,126.0,0.0,0.0,0.0,0.0,423.0,2.0,21.0,DF,Schalke 04,de Bundesliga,22.0,30.2,1580.0,1209.0,359.0,17.0,0.0,13.0,59.0,342.0,0.0,0.0,0.0,0.0,1168.0,12.0,38.0,DF,Everton,eng Premier League,23.0,0.9,59.0,46.0,13.0,2.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,47.0,0.0,3.0,DF,Everton,eng Premier League,24.0,11.3,478.0,381.0,93.0,3.0,1.0,0.0,23.0,90.0,0.0,0.0,0.0,0.0,351.0,4.0,8.0,DF,Hertha BSC,de Bundesliga,25.0,24.9,1207.0,955.0,245.0,9.0,0.0,3.0,54.0,235.0,1.0,0.0,0.0,0.0,879.0,7.0,35.0
1223,Ryan Kent,eng ENG,"DL,CC",Freiburg,de Bundesliga,20.0,1996.0,2.7,63.0,63.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224,Christophe Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,30.0,1986.0,36.9,1658.0,1560.0,90.0,82.0,1.0,37.0,4.0,8.0,0.0,0.0,0.0,0.0,1370.0,8.0,7.0,DF,Guingamp,fr Ligue 1,31.0,23.3,862.0,802.0,58.0,58.0,1.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,670.0,2.0,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,Franck Kessié,ci CIV,CC,Milan,it Serie A,20.0,1996.0,36.3,1802.0,1772.0,23.0,15.0,3.0,7.0,65.0,5.0,3.0,0.0,0.0,1.0,1479.0,7.0,37.0,CC,Milan,it Serie A,21.0,33.5,1733.0,1691.0,37.0,22.0,7.0,10.0,28.0,11.0,4.0,0.0,0.0,0.0,1484.0,5.0,30.0,CC,Milan,it Serie A,22.0,32.3,1715.0,1679.0,33.0,20.0,3.0,14.0,14.0,11.0,0.0,0.0,0.0,0.0,1520.0,3.0,16.0,CC,Milan,it Serie A,23.0,35.8,2022.0,1956.0,57.0,51.0,0.0,19.0,13.0,6.0,0.0,0.0,0.0,0.0,1781.0,9.0,16.0,CC,Milan,it Serie A,24.0,25.6,1342.0,1284.0,52.0,41.0,2.0,9.0,12.0,7.0,0.0,0.0,0.0,0.0,1174.0,6.0,15.0,CC,Barcelona,es La Liga,25.0,11.0,457.0,441.0,13.0,6.0,2.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,391.0,3.0,5.0
1226,Billy Ketkeophomphone,la LAO,CC,Angers,fr Ligue 1,27.0,1990.0,4.9,182.0,167.0,13.0,7.0,1.0,1.0,10.0,3.0,3.0,3.0,0.0,0.0,132.0,2.0,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1227,Driss Khalid,ma MAR,DL,Toulouse,fr Ligue 1,18.0,1999.0,0.3,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1228,Saîf-Eddine Khaoui,tn TUN,"CC,DL",Troyes,fr Ligue 1,22.0,1995.0,21.7,746.0,626.0,113.0,37.0,5.0,3.0,104.0,4.0,71.0,34.0,31.0,0.0,483.0,7.0,25.0,"CC,DL",Caen,fr Ligue 1,23.0,15.0,472.0,441.0,27.0,14.0,2.0,1.0,23.0,0.0,9.0,3.0,3.0,1.0,327.0,4.0,19.0,"CC,DL",Marseille,fr Ligue 1,24.0,1.2,61.0,54.0,7.0,2.0,1.0,0.0,7.0,0.0,5.0,3.0,1.0,0.0,40.0,0.0,1.0,"DL,DF",Marseille,fr Ligue 1,25.0,6.7,261.0,226.0,34.0,3.0,0.0,1.0,15.0,29.0,2.0,0.0,2.0,0.0,179.0,1.0,7.0,"CC,DL",Clermont Foot,fr Ligue 1,26.0,10.3,381.0,329.0,50.0,18.0,1.0,0.0,40.0,1.0,31.0,15.0,6.0,0.0,276.0,2.0,7.0,CC,Clermont Foot,fr Ligue 1,27.0,22.5,713.0,636.0,70.0,24.0,2.0,2.0,56.0,0.0,46.0,17.0,19.0,0.0,486.0,7.0,17.0
1229,Wahbi Khazri,tn TUN,"DL,CC",Rennes,fr Ligue 1,26.0,1991.0,21.3,729.0,634.0,90.0,32.0,9.0,20.0,64.0,9.0,37.0,21.0,8.0,2.0,528.0,5.0,22.0,"DL,CC",Saint-Étienne,fr Ligue 1,27.0,31.3,1100.0,845.0,250.0,77.0,4.0,27.0,197.0,21.0,132.0,50.0,58.0,4.0,725.0,5.0,38.0,"DL,CC",Saint-Étienne,fr Ligue 1,28.0,12.8,358.0,282.0,71.0,16.0,2.0,11.0,57.0,8.0,36.0,19.0,10.0,1.0,220.0,5.0,14.0,DL,Saint-Étienne,fr Ligue 1,29.0,13.1,373.0,341.0,30.0,14.0,0.0,8.0,29.0,7.0,4.0,2.0,1.0,0.0,252.0,2.0,13.0,"DL,CC",Saint-Étienne,fr Ligue 1,30.0,24.7,613.0,523.0,88.0,9.0,7.0,18.0,57.0,19.0,20.0,7.0,9.0,0.0,426.0,2.0,18.0,"DL,CC",Montpellier,fr Ligue 1,31.0,18.2,483.0,421.0,58.0,16.0,3.0,11.0,39.0,11.0,18.0,9.0,9.0,0.0,344.0,4.0,20.0
1230,Rani Khedira,de GER,"CC,DF",Augsburg,de Bundesliga,23.0,1994.0,25.3,860.0,837.0,22.0,20.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,641.0,1.0,20.0,"DF,CC",Augsburg,de Bundesliga,24.0,29.2,1266.0,1226.0,35.0,35.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1029.0,5.0,15.0,CC,Augsburg,de Bundesliga,25.0,29.4,891.0,873.0,13.0,10.0,1.0,4.0,9.0,2.0,1.0,0.0,0.0,0.0,616.0,5.0,23.0,CC,Augsburg,de Bundesliga,26.0,20.2,663.0,638.0,23.0,10.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,469.0,2.0,14.0,CC,Union Berlin,de Bundesliga,27.0,30.6,947.0,927.0,15.0,8.0,1.0,1.0,23.0,4.0,0.0,0.0,0.0,0.0,685.0,5.0,24.0,CC,Union Berlin,de Bundesliga,28.0,32.0,1039.0,1007.0,30.0,14.0,1.0,3.0,11.0,1.0,1.0,1.0,0.0,0.0,778.0,2.0,20.0
1231,Sami Khedira,de GER,CC,Juventus,it Serie A,30.0,1987.0,21.2,978.0,950.0,24.0,12.0,1.0,8.0,12.0,11.0,0.0,0.0,0.0,0.0,842.0,4.0,22.0,CC,Juventus,it Serie A,31.0,7.8,368.0,352.0,12.0,7.0,1.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,307.0,4.0,11.0,CC,Juventus,it Serie A,32.0,7.6,338.0,323.0,13.0,3.0,2.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,283.0,2.0,12.0,CC,Hertha BSC,de Bundesliga,33.0,4.4,222.0,203.0,16.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,182.0,3.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,Stefan Kießling,de GER,"DF,CC",Leverkusen,de Bundesliga,33.0,1984.0,0.9,27.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1233,Kiké,es ESP,DL,Eibar,es La Liga,27.0,1989.0,27.3,709.0,676.0,31.0,1.0,0.0,2.0,15.0,4.0,0.0,0.0,0.0,0.0,501.0,2.0,33.0,DL,Eibar,es La Liga,28.0,14.4,407.0,392.0,14.0,1.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,278.0,1.0,16.0,DL,Eibar,es La Liga,29.0,19.6,501.0,479.0,20.0,1.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,314.0,2.0,9.0,DL,Eibar,es La Liga,30.0,34.3,885.0,831.0,49.0,2.0,0.0,5.0,47.0,2.0,0.0,0.0,0.0,0.0,574.0,5.0,31.0,DL,Osasuna,es La Liga,31.0,20.7,510.0,494.0,15.0,1.0,0.0,6.0,21.0,1.0,0.0,0.0,0.0,0.0,336.0,1.0,14.0,DL,Osasuna,es La Liga,32.0,11.3,244.0,229.0,13.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,167.0,2.0,9.0
1234,Joshua Kimmich,de GER,DF,Bayern Munich,de Bundesliga,22.0,1995.0,25.9,2169.0,1882.0,282.0,53.0,1.0,24.0,212.0,160.0,69.0,13.0,49.0,2.0,1822.0,5.0,34.0,"DF,CC",Bayern Munich,de Bundesliga,23.0,34.0,3026.0,2563.0,453.0,75.0,3.0,25.0,254.0,244.0,133.0,37.0,81.0,0.0,2583.0,10.0,43.0,"CC,DF",Bayern Munich,de Bundesliga,24.0,31.3,2870.0,2510.0,352.0,97.0,11.0,25.0,230.0,84.0,170.0,62.0,87.0,0.0,2435.0,8.0,31.0,CC,Bayern Munich,de Bundesliga,25.0,24.4,2131.0,1849.0,270.0,104.0,7.0,27.0,176.0,26.0,140.0,67.0,53.0,0.0,1778.0,12.0,16.0,CC,Bayern Munich,de Bundesliga,26.0,27.5,2595.0,2260.0,318.0,126.0,20.0,16.0,181.0,39.0,153.0,80.0,56.0,2.0,2177.0,17.0,28.0,CC,Bayern Munich,de Bundesliga,27.0,31.2,2767.0,2407.0,351.0,119.0,29.0,10.0,240.0,28.0,204.0,83.0,98.0,4.0,2333.0,9.0,24.0
1235,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,21.0,1995.0,26.9,1875.0,1784.0,91.0,80.0,0.0,22.0,6.0,11.0,0.0,0.0,0.0,0.0,1783.0,0.0,11.0,DF,Paris S-G,fr Ligue 1,22.0,22.3,1494.0,1429.0,63.0,40.0,1.0,5.0,7.0,23.0,0.0,0.0,0.0,0.0,1387.0,2.0,9.0,DF,Paris S-G,fr Ligue 1,23.0,13.6,1114.0,1090.0,23.0,21.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1056.0,1.0,8.0,DF,Paris S-G,fr Ligue 1,24.0,25.6,1975.0,1926.0,47.0,42.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1874.0,2.0,4.0,DF,Paris S-G,fr Ligue 1,25.0,28.6,2254.0,2169.0,85.0,55.0,0.0,11.0,2.0,25.0,1.0,0.0,0.0,0.0,2154.0,0.0,8.0,DF,Paris S-G,fr Ligue 1,26.0,8.1,503.0,454.0,48.0,13.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,471.0,1.0,6.0
1236,Andy King,wls WAL,CC,Leicester City,eng Premier League,28.0,1988.0,13.9,580.0,560.0,16.0,12.0,1.0,3.0,13.0,3.0,0.0,0.0,0.0,0.0,463.0,4.0,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1237,Joshua King,no NOR,"DL,CC",Bournemouth,eng Premier League,25.0,1992.0,27.3,730.0,692.0,34.0,2.0,5.0,1.0,34.0,3.0,0.0,0.0,0.0,0.0,514.0,4.0,33.0,"DL,CC",Bournemouth,eng Premier League,26.0,32.9,858.0,830.0,21.0,0.0,11.0,2.0,43.0,5.0,1.0,0.0,0.0,0.0,588.0,7.0,28.0,"DL,CC",Bournemouth,eng Premier League,27.0,22.3,524.0,503.0,20.0,2.0,4.0,1.0,22.0,2.0,1.0,0.0,0.0,0.0,369.0,1.0,27.0,"CC,DL",Everton,eng Premier League,28.0,1.6,50.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,3.0,DL,Watford,eng Premier League,29.0,25.0,519.0,479.0,34.0,0.0,3.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,369.0,6.0,11.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1238,Simon Kjær,dk DEN,DF,Sevilla,es La Liga,28.0,1989.0,17.5,790.0,764.0,26.0,25.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,666.0,0.0,7.0,DF,Sevilla,es La Liga,29.0,22.3,910.0,882.0,25.0,25.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,777.0,3.0,5.0,DF,Atalanta,it Serie A,30.0,17.0,850.0,822.0,25.0,25.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,749.0,3.0,3.0,DF,Milan,it Serie A,31.0,26.6,1489.0,1400.0,82.0,62.0,1.0,19.0,3.0,2.0,0.0,0.0,0.0,0.0,1303.0,7.0,8.0,DF,Milan,it Serie A,32.0,8.9,463.0,440.0,17.0,17.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,404.0,6.0,4.0,DF,Milan,it Serie A,33.0,11.2,683.0,667.0,16.0,15.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,591.0,0.0,1.0
1239,Davy Klaassen,nl NED,"CC,DL",Everton,eng Premier League,24.0,1993.0,2.8,103.0,98.0,5.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,7.0,CC,Werder Bremen,de Bundesliga,25.0,31.3,1251.0,1205.0,44.0,8.0,1.0,14.0,39.0,22.0,14.0,8.0,6.0,0.0,916.0,2.0,36.0,CC,Werder Bremen,de Bundesliga,26.0,32.6,1282.0,1231.0,47.0,19.0,3.0,11.0,18.0,25.0,1.0,0.0,1.0,0.0,973.0,4.0,33.0,CC,Werder Bremen,de Bundesliga,27.0,2.5,61.0,59.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,Felix Klaus,de GER,"CC,DL",Hannover 96,de Bundesliga,24.0,1992.0,22.0,709.0,629.0,78.0,23.0,1.0,7.0,73.0,28.0,27.0,12.0,13.0,2.0,490.0,2.0,37.0,"DL,CC",Wolfsburg,de Bundesliga,25.0,4.9,145.0,141.0,3.0,0.0,3.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,108.0,1.0,2.0,"CC,DL",Wolfsburg,de Bundesliga,26.0,7.4,220.0,209.0,10.0,1.0,2.0,0.0,20.0,9.0,0.0,0.0,0.0,0.0,142.0,1.0,13.0,"DF,CC",Wolfsburg,de Bundesliga,27.0,1.5,72.0,62.0,10.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,60.0,0.0,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,Ragnar Klavan,ee EST,DF,Liverpool,eng Premier League,31.0,1985.0,16.1,1218.0,1180.0,35.0,19.0,1.0,5.0,1.0,16.0,0.0,0.0,0.0,0.0,1097.0,3.0,4.0,DF,Cagliari,it Serie A,32.0,13.7,630.0,604.0,24.0,23.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,507.0,2.0,4.0,DF,Cagliari,it Serie A,33.0,26.2,1222.0,1182.0,38.0,33.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,1086.0,2.0,6.0,DF,Cagliari,it Serie A,34.0,8.6,402.0,374.0,27.0,21.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,343.0,1.0,5.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,Tim Kleindienst,de GER,"DL,DF",Freiburg,de Bundesliga,21.0,1995.0,12.6,369.0,357.0,9.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,203.0,3.0,25.0,DL,Freiburg,de Bundesliga,22.0,2.2,59.0,56.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,21.0,1996.0,24.3,1201.0,964.0,232.0,11.0,2.0,3.0,41.0,221.0,0.0,0.0,0.0,0.0,922.0,5.0,45.0,DF,RB Leipzig,de Bundesliga,22.0,22.3,1025.0,831.0,190.0,4.0,0.0,0.0,40.0,186.0,0.0,0.0,0.0,0.0,754.0,4.0,31.0,DF,RB Leipzig,de Bundesliga,23.0,29.4,1814.0,1698.0,113.0,27.0,0.0,3.0,25.0,86.0,0.0,0.0,0.0,0.0,1536.0,3.0,17.0,DF,RB Leipzig,de Bundesliga,24.0,16.1,1169.0,1096.0,71.0,22.0,0.0,1.0,7.0,49.0,0.0,0.0,0.0,0.0,1015.0,2.0,8.0,DF,RB Leipzig,de Bundesliga,25.0,18.3,1100.0,1027.0,72.0,19.0,3.0,1.0,3.0,52.0,0.0,0.0,0.0,0.0,944.0,1.0,16.0,DF,RB Leipzig,de Bundesliga,26.0,10.1,784.0,752.0,29.0,15.0,2.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,687.0,3.0,6.0
1244,Lukas Klünter,de GER,"DF,DL",Köln,de Bundesliga,21.0,1996.0,14.8,526.0,423.0,102.0,4.0,0.0,3.0,53.0,97.0,0.0,0.0,0.0,0.0,347.0,1.0,37.0,DF,Hertha BSC,de Bundesliga,22.0,6.6,252.0,199.0,52.0,4.0,0.0,2.0,21.0,48.0,0.0,0.0,0.0,0.0,174.0,1.0,8.0,DF,Hertha BSC,de Bundesliga,23.0,20.9,818.0,623.0,189.0,22.0,0.0,5.0,32.0,167.0,0.0,0.0,0.0,0.0,557.0,6.0,23.0,DF,Hertha BSC,de Bundesliga,24.0,11.0,542.0,489.0,52.0,10.0,0.0,1.0,14.0,42.0,0.0,0.0,0.0,0.0,414.0,1.0,16.0,DF,Hertha BSC,de Bundesliga,25.0,2.2,96.0,73.0,22.0,5.0,0.0,0.0,4.0,17.0,0.0,0.0,0.0,0.0,67.0,1.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,25.0,1992.0,23.4,1432.0,1393.0,37.0,33.0,0.0,11.0,3.0,4.0,0.0,0.0,0.0,0.0,1215.0,2.0,8.0,DF,Wolfsburg,de Bundesliga,26.0,31.0,2051.0,1973.0,71.0,66.0,1.0,34.0,1.0,5.0,0.0,0.0,0.0,0.0,1756.0,7.0,23.0,DF,Wolfsburg,de Bundesliga,27.0,17.7,979.0,941.0,38.0,32.0,0.0,12.0,4.0,6.0,0.0,0.0,0.0,0.0,807.0,0.0,10.0,DF,Union Berlin,de Bundesliga,28.0,33.8,2097.0,2019.0,71.0,65.0,0.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,1762.0,7.0,11.0,DF,Union Berlin,de Bundesliga,29.0,33.0,1725.0,1682.0,37.0,32.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1353.0,6.0,12.0,DF,Union Berlin,de Bundesliga,30.0,31.9,1643.0,1578.0,59.0,56.0,1.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,1332.0,6.0,20.0
