Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Tipos de pases,Tipos de pases,Tipos de pases,Tipos de pases,Tipos de pases,Tipos de pases,Tipos de pases,Tipos de pases,Saques de esquina,Saques de esquina,Saques de esquina,Resultados,Resultados,Resultados,Unnamed: 24_level_0
70,Doğan Alemdar,tr TUR,PO,Rennes,fr Ligue 1,19,2002,4.5,145,96,48,13,0,0,0,0,0,0,0,0,95,1,0,Partidos
71,Carles Aleñá,es ESP,"CC,DL",Getafe,es La Liga,24,1998,23.5,809,782,21,8,3,10,43,2,9,5,4,0,607,6,18,Partidos
72,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,23,1998,32.5,2912,2393,509,70,26,59,252,341,98,16,74,1,2188,10,37,Partidos
73,Alejandro Alfaro,es ESP,CC,Elche,es La Liga,20,2002,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Partidos
74,Ángel Algobia,es ESP,CC,Getafe,es La Liga,23,1999,12.6,521,502,17,15,0,5,11,0,1,1,0,0,420,2,8,Partidos
75,Mohamed Ali Cho,fr FRA,"DL,CC",Real Sociedad,es La Liga,18,2004,6.5,165,158,6,0,0,0,30,0,2,1,1,0,108,1,6,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos,Partidos
76,Faride Alidou,de GER,"DF,CC",Eint Frankfurt,de Bundesliga,21,2001,2.0,101,84,17,0,0,0,7,17,0,0,0,0,74,0,2,Partidos
77,Alisson,br BRA,PO,Liverpool,eng Premier League,29,1992,37.0,1453,1199,250,57,0,2,0,0,0,0,0,0,1241,4,1,Partidos
78,Jim Allevinah,ga GAB,"DF,DL",Clermont Foot,fr Ligue 1,27,1995,24.9,848,789,58,7,0,3,65,50,0,0,0,0,658,1,32,Partidos
79,Dele Alli,eng ENG,CC,Everton,eng Premier League,26,1996,0.4,15,13,2,1,0,0,0,0,0,0,0,0,12,0,0,Partidos
80,Domingos André Ribeiro Almeida,pt POR,CC,Valencia,es La Liga,22,2000,28.2,1402,1226,164,72,7,12,127,13,63,22,17,0,1110,12,18,Partidos
81,Miguel Almirón,py PAR,DL,Newcastle Utd,eng Premier League,28,1994,27.7,982,946,30,0,3,4,26,18,11,0,0,0,811,6,29,Partidos
82,Marcos Alonso,es ESP,DF,Barcelona,es La Liga,31,1990,13.0,1005,956,47,16,1,11,23,16,12,6,4,0,896,2,8,Partidos
83,Mickaël Alphonse,gp GLP,DF,Ajaccio,fr Ligue 1,33,1989,15.1,686,527,157,8,0,0,27,149,0,0,0,0,448,2,21,Partidos
84,Éder Álvarez Balanta,co COL,"CC,DL",Schalke 04,de Bundesliga,29,1993,2.6,91,84,5,3,1,1,2,0,2,1,1,0,64,2,1,Partidos
85,Carlos Álvarez,es ESP,CC,Sevilla,es La Liga,18,2003,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Partidos
86,Gastón Álvarez,uy URU,DF,Getafe,es La Liga,22,2000,16.7,579,431,147,6,0,2,23,141,0,0,0,0,350,1,16,Partidos
87,Julián Álvarez,ar ARG,"DL,CC",Manchester City,eng Premier League,22,2000,16.3,503,478,21,2,7,3,26,4,4,3,0,0,395,4,17,Partidos
88,Agustín Álvarez Martínez,uy URU,"DL,CC",Sassuolo,it Serie A,21,2001,4.1,84,76,8,0,0,1,4,0,3,0,3,0,68,0,1,Partidos
89,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,27,1995,25.9,1392,1308,80,72,5,35,9,2,0,0,0,0,1123,4,12,Partidos
90,Ibrahim Amadou,fr FRA,"DF,CC",Angers,fr Ligue 1,29,1993,4.7,190,186,4,4,0,0,1,0,0,0,0,0,161,0,5,Partidos
91,Selim Amallah,ma MAR,"CC,DL",Valladolid,es La Liga,25,1996,3.0,83,80,3,0,0,1,2,2,0,0,0,0,63,0,1,Partidos
92,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,27,1994,17.9,1114,1092,20,15,2,2,0,5,0,0,0,0,1015,2,2,Partidos
93,Amath,sn SEN,"CC,DL",Mallorca,es La Liga,26,1996,13.6,299,278,20,1,1,1,16,8,0,0,0,0,215,1,16,Partidos
94,Jordan Amavi,fr FRA,DF,Getafe,es La Liga,28,1994,2.2,96,69,27,1,0,0,6,26,0,0,0,0,51,0,5,Partidos
95,Lukáš Ambros,cz CZE,CC,Wolfsburg,de Bundesliga,18,2004,0.2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Partidos
96,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,24,1998,26.4,1110,869,238,14,1,2,39,222,2,0,1,0,830,3,31,Partidos
97,Bruno Amione,ar ARG,DF,Hellas Verona,it Serie A,20,2002,0.6,16,9,7,0,0,0,0,3,0,0,0,0,11,0,1,Partidos
98,Bruno Amione,ar ARG,DF,Sampdoria,it Serie A,20,2002,23.2,1032,948,81,33,0,0,5,48,0,0,0,0,821,3,23,Partidos
99,Nadiem Amiri,de GER,"CC,DL",Leverkusen,de Bundesliga,25,1996,10.9,507,472,32,14,4,4,16,4,9,2,7,0,423,3,15,Partidos
100,Samuel Amo-Ameyaw,eng ENG,CC,Southampton,eng Premier League,16,2006,0.0,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos,Partidos
101,Ethan Ampadu,wls WAL,"DF,CC",Spezia,it Serie A,21,2000,29.3,1548,1426,116,46,3,17,11,47,0,0,0,0,1254,6,20,Partidos
102,Sofyan Amrabat,ma MAR,CC,Fiorentina,it Serie A,25,1996,22.2,1490,1396,91,80,1,22,26,9,1,0,0,0,1323,3,25,Partidos
103,Ayoub Amraoui,ma MAR,"DF,DL",Nice,fr Ligue 1,18,2004,3.3,185,174,11,0,0,1,14,11,0,0,0,0,155,0,5,Partidos
104,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,26,1996,30.9,1972,1840,123,107,4,44,10,13,1,0,0,0,1561,9,13,Partidos
105,Elliot Anderson,sct SCO,"CC,DL",Newcastle Utd,eng Premier League,19,2002,4.6,198,193,3,0,1,0,9,2,1,0,0,0,150,2,10,Partidos
106,Felipe Anderson,br BRA,DL,Lazio,it Serie A,29,1993,32.9,1410,1370,34,2,4,8,50,21,3,1,2,0,1093,6,41,Partidos
107,Benjamin André,fr FRA,CC,Lille,fr Ligue 1,31,1990,32.4,2324,2262,54,49,8,23,14,5,0,0,0,0,1942,8,31,Partidos
108,Marcos André,br BRA,"DL,CC",Valencia,es La Liga,25,1996,5.0,64,58,6,0,1,1,1,0,0,0,0,0,43,0,1,Partidos
109,Komnen Andrić,rs SRB,DL,Clermont Foot,fr Ligue 1,27,1995,16.1,428,391,35,0,0,4,1,0,0,0,0,0,320,2,16,Partidos
110,Robert Andrich,de GER,CC,Leverkusen,de Bundesliga,27,1994,26.7,1455,1404,49,42,0,4,4,5,0,0,0,0,1218,2,12,Partidos
111,Angeliño,es ESP,DF,Hoffenheim,de Bundesliga,25,1997,29.1,1544,1160,366,42,1,16,179,276,48,18,23,0,1012,18,40,Partidos
112,Fabrizio Angileri,ar ARG,DF,Getafe,es La Liga,28,1994,6.5,260,190,70,3,0,2,12,67,0,0,0,0,153,0,13,Partidos
113,Jaidon Anthony,eng ENG,"CC,DL",Bournemouth,eng Premier League,22,1999,14.0,526,480,45,9,2,5,43,21,14,9,1,1,387,1,18,Partidos
114,Janis Antiste,fr FRA,DL,Sassuolo,it Serie A,19,2002,0.6,18,18,0,0,0,0,0,0,0,0,0,0,13,0,0,Partidos
115,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,26,1996,32.6,2059,1854,201,64,4,21,31,136,0,0,0,0,1629,4,31,Partidos
116,Josep Antoni Gayá,es ESP,"DF,CC",Mallorca,es La Liga,22,2000,1.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Partidos
117,José Antonio,es ESP,"CC,DF",Cádiz,es La Liga,18,2004,0.5,10,9,1,1,0,0,1,0,0,0,0,0,8,0,1,Partidos
118,Marcos Antônio,br BRA,CC,Lazio,it Serie A,22,2000,6.6,420,418,2,2,1,0,0,0,0,0,0,0,380,0,5,Partidos
119,Michail Antonio,jm JAM,DL,West Ham,eng Premier League,32,1990,20.3,348,335,12,1,1,1,35,8,0,0,0,0,186,1,18,Partidos
120,Antony,br BRA,DL,Manchester Utd,eng Premier League,22,2000,20.0,819,804,15,1,3,2,32,13,1,0,0,0,651,0,29,Partidos
121,Valentin Antov,bg BUL,DF,Monza,it Serie A,21,2000,3.4,229,213,16,4,0,1,2,12,0,0,0,0,201,0,1,Partidos
122,Christopher Antwi-Adjei,gh GHA,"DL,CC",Bochum,de Bundesliga,28,1994,22.0,712,513,195,3,2,2,63,180,4,0,0,0,432,4,32,Partidos
123,Anuar,ma MAR,"CC,DL",Valladolid,es La Liga,27,1995,2.3,40,39,1,0,0,0,1,1,0,0,0,0,30,0,4,Partidos
124,Houssem Aouar,dz ALG,CC,Lyon,fr Ligue 1,24,1998,5.8,370,361,9,4,1,3,6,1,3,0,0,0,299,0,9,Partidos
125,Adil Aouchiche,fr FRA,CC,Lorient,fr Ligue 1,20,2002,2.8,154,133,21,8,0,4,17,3,8,2,4,0,115,0,4,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos,Partidos
126,Dennis Appiah,fr FRA,"DF,CC",Nantes,fr Ligue 1,30,1992,8.8,468,393,74,5,0,0,21,69,0,0,0,0,339,1,8,Partidos
127,Stredair Appuah,fr FRA,"DF,CC",Nantes,fr Ligue 1,18,2004,0.7,27,26,1,1,0,1,2,0,0,0,0,0,19,0,2,Partidos
128,Mauro Arambarri,uy URU,CC,Getafe,es La Liga,26,1995,11.0,421,355,66,44,0,6,42,0,22,14,7,1,326,0,7,Partidos
129,Charles Aránguiz,cl CHI,CC,Leverkusen,de Bundesliga,33,1989,5.5,311,290,20,12,0,0,12,1,7,4,3,0,248,1,3,Partidos
130,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,23,1999,20.0,1287,1207,75,41,2,19,5,25,0,0,0,0,1139,5,6,Partidos
131,Cameron Archer,eng ENG,"DL,CC",Aston Villa,eng Premier League,21,2001,0.5,12,11,1,1,0,0,1,0,0,0,0,0,8,0,1,Partidos
132,Taïryk Arconte,fr FRA,DL,Brest,fr Ligue 1,18,2003,1.4,17,15,2,0,0,0,1,1,0,0,0,0,10,0,1,Partidos
133,Alphonse Areola,fr FRA,PO,West Ham,eng Premier League,29,1993,3.4,92,59,32,2,0,0,0,0,0,0,0,0,67,1,0,Partidos
134,Adu Ares,es ESP,"DL,CC",Athletic Club,es La Liga,20,2001,0.9,51,49,2,0,0,1,8,1,1,0,0,0,42,0,1,Partidos
135,Joe Aribo,ng NGA,"CC,DL",Southampton,eng Premier League,26,1996,13.6,385,376,9,0,0,0,8,2,0,0,0,0,280,0,16,Partidos
136,Adam Armstrong,eng ENG,"DL,CC",Southampton,eng Premier League,25,1997,14.8,302,267,35,0,0,4,14,3,0,0,0,0,220,0,21,Partidos
137,Stuart Armstrong,sct SCO,"CC,DL",Southampton,eng Premier League,30,1992,15.6,676,634,40,4,3,3,37,14,2,0,2,0,531,2,24,Partidos
138,Marko Arnautović,at AUT,DL,Bologna,it Serie A,33,1989,17.0,467,420,40,0,3,0,9,4,0,0,0,0,328,7,15,Partidos
139,Maximilian Arnold,de GER,CC,Wolfsburg,de Bundesliga,28,1994,30.7,1642,1335,296,177,6,32,154,9,87,57,28,0,1269,11,9,Partidos
140,Mohamed El Arouch,fr FRA,CC,Lyon,fr Ligue 1,18,2004,0.0,2,1,1,0,0,0,1,0,1,1,0,0,1,0,0,Partidos
141,Sergio Arribas,es ESP,"CC,DL",Real Madrid,es La Liga,20,2001,0.2,11,9,2,0,0,0,1,0,2,1,0,0,9,0,0,Partidos
142,Kepa Arrizabalaga,es ESP,PO,Chelsea,eng Premier League,27,1994,28.5,1046,805,241,59,0,3,0,0,0,0,0,0,871,0,1,Partidos
143,Roberto Arroyo,es ESP,CC,Valladolid,es La Liga,18,2003,0.2,5,5,0,0,0,1,1,0,0,0,0,0,0,0,2,Partidos
144,Tolgay Arslan,de GER,CC,Udinese,it Serie A,31,1990,13.5,605,556,48,27,0,15,28,6,14,7,1,0,485,1,14,Partidos
145,Ricard Artero,es ESP,"CC,DL",Girona,es La Liga,19,2003,1.5,47,47,0,0,0,0,0,0,0,0,0,0,37,0,3,Partidos
146,Arthur,br BRA,DL,Fiorentina,it Serie A,24,1998,15.9,271,253,16,0,1,1,4,3,0,0,0,0,183,2,14,Partidos
147,Santiago Arzamendia,py PAR,"DF,CC",Cádiz,es La Liga,24,1998,5.4,226,188,35,7,0,3,14,26,2,1,1,0,150,3,16,Partidos
148,Takuma Asano,jp JPN,"DL,CC",Bochum,de Bundesliga,27,1994,19.0,342,336,4,1,2,0,28,2,1,0,0,0,237,2,16,Partidos
149,Santiago Ascacíbar,ar ARG,CC,Cremonese,it Serie A,25,1997,8.1,435,412,21,11,0,4,5,5,5,0,3,0,358,2,9,Partidos
150,Sergio Asenjo,es ESP,PO,Valladolid,es La Liga,33,1989,10.0,353,234,118,26,0,2,0,0,0,0,0,0,233,1,1,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos,Partidos
151,Marco Asensio,es ESP,"DL,CC",Real Madrid,es La Liga,26,1996,16.0,802,722,76,18,5,7,82,8,48,25,7,0,650,4,28,Partidos
152,Kristoffer Askildsen,no NOR,CC,Lecce,it Serie A,21,2001,8.1,269,234,34,11,0,8,19,5,15,7,6,0,165,1,8,Partidos
153,Fisnik Asllani,xk KVX,DL,Hoffenheim,de Bundesliga,19,2002,1.9,63,62,1,0,0,0,3,0,0,0,0,0,37,0,4,Partidos
154,Kristjan Asllani,al ALB,CC,Inter,it Serie A,20,2002,6.6,457,426,30,13,1,5,21,1,16,5,9,0,402,1,4,Partidos
155,Iago Aspas,es ESP,DL,Celta Vigo,es La Liga,34,1987,31.9,1227,1146,75,23,15,15,45,11,23,8,6,0,936,6,33,Partidos
156,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,22,2000,2.9,155,127,27,5,0,0,4,22,0,0,0,0,127,1,2,Partidos
157,Youcef Atal,dz ALG,"DF,CC",Nice,fr Ligue 1,26,1996,8.7,509,432,77,11,1,1,40,66,0,0,0,0,408,0,19,Partidos
158,Valentin Atangana Edoa,fr FRA,CC,Reims,fr Ligue 1,16,2005,1.9,48,48,0,0,0,1,1,0,0,0,0,0,41,0,1,Partidos
159,Pierre-Emerick Aubameyang,ga GAB,DL,Chelsea,eng Premier League,33,1989,6.2,111,101,10,0,0,0,3,0,0,0,0,0,82,0,5,Partidos
160,Pierre-Emerick Aubameyang,ga GAB,DL,Barcelona,es La Liga,33,1989,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Partidos
