Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Titular,Titular,Titular,Sup.,Sup.,Sup.,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo (xG),Logros del equipo (xG),Logros del equipo (xG),Logros del equipo (xG),Logros del equipo (xG),Unnamed: 30_level_0
12,Matthis Abline,fr FRA,"DL,CC",Rennes,fr Ligue 1,19,2003,11,107,10,3.1,1.2,0,,0,11,10,4,2.27,5,0,+5,+4.21,+3.53,2.9,1.3,+1.6,+1.36,+0.93,Partidos
13,Abner,br BRA,DF,Betis,es La Liga,22,2000,13,607,47,17.7,6.7,7,74,3,6,15,8,1.08,7,10,-3,-0.44,-0.70,10.3,10.9,-0.6,-0.09,-0.16,Partidos
14,Zakaria Aboukhlal,ma MAR,"DL,CC",Toulouse,fr Ligue 1,22,2000,37,2473,67,72.3,27.5,28,80,12,9,26,0,1.27,38,45,-7,-0.25,-0.35,38.9,42.3,-3.3,-0.12,-0.01,Partidos
15,Tammy Abraham,eng ENG,DL,Roma,it Serie A,24,1997,38,2189,58,64.0,24.3,24,77,7,14,24,0,1.66,32,25,+7,+0.29,-0.08,37.7,22.9,+14.8,+0.61,-0.16,Partidos
16,Christian Acella,it ITA,CC,Cremonese,it Serie A,20,2002,1,15,15,0.4,0.2,0,,0,1,15,25,0.00,0,1,-1,-6.00,-5.15,0.0,0.1,-0.1,-0.65,+0.07,Partidos
17,Francesco Acerbi,it ITA,DF,Inter,it Serie A,34,1988,31,2425,78,70.9,26.9,25,90,24,6,31,3,1.94,53,30,+23,+0.85,+0.31,49.5,26.6,+22.9,+0.85,+0.07,Partidos
18,Álvaro Aceves,es ESP,PO,Valladolid,es La Liga,19,2003,1,13,13,0.4,0.1,0,,0,1,13,13,0.00,0,0,0,0.00,+0.79,0.3,0.2,+0.1,+0.73,+1.43,Partidos
19,Mohamed Achi,fr FRA,DL,Nantes,fr Ligue 1,20,2002,2,36,18,1.1,0.4,0,,0,2,18,6,0.50,1,0,+1,+2.50,+3.01,0.8,0.0,+0.7,+1.87,+2.15,Partidos
20,Marcos Acuña,ar ARG,DF,Sevilla,es La Liga,30,1991,30,1912,64,55.9,21.2,21,79,10,9,28,0,1.33,27,34,-7,-0.33,-0.33,27.1,29.5,-2.5,-0.12,+0.21,Partidos
21,Marius Adamonis,lt LTU,PO,Lazio,it Serie A,25,1997,0,,,,,0,,0,0,,38,,,,,,,,,,,,Partidos
22,Che Adams,sct SCO,DL,Southampton,eng Premier League,26,1996,28,1992,71,58.2,22.1,23,82,13,5,22,1,0.71,18,41,-23,-1.04,-0.16,24.1,33.2,-9.2,-0.41,+0.48,Partidos
23,Tyler Adams,us USA,CC,Leeds United,eng Premier League,23,1999,24,2156,90,63.0,24.0,24,90,23,0,,0,0.96,28,36,-8,-0.33,+1.23,30.2,33.0,-2.9,-0.12,+1.09,Partidos
24,Sargis Adamyan,am ARM,"DL,CC",Köln,de Bundesliga,29,1993,24,644,27,21.0,7.2,4,62,0,20,20,4,1.13,11,16,-5,-0.70,-0.70,11.2,11.7,-0.5,-0.06,-0.28,Partidos
25,Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,24,1997,25,2085,83,61.0,23.2,23,90,23,2,8,13,1.44,36,39,-3,-0.13,-0.47,26.5,42.8,-16.3,-0.70,-0.62,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
26,Omotayo Adaramola,ie IRL,DF,Crystal Palace,eng Premier League,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Partidos
27,Martin Adeline,fr FRA,"CC,DL",Reims,fr Ligue 1,18,2003,5,107,21,3.1,1.2,0,,0,5,21,10,1.40,3,5,-2,-1.68,-1.74,2.1,2.7,-0.7,-0.57,-0.82,Partidos
28,Karim Adeyemi,de GER,"DL,CC",Dortmund,de Bundesliga,20,2002,24,1386,58,45.3,15.4,20,64,2,4,27,1,2.17,41,17,+24,+1.56,+0.75,32.6,17.4,+15.2,+0.99,+0.31,Partidos
29,Amine Adli,ma MAR,"DL,CC",Leverkusen,de Bundesliga,22,2000,26,1435,55,46.9,15.9,16,74,1,10,26,1,1.69,29,17,+12,+0.75,+0.97,26.3,15.7,+10.6,+0.66,+0.77,Partidos
30,Yacine Adli,fr FRA,"CC,DL",Milan,it Serie A,22,2000,6,144,24,4.2,1.6,1,59,0,5,17,32,1.17,2,4,-2,-1.25,-1.88,2.4,2.9,-0.5,-0.33,-0.83,Partidos
31,Adrián,es ESP,PO,Liverpool,eng Premier League,35,1987,0,,,,,0,,0,0,,12,,,,,,,,,,,,Partidos
32,Daniel Adu-Adjei,eng ENG,DL,Bournemouth,eng Premier League,17,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,,Partidos
33,Michel Aebischer,ch SUI,"DL,CC",Bologna,it Serie A,25,1997,32,1542,48,45.1,17.1,18,72,5,14,17,6,1.50,23,26,-3,-0.18,-0.51,16.9,21.6,-4.8,-0.28,-0.28,Partidos
34,Felix Afena-Gyan,gh GHA,"DL,CC",Cremonese,it Serie A,19,2003,23,817,36,23.9,9.1,7,63,1,16,24,11,0.78,9,13,-4,-0.44,+0.56,8.1,12.9,-4.8,-0.52,+0.26,Partidos
35,Felix Afena-Gyan,gh GHA,DL,Roma,it Serie A,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Partidos
36,Loïc Affamah,fr FRA,DL,Nantes,fr Ligue 1,20,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Partidos
37,Emmanuel Agbadou,ci CIV,DF,Reims,fr Ligue 1,25,1997,29,2388,82,69.8,26.5,27,87,24,2,20,0,1.14,33,33,0,0.00,0.00,43.5,37.0,+6.6,+0.25,+0.05,Partidos
38,Julen Agirrezabala,es ESP,PO,Athletic Club,es La Liga,21,2000,8,675,84,19.7,7.5,7,90,7,1,45,26,0.75,5,6,-1,-0.13,-0.30,10.2,6.9,+3.3,+0.43,-0.03,Partidos
39,Lucien Agoume,fr FRA,CC,Inter,it Serie A,20,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Partidos
40,Lucien Agoume,fr FRA,CC,Troyes,fr Ligue 1,20,2002,15,1094,73,32.0,12.2,14,78,8,1,9,6,0.40,9,29,-20,-1.65,-1.03,11.9,26.0,-14.1,-1.16,-0.20,Partidos
41,Felix Agu,de GER,"DF,DL",Werder Bremen,de Bundesliga,22,1999,3,49,16,1.6,0.5,0,,0,3,16,9,1.33,1,2,-1,-1.84,-1.48,0.4,2.4,-2.0,-3.53,-3.24,Partidos
42,Álvaro Aguado,es ESP,CC,Valladolid,es La Liga,26,1996,34,1888,56,55.2,21.0,18,78,11,16,31,4,1.15,19,36,-17,-0.81,-0.05,21.7,36.0,-14.3,-0.68,+0.03,Partidos
43,Kevin Agudelo,co COL,"CC,DL",Spezia,it Serie A,23,1998,34,2131,63,62.3,23.7,23,78,6,11,31,2,0.74,20,39,-19,-0.80,+0.04,24.4,38.7,-14.3,-0.60,-0.35,Partidos
44,Nayef Aguerd,ma MAR,DF,West Ham,eng Premier League,26,1996,18,1595,89,46.6,17.7,17,89,16,1,76,3,1.06,23,28,-5,-0.28,+0.11,24.2,28.6,-4.5,-0.25,-0.28,Partidos
45,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,29,1993,20,1172,59,34.3,13.0,14,76,7,6,19,5,1.95,16,21,-5,-0.38,-1.06,19.5,18.7,+0.8,+0.06,-0.27,Partidos
46,Naouirou Ahamada,fr FRA,"CC,DL",Crystal Palace,eng Premier League,20,2002,8,94,12,2.7,1.0,0,,0,8,12,3,0.38,0,2,-2,-1.91,-1.73,1.1,1.8,-0.7,-0.69,-0.47,Partidos
47,Naouirou Ahamada,fr FRA,CC,Stuttgart,de Bundesliga,20,2002,17,1398,82,45.7,15.5,17,82,6,0,,0,0.94,17,26,-9,-0.58,-0.42,19.5,18.4,+1.1,+0.07,0.00,Partidos
48,Amar Ahmed,se SWE,DL,Troyes,fr Ligue 1,18,2004,1,20,20,0.6,0.2,0,,0,1,20,2,1.00,0,0,0,0.00,+0.95,0.1,0.6,-0.6,-2.50,-1.49,Partidos
49,Jean-Eudes Aholou,ci CIV,CC,Strasbourg,fr Ligue 1,28,1994,30,1300,43,38.0,14.4,16,67,1,14,16,5,1.03,17,22,-5,-0.35,-0.22,19.8,19.5,+0.3,+0.02,+0.32,Partidos
50,Antonis Aidonis,de GER,DF,Stuttgart,de Bundesliga,21,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
51,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,26,1995,35,3119,89,91.2,34.7,35,89,33,0,,0,1.14,40,48,-8,-0.23,+0.37,40.2,40.7,-0.5,-0.01,+0.66,Partidos
52,Ola Aina,ng NGA,DF,Torino,it Serie A,25,1996,19,876,46,25.6,9.7,9,75,4,10,20,3,1.53,10,7,+3,+0.31,+0.38,13.7,10.5,+3.2,+0.32,+0.37,Partidos
53,Rayan Aït Nouri,dz ALG,DF,Wolves,eng Premier League,21,2001,21,1076,51,31.5,12.0,9,81,4,12,29,7,1.00,8,18,-10,-0.84,-0.18,11.6,18.7,-7.1,-0.60,+0.01,Partidos
54,Emanuel Aiwum,at AUT,DF,Cremonese,it Serie A,21,2000,23,1653,72,48.3,18.4,17,87,14,6,29,13,0.61,13,30,-17,-0.93,-0.11,17.4,33.9,-16.5,-0.90,-0.35,Partidos
55,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,24,1998,9,763,85,22.3,8.5,9,85,6,0,,10,1.11,7,14,-7,-0.83,-1.47,9.4,11.1,-1.6,-0.19,-0.48,Partidos
56,Ludovic Ajorque,fr FRA,DL,Strasbourg,fr Ligue 1,28,1994,13,771,59,22.5,8.6,9,77,4,4,20,1,0.62,12,18,-6,-0.70,-0.63,10.8,13.6,-2.8,-0.33,-0.19,Partidos
57,Ludovic Ajorque,fr FRA,"DL,CC",Mainz 05,de Bundesliga,28,1994,17,1211,71,39.6,13.5,15,79,3,2,15,0,1.47,23,22,+1,+0.07,+0.17,18.8,20.7,-1.9,-0.14,+0.08,Partidos
58,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,27,1995,29,2287,79,66.9,25.4,24,88,22,5,36,1,2.52,63,23,+40,+1.57,-0.09,51.6,21.1,+30.6,+1.20,-0.06,Partidos
59,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,27,1995,26,1873,72,54.8,20.8,22,82,16,4,16,4,2.23,53,15,+38,+1.83,+0.49,44.8,16.2,+28.5,+1.37,+0.32,Partidos
60,Sergio Akieme,es ESP,DF,Almería,es La Liga,24,1997,29,2297,79,67.2,25.5,27,84,23,2,9,4,0.93,31,45,-14,-0.55,-0.39,29.6,42.8,-13.3,-0.52,-0.22,Partidos
61,Ebenezer Akinsanmiro,ng NGA,CC,Inter,it Serie A,17,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Partidos
62,Babatunde Akinsola,ng NGA,DL,Valladolid,es La Liga,19,2003,1,11,11,0.3,0.1,0,,0,1,11,4,0.00,0,1,-1,-8.18,-7.42,0.2,0.5,-0.3,-2.22,-1.53,Partidos
63,Salim Akkal,fr FRA,CC,Angers,fr Ligue 1,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
64,Maghnes Akliouche,fr FRA,"CC,DL",Monaco,fr Ligue 1,20,2002,11,402,37,11.8,4.5,5,61,0,6,16,16,1.82,6,4,+2,+0.45,+0.15,8.6,5.7,+2.9,+0.66,+0.48,Partidos
65,Paul Akouokou,ci CIV,"CC,DF",Betis,es La Liga,24,1997,12,447,37,13.1,5.0,3,89,2,9,20,19,1.67,2,6,-4,-0.81,-1.08,3.5,8.9,-5.4,-1.08,-1.29,Partidos
66,Jean-Daniel Akpa-Akpro,ci CIV,"CC,DL",Empoli,it Serie A,29,1992,24,1356,57,39.6,15.1,16,72,2,8,26,0,1.29,17,20,-3,-0.20,+0.19,17.3,22.2,-5.0,-0.33,+0.30,Partidos
67,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,27,1995,28,1950,70,63.7,21.7,21,81,14,7,35,3,1.04,22,29,-7,-0.32,-0.16,26.8,30.6,-3.8,-0.17,-0.23,Partidos
68,David Alaba,at AUT,DF,Real Madrid,es La Liga,30,1992,23,1838,80,53.7,20.4,21,86,16,2,19,3,2.30,49,18,+31,+1.52,+1.06,43.8,21.5,+22.3,+1.09,+0.28,Partidos
69,Ángel Alarcón,es ESP,DL,Barcelona,es La Liga,18,2004,4,25,6,0.7,0.3,0,,0,4,6,10,2.25,0,0,0,0.00,-1.33,,,,,,Partidos
70,Tomás Alarcón,cl CHI,CC,Cádiz,es La Liga,23,1999,4,223,56,6.5,2.5,2,83,1,2,29,4,0.00,0,7,-7,-2.83,-2.37,1.2,5.4,-4.2,-1.70,-1.26,Partidos
71,Lucas Alario,ar ARG,"DL,CC",Eint Frankfurt,de Bundesliga,29,1992,20,331,17,10.8,3.7,2,78,1,18,10,9,1.25,5,9,-4,-1.09,-1.42,6.1,3.5,+2.6,+0.69,+0.49,Partidos
72,Jordi Alba,es ESP,DF,Barcelona,es La Liga,33,1989,24,1419,59,41.5,15.8,14,83,6,10,26,12,2.17,27,8,+19,+1.21,-0.19,30.7,13.3,+17.5,+1.11,-0.01,Partidos
73,Luis Alberto,es ESP,CC,Lazio,it Serie A,29,1992,35,2442,70,71.4,27.1,27,82,16,8,27,2,1.94,49,19,+30,+1.11,+1.11,39.6,27.7,+11.9,+0.44,+0.63,Partidos
74,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,36,1985,25,2119,85,62.0,23.5,24,88,22,1,15,2,1.52,29,23,+6,+0.25,-0.64,33.8,28.2,+5.6,+0.24,-0.16,Partidos
75,Marc Albrighton,eng ENG,"DL,CC",Leicester City,eng Premier League,32,1989,6,237,40,6.9,2.6,1,67,0,5,34,13,1.67,4,3,+1,+0.38,+0.89,4.9,4.3,+0.6,+0.24,+0.62,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
76,Thiago Alcántara,es ESP,CC,Liverpool,eng Premier League,31,1991,18,1254,70,36.7,13.9,14,82,9,4,25,0,1.72,22,23,-1,-0.07,-1.28,24.4,20.7,+3.7,+0.26,-0.49,Partidos
77,Carlos Alcaraz,ar ARG,"CC,DL",Southampton,eng Premier League,19,2002,18,1029,57,30.1,11.4,13,70,2,5,24,2,0.72,15,25,-10,-0.87,+0.14,12.2,22.7,-10.5,-0.92,-0.44,Partidos
78,Rubén Alcaraz,es ESP,CC,Cádiz,es La Liga,31,1991,31,2043,66,59.7,22.7,22,80,10,9,31,0,1.29,18,26,-8,-0.35,+0.63,24.5,34.4,-9.8,-0.43,+0.22,Partidos
79,Omar Alderete,py PAR,DF,Getafe,es La Liga,25,1996,25,2047,82,59.9,22.7,23,87,19,2,23,6,1.04,19,24,-5,-0.22,+0.17,23.2,27.7,-4.5,-0.20,+0.12,Partidos
80,Iván Alejo,es ESP,"CC,DL",Cádiz,es La Liga,27,1995,31,1311,42,38.3,14.6,13,69,2,18,23,2,1.06,8,26,-18,-1.24,-1.02,17.1,25.8,-8.7,-0.60,-0.13,Partidos
81,Doğan Alemdar,tr TUR,PO,Rennes,fr Ligue 1,19,2002,6,406,68,11.9,4.5,4,90,4,2,23,32,1.67,7,8,-1,-0.22,-1.15,6.1,6.1,+0.1,+0.01,-0.50,Partidos
82,Carles Aleñá,es ESP,"CC,DL",Getafe,es La Liga,24,1998,35,2119,61,62.0,23.5,26,75,7,9,20,0,1.00,17,27,-10,-0.42,-0.36,21.3,25.1,-3.8,-0.16,+0.22,Partidos
83,Kyle Alex John,eng ENG,DF,Everton,eng Premier League,21,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Partidos
84,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,23,1998,37,2923,79,85.5,32.5,34,85,23,3,16,1,1.78,70,44,+26,+0.80,+0.44,64.2,42.6,+21.6,+0.66,+0.65,Partidos
85,Alejandro Alfaro,es ESP,CC,Elche,es La Liga,20,2002,1,15,15,0.4,0.2,0,,0,1,15,1,0.00,0,0,0,0.00,+0.98,0.0,0.4,-0.4,-2.24,-1.39,Partidos
86,Ángel Algobia,es ESP,CC,Getafe,es La Liga,23,1999,26,1138,44,33.3,12.6,11,71,3,15,24,10,1.19,17,15,+2,+0.16,+0.67,15.6,14.6,+1.1,+0.09,+0.50,Partidos
87,Mohamed Ali Cho,fr FRA,"DL,CC",Real Sociedad,es La Liga,18,2004,19,587,31,17.2,6.5,5,61,0,14,20,5,1.89,11,9,+2,+0.31,-0.14,10.2,6.8,+3.4,+0.52,+0.01,Partidos
88,Faride Alidou,de GER,"DF,CC",Eint Frankfurt,de Bundesliga,21,2001,15,182,12,5.9,2.0,0,,0,15,12,10,1.13,3,4,-1,-0.49,-0.71,4.0,2.5,+1.4,+0.69,+0.47,Partidos
89,Alisson,br BRA,PO,Liverpool,eng Premier League,29,1992,37,3330,90,97.4,37.0,37,90,37,0,,0,1.78,71,43,+28,+0.76,+0.76,68.6,49.1,+19.5,+0.53,-1.64,Partidos
90,Allan,br BRA,"DF,CC",Everton,eng Premier League,31,1991,0,,,,,0,,0,0,,5,,,,,,,,,,,,Partidos
91,Jim Allevinah,ga GAB,"DF,DL",Clermont Foot,fr Ligue 1,27,1995,36,2244,62,65.6,24.9,25,80,11,11,22,0,1.56,24,33,-9,-0.36,-0.74,30.4,38.0,-7.6,-0.31,-0.07,Partidos
92,Dele Alli,eng ENG,CC,Everton,eng Premier League,26,1996,2,40,20,1.2,0.4,0,,0,2,20,1,0.00,1,1,0,0.00,+0.61,1.0,1.7,-0.7,-1.57,-1.04,Partidos
93,Téo Allix,fr FRA,DF,Montpellier,fr Ligue 1,18,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,,Partidos
94,Pasquale Allocca,it ITA,PO,Salernitana,it Serie A,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
95,Domingos André Ribeiro Almeida,pt POR,CC,Valencia,es La Liga,22,2000,34,2539,75,74.2,28.2,29,84,14,5,23,2,1.15,30,32,-2,-0.07,+0.03,37.4,32.4,+5.0,+0.18,+0.09,Partidos
96,Miguel Almirón,py PAR,DL,Newcastle Utd,eng Premier League,28,1994,34,2491,73,72.8,27.7,29,81,6,5,26,0,1.74,43,22,+21,+0.76,-0.60,45.9,27.5,+18.3,+0.66,-0.70,Partidos
97,Nando Almodóvar,es ESP,PO,Cádiz,es La Liga,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
98,José Alonso Lara,es ESP,CC,Betis,es La Liga,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
99,Marcos Alonso,es ESP,DF,Barcelona,es La Liga,31,1990,24,1172,49,34.3,13.0,11,80,8,13,22,10,2.29,22,11,+11,+0.84,-0.72,23.2,14.0,+9.2,+0.71,-0.62,Partidos
100,Mickaël Alphonse,gp GLP,DF,Ajaccio,fr Ligue 1,33,1989,26,1361,52,39.8,15.1,14,81,9,12,19,6,0.73,7,30,-23,-1.52,-0.30,12.0,20.8,-8.8,-0.58,-0.19,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
101,Éder Álvarez Balanta,co COL,"CC,DL",Schalke 04,de Bundesliga,29,1993,6,238,40,7.8,2.6,3,50,0,3,29,3,1.50,2,3,-1,-0.38,+0.74,2.7,4.7,-2.0,-0.75,-0.25,Partidos
102,Carlos Álvarez,es ESP,CC,Sevilla,es La Liga,18,2003,1,10,10,0.3,0.1,0,,0,1,10,7,3.00,0,1,-1,-9.00,-8.84,0.1,0.2,-0.1,-0.67,-0.46,Partidos
103,Gastón Álvarez,uy URU,DF,Getafe,es La Liga,22,2000,22,1501,68,43.9,16.7,16,86,10,6,22,14,1.41,17,15,+2,+0.12,+0.73,20.6,19.7,+0.9,+0.05,+0.54,Partidos
104,Hugo Álvarez,es ESP,DF,Celta Vigo,es La Liga,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Partidos
105,Iker Álvarez,ad AND,PO,Villarreal,es La Liga,21,2001,0,,,,,0,,0,0,,17,,,,,,,,,,,,Partidos
106,Julián Álvarez,ar ARG,"DL,CC",Manchester City,eng Premier League,22,2000,31,1465,47,42.8,16.3,13,85,8,18,20,6,2.42,37,16,+21,+1.29,-0.55,32.3,17.3,+15.0,+0.92,-0.53,Partidos
107,Agustín Álvarez Martínez,uy URU,"DL,CC",Sassuolo,it Serie A,21,2001,22,368,17,10.8,4.1,1,53,0,21,15,13,0.86,6,9,-3,-0.73,-0.41,4.8,6.3,-1.5,-0.38,-0.48,Partidos
108,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,27,1995,28,2332,83,68.2,25.9,27,86,21,1,12,2,1.50,33,30,+3,+0.12,+0.03,33.0,25.1,+7.9,+0.30,-0.48,Partidos
109,Diego Alves,br BRA,PO,Celta Vigo,es La Liga,37,1985,0,,,,,0,,0,0,,6,,,,,,,,,,,,Partidos
110,Steven Alzate,co COL,CC,Brighton,eng Premier League,23,1998,0,,,,,0,,0,0,,5,,,,,,,,,,,,Partidos
111,Ibrahim Amadou,fr FRA,"DF,CC",Angers,fr Ligue 1,29,1993,7,424,61,12.4,4.7,4,90,4,3,21,4,0.14,5,9,-4,-0.85,+0.47,5.9,9.8,-3.9,-0.83,-0.32,Partidos
112,Selim Amallah,ma MAR,"CC,DL",Valladolid,es La Liga,25,1996,7,267,38,7.8,3.0,3,56,0,4,25,2,1.14,6,4,+2,+0.67,+1.59,4.0,5.4,-1.5,-0.50,+0.21,Partidos
113,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
114,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,27,1994,20,1610,81,47.1,17.9,18,87,16,2,22,15,0.80,20,27,-7,-0.39,+0.11,20.0,27.6,-7.6,-0.42,-0.17,Partidos
115,Amath,sn SEN,"CC,DL",Mallorca,es La Liga,26,1996,28,1227,44,35.9,13.6,12,68,3,16,26,3,1.25,13,14,-1,-0.07,+0.13,14.7,15.1,-0.4,-0.03,+0.42,Partidos
116,Lorenzo Amatucci,it ITA,CC,Fiorentina,it Serie A,18,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,,Partidos
117,Jordan Amavi,fr FRA,DF,Getafe,es La Liga,28,1994,5,200,40,5.8,2.2,1,58,0,4,36,23,0.80,2,2,0,0.00,+0.31,0.6,1.5,-0.9,-0.39,-0.16,Partidos
118,Lukáš Ambros,cz CZE,CC,Wolfsburg,de Bundesliga,18,2004,1,17,17,0.6,0.2,0,,0,1,17,8,0.00,0,2,-2,-10.59,-10.91,0.0,1.0,-1.0,-5.36,-5.39,Partidos
119,Wisdom Amey,it ITA,DF,Bologna,it Serie A,16,2005,0,,,,,0,,0,0,,7,,,,,,,,,,,,Partidos
