Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,ACT,ACT,Tipos de SCA,Tipos de SCA,Tipos de SCA,Tipos de SCA,Tipos de SCA,Tipos de SCA,ACG,ACG,Tipos de GCA,Tipos de GCA,Tipos de GCA,Tipos de GCA,Tipos de GCA,Tipos de GCA,Unnamed: 25_level_0
43,Ola Aina,ng NGA,DF,Torino,it Serie A,25,1996,9.7,27,2.77,21,2,3,0,1,0,3,0.31,2,0,1,0,0,0,Partidos
44,Rayan Aït Nouri,dz ALG,DF,Wolves,eng Premier League,21,2001,12.0,23,1.93,14,2,4,1,2,0,0,0.00,0,0,0,0,0,0,Partidos
45,Emanuel Aiwum,at AUT,DF,Cremonese,it Serie A,21,2000,18.4,11,0.60,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
46,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,24,1998,8.5,4,0.47,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
47,Ludovic Ajorque,fr FRA,DL,Strasbourg,fr Ligue 1,28,1994,8.6,22,2.57,20,0,0,2,0,0,2,0.23,1,0,0,1,0,0,Partidos
48,Ludovic Ajorque,fr FRA,"DL,CC",Mainz 05,de Bundesliga,28,1994,13.5,34,2.53,26,0,0,5,3,0,3,0.22,2,0,0,1,0,0,Partidos
49,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,27,1995,25.4,23,0.91,22,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Partidos
50,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,27,1995,20.8,24,1.15,20,1,0,2,0,1,2,0.10,2,0,0,0,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
51,Sergio Akieme,es ESP,DF,Almería,es La Liga,24,1997,25.5,36,1.41,29,1,1,3,0,2,3,0.12,2,0,1,0,0,0,Partidos
52,Babatunde Akinsola,ng NGA,DL,Valladolid,es La Liga,19,2003,0.1,1,8.18,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Partidos
53,Maghnes Akliouche,fr FRA,"CC,DL",Monaco,fr Ligue 1,20,2002,4.5,9,2.01,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
54,Paul Akouokou,ci CIV,"CC,DF",Betis,es La Liga,24,1997,5.0,2,0.40,0,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Partidos
55,Jean-Daniel Akpa-Akpro,ci CIV,"CC,DL",Empoli,it Serie A,29,1992,15.1,28,1.86,18,0,3,2,2,3,5,0.33,3,0,1,1,0,0,Partidos
56,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,27,1995,21.7,17,0.79,14,0,3,0,0,0,1,0.05,1,0,0,0,0,0,Partidos
57,David Alaba,at AUT,DF,Real Madrid,es La Liga,30,1992,20.4,27,1.32,23,3,0,1,0,0,4,0.20,3,0,0,1,0,0,Partidos
58,Ángel Alarcón,es ESP,DL,Barcelona,es La Liga,18,2004,0.3,,,,,,,,,,,,,,,,,Partidos
59,Tomás Alarcón,cl CHI,CC,Cádiz,es La Liga,23,1999,2.5,4,1.61,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Partidos
60,Lucas Alario,ar ARG,"DL,CC",Eint Frankfurt,de Bundesliga,29,1992,3.7,8,2.17,6,0,1,1,0,0,2,0.54,1,0,0,1,0,0,Partidos
61,Jordi Alba,es ESP,DF,Barcelona,es La Liga,33,1989,15.8,59,3.74,52,5,1,1,0,0,6,0.38,5,1,0,0,0,0,Partidos
62,Luis Alberto,es ESP,CC,Lazio,it Serie A,29,1992,27.1,115,4.24,80,30,0,4,0,1,15,0.55,13,2,0,0,0,0,Partidos
63,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,36,1985,23.5,12,0.51,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
64,Marc Albrighton,eng ENG,"DL,CC",Leicester City,eng Premier League,32,1989,2.6,7,2.66,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
65,Thiago Alcántara,es ESP,CC,Liverpool,eng Premier League,31,1991,13.9,41,2.94,33,0,3,1,1,3,2,0.14,2,0,0,0,0,0,Partidos
66,Carlos Alcaraz,ar ARG,"CC,DL",Southampton,eng Premier League,19,2002,11.4,22,1.92,14,0,2,3,2,1,4,0.35,3,0,0,1,0,0,Partidos
67,Rubén Alcaraz,es ESP,CC,Cádiz,es La Liga,31,1991,22.7,47,2.07,34,9,1,1,2,0,2,0.09,2,0,0,0,0,0,Partidos
68,Omar Alderete,py PAR,DF,Getafe,es La Liga,25,1996,22.7,24,1.06,22,0,0,2,0,0,3,0.13,3,0,0,0,0,0,Partidos
69,Iván Alejo,es ESP,"CC,DL",Cádiz,es La Liga,27,1995,14.6,40,2.75,27,3,3,5,2,0,0,0.00,0,0,0,0,0,0,Partidos
70,Doğan Alemdar,tr TUR,PO,Rennes,fr Ligue 1,19,2002,4.5,1,0.22,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
71,Carles Aleñá,es ESP,"CC,DL",Getafe,es La Liga,24,1998,23.5,44,1.87,30,2,1,2,9,0,4,0.17,4,0,0,0,0,0,Partidos
72,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,23,1998,32.5,124,3.82,81,34,3,5,1,0,17,0.52,14,2,1,0,0,0,Partidos
73,Alejandro Alfaro,es ESP,CC,Elche,es La Liga,20,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
74,Ángel Algobia,es ESP,CC,Getafe,es La Liga,23,1999,12.6,16,1.27,13,0,1,2,0,0,1,0.08,1,0,0,0,0,0,Partidos
75,Mohamed Ali Cho,fr FRA,"DL,CC",Real Sociedad,es La Liga,18,2004,6.5,19,2.90,12,1,2,2,1,1,2,0.31,2,0,0,0,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
76,Faride Alidou,de GER,"DF,CC",Eint Frankfurt,de Bundesliga,21,2001,2.0,8,3.87,7,0,1,0,0,0,1,0.48,1,0,0,0,0,0,Partidos
77,Alisson,br BRA,PO,Liverpool,eng Premier League,29,1992,37.0,3,0.08,3,0,0,0,0,0,2,0.05,2,0,0,0,0,0,Partidos
78,Jim Allevinah,ga GAB,"DF,DL",Clermont Foot,fr Ligue 1,27,1995,24.9,48,1.93,39,1,3,2,3,0,2,0.08,1,0,0,1,0,0,Partidos
79,Dele Alli,eng ENG,CC,Everton,eng Premier League,26,1996,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
80,Domingos André Ribeiro Almeida,pt POR,CC,Valencia,es La Liga,22,2000,28.2,91,3.22,67,17,1,1,2,3,5,0.18,3,2,0,0,0,0,Partidos
81,Miguel Almirón,py PAR,DL,Newcastle Utd,eng Premier League,28,1994,27.7,87,3.14,63,2,10,9,3,0,13,0.47,5,1,5,2,0,0,Partidos
82,Marcos Alonso,es ESP,DF,Barcelona,es La Liga,31,1990,13.0,14,1.08,13,0,0,1,0,0,1,0.08,1,0,0,0,0,0,Partidos
83,Mickaël Alphonse,gp GLP,DF,Ajaccio,fr Ligue 1,33,1989,15.1,19,1.25,15,1,1,1,0,1,0,0.00,0,0,0,0,0,0,Partidos
84,Éder Álvarez Balanta,co COL,"CC,DL",Schalke 04,de Bundesliga,29,1993,2.6,8,3.03,6,1,0,0,0,1,1,0.38,1,0,0,0,0,0,Partidos
85,Carlos Álvarez,es ESP,CC,Sevilla,es La Liga,18,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
86,Gastón Álvarez,uy URU,DF,Getafe,es La Liga,22,2000,16.7,16,0.96,9,5,0,1,0,1,1,0.06,1,0,0,0,0,0,Partidos
87,Julián Álvarez,ar ARG,"DL,CC",Manchester City,eng Premier League,22,2000,16.3,52,3.20,39,0,6,5,2,0,5,0.31,2,0,1,1,1,0,Partidos
88,Agustín Álvarez Martínez,uy URU,"DL,CC",Sassuolo,it Serie A,21,2001,4.1,9,2.20,3,0,2,3,1,0,2,0.49,1,0,0,1,0,0,Partidos
89,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,27,1995,25.9,28,1.08,24,1,0,1,1,1,2,0.08,2,0,0,0,0,0,Partidos
90,Ibrahim Amadou,fr FRA,"DF,CC",Angers,fr Ligue 1,29,1993,4.7,3,0.64,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
91,Selim Amallah,ma MAR,"CC,DL",Valladolid,es La Liga,25,1996,3.0,11,3.69,5,0,4,0,0,2,2,0.67,1,0,1,0,0,0,Partidos
92,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,27,1994,17.9,15,0.84,15,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Partidos
93,Amath,sn SEN,"CC,DL",Mallorca,es La Liga,26,1996,13.6,24,1.76,11,0,5,4,3,1,3,0.22,1,0,1,0,1,0,Partidos
94,Jordan Amavi,fr FRA,DF,Getafe,es La Liga,28,1994,2.2,2,0.90,2,0,0,0,0,0,1,0.45,1,0,0,0,0,0,Partidos
95,Lukáš Ambros,cz CZE,CC,Wolfsburg,de Bundesliga,18,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
96,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,24,1998,26.4,45,1.71,34,3,2,4,0,2,3,0.11,1,0,0,2,0,0,Partidos
97,Bruno Amione,ar ARG,DF,Hellas Verona,it Serie A,20,2002,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
98,Bruno Amione,ar ARG,DF,Sampdoria,it Serie A,20,2002,23.2,12,0.52,6,1,0,4,1,0,2,0.09,1,0,0,1,0,0,Partidos
99,Nadiem Amiri,de GER,"CC,DL",Leverkusen,de Bundesliga,25,1996,10.9,36,3.32,23,4,4,1,4,0,5,0.46,3,0,1,0,1,0,Partidos
100,Samuel Amo-Ameyaw,eng ENG,CC,Southampton,eng Premier League,16,2006,0.0,1,22.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
101,Ethan Ampadu,wls WAL,"DF,CC",Spezia,it Serie A,21,2000,29.3,40,1.36,33,0,0,4,2,1,4,0.14,4,0,0,0,0,0,Partidos
102,Sofyan Amrabat,ma MAR,CC,Fiorentina,it Serie A,25,1996,22.2,44,1.98,38,0,0,0,2,4,4,0.18,3,0,0,0,0,1,Partidos
103,Ayoub Amraoui,ma MAR,"DF,DL",Nice,fr Ligue 1,18,2004,3.3,4,1.22,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
104,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,26,1996,30.9,25,0.81,20,3,0,0,1,1,1,0.03,0,1,0,0,0,0,Partidos
105,Elliot Anderson,sct SCO,"CC,DL",Newcastle Utd,eng Premier League,19,2002,4.6,22,4.83,16,0,2,0,4,0,1,0.22,1,0,0,0,0,0,Partidos
106,Felipe Anderson,br BRA,DL,Lazio,it Serie A,29,1993,32.9,99,3.01,79,1,10,6,3,0,15,0.46,8,0,4,2,1,0,Partidos
107,Benjamin André,fr FRA,CC,Lille,fr Ligue 1,31,1990,32.4,70,2.16,62,0,0,3,3,2,6,0.19,5,0,0,0,1,0,Partidos
108,Marcos André,br BRA,"DL,CC",Valencia,es La Liga,25,1996,5.0,12,2.42,8,0,3,1,0,0,0,0.00,0,0,0,0,0,0,Partidos
109,Komnen Andrić,rs SRB,DL,Clermont Foot,fr Ligue 1,27,1995,16.1,32,1.99,26,0,2,2,2,0,4,0.25,2,0,0,2,0,0,Partidos
110,Robert Andrich,de GER,CC,Leverkusen,de Bundesliga,27,1994,26.7,45,1.68,37,0,0,4,1,3,4,0.15,3,0,0,0,0,1,Partidos
111,Angeliño,es ESP,DF,Hoffenheim,de Bundesliga,25,1997,29.1,88,3.03,61,20,1,2,3,1,10,0.34,8,1,0,1,0,0,Partidos
112,Fabrizio Angileri,ar ARG,DF,Getafe,es La Liga,28,1994,6.5,5,0.77,3,0,1,0,0,1,2,0.31,1,0,0,0,0,1,Partidos
113,Jaidon Anthony,eng ENG,"CC,DL",Bournemouth,eng Premier League,22,1999,14.0,38,2.72,28,3,4,1,1,1,4,0.29,2,0,1,0,1,0,Partidos
114,Janis Antiste,fr FRA,DL,Sassuolo,it Serie A,19,2002,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
115,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,26,1996,32.6,39,1.20,28,4,2,5,0,0,5,0.15,3,0,0,2,0,0,Partidos
116,Josep Antoni Gayá,es ESP,"DF,CC",Mallorca,es La Liga,22,2000,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
117,José Antonio,es ESP,"CC,DF",Cádiz,es La Liga,18,2004,0.5,1,1.91,1,0,0,0,0,0,1,1.91,1,0,0,0,0,0,Partidos
118,Marcos Antônio,br BRA,CC,Lazio,it Serie A,22,2000,6.6,9,1.37,7,0,1,0,1,0,3,0.46,2,0,1,0,0,0,Partidos
119,Michail Antonio,jm JAM,DL,West Ham,eng Premier League,32,1990,20.3,39,1.92,24,0,6,4,5,0,9,0.44,6,0,2,1,0,0,Partidos
120,Antony,br BRA,DL,Manchester Utd,eng Premier League,22,2000,20.0,74,3.69,61,0,5,3,4,1,7,0.35,6,0,1,0,0,0,Partidos
121,Valentin Antov,bg BUL,DF,Monza,it Serie A,21,2000,3.4,2,0.59,2,0,0,0,0,0,1,0.29,1,0,0,0,0,0,Partidos
122,Christopher Antwi-Adjei,gh GHA,"DL,CC",Bochum,de Bundesliga,28,1994,22.0,79,3.59,46,16,5,3,9,0,12,0.54,7,1,2,0,2,0,Partidos
123,Anuar,ma MAR,"CC,DL",Valladolid,es La Liga,27,1995,2.3,4,1.71,2,0,1,0,0,1,1,0.43,0,0,1,0,0,0,Partidos
124,Houssem Aouar,dz ALG,CC,Lyon,fr Ligue 1,24,1998,5.8,15,2.57,9,0,3,3,0,0,2,0.34,2,0,0,0,0,0,Partidos
125,Adil Aouchiche,fr FRA,CC,Lorient,fr Ligue 1,20,2002,2.8,5,1.80,3,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
126,Dennis Appiah,fr FRA,"DF,CC",Nantes,fr Ligue 1,30,1992,8.8,11,1.25,8,1,2,0,0,0,1,0.11,1,0,0,0,0,0,Partidos
127,Stredair Appuah,fr FRA,"DF,CC",Nantes,fr Ligue 1,18,2004,0.7,6,8.18,5,0,1,0,0,0,1,1.36,1,0,0,0,0,0,Partidos
128,Mauro Arambarri,uy URU,CC,Getafe,es La Liga,26,1995,11.0,25,2.27,8,14,1,1,0,1,3,0.27,2,1,0,0,0,0,Partidos
129,Charles Aránguiz,cl CHI,CC,Leverkusen,de Bundesliga,33,1989,5.5,10,1.83,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
130,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,23,1999,20.0,18,0.90,15,0,0,3,0,0,6,0.30,5,0,0,1,0,0,Partidos
131,Cameron Archer,eng ENG,"DL,CC",Aston Villa,eng Premier League,21,2001,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
132,Taïryk Arconte,fr FRA,DL,Brest,fr Ligue 1,18,2003,1.4,3,2.11,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
133,Alphonse Areola,fr FRA,PO,West Ham,eng Premier League,29,1993,3.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
134,Adu Ares,es ESP,"DL,CC",Athletic Club,es La Liga,20,2001,0.9,12,13.01,7,0,2,1,2,0,0,0.00,0,0,0,0,0,0,Partidos
135,Joe Aribo,ng NGA,"CC,DL",Southampton,eng Premier League,26,1996,13.6,27,1.99,23,0,1,1,1,1,2,0.15,1,0,1,0,0,0,Partidos
136,Adam Armstrong,eng ENG,"DL,CC",Southampton,eng Premier League,25,1997,14.8,24,1.62,19,0,2,1,1,1,2,0.13,1,0,0,0,0,1,Partidos
137,Stuart Armstrong,sct SCO,"CC,DL",Southampton,eng Premier League,30,1992,15.6,50,3.20,39,1,0,6,4,0,2,0.13,1,0,0,0,1,0,Partidos
138,Marko Arnautović,at AUT,DL,Bologna,it Serie A,33,1989,17.0,44,2.58,36,0,3,2,3,0,5,0.29,3,0,1,0,1,0,Partidos
139,Maximilian Arnold,de GER,CC,Wolfsburg,de Bundesliga,28,1994,30.7,82,2.67,41,35,1,3,2,0,10,0.33,5,3,0,1,1,0,Partidos
140,Mohamed El Arouch,fr FRA,CC,Lyon,fr Ligue 1,18,2004,0.0,1,90.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
141,Sergio Arribas,es ESP,"CC,DL",Real Madrid,es La Liga,20,2001,0.2,3,14.21,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
142,Kepa Arrizabalaga,es ESP,PO,Chelsea,eng Premier League,27,1994,28.5,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
143,Roberto Arroyo,es ESP,CC,Valladolid,es La Liga,18,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
144,Tolgay Arslan,de GER,CC,Udinese,it Serie A,31,1990,13.5,44,3.28,30,5,3,1,4,1,0,0.00,0,0,0,0,0,0,Partidos
145,Ricard Artero,es ESP,"CC,DL",Girona,es La Liga,19,2003,1.5,1,0.68,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
146,Arthur,br BRA,DL,Fiorentina,it Serie A,24,1998,15.9,36,2.26,26,0,2,5,3,0,2,0.13,1,0,0,1,0,0,Partidos
147,Santiago Arzamendia,py PAR,"DF,CC",Cádiz,es La Liga,24,1998,5.4,11,2.05,8,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
148,Takuma Asano,jp JPN,"DL,CC",Bochum,de Bundesliga,27,1994,19.0,56,2.94,39,1,2,7,6,1,8,0.42,6,0,1,1,0,0,Partidos
149,Santiago Ascacíbar,ar ARG,CC,Cremonese,it Serie A,25,1997,8.1,25,3.09,17,1,0,7,0,0,3,0.37,1,0,0,2,0,0,Partidos
150,Sergio Asenjo,es ESP,PO,Valladolid,es La Liga,33,1989,10.0,2,0.20,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
