RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG
1236,Samuel Kalu,ng NGA,"DF,DL",Bordeaux,fr Ligue 1,21,1997,15.1,1,39,11,28.2,2.59,0.73,0.03,0.09,21.0,1.0,0,0,2.7,2.7,0.07,-1.7,-1.7
1237,Daichi Kamada,jp JPN,"CC,DL",Eint Frankfurt,de Bundesliga,22,1996,21.9,2,46,18,39.1,2.1,0.82,0.04,0.11,15.3,1.0,0,0,6.7,6.7,0.15,-4.7,-4.7
1238,François Kamano,gn GUI,"DF,CC",Bordeaux,fr Ligue 1,23,1996,7.2,1,5,2,40.0,0.69,0.28,0.2,0.5,18.2,0.0,0,0,0.8,0.8,0.15,0.2,0.2
1239,Boubacar Kamara,fr FRA,"DF,CC",Marseille,fr Ligue 1,19,1999,23.8,1,15,3,20.0,0.63,0.13,0.07,0.33,25.1,0.0,0,0,0.8,0.8,0.05,0.2,0.2
1240,Hassane Kamara,ci CIV,"DF,DL",Reims,fr Ligue 1,25,1994,19.0,2,31,7,22.6,1.63,0.37,0.06,0.29,21.7,1.0,0,0,1.9,1.9,0.06,0.1,0.1
1241,Kevin Kampl,si SVN,CC,RB Leipzig,de Bundesliga,28,1990,7.5,2,5,3,60.0,0.67,0.4,0.4,0.67,21.9,0.0,0,0,0.3,0.3,0.06,1.7,1.7
1242,Harry Kane,eng ENG,DL,Tottenham,eng Premier League,26,1993,28.7,18,79,35,44.3,2.75,1.22,0.2,0.46,19.2,7.0,2,2,12.5,10.9,0.14,5.5,5.1
1243,Lee Kang-in,kr KOR,"CC,DL",Valencia,es La Liga,18,2001,5.0,2,11,4,36.4,2.18,0.79,0.18,0.5,21.6,0.0,0,0,0.9,0.9,0.08,1.1,1.1
1244,Wilfried Kanga,ci CIV,DL,Angers,fr Ligue 1,21,1998,0.8,0,3,0,0.0,3.97,0.0,0.0,,9.7,0.0,0,0,0.4,0.4,0.13,-0.4,-0.4
1245,N'Golo Kanté,fr FRA,CC,Chelsea,eng Premier League,28,1991,19.2,3,18,6,33.3,0.94,0.31,0.17,0.5,21.2,0.0,0,0,1.4,1.4,0.08,1.6,1.6
1246,Stefanos Kapino,gr GRE,PO,Werder Bremen,de Bundesliga,25,1994,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1247,Wilfrid Kaptoum,cm CMR,CC,Betis,es La Liga,23,1996,2.2,0,3,0,0.0,1.39,0.0,0.0,,30.0,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1
1248,Kenan Karaman,tr TUR,"DL,CC",Düsseldorf,de Bundesliga,25,1994,15.0,6,32,11,34.4,2.13,0.73,0.19,0.55,15.8,0.0,0,0,4.0,4.0,0.13,2.0,2.0
1249,Yann Karamoh,fr FRA,"DL,CC",Parma,it Serie A,21,1998,6.4,1,11,4,36.4,1.73,0.63,0.09,0.25,19.0,0.0,0,0,0.6,0.6,0.06,0.4,0.4
1250,Mamoudou Karamoko,fr FRA,CC,Wolfsburg,de Bundesliga,19,1999,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1251,Florian Kastenmeier,de GER,PO,Düsseldorf,de Bundesliga,22,1997,17.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1252,Noah Katterbach,de GER,DF,Köln,de Bundesliga,18,2001,14.6,0,3,2,66.7,0.21,0.14,0.0,0.0,21.9,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
1253,Moise Kean,it ITA,DL,Everton,eng Premier League,19,2000,9.5,2,30,13,43.3,3.17,1.37,0.07,0.15,16.1,0.0,0,0,4.0,4.0,0.13,-2.0,-2.0
1254,Michael Keane,eng ENG,DF,Everton,eng Premier League,26,1993,28.4,2,14,4,28.6,0.49,0.14,0.14,0.5,7.8,0.0,0,0,1.9,1.9,0.13,0.1,0.1
1255,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,22,1996,5.3,1,3,3,100.0,0.56,0.56,0.33,0.33,12.4,0.0,0,0,0.5,0.5,0.15,0.5,0.5
1256,Jules Keita,gn GUI,"CC,DL",Dijon,fr Ligue 1,21,1998,1.8,0,3,0,0.0,1.71,0.0,0.0,,18.7,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2
1257,Naby Keïta,gn GUI,CC,Liverpool,eng Premier League,24,1995,9.1,2,12,7,58.3,1.33,0.77,0.17,0.29,19.3,0.0,0,0,1.6,1.6,0.14,0.4,0.4
1258,Yannik Keitel,de GER,CC,Freiburg,de Bundesliga,19,2000,1.9,0,2,1,50.0,1.03,0.52,0.0,0.0,24.1,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
1259,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,20,1998,7.1,0,1,0,0.0,0.14,0.0,0.0,,21.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0
1260,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,29,1990,17.2,0,2,0,0.0,0.12,0.0,0.0,,20.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
1261,Kenedy,br BRA,CC,Getafe,es La Liga,23,1996,6.5,1,14,3,21.4,2.15,0.46,0.07,0.33,20.1,0.0,0,0,0.9,0.9,0.06,0.1,0.1
1262,Jonjoe Kenny,eng ENG,DF,Schalke 04,de Bundesliga,22,1997,30.2,2,12,5,41.7,0.4,0.17,0.17,0.4,20.8,0.0,0,0,1.3,1.3,0.11,0.7,0.7
1263,Franck Kessié,ci CIV,CC,Milan,it Serie A,22,1996,32.3,4,38,11,28.9,1.18,0.34,0.05,0.18,18.7,0.0,2,2,4.6,3.0,0.08,-0.6,-1.0
1264,Saîf-Eddine Khaoui,tn TUN,"CC,DL",Marseille,fr Ligue 1,24,1995,1.2,0,5,2,40.0,4.25,1.7,0.0,0.0,23.1,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
1265,Wahbi Khazri,tn TUN,"DL,CC",Saint-Étienne,fr Ligue 1,28,1991,12.8,3,44,8,18.2,3.45,0.63,0.05,0.25,23.3,3.0,1,1,3.8,3.0,0.07,-0.8,-1.0
1266,Rani Khedira,de GER,CC,Augsburg,de Bundesliga,25,1994,29.4,0,9,0,0.0,0.31,0.0,0.0,,20.9,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5
1267,Sami Khedira,de GER,CC,Juventus,it Serie A,32,1987,7.6,0,12,3,25.0,1.59,0.4,0.0,0.0,15.4,0.0,0,0,1.2,1.2,0.1,-1.2,-1.2
1268,Kiké,es ESP,DL,Eibar,es La Liga,29,1989,19.6,5,59,18,30.5,3.01,0.92,0.08,0.28,14.1,0.0,0,0,6.0,6.0,0.1,-1.0,-1.0
1269,Luca Kilian,de GER,DF,Paderborn 07,de Bundesliga,19,1999,14.0,0,1,0,0.0,0.07,0.0,0.0,,15.9,0.0,0,0,0.0,0.0,0.03,0.0,0.0
1270,Max Kilman,eng ENG,DF,Wolves,eng Premier League,22,1997,2.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1271,Joshua Kimmich,de GER,"CC,DF",Bayern Munich,de Bundesliga,24,1995,31.3,4,26,13,50.0,0.83,0.42,0.15,0.31,24.9,2.0,0,0,1.2,1.2,0.04,2.8,2.8
1272,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,23,1995,13.6,0,6,2,33.3,0.44,0.15,0.0,0.0,14.0,0.0,0,0,0.7,0.7,0.12,-0.7,-0.7
1273,Joshua King,no NOR,"DL,CC",Bournemouth,eng Premier League,27,1992,22.3,6,23,10,43.5,1.03,0.45,0.13,0.3,14.4,0.0,3,3,6.5,4.1,0.18,-0.5,-1.1
1274,Simon Kjær,dk DEN,DF,Atalanta,it Serie A,30,1989,3.2,0,1,1,100.0,0.31,0.31,0.0,0.0,9.3,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
1275,Simon Kjær,dk DEN,DF,Milan,it Serie A,30,1989,13.8,0,6,1,16.7,0.44,0.07,0.0,0.0,11.2,0.0,0,0,0.5,0.5,0.09,-0.5,-0.5
1276,Davy Klaassen,nl NED,CC,Werder Bremen,de Bundesliga,26,1993,32.6,7,42,14,33.3,1.29,0.43,0.14,0.43,20.0,0.0,1,3,7.2,4.9,0.12,-0.2,1.1
1277,Felix Klaus,de GER,"CC,DL",Wolfsburg,de Bundesliga,26,1992,7.4,0,19,6,31.6,2.55,0.81,0.0,0.0,17.6,0.0,0,0,2.4,2.4,0.13,-2.4,-2.4
1278,Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,33,1985,26.2,0,4,0,0.0,0.15,0.0,0.0,,18.3,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2
1279,Timm Klose,ch SUI,DF,Norwich City,eng Premier League,31,1988,6.5,0,3,0,0.0,0.46,0.0,0.0,,12.2,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2
1280,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,23,1996,29.4,3,12,6,50.0,0.41,0.2,0.25,0.5,11.1,0.0,0,0,2.7,2.7,0.23,0.3,0.3
1281,Justin Kluivert,nl NED,DL,Roma,it Serie A,20,1999,16.8,4,34,11,32.4,2.02,0.65,0.12,0.36,21.9,0.0,0,0,2.5,2.5,0.07,1.5,1.5
1282,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,23,1996,20.9,0,2,0,0.0,0.1,0.0,0.0,,20.7,0.0,0,0,0.3,0.3,0.14,-0.3,-0.3
1283,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,27,1992,17.7,1,4,2,50.0,0.23,0.11,0.25,0.5,10.3,0.0,0,0,0.3,0.3,0.07,0.7,0.7
1284,Robin Koch,de GER,"DF,CC",Freiburg,de Bundesliga,23,1996,30.1,1,35,10,28.6,1.16,0.33,0.03,0.1,12.2,0.0,0,0,4.0,4.0,0.11,-3.0,-3.0
1285,Giorgi Kochorashvili,ge GEO,CC,Levante,es La Liga,20,1999,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1286,Jonathan Kodjia,ci CIV,DL,Aston Villa,eng Premier League,29,1989,1.3,0,2,0,0.0,1.54,0.0,0.0,,19.5,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
1287,Kenan Kodro,ba BIH,"DL,CC",Athletic Club,es La Liga,25,1993,4.0,1,4,2,50.0,0.99,0.49,0.25,0.5,23.9,1.0,0,0,0.5,0.5,0.14,0.5,0.5
1288,Dominik Kohr,de GER,CC,Eint Frankfurt,de Bundesliga,25,1994,16.1,0,28,10,35.7,1.74,0.62,0.0,0.0,22.5,0.0,0,0,1.7,1.7,0.06,-1.7,-1.7
1289,Koke,es ESP,CC,Atlético Madrid,es La Liga,27,1992,30.0,4,23,9,39.1,0.77,0.3,0.17,0.44,17.5,0.0,0,0,2.6,2.6,0.11,1.4,1.4
1290,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,33,1985,30.4,7,68,17,25.0,2.24,0.56,0.07,0.29,26.1,27.0,2,4,6.7,3.5,0.05,0.3,1.5
1291,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,26,1993,18.9,0,4,0,0.0,0.21,0.0,0.0,,12.2,0.0,0,0,0.4,0.4,0.1,-0.4,-0.4
1292,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1991,14.5,0,3,1,33.3,0.21,0.07,0.0,0.0,15.6,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2
1293,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,23,1995,14.8,0,2,0,0.0,0.14,0.0,0.0,,30.3,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
1294,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,20,1999,6.3,0,1,0,0.0,0.16,0.0,0.0,,6.4,0.0,0,0,0.1,0.1,0.1,-0.1,-0.1
1295,Moussa Konaté,sn SEN,DL,Amiens,fr Ligue 1,26,1993,6.8,2,12,7,58.3,1.76,1.03,0.17,0.29,13.7,0.0,0,1,1.6,0.8,0.07,0.4,1.2
1296,Geoffrey Kondogbia,cf CTA,CC,Valencia,es La Liga,26,1993,20.1,1,19,4,21.1,0.95,0.2,0.05,0.25,25.1,0.0,0,0,1.1,1.1,0.06,-0.1,-0.1
1297,Kouadio Koné,fr FRA,CC,Toulouse,fr Ligue 1,18,2001,9.7,0,9,2,22.2,0.93,0.21,0.0,0.0,29.0,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
1298,Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,30,1989,16.4,1,8,2,25.0,0.49,0.12,0.13,0.5,10.9,0.0,0,0,0.7,0.7,0.08,0.3,0.3
1299,Moussa Koné,sn SEN,"DL,CC",Nîmes,fr Ligue 1,22,1996,1.6,2,7,3,42.9,4.5,1.93,0.29,0.67,13.7,0.0,0,0,1.3,1.3,0.19,0.7,0.7
1300,Youssouf Koné,ml MLI,DF,Lyon,fr Ligue 1,24,1995,9.1,0,3,0,0.0,0.33,0.0,0.0,,30.6,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1
1301,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,21,1997,22.7,1,11,4,36.4,0.49,0.18,0.09,0.25,13.0,0.0,0,0,1.5,1.5,0.13,-0.5,-0.5
1302,Pascal Köpke,de GER,DL,Hertha BSC,de Bundesliga,23,1995,1.3,0,6,3,50.0,4.46,2.23,0.0,0.0,10.9,0.0,0,0,1.2,1.2,0.24,-1.2,-1.2
1303,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,33,1985,24.3,0,3,0,0.0,0.12,0.0,0.0,,8.1,0.0,0,0,0.4,0.4,0.12,-0.4,-0.4
1304,Filip Kostić,rs SRB,"DF,DL",Eint Frankfurt,de Bundesliga,26,1992,32.9,4,88,27,30.7,2.68,0.82,0.05,0.15,22.6,10.0,0,0,6.3,6.3,0.07,-2.3,-2.3
1305,Christian Kouamé,ci CIV,"DL,CC",Fiorentina,it Serie A,21,1997,3.3,1,10,3,30.0,2.99,0.9,0.1,0.33,14.9,0.0,0,0,1.1,1.1,0.11,-0.1,-0.1
1306,Christian Kouamé,ci CIV,DL,Genoa,it Serie A,21,1997,10.2,5,22,9,40.9,2.16,0.89,0.23,0.56,16.3,0.0,0,0,1.8,1.8,0.08,3.2,3.2
1307,Tomáš Koubek,cz CZE,PO,Augsburg,de Bundesliga,26,1992,24.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1308,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,28,1991,23.4,0,14,4,28.6,0.6,0.17,0.0,0.0,13.7,0.0,0,0,0.8,0.8,0.05,-0.8,-0.8
1309,Efthimis Koulouris,gr GRE,DL,Toulouse,fr Ligue 1,23,1996,17.1,4,38,13,34.2,2.22,0.76,0.11,0.31,16.3,0.0,0,0,4.5,4.5,0.12,-0.5,-0.5
1310,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,20,1998,25.7,1,23,5,21.7,0.9,0.19,0.04,0.2,11.8,0.0,0,0,2.2,2.2,0.1,-1.2,-1.2
1311,Leonardo Koutris,gr GRE,DF,Mallorca,es La Liga,24,1995,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1312,Cheikhou Kouyaté,sn SEN,"CC,DF",Crystal Palace,eng Premier League,29,1989,28.1,1,24,4,16.7,0.85,0.14,0.04,0.25,12.0,0.0,0,0,2.7,2.7,0.11,-1.7,-1.7
1313,Mateo Kovačić,hr CRO,CC,Chelsea,eng Premier League,25,1994,23.0,1,21,5,23.8,0.91,0.22,0.05,0.2,20.3,0.0,0,0,0.9,0.9,0.04,0.1,0.1
1314,Dawid Kownacki,pl POL,"DL,CC",Düsseldorf,de Bundesliga,22,1997,12.1,0,26,11,42.3,2.14,0.91,0.0,0.0,17.1,0.0,0,0,2.3,2.3,0.09,-2.3,-2.3
1315,İsmail Köybaşı,tr TUR,"DF,DL",Granada,es La Liga,30,1989,2.6,0,1,0,0.0,0.39,0.0,0.0,,33.8,1.0,0,0,0.0,0.0,0.04,0.0,0.0
1316,Thomas Kraft,de GER,PO,Hertha BSC,de Bundesliga,31,1988,4.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1317,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,24,1994,11.3,0,4,0,0.0,0.35,0.0,0.0,,13.5,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3
1318,Andrej Kramarić,hr CRO,"DL,CC",Hoffenheim,de Bundesliga,28,1991,15.8,12,41,21,51.2,2.59,1.33,0.24,0.48,14.8,3.0,2,2,9.6,8.0,0.21,2.4,2.0
1319,Christoph Kramer,de GER,CC,M'Gladbach,de Bundesliga,28,1991,16.3,0,10,0,0.0,0.61,0.0,0.0,,23.7,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4
1320,Tom Krauß,de GER,CC,RB Leipzig,de Bundesliga,18,2001,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1321,Ladislav Krejčí,cz CZE,DF,Bologna,it Serie A,27,1992,11.7,1,3,1,33.3,0.26,0.09,0.33,1.0,11.1,0.0,0,0,0.5,0.5,0.18,0.5,0.5
1322,Rene Krhin,si SVN,"DF,CC",Nantes,fr Ligue 1,29,1990,3.6,0,1,0,0.0,0.28,0.0,0.0,,7.6,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
1323,Felix Kroos,de GER,"CC,DF",Union Berlin,de Bundesliga,28,1991,4.2,0,5,3,60.0,1.19,0.71,0.0,0.0,23.7,1.0,0,0,0.4,0.4,0.07,-0.4,-0.4
1324,Toni Kroos,de GER,CC,Real Madrid,es La Liga,29,1990,29.5,4,57,20,35.1,1.93,0.68,0.07,0.2,23.1,2.0,0,0,3.3,3.3,0.06,0.7,0.7
1325,Tim Krul,nl NED,PO,Norwich City,eng Premier League,31,1988,36.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1326,Rade Krunić,ba BIH,"CC,DL",Milan,it Serie A,25,1993,6.0,0,6,2,33.3,1.01,0.34,0.0,0.0,19.9,0.0,0,0,0.5,0.5,0.08,-0.5,-0.5
1327,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,26,1992,2.3,0,2,1,50.0,0.86,0.43,0.0,0.0,22.8,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
1328,Takefusa Kubo,jp JPN,"CC,DL",Mallorca,es La Liga,18,2001,25.7,4,55,25,45.5,2.14,0.97,0.07,0.16,19.9,6.0,0,0,3.0,3.0,0.05,1.0,1.0
1329,Juraj Kucka,sk SVK,"CC,DL",Parma,it Serie A,32,1987,21.5,6,46,10,21.7,2.14,0.47,0.09,0.4,21.5,3.0,2,2,4.8,3.3,0.07,1.2,0.7
1330,Dejan Kulusevski,se SWE,"DL,CC",Parma,it Serie A,19,2000,32.6,10,61,25,41.0,1.87,0.77,0.15,0.36,16.9,0.0,1,1,6.7,5.9,0.1,3.3,3.1
1331,Marash Kumbulla,al ALB,DF,Hellas Verona,it Serie A,19,2000,21.7,1,9,4,44.4,0.42,0.18,0.11,0.25,7.4,0.0,0,0,1.7,1.7,0.19,-0.7,-0.7
1332,Pierre Kunde,cm CMR,CC,Mainz 05,de Bundesliga,24,1995,20.7,4,39,11,28.2,1.88,0.53,0.1,0.36,24.2,4.0,0,0,3.2,3.2,0.08,0.8,0.8
1333,Jasmin Kurtić,si SVN,CC,SPAL,it Serie A,30,1989,15.7,2,47,11,23.4,3.0,0.7,0.04,0.18,22.5,5.0,0,0,2.4,2.4,0.05,-0.4,-0.4
1334,Jasmin Kurtić,si SVN,"CC,DL",Parma,it Serie A,30,1989,18.5,2,23,7,30.4,1.24,0.38,0.09,0.29,26.3,0.0,0,0,0.7,0.7,0.03,1.3,1.3
1335,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,26,1992,9.5,1,6,3,50.0,0.63,0.31,0.17,0.33,10.4,0.0,0,0,0.8,0.8,0.15,0.2,0.2
1336,Dereck Kutesa,ch SUI,"DL,CC",Reims,fr Ligue 1,21,1997,5.9,1,5,2,40.0,0.85,0.34,0.2,0.5,21.2,0.0,0,0,0.3,0.3,0.06,0.7,0.7
1337,Ahmed Kutucu,tr TUR,"DL,CC",Schalke 04,de Bundesliga,19,2000,7.5,3,16,5,31.3,2.12,0.66,0.19,0.6,19.2,0.0,0,0,1.9,1.9,0.12,1.1,1.1
1338,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,22,1997,10.9,0,4,2,50.0,0.37,0.18,0.0,0.0,15.5,0.0,0,0,0.4,0.4,0.1,-0.4,-0.4
1339,Giorgos Kyriakopoulos,gr GRE,DF,Sassuolo,it Serie A,23,1996,18.3,0,21,8,38.1,1.15,0.44,0.0,0.0,23.9,2.0,0,0,0.8,0.8,0.04,-0.8,-0.8
1340,Antonino La Gumina,it ITA,DL,Sampdoria,it Serie A,23,1996,2.1,0,4,2,50.0,1.94,0.97,0.0,0.0,13.9,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2
1341,Andrea La Mantia,it ITA,DL,Lecce,it Serie A,28,1991,6.1,2,21,7,33.3,3.42,1.14,0.1,0.29,11.9,0.0,0,0,3.9,3.9,0.2,-1.9,-1.9
1342,Gaëtan Laborde,fr FRA,DL,Montpellier,fr Ligue 1,25,1994,24.9,6,64,22,34.4,2.57,0.89,0.09,0.27,14.6,0.0,0,0,8.3,8.3,0.13,-2.3,-2.3
1343,Alexandre Lacazette,fr FRA,DL,Arsenal,eng Premier League,28,1991,20.8,10,52,26,50.0,2.5,1.25,0.19,0.38,12.6,3.0,0,0,8.1,8.1,0.17,1.9,1.9
1344,Riccardo Ladinetti,it ITA,CC,Cagliari,it Serie A,18,2000,1.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1345,Alban Lafont,fr FRA,PO,Nantes,fr Ligue 1,20,1999,27.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1346,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,29,1989,29.5,1,10,2,20.0,0.34,0.07,0.1,0.5,14.0,0.0,0,0,1.3,1.3,0.13,-0.3,-0.3
1347,Jack Lahne,se SWE,DL,Amiens,fr Ligue 1,17,2001,0.1,1,1,1,100.0,10.0,10.0,1.0,1.0,6.7,0.0,0,0,0.4,0.4,0.37,0.6,0.6
1348,Konrad Laimer,at AUT,CC,RB Leipzig,de Bundesliga,22,1997,23.5,2,9,5,55.6,0.38,0.21,0.22,0.4,21.1,0.0,0,0,0.8,0.8,0.09,1.2,1.2
1349,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,26,1992,30.1,1,16,5,31.3,0.53,0.17,0.06,0.2,17.5,0.0,0,0,1.7,1.7,0.11,-0.7,-0.7
1350,Diego Lainez,mx MEX,"CC,DL",Betis,es La Liga,19,2000,3.9,0,6,2,33.3,1.55,0.52,0.0,0.0,24.7,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
1351,Kenny Lala,fr FRA,"DF,CC",Strasbourg,fr Ligue 1,27,1991,22.7,2,17,5,29.4,0.75,0.22,0.0,0.0,24.5,5.0,2,2,3.2,1.6,0.1,-1.2,-1.6
1352,Adam Lallana,eng ENG,"CC,DL",Liverpool,eng Premier League,31,1988,4.2,1,5,1,20.0,1.18,0.24,0.2,1.0,16.3,0.0,0,0,0.8,0.8,0.15,0.2,0.2
1353,Érik Lamela,ar ARG,"CC,DL",Tottenham,eng Premier League,27,1992,13.5,2,29,8,27.6,2.15,0.59,0.07,0.25,19.5,4.0,0,0,2.9,2.9,0.11,-0.9,-0.9
1354,Tariq Lamptey,gh GHA,DF,Chelsea,eng Premier League,18,2000,0.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1355,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,18,2000,6.5,0,2,0,0.0,0.31,0.0,0.0,,25.3,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
1356,Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,27,1992,10.3,1,6,2,33.3,0.58,0.19,0.17,0.5,17.6,0.0,0,0,0.8,0.8,0.14,0.2,0.2
1357,Michael Lang,ch SUI,"DF,DL",Werder Bremen,de Bundesliga,28,1991,6.0,0,5,2,40.0,0.83,0.33,0.0,0.0,15.3,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3
1358,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31,1988,3.5,0,4,1,25.0,1.15,0.29,0.0,0.0,15.3,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3
1359,Henri Lansbury,eng ENG,CC,Aston Villa,eng Premier League,28,1990,2.2,0,2,0,0.0,0.92,0.0,0.0,,21.0,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
1360,Manuel Lanzini,ar ARG,"CC,DL",West Ham,eng Premier League,26,1993,15.3,0,23,7,30.4,1.5,0.46,0.0,0.0,19.0,3.0,0,0,2.2,2.2,0.09,-2.2,-2.2
1361,Gianluca Lapadula,pe PER,DL,Lecce,it Serie A,29,1990,19.8,11,59,22,37.3,2.98,1.11,0.15,0.41,14.2,0.0,2,2,9.8,8.2,0.14,1.2,0.8
1362,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,25,1994,12.2,1,4,2,50.0,0.33,0.16,0.25,0.5,16.3,0.0,0,0,0.5,0.5,0.13,0.5,0.5
1363,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,35,1984,29.3,2,8,2,25.0,0.27,0.07,0.25,1.0,16.0,0.0,0,0,0.9,0.9,0.11,1.1,1.1
1364,Larra,es ESP,"DL,CC",Athletic Club,es La Liga,21,1997,2.8,0,3,1,33.3,1.08,0.36,0.0,0.0,20.1,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
1365,Gautier Larsonneur,fr FRA,PO,Brest,fr Ligue 1,22,1997,26.6,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1366,Kevin Lasagna,it ITA,DL,Udinese,it Serie A,26,1992,28.5,10,79,34,43.0,2.77,1.19,0.13,0.29,15.1,1.0,0,0,10.6,10.6,0.13,-0.6,-0.6
1367,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,25,1993,23.1,1,9,2,22.2,0.39,0.09,0.11,0.5,12.9,0.0,0,0,0.5,0.5,0.06,0.5,0.5
1368,Paul Lasne,fr FRA,"CC,DL",Brest,fr Ligue 1,30,1989,13.6,2,13,5,38.5,0.96,0.37,0.15,0.4,19.2,0.0,0,0,0.8,0.8,0.06,1.2,1.2
1369,Toni Lato,es ESP,"DF,CC",Osasuna,es La Liga,21,1997,5.2,1,4,2,50.0,0.77,0.38,0.25,0.5,13.8,0.0,0,0,0.4,0.4,0.11,0.6,0.6
1370,Danny Latza,de GER,CC,Mainz 05,de Bundesliga,29,1989,15.3,0,17,3,17.6,1.11,0.2,0.0,0.0,20.5,0.0,0,0,1.1,1.1,0.07,-1.1,-1.1
1371,Vincent Laurini,fr FRA,DF,Parma,it Serie A,30,1989,9.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
