RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Tkl,TklG,3.º def.,3.º cent.,3.º ataq.,Tkl.1,Att,Tkl%,Pérdida,Bloqueos,Dis,Pases,Int,Tkl+Int,Desp.,Err
1233,Lovre Kalinić,hr CRO,PO,Toulouse,fr Ligue 1,29,1990,3.4,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
1234,Nikola Kalinić,hr CRO,DL,Roma,it Serie A,31,1988,6.3,2.0,1,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,1,3.0,1.0,0.0
1235,Salomon Kalou,ci CIV,"DL,CC",Hertha BSC,de Bundesliga,33,1985,1.6,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0,1.0,1.0,0.0
1236,Samuel Kalu,ng NGA,"DF,DL",Bordeaux,fr Ligue 1,21,1997,15.1,33.0,17,19.0,12.0,2.0,16.0,36.0,44.4,20.0,13.0,1.0,12.0,24,57.0,10.0,0.0
1237,Daichi Kamada,jp JPN,"CC,DL",Eint Frankfurt,de Bundesliga,22,1996,21.9,29.0,20,7.0,17.0,5.0,8.0,42.0,19.0,34.0,16.0,1.0,15.0,10,39.0,6.0,0.0
1238,François Kamano,gn GUI,"DF,CC",Bordeaux,fr Ligue 1,23,1996,7.2,12.0,6,5.0,4.0,3.0,8.0,15.0,53.3,7.0,5.0,0.0,5.0,3,15.0,2.0,0.0
1239,Boubacar Kamara,fr FRA,"DF,CC",Marseille,fr Ligue 1,19,1999,23.8,67.0,34,37.0,27.0,3.0,27.0,57.0,47.4,30.0,27.0,14.0,13.0,34,101.0,53.0,1.0
1240,Hassane Kamara,ci CIV,"DF,DL",Reims,fr Ligue 1,25,1994,19.0,58.0,47,40.0,14.0,4.0,24.0,35.0,68.6,11.0,17.0,2.0,15.0,58,116.0,58.0,0.0
1241,Kevin Kampl,si SVN,CC,RB Leipzig,de Bundesliga,28,1990,7.5,17.0,11,7.0,10.0,0.0,7.0,23.0,30.4,16.0,7.0,2.0,5.0,16,33.0,6.0,0.0
1242,Harry Kane,eng ENG,DL,Tottenham,eng Premier League,26,1993,28.7,18.0,12,3.0,12.0,3.0,4.0,17.0,23.5,13.0,17.0,7.0,10.0,6,24.0,30.0,0.0
1243,Lee Kang-in,kr KOR,"CC,DL",Valencia,es La Liga,18,2001,5.0,3.0,1,0.0,2.0,1.0,3.0,6.0,50.0,3.0,5.0,0.0,5.0,3,6.0,0.0,0.0
1244,Wilfried Kanga,ci CIV,DL,Angers,fr Ligue 1,21,1998,0.8,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
1245,N'Golo Kanté,fr FRA,CC,Chelsea,eng Premier League,28,1991,19.2,44.0,20,22.0,14.0,8.0,17.0,36.0,47.2,19.0,29.0,5.0,24.0,44,88.0,32.0,2.0
1246,Stefanos Kapino,gr GRE,PO,Werder Bremen,de Bundesliga,25,1994,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0
1247,Wilfrid Kaptoum,cm CMR,CC,Betis,es La Liga,23,1996,2.2,5.0,2,3.0,2.0,0.0,3.0,3.0,100.0,0.0,4.0,1.0,3.0,1,6.0,3.0,0.0
1248,Kenan Karaman,tr TUR,"DL,CC",Düsseldorf,de Bundesliga,25,1994,15.0,11.0,5,2.0,5.0,4.0,4.0,9.0,44.4,5.0,9.0,4.0,5.0,2,13.0,7.0,0.0
1249,Yann Karamoh,fr FRA,"DL,CC",Parma,it Serie A,21,1998,6.4,10.0,7,5.0,4.0,1.0,3.0,9.0,33.3,6.0,5.0,0.0,5.0,2,12.0,3.0,0.0
1250,Mamoudou Karamoko,fr FRA,CC,Wolfsburg,de Bundesliga,19,1999,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
1251,Florian Kastenmeier,de GER,PO,Düsseldorf,de Bundesliga,22,1997,17.0,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2,3.0,3.0,1.0
1252,Noah Katterbach,de GER,DF,Köln,de Bundesliga,18,2001,14.6,29.0,23,21.0,8.0,0.0,11.0,28.0,39.3,17.0,12.0,1.0,11.0,29,58.0,26.0,0.0
1253,Moise Kean,it ITA,DL,Everton,eng Premier League,19,2000,9.5,6.0,6,5.0,1.0,0.0,0.0,0.0,,0.0,4.0,0.0,4.0,5,11.0,1.0,1.0
1254,Michael Keane,eng ENG,DF,Everton,eng Premier League,26,1993,28.4,31.0,16,18.0,12.0,1.0,14.0,24.0,58.3,10.0,35.0,28.0,7.0,44,75.0,152.0,0.0
1255,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,22,1996,5.3,10.0,7,4.0,5.0,1.0,5.0,10.0,50.0,5.0,2.0,0.0,2.0,1,11.0,2.0,1.0
1256,Jules Keita,gn GUI,"CC,DL",Dijon,fr Ligue 1,21,1998,1.8,4.0,3,2.0,1.0,1.0,1.0,6.0,16.7,5.0,1.0,0.0,1.0,3,7.0,0.0,0.0
1257,Naby Keïta,gn GUI,CC,Liverpool,eng Premier League,24,1995,9.1,30.0,14,8.0,16.0,6.0,11.0,26.0,42.3,15.0,18.0,0.0,18.0,10,40.0,4.0,0.0
1258,Yannik Keitel,de GER,CC,Freiburg,de Bundesliga,19,2000,1.9,2.0,1,1.0,1.0,0.0,0.0,6.0,0.0,6.0,3.0,1.0,2.0,4,6.0,4.0,0.0
1259,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,20,1998,7.1,7.0,3,3.0,4.0,0.0,6.0,7.0,85.7,1.0,9.0,5.0,4.0,6,13.0,15.0,1.0
1260,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,29,1990,17.2,23.0,18,19.0,4.0,0.0,14.0,31.0,45.2,17.0,18.0,10.0,8.0,16,39.0,86.0,1.0
1261,Kenedy,br BRA,CC,Getafe,es La Liga,23,1996,6.5,9.0,5,3.0,3.0,3.0,2.0,5.0,40.0,3.0,10.0,0.0,10.0,11,20.0,4.0,0.0
1262,Jonjoe Kenny,eng ENG,DF,Schalke 04,de Bundesliga,22,1997,30.2,49.0,29,24.0,19.0,6.0,26.0,51.0,51.0,25.0,45.0,10.0,35.0,26,75.0,79.0,0.0
1263,Franck Kessié,ci CIV,CC,Milan,it Serie A,22,1996,32.3,54.0,29,28.0,18.0,8.0,16.0,52.0,30.8,36.0,34.0,5.0,29.0,34,88.0,32.0,2.0
1264,Saîf-Eddine Khaoui,tn TUN,"CC,DL",Marseille,fr Ligue 1,24,1995,1.2,3.0,1,0.0,3.0,0.0,2.0,5.0,40.0,3.0,2.0,0.0,2.0,1,4.0,4.0,0.0
1265,Wahbi Khazri,tn TUN,"DL,CC",Saint-Étienne,fr Ligue 1,28,1991,12.8,17.0,9,5.0,7.0,5.0,9.0,27.0,33.3,18.0,11.0,0.0,11.0,4,21.0,0.0,0.0
1266,Rani Khedira,de GER,CC,Augsburg,de Bundesliga,25,1994,29.4,60.0,36,21.0,35.0,4.0,18.0,45.0,40.0,27.0,47.0,12.0,35.0,48,108.0,62.0,0.0
1267,Sami Khedira,de GER,CC,Juventus,it Serie A,32,1987,7.6,14.0,7,3.0,8.0,3.0,4.0,19.0,21.1,15.0,12.0,1.0,11.0,3,17.0,13.0,0.0
1268,Kiké,es ESP,DL,Eibar,es La Liga,29,1989,19.6,13.0,7,0.0,5.0,8.0,4.0,12.0,33.3,8.0,15.0,1.0,14.0,1,14.0,9.0,0.0
1269,Luca Kilian,de GER,DF,Paderborn 07,de Bundesliga,19,1999,14.0,33.0,24,27.0,6.0,0.0,22.0,41.0,53.7,19.0,20.0,9.0,11.0,12,45.0,67.0,0.0
1270,Max Kilman,eng ENG,DF,Wolves,eng Premier League,22,1997,2.1,4.0,2,1.0,3.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,4,8.0,7.0,0.0
1271,Joshua Kimmich,de GER,"CC,DF",Bayern Munich,de Bundesliga,24,1995,31.3,52.0,29,21.0,20.0,11.0,22.0,55.0,40.0,33.0,38.0,9.0,29.0,29,81.0,29.0,0.0
1272,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,23,1995,13.6,33.0,25,25.0,8.0,0.0,14.0,20.0,70.0,6.0,7.0,3.0,4.0,21,54.0,33.0,1.0
1273,Joshua King,no NOR,"DL,CC",Bournemouth,eng Premier League,27,1992,22.3,16.0,6,4.0,8.0,4.0,4.0,16.0,25.0,12.0,20.0,3.0,17.0,8,24.0,9.0,0.0
1274,Simon Kjær,dk DEN,DF,Atalanta,it Serie A,30,1989,3.2,9.0,6,1.0,8.0,0.0,3.0,4.0,75.0,1.0,5.0,4.0,1.0,7,16.0,10.0,1.0
1275,Simon Kjær,dk DEN,DF,Milan,it Serie A,30,1989,13.8,22.0,13,17.0,5.0,0.0,10.0,18.0,55.6,8.0,20.0,16.0,4.0,15,37.0,52.0,0.0
1276,Davy Klaassen,nl NED,CC,Werder Bremen,de Bundesliga,26,1993,32.6,55.0,43,19.0,23.0,13.0,19.0,57.0,33.3,38.0,46.0,18.0,28.0,38,93.0,45.0,2.0
1277,Felix Klaus,de GER,"CC,DL",Wolfsburg,de Bundesliga,26,1992,7.4,24.0,16,4.0,13.0,7.0,7.0,19.0,36.8,12.0,10.0,2.0,8.0,3,27.0,5.0,0.0
1278,Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,33,1985,26.2,29.0,16,20.0,9.0,0.0,14.0,28.0,50.0,14.0,29.0,19.0,10.0,25,54.0,118.0,1.0
1279,Timm Klose,ch SUI,DF,Norwich City,eng Premier League,31,1988,6.5,8.0,2,5.0,2.0,1.0,7.0,11.0,63.6,4.0,6.0,6.0,0.0,7,15.0,29.0,0.0
1280,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,23,1996,29.4,45.0,26,24.0,16.0,5.0,18.0,31.0,58.1,13.0,34.0,16.0,18.0,26,71.0,101.0,2.0
1281,Justin Kluivert,nl NED,DL,Roma,it Serie A,20,1999,16.8,17.0,11,4.0,8.0,5.0,7.0,16.0,43.8,9.0,15.0,0.0,15.0,6,23.0,7.0,0.0
1282,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,23,1996,20.9,44.0,31,26.0,16.0,2.0,20.0,30.0,66.7,10.0,16.0,4.0,12.0,27,71.0,61.0,1.0
1283,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,27,1992,17.7,29.0,14,24.0,5.0,0.0,17.0,30.0,56.7,13.0,19.0,11.0,8.0,27,56.0,77.0,1.0
1284,Robin Koch,de GER,"DF,CC",Freiburg,de Bundesliga,23,1996,30.1,34.0,20,20.0,13.0,1.0,11.0,26.0,42.3,15.0,30.0,22.0,8.0,45,79.0,94.0,4.0
1285,Giorgi Kochorashvili,ge GEO,CC,Levante,es La Liga,20,1999,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
1286,Jonathan Kodjia,ci CIV,DL,Aston Villa,eng Premier League,29,1989,1.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0
1287,Kenan Kodro,ba BIH,"DL,CC",Athletic Club,es La Liga,25,1993,4.0,1.0,0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0,1.0,4.0,0.0
1288,Dominik Kohr,de GER,CC,Eint Frankfurt,de Bundesliga,25,1994,16.1,44.0,35,15.0,25.0,4.0,18.0,53.0,34.0,35.0,31.0,11.0,20.0,30,74.0,16.0,0.0
1289,Koke,es ESP,CC,Atlético Madrid,es La Liga,27,1992,30.0,70.0,42,27.0,30.0,13.0,29.0,89.0,32.6,60.0,33.0,8.0,25.0,29,99.0,28.0,2.0
1290,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,33,1985,30.4,37.0,28,16.0,16.0,5.0,20.0,37.0,54.1,17.0,20.0,9.0,11.0,31,68.0,57.0,0.0
1291,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,26,1993,18.9,29.0,16,18.0,6.0,5.0,12.0,23.0,52.2,11.0,14.0,4.0,10.0,25,54.0,34.0,1.0
1292,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1991,14.5,17.0,10,13.0,4.0,0.0,9.0,21.0,42.9,12.0,8.0,3.0,5.0,30,47.0,44.0,2.0
1293,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,23,1995,14.8,43.0,26,28.0,14.0,1.0,19.0,28.0,67.9,9.0,13.0,3.0,10.0,24,67.0,34.0,0.0
1294,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,20,1999,6.3,11.0,6,10.0,1.0,0.0,2.0,7.0,28.6,5.0,9.0,4.0,5.0,5,16.0,35.0,1.0
1295,Moussa Konaté,sn SEN,DL,Amiens,fr Ligue 1,26,1993,6.8,3.0,0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1,4.0,1.0,0.0
1296,Geoffrey Kondogbia,cf CTA,CC,Valencia,es La Liga,26,1993,20.1,63.0,40,40.0,18.0,5.0,19.0,51.0,37.3,32.0,25.0,6.0,19.0,57,120.0,36.0,2.0
1297,Kouadio Koné,fr FRA,CC,Toulouse,fr Ligue 1,18,2001,9.7,35.0,20,17.0,14.0,4.0,13.0,30.0,43.3,17.0,15.0,1.0,14.0,19,54.0,10.0,1.0
1298,Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,30,1989,16.4,31.0,21,20.0,10.0,1.0,12.0,17.0,70.6,5.0,8.0,5.0,3.0,25,56.0,47.0,1.0
1299,Moussa Koné,sn SEN,"DL,CC",Nîmes,fr Ligue 1,22,1996,1.6,2.0,0,1.0,1.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,1,3.0,0.0,0.0
1300,Youssouf Koné,ml MLI,DF,Lyon,fr Ligue 1,24,1995,9.1,22.0,14,17.0,3.0,2.0,12.0,20.0,60.0,8.0,2.0,1.0,1.0,8,30.0,15.0,0.0
1301,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,21,1997,22.7,18.0,9,12.0,6.0,0.0,7.0,16.0,43.8,9.0,34.0,24.0,10.0,25,43.0,70.0,2.0
1302,Pascal Köpke,de GER,DL,Hertha BSC,de Bundesliga,23,1995,1.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
1303,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,33,1985,24.3,28.0,13,24.0,4.0,0.0,10.0,20.0,50.0,10.0,23.0,19.0,4.0,26,54.0,104.0,0.0
1304,Filip Kostić,rs SRB,"DF,DL",Eint Frankfurt,de Bundesliga,26,1992,32.9,59.0,38,30.0,20.0,9.0,22.0,59.0,37.3,37.0,45.0,2.0,43.0,23,82.0,16.0,0.0
1305,Christian Kouamé,ci CIV,"DL,CC",Fiorentina,it Serie A,21,1997,3.3,3.0,2,0.0,3.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,4.0,1,4.0,1.0,0.0
1306,Christian Kouamé,ci CIV,DL,Genoa,it Serie A,21,1997,10.2,2.0,1,0.0,1.0,1.0,0.0,8.0,0.0,8.0,8.0,2.0,6.0,1,3.0,13.0,0.0
1307,Tomáš Koubek,cz CZE,PO,Augsburg,de Bundesliga,26,1992,24.0,3.0,2,3.0,0.0,0.0,3.0,11.0,27.3,8.0,1.0,0.0,1.0,1,4.0,23.0,3.0
1308,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,28,1991,23.4,51.0,33,30.0,17.0,4.0,17.0,28.0,60.7,11.0,28.0,16.0,12.0,31,82.0,61.0,1.0
1309,Efthimis Koulouris,gr GRE,DL,Toulouse,fr Ligue 1,23,1996,17.1,13.0,8,5.0,5.0,3.0,3.0,13.0,23.1,10.0,8.0,4.0,4.0,3,16.0,16.0,0.0
1310,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,20,1998,25.7,23.0,12,14.0,5.0,4.0,10.0,18.0,55.6,8.0,16.0,12.0,4.0,23,46.0,91.0,2.0
1311,Leonardo Koutris,gr GRE,DF,Mallorca,es La Liga,24,1995,1.0,1.0,1,0.0,0.0,1.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,1,2.0,6.0,0.0
1312,Cheikhou Kouyaté,sn SEN,"CC,DF",Crystal Palace,eng Premier League,29,1989,28.1,67.0,32,43.0,20.0,4.0,26.0,48.0,54.2,22.0,35.0,11.0,24.0,43,110.0,58.0,1.0
1313,Mateo Kovačić,hr CRO,CC,Chelsea,eng Premier League,25,1994,23.0,63.0,38,29.0,32.0,2.0,26.0,65.0,40.0,39.0,15.0,1.0,14.0,22,85.0,16.0,1.0
1314,Dawid Kownacki,pl POL,"DL,CC",Düsseldorf,de Bundesliga,22,1997,12.1,13.0,8,5.0,7.0,1.0,9.0,20.0,45.0,11.0,13.0,2.0,11.0,6,19.0,8.0,0.0
1315,İsmail Köybaşı,tr TUR,"DF,DL",Granada,es La Liga,30,1989,2.6,4.0,4,3.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,4.0,5,9.0,2.0,0.0
1316,Thomas Kraft,de GER,PO,Hertha BSC,de Bundesliga,31,1988,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0
1317,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,24,1994,11.3,18.0,12,15.0,2.0,1.0,9.0,20.0,45.0,11.0,11.0,8.0,3.0,8,26.0,45.0,0.0
1318,Andrej Kramarić,hr CRO,"DL,CC",Hoffenheim,de Bundesliga,28,1991,15.8,2.0,1,1.0,0.0,1.0,1.0,7.0,14.3,6.0,6.0,0.0,6.0,3,5.0,4.0,0.0
1319,Christoph Kramer,de GER,CC,M'Gladbach,de Bundesliga,28,1991,16.3,45.0,29,19.0,21.0,5.0,19.0,49.0,38.8,30.0,22.0,3.0,19.0,14,59.0,19.0,0.0
1320,Tom Krauß,de GER,CC,RB Leipzig,de Bundesliga,18,2001,0.0,1.0,1,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0
1321,Ladislav Krejčí,cz CZE,DF,Bologna,it Serie A,27,1992,11.7,15.0,10,6.0,7.0,2.0,9.0,19.0,47.4,10.0,7.0,4.0,3.0,10,25.0,23.0,0.0
1322,Rene Krhin,si SVN,"DF,CC",Nantes,fr Ligue 1,29,1990,3.6,4.0,3,1.0,3.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,6,10.0,17.0,0.0
1323,Felix Kroos,de GER,"CC,DF",Union Berlin,de Bundesliga,28,1991,4.2,17.0,9,9.0,6.0,2.0,8.0,15.0,53.3,7.0,6.0,3.0,3.0,3,20.0,13.0,1.0
1324,Toni Kroos,de GER,CC,Real Madrid,es La Liga,29,1990,29.5,56.0,28,18.0,29.0,9.0,18.0,70.0,25.7,52.0,27.0,0.0,27.0,23,79.0,15.0,0.0
1325,Tim Krul,nl NED,PO,Norwich City,eng Premier League,31,1988,36.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1,1.0,13.0,1.0
1326,Rade Krunić,ba BIH,"CC,DL",Milan,it Serie A,25,1993,6.0,16.0,8,8.0,5.0,3.0,9.0,16.0,56.3,7.0,5.0,0.0,5.0,9,25.0,5.0,0.0
1327,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,26,1992,2.3,1.0,1,0.0,1.0,0.0,1.0,5.0,20.0,4.0,2.0,0.0,2.0,1,2.0,6.0,0.0
1328,Takefusa Kubo,jp JPN,"CC,DL",Mallorca,es La Liga,18,2001,25.7,34.0,22,16.0,12.0,6.0,15.0,44.0,34.1,29.0,19.0,1.0,18.0,23,57.0,10.0,0.0
1329,Juraj Kucka,sk SVK,"CC,DL",Parma,it Serie A,32,1987,21.5,43.0,22,21.0,16.0,6.0,14.0,61.0,23.0,47.0,21.0,4.0,17.0,29,72.0,36.0,0.0
1330,Dejan Kulusevski,se SWE,"DL,CC",Parma,it Serie A,19,2000,32.6,41.0,21,10.0,24.0,7.0,19.0,64.0,29.7,45.0,25.0,1.0,24.0,23,64.0,17.0,0.0
1331,Marash Kumbulla,al ALB,DF,Hellas Verona,it Serie A,19,2000,21.7,40.0,24,21.0,17.0,2.0,19.0,36.0,52.8,17.0,33.0,24.0,9.0,50,90.0,86.0,3.0
1332,Pierre Kunde,cm CMR,CC,Mainz 05,de Bundesliga,24,1995,20.7,34.0,17,15.0,18.0,1.0,12.0,30.0,40.0,18.0,16.0,4.0,12.0,26,60.0,55.0,0.0
1333,Jasmin Kurtić,si SVN,CC,SPAL,it Serie A,30,1989,15.7,20.0,7,8.0,8.0,4.0,6.0,27.0,22.2,21.0,14.0,2.0,12.0,10,30.0,20.0,1.0
1334,Jasmin Kurtić,si SVN,"CC,DL",Parma,it Serie A,30,1989,18.5,32.0,23,19.0,10.0,3.0,13.0,35.0,37.1,22.0,19.0,5.0,14.0,15,47.0,27.0,2.0
1335,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,26,1992,9.5,23.0,16,5.0,14.0,4.0,11.0,23.0,47.8,12.0,12.0,1.0,11.0,18,41.0,24.0,1.0
1336,Dereck Kutesa,ch SUI,"DL,CC",Reims,fr Ligue 1,21,1997,5.9,6.0,5,3.0,2.0,1.0,3.0,9.0,33.3,6.0,5.0,0.0,5.0,1,7.0,1.0,0.0
1337,Ahmed Kutucu,tr TUR,"DL,CC",Schalke 04,de Bundesliga,19,2000,7.5,11.0,7,3.0,6.0,2.0,4.0,15.0,26.7,11.0,5.0,0.0,5.0,2,13.0,5.0,0.0
1338,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,22,1997,10.9,36.0,22,17.0,17.0,2.0,22.0,47.0,46.8,25.0,16.0,6.0,10.0,22,58.0,41.0,0.0
1339,Giorgos Kyriakopoulos,gr GRE,DF,Sassuolo,it Serie A,23,1996,18.3,35.0,18,22.0,7.0,6.0,18.0,32.0,56.3,14.0,19.0,6.0,13.0,18,53.0,41.0,0.0
1340,Antonino La Gumina,it ITA,DL,Sampdoria,it Serie A,23,1996,2.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
1341,Andrea La Mantia,it ITA,DL,Lecce,it Serie A,28,1991,6.1,1.0,0,1.0,0.0,0.0,1.0,5.0,20.0,4.0,3.0,0.0,3.0,7,8.0,11.0,0.0
1342,Gaëtan Laborde,fr FRA,DL,Montpellier,fr Ligue 1,25,1994,24.9,21.0,12,4.0,10.0,7.0,9.0,38.0,23.7,29.0,21.0,0.0,21.0,7,28.0,32.0,1.0
1343,Alexandre Lacazette,fr FRA,DL,Arsenal,eng Premier League,28,1991,20.8,31.0,16,8.0,21.0,2.0,9.0,24.0,37.5,15.0,14.0,0.0,14.0,7,38.0,15.0,0.0
1344,Riccardo Ladinetti,it ITA,CC,Cagliari,it Serie A,18,2000,1.4,2.0,2,0.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,4,6.0,0.0,1.0
1345,Alban Lafont,fr FRA,PO,Nantes,fr Ligue 1,20,1999,27.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,12.0,0.0
1346,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,29,1989,29.5,21.0,15,15.0,6.0,0.0,16.0,30.0,53.3,14.0,24.0,18.0,6.0,37,58.0,131.0,1.0
1347,Jack Lahne,se SWE,DL,Amiens,fr Ligue 1,17,2001,0.1,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
1348,Konrad Laimer,at AUT,CC,RB Leipzig,de Bundesliga,22,1997,23.5,91.0,45,30.0,46.0,15.0,43.0,102.0,42.2,59.0,51.0,8.0,43.0,34,125.0,14.0,0.0
1349,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,26,1992,30.1,51.0,30,25.0,19.0,7.0,24.0,54.0,44.4,30.0,38.0,7.0,31.0,29,80.0,71.0,0.0
1350,Diego Lainez,mx MEX,"CC,DL",Betis,es La Liga,19,2000,3.9,6.0,5,2.0,4.0,0.0,5.0,8.0,62.5,3.0,6.0,0.0,6.0,1,7.0,1.0,0.0
1351,Kenny Lala,fr FRA,"DF,CC",Strasbourg,fr Ligue 1,27,1991,22.7,29.0,16,17.0,11.0,1.0,11.0,27.0,40.7,16.0,14.0,5.0,9.0,20,49.0,40.0,1.0
1352,Adam Lallana,eng ENG,"CC,DL",Liverpool,eng Premier League,31,1988,4.2,19.0,9,7.0,9.0,3.0,6.0,21.0,28.6,15.0,7.0,0.0,7.0,5,24.0,3.0,0.0
1353,Érik Lamela,ar ARG,"CC,DL",Tottenham,eng Premier League,27,1992,13.5,24.0,20,9.0,13.0,2.0,2.0,21.0,9.5,19.0,12.0,3.0,9.0,8,32.0,10.0,0.0
1354,Tariq Lamptey,gh GHA,DF,Chelsea,eng Premier League,18,2000,0.4,2.0,2,1.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0
1355,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,18,2000,6.5,7.0,6,6.0,1.0,0.0,2.0,9.0,22.2,7.0,6.0,0.0,6.0,16,23.0,17.0,0.0
1356,Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,27,1992,10.3,16.0,9,12.0,3.0,1.0,7.0,11.0,63.6,4.0,12.0,9.0,3.0,17,33.0,34.0,0.0
1357,Michael Lang,ch SUI,"DF,DL",Werder Bremen,de Bundesliga,28,1991,6.0,8.0,5,3.0,5.0,0.0,6.0,12.0,50.0,6.0,5.0,1.0,4.0,7,15.0,22.0,0.0
1358,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31,1988,3.5,3.0,2,3.0,0.0,0.0,2.0,4.0,50.0,2.0,5.0,3.0,2.0,3,6.0,11.0,1.0
1359,Henri Lansbury,eng ENG,CC,Aston Villa,eng Premier League,28,1990,2.2,6.0,2,3.0,1.0,2.0,2.0,8.0,25.0,6.0,4.0,0.0,4.0,0,6.0,3.0,0.0
1360,Manuel Lanzini,ar ARG,"CC,DL",West Ham,eng Premier League,26,1993,15.3,14.0,9,6.0,6.0,2.0,7.0,39.0,17.9,32.0,9.0,1.0,8.0,10,24.0,3.0,0.0
1361,Gianluca Lapadula,pe PER,DL,Lecce,it Serie A,29,1990,19.8,15.0,8,6.0,8.0,1.0,5.0,16.0,31.3,11.0,2.0,0.0,2.0,1,16.0,14.0,0.0
1362,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,25,1994,12.2,13.0,6,6.0,7.0,0.0,4.0,9.0,44.4,5.0,6.0,5.0,1.0,20,33.0,26.0,1.0
1363,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,35,1984,29.3,34.0,17,19.0,15.0,0.0,16.0,28.0,57.1,12.0,54.0,39.0,15.0,30,64.0,99.0,0.0
1364,Larra,es ESP,"DL,CC",Athletic Club,es La Liga,21,1997,2.8,2.0,2,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,2.0,0.0,0.0
