RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera.1
1324,Callum Hudson-Odoi,eng ENG,"DL,CC",Chelsea,eng Premier League,18.0,2000.0,22,863.0,39.0,25.2,9.6,7,85.0,4,15,18.0,3,1.77,17.0,14.0,3.0,0.31,-0.11,18.1,10.4,7.7,0.8,-0.01
1325,Will Hughes,eng ENG,CC,Watford,eng Premier League,24.0,1995.0,30,2252.0,75.0,65.8,25.0,27,79.0,13,3,37.0,3,0.83,23.0,46.0,-23.0,-0.92,-0.53,29.7,39.7,-10.0,-0.4,-0.45
1326,Mats Hummels,de GER,DF,Dortmund,de Bundesliga,30.0,1988.0,31,2581.0,83.0,84.3,28.7,31,83.0,26,0,,0,2.0,74.0,36.0,38.0,1.33,0.39,51.4,36.2,15.2,0.53,-0.39
1327,Uwe Hünemeier,de GER,DF,Paderborn 07,de Bundesliga,33.0,1986.0,16,1209.0,76.0,39.5,13.4,13,88.0,12,3,22.0,12,0.69,14.0,30.0,-16.0,-1.19,-0.17,14.6,27.6,-13.0,-0.97,-0.23
1328,Adrien Hunou,fr FRA,"DL,CC",Rennes,fr Ligue 1,25.0,1994.0,23,1210.0,53.0,48.0,13.4,13,80.0,4,10,17.0,1,1.74,21.0,12.0,9.0,0.67,0.33,21.5,14.0,7.6,0.56,0.61
1329,Jonas Hupe,de GER,PO,Dortmund,de Bundesliga,19.0,1999.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
1330,Jannik Huth,de GER,PO,Paderborn 07,de Bundesliga,25.0,1994.0,6,540.0,90.0,17.6,6.0,6,90.0,6,0,,28,0.17,8.0,17.0,-9.0,-1.5,-0.5,7.3,12.4,-5.1,-0.85,-0.02
1331,Elseid Hysaj,al ALB,DF,Napoli,it Serie A,25.0,1994.0,20,1481.0,74.0,43.3,16.5,17,83.0,11,3,22.0,14,2.0,24.0,17.0,7.0,0.43,0.24,21.3,15.7,5.6,0.34,-0.18
1332,Suk Hyun-jun,kr KOR,"DL,CC",Reims,fr Ligue 1,28.0,1991.0,13,262.0,20.0,10.4,2.9,1,71.0,0,12,16.0,5,1.31,3.0,2.0,1.0,0.34,0.18,2.9,3.6,-0.7,-0.24,-0.35
1333,Pierre Højbjerg,dk DEN,CC,Southampton,eng Premier League,23.0,1995.0,33,2752.0,83.0,80.5,30.6,30,90.0,29,3,18.0,1,1.27,39.0,51.0,-12.0,-0.39,-0.8,45.5,42.4,3.2,0.1,0.09
1334,Simone Iacoponi,it ITA,DF,Parma,it Serie A,32.0,1987.0,36,3053.0,85.0,89.3,33.9,34,89.0,32,2,12.0,1,1.28,48.0,50.0,-2.0,-0.06,-0.3,41.6,56.9,-15.4,-0.45,-0.33
1335,Iago,br BRA,"DF,CC",Augsburg,de Bundesliga,22.0,1997.0,10,674.0,67.0,22.0,7.5,7,90.0,7,3,15.0,8,0.8,9.0,15.0,-6.0,-0.8,-0.35,7.4,15.5,-8.1,-1.09,-0.88
1336,Robert Ibáñez,es ESP,"CC,DL",Osasuna,es La Liga,26.0,1993.0,14,537.0,38.0,15.7,6.0,5,72.0,0,9,20.0,5,1.14,7.0,9.0,-2.0,-0.34,-0.15,7.3,7.2,0.1,0.01,0.01
1337,Roger Ibanez,br BRA,DF,Atalanta,it Serie A,20.0,1998.0,0,,,,,0,,0,0,,17,,,,,,,,,,,
1338,Roger Ibanez,br BRA,DF,Roma,it Serie A,20.0,1998.0,9,614.0,68.0,18.0,6.8,7,82.0,4,2,19.0,5,2.11,15.0,8.0,7.0,1.03,0.42,14.5,9.1,5.4,0.79,0.2
1339,Jordon Ibe,eng ENG,DF,Bournemouth,eng Premier League,23.0,1995.0,2,50.0,25.0,1.5,0.6,0,,0,2,25.0,6,0.0,0.0,1.0,-1.0,-1.8,-1.16,0.7,1.2,-0.5,-0.89,-0.44
1340,Vedad Ibišević,ba BIH,DL,Hertha BSC,de Bundesliga,34.0,1984.0,25,1257.0,50.0,41.1,14.0,15,74.0,3,10,15.0,9,1.28,25.0,22.0,3.0,0.21,0.91,18.8,23.1,-4.3,-0.31,0.05
1341,Vicente Iborra,es ESP,CC,Villarreal,es La Liga,31.0,1988.0,34,2648.0,78.0,77.4,29.4,33,79.0,18,1,28.0,0,1.59,48.0,39.0,9.0,0.31,-0.28,49.4,34.1,15.3,0.52,0.28
1342,Didier Ibrahim Ndong,ga GAB,CC,Dijon,fr Ligue 1,25.0,1994.0,27,2386.0,88.0,94.7,26.5,27,88.0,24,0,,0,1.07,25.0,35.0,-10.0,-0.38,-0.38,28.8,37.1,-8.3,-0.31,-0.57
1343,Zlatan Ibrahimović,se SWE,DL,Milan,it Serie A,37.0,1981.0,18,1362.0,76.0,39.8,15.1,16,81.0,11,2,31.0,0,2.11,34.0,17.0,17.0,1.12,1.12,28.4,19.9,8.6,0.57,0.17
1344,Mauro Icardi,ar ARG,DL,Paris S-G,fr Ligue 1,26.0,1993.0,20,1267.0,63.0,52.1,14.1,14,83.0,7,6,17.0,1,2.65,47.0,16.0,31.0,2.2,0.65,42.8,13.3,29.4,2.09,0.41
1345,Salvador Ichazo,uy URU,PO,Genoa,it Serie A,27.0,1992.0,0,,,,,0,,0,0,,13,,,,,,,,,,,
1346,Adam Idah,ie IRL,"DL,CC",Norwich City,eng Premier League,18.0,2001.0,12,228.0,19.0,6.7,2.5,1,64.0,0,11,15.0,5,0.08,0.0,9.0,-9.0,-3.55,-2.42,1.6,5.9,-4.3,-1.68,-0.97
1347,Hubert Idasiak,pl POL,PO,Napoli,it Serie A,17.0,2002.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
1348,Odion Ighalo,ng NGA,DL,Manchester Utd,eng Premier League,30.0,1989.0,11,101.0,9.0,3.0,1.1,0,,0,11,9.0,2,2.45,3.0,0.0,3.0,2.67,1.94,4.5,1.2,3.3,2.94,2.37
1349,Borja Iglesias,es ESP,DL,Betis,es La Liga,26.0,1993.0,35,1922.0,55.0,56.2,21.4,21,80.0,8,14,17.0,1,1.06,27.0,30.0,-3.0,-0.14,0.4,27.6,30.6,-3.0,-0.14,-0.09
1350,Igor,br BRA,DF,SPAL,it Serie A,21.0,1998.0,17,1337.0,79.0,39.1,14.9,15,85.0,10,2,30.0,3,0.65,11.0,24.0,-13.0,-0.88,0.72,17.4,27.2,-9.8,-0.66,0.12
1351,Igor,br BRA,DF,Fiorentina,it Serie A,21.0,1998.0,9,611.0,68.0,17.9,6.8,6,87.0,5,3,30.0,8,1.0,9.0,10.0,-1.0,-0.15,-0.28,11.0,9.2,1.8,0.26,0.16
1352,Kelechi Iheanacho,ng NGA,DL,Leicester City,eng Premier League,22.0,1996.0,20,960.0,48.0,28.1,10.7,12,61.0,2,8,28.0,9,1.3,18.0,9.0,9.0,0.84,0.22,20.7,11.0,9.7,0.91,0.65
1353,Luc Ihorst,de GER,DL,Werder Bremen,de Bundesliga,19.0,2000.0,1,11.0,11.0,0.4,0.1,0,,0,1,11.0,1,0.0,0.0,1.0,-1.0,-8.18,-7.41,0.2,0.3,-0.1,-0.65,-0.18
1354,Jonathan Ikone,fr FRA,"CC,DL",Lille,fr Ligue 1,21.0,1998.0,28,2057.0,73.0,81.6,22.9,26,76.0,5,2,36.0,0,1.75,28.0,17.0,11.0,0.48,1.06,30.6,21.7,9.0,0.39,0.42
1355,Yun Il-lok,kr KOR,"CC,DL",Montpellier,fr Ligue 1,27.0,1992.0,5,121.0,24.0,4.8,1.3,1,78.0,0,4,11.0,3,0.8,0.0,2.0,-2.0,-1.49,-1.6,1.6,2.6,-1.0,-0.74,-0.8
1356,Josip Iličić,si SVN,"DL,CC",Atalanta,it Serie A,31.0,1988.0,26,1663.0,64.0,48.6,18.5,21,74.0,7,5,23.0,1,2.19,51.0,24.0,27.0,1.46,0.28,43.3,19.5,23.8,1.29,0.35
1357,Asier Illarramendi,es ESP,CC,Real Sociedad,es La Liga,29.0,1990.0,3,216.0,72.0,6.3,2.4,3,72.0,2,0,,1,1.33,2.0,3.0,-1.0,-0.42,-0.67,3.4,3.9,-0.4,-0.18,-0.36
1358,Stefan Ilsanker,at AUT,DF,RB Leipzig,de Bundesliga,30.0,1989.0,6,418.0,70.0,13.7,4.6,5,83.0,4,1,5.0,12,3.0,15.0,5.0,10.0,2.15,0.99,12.4,4.5,8.0,1.71,0.88
1359,Stefan Ilsanker,at AUT,"DF,CC",Eint Frankfurt,de Bundesliga,30.0,1989.0,12,838.0,70.0,27.4,9.3,9,86.0,7,3,22.0,1,1.25,17.0,24.0,-7.0,-0.75,-0.99,15.5,14.9,0.5,0.06,-0.31
1360,Giannelli Imbula,cd COD,CC,Lecce,it Serie A,26.0,1992.0,3,130.0,43.0,3.8,1.4,1,85.0,0,2,23.0,6,1.0,0.0,3.0,-3.0,-2.08,-1.26,1.0,4.8,-3.9,-2.69,-1.96
1361,Ciro Immobile,it ITA,DL,Lazio,it Serie A,29.0,1990.0,37,3170.0,86.0,92.7,35.2,36,87.0,29,1,38.0,0,2.11,76.0,38.0,38.0,1.08,1.44,63.2,46.7,16.5,0.47,0.35
1362,Iñaki,es ESP,PO,Osasuna,es La Liga,22.0,1997.0,0,,,,,0,,0,0,,7,,,,,,,,,,,
1363,Roberto Inglese,it ITA,DL,Parma,it Serie A,27.0,1991.0,17,766.0,45.0,22.4,8.5,8,66.0,1,9,26.0,0,1.47,11.0,13.0,-2.0,-0.23,-0.27,11.3,10.1,1.3,0.15,0.73
1364,Danny Ings,eng ENG,DL,Southampton,eng Premier League,27.0,1992.0,38,2804.0,74.0,82.0,31.2,32,83.0,15,6,23.0,0,1.37,42.0,44.0,-2.0,-0.06,0.96,45.0,38.8,6.2,0.2,0.63
1365,Marcus Ingvartsen,dk DEN,"CC,DL",Union Berlin,de Bundesliga,23.0,1996.0,28,1716.0,61.0,56.1,19.1,20,77.0,4,8,22.0,3,1.25,23.0,28.0,-5.0,-0.26,0.54,22.2,25.6,-3.5,-0.18,0.45
1366,Garissone Innocent,ht HAI,PO,Paris S-G,fr Ligue 1,19.0,2000.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
1367,Lorenzo Insigne,it ITA,"DL,CC",Napoli,it Serie A,28.0,1991.0,37,2810.0,76.0,82.2,31.2,34,80.0,18,3,25.0,1,1.59,49.0,44.0,5.0,0.16,-0.73,50.1,39.3,10.9,0.35,-0.55
1368,Takashi Inui,jp JPN,"CC,DL",Eibar,es La Liga,31.0,1988.0,29,1960.0,68.0,57.3,21.8,23,79.0,13,6,22.0,7,1.17,24.0,31.0,-7.0,-0.32,0.3,24.7,33.5,-8.7,-0.4,-0.26
1369,Artur Ioniță,md MDA,CC,Cagliari,it Serie A,28.0,1990.0,34,1897.0,56.0,55.5,21.1,21,80.0,10,13,16.0,3,1.18,20.0,31.0,-11.0,-0.52,-0.94,20.6,36.4,-15.9,-0.75,-0.68
1370,Alexander Isak,se SWE,DL,Real Sociedad,es La Liga,19.0,1999.0,37,1507.0,41.0,44.1,16.7,14,71.0,1,23,22.0,1,1.51,25.0,21.0,4.0,0.24,0.05,24.5,21.8,2.6,0.16,0.01
1371,Isco,es ESP,"DL,CC",Real Madrid,es La Liga,27.0,1992.0,23,1181.0,51.0,34.5,13.1,15,71.0,1,8,15.0,7,2.39,15.0,8.0,7.0,0.53,-0.99,17.7,12.8,5.0,0.38,-0.81
1372,Nicolas Isimat-Mirin,fr FRA,DF,Toulouse,fr Ligue 1,27.0,1991.0,14,1260.0,90.0,50.0,14.0,14,90.0,14,0,,6,0.29,13.0,34.0,-21.0,-1.5,-0.43,15.1,25.8,-10.7,-0.76,-0.54
1373,Jakub Iskra,pl POL,DF,SPAL,it Serie A,16.0,2002.0,2,78.0,39.0,2.3,0.9,0,,0,2,39.0,0,0.5,1.0,1.0,0.0,0.0,1.35,0.8,0.9,-0.1,-0.07,0.68
1374,Ismael,es ESP,CC,Alavés,es La Liga,18.0,2000.0,0,,,,,0,,0,0,,7,,,,,,,,,,,
1375,Ismael,es ESP,CC,Betis,es La Liga,18.0,2000.0,3,83.0,28.0,2.4,0.9,1,70.0,0,2,7.0,7,1.67,1.0,1.0,0.0,0.0,0.32,0.6,1.8,-1.2,-1.25,-1.18
1376,Gian-Luca Itter,de GER,"DF,CC",Freiburg,de Bundesliga,20.0,1999.0,3,35.0,12.0,1.1,0.4,0,,0,3,12.0,14,1.33,0.0,0.0,0.0,0.0,-0.03,0.4,0.4,0.0,-0.05,0.48
1377,Ander Iturraspe,es ESP,CC,Espanyol,es La Liga,30.0,1989.0,8,242.0,30.0,7.1,2.7,3,62.0,0,5,11.0,7,1.13,4.0,4.0,0.0,0.0,0.88,5.0,3.5,1.5,0.56,0.95
1378,Alex Iwobi,ng NGA,"CC,DL",Everton,eng Premier League,23.0,1996.0,25,1596.0,64.0,46.7,17.7,19,72.0,6,6,37.0,5,1.08,23.0,30.0,-7.0,-0.39,-0.15,22.4,24.8,-2.4,-0.14,-0.38
1379,Armando Izzo,it ITA,DF,Torino,it Serie A,27.0,1992.0,31,2686.0,87.0,78.5,29.8,30,89.0,27,1,30.0,1,1.16,38.0,51.0,-13.0,-0.44,0.67,36.9,47.7,-10.7,-0.36,0.28
1380,Jacobo,es ESP,"DF,CC",Celta Vigo,es La Liga,22.0,1997.0,2,83.0,42.0,2.4,0.9,1,80.0,0,1,3.0,9,1.0,1.0,2.0,-1.0,-1.08,-0.79,1.5,1.5,0.0,-0.02,0.14
1381,Phil Jagielka,eng ENG,DF,Sheffield Utd,eng Premier League,36.0,1982.0,6,244.0,41.0,7.1,2.7,2,90.0,2,4,16.0,30,2.17,5.0,6.0,-1.0,-0.37,-0.4,3.7,4.8,-1.2,-0.44,-0.25
1382,Filip Jagiełło,pl POL,CC,Genoa,it Serie A,21.0,1997.0,11,553.0,50.0,16.2,6.1,6,74.0,1,5,22.0,24,1.45,7.0,13.0,-6.0,-0.98,-0.35,5.9,9.4,-3.5,-0.57,-0.33
1383,Alireza Jahanbakhsh,ir IRN,"DL,CC",Brighton,eng Premier League,25.0,1993.0,10,311.0,31.0,9.1,3.5,3,68.0,0,7,15.0,9,1.0,4.0,4.0,0.0,0.0,0.43,3.6,3.9,-0.2,-0.06,0.21
1384,Mato Jajalo,ba BIH,CC,Udinese,it Serie A,31.0,1988.0,26,1649.0,63.0,48.2,18.3,19,79.0,10,7,20.0,2,1.0,14.0,27.0,-13.0,-0.71,-0.66,19.6,26.8,-7.3,-0.4,-0.17
1385,Frederik Jäkel,de GER,DF,RB Leipzig,de Bundesliga,18.0,2001.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
1386,Ismail Jakobs,sn SEN,"DL,DF",Köln,de Bundesliga,19.0,1999.0,20,1672.0,84.0,54.6,18.6,20,84.0,13,0,,0,1.4,35.0,38.0,-3.0,-0.16,0.81,27.2,28.3,-1.2,-0.06,0.15
1387,Christophe Jallet,fr FRA,DF,Amiens,fr Ligue 1,35.0,1983.0,12,855.0,71.0,33.9,9.5,10,83.0,8,2,14.0,10,0.75,9.0,15.0,-6.0,-0.63,0.07,7.2,12.5,-5.2,-0.55,-0.19
1388,Daniel James,wls WAL,DL,Manchester Utd,eng Premier League,21.0,1997.0,33,2287.0,69.0,66.9,25.4,26,84.0,15,7,15.0,4,1.67,33.0,29.0,4.0,0.16,-1.91,37.7,26.0,11.7,0.46,-0.55
1389,Matty James,eng ENG,CC,Leicester City,eng Premier League,28.0,1991.0,1,6.0,6.0,0.2,0.1,0,,0,1,6.0,5,0.0,0.0,0.0,0.0,0.0,-0.69,0.0,0.0,0.0,-0.52,-0.97
1390,Reece James,eng ENG,DF,Chelsea,eng Premier League,19.0,1999.0,24,1515.0,63.0,44.3,16.8,16,87.0,13,8,15.0,5,1.88,26.0,23.0,3.0,0.18,-0.39,29.4,15.7,13.7,0.81,0.02
1391,Jandrei,br BRA,PO,Genoa,it Serie A,26.0,1993.0,0,,,,,0,,0,0,,19,,,,,,,,,,,
1392,Alexandre Jankewitz,ch SUI,CC,Southampton,eng Premier League,17.0,2001.0,0,,,,,0,,0,0,,3,,,,,,,,,,,
1393,Marko Janković,me MNE,"DL,DF",SPAL,it Serie A,24.0,1995.0,6,115.0,19.0,3.4,1.3,1,70.0,0,5,9.0,10,0.0,0.0,3.0,-3.0,-2.35,-1.07,0.9,3.0,-2.1,-1.63,-0.93
1394,Jakub Jankto,cz CZE,"CC,DL",Sampdoria,it Serie A,23.0,1996.0,30,2095.0,70.0,61.3,23.3,25,77.0,11,5,33.0,5,1.03,35.0,40.0,-5.0,-0.21,0.6,32.3,33.4,-1.1,-0.05,0.2
1395,Daryl Janmaat,nl NED,DF,Watford,eng Premier League,30.0,1989.0,8,607.0,76.0,17.7,6.7,7,85.0,5,1,13.0,4,1.0,5.0,5.0,0.0,0.0,0.9,8.4,6.7,1.7,0.25,0.6
1396,Laurent Jans,lu LUX,DF,Paderborn 07,de Bundesliga,26.0,1992.0,22,1571.0,71.0,51.3,17.5,19,80.0,10,3,19.0,12,0.68,19.0,33.0,-14.0,-0.8,0.59,21.0,31.3,-10.2,-0.59,0.49
1397,Tony Jantschke,de GER,DF,M'Gladbach,de Bundesliga,29.0,1990.0,17,1012.0,60.0,33.1,11.2,11,78.0,6,6,25.0,11,2.06,21.0,11.0,10.0,0.89,0.19,27.2,15.1,12.1,1.08,0.46
1398,Adnan Januzaj,be BEL,"DL,CC",Real Sociedad,es La Liga,24.0,1995.0,24,1167.0,49.0,34.1,13.0,13,73.0,4,11,20.0,8,1.46,16.0,15.0,1.0,0.08,-0.2,16.6,12.9,3.7,0.29,0.21
1399,Léo Jardim,br BRA,PO,Lille,fr Ligue 1,24.0,1995.0,0,,,,,0,,0,0,,28,,,,,,,,,,,
1400,Rune Jarstein,no NOR,PO,Hertha BSC,de Bundesliga,34.0,1984.0,29,2547.0,88.0,83.2,28.3,29,88.0,28,0,,2,1.31,39.0,46.0,-7.0,-0.25,0.45,35.7,44.5,-8.9,-0.31,0.14
1401,Jason,es ESP,CC,Getafe,es La Liga,25.0,1994.0,20,1175.0,59.0,34.4,13.1,14,78.0,1,6,14.0,9,1.3,17.0,15.0,2.0,0.15,-0.01,13.9,12.9,1.1,0.08,0.12
1402,Dennis Jastrzembski,pl POL,"CC,DL",Paderborn 07,de Bundesliga,19.0,2000.0,6,177.0,30.0,5.8,2.0,1,62.0,0,5,23.0,8,0.5,2.0,5.0,-3.0,-1.53,-0.46,2.1,4.1,-2.0,-0.99,-0.17
1403,Corentin Jean,fr FRA,DF,Toulouse,fr Ligue 1,24.0,1995.0,1,7.0,7.0,0.3,0.1,0,,0,1,6.0,1,0.0,0.0,0.0,0.0,0.0,1.29,0.1,0.8,-0.7,-8.78,-8.3
1404,Benjamin Jeannot,fr FRA,"CC,DL",Dijon,fr Ligue 1,27.0,1992.0,2,167.0,84.0,6.6,1.9,2,84.0,1,0,,0,0.0,1.0,3.0,-2.0,-1.08,-0.77,3.1,2.5,0.6,0.33,0.65
1405,Tin Jedvaj,hr CRO,DF,Augsburg,de Bundesliga,23.0,1995.0,31,2638.0,85.0,86.2,29.3,30,87.0,25,1,21.0,1,1.13,42.0,48.0,-6.0,-0.2,2.35,38.6,45.4,-6.9,-0.23,1.19
1406,Tin Jedvaj,hr CRO,DF,Leverkusen,de Bundesliga,23.0,1995.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
1407,Jemerson,br BRA,"DF,CC",Monaco,fr Ligue 1,26.0,1992.0,13,1056.0,81.0,41.9,11.7,13,81.0,9,0,,2,1.77,20.0,15.0,5.0,0.43,0.73,23.1,14.4,8.8,0.75,0.91
1408,Fredrik Jensen,fi FIN,"CC,DL",Augsburg,de Bundesliga,21.0,1997.0,10,457.0,46.0,14.9,5.1,5,76.0,1,5,15.0,6,1.1,13.0,12.0,1.0,0.2,0.85,10.3,9.7,0.6,0.12,0.61
1409,Lukas Jensen,dk DEN,PO,Burnley,eng Premier League,20.0,1999.0,0,,,,,0,,0,0,,3,,,,,,,,,,,
1410,Jesé,es ESP,DL,Paris S-G,fr Ligue 1,26.0,1993.0,1,1.0,1.0,0.0,0.0,0,,0,1,0.0,0,3.0,0.0,0.0,0.0,0.0,-1.89,0.0,0.0,0.0,0.0,-1.89
1411,Gabriel Jesus,br BRA,DL,Manchester City,eng Premier League,22.0,1997.0,34,2030.0,60.0,59.4,22.6,21,81.0,12,13,26.0,1,2.12,64.0,14.0,50.0,2.22,1.12,57.6,18.0,39.6,1.76,0.72
1412,Juan Jesus,br BRA,DF,Roma,it Serie A,28.0,1991.0,4,139.0,35.0,4.1,1.5,1,65.0,0,3,25.0,20,1.75,4.0,4.0,0.0,0.0,-0.71,3.5,3.2,0.3,0.21,-0.44
1413,Jime,es ESP,CC,Betis,es La Liga,20.0,1999.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
1414,Javier Jiménez García,es ESP,DF,Valencia,es La Liga,22.0,1997.0,0,,,,,0,,0,0,,6,,,,,,,,,,,
1415,Raúl Jiménez,mx MEX,DL,Wolves,eng Premier League,28.0,1991.0,38,3236.0,85.0,94.6,36.0,37,87.0,20,1,19.0,0,1.55,48.0,36.0,12.0,0.33,0.82,50.2,32.7,17.5,0.49,1.15
1416,Pere Joan,es ESP,PO,Mallorca,es La Liga,17.0,2002.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
1417,João Pedro,br BRA,"DL,CC",Watford,eng Premier League,17.0,2001.0,3,25.0,8.0,0.7,0.3,0,,0,3,8.0,6,0.0,1.0,1.0,0.0,0.0,0.74,0.4,0.8,-0.5,-1.62,-1.39
1418,Joaquín,es ESP,"CC,DL",Betis,es La Liga,38.0,1981.0,34,2060.0,61.0,60.2,22.9,25,74.0,5,9,23.0,1,1.09,32.0,33.0,-1.0,-0.04,0.68,33.1,28.6,4.5,0.2,0.74
1419,Bogdan Jocic,rs SRB,CC,Hellas Verona,it Serie A,18.0,2001.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
1420,Joelinton,br BRA,DL,Newcastle Utd,eng Premier League,22.0,1996.0,38,2683.0,71.0,78.5,29.8,32,79.0,11,6,25.0,0,1.16,23.0,46.0,-23.0,-0.77,-1.14,25.5,51.0,-25.4,-0.85,-0.28
1421,Jakob Johansson,se SWE,CC,Rennes,fr Ligue 1,29.0,1990.0,0,,,,,0,,0,0,,4,,,,,,,,,,,
1422,Ryan John Giles,eng ENG,"DF,CC",Wolves,eng Premier League,19.0,2000.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
1423,Tyreece John-Jules,eng ENG,DL,Arsenal,eng Premier League,18.0,2001.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
1424,Ben Johnson,eng ENG,DF,West Ham,eng Premier League,19.0,2000.0,3,270.0,90.0,7.9,3.0,3,90.0,3,0,,6,1.67,5.0,3.0,2.0,0.67,1.1,3.2,3.1,0.1,0.04,0.48
1425,Darnell Johnson,eng ENG,DF,Leicester City,eng Premier League,20.0,1998.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
1426,Fabian Johnson,us USA,"CC,DF",M'Gladbach,de Bundesliga,31.0,1987.0,6,271.0,45.0,8.9,3.0,3,80.0,0,3,11.0,6,1.83,5.0,4.0,1.0,0.33,-0.47,5.4,5.3,0.1,0.02,-0.81
1427,Curtis Jones,eng ENG,CC,Liverpool,eng Premier League,18.0,2001.0,6,126.0,21.0,3.7,1.4,1,68.0,0,5,12.0,10,2.67,4.0,1.0,3.0,2.14,0.8,2.6,0.5,2.1,1.49,0.7
1428,Phil Jones,eng ENG,DF,Manchester Utd,eng Premier League,27.0,1992.0,2,135.0,68.0,3.9,1.5,2,68.0,1,0,,10,0.5,0.0,3.0,-3.0,-2.0,-2.9,1.4,1.6,-0.2,-0.13,-0.81
1429,Frenkie de Jong,nl NED,CC,Barcelona,es La Liga,22.0,1997.0,29,2115.0,73.0,61.8,23.5,24,83.0,14,5,23.0,1,2.1,52.0,26.0,26.0,1.11,-0.41,41.2,25.3,16.0,0.68,-0.15
1430,Luuk de Jong,nl NED,DL,Sevilla,es La Liga,28.0,1990.0,35,2059.0,59.0,60.2,22.9,24,78.0,11,11,17.0,3,1.94,36.0,18.0,18.0,0.79,0.65,34.6,20.1,14.5,0.64,0.46
1431,Jony,es ESP,"DF,DL",Lazio,it Serie A,28.0,1991.0,24,1177.0,49.0,34.4,13.1,14,68.0,4,10,22.0,12,2.04,21.0,15.0,6.0,0.46,-0.79,21.0,16.3,4.7,0.36,-0.13
1432,Joan Jordán,es ESP,CC,Sevilla,es La Liga,25.0,1994.0,34,2254.0,66.0,65.9,25.0,27,76.0,10,7,30.0,0,1.85,30.0,15.0,15.0,0.6,0.21,33.9,20.6,13.3,0.53,0.23
1433,Bruno Jordão,pt POR,DL,Wolves,eng Premier League,20.0,1998.0,1,7.0,7.0,0.2,0.1,0,,0,1,7.0,11,0.0,0.0,0.0,0.0,0.0,-0.29,0.1,0.2,-0.1,-1.17,-1.6
1434,Jorge,br BRA,DF,Monaco,fr Ligue 1,23.0,1996.0,0,,,,,0,,0,0,,3,,,,,,,,,,,
1435,Jorginho,it ITA,CC,Chelsea,eng Premier League,27.0,1991.0,31,2379.0,77.0,69.6,26.4,27,85.0,19,4,23.0,4,1.65,45.0,40.0,5.0,0.19,-0.68,48.0,27.0,21.0,0.79,-0.04
1436,Jesse Joronen,fi FIN,PO,Brescia,it Serie A,26.0,1993.0,29,2610.0,90.0,76.3,29.0,29,90.0,29,0,,2,0.72,27.0,59.0,-32.0,-1.1,0.23,29.8,57.6,-27.9,-0.96,-0.59
1437,Willian José,br BRA,DL,Real Sociedad,es La Liga,27.0,1991.0,37,2011.0,54.0,58.8,22.3,24,72.0,5,13,22.0,0,1.43,32.0,28.0,4.0,0.18,-0.08,27.4,25.1,2.3,0.1,-0.12
1438,Joselu,es ESP,DL,Alavés,es La Liga,29.0,1990.0,36,2782.0,77.0,81.3,30.9,31,85.0,21,5,27.0,1,1.08,31.0,47.0,-16.0,-0.52,0.75,36.1,45.6,-9.5,-0.31,0.96
1439,Jota,es ESP,"DL,CC",Aston Villa,eng Premier League,28.0,1991.0,10,335.0,34.0,9.8,3.7,4,61.0,0,6,15.0,11,0.7,1.0,5.0,-4.0,-1.07,-0.43,3.2,5.7,-2.5,-0.66,-0.04
1440,Diogo Jota,pt POR,DL,Wolves,eng Premier League,22.0,1996.0,34,2284.0,67.0,66.8,25.4,27,78.0,6,7,26.0,0,1.44,26.0,28.0,-2.0,-0.08,-1.11,33.1,25.4,7.7,0.3,-0.36
1441,Vukašin Jovanović,rs SRB,DF,Bordeaux,fr Ligue 1,23.0,1996.0,9,573.0,64.0,22.7,6.4,5,82.0,4,4,41.0,9,1.44,11.0,9.0,2.0,0.31,0.13,7.8,7.7,0.2,0.03,0.34
1442,Dejan Joveljić,rs SRB,DL,Eint Frankfurt,de Bundesliga,19.0,1999.0,4,150.0,38.0,4.9,1.7,2,68.0,1,2,8.0,12,1.0,2.0,4.0,-2.0,-1.2,-1.23,1.8,2.3,-0.5,-0.3,-0.61
1443,Stevan Jovetić,me MNE,"DL,CC",Monaco,fr Ligue 1,29.0,1989.0,9,473.0,53.0,18.8,5.3,5,79.0,0,4,19.0,0,1.22,6.0,6.0,0.0,0.0,0.0,7.0,5.1,1.9,0.37,0.19
1444,Luka Jović,rs SRB,DL,Real Madrid,es La Liga,21.0,1997.0,17,430.0,25.0,12.6,4.8,4,71.0,1,13,11.0,10,2.0,9.0,5.0,4.0,0.84,-0.4,11.0,5.3,5.7,1.2,0.33
