RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera.1
635,Jamilu Collins,ng NGA,DF,Paderborn 07,de Bundesliga,24.0,1994.0,30,2668.0,89.0,87.2,29.6,30,89.0,29,0,,0,0.67,31.0,60.0,-29.0,-0.98,0.86,33.8,57.2,-23.4,-0.79,0.3
636,Simone Colombi,it ITA,PO,Parma,it Serie A,28.0,1991.0,4,360.0,90.0,10.5,4.0,4,90.0,4,0,,34,1.0,3.0,4.0,-1.0,-0.25,-0.25,5.4,6.9,-1.5,-0.38,0.04
637,Lorenzo Colombo,it ITA,DL,Milan,it Serie A,17.0,2002.0,1,9.0,9.0,0.3,0.1,0,,0,1,9.0,5,3.0,1.0,0.0,1.0,10.0,9.58,0.1,0.1,0.1,0.75,0.29
638,Racine Coly,sn SEN,"DF,DL",Nice,fr Ligue 1,23.0,1995.0,10,649.0,65.0,25.8,7.2,8,75.0,4,2,27.0,6,1.9,12.0,11.0,1.0,0.14,0.04,9.4,11.3,-1.9,-0.26,0.04
639,Kingsley Coman,fr FRA,"DL,CC",Bayern Munich,de Bundesliga,23.0,1996.0,24,1505.0,63.0,49.2,16.7,17,79.0,8,7,24.0,2,2.17,48.0,18.0,30.0,1.79,-0.41,39.1,19.4,19.6,1.17,-0.67
640,Arnau Comas,es ESP,DF,Barcelona,es La Liga,19.0,2000.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
641,Mattia Compagnon,it ITA,CC,Udinese,it Serie A,17.0,2001.0,0,,,,,0,,0,0,,5,,,,,,,,,,,
642,Alexandre Conceicao,pt POR,DF,Nice,fr Ligue 1,20.0,1999.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
643,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,34.0,1985.0,24,1941.0,81.0,77.0,21.6,23,84.0,20,1,1.0,2,1.46,25.0,26.0,-1.0,-0.05,-0.36,26.7,25.4,1.2,0.06,0.16
644,Aaron Connolly,ie IRL,DL,Brighton,eng Premier League,19.0,2000.0,24,1258.0,52.0,36.8,14.0,14,72.0,0,10,26.0,4,1.13,17.0,22.0,-5.0,-0.36,0.06,17.9,19.4,-1.5,-0.11,0.23
645,Andrea Consigli,it ITA,PO,Sassuolo,it Serie A,32.0,1987.0,31,2790.0,90.0,81.6,31.0,31,90.0,31,0,,2,1.32,58.0,55.0,3.0,0.1,-0.33,45.0,50.2,-5.2,-0.17,0.4
646,Diego Contento,de GER,DF,Düsseldorf,de Bundesliga,29.0,1990.0,0,,,,,0,,0,0,,14,,,,,,,,,,,
647,Andrea Conti,it ITA,DF,Milan,it Serie A,25.0,1994.0,23,1725.0,75.0,50.4,19.2,21,81.0,15,2,14.0,11,1.78,30.0,29.0,1.0,0.05,-0.8,31.6,27.1,4.5,0.23,-0.47
648,Lewis Cook,eng ENG,"CC,DL",Bournemouth,eng Premier League,22.0,1997.0,27,1352.0,50.0,39.5,15.0,14,81.0,8,13,17.0,7,0.81,18.0,30.0,-12.0,-0.8,-0.23,18.0,25.4,-7.4,-0.49,-0.06
649,Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,28.0,1991.0,29,2428.0,84.0,71.0,27.0,28,85.0,25,1,51.0,3,0.83,30.0,47.0,-17.0,-0.63,0.1,32.7,44.4,-11.7,-0.43,0.09
650,Francis Coquelin,fr FRA,CC,Valencia,es La Liga,28.0,1991.0,26,1905.0,73.0,55.7,21.2,21,86.0,13,5,22.0,2,1.54,29.0,27.0,2.0,0.09,0.63,26.6,30.0,-3.5,-0.16,0.38
651,Gabriele Corbo,it ITA,DF,Bologna,it Serie A,19.0,2000.0,2,122.0,61.0,3.6,1.4,1,90.0,1,1,32.0,35,0.0,0.0,5.0,-5.0,-3.69,-3.47,1.7,2.7,-0.9,-0.7,-0.79
652,Sébastien Corchia,fr FRA,DF,Espanyol,es La Liga,28.0,1990.0,3,269.0,90.0,7.9,3.0,3,90.0,2,0,,2,0.33,0.0,5.0,-5.0,-1.67,-0.93,2.9,2.9,0.0,0.01,0.37
653,Iñigo Córdoba,es ESP,DL,Athletic Club,es La Liga,22.0,1997.0,24,1442.0,60.0,42.2,16.0,21,65.0,4,3,23.0,1,1.67,22.0,14.0,8.0,0.5,0.73,17.5,20.1,-2.6,-0.16,0.05
654,Jhon Córdoba,co COL,DL,Köln,de Bundesliga,26.0,1993.0,29,1998.0,69.0,65.3,22.2,23,80.0,10,6,26.0,1,1.03,36.0,41.0,-5.0,-0.23,0.88,31.8,32.9,-1.1,-0.05,0.22
655,Sergio Córdova,ve VEN,DL,Augsburg,de Bundesliga,21.0,1997.0,16,367.0,23.0,12.0,4.1,4,63.0,0,12,10.0,5,1.38,9.0,5.0,4.0,0.98,1.72,7.6,8.1,-0.5,-0.13,0.3
656,Benjamin Corgnet,fr FRA,"CC,DL",Strasbourg,fr Ligue 1,32.0,1987.0,6,261.0,44.0,10.7,2.9,3,82.0,1,3,5.0,12,1.5,1.0,4.0,-3.0,-1.03,-1.16,3.4,4.3,-0.9,-0.33,-0.45
657,Jack Cork,eng ENG,CC,Burnley,eng Premier League,30.0,1989.0,30,2613.0,87.0,76.4,29.0,30,87.0,24,0,,0,1.4,31.0,41.0,-10.0,-0.34,-0.68,36.1,38.3,-2.2,-0.07,-0.05
658,Andreas Cornelius,dk DEN,DL,Parma,it Serie A,26.0,1993.0,26,1494.0,57.0,43.7,16.6,17,73.0,11,9,29.0,3,1.46,32.0,19.0,13.0,0.78,1.44,24.8,30.5,-5.8,-0.35,0.13
659,Maxwel Cornet,ci CIV,"DL,DF",Lyon,fr Ligue 1,22.0,1996.0,22,1330.0,60.0,52.8,14.8,14,85.0,9,8,17.0,2,1.41,17.0,16.0,1.0,0.07,-0.99,19.0,14.0,5.0,0.34,-0.08
660,Quentin Cornette,fr FRA,"DL,CC",Amiens,fr Ligue 1,25.0,1994.0,13,349.0,27.0,13.8,3.9,3,73.0,0,10,13.0,4,0.46,4.0,4.0,0.0,0.0,0.79,3.6,4.3,-0.6,-0.17,0.3
661,Ángel Correa,ar ARG,"CC,DL",Atlético Madrid,es La Liga,24.0,1995.0,33,2061.0,62.0,60.3,22.9,22,77.0,9,11,33.0,1,1.79,31.0,20.0,11.0,0.48,-0.38,33.2,21.0,12.2,0.53,-0.27
662,Joaquín Correa,ar ARG,DL,Lazio,it Serie A,24.0,1994.0,30,2002.0,67.0,58.5,22.2,22,81.0,11,8,27.0,1,2.23,47.0,26.0,21.0,0.94,-0.07,40.6,30.4,10.2,0.46,0.04
663,Rober Correa,es ESP,DF,Eibar,es La Liga,26.0,1992.0,12,929.0,77.0,27.2,10.3,11,84.0,7,1,5.0,9,0.75,8.0,17.0,-9.0,-0.87,-0.58,9.7,13.4,-3.7,-0.35,-0.09
664,Edmilson Correia,gw GNB,"DL,DF",Saint-Étienne,fr Ligue 1,19.0,2000.0,4,49.0,12.0,1.9,0.5,0,,0,4,11.0,1,0.25,0.0,1.0,-1.0,-1.84,-1.29,0.8,0.2,0.5,1.0,1.29
665,Thierry Correia,pt POR,DF,Valencia,es La Liga,20.0,1999.0,4,259.0,65.0,7.6,2.9,3,83.0,2,1,9.0,21,1.0,5.0,6.0,-1.0,-0.35,-0.18,3.6,5.8,-2.2,-0.77,-0.47
666,Antonio Cortés,es ESP,"DL,CC",Granada,es La Liga,19.0,2000.0,8,181.0,23.0,5.3,2.0,2,45.0,0,6,15.0,5,1.38,5.0,0.0,5.0,2.49,2.43,3.6,1.8,1.7,0.85,0.83
667,Edoardo Corvi,it ITA,PO,Parma,it Serie A,18.0,2001.0,0,,,,,0,,0,0,,4,,,,,,,,,,,
668,Danny da Costa,de GER,"DF,DL",Eint Frankfurt,de Bundesliga,26.0,1993.0,19,1389.0,73.0,45.4,15.4,15,88.0,12,4,17.0,13,1.63,34.0,27.0,7.0,0.45,0.88,33.3,22.2,11.1,0.72,0.8
669,Diego Costa,es ESP,DL,Atlético Madrid,es La Liga,30.0,1988.0,23,1350.0,59.0,39.5,15.0,14,78.0,6,9,29.0,0,1.91,22.0,9.0,13.0,0.87,0.39,20.7,14.7,5.9,0.4,-0.41
670,Douglas Costa,br BRA,"DL,CC",Juventus,it Serie A,28.0,1990.0,23,802.0,35.0,23.5,8.9,7,62.0,1,16,23.0,2,2.22,28.0,9.0,19.0,2.13,1.65,19.2,8.7,10.5,1.17,0.63
671,Jaume Costa,es ESP,DF,Valencia,es La Liga,31.0,1988.0,19,1389.0,73.0,40.6,15.4,15,83.0,10,4,38.0,14,1.58,20.0,17.0,3.0,0.19,0.64,19.6,22.3,-2.8,-0.18,0.26
672,João Paulo Santos Costa,pt POR,PO,Granada,es La Liga,23.0,1996.0,0,,,,,0,,0,0,,11,,,,,,,,,,,
673,Angelo da Costa Júnior,br BRA,PO,Bologna,it Serie A,35.0,1983.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,,37,1.0,1.0,1.0,0.0,0.0,0.35,1.3,0.6,0.7,0.68,0.65
674,Logan Costa,cv CPV,DF,Reims,fr Ligue 1,18.0,2001.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
675,Nuno da Costa,cv CPV,DL,Strasbourg,fr Ligue 1,28.0,1991.0,14,527.0,38.0,21.7,5.9,4,90.0,3,10,17.0,5,1.29,6.0,10.0,-4.0,-0.68,-0.87,6.6,8.1,-1.5,-0.25,-0.42
676,David Costas,es ESP,DF,Celta Vigo,es La Liga,24.0,1995.0,6,338.0,56.0,9.9,3.8,3,90.0,3,3,23.0,7,0.83,5.0,10.0,-5.0,-1.33,-1.13,5.8,7.2,-1.4,-0.38,-0.24
677,Benoît Costil,fr FRA,PO,Bordeaux,fr Ligue 1,32.0,1987.0,28,2520.0,90.0,100.0,28.0,28,90.0,28,0,,0,1.32,40.0,34.0,6.0,0.21,,30.4,36.9,-6.6,-0.23,
678,Kalifa Coulibaly,ml MLI,DL,Nantes,fr Ligue 1,27.0,1991.0,21,1616.0,77.0,64.1,18.0,18,87.0,15,3,18.0,1,1.43,16.0,14.0,2.0,0.11,0.61,20.3,16.2,4.1,0.23,0.76
679,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,24.0,1994.0,10,666.0,67.0,26.4,7.4,9,70.0,5,1,32.0,9,0.5,2.0,13.0,-11.0,-1.49,-1.54,6.7,12.8,-6.1,-0.82,-0.73
680,Yoann Court,fr FRA,"DL,CC",Brest,fr Ligue 1,29.0,1990.0,23,1465.0,64.0,58.1,16.3,18,77.0,6,5,14.0,0,1.17,20.0,22.0,-2.0,-0.12,-0.04,15.0,24.5,-9.5,-0.58,-0.13
681,Thibaut Courtois,be BEL,PO,Real Madrid,es La Liga,27.0,1992.0,34,3060.0,90.0,89.5,34.0,34,90.0,34,0,,2,2.26,60.0,20.0,40.0,1.18,-0.07,61.1,28.8,32.3,0.95,0.38
682,Philippe Coutinho,br BRA,"CC,DL",Bayern Munich,de Bundesliga,27.0,1992.0,23,1411.0,61.0,46.1,15.7,15,81.0,5,8,24.0,2,2.35,45.0,13.0,32.0,2.04,0.08,45.1,15.2,30.0,1.91,0.73
683,Conor Coventry,ie IRL,CC,West Ham,eng Premier League,19.0,2000.0,0,,,,,0,,0,0,,3,,,,,,,,,,,
684,Maurice Covic,de GER,CC,Hertha BSC,de Bundesliga,21.0,1998.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
685,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,20.0,1999.0,7,556.0,79.0,22.1,6.2,6,86.0,5,1,42.0,5,2.29,10.0,3.0,7.0,1.13,1.41,7.6,5.3,2.2,0.36,0.44
686,Alessio Cragno,it ITA,PO,Cagliari,it Serie A,25.0,1994.0,16,1440.0,90.0,42.1,16.0,16,90.0,16,0,,3,0.75,13.0,21.0,-8.0,-0.5,-0.68,16.3,22.8,-6.5,-0.41,0.08
687,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,29.0,1989.0,31,2727.0,88.0,79.7,30.3,31,88.0,28,0,,0,0.97,41.0,51.0,-10.0,-0.33,0.06,38.7,49.6,-10.9,-0.36,0.2
688,Noah Crétier,fr FRA,DF,Nice,fr Ligue 1,17.0,2001.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
689,Domenico Criscito,it ITA,DF,Genoa,it Serie A,32.0,1986.0,26,2053.0,79.0,60.0,22.8,24,82.0,20,2,39.0,1,1.15,28.0,43.0,-15.0,-0.66,0.07,29.3,38.3,-9.0,-0.39,-0.24
690,Bryan Cristante,it ITA,CC,Roma,it Serie A,24.0,1995.0,26,1616.0,62.0,47.3,18.0,18,81.0,13,8,19.0,0,1.73,43.0,31.0,12.0,0.67,-0.03,38.7,24.6,14.0,0.78,0.29
691,Cristian,es ESP,PO,Valencia,es La Liga,21.0,1998.0,0,,,,,0,,0,0,,7,,,,,,,,,,,
692,Sebastián Cristóforo,uy URU,CC,Fiorentina,it Serie A,25.0,1993.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,,17,0.0,0.0,1.0,-1.0,-1.0,-1.11,0.8,1.4,-0.6,-0.6,-0.74
693,Sebastián Cristóforo,uy URU,CC,Eibar,es La Liga,25.0,1993.0,18,877.0,49.0,25.6,9.7,9,81.0,4,9,17.0,1,1.28,10.0,12.0,-2.0,-0.21,0.33,10.5,12.0,-1.4,-0.15,0.19
694,Juan Cuadrado,co COL,"DF,DL",Juventus,it Serie A,31.0,1988.0,33,2654.0,80.0,77.6,29.5,28,89.0,26,5,34.0,3,2.21,60.0,26.0,34.0,1.15,1.27,58.2,31.6,26.7,0.9,0.96
695,Sergio Cubero Ezcurra,es ESP,CC,Eibar,es La Liga,19.0,1999.0,0,,,,,0,,0,0,,6,,,,,,,,,,,
696,Cucho,co COL,"DL,CC",Mallorca,es La Liga,20.0,1999.0,22,1487.0,68.0,43.5,16.5,17,78.0,7,5,32.0,0,0.82,19.0,23.0,-4.0,-0.24,0.74,15.2,26.2,-10.9,-0.66,-0.13
697,Marc Cucurella,es ESP,"CC,DF",Getafe,es La Liga,21.0,1998.0,37,3237.0,87.0,94.6,36.0,37,87.0,24,0,,0,1.38,41.0,33.0,8.0,0.22,1.21,40.0,38.2,1.8,0.05,0.88
698,Iván Cuéllar,es ESP,PO,Leganés,es La Liga,35.0,1984.0,27,2429.0,90.0,71.0,27.0,27,90.0,26,0,,1,1.11,25.0,33.0,-8.0,-0.3,0.88,29.7,28.2,1.6,0.06,0.46
699,Jaume Cuéllar,bo BOL,"CC,DL",SPAL,it Serie A,17.0,2001.0,2,70.0,35.0,2.0,0.8,1,60.0,0,1,10.0,5,0.0,1.0,2.0,-1.0,-1.29,0.03,0.5,1.2,-0.6,-0.82,-0.08
700,Mickaël Cuisance,fr FRA,"CC,DL",Bayern Munich,de Bundesliga,19.0,1999.0,9,307.0,34.0,10.0,3.4,3,71.0,1,6,16.0,18,3.0,13.0,2.0,11.0,3.22,1.36,9.0,4.9,4.1,1.21,-0.34
701,Luke Cundle,eng ENG,CC,Wolves,eng Premier League,17.0,2002.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
702,Matheus Cunha,br BRA,"DL,CC",Hertha BSC,de Bundesliga,20.0,1999.0,11,744.0,68.0,24.3,8.3,9,80.0,5,2,12.0,0,1.36,18.0,14.0,4.0,0.48,1.07,13.8,12.1,1.7,0.2,0.71
703,Matheus Cunha,br BRA,"DL,CC",RB Leipzig,de Bundesliga,20.0,1999.0,10,279.0,28.0,9.1,3.1,2,66.0,0,8,19.0,7,1.6,7.0,2.0,5.0,1.61,0.35,7.5,3.8,3.7,1.21,0.27
704,Felipe Curcio,br BRA,DF,Brescia,it Serie A,25.0,1993.0,1,5.0,5.0,0.1,0.1,0,,0,1,5.0,2,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.82
705,Patrick Cutrone,it ITA,DL,Wolves,eng Premier League,21.0,1998.0,12,297.0,25.0,8.7,3.3,3,65.0,0,9,11.0,8,1.67,6.0,6.0,0.0,0.0,-0.32,5.5,6.2,-0.7,-0.22,-0.71
706,Patrick Cutrone,it ITA,DL,Fiorentina,it Serie A,21.0,1998.0,19,838.0,44.0,24.5,9.3,9,64.0,0,10,26.0,1,1.47,18.0,4.0,14.0,1.5,1.89,16.7,12.3,4.3,0.47,0.45
707,Wylan Cyprien,fr FRA,CC,Nice,fr Ligue 1,24.0,1995.0,20,1772.0,89.0,70.3,19.7,20,89.0,18,0,,0,1.45,30.0,25.0,5.0,0.25,0.49,26.5,29.2,-2.7,-0.14,0.53
708,Rafael Czichos,de GER,DF,Köln,de Bundesliga,29.0,1990.0,26,2207.0,85.0,72.1,24.5,26,85.0,23,0,,0,1.08,36.0,51.0,-15.0,-0.61,-0.3,32.6,40.8,-8.2,-0.34,-0.74
709,Lennart-Marten Czyborra,de GER,DF,Atalanta,it Serie A,20.0,1999.0,1,17.0,17.0,0.5,0.2,0,,0,1,17.0,15,3.0,0.0,1.0,-1.0,-5.29,-6.64,0.4,0.1,0.4,2.01,0.9
710,Marco D'Alessandro,it ITA,"CC,DF",SPAL,it Serie A,28.0,1991.0,15,781.0,52.0,22.8,8.7,10,63.0,1,5,30.0,1,0.33,9.0,15.0,-6.0,-0.69,0.81,7.0,15.7,-8.7,-1.0,-0.35
711,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,30.0,1988.0,22,1402.0,64.0,41.0,15.6,15,86.0,11,7,16.0,8,2.36,37.0,9.0,28.0,1.8,1.04,29.3,14.5,14.8,0.95,0.32
712,Felice D'Amico,it ITA,CC,Sampdoria,it Serie A,18.0,2000.0,2,3.0,2.0,0.1,0.0,0,,0,2,2.0,5,1.5,0.0,0.0,0.0,0.0,0.45,0.8,0.0,0.8,23.38,23.53
713,Lucas Da Cunha,fr FRA,CC,Rennes,fr Ligue 1,18.0,2001.0,2,72.0,36.0,2.9,0.8,1,65.0,0,1,7.0,2,0.5,0.0,0.0,0.0,0.0,-0.51,1.0,0.4,0.6,0.7,0.47
714,Jacopo Da Riva,it ITA,CC,Atalanta,it Serie A,18.0,2000.0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,11,0.0,0.0,0.0,0.0,0.0,-1.32,0.0,0.0,0.0,4.19,3.08
715,Bernardo Costa Da Rosa,br BRA,DF,West Ham,eng Premier League,18.0,2000.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
716,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,31.0,1988.0,25,2244.0,90.0,89.0,24.9,25,90.0,24,0,,1,1.92,36.0,21.0,15.0,0.6,0.93,32.7,25.3,7.4,0.3,0.44
717,Moanes Dabbur,il ISR,DL,Sevilla,es La Liga,27.0,1992.0,2,26.0,13.0,0.8,0.3,0,,0,2,13.0,2,0.5,0.0,0.0,0.0,0.0,-0.53,0.7,0.2,0.5,1.87,1.43
718,Moanes Dabbur,il ISR,DL,Hoffenheim,de Bundesliga,27.0,1992.0,14,766.0,55.0,25.0,8.5,11,61.0,1,3,30.0,0,1.71,17.0,8.0,9.0,1.06,1.41,17.6,12.5,5.2,0.61,0.94
719,Bryan Dabo,bf BFA,CC,SPAL,it Serie A,27.0,1992.0,16,1122.0,70.0,32.8,12.5,13,79.0,8,3,32.0,1,0.31,11.0,37.0,-26.0,-2.09,-1.15,11.6,24.5,-12.9,-1.04,-0.45
720,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,20.0,1998.0,10,668.0,67.0,27.5,7.4,7,86.0,6,3,22.0,5,2.4,17.0,4.0,13.0,1.75,-0.19,19.6,5.5,14.1,1.92,0.04
721,Finn Dahmen,de GER,PO,Mainz 05,de Bundesliga,21.0,1998.0,0,,,,,0,,0,0,,12,,,,,,,,,,,
722,Mahmoud Dahoud,de GER,CC,Dortmund,de Bundesliga,23.0,1996.0,12,558.0,47.0,18.2,6.2,6,73.0,1,6,20.0,15,2.17,13.0,8.0,5.0,0.81,-0.56,6.7,6.4,0.3,0.05,-0.66
723,Leon Dajaku,de GER,"DF,CC",Bayern Munich,de Bundesliga,18.0,2001.0,2,12.0,6.0,0.4,0.1,0,,0,2,6.0,4,3.0,1.0,0.0,1.0,7.5,5.52,0.5,0.7,-0.2,-1.56,-3.09
724,Felipe dal Belo,br BRA,DF,SPAL,it Serie A,35.0,1984.0,15,997.0,66.0,29.2,11.1,11,82.0,7,4,24.0,20,0.53,10.0,28.0,-18.0,-1.62,-0.44,13.4,22.5,-9.1,-0.82,-0.12
725,Christian Dalle Mura,it ITA,DL,Fiorentina,it Serie A,17.0,2002.0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,8,3.0,0.0,0.0,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,-0.12
726,Diogo Dalot,pt POR,"DF,CC",Manchester Utd,eng Premier League,20.0,1999.0,4,67.0,17.0,2.0,0.7,1,59.0,0,3,3.0,4,1.0,0.0,1.0,-1.0,-1.34,-2.18,1.2,1.1,0.1,0.17,-0.49
727,James Daly,eng ENG,DL,Crystal Palace,eng Premier League,19.0,2000.0,0,,,,,0,,0,0,,3,,,,,,,,,,,
728,Elias Damergy,tn TUN,PO,Rennes,fr Ligue 1,16.0,2002.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
729,Antonio Daniele,it ITA,PO,Napoli,it Serie A,17.0,2002.0,0,,,,,0,,0,0,,3,,,,,,,,,,,
730,Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,32.0,1986.0,2,126.0,63.0,3.7,1.4,2,63.0,1,0,,1,1.5,2.0,2.0,0.0,0.0,0.68,1.8,2.8,-1.1,-0.76,-0.31
731,Danilo,br BRA,DF,Juventus,it Serie A,28.0,1991.0,22,1440.0,65.0,42.1,16.0,16,75.0,10,6,41.0,9,2.09,33.0,27.0,6.0,0.37,-0.85,24.8,22.5,2.3,0.15,-0.94
732,Arnaut Danjuma,nl NED,CC,Bournemouth,eng Premier League,22.0,1997.0,14,630.0,45.0,18.4,7.0,6,68.0,2,8,28.0,5,0.43,4.0,12.0,-8.0,-1.14,-0.59,5.7,11.5,-5.8,-0.83,-0.46
733,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,32.0,1987.0,16,1266.0,79.0,37.0,14.1,14,88.0,13,2,19.0,15,1.13,10.0,14.0,-4.0,-0.28,0.34,14.8,19.8,-5.0,-0.35,0.32
734,Kevin Danso,at AUT,DF,Southampton,eng Premier League,20.0,1998.0,6,277.0,46.0,8.1,3.1,3,69.0,1,3,23.0,16,0.83,3.0,8.0,-5.0,-1.62,-1.51,3.8,6.5,-2.7,-0.89,-1.06
735,Dante,br BRA,DF,Nice,fr Ligue 1,35.0,1983.0,21,1890.0,90.0,75.0,21.0,21,90.0,21,0,,0,1.48,31.0,26.0,5.0,0.24,0.52,27.5,31.5,-4.0,-0.19,0.41
736,Andrea Danzi,it ITA,CC,Hellas Verona,it Serie A,20.0,1999.0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,16,3.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,-0.1,-7.77,-7.69
737,Ebrima Darboe,gm GAM,CC,Roma,it Serie A,18.0,2001.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
738,Márton Dárdai,de GER,"DF,CC",Hertha BSC,de Bundesliga,17.0,2002.0,0,,,,,0,,0,0,,6,,,,,,,,,,,
739,Palkó Dárdai,hu HUN,CC,Hertha BSC,de Bundesliga,20.0,1999.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
740,Sergi Darder,es ESP,CC,Espanyol,es La Liga,25.0,1993.0,36,2658.0,74.0,77.7,29.5,29,86.0,21,7,24.0,1,0.67,22.0,48.0,-26.0,-0.88,-0.29,31.4,40.3,-8.9,-0.3,0.11
741,Vladimír Darida,cz CZE,CC,Hertha BSC,de Bundesliga,28.0,1990.0,28,2256.0,81.0,73.7,25.1,25,85.0,17,3,45.0,2,1.21,37.0,43.0,-6.0,-0.24,0.32,31.1,38.2,-7.0,-0.28,0.21
742,Karl Darlow,eng ENG,PO,Newcastle Utd,eng Premier League,28.0,1990.0,0,,,,,0,,0,0,,37,,,,,,,,,,,
743,Matteo Darmian,it ITA,DF,Parma,it Serie A,29.0,1989.0,33,2685.0,81.0,78.5,29.8,30,88.0,27,3,14.0,0,1.3,42.0,45.0,-3.0,-0.1,-0.35,37.1,50.9,-13.8,-0.46,-0.21
744,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18.0,2000.0,29,2234.0,77.0,73.0,24.8,24,88.0,20,5,26.0,4,2.48,77.0,21.0,56.0,2.26,0.95,68.8,26.0,42.8,1.73,0.77
745,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,26.0,1993.0,18,1431.0,80.0,41.8,15.9,16,88.0,13,2,9.0,6,1.61,24.0,19.0,5.0,0.31,-0.09,19.2,21.2,-2.0,-0.12,0.07
746,Tom Davies,eng ENG,CC,Everton,eng Premier League,21.0,1998.0,30,2027.0,68.0,59.3,22.5,23,83.0,16,7,16.0,6,1.33,21.0,34.0,-13.0,-0.58,-0.64,25.8,31.5,-5.7,-0.25,-0.79
747,Keinan Davis,eng ENG,DL,Aston Villa,eng Premier League,21.0,1998.0,18,548.0,30.0,16.0,6.1,4,70.0,0,14,19.0,3,0.83,6.0,7.0,-1.0,-0.16,0.62,8.4,6.3,2.1,0.35,1.15
748,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,24.0,1995.0,15,693.0,46.0,20.3,7.7,7,72.0,4,8,24.0,9,1.6,11.0,7.0,4.0,0.52,0.78,13.3,9.2,4.2,0.54,0.79
749,Craig Dawson,eng ENG,DF,Watford,eng Premier League,29.0,1990.0,29,2361.0,81.0,69.0,26.2,26,88.0,25,3,22.0,5,0.9,25.0,49.0,-24.0,-0.91,-0.57,36.3,40.9,-4.6,-0.18,0.22
750,Kevin De Bruyne,be BEL,CC,Manchester City,eng Premier League,28.0,1991.0,35,2791.0,80.0,81.6,31.0,32,84.0,20,3,32.0,1,2.23,87.0,22.0,65.0,2.1,1.81,79.2,26.1,53.1,1.71,1.34
751,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,32.0,1987.0,21,1500.0,71.0,43.9,16.7,17,87.0,13,4,7.0,15,1.43,15.0,17.0,-2.0,-0.12,0.44,19.1,20.0,-0.9,-0.05,0.46
752,Rodrigo De Paul,ar ARG,CC,Udinese,it Serie A,25.0,1994.0,34,2822.0,83.0,82.5,31.4,33,85.0,26,1,20.0,0,1.21,32.0,43.0,-11.0,-0.35,0.1,35.3,44.9,-9.6,-0.31,0.03
753,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,26.0,1992.0,9,471.0,52.0,13.8,5.2,6,73.0,4,3,11.0,10,2.67,10.0,3.0,7.0,1.34,0.54,7.4,6.4,1.0,0.19,-0.57
754,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,31.0,1988.0,29,2243.0,77.0,65.6,24.9,28,80.0,19,1,13.0,5,1.24,28.0,47.0,-19.0,-0.76,-0.53,26.9,39.0,-12.1,-0.49,-0.19
755,Lucas Deaux,fr FRA,CC,Nîmes,fr Ligue 1,30.0,1988.0,17,1335.0,79.0,53.0,14.8,15,86.0,10,2,25.0,0,1.12,16.0,18.0,-2.0,-0.13,0.85,18.5,17.1,1.4,0.09,1.01
756,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,34.0,1985.0,21,1769.0,84.0,70.2,19.7,20,88.0,18,1,6.0,4,1.1,22.0,34.0,-12.0,-0.61,-0.13,24.2,28.1,-4.0,-0.2,0.21
