RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados
584,Domenico Criscito,it ITA,DF,Genoa,it Serie A,32,1986,22.8,7,0,0,30,41,0,76,53,33,0.0,1.0,0,136.0,23.0,19.0,54.8
585,Bryan Cristante,it ITA,CC,Roma,it Serie A,24,1995,18.0,7,1,0,32,5,0,7,22,15,0.0,1.0,0,102.0,19.0,25.0,43.2
586,Sebastián Cristóforo,uy URU,CC,Fiorentina,it Serie A,25,1993,1.0,0,0,0,0,2,0,5,1,5,0.0,0.0,0,6.0,0.0,2.0,0.0
587,Sebastián Cristóforo,uy URU,CC,Eibar,es La Liga,25,1993,9.7,1,0,0,21,24,2,18,8,19,0.0,0.0,0,58.0,9.0,17.0,34.6
588,Juan Cuadrado,co COL,"DF,DL",Juventus,it Serie A,31,1988,29.5,7,1,0,28,80,3,86,35,43,1.0,0.0,0,169.0,13.0,23.0,36.1
589,Cucho,co COL,"DL,CC",Mallorca,es La Liga,20,1999,16.5,5,1,1,16,37,4,24,10,8,0.0,1.0,0,58.0,55.0,58.0,48.7
590,Marc Cucurella,es ESP,"CC,DF",Getafe,es La Liga,21,1998,36.0,9,0,0,77,62,6,127,36,51,1.0,0.0,0,243.0,51.0,79.0,39.2
591,Iván Cuéllar,es ESP,PO,Leganés,es La Liga,35,1984,27.0,4,1,1,0,6,0,0,0,0,0.0,0.0,0,21.0,7.0,0.0,100.0
592,Jaume Cuéllar,bo BOL,"CC,DL",SPAL,it Serie A,17,2001,0.8,0,0,0,2,3,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0
593,Mickaël Cuisance,fr FRA,"CC,DL",Bayern Munich,de Bundesliga,19,1999,3.4,1,0,0,11,3,0,15,3,1,1.0,0.0,0,17.0,1.0,2.0,33.3
594,Matheus Cunha,br BRA,"DL,CC",Hertha BSC,de Bundesliga,20,1999,8.3,3,0,0,25,29,2,5,10,5,1.0,0.0,0,35.0,6.0,16.0,27.3
595,Matheus Cunha,br BRA,"DL,CC",RB Leipzig,de Bundesliga,20,1999,3.1,0,0,0,9,6,3,1,1,2,0.0,0.0,0,11.0,4.0,8.0,33.3
596,Felipe Curcio,br BRA,DF,Brescia,it Serie A,25,1993,0.1,0,0,0,0,0,0,2,0,0,0.0,0.0,0,2.0,0.0,0.0,
597,Patrick Cutrone,it ITA,DL,Wolves,eng Premier League,21,1998,3.3,0,0,0,5,9,4,6,2,2,0.0,0.0,0,14.0,8.0,20.0,28.6
598,Patrick Cutrone,it ITA,DL,Fiorentina,it Serie A,21,1998,9.3,1,0,0,8,10,11,6,2,2,1.0,0.0,0,25.0,12.0,35.0,25.5
599,Wylan Cyprien,fr FRA,CC,Nice,fr Ligue 1,24,1995,19.7,3,1,1,13,32,1,97,19,11,0.0,1.0,0,122.0,14.0,10.0,58.3
600,Rafael Czichos,de GER,DF,Köln,de Bundesliga,29,1990,24.5,4,1,1,25,23,1,5,35,34,0.0,2.0,1,156.0,70.0,51.0,57.9
601,Lennart-Marten Czyborra,de GER,DF,Atalanta,it Serie A,20,1999,0.2,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,
602,Marco D'Alessandro,it ITA,"CC,DF",SPAL,it Serie A,28,1991,8.7,0,1,0,3,9,1,28,5,8,0.0,0.0,0,34.0,1.0,7.0,12.5
603,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,30,1988,15.6,6,0,0,35,19,4,17,14,16,0.0,0.0,0,83.0,25.0,19.0,56.8
604,Felice D'Amico,it ITA,CC,Sampdoria,it Serie A,18,2000,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,2.0,0.0,0.0,
605,Lucas Da Cunha,fr FRA,CC,Rennes,fr Ligue 1,18,2001,0.8,0,0,0,0,0,0,1,0,0,0.0,0.0,0,3.0,1.0,3.0,25.0
606,Jacopo Da Riva,it ITA,CC,Atalanta,it Serie A,18,2000,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
607,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,31,1988,24.9,3,0,0,25,12,2,4,26,14,0.0,1.0,1,111.0,81.0,41.0,66.4
608,Moanes Dabbur,il ISR,DL,Sevilla,es La Liga,27,1992,0.3,0,0,0,0,0,0,1,0,1,0.0,0.0,0,1.0,0.0,2.0,0.0
609,Moanes Dabbur,il ISR,DL,Hoffenheim,de Bundesliga,27,1992,8.5,4,0,0,23,22,4,4,4,5,1.0,0.0,0,39.0,11.0,22.0,33.3
610,Bryan Dabo,bf BFA,CC,SPAL,it Serie A,27,1992,12.5,4,0,0,17,22,1,4,9,10,0.0,0.0,0,68.0,11.0,8.0,57.9
611,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,20,1998,7.4,1,0,0,13,3,2,25,6,4,0.0,0.0,0,39.0,2.0,6.0,25.0
612,Mahmoud Dahoud,de GER,CC,Dortmund,de Bundesliga,23,1996,6.2,1,0,0,12,6,0,4,8,6,0.0,0.0,0,45.0,3.0,5.0,37.5
613,Leon Dajaku,de GER,"DF,CC",Bayern Munich,de Bundesliga,18,2001,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,
614,Felipe dal Belo,br BRA,DF,SPAL,it Serie A,35,1984,11.1,5,0,0,20,9,1,4,9,6,0.0,1.0,0,46.0,15.0,8.0,65.2
615,Christian Dalle Mura,it ITA,DL,Fiorentina,it Serie A,17,2002,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
616,Diogo Dalot,pt POR,"DF,CC",Manchester Utd,eng Premier League,20,1999,0.7,0,0,0,1,0,0,3,2,2,0.0,0.0,0,5.0,3.0,0.0,100.0
617,Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,32,1986,1.4,0,0,0,0,0,0,5,1,1,0.0,0.0,0,11.0,2.0,0.0,100.0
618,Danilo,br BRA,DF,Juventus,it Serie A,28,1991,16.0,4,1,1,20,14,2,29,26,20,0.0,1.0,0,78.0,18.0,14.0,56.3
619,Arnaut Danjuma,nl NED,CC,Bournemouth,eng Premier League,22,1997,7.0,0,0,0,0,5,6,9,8,2,0.0,0.0,0,29.0,2.0,11.0,15.4
620,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,32,1987,14.1,0,0,0,5,0,0,2,14,4,0.0,0.0,0,73.0,39.0,31.0,55.7
621,Kevin Danso,at AUT,DF,Southampton,eng Premier League,20,1998,3.1,2,1,1,4,2,0,4,2,4,0.0,0.0,0,13.0,7.0,12.0,36.8
622,Dante,br BRA,DF,Nice,fr Ligue 1,35,1983,21.0,7,0,0,17,6,1,1,26,21,0.0,1.0,1,133.0,51.0,28.0,64.6
623,Andrea Danzi,it ITA,CC,Hellas Verona,it Serie A,20,1999,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
624,Sergi Darder,es ESP,CC,Espanyol,es La Liga,25,1993,29.5,4,0,0,34,26,2,57,24,23,0.0,0.0,0,142.0,26.0,19.0,57.8
625,Vladimír Darida,cz CZE,CC,Hertha BSC,de Bundesliga,28,1990,25.1,8,1,1,38,24,2,99,27,27,0.0,0.0,0,146.0,17.0,43.0,28.3
626,Matteo Darmian,it ITA,DF,Parma,it Serie A,29,1989,29.8,6,0,0,38,45,3,45,25,42,0.0,1.0,0,148.0,38.0,35.0,52.1
627,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,24.8,4,1,1,25,34,7,64,31,43,0.0,0.0,0,212.0,30.0,26.0,53.6
628,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,26,1993,15.9,6,0,0,27,8,1,29,22,15,0.0,0.0,0,61.0,45.0,21.0,68.2
629,Tom Davies,eng ENG,CC,Everton,eng Premier League,21,1998,22.5,8,0,0,30,40,1,8,35,17,0.0,0.0,0,138.0,35.0,36.0,49.3
630,Keinan Davis,eng ENG,DL,Aston Villa,eng Premier League,21,1998,6.1,0,0,0,12,11,3,2,0,1,0.0,0.0,0,15.0,27.0,46.0,37.0
631,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,24,1995,7.7,4,2,1,19,8,1,2,12,12,0.0,2.0,0,48.0,24.0,13.0,64.9
632,Craig Dawson,eng ENG,DF,Watford,eng Premier League,29,1990,26.2,6,0,0,31,12,0,4,34,18,0.0,1.0,0,123.0,100.0,42.0,70.4
633,Kevin De Bruyne,be BEL,CC,Manchester City,eng Premier League,28,1991,31.0,3,0,0,26,28,3,304,18,24,0.0,0.0,0,136.0,17.0,16.0,51.5
634,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,32,1987,16.7,1,0,0,10,8,3,6,32,11,0.0,0.0,0,88.0,34.0,37.0,47.9
635,Rodrigo De Paul,ar ARG,CC,Udinese,it Serie A,25,1994,31.4,5,1,0,33,76,2,240,29,31,0.0,0.0,0,220.0,1.0,9.0,10.0
636,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,26,1992,5.2,1,0,0,0,3,0,8,8,8,0.0,0.0,0,28.0,7.0,7.0,50.0
637,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,31,1988,24.9,2,0,0,34,15,7,81,19,8,0.0,1.0,0,89.0,59.0,33.0,64.1
638,Lucas Deaux,fr FRA,CC,Nîmes,fr Ligue 1,30,1988,14.8,2,0,0,26,22,2,15,15,26,0.0,0.0,0,120.0,66.0,35.0,65.3
639,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,34,1985,19.7,2,0,0,32,23,2,63,43,26,0.0,3.0,0,96.0,90.0,47.0,65.7
640,Troy Deeney,eng ENG,DL,Watford,eng Premier League,31,1988,24.7,3,0,0,37,36,12,10,11,12,1.0,0.0,0,62.0,195.0,275.0,41.5
641,Grégoire Defrel,mq MTQ,"DL,CC",Sassuolo,it Serie A,28,1991,10.9,1,0,0,17,12,4,4,3,8,0.0,0.0,0,27.0,10.0,17.0,37.0
642,Alessandro Deiola,it ITA,CC,Cagliari,it Serie A,23,1995,0.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,1.0,0.0,0.0,
643,Alessandro Deiola,it ITA,CC,Lecce,it Serie A,23,1995,8.0,3,0,0,7,8,0,10,8,9,0.0,0.0,0,46.0,3.0,6.0,33.3
644,Romain Del Castillo,fr FRA,"DL,CC",Rennes,fr Ligue 1,23,1996,13.8,2,0,0,21,22,4,24,7,14,0.0,0.0,0,79.0,20.0,32.0,38.5
645,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,27,1992,13.9,4,0,0,22,11,0,67,15,16,0.0,0.0,0,58.0,6.0,12.0,33.3
646,Thomas Delaney,dk DEN,CC,Dortmund,de Bundesliga,27,1991,9.2,4,0,0,20,12,1,1,26,10,0.0,0.0,1,44.0,22.0,14.0,61.1
647,Paul Delecroix,gw GNB,PO,Metz,fr Ligue 1,30,1988,1.5,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,
648,Cristian Dell'Orco,it ITA,DF,Lecce,it Serie A,25,1994,11.2,2,1,1,16,10,0,27,16,12,0.0,0.0,0,54.0,18.0,11.0,62.1
649,Andy Delort,dz ALG,DL,Montpellier,fr Ligue 1,27,1991,25.3,5,0,0,69,39,21,93,3,18,0.0,0.0,0,62.0,75.0,71.0,51.4
650,Fabian Delph,eng ENG,CC,Everton,eng Premier League,29,1989,13.2,5,1,1,18,7,0,8,15,12,0.0,0.0,0,94.0,15.0,9.0,62.5
651,Moussa Dembélé,fr FRA,DL,Lyon,fr Ligue 1,23,1996,24.3,3,0,0,43,24,11,5,5,7,2.0,0.0,0,47.0,68.0,75.0,47.6
652,Ousmane Dembélé,fr FRA,DL,Barcelona,es La Liga,22,1997,4.0,1,1,0,1,5,4,20,0,2,0.0,0.0,0,14.0,1.0,2.0,33.3
653,Merih Demiral,tr TUR,DF,Juventus,it Serie A,21,1998,4.6,1,0,0,5,1,1,1,4,7,0.0,1.0,0,14.0,20.0,5.0,80.0
654,Kerem Demirbay,de GER,CC,Leverkusen,de Bundesliga,26,1993,17.5,4,1,1,24,18,1,122,22,19,0.0,0.0,0,131.0,19.0,14.0,57.6
655,Diego Demme,de GER,CC,Napoli,it Serie A,27,1991,10.0,6,0,0,25,11,0,3,8,8,0.0,0.0,0,55.0,3.0,10.0,23.1
656,Diego Demme,de GER,CC,RB Leipzig,de Bundesliga,27,1991,13.5,3,0,0,19,13,0,8,15,18,0.0,0.0,0,110.0,7.0,17.0,29.2
657,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,24,1995,23.7,0,0,0,9,1,0,1,20,13,0.0,0.0,0,123.0,40.0,32.0,55.6
658,Leander Dendoncker,be BEL,"CC,DF",Wolves,eng Premier League,24,1995,31.1,5,0,0,31,9,0,8,38,31,0.0,1.0,1,152.0,94.0,82.0,53.4
659,Kevin Denkey,tg TOG,DL,Nîmes,fr Ligue 1,18,2000,6.7,1,0,0,24,12,2,7,2,5,0.0,0.0,0,21.0,15.0,29.0,34.1
660,Stefano Denswil,nl NED,DF,Bologna,it Serie A,26,1993,24.9,7,1,1,28,29,1,7,31,28,0.0,2.0,1,123.0,47.0,39.0,54.7
661,Fabio Depaoli,it ITA,"CC,DF",Sampdoria,it Serie A,22,1997,20.6,7,0,0,59,30,3,82,16,28,1.0,1.0,0,81.0,25.0,51.0,32.9
662,Kastriot Dermaku,al ALB,DF,Parma,it Serie A,27,1992,11.4,2,0,0,18,4,0,1,12,5,0.0,1.0,0,40.0,27.0,13.0,67.5
663,Daniele Dessena,it ITA,CC,Brescia,it Serie A,32,1987,20.8,7,1,1,26,20,0,19,11,11,2.0,1.0,0,98.0,22.0,30.0,42.3
664,Mattia Destro,it ITA,DL,Bologna,it Serie A,28,1991,2.1,2,0,0,6,2,1,0,0,2,0.0,0.0,0,4.0,4.0,15.0,21.1
665,Mattia Destro,it ITA,"DL,CC",Genoa,it Serie A,28,1991,1.7,0,0,0,3,2,1,1,0,0,0.0,0.0,0,3.0,4.0,10.0,28.6
666,Gerard Deulofeu,es ESP,DL,Watford,eng Premier League,25,1994,23.3,3,0,0,27,22,18,96,25,16,1.0,0.0,0,126.0,1.0,16.0,5.9
667,Deyverson,br BRA,DL,Getafe,es La Liga,28,1991,2.3,2,0,0,7,0,1,3,0,0,0.0,0.0,0,11.0,17.0,12.0,58.6
668,Samuel Di Carmine,it ITA,"DL,CC",Hellas Verona,it Serie A,30,1988,14.4,3,0,0,33,26,17,10,1,1,2.0,0.0,0,13.0,28.0,45.0,38.4
669,Federico Di Francesco,it ITA,DL,SPAL,it Serie A,25,1994,12.0,4,0,0,19,30,4,34,3,5,1.0,0.0,0,39.0,7.0,13.0,35.0
670,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,25,1993,33.0,5,0,0,32,52,3,60,28,35,0.0,0.0,0,148.0,59.0,55.0,51.8
671,Ángel Di María,ar ARG,"DL,CC",Paris S-G,fr Ligue 1,31,1988,22.2,2,0,0,12,22,6,175,11,12,0.0,0.0,0,86.0,1.0,3.0,25.0
672,Boulaye Dia,sn SEN,DL,Reims,fr Ligue 1,22,1996,20.1,0,0,0,24,25,13,4,7,9,1.0,0.0,0,57.0,28.0,84.0,25.0
673,Fousseni Diabaté,ml MLI,"DL,CC",Amiens,fr Ligue 1,23,1995,13.2,3,0,0,12,9,2,32,8,10,0.0,0.0,0,80.0,8.0,17.0,32.0
674,Moussa Diaby,fr FRA,"DL,CC",Leverkusen,de Bundesliga,20,1999,19.7,3,0,0,13,20,9,87,9,8,0.0,0.0,0,89.0,3.0,15.0,16.7
675,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,22,1996,16.0,5,0,0,17,14,2,1,11,8,0.0,1.0,0,71.0,37.0,22.0,62.7
676,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,15.2,1,1,0,5,4,0,6,20,19,0.0,0.0,0,83.0,23.0,23.0,50.0
677,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,23,1996,13.3,4,0,0,24,7,0,4,10,11,0.0,0.0,0,95.0,16.0,10.0,61.5
678,Amad Diallo,ci CIV,DL,Atalanta,it Serie A,17,2002,0.3,0,0,0,1,0,1,1,0,1,0.0,0.0,0,0.0,0.0,0.0,
679,Habib Diallo,sn SEN,DL,Metz,fr Ligue 1,24,1995,24.4,2,1,0,35,22,18,4,4,1,0.0,0.0,0,56.0,111.0,154.0,41.9
680,Ibrahima Diallo,fr FRA,CC,Brest,fr Ligue 1,20,1999,17.3,2,0,0,18,22,0,6,23,24,0.0,0.0,0,145.0,15.0,11.0,57.7
681,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,18,2000,1.0,0,0,0,0,1,0,0,3,3,0.0,0.0,0,6.0,1.0,6.0,14.3
682,Lucas Dias,fr FRA,PO,Nîmes,fr Ligue 1,20,1999,3.5,0,0,0,0,0,0,0,0,1,0.0,0.0,0,3.0,1.0,0.0,100.0
683,Amadou Diawara,gn GUI,CC,Roma,it Serie A,22,1997,16.9,4,0,0,28,17,0,2,33,25,0.0,0.0,0,119.0,7.0,9.0,43.8
684,Brahim Díaz,es ESP,DL,Real Madrid,es La Liga,19,1999,0.7,1,0,0,1,6,0,0,0,0,0.0,0.0,0,2.0,0.0,1.0,0.0
685,Víctor Díaz,es ESP,DF,Granada,es La Liga,31,1988,32.0,4,0,0,20,12,1,121,48,43,0.0,0.0,0,141.0,67.0,42.0,61.5
686,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,20.8,5,1,0,21,13,0,10,37,14,0.0,0.0,1,114.0,25.0,37.0,40.3
687,Eric Dier,eng ENG,"DF,CC",Tottenham,eng Premier League,25,1994,14.9,5,0,0,19,4,1,3,21,12,0.0,1.0,0,59.0,66.0,42.0,61.1
688,Lucas Digne,fr FRA,DF,Everton,eng Premier League,26,1993,33.7,6,0,0,43,29,3,270,42,49,0.0,1.0,1,182.0,112.0,53.0,67.9
689,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,26,1993,11.2,4,0,0,21,13,3,28,10,10,0.0,1.0,0,51.0,10.0,11.0,47.6
690,Javairô Dilrosun,nl NED,"CC,DL",Hertha BSC,de Bundesliga,21,1998,14.5,2,0,0,6,19,3,34,18,8,0.0,0.0,0,80.0,4.0,13.0,23.5
691,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,1997,5.8,1,0,0,9,7,2,57,4,5,0.0,0.0,1,44.0,3.0,5.0,37.5
692,Federico Dimarco,it ITA,DF,Inter,it Serie A,21,1997,0.3,0,0,0,1,0,0,0,1,0,0.0,0.0,0,3.0,0.0,1.0,0.0
693,Tristan Dingomé,cm CMR,CC,Reims,fr Ligue 1,28,1991,9.9,1,0,0,20,10,0,17,6,4,0.0,0.0,0,42.0,2.0,6.0,25.0
694,Lois Diony,fr FRA,DL,Saint-Étienne,fr Ligue 1,26,1992,7.4,1,0,0,11,8,4,7,1,5,0.0,0.0,0,15.0,10.0,25.0,28.6
695,Issa Diop,fr FRA,DF,West Ham,eng Premier League,22,1997,30.7,8,0,0,31,11,1,1,47,15,0.0,3.0,0,145.0,79.0,39.0,66.9
696,Papakouli Diop,sn SEN,CC,Eibar,es La Liga,33,1986,25.0,7,0,0,53,34,1,8,34,26,0.0,0.0,0,141.0,62.0,47.0,56.9
697,Assane Dioussé,sn SEN,CC,Saint-Étienne,fr Ligue 1,21,1997,1.3,1,0,0,3,0,0,0,0,1,0.0,0.0,0,10.0,1.0,1.0,50.0
698,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27.0,3,0,0,37,24,0,4,26,21,0.0,2.0,0,130.0,71.0,50.0,58.7
699,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,19,2000,7.3,1,0,0,9,5,0,3,11,4,0.0,1.0,0,54.0,9.0,10.0,47.4
700,Djené,tg TOG,DF,Getafe,es La Liga,27,1991,34.0,5,0,0,41,25,1,10,34,32,0.0,2.0,1,228.0,86.0,63.0,57.7
701,Moussa Djenepo,ml MLI,"CC,DF",Southampton,eng Premier League,21,1998,10.3,4,1,0,23,30,3,21,9,21,0.0,0.0,0,48.0,3.0,16.0,15.8
702,Koffi Djidji,ci CIV,DF,Torino,it Serie A,26,1992,9.5,0,0,0,12,2,0,0,15,12,0.0,1.0,1,56.0,13.0,13.0,50.0
703,Alexander Djiku,gh GHA,"DF,CC",Strasbourg,fr Ligue 1,24,1994,22.9,6,0,0,37,23,0,6,55,32,0.0,1.0,0,128.0,60.0,27.0,69.0
704,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,30.9,5,0,0,32,37,0,3,49,23,0.0,1.0,0,199.0,104.0,45.0,69.8
705,Naïs Djouahra,fr FRA,DL,Real Sociedad,es La Liga,19,1999,0.3,0,0,0,1,0,0,5,0,0,0.0,0.0,0,2.0,1.0,0.0,100.0
706,Marko Dmitrović,rs SRB,PO,Eibar,es La Liga,27,1992,35.0,3,0,0,1,1,0,0,3,2,0.0,0.0,0,53.0,12.0,0.0,100.0
707,Matt Doherty,ie IRL,"CC,DF",Wolves,eng Premier League,27,1992,31.5,1,0,0,28,18,3,45,40,29,1.0,1.0,0,160.0,132.0,96.0,57.9
708,Kasper Dolberg,dk DEN,DL,Nice,fr Ligue 1,21,1997,21.0,2,0,0,25,36,7,3,10,6,0.0,0.0,0,32.0,19.0,21.0,47.5
709,Keagan Dolly,za RSA,CC,Montpellier,fr Ligue 1,26,1993,1.6,1,0,0,6,0,0,4,1,3,0.0,0.0,0,12.0,0.0,2.0,0.0
710,Jaume Doménech,es ESP,PO,Valencia,es La Liga,28,1990,14.7,1,0,0,0,0,0,0,1,0,0.0,0.0,0,15.0,1.0,1.0,50.0
711,Nicolás Domínguez,ar ARG,CC,Bologna,it Serie A,21,1998,7.8,1,0,0,16,6,0,5,12,14,0.0,0.0,0,70.0,4.0,9.0,30.8
712,Giulio Donati,it ITA,DF,Lecce,it Serie A,29,1990,19.6,4,0,0,17,29,0,57,25,21,0.0,0.0,1,90.0,12.0,10.0,54.5
713,Ji Dong-won,kr KOR,"DL,CC",Mainz 05,de Bundesliga,28,1991,1.1,1,0,0,3,2,1,3,0,0,0.0,0.0,0,1.0,2.0,4.0,33.3
714,Anastasios Donis,gr GRE,DL,Reims,fr Ligue 1,22,1996,6.8,1,0,0,18,8,5,23,1,2,0.0,0.0,0,20.0,8.0,24.0,25.0
715,Alfredo Donnarumma,it ITA,DL,Brescia,it Serie A,28,1990,18.7,1,0,0,18,34,11,7,5,9,0.0,0.0,0,45.0,12.0,37.0,24.5
716,Gianluigi Donnarumma,it ITA,PO,Milan,it Serie A,20,1999,35.6,3,0,0,1,4,0,0,3,0,0.0,0.0,0,30.0,7.0,0.0,100.0
717,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,21,1997,23.2,3,0,0,18,26,0,2,22,29,0.0,0.0,1,136.0,81.0,44.0,64.8
718,Mathieu Dossevi,tg TOG,"CC,DL",Toulouse,fr Ligue 1,31,1988,19.5,0,0,0,22,22,5,199,14,20,0.0,0.0,0,79.0,6.0,25.0,19.4
719,Bas Dost,nl NED,DL,Eint Frankfurt,de Bundesliga,30,1989,16.4,2,0,0,16,13,9,1,5,7,0.0,0.0,0,36.0,129.0,67.0,65.8
720,Abdoulaye Doucouré,ml MLI,CC,Watford,eng Premier League,26,1993,35.1,9,0,0,51,15,6,29,31,30,0.0,1.0,1,270.0,55.0,56.0,49.5
721,Mamadou Doucouré,fr FRA,CC,M'Gladbach,de Bundesliga,21,1998,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,
722,Moussa Doumbia,ml MLI,"DL,CC",Reims,fr Ligue 1,24,1994,19.1,8,1,1,20,56,1,46,9,8,1.0,0.0,0,122.0,4.0,19.0,17.4
723,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5.0,1,0,0,5,2,0,16,6,4,0.0,0.0,0,39.0,4.0,7.0,36.4
724,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1.0,0,0,0,1,0,0,3,0,1,0.0,0.0,0,3.0,1.0,1.0,50.0
725,Tommy Doyle,eng ENG,CC,Manchester City,eng Premier League,17,2001,0.2,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,
726,Mohamed Dräger,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,16.2,2,0,0,16,22,0,42,18,21,0.0,0.0,0,91.0,8.0,13.0,38.1
727,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,28,1991,11.4,7,1,1,17,5,0,1,15,11,0.0,1.0,0,60.0,21.0,11.0,65.6
728,Bartłomiej Drągowski,pl POL,PO,Fiorentina,it Serie A,21,1997,31.0,1,0,0,1,6,0,0,3,0,0.0,1.0,0,40.0,6.0,1.0,85.7
729,Julian Draxler,de GER,CC,Paris S-G,fr Ligue 1,25,1993,7.6,5,0,0,17,4,0,11,10,10,0.0,0.0,0,52.0,3.0,1.0,75.0
730,Dominick Drexler,de GER,"CC,DL",Köln,de Bundesliga,29,1990,17.6,5,0,0,26,39,8,48,26,25,0.0,1.0,0,123.0,17.0,31.0,35.4
731,Danny Drinkwater,eng ENG,CC,Aston Villa,eng Premier League,29,1990,2.9,1,0,0,7,1,0,1,5,3,0.0,0.0,0,30.0,0.0,4.0,0.0
732,Danny Drinkwater,eng ENG,CC,Burnley,eng Premier League,29,1990,0.6,0,0,0,1,0,0,0,1,1,0.0,0.0,0,6.0,0.0,1.0,0.0
733,Josip Drmić,ch SUI,DL,Norwich City,eng Premier League,26,1992,7.2,0,1,0,6,4,7,3,1,2,0.0,0.0,0,29.0,18.0,34.0,34.6
734,Domingos Duarte,pt POR,DF,Granada,es La Liga,24,1995,34.3,7,0,0,39,22,4,1,34,19,0.0,3.0,0,107.0,78.0,54.0,59.1
735,Léo Duarte,br BRA,DF,Milan,it Serie A,23,1996,4.5,2,0,0,3,2,0,0,3,3,0.0,0.0,0,12.0,7.0,8.0,46.7
736,Óscar Duarte,cr CRC,DF,Levante,es La Liga,30,1989,5.4,0,0,0,10,3,0,0,6,3,0.0,0.0,0,25.0,10.0,13.0,43.5
737,Rubén Duarte,es ESP,DF,Alavés,es La Liga,23,1995,29.6,11,0,0,46,39,0,64,47,32,1.0,5.0,0,150.0,55.0,54.0,50.5
738,Edgaras Dubickas,lt LTU,DF,Lecce,it Serie A,21,1998,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,
739,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,15.0,3,0,0,17,11,1,59,18,23,0.0,0.0,0,74.0,19.0,6.0,76.0
740,Martin Dúbravka,sk SVK,PO,Newcastle Utd,eng Premier League,30,1989,38.0,0,0,0,0,4,0,0,1,1,0.0,0.0,0,35.0,9.0,0.0,100.0
741,Ondrej Duda,sk SVK,CC,Norwich City,eng Premier League,24,1994,8.0,0,0,0,9,13,2,43,6,11,0.0,0.0,0,48.0,5.0,18.0,21.7
742,Ondrej Duda,sk SVK,CC,Hertha BSC,de Bundesliga,24,1994,5.0,2,0,0,12,11,0,7,5,4,0.0,0.0,0,28.0,5.0,10.0,33.3
743,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,13.8,2,0,0,14,10,0,1,21,9,0.0,0.0,0,56.0,67.0,21.0,76.1
744,Haris Duljević,ba BIH,"DL,CC",Nîmes,fr Ligue 1,25,1993,5.8,0,0,0,4,8,1,11,2,6,0.0,0.0,0,24.0,4.0,10.0,28.6
