RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos
1204,Frenkie de Jong,nl NED,CC,Barcelona,es La Liga,22,1997,23.5,1660.0,1629.0,26.0,9.0,6.0,8.0,3,16.0,1.0,0.0,0.0,0.0,1519.0,5.0,19.0
1205,Luuk de Jong,nl NED,DL,Sevilla,es La Liga,28,1990,22.9,539.0,495.0,36.0,0.0,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,367.0,8.0,10.0
1206,Jony,es ESP,"DF,DL",Lazio,it Serie A,28,1991,13.1,636.0,496.0,138.0,13.0,1.0,7.0,128,97.0,28.0,10.0,13.0,0.0,427.0,2.0,25.0
1207,Joan Jordán,es ESP,CC,Sevilla,es La Liga,25,1994,25.0,1759.0,1622.0,132.0,60.0,0.0,55.0,88,7.0,60.0,12.0,25.0,3.0,1482.0,5.0,21.0
1208,Bruno Jordão,pt POR,DL,Wolves,eng Premier League,20,1998,0.1,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
1209,Jorginho,it ITA,CC,Chelsea,eng Premier League,27,1991,26.4,2277.0,2219.0,52.0,48.0,16.0,18.0,10,4.0,0.0,0.0,0.0,0.0,2000.0,6.0,20.0
1210,Jesse Joronen,fi FIN,PO,Brescia,it Serie A,26,1993,29.0,855.0,437.0,417.0,142.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,586.0,1.0,2.0
1211,Willian José,br BRA,DL,Real Sociedad,es La Liga,27,1991,22.3,568.0,520.0,45.0,1.0,4.0,9.0,8,0.0,0.0,0.0,0.0,0.0,402.0,3.0,25.0
1212,Joselu,es ESP,DL,Alavés,es La Liga,29,1990,30.9,987.0,958.0,16.0,0.0,0.0,8.0,4,3.0,0.0,0.0,0.0,0.0,506.0,13.0,16.0
1213,Jota,es ESP,"DL,CC",Aston Villa,eng Premier League,28,1991,3.7,98.0,92.0,5.0,2.0,2.0,0.0,2,2.0,1.0,1.0,0.0,0.0,75.0,1.0,3.0
1214,Diogo Jota,pt POR,DL,Wolves,eng Premier League,22,1996,25.4,886.0,828.0,52.0,0.0,4.0,10.0,38,2.0,0.0,0.0,0.0,0.0,682.0,6.0,27.0
1215,Vukašin Jovanović,rs SRB,DF,Bordeaux,fr Ligue 1,23,1996,6.4,462.0,446.0,16.0,7.0,0.0,3.0,0,9.0,0.0,0.0,0.0,0.0,409.0,0.0,1.0
1216,Dejan Joveljić,rs SRB,DL,Eint Frankfurt,de Bundesliga,19,1999,1.7,28.0,25.0,3.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
1217,Stevan Jovetić,me MNE,"DL,CC",Monaco,fr Ligue 1,29,1989,5.3,208.0,198.0,10.0,0.0,1.0,2.0,6,4.0,0.0,0.0,0.0,0.0,132.0,0.0,4.0
1218,Luka Jović,rs SRB,DL,Real Madrid,es La Liga,21,1997,4.8,134.0,128.0,6.0,0.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,1.0
1219,Juanmi,es ESP,"DL,CC",Betis,es La Liga,26,1993,2.9,56.0,53.0,3.0,1.0,0.0,1.0,2,2.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0
1220,David Juncà,es ESP,DF,Celta Vigo,es La Liga,25,1993,2.9,151.0,126.0,23.0,5.0,0.0,0.0,14,18.0,0.0,0.0,0.0,0.0,112.0,2.0,5.0
1221,Lago Junior,ci CIV,"CC,DL",Mallorca,es La Liga,28,1990,24.3,726.0,699.0,22.0,2.0,1.0,5.0,58,20.0,0.0,0.0,0.0,0.0,509.0,5.0,32.0
1222,Hamed Junior Traorè,ci CIV,"CC,DL",Sassuolo,it Serie A,19,2000,17.4,802.0,711.0,87.0,15.0,4.0,4.0,85,7.0,65.0,33.0,24.0,0.0,611.0,4.0,18.0
1223,Vinicius Júnior,br BRA,"DL,CC",Real Madrid,es La Liga,19,2000,15.2,537.0,530.0,5.0,2.0,1.0,1.0,30,3.0,0.0,0.0,0.0,0.0,413.0,2.0,27.0
1224,James Justin,eng ENG,"DF,CC",Leicester City,eng Premier League,21,1998,11.2,820.0,710.0,110.0,9.0,0.0,3.0,37,101.0,0.0,0.0,0.0,0.0,665.0,0.0,24.0
1225,Musa Juwara,gm GAM,"DL,CC",Bologna,it Serie A,17,2001,1.7,79.0,76.0,3.0,1.0,0.0,1.0,13,2.0,0.0,0.0,0.0,0.0,52.0,0.0,6.0
1226,Mathias Jørgensen,dk DEN,DF,Düsseldorf,de Bundesliga,29,1990,5.5,220.0,209.0,10.0,9.0,0.0,2.0,0,1.0,0.0,0.0,0.0,0.0,183.0,1.0,1.0
1227,Ozan Kabak,tr TUR,DF,Schalke 04,de Bundesliga,19,2000,19.7,1040.0,1022.0,17.0,15.0,0.0,10.0,1,2.0,0.0,0.0,0.0,0.0,846.0,1.0,6.0
1228,Christian Kabasele,be BEL,DF,Watford,eng Premier League,28,1991,25.0,671.0,661.0,10.0,9.0,0.0,11.0,0,1.0,0.0,0.0,0.0,0.0,488.0,0.0,4.0
1229,Abdoul Kader Bamba,fr FRA,"DL,CC",Nantes,fr Ligue 1,25,1994,16.3,726.0,674.0,50.0,18.0,3.0,2.0,55,10.0,21.0,13.0,6.0,1.0,566.0,2.0,18.0
1230,Pavel Kadeřábek,cz CZE,"DF,DL",Hoffenheim,de Bundesliga,27,1992,27.5,1372.0,1172.0,197.0,7.0,0.0,4.0,113,190.0,0.0,0.0,0.0,0.0,957.0,3.0,53.0
1231,Florian Kainz,at AUT,"DL,CC",Köln,de Bundesliga,26,1992,17.3,748.0,616.0,120.0,20.0,1.0,12.0,170,34.0,66.0,28.0,34.0,1.0,444.0,12.0,25.0
1232,Gaël Kakuta,cd COD,"CC,DL",Amiens,fr Ligue 1,28,1991,22.2,850.0,770.0,72.0,12.0,10.0,2.0,94,3.0,35.0,15.0,9.0,0.0,565.0,8.0,26.0
1233,Lovre Kalinić,hr CRO,PO,Toulouse,fr Ligue 1,29,1990,3.4,117.0,66.0,51.0,13.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0
1234,Nikola Kalinić,hr CRO,DL,Roma,it Serie A,31,1988,6.3,124.0,112.0,10.0,1.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,94.0,2.0,2.0
1235,Salomon Kalou,ci CIV,"DL,CC",Hertha BSC,de Bundesliga,33,1985,1.6,42.0,41.0,1.0,0.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
1236,Samuel Kalu,ng NGA,"DF,DL",Bordeaux,fr Ligue 1,21,1997,15.1,523.0,489.0,30.0,0.0,2.0,7.0,30,29.0,1.0,0.0,1.0,0.0,380.0,4.0,11.0
1237,Daichi Kamada,jp JPN,"CC,DL",Eint Frankfurt,de Bundesliga,22,1996,21.9,772.0,673.0,96.0,19.0,4.0,3.0,89,6.0,59.0,25.0,27.0,0.0,568.0,3.0,17.0
1238,François Kamano,gn GUI,"DF,CC",Bordeaux,fr Ligue 1,23,1996,7.2,313.0,297.0,16.0,2.0,3.0,3.0,8,14.0,0.0,0.0,0.0,0.0,249.0,0.0,7.0
1239,Boubacar Kamara,fr FRA,"DF,CC",Marseille,fr Ligue 1,19,1999,23.8,1307.0,1256.0,51.0,50.0,2.0,12.0,0,1.0,0.0,0.0,0.0,0.0,1120.0,0.0,6.0
1240,Hassane Kamara,ci CIV,"DF,DL",Reims,fr Ligue 1,25,1994,19.0,1117.0,952.0,160.0,8.0,0.0,14.0,57,152.0,0.0,0.0,0.0,0.0,891.0,5.0,25.0
1241,Kevin Kampl,si SVN,CC,RB Leipzig,de Bundesliga,28,1990,7.5,524.0,501.0,21.0,17.0,4.0,1.0,7,4.0,0.0,0.0,0.0,0.0,458.0,2.0,13.0
1242,Harry Kane,eng ENG,DL,Tottenham,eng Premier League,26,1993,28.7,581.0,564.0,15.0,5.0,13.0,5.0,19,7.0,0.0,0.0,0.0,0.0,380.0,2.0,17.0
1243,Lee Kang-in,kr KOR,"CC,DL",Valencia,es La Liga,18,2001,5.0,232.0,210.0,17.0,4.0,2.0,1.0,22,2.0,10.0,7.0,2.0,0.0,182.0,5.0,5.0
1244,Wilfried Kanga,ci CIV,DL,Angers,fr Ligue 1,21,1998,0.8,21.0,19.0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0
1245,N'Golo Kanté,fr FRA,CC,Chelsea,eng Premier League,28,1991,19.2,1166.0,1158.0,3.0,2.0,0.0,9.0,26,1.0,0.0,0.0,0.0,0.0,975.0,5.0,30.0
1246,Stefanos Kapino,gr GRE,PO,Werder Bremen,de Bundesliga,25,1994,1.0,35.0,22.0,13.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
1247,Wilfrid Kaptoum,cm CMR,CC,Betis,es La Liga,23,1996,2.2,73.0,70.0,3.0,1.0,1.0,0.0,2,1.0,1.0,0.0,0.0,0.0,57.0,0.0,1.0
1248,Kenan Karaman,tr TUR,"DL,CC",Düsseldorf,de Bundesliga,25,1994,15.0,339.0,324.0,15.0,0.0,0.0,1.0,18,1.0,0.0,0.0,0.0,0.0,215.0,0.0,9.0
1249,Yann Karamoh,fr FRA,"DL,CC",Parma,it Serie A,21,1998,6.4,146.0,144.0,2.0,0.0,0.0,1.0,8,0.0,0.0,0.0,0.0,0.0,107.0,0.0,4.0
1250,Mamoudou Karamoko,fr FRA,CC,Wolfsburg,de Bundesliga,19,1999,0.1,7.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
1251,Florian Kastenmeier,de GER,PO,Düsseldorf,de Bundesliga,22,1997,17.0,626.0,457.0,164.0,52.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,436.0,5.0,0.0
1252,Noah Katterbach,de GER,DF,Köln,de Bundesliga,18,2001,14.6,749.0,592.0,154.0,16.0,3.0,5.0,22,137.0,1.0,0.0,0.0,0.0,517.0,3.0,16.0
1253,Moise Kean,it ITA,DL,Everton,eng Premier League,19,2000,9.5,138.0,132.0,6.0,0.0,2.0,0.0,12,1.0,0.0,0.0,0.0,0.0,99.0,0.0,8.0
1254,Michael Keane,eng ENG,DF,Everton,eng Premier League,26,1993,28.4,1458.0,1410.0,42.0,35.0,2.0,9.0,0,5.0,0.0,0.0,0.0,0.0,1203.0,6.0,9.0
1255,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,22,1996,5.3,401.0,377.0,24.0,7.0,0.0,1.0,2,17.0,0.0,0.0,0.0,0.0,374.0,0.0,3.0
1256,Jules Keita,gn GUI,"CC,DL",Dijon,fr Ligue 1,21,1998,1.8,35.0,35.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
1257,Naby Keïta,gn GUI,CC,Liverpool,eng Premier League,24,1995,9.1,690.0,681.0,7.0,1.0,5.0,0.0,7,3.0,2.0,0.0,0.0,0.0,605.0,2.0,8.0
1258,Yannik Keitel,de GER,CC,Freiburg,de Bundesliga,19,2000,1.9,58.0,56.0,2.0,1.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,2.0
1259,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,20,1998,7.1,241.0,203.0,37.0,4.0,0.0,0.0,6,33.0,0.0,0.0,0.0,0.0,178.0,1.0,4.0
1260,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,29,1990,17.2,710.0,576.0,132.0,14.0,0.0,2.0,20,118.0,0.0,0.0,0.0,0.0,500.0,2.0,13.0
1261,Kenedy,br BRA,CC,Getafe,es La Liga,23,1996,6.5,194.0,181.0,11.0,3.0,2.0,2.0,33,2.0,6.0,2.0,3.0,0.0,126.0,2.0,10.0
1262,Jonjoe Kenny,eng ENG,DF,Schalke 04,de Bundesliga,22,1997,30.2,1580.0,1209.0,359.0,17.0,0.0,13.0,59,342.0,0.0,0.0,0.0,0.0,1168.0,12.0,38.0
1263,Franck Kessié,ci CIV,CC,Milan,it Serie A,22,1996,32.3,1715.0,1679.0,33.0,20.0,3.0,14.0,14,11.0,0.0,0.0,0.0,0.0,1520.0,3.0,16.0
1264,Saîf-Eddine Khaoui,tn TUN,"CC,DL",Marseille,fr Ligue 1,24,1995,1.2,61.0,54.0,7.0,2.0,1.0,0.0,7,0.0,5.0,3.0,1.0,0.0,40.0,0.0,1.0
1265,Wahbi Khazri,tn TUN,"DL,CC",Saint-Étienne,fr Ligue 1,28,1991,12.8,358.0,282.0,71.0,16.0,2.0,11.0,57,8.0,36.0,19.0,10.0,1.0,220.0,5.0,14.0
1266,Rani Khedira,de GER,CC,Augsburg,de Bundesliga,25,1994,29.4,891.0,873.0,13.0,10.0,1.0,4.0,9,2.0,1.0,0.0,0.0,0.0,616.0,5.0,23.0
1267,Sami Khedira,de GER,CC,Juventus,it Serie A,32,1987,7.6,338.0,323.0,13.0,3.0,2.0,0.0,20,10.0,0.0,0.0,0.0,0.0,283.0,2.0,12.0
1268,Kiké,es ESP,DL,Eibar,es La Liga,29,1989,19.6,501.0,479.0,20.0,1.0,0.0,2.0,16,0.0,0.0,0.0,0.0,0.0,314.0,2.0,9.0
1269,Luca Kilian,de GER,DF,Paderborn 07,de Bundesliga,19,1999,14.0,718.0,690.0,27.0,24.0,1.0,3.0,1,3.0,0.0,0.0,0.0,0.0,641.0,1.0,4.0
1270,Max Kilman,eng ENG,DF,Wolves,eng Premier League,22,1997,2.1,102.0,100.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,78.0,1.0,0.0
1271,Joshua Kimmich,de GER,"CC,DF",Bayern Munich,de Bundesliga,24,1995,31.3,2870.0,2510.0,352.0,97.0,11.0,25.0,230,84.0,170.0,62.0,87.0,0.0,2435.0,8.0,31.0
1272,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,23,1995,13.6,1114.0,1090.0,23.0,21.0,0.0,4.0,1,2.0,0.0,0.0,0.0,0.0,1056.0,1.0,8.0
1273,Joshua King,no NOR,"DL,CC",Bournemouth,eng Premier League,27,1992,22.3,524.0,503.0,20.0,2.0,4.0,1.0,22,2.0,1.0,0.0,0.0,0.0,369.0,1.0,27.0
1274,Simon Kjær,dk DEN,DF,Atalanta,it Serie A,30,1989,3.2,149.0,144.0,5.0,5.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,1.0
1275,Simon Kjær,dk DEN,DF,Milan,it Serie A,30,1989,13.8,701.0,678.0,20.0,20.0,0.0,7.0,1,0.0,0.0,0.0,0.0,0.0,617.0,3.0,2.0
1276,Davy Klaassen,nl NED,CC,Werder Bremen,de Bundesliga,26,1993,32.6,1282.0,1231.0,47.0,19.0,3.0,11.0,18,25.0,1.0,0.0,1.0,0.0,973.0,4.0,33.0
1277,Felix Klaus,de GER,"CC,DL",Wolfsburg,de Bundesliga,26,1992,7.4,220.0,209.0,10.0,1.0,2.0,0.0,20,9.0,0.0,0.0,0.0,0.0,142.0,1.0,13.0
1278,Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,33,1985,26.2,1222.0,1182.0,38.0,33.0,0.0,10.0,0,5.0,0.0,0.0,0.0,0.0,1086.0,2.0,6.0
1279,Timm Klose,ch SUI,DF,Norwich City,eng Premier League,31,1988,6.5,399.0,384.0,12.0,9.0,0.0,3.0,0,3.0,0.0,0.0,0.0,0.0,336.0,3.0,3.0
1280,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,23,1996,29.4,1814.0,1698.0,113.0,27.0,0.0,3.0,25,86.0,0.0,0.0,0.0,0.0,1536.0,3.0,17.0
1281,Justin Kluivert,nl NED,DL,Roma,it Serie A,20,1999,16.8,481.0,463.0,17.0,6.0,0.0,8.0,23,10.0,1.0,1.0,0.0,0.0,388.0,1.0,10.0
1282,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,23,1996,20.9,818.0,623.0,189.0,22.0,0.0,5.0,32,167.0,0.0,0.0,0.0,0.0,557.0,6.0,23.0
1283,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,27,1992,17.7,979.0,941.0,38.0,32.0,0.0,12.0,4,6.0,0.0,0.0,0.0,0.0,807.0,0.0,10.0
1284,Robin Koch,de GER,"DF,CC",Freiburg,de Bundesliga,23,1996,30.1,1517.0,1479.0,35.0,33.0,4.0,19.0,4,2.0,0.0,0.0,0.0,0.0,1266.0,3.0,18.0
1285,Giorgi Kochorashvili,ge GEO,CC,Levante,es La Liga,20,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,Jonathan Kodjia,ci CIV,DL,Aston Villa,eng Premier League,29,1989,1.3,27.0,25.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0
1287,Kenan Kodro,ba BIH,"DL,CC",Athletic Club,es La Liga,25,1993,4.0,83.0,78.0,5.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,53.0,0.0,2.0
1288,Dominik Kohr,de GER,CC,Eint Frankfurt,de Bundesliga,25,1994,16.1,797.0,775.0,20.0,13.0,0.0,6.0,13,2.0,4.0,1.0,2.0,0.0,636.0,2.0,17.0
1289,Koke,es ESP,CC,Atlético Madrid,es La Liga,27,1992,30.0,1759.0,1577.0,163.0,79.0,15.0,8.0,87,8.0,60.0,19.0,25.0,0.0,1430.0,19.0,20.0
1290,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,33,1985,30.4,1823.0,1503.0,315.0,66.0,5.0,31.0,183,178.0,71.0,5.0,61.0,0.0,1445.0,5.0,34.0
1291,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,26,1993,18.9,1041.0,925.0,113.0,4.0,0.0,1.0,29,109.0,0.0,0.0,0.0,0.0,877.0,3.0,15.0
1292,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1991,14.5,732.0,658.0,73.0,17.0,0.0,1.0,24,56.0,0.0,0.0,0.0,0.0,558.0,1.0,4.0
1293,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,23,1995,14.8,913.0,734.0,178.0,9.0,0.0,5.0,48,168.0,1.0,0.0,0.0,0.0,713.0,1.0,18.0
1294,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,20,1999,6.3,345.0,339.0,6.0,6.0,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,305.0,0.0,0.0
1295,Moussa Konaté,sn SEN,DL,Amiens,fr Ligue 1,26,1993,6.8,109.0,98.0,11.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,77.0,0.0,3.0
1296,Geoffrey Kondogbia,cf CTA,CC,Valencia,es La Liga,26,1993,20.1,1117.0,1083.0,29.0,29.0,3.0,35.0,1,0.0,0.0,0.0,0.0,0.0,935.0,5.0,6.0
1297,Kouadio Koné,fr FRA,CC,Toulouse,fr Ligue 1,18,2001,9.7,378.0,374.0,3.0,3.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,305.0,1.0,4.0
1298,Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,30,1989,16.4,741.0,710.0,30.0,27.0,1.0,15.0,4,3.0,0.0,0.0,0.0,0.0,598.0,1.0,10.0
1299,Moussa Koné,sn SEN,"DL,CC",Nîmes,fr Ligue 1,22,1996,1.6,21.0,20.0,1.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0
1300,Youssouf Koné,ml MLI,DF,Lyon,fr Ligue 1,24,1995,9.1,654.0,567.0,85.0,8.0,0.0,5.0,24,77.0,0.0,0.0,0.0,0.0,554.0,2.0,5.0
1301,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,21,1997,22.7,877.0,769.0,107.0,17.0,0.0,3.0,13,90.0,0.0,0.0,0.0,0.0,677.0,1.0,8.0
1302,Pascal Köpke,de GER,DL,Hertha BSC,de Bundesliga,23,1995,1.3,34.0,33.0,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0
1303,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,33,1985,24.3,1378.0,1333.0,42.0,36.0,2.0,6.0,0,6.0,0.0,0.0,0.0,0.0,1209.0,3.0,6.0
1304,Filip Kostić,rs SRB,"DF,DL",Eint Frankfurt,de Bundesliga,26,1992,32.9,1609.0,1281.0,319.0,54.0,2.0,15.0,385,155.0,110.0,31.0,68.0,0.0,942.0,9.0,75.0
1305,Christian Kouamé,ci CIV,"DL,CC",Fiorentina,it Serie A,21,1997,3.3,102.0,96.0,5.0,1.0,1.0,2.0,1,2.0,0.0,0.0,0.0,0.0,73.0,1.0,2.0
1306,Christian Kouamé,ci CIV,DL,Genoa,it Serie A,21,1997,10.2,242.0,229.0,13.0,2.0,0.0,0.0,4,4.0,0.0,0.0,0.0,0.0,176.0,0.0,3.0
1307,Tomáš Koubek,cz CZE,PO,Augsburg,de Bundesliga,26,1992,24.0,841.0,560.0,275.0,62.0,0.0,3.0,0,1.0,0.0,0.0,0.0,0.0,503.0,6.0,0.0
1308,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,28,1991,23.4,1702.0,1627.0,72.0,50.0,0.0,13.0,4,10.0,0.0,0.0,0.0,0.0,1551.0,3.0,6.0
1309,Efthimis Koulouris,gr GRE,DL,Toulouse,fr Ligue 1,23,1996,17.1,501.0,466.0,33.0,1.0,0.0,2.0,13,3.0,0.0,0.0,0.0,0.0,359.0,2.0,13.0
1310,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,20,1998,25.7,1511.0,1438.0,70.0,26.0,0.0,3.0,16,44.0,0.0,0.0,0.0,0.0,1279.0,3.0,11.0
1311,Leonardo Koutris,gr GRE,DF,Mallorca,es La Liga,24,1995,1.0,57.0,41.0,16.0,0.0,0.0,0.0,3,16.0,0.0,0.0,0.0,0.0,42.0,0.0,2.0
1312,Cheikhou Kouyaté,sn SEN,"CC,DF",Crystal Palace,eng Premier League,29,1989,28.1,876.0,861.0,12.0,6.0,1.0,1.0,17,5.0,0.0,0.0,0.0,0.0,636.0,3.0,17.0
1313,Mateo Kovačić,hr CRO,CC,Chelsea,eng Premier League,25,1994,23.0,1889.0,1840.0,46.0,36.0,10.0,34.0,8,10.0,0.0,0.0,0.0,0.0,1685.0,3.0,15.0
1314,Dawid Kownacki,pl POL,"DL,CC",Düsseldorf,de Bundesliga,22,1997,12.1,317.0,296.0,20.0,1.0,0.0,5.0,16,12.0,0.0,0.0,0.0,0.0,206.0,1.0,16.0
1315,İsmail Köybaşı,tr TUR,"DF,DL",Granada,es La Liga,30,1989,2.6,85.0,67.0,17.0,2.0,0.0,0.0,8,15.0,0.0,0.0,0.0,0.0,53.0,1.0,4.0
1316,Thomas Kraft,de GER,PO,Hertha BSC,de Bundesliga,31,1988,4.0,129.0,87.0,41.0,8.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,78.0,1.0,0.0
1317,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,24,1994,11.3,418.0,346.0,69.0,3.0,0.0,2.0,20,66.0,0.0,0.0,0.0,0.0,305.0,3.0,12.0
1318,Andrej Kramarić,hr CRO,"DL,CC",Hoffenheim,de Bundesliga,28,1991,15.8,549.0,510.0,36.0,3.0,1.0,2.0,27,7.0,2.0,1.0,1.0,0.0,440.0,3.0,10.0
1319,Christoph Kramer,de GER,CC,M'Gladbach,de Bundesliga,28,1991,16.3,932.0,892.0,36.0,33.0,1.0,3.0,7,2.0,1.0,1.0,0.0,0.0,788.0,4.0,8.0
1320,Tom Krauß,de GER,CC,RB Leipzig,de Bundesliga,18,2001,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1321,Ladislav Krejčí,cz CZE,DF,Bologna,it Serie A,27,1992,11.7,649.0,530.0,112.0,14.0,0.0,3.0,14,97.0,0.0,0.0,0.0,0.0,527.0,7.0,13.0
1322,Rene Krhin,si SVN,"DF,CC",Nantes,fr Ligue 1,29,1990,3.6,156.0,150.0,6.0,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0
1323,Felix Kroos,de GER,"CC,DF",Union Berlin,de Bundesliga,28,1991,4.2,165.0,154.0,11.0,7.0,1.0,1.0,4,0.0,3.0,2.0,0.0,0.0,129.0,0.0,2.0
1324,Toni Kroos,de GER,CC,Real Madrid,es La Liga,29,1990,29.5,2501.0,2231.0,256.0,110.0,4.0,82.0,145,6.0,140.0,42.0,44.0,0.0,2224.0,14.0,12.0
1325,Tim Krul,nl NED,PO,Norwich City,eng Premier League,31,1988,36.0,1583.0,1134.0,446.0,114.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,1084.0,3.0,2.0
1326,Rade Krunić,ba BIH,"CC,DL",Milan,it Serie A,25,1993,6.0,233.0,226.0,7.0,4.0,1.0,2.0,0,3.0,0.0,0.0,0.0,0.0,197.0,0.0,6.0
1327,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,26,1992,2.3,99.0,89.0,9.0,3.0,0.0,2.0,3,6.0,0.0,0.0,0.0,0.0,76.0,1.0,0.0
1328,Takefusa Kubo,jp JPN,"CC,DL",Mallorca,es La Liga,18,2001,25.7,766.0,720.0,42.0,8.0,2.0,1.0,80,3.0,25.0,11.0,7.0,0.0,526.0,4.0,41.0
1329,Juraj Kucka,sk SVK,"CC,DL",Parma,it Serie A,32,1987,21.5,723.0,699.0,18.0,4.0,3.0,10.0,27,10.0,0.0,0.0,0.0,0.0,495.0,6.0,12.0
1330,Dejan Kulusevski,se SWE,"DL,CC",Parma,it Serie A,19,2000,32.6,1138.0,1065.0,66.0,9.0,7.0,3.0,63,9.0,19.0,13.0,0.0,0.0,865.0,7.0,32.0
1331,Marash Kumbulla,al ALB,DF,Hellas Verona,it Serie A,19,2000,21.7,922.0,892.0,23.0,20.0,0.0,4.0,1,3.0,0.0,0.0,0.0,0.0,773.0,7.0,8.0
1332,Pierre Kunde,cm CMR,CC,Mainz 05,de Bundesliga,24,1995,20.7,1019.0,939.0,77.0,57.0,2.0,16.0,29,11.0,9.0,3.0,6.0,0.0,790.0,3.0,11.0
1333,Jasmin Kurtić,si SVN,CC,SPAL,it Serie A,30,1989,15.7,685.0,646.0,37.0,21.0,2.0,12.0,81,7.0,9.0,4.0,5.0,0.0,505.0,2.0,21.0
1334,Jasmin Kurtić,si SVN,"CC,DL",Parma,it Serie A,30,1989,18.5,804.0,763.0,41.0,18.0,1.0,25.0,55,8.0,15.0,6.0,8.0,0.0,675.0,0.0,14.0
1335,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,26,1992,9.5,675.0,604.0,69.0,7.0,0.0,1.0,21,62.0,0.0,0.0,0.0,0.0,601.0,2.0,8.0
1336,Dereck Kutesa,ch SUI,"DL,CC",Reims,fr Ligue 1,21,1997,5.9,152.0,149.0,1.0,0.0,1.0,0.0,7,1.0,0.0,0.0,0.0,0.0,109.0,2.0,8.0
1337,Ahmed Kutucu,tr TUR,"DL,CC",Schalke 04,de Bundesliga,19,2000,7.5,172.0,161.0,9.0,0.0,1.0,1.0,7,1.0,0.0,0.0,0.0,0.0,118.0,2.0,8.0
