RL2018-2019,Jugador2018-2019,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,PJ2018-2019,Titular2018-2019,Mín2018-2019,90 s2018-2019,Gls.2018-2019,Ass2018-2019,G+A2018-2019,G-TP2018-2019,TP2018-2019,TPint2018-2019,TA2018-2019,TR2018-2019,xG2018-2019,npxG2018-2019,xAG2018-2019,npxG+xAG2018-2019,PrgC2018-2019,PrgP2018-2019,PrgR2018-2019,Gls..12018-2019,Ast2018-2019,G+A.12018-2019,G-TP.12018-2019,G+A-TP2018-2019,xG.12018-2019,xAG.12018-2019,xG+xAG2018-2019,npxG.12018-2019,npxG+xAG.12018-2019
626,Jacopo Dezi,it ITA,CC,Parma,it Serie A,26,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
627,Federico Di Francesco,it ITA,"DL,CC",Sassuolo,it Serie A,24,1994,19,14,1074,11.9,2,2,4,2,0,0,2,0,3.2,3.2,1.1,4.4,38,29,106,0.17,0.17,0.34,0.17,0.34,0.27,0.09,0.37,0.27,0.37
628,Antonio Di Gaudio,it ITA,DL,Parma,it Serie A,28,1989,12,9,699,7.8,0,1,1,0,0,0,0,0,1.4,1.4,0.3,1.7,26,8,45,0.0,0.13,0.13,0.0,0.13,0.18,0.04,0.21,0.18,0.21
629,Giovanni Di Lorenzo,it ITA,"DF,DL",Empoli,it Serie A,24,1993,37,37,3330,37.0,5,3,8,5,0,0,8,0,3.6,3.3,5.3,8.6,83,241,219,0.14,0.08,0.22,0.14,0.22,0.1,0.14,0.24,0.09,0.23
630,Ángel Di María,ar ARG,"DL,CC",Paris S-G,fr Ligue 1,30,1988,30,28,2324,25.8,12,11,23,12,0,0,2,0,8.7,8.7,7.8,16.5,98,151,277,0.46,0.43,0.89,0.46,0.89,0.34,0.3,0.64,0.34,0.64
1263,Franco Di Santo,ar ARG,DL,Rayo Vallecano,es La Liga,29,1989,10,4,417,4.6,0,0,0,0,0,0,1,1,0.2,0.2,0.5,0.7,8,2,28,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.25,0.08,0.25
633,Boulaye Dia,sn SEN,DL,Reims,fr Ligue 1,21,1996,18,8,747,8.3,3,0,3,3,0,0,2,0,3.7,3.7,0.8,4.5,20,12,63,0.36,0.0,0.36,0.36,0.36,0.44,0.09,0.54,0.44,0.54
634,Fousseni Diabaté,ml MLI,DL,Leicester City,eng Premier League,22,1995,1,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11
635,Moussa Diaby,fr FRA,"CC,DF",Paris S-G,fr Ligue 1,19,1999,25,10,1141,12.7,2,6,8,2,0,0,1,0,2.2,2.2,3.9,6.2,60,37,148,0.16,0.47,0.63,0.16,0.63,0.18,0.31,0.49,0.18,0.49
636,Adama Diakhaby,fr FRA,"DL,CC",Huddersfield,eng Premier League,22,1996,12,6,552,6.1,0,0,0,0,0,0,1,0,0.6,0.6,0.5,1.1,22,5,57,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.18,0.11,0.18
637,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,21,1996,22,16,1580,17.6,2,0,2,2,0,0,9,0,1.3,1.3,0.0,1.3,7,48,0,0.11,0.0,0.11,0.11,0.11,0.07,0.0,0.07,0.07,0.07
638,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,17,2001,9,7,633,7.0,1,0,1,1,0,0,2,0,0.1,0.1,0.1,0.1,8,24,24,0.14,0.0,0.14,0.14,0.14,0.01,0.01,0.02,0.01,0.02
639,Abdou Diallo,sn SEN,DF,Dortmund,de Bundesliga,22,1996,28,27,2379,26.4,1,1,2,1,0,0,1,1,1.6,1.6,0.6,2.2,46,125,62,0.04,0.04,0.08,0.04,0.08,0.06,0.02,0.08,0.06,0.08
640,Abdoulaye Diallo,sn SEN,PO,Rennes,fr Ligue 1,26,1992,6,6,495,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,Mustapha Diallo,sn SEN,CC,Nîmes,fr Ligue 1,32,1986,7,6,455,5.1,0,1,1,0,0,0,5,0,0.4,0.4,0.1,0.4,0,14,2,0.0,0.2,0.2,0.0,0.2,0.07,0.02,0.09,0.07,0.09
642,Mohamed Diamé,sn SEN,CC,Newcastle Utd,eng Premier League,31,1987,29,24,2166,24.1,0,0,0,0,0,0,3,0,1.0,1.0,0.1,1.2,17,58,15,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
643,Grady Diangana,cd COD,"CC,DL",West Ham,eng Premier League,20,1998,17,6,609,6.8,0,1,1,0,0,0,0,0,0.5,0.5,1.2,1.7,20,21,72,0.0,0.15,0.15,0.0,0.15,0.08,0.18,0.25,0.08,0.25
644,Lassana Diarra,fr FRA,CC,Paris S-G,fr Ligue 1,33,1985,3,2,159,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
645,Amadou Diawara,gn GUI,CC,Napoli,it Serie A,21,1997,13,8,661,7.3,0,0,0,0,0,0,4,0,0.4,0.4,0.2,0.6,3,40,6,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
646,Brahim Díaz,es ESP,DL,Real Madrid,es La Liga,18,1999,9,5,376,4.2,1,1,2,1,0,0,0,0,1.2,1.2,1.5,2.7,17,12,49,0.24,0.24,0.48,0.24,0.48,0.29,0.36,0.64,0.29,0.64
647,Javier Díaz,es ESP,PO,Sevilla,es La Liga,21,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,28,1989,34,32,2942,32.7,1,1,2,1,0,0,5,1,1.3,1.3,0.5,1.8,37,94,68,0.03,0.03,0.06,0.03,0.06,0.04,0.01,0.05,0.04,0.05
649,Lorenzo Dickmann,it ITA,"DF,CC",SPAL,it Serie A,21,1996,6,2,175,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,3,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
650,Daniel Didavi,de GER,"CC,DL",Stuttgart,de Bundesliga,28,1990,20,8,956,10.6,2,2,4,2,0,0,0,0,1.9,1.9,2.7,4.6,29,45,70,0.19,0.19,0.38,0.19,0.38,0.18,0.26,0.43,0.18,0.43
651,Étienne Didot,fr FRA,CC,Guingamp,fr Ligue 1,35,1983,31,23,2105,23.4,1,1,2,1,0,0,4,0,0.8,0.8,1.9,2.7,15,150,35,0.04,0.04,0.09,0.04,0.09,0.03,0.08,0.12,0.03,0.12
652,Adrián Diéguez,es ESP,DF,Huesca,es La Liga,22,1996,9,8,749,8.3,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.2,2,8,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
653,Eric Dier,eng ENG,"CC,DF",Tottenham,eng Premier League,24,1994,20,18,1506,16.7,3,0,3,3,0,0,4,0,1.0,1.0,1.0,2.0,18,95,7,0.18,0.0,0.18,0.18,0.18,0.06,0.06,0.12,0.06,0.12
654,Tim Dierßen,de GER,CC,Hannover 96,de Bundesliga,22,1996,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,Lucas Digne,fr FRA,DF,Everton,eng Premier League,25,1993,35,33,2965,32.9,4,4,8,4,0,0,5,1,1.3,1.3,7.1,8.4,82,167,221,0.12,0.12,0.24,0.12,0.24,0.04,0.21,0.25,0.04,0.25
656,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,25,1993,25,23,2023,22.5,1,0,1,1,0,0,5,1,0.4,0.4,1.0,1.4,96,98,90,0.04,0.0,0.04,0.04,0.04,0.02,0.04,0.06,0.02,0.06
657,Javairô Dilrosun,nl NED,"DL,CC",Hertha BSC,de Bundesliga,20,1998,17,7,898,10.0,2,3,5,2,0,0,2,0,0.5,0.5,1.9,2.4,36,22,64,0.2,0.3,0.5,0.2,0.5,0.05,0.2,0.24,0.05,0.24
658,Federico Dimarco,it ITA,"DF,CC",Parma,it Serie A,20,1997,13,10,892,9.9,1,0,1,1,0,0,4,0,0.5,0.5,1.1,1.5,21,38,33,0.1,0.0,0.1,0.1,0.1,0.05,0.11,0.15,0.05,0.15
659,Stole Dimitrievski,mk MKD,PO,Rayo Vallecano,es La Liga,24,1993,21,21,1890,21.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,Tristan Dingomé,cm CMR,CC,Reims,fr Ligue 1,27,1991,20,17,1344,14.9,1,3,4,1,0,0,5,0,0.4,0.4,2.2,2.6,7,93,78,0.07,0.2,0.27,0.07,0.27,0.03,0.15,0.18,0.03,0.18
661,Ismaël Diomandé,ci CIV,"CC,DF",Caen,fr Ligue 1,25,1992,18,14,1293,14.4,0,1,1,0,0,0,5,1,0.2,0.2,0.3,0.5,6,50,4,0.0,0.07,0.07,0.0,0.07,0.02,0.02,0.04,0.02,0.04
662,Federico Dionisi,it ITA,"DL,CC",Frosinone,it Serie A,31,1987,9,1,204,2.3,1,0,1,1,0,0,2,0,1.0,1.0,0.7,1.7,2,9,22,0.44,0.0,0.44,0.44,0.44,0.43,0.31,0.73,0.43,0.73
663,Lois Diony,fr FRA,DL,Saint-Étienne,fr Ligue 1,25,1992,30,19,1591,17.7,5,1,6,5,0,0,3,0,8.1,8.1,1.8,10.0,34,18,157,0.28,0.06,0.34,0.28,0.34,0.46,0.1,0.56,0.46,0.56
664,Issa Diop,fr FRA,DF,West Ham,eng Premier League,21,1997,33,33,2970,33.0,1,0,1,1,0,0,4,0,1.2,1.2,0.2,1.3,9,73,2,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.04,0.04,0.04
665,Papakouli Diop,sn SEN,CC,Eibar,es La Liga,32,1986,28,27,2352,26.1,1,1,2,1,0,0,11,0,2.5,2.5,0.7,3.1,13,157,22,0.04,0.04,0.08,0.04,0.08,0.09,0.03,0.12,0.09,0.12
666,Sofiane Diop,fr FRA,"CC,DL",Monaco,fr Ligue 1,18,2000,13,9,741,8.2,0,0,0,0,0,0,1,0,0.6,0.6,1.0,1.6,24,18,64,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.19,0.07,0.19
1335,Assane Dioussé,sn SEN,CC,Chievo,it Serie A,20,1997,21,11,1109,12.3,0,0,0,0,0,0,5,0,0.2,0.2,0.8,1.0,10,60,14,0.0,0.0,0.0,0.0,0.0,0.04,0.27,0.31,0.04,0.31
669,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,20,1998,4,1,159,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
670,Djené,tg TOG,DF,Getafe,es La Liga,26,1991,34,34,2976,33.1,0,0,0,0,0,0,13,2,0.7,0.7,0.2,0.9,17,81,11,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
1343,Koffi Djidji,ci CIV,DF,Torino,it Serie A,25,1992,18,17,1477,16.4,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,8,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,23,1994,31,31,2754,30.6,1,0,1,1,0,0,9,1,1.2,1.2,0.3,1.4,7,68,3,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05
674,Papy Djilobodji,sn SEN,DF,Guingamp,fr Ligue 1,29,1988,4,2,175,1.9,0,0,0,0,0,0,1,1,0.1,0.1,0.1,0.2,0,10,1,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09
675,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,25,1993,24,20,1807,20.1,1,2,3,1,0,0,3,0,1.0,1.0,2.0,3.0,5,37,2,0.05,0.1,0.15,0.05,0.15,0.05,0.1,0.15,0.05,0.15
676,Johan Djourou,ch SUI,DF,SPAL,it Serie A,31,1987,5,3,279,3.1,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,1,1,0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16
677,Marko Dmitrović,rs SRB,PO,Eibar,es La Liga,26,1992,24,24,2160,24.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,Matt Doherty,ie IRL,"DF,CC",Wolves,eng Premier League,26,1992,38,35,3144,34.9,4,5,9,4,0,0,5,0,4.4,4.4,5.1,9.5,80,129,221,0.11,0.14,0.26,0.11,0.26,0.13,0.15,0.27,0.13,0.27
679,Keagan Dolly,za RSA,DL,Montpellier,fr Ligue 1,25,1993,3,2,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,7,5,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.04,0.11
680,Jaume Doménech,es ESP,PO,Valencia,es La Liga,27,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,Giulio Donati,it ITA,DF,Mainz 05,de Bundesliga,28,1990,9,6,625,6.9,0,0,0,0,0,0,2,0,0.1,0.1,0.6,0.7,13,32,33,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.1,0.01,0.1
682,Ji Dong-won,kr KOR,"CC,DL",Augsburg,de Bundesliga,27,1991,14,10,891,9.9,4,1,5,4,0,0,2,0,1.6,1.6,1.0,2.6,29,42,53,0.4,0.1,0.51,0.4,0.51,0.16,0.1,0.26,0.16,0.26
683,Anastasios Donis,gr GRE,"DL,CC",Stuttgart,de Bundesliga,21,1996,24,11,962,10.7,5,2,7,5,0,0,4,0,2.9,2.9,1.0,3.9,33,8,79,0.47,0.19,0.65,0.47,0.65,0.27,0.1,0.37,0.27,0.37
684,Gianluigi Donnarumma,it ITA,PO,Milan,it Serie A,19,1999,36,36,3090,34.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,Godfred Donsah,gh GHA,CC,Bologna,it Serie A,22,1996,6,1,153,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,10,3,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
686,Riccardo Doratiotto,it ITA,DL,Cagliari,it Serie A,19,1999,1,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,20,1997,14,11,1066,11.8,1,0,1,1,0,0,1,0,0.8,0.8,0.1,0.9,5,40,0,0.08,0.0,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07
688,Mathieu Dossevi,tg TOG,"DL,CC",Toulouse,fr Ligue 1,30,1988,35,30,2469,27.4,4,2,6,4,0,0,0,0,2.5,2.5,4.9,7.4,119,53,256,0.15,0.07,0.22,0.15,0.22,0.09,0.18,0.27,0.09,0.27
689,Abdoulaye Doucouré,ml MLI,CC,Watford,eng Premier League,25,1993,35,34,3062,34.0,5,6,11,5,0,0,7,0,6.2,6.2,4.7,10.8,58,202,83,0.15,0.18,0.32,0.15,0.32,0.18,0.14,0.32,0.18,0.32
690,Cheick Doukouré,ci CIV,CC,Levante,es La Liga,25,1992,9,3,318,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,14,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
691,Moussa Doumbia,ml MLI,"DL,CC",Reims,fr Ligue 1,23,1994,28,18,1600,17.8,3,1,4,3,0,0,5,0,1.4,1.4,2.0,3.5,75,73,128,0.17,0.06,0.23,0.17,0.23,0.08,0.11,0.19,0.08,0.19
692,Seydou Doumbia,ci CIV,DL,Girona,es La Liga,30,1987,17,5,541,6.0,2,0,2,2,0,0,2,0,2.7,2.7,0.0,2.7,9,5,27,0.33,0.0,0.33,0.33,0.33,0.45,0.0,0.45,0.45,0.45
693,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,21,1996,7,7,605,6.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,13,26,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,27,1991,18,13,1335,14.8,2,0,2,2,0,0,4,0,0.8,0.8,0.1,0.9,10,70,2,0.13,0.0,0.13,0.13,0.13,0.05,0.01,0.06,0.05,0.06
1391,Bartłomiej Drągowski,pl POL,PO,Fiorentina,it Serie A,20,1997,17,16,1485,16.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,Julian Draxler,de GER,"CC,DL",Paris S-G,fr Ligue 1,24,1993,31,22,2046,22.7,3,7,10,3,0,0,6,0,4.1,4.1,5.0,9.1,93,193,169,0.13,0.31,0.44,0.13,0.44,0.18,0.22,0.4,0.18,0.4
698,Luke Dreher,eng ENG,DL,Crystal Palace,eng Premier League,19,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,Josip Drmić,ch SUI,DL,M'Gladbach,de Bundesliga,25,1992,5,2,222,2.5,2,0,2,2,0,0,0,0,1.4,1.4,0.0,1.4,7,1,18,0.81,0.0,0.81,0.81,0.81,0.56,0.01,0.57,0.56,0.57
700,Jaroslav Drobný,cz CZE,PO,Düsseldorf,de Bundesliga,38,1979,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,Óscar Duarte,cr CRC,"DF,CC",Espanyol,es La Liga,29,1989,11,7,660,7.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,16,2,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
702,Rubén Duarte,es ESP,DF,Alavés,es La Liga,22,1995,33,33,2772,30.8,0,0,0,0,0,0,10,1,0.7,0.7,1.7,2.3,34,105,81,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.08,0.02,0.08
703,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,23,1994,25,21,2044,22.7,1,6,7,1,0,0,2,0,0.9,0.9,4.5,5.4,86,129,157,0.04,0.26,0.31,0.04,0.31,0.04,0.2,0.24,0.04,0.24
704,Martin Dúbravka,sk SVK,PO,Newcastle Utd,eng Premier League,29,1989,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,Marvin Ducksch,de GER,DL,Düsseldorf,de Bundesliga,24,1994,16,8,823,9.1,1,1,2,1,0,0,1,0,1.6,1.6,1.8,3.4,8,33,61,0.11,0.11,0.22,0.11,0.22,0.18,0.2,0.38,0.18,0.38
706,Ondrej Duda,sk SVK,CC,Hertha BSC,de Bundesliga,23,1994,32,30,2563,28.5,11,5,16,11,0,0,7,0,7.0,7.0,5.8,12.8,36,141,116,0.39,0.18,0.56,0.39,0.56,0.25,0.2,0.45,0.25,0.45
707,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,26,1992,35,35,3087,34.3,5,1,6,5,0,0,4,1,3.1,3.1,0.3,3.4,1,35,11,0.15,0.03,0.17,0.15,0.17,0.09,0.01,0.1,0.09,0.1
708,Demeaco Duhaney,eng ENG,DF,Huddersfield,eng Premier League,19,1998,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,26,1991,26,21,1990,22.1,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0,10,68,16,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
710,Alfred Duncan,gh GHA,CC,Sassuolo,it Serie A,25,1993,26,21,1848,20.5,4,4,8,4,0,0,7,1,1.1,1.1,2.8,3.9,45,109,59,0.19,0.19,0.39,0.19,0.39,0.05,0.14,0.19,0.05,0.19
711,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,26,1991,36,36,3151,35.0,2,1,3,2,0,0,6,1,1.8,1.8,0.8,2.6,16,63,6,0.06,0.03,0.09,0.06,0.09,0.05,0.02,0.07,0.05,0.07
712,Maxime Dupé,fr FRA,PO,Nantes,fr Ligue 1,25,1993,11,10,940,10.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,Erik Durm,de GER,DF,Huddersfield,eng Premier League,26,1992,28,21,2055,22.8,0,1,1,0,0,0,0,0,0.4,0.4,0.6,1.0,42,61,106,0.0,0.04,0.04,0.0,0.04,0.02,0.03,0.04,0.02,0.04
714,Jimmy Durmaz,se SWE,"CC,DL",Toulouse,fr Ligue 1,29,1989,36,21,1899,21.1,4,1,5,2,2,2,5,0,4.4,2.8,2.9,5.7,60,144,110,0.19,0.05,0.24,0.09,0.14,0.21,0.14,0.35,0.13,0.27
715,Riza Durmisi,dk DEN,DF,Lazio,it Serie A,24,1994,10,2,326,3.6,0,1,1,0,0,0,4,0,0.1,0.1,0.8,1.0,16,12,25,0.0,0.28,0.28,0.0,0.28,0.04,0.23,0.27,0.04,0.27
716,Hugo Duro,es ESP,"CC,DL",Getafe,es La Liga,18,1999,11,5,417,4.6,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1.0,3,5,18,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22
717,Raphael Dwamena,gh GHA,DL,Levante,es La Liga,22,1995,12,1,222,2.5,0,1,1,0,0,0,0,0,0.7,0.7,0.5,1.2,7,3,17,0.0,0.41,0.41,0.0,0.41,0.28,0.19,0.47,0.28,0.47
718,Paulo Dybala,ar ARG,"DL,CC",Juventus,it Serie A,24,1993,30,24,2137,23.7,5,4,9,4,1,1,2,0,5.0,4.2,3.8,8.0,69,143,154,0.21,0.17,0.38,0.17,0.34,0.21,0.16,0.37,0.18,0.34
719,Edin Džeko,ba BIH,DL,Roma,it Serie A,32,1986,33,28,2579,28.7,9,6,15,9,0,0,9,0,14.5,14.5,4.2,18.6,64,94,246,0.31,0.21,0.52,0.31,0.52,0.5,0.15,0.65,0.5,0.65
720,Blerim Džemaili,ch SUI,CC,Bologna,it Serie A,32,1986,28,20,1750,19.4,1,1,2,1,0,0,4,0,1.8,1.8,1.3,3.2,55,105,69,0.05,0.05,0.1,0.05,0.1,0.09,0.07,0.16,0.09,0.16
721,Félix Eboa Eboa,cm CMR,DF,Guingamp,fr Ligue 1,21,1997,27,27,2426,27.0,3,0,3,3,0,0,5,0,1.7,1.7,0.3,2.0,9,74,3,0.11,0.0,0.11,0.11,0.11,0.06,0.01,0.08,0.06,0.08
722,Dennis Eckert,de GER,DL,Celta Vigo,es La Liga,21,1997,9,1,216,2.4,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,2,4,17,0.0,0.0,0.0,0.0,0.0,0.3,0.04,0.34,0.3,0.34
723,Bruno Ecuele Manga,ga GAB,DF,Cardiff City,eng Premier League,30,1988,38,37,3376,37.5,0,1,1,0,0,0,0,0,1.1,1.1,0.4,1.5,18,102,19,0.0,0.03,0.03,0.0,0.03,0.03,0.01,0.04,0.03,0.04
1449,Simone Edera,it ITA,CC,Torino,it Serie A,21,1997,7,4,273,3.1,0,0,0,0,0,0,1,0,0.7999999999999999,0.7999999999999999,0.30000000000000004,1.1,8,3,15,0.0,0.0,0.0,0.0,0.0,0.38,0.23,0.62,0.38,0.62
726,Ederson,br BRA,PO,Manchester City,eng Premier League,24,1993,38,38,3420,38.0,0,1,1,0,0,0,2,0,0.0,0.0,0.1,0.1,0,3,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
727,Johannes Eggestein,de GER,"DL,CC",Werder Bremen,de Bundesliga,20,1998,23,12,1113,12.4,4,1,5,4,0,0,0,0,4.6,4.6,1.8,6.4,42,35,121,0.32,0.08,0.4,0.32,0.4,0.38,0.14,0.52,0.38,0.52
728,Maximilian Eggestein,de GER,CC,Werder Bremen,de Bundesliga,21,1996,34,34,3052,33.9,5,4,9,5,0,0,4,0,2.1,2.1,4.6,6.7,77,199,127,0.15,0.12,0.27,0.15,0.27,0.06,0.14,0.2,0.06,0.2
729,Albin Ekdal,se SWE,CC,Sampdoria,it Serie A,29,1989,32,30,2646,29.4,0,0,0,0,0,0,6,0,0.9,0.9,1.0,1.9,39,129,25,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07
730,Josip Elez,hr CRO,DF,Hannover 96,de Bundesliga,24,1994,10,7,646,7.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,14,29,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03
731,Harvey Elliott,eng ENG,CC,Fulham,eng Premier League,15,2003,2,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27
732,Mohamed Elneny,eg EGY,CC,Arsenal,eng Premier League,26,1992,8,5,380,4.2,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,4,31,4,0.0,0.0,0.0,0.0,0.0,0.11,0.05,0.15,0.11,0.15
733,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,24,1994,27,24,2254,25.0,1,0,1,1,0,0,5,0,1.5,1.5,0.6,2.1,25,71,24,0.04,0.0,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08
734,Gorka Elustondo,es ESP,"CC,DF",Rayo Vallecano,es La Liga,31,1987,5,3,285,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,4,15,1,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.13,0.01,0.13
735,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,21,1996,30,30,2623,29.1,2,1,3,2,0,0,1,0,1.4,1.4,0.7,2.1,53,118,11,0.07,0.03,0.1,0.07,0.1,0.05,0.02,0.07,0.05,0.07
736,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,24,1993,5,5,430,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0,6,2,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04
