RL2018-2019,Jugador2018-2019,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,TA2018-2019,TR2018-2019,2a amarilla2018-2019,Fls2018-2019,FR2018-2019,PA2018-2019,Pcz2018-2019,Int2018-2019,TklG2018-2019,Penal ejecutado2018-2019,Penal concedido2018-2019,GC2018-2019,Recup.2018-2019,Ganados2018-2019,Perdidos2018-2019,% de ganados2018-2019
877,James Garner,eng ENG,CC,Manchester Utd,eng Premier League,17,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
878,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,27,1990,28.9,17,1,1,50,12,1,49,42,43,0,2,0,118,53,50,51.5
879,Paulo Gazzaniga,ar ARG,PO,Tottenham,eng Premier League,26,1992,3.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0
880,Marcello Gazzola,it ITA,"DF,CC",Parma,it Serie A,33,1985,10.2,3,0,0,11,6,0,33,4,4,0,0,0,38,23,13,63.9
881,Jean-Philippe Gbamin,ci CIV,CC,Mainz 05,de Bundesliga,22,1995,29.7,3,0,0,38,27,1,26,30,31,0,1,0,226,51,38,57.3
882,David de Gea,es ESP,PO,Manchester Utd,eng Premier League,27,1990,38.0,1,0,0,1,4,0,0,0,0,0,0,0,46,3,0,100.0
883,Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,31,1986,31.3,2,0,0,33,32,3,39,69,38,1,0,0,123,104,80,56.5
884,Dennis Geiger,de GER,CC,Hoffenheim,de Bundesliga,20,1998,2.7,1,0,0,5,6,0,7,3,1,1,0,0,12,2,10,16.7
885,Jérémy Gélin,fr FRA,"DF,CC",Rennes,fr Ligue 1,21,1997,14.2,3,1,0,17,8,0,0,19,16,0,0,0,82,13,22,37.1
886,Romain Genevois,ht HAI,DF,Caen,fr Ligue 1,30,1987,4.0,0,0,0,4,0,0,4,8,6,0,0,0,16,3,5,37.5
887,Christian Gentner,de GER,"CC,DL",Stuttgart,de Bundesliga,32,1985,22.4,3,0,0,29,31,3,36,31,38,0,0,1,130,36,33,52.2
888,Yannick Gerhardt,de GER,CC,Wolfsburg,de Bundesliga,24,1994,27.3,2,0,0,28,41,5,51,30,34,1,0,0,127,25,43,36.8
889,Valère Germain,fr FRA,DL,Marseille,fr Ligue 1,28,1990,24.1,1,0,0,22,20,5,22,6,25,0,0,0,59,98,146,40.2
890,Gerson,br BRA,"CC,DL",Fiorentina,it Serie A,21,1997,27.0,9,0,0,52,85,4,16,16,26,0,1,1,141,35,41,46.1
891,Gervinho,ci CIV,DL,Parma,it Serie A,31,1987,25.6,3,0,0,11,32,15,8,10,12,1,0,0,115,0,7,0.0
892,Willem Geubbels,fr FRA,CC,Monaco,fr Ligue 1,16,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
893,Lamine Ghezali,fr FRA,"DL,CC",Saint-Étienne,fr Ligue 1,19,1999,0.5,1,0,0,3,2,0,3,0,1,0,0,0,5,0,2,0.0
894,Rachid Ghezzal,dz ALG,"DL,CC",Leicester City,eng Premier League,26,1992,8.3,3,0,0,13,8,0,45,7,5,0,0,0,50,10,7,58.8
895,Paolo Ghiglione,it ITA,DF,Frosinone,it Serie A,21,1997,5.7,4,0,0,12,1,0,28,4,4,0,0,0,27,2,3,40.0
896,Saman Ghoddos,ir IRN,"DL,CC",Amiens,fr Ligue 1,24,1993,20.3,4,0,0,28,43,5,107,7,17,0,0,0,87,15,25,37.5
897,Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,27,1991,12.8,2,0,0,12,18,3,113,8,7,0,0,0,59,31,18,63.3
898,Emanuele Giaccherini,it ITA,"CC,DL",Chievo,it Serie A,33,1985,22.3,8,0,0,19,47,5,127,16,8,1,0,1,134,12,29,29.3
899,Morgan Gibbs-White,eng ENG,"CC,DL",Wolves,eng Premier League,18,2000,7.4,1,0,0,8,6,2,17,1,3,0,0,0,42,12,18,40.0
900,Ben Gibson,eng ENG,DF,Burnley,eng Premier League,25,1993,0.7,1,0,0,2,0,0,0,0,1,0,0,0,3,2,3,40.0
901,Fabian Giefer,de GER,PO,Augsburg,de Bundesliga,28,1990,4.0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,50.0
902,Niko Gießelmann,de GER,DF,Düsseldorf,de Bundesliga,26,1991,28.8,2,0,0,26,34,4,77,36,37,1,0,0,143,49,31,61.3
903,Bryan Gil,es ESP,"CC,DL",Sevilla,es La Liga,17,2001,1.9,0,0,0,3,8,0,9,1,4,0,0,0,11,0,2,0.0
904,Daniel Ginczek,de GER,DL,Wolfsburg,de Bundesliga,27,1991,14.2,4,0,0,14,14,4,18,3,7,0,0,0,45,26,33,44.1
905,Matthias Ginter,de GER,DF,M'Gladbach,de Bundesliga,24,1994,26.4,2,0,0,12,15,2,9,17,14,0,0,0,115,67,44,60.4
906,Andrei Girotto,br BRA,CC,Nantes,fr Ligue 1,26,1992,16.4,6,3,2,35,23,0,4,29,40,0,0,0,86,55,40,57.9
907,Olivier Giroud,fr FRA,DL,Chelsea,eng Premier League,31,1986,9.4,1,0,0,12,6,6,1,3,2,0,0,0,22,37,19,66.1
908,Kamil Glik,pl POL,DF,Monaco,fr Ligue 1,30,1988,33.0,10,0,0,29,38,0,2,61,23,0,2,0,137,95,78,54.9
909,Serge Gnabry,de GER,"DL,CC",Bayern Munich,de Bundesliga,23,1995,19.6,0,0,0,25,15,12,32,11,20,0,0,0,94,7,17,29.2
910,Joris Gnagnon,fr FRA,"DF,CC",Sevilla,es La Liga,21,1997,5.0,2,0,0,8,7,0,1,10,8,0,0,0,30,18,10,64.3
911,Eddy Gnahoré,fr FRA,CC,Amiens,fr Ligue 1,24,1993,24.9,4,2,2,35,9,3,4,23,27,0,0,0,160,29,27,51.8
912,Massimo Gobbi,it ITA,DF,Parma,it Serie A,37,1980,13.1,3,0,0,24,6,0,21,9,7,0,1,0,60,8,11,42.1
913,Kevin Goden,de GER,"DF,CC",Nürnberg,de Bundesliga,19,1999,3.0,1,0,0,2,0,0,3,4,3,0,0,0,15,7,5,58.3
914,Diego Godín,uy URU,DF,Atlético Madrid,es La Liga,32,1986,27.9,6,0,0,32,24,0,0,45,30,0,0,1,138,83,51,61.9
915,Mauro Goicoechea,uy URU,PO,Toulouse,fr Ligue 1,30,1988,7.9,0,0,0,0,3,0,0,0,0,0,0,0,6,2,0,100.0
916,Edoardo Goldaniga,it ITA,DF,Frosinone,it Serie A,24,1993,29.0,6,0,0,46,36,4,21,57,28,0,0,0,107,65,38,63.1
917,Pierluigi Gollini,it ITA,PO,Atalanta,it Serie A,23,1995,20.0,1,0,0,1,1,0,0,0,2,0,1,0,48,4,1,80.0
918,Aleksandr Golovin,ru RUS,"CC,DL",Monaco,fr Ligue 1,22,1996,25.4,7,1,0,45,43,1,67,22,17,0,0,0,138,8,22,26.7
919,André Gomes,pt POR,CC,Everton,eng Premier League,25,1993,22.0,7,0,0,49,26,0,16,20,23,0,0,0,178,35,32,52.2
920,Angel Gomes,eng ENG,"CC,DL",Manchester Utd,eng Premier League,17,2000,0.3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0.0
1843,Ibai Gómez,es ESP,DL,Athletic Club,es La Liga,28,1989,22.5,0,0,0,6,12,0,124,10,11,0,0,0,127,9,17,78.8
923,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,21,1997,11.8,2,0,0,12,9,0,7,14,11,0,0,0,71,24,19,55.8
924,Mario Gómez,de GER,DL,Stuttgart,de Bundesliga,33,1985,24.6,4,1,1,32,22,13,5,5,11,0,0,0,55,90,82,52.3
925,Maxi Gómez,uy URU,DL,Celta Vigo,es La Liga,21,1996,32.9,6,1,1,70,66,43,12,2,4,0,0,0,79,134,134,50.0
926,Moi Gómez,es ESP,CC,Huesca,es La Liga,24,1994,33.9,3,0,0,47,25,0,113,28,28,1,0,0,252,21,28,42.9
927,Papu Gómez,ar ARG,"CC,DL",Atalanta,it Serie A,30,1988,32.2,5,0,0,26,93,5,324,16,14,0,1,0,151,9,15,37.5
928,Sergi Gómez,es ESP,DF,Sevilla,es La Liga,26,1992,30.7,1,0,0,28,7,2,2,40,38,0,0,0,124,82,69,54.3
929,Alfred Gomis,sn SEN,PO,SPAL,it Serie A,24,1993,19.2,0,0,0,1,3,0,0,1,0,0,0,0,28,4,1,80.0
930,Maxime Gonalons,fr FRA,CC,Sevilla,es La Liga,29,1989,6.0,0,0,0,17,6,0,0,5,4,0,0,0,36,19,10,65.5
931,Anthony Gonçalves,fr FRA,"CC,DL",Strasbourg,fr Ligue 1,32,1986,11.8,3,0,0,31,6,2,70,10,15,0,0,0,42,13,13,50.0
932,Jérôme Gondorf,de GER,"CC,DL",Freiburg,de Bundesliga,30,1988,14.4,3,0,0,29,25,2,51,19,18,0,0,0,89,18,25,41.9
933,Álvaro González,es ESP,DF,Villarreal,es La Liga,28,1990,32.9,17,2,2,28,32,1,14,37,35,0,1,0,128,79,46,63.2
934,Bruno González,es ESP,DF,Getafe,es La Liga,28,1990,18.9,7,1,1,24,13,0,5,22,10,0,1,0,89,51,45,53.1
935,Cristo González,es ESP,DL,Real Madrid,es La Liga,20,1997,0.5,0,0,0,1,0,0,0,1,0,0,0,0,2,0,2,0.0
936,Giancarlo González,cr CRC,DF,Bologna,it Serie A,30,1988,8.3,2,0,0,8,1,1,1,12,7,0,0,0,36,30,21,58.8
937,Nicolás González,ar ARG,"DL,CC",Stuttgart,de Bundesliga,20,1998,24.0,2,1,0,28,48,10,45,11,14,0,0,0,82,115,97,54.2
938,Jon Gorenc Stanković,si SVN,"CC,DF",Huddersfield,eng Premier League,22,1996,7.9,2,0,0,9,12,0,0,9,18,0,0,0,38,19,15,55.9
939,Leon Goretzka,de GER,CC,Bayern Munich,de Bundesliga,23,1995,22.5,3,0,0,28,20,0,8,26,22,0,0,1,131,37,49,43.0
940,Mathieu Gorgelin,fr FRA,PO,Lyon,fr Ligue 1,27,1990,4.0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,100.0
941,Mirko Gori,it ITA,CC,Frosinone,it Serie A,25,1993,3.7,3,0,0,6,2,0,13,4,13,0,0,0,19,3,4,42.9
942,Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,21,1996,5.1,0,0,0,5,5,0,9,4,9,0,0,0,23,6,8,42.9
943,Robin Gosens,de GER,"DF,CC",Atalanta,it Serie A,24,1994,21.6,2,0,0,26,31,8,86,38,46,0,0,0,132,42,18,70.0
944,Dan Gosling,eng ENG,CC,Bournemouth,eng Premier League,28,1990,19.3,8,0,0,29,24,2,6,20,23,0,0,0,131,33,37,47.1
945,Felix Götze,de GER,CC,Augsburg,de Bundesliga,20,1998,1.4,0,0,0,1,1,0,1,3,2,0,0,0,9,2,5,28.6
946,Mario Götze,de GER,"DL,CC",Dortmund,de Bundesliga,26,1992,18.6,0,0,0,20,26,12,27,8,19,0,0,0,72,8,31,20.5
947,Prince-Désir Gouano,fr FRA,DF,Amiens,fr Ligue 1,24,1993,29.1,2,0,0,32,41,0,2,46,18,0,2,1,122,66,43,60.6
948,Yoann Gourcuff,fr FRA,"CC,DL",Dijon,fr Ligue 1,32,1986,1.5,0,0,0,2,3,0,6,0,0,0,0,0,8,0,0,0.0
949,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,27,1991,23.2,4,0,0,21,9,0,5,56,31,0,0,0,171,45,38,54.2
950,Paolo Gozzi Iweru,it ITA,DF,Juventus,it Serie A,17,2001,1.0,0,0,0,0,0,0,0,3,2,0,0,0,4,1,0,100.0
951,Max Gradel,ci CIV,"DL,CC",Toulouse,fr Ligue 1,30,1987,36.0,6,0,0,71,94,17,146,18,35,3,0,0,178,40,77,34.2
952,Jonathan Gradit,fr FRA,DF,Caen,fr Ligue 1,25,1992,22.3,1,0,0,21,37,1,16,45,28,0,0,1,124,33,56,37.1
1907,Samuel Grandsir,fr FRA,"CC,DL",Strasbourg,fr Ligue 1,21,1996,7.800000000000001,1,2,0,13,4,4,46,2,13,0,0,0,54,5,11,67.3
955,Álex Granell,es ESP,"CC,DF",Girona,es La Liga,29,1988,26.6,5,0,0,33,48,1,173,35,28,0,0,0,164,30,32,48.4
956,Esteban Granero,es ESP,CC,Espanyol,es La Liga,31,1987,22.4,11,0,0,38,42,0,76,26,32,0,1,0,133,21,29,42.0
957,Karlan Grant,eng ENG,DL,Huddersfield,eng Premier League,20,1997,9.7,0,0,0,8,8,4,9,2,2,1,0,0,38,10,49,16.9
958,Alberto Grassi,it ITA,CC,Parma,it Serie A,23,1995,5.1,0,0,0,9,11,0,3,8,12,0,1,0,22,6,6,50.0
959,Andre Gray,jm JAM,DL,Watford,eng Premier League,27,1991,15.2,2,0,0,12,9,15,8,2,1,0,0,0,22,17,52,24.6
960,Demarai Gray,jm JAM,"DL,CC",Leicester City,eng Premier League,22,1996,22.1,2,0,0,14,15,3,52,9,12,0,0,0,99,11,33,25.0
961,Mason Greenwood,eng ENG,DL,Manchester Utd,eng Premier League,16,2001,1.3,0,0,0,0,1,2,1,0,3,0,0,0,5,0,2,0.0
962,Michael Gregoritsch,at AUT,"CC,DL",Augsburg,de Bundesliga,24,1994,27.6,4,0,0,27,28,15,16,15,13,0,0,0,109,91,90,50.3
963,Clément Grenier,fr FRA,CC,Rennes,fr Ligue 1,27,1991,29.6,6,0,0,34,25,0,120,29,27,0,1,0,196,18,18,50.0
964,Antoine Griezmann,fr FRA,"DL,CC",Atlético Madrid,es La Liga,27,1991,35.5,5,0,0,18,35,12,101,12,19,0,0,0,118,41,56,42.3
1931,Vincenzo Grifo,it ITA,"CC,DL",Hoffenheim,de Bundesliga,25,1993,19.6,1,0,0,13,19,10,91,4,17,1,0,0,114,5,12,73.1
967,Florian Grillitsch,at AUT,CC,Hoffenheim,de Bundesliga,22,1995,26.6,8,0,0,41,47,0,14,72,49,0,1,0,213,46,49,48.4
968,Jérémy Grimm,fr FRA,CC,Strasbourg,fr Ligue 1,31,1987,1.9,2,0,0,4,3,1,0,4,2,0,1,0,5,3,3,50.0
969,Pascal Groß,de GER,"CC,DL",Brighton,eng Premier League,27,1991,20.7,1,0,0,11,13,5,142,13,12,1,1,0,90,18,37,32.7
970,Sergej Grubac,me MNE,DL,Chievo,it Serie A,18,2000,1.7,1,0,0,1,3,0,0,0,1,0,0,0,5,7,14,33.3
971,Marko Grujić,rs SRB,CC,Hertha BSC,de Bundesliga,22,1996,19.8,5,0,0,44,22,0,8,29,33,0,1,0,129,69,36,65.7
972,Vicente Guaita,es ESP,PO,Crystal Palace,eng Premier League,31,1987,19.5,2,0,0,1,6,0,0,0,0,0,1,0,12,6,0,100.0
973,Andrés Guardado,mx MEX,"CC,DF",Betis,es La Liga,31,1986,25.9,8,0,0,44,38,2,49,28,15,0,1,0,155,15,27,35.7
1949,Sergi Guardiola,es ESP,DL,Valladolid,es La Liga,27,1991,17.1,0,0,0,38,33,14,21,5,12,3,0,0,41,44,84,34.9
976,Metehan Güçlü,tr TUR,CC,Paris S-G,fr Ligue 1,19,1999,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
977,Gonçalo Guedes,pt POR,"CC,DL",Valencia,es La Liga,21,1996,16.3,2,0,0,19,50,7,52,7,13,0,0,0,82,9,11,45.0
978,Mattéo Guendouzi,fr FRA,CC,Arsenal,eng Premier League,19,1999,23.9,9,0,0,24,62,0,15,30,26,0,0,0,167,18,24,42.9
979,Javi Guerra,es ESP,"DL,CC",Rayo Vallecano,es La Liga,36,1982,2.6,0,0,0,3,3,1,1,1,3,1,0,0,9,10,10,50.0
980,Raphaël Guerreiro,pt POR,"DL,DF",Dortmund,de Bundesliga,24,1993,17.0,2,0,0,10,21,3,65,18,12,0,0,0,92,6,20,23.1
981,Francis Guerrero,es ESP,"DF,DL",Betis,es La Liga,22,1996,19.8,2,0,0,9,39,1,66,21,28,0,0,0,79,8,21,27.6
982,Guido Guerrieri,it ITA,PO,Lazio,it Serie A,22,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
983,Ander Guevara,es ESP,CC,Real Sociedad,es La Liga,21,1997,1.0,0,0,0,2,1,0,1,1,1,0,0,0,5,1,0,100.0
984,Makhtar Gueye,sn SEN,"DL,CC",Saint-Étienne,fr Ligue 1,20,1997,0.6,0,0,0,1,1,0,1,0,1,0,0,0,1,5,3,62.5
985,John Guidetti,se SWE,DL,Alavés,es La Liga,26,1992,7.0,2,0,0,13,4,0,10,1,1,0,0,0,16,16,22,42.1
986,Josuha Guilavogui,fr FRA,CC,Wolfsburg,de Bundesliga,27,1990,17.4,5,0,0,24,8,0,4,43,16,0,0,0,158,29,20,59.2
987,Frederic Guilbert,fr FRA,DF,Caen,fr Ligue 1,23,1994,32.4,10,1,1,57,37,1,91,78,67,0,0,0,173,76,76,50.0
988,Baptiste Guillaume,be BEL,DL,Nîmes,fr Ligue 1,23,1995,13.1,4,0,0,24,21,3,3,2,6,1,0,0,26,84,71,54.2
989,Serhou Guirassy,gn GUI,DL,Amiens,fr Ligue 1,22,1996,12.3,0,1,0,16,40,7,10,4,5,0,0,0,38,91,59,60.7
990,Péter Gulácsi,hu HUN,PO,RB Leipzig,de Bundesliga,28,1990,32.5,0,0,0,0,2,0,0,0,0,0,0,0,60,7,0,100.0
991,Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,27,1991,19.0,3,0,0,10,20,1,0,26,16,0,0,0,59,32,26,55.2
992,Gerard Gumbau,es ESP,CC,Leganés,es La Liga,23,1994,13.3,6,1,1,28,11,0,37,13,16,0,0,0,61,15,16,48.4
993,İlkay Gündoğan,de GER,CC,Manchester City,eng Premier League,27,1990,23.7,3,0,0,13,23,0,98,28,12,0,0,0,154,24,24,50.0
994,Angus Gunn,sct SCO,PO,Southampton,eng Premier League,22,1996,12.0,0,0,0,0,2,0,0,0,0,0,0,0,8,2,0,100.0
995,Aron Gunnarsson,is ISL,CC,Cardiff City,eng Premier League,29,1989,25.2,5,0,0,26,30,0,12,38,29,0,0,0,174,44,33,57.1
996,Christian Günter,de GER,"DF,CC",Freiburg,de Bundesliga,25,1993,32.0,4,1,1,28,25,5,188,14,26,0,0,0,137,10,26,27.8
997,Koray Günter,de GER,DF,Genoa,it Serie A,23,1994,9.3,1,0,0,6,9,1,2,18,13,0,0,0,39,23,12,65.7
998,Serdar Gürler,tr TUR,"CC,DL",Huesca,es La Liga,26,1991,5.4,2,0,0,5,11,7,19,1,5,0,0,0,33,5,21,19.2
999,Ahmet Gürleyen,de GER,DF,Mainz 05,de Bundesliga,19,1999,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,50.0
1000,Régis Gurtner,fr FRA,PO,Amiens,fr Ligue 1,31,1986,38.0,4,0,0,1,6,0,0,1,1,0,1,0,55,6,0,100.0
1001,Gorka Guruzeta,es ESP,"CC,DL",Athletic Club,es La Liga,21,1996,0.6,0,0,0,4,0,0,0,2,1,0,0,0,2,3,9,25.0
1002,Luiz Gustavo,br BRA,"CC,DF",Marseille,fr Ligue 1,31,1987,27.1,8,0,0,37,40,2,7,34,43,0,2,0,159,16,22,42.1
1003,Jonathan de Guzmán,nl NED,CC,Eint Frankfurt,de Bundesliga,30,1987,17.4,4,0,0,18,17,2,108,11,24,0,0,0,120,24,19,55.8
1004,Janik Haberer,de GER,"CC,DL",Freiburg,de Bundesliga,24,1994,26.0,5,1,1,46,47,3,19,36,47,0,0,0,197,52,55,48.6
1005,Hacen,mr MTN,CC,Valladolid,es La Liga,20,1997,0.0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0.0
1006,Alexander Hack,de GER,DF,Mainz 05,de Bundesliga,24,1993,11.3,1,0,0,13,8,0,2,41,13,0,1,0,80,44,30,59.5
2015,Munir El Haddadi,ma MAR,"DL,CC",Sevilla,es La Liga,22,1995,13.299999999999999,2,0,0,19,26,13,22,6,13,0,0,0,38,18,30,87.0
1009,Oussama Haddadi,tn TUN,DF,Dijon,fr Ligue 1,26,1992,29.7,6,1,1,29,11,4,118,45,25,0,0,0,170,28,42,40.0
1010,Florent Hadergjonaj,xk KVX,"DF,CC",Huddersfield,eng Premier League,24,1994,20.5,1,0,0,11,19,2,91,21,17,0,1,0,106,22,22,50.0
1011,Benjamin Hadžić,ba BIH,"DL,CC",Hannover 96,de Bundesliga,19,1999,0.3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.0
1012,André Hahn,de GER,"DL,CC",Augsburg,de Bundesliga,27,1990,22.8,7,0,0,67,20,22,82,27,38,0,0,0,108,54,65,45.4
1013,Amadou Haidara,ml MLI,CC,RB Leipzig,de Bundesliga,20,1998,4.2,1,0,0,8,4,1,5,4,11,0,0,0,20,10,9,52.6
1014,Oualid El Hajjam,ma MAR,"DF,CC",Amiens,fr Ligue 1,27,1991,6.0,1,0,0,10,8,0,17,12,9,0,1,0,31,12,8,60.0
1015,Achraf Hakimi,ma MAR,DF,Dortmund,de Bundesliga,19,1998,19.3,4,0,0,14,36,0,46,29,19,0,0,0,137,15,18,45.5
1016,Sébastien Haller,ci CIV,DL,Eint Frankfurt,de Bundesliga,24,1994,24.2,3,0,0,42,43,20,6,15,11,0,0,0,87,196,136,59.0
2035,Emil Hallfreðsson,is ISL,CC,Udinese,it Serie A,34,1984,5.9,2,0,0,10,5,0,5,5,6,0,1,0,38,1,3,25.0
1019,Marcel Halstenberg,de GER,"DF,DL",RB Leipzig,de Bundesliga,26,1991,26.8,2,0,0,24,21,2,149,38,44,1,0,0,162,71,35,67.0
1020,Ben Hamer,eng ENG,PO,Huddersfield,eng Premier League,30,1987,6.1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,100.0
1021,Romain Hamouma,fr FRA,"DL,CC",Saint-Étienne,fr Ligue 1,31,1987,17.6,3,1,1,24,34,4,90,9,19,0,0,0,77,25,43,36.8
1022,Marek Hamšík,sk SVK,CC,Napoli,it Serie A,31,1987,10.2,1,0,0,5,3,0,3,12,5,0,0,0,81,8,3,72.7
1023,Dávid Hancko,sk SVK,DF,Fiorentina,it Serie A,20,1997,3.1,0,0,0,1,3,0,5,3,6,0,0,0,11,8,3,72.7
1024,Samir Handanović,si SVN,PO,Inter,it Serie A,34,1984,38.0,0,0,0,0,8,0,0,0,0,0,0,0,40,4,0,100.0
1025,Genki Haraguchi,jp JPN,"CC,DF",Hannover 96,de Bundesliga,27,1991,23.7,1,0,0,32,35,1,37,21,26,0,1,0,118,27,30,47.4
1026,Féthi Harek,dz ALG,DF,Nîmes,fr Ligue 1,35,1982,2.0,1,0,0,1,1,0,0,1,4,0,0,0,12,5,2,71.4
1027,Amine Harit,ma MAR,"CC,DL",Schalke 04,de Bundesliga,21,1997,12.0,1,0,0,9,50,1,3,9,8,1,0,0,68,7,15,31.8
1028,Martin Harnik,at AUT,"DL,CC",Werder Bremen,de Bundesliga,31,1987,9.2,2,0,0,16,6,8,10,3,7,0,0,0,41,22,42,34.4
1029,Kadeem Harris,eng ENG,CC,Cardiff City,eng Premier League,25,1993,4.2,1,0,0,4,5,1,15,3,5,0,0,0,10,3,8,27.3
1030,Joe Hart,eng ENG,PO,Burnley,eng Premier League,31,1987,19.0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,100.0
1031,Makoto Hasebe,jp JPN,"DF,CC",Eint Frankfurt,de Bundesliga,34,1984,28.0,4,0,0,17,30,0,2,40,34,0,0,0,236,31,39,44.3
1032,Hans Hateboer,nl NED,DF,Atalanta,it Serie A,24,1994,33.0,5,0,0,31,13,5,75,23,31,0,0,0,130,65,51,56.0
1033,Kai Havertz,de GER,"CC,DL",Leverkusen,de Bundesliga,19,1999,32.2,2,0,0,24,52,4,23,16,17,0,0,0,160,55,62,47.0
1034,Isaac Hayden,eng ENG,CC,Newcastle Utd,eng Premier League,23,1995,20.7,3,1,0,32,14,0,11,40,43,0,0,0,118,52,40,56.5
1035,Eden Hazard,be BEL,DL,Chelsea,eng Premier League,27,1991,32.5,2,0,0,12,104,11,145,13,9,1,0,0,103,19,31,38.0
1036,Thorgan Hazard,be BEL,"DL,CC",M'Gladbach,de Bundesliga,25,1993,31.9,1,0,0,27,61,17,183,27,33,0,1,0,176,21,73,22.3
1037,Rhys Healey,wls WAL,DL,Cardiff City,eng Premier League,23,1994,0.6,0,0,0,1,1,0,3,0,0,0,0,0,1,1,1,50.0
1038,Tom Heaton,eng ENG,PO,Burnley,eng Premier League,32,1986,19.0,3,0,0,1,2,0,0,0,0,0,0,0,19,3,0,100.0
1039,Dominique Heintz,de GER,DF,Freiburg,de Bundesliga,24,1993,33.9,5,0,0,30,11,2,12,45,21,0,3,0,165,61,51,54.5
1040,Filip Helander,se SWE,DF,Bologna,it Serie A,25,1993,19.0,6,0,0,28,6,0,2,14,26,0,1,0,74,51,27,65.4
1041,Jordan Henderson,eng ENG,CC,Liverpool,eng Premier League,28,1990,22.1,2,1,1,26,12,1,38,30,36,0,0,0,168,24,20,54.5
1042,Jeff Hendrick,ie IRL,"CC,DL",Burnley,eng Premier League,26,1992,22.9,4,0,0,17,13,9,24,12,12,0,1,0,121,17,29,37.0
1043,Wayne Hennessey,wls WAL,PO,Crystal Palace,eng Premier League,31,1987,17.5,0,0,0,0,1,0,0,0,0,0,0,0,15,10,0,100.0
1044,Rouwen Hennings,de GER,DL,Düsseldorf,de Bundesliga,30,1987,20.4,3,0,0,22,22,7,4,4,10,0,1,0,42,52,76,40.6
2091,Benjamin Henrichs,de GER,"DF,CC",Monaco,fr Ligue 1,21,1997,21.0,4,0,0,38,43,4,50,38,39,0,1,0,96,13,18,41.9
1047,Dalbert Henrique,br BRA,DF,Inter,it Serie A,24,1993,8.6,2,0,0,9,17,0,40,8,24,0,0,0,61,23,21,52.3
1048,Uche Henry Agbo,ng NGA,CC,Rayo Vallecano,es La Liga,22,1995,4.1,2,0,0,12,4,0,0,6,4,0,0,0,22,7,6,53.8
1049,Christophe Hérelle,mq MTQ,DF,Nice,fr Ligue 1,25,1992,32.6,9,1,0,34,46,0,3,61,52,0,1,0,186,99,56,63.9
1050,Mario Hermoso,es ESP,DF,Espanyol,es La Liga,23,1995,31.2,7,0,0,22,29,2,1,37,24,0,2,0,181,70,43,61.9
1051,Javier Hernández,mx MEX,DL,West Ham,eng Premier League,30,1988,14.8,2,0,0,9,34,11,9,1,0,2,0,0,32,12,26,31.6
1052,Lucas Hernández,fr FRA,DF,Atlético Madrid,es La Liga,22,1996,12.4,5,0,0,13,20,0,10,14,25,0,0,0,67,21,13,61.8
1053,Theo Hernández,fr FRA,DF,Real Sociedad,es La Liga,20,1997,22.0,5,1,0,29,70,4,58,33,33,0,0,0,126,22,16,57.9
1054,Ander Herrera,es ESP,CC,Manchester Utd,eng Premier League,28,1989,15.6,4,0,0,21,20,0,6,37,28,0,1,0,114,5,14,26.3
1055,Yangel Herrera,ve VEN,"CC,DF",Huesca,es La Liga,20,1998,12.8,5,0,0,32,23,0,10,14,24,0,1,0,85,31,17,64.6
1056,Iago Herrerín,es ESP,PO,Athletic Club,es La Liga,30,1988,31.0,1,0,0,1,4,0,0,0,0,0,0,0,27,17,1,94.4
1057,Patrick Herrmann,de GER,"DL,DF",M'Gladbach,de Bundesliga,27,1991,12.0,1,0,0,16,10,3,70,6,14,0,1,0,53,7,18,28.0
2117,Pablo Hervías,es ESP,CC,Valladolid,es La Liga,25,1993,3.8,1,0,0,3,8,0,41,2,1,0,0,0,14,3,4,133.3
1060,Përparim Hetemaj,fi FIN,CC,Chievo,it Serie A,31,1986,24.0,9,0,0,57,69,1,57,30,27,0,0,0,143,19,44,30.2
