RL2018-2019,Jugador2018-2019,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,PJ2018-2019,Mín2018-2019,Mn/PJ2018-2019,% min2018-2019,90 s2018-2019,Titular2018-2019,Mn/arranque2018-2019,Compl2018-2019,Sup2018-2019,Mn/Sust2018-2019,Partidos como sustituto2018-2019,PPP2018-2019,onG2018-2019,onGA2018-2019,+/-2018-2019,+/-902018-2019,Dentro-Fuera2018-2019,onxG2018-2019,onxGA2018-2019,xG+/-2018-2019,xG+/-902018-2019,Dentro-Fuera.12018-2019
1842,Soualiho Meïté,fr FRA,CC,Torino,it Serie A,24.0,1994.0,35,2659.0,76.0,77.7,29.5,30,85.0,21,5,24.0,0,1.71,39.0,29.0,10.0,0.34,-0.25,36.0,34.6,1.4,0.05,0.34
1843,Farid El Melali,dz ALG,"CC,DL",Angers,fr Ligue 1,21.0,1997.0,18,328.0,18.0,9.6,3.6,0,0.0,0,18,18.0,8,1.39,7.0,4.0,3.0,0.82,1.06,8.9,5.2,3.7,1.03,1.06
1844,Óscar Melendo,es ESP,"CC,DL",Espanyol,es La Liga,20.0,1997.0,32,1997.0,62.0,58.4,22.2,22,81.0,6,10,22.0,6,1.34,34.0,20.0,14.0,0.63,1.64,33.2,29.6,3.5,0.16,0.69
1845,Gonzalo Melero,es ESP,CC,Huesca,es La Liga,24.0,1994.0,22,1345.0,61.0,39.3,14.9,14,79.0,7,8,30.0,0,0.91,13.0,25.0,-12.0,-0.8,-0.37,20.7,24.0,-3.3,-0.22,0.04
1846,Arthur Melo,br BRA,CC,Barcelona,es La Liga,21.0,1996.0,27,1430.0,53.0,41.8,15.9,19,67.0,0,8,20.0,3,2.33,32.0,15.0,17.0,1.07,-0.6,29.9,18.8,11.0,0.69,-0.19
1847,Memphis,nl NED,"DL,CC",Lyon,fr Ligue 1,24.0,1994.0,36,2737.0,76.0,80.0,30.4,29,87.0,22,7,30.0,2,1.89,54.0,34.0,20.0,0.66,0.26,58.0,35.1,22.9,0.75,-0.16
1848,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,27.0,1990.0,31,2667.0,86.0,78.0,29.6,31,86.0,29,0,0.0,0,1.68,41.0,24.0,17.0,0.57,1.29,40.0,25.9,14.2,0.48,1.19
1849,Thiago Mendes,br BRA,CC,Lille,fr Ligue 1,26.0,1992.0,35,3074.0,88.0,89.9,34.2,35,88.0,27,0,0.0,0,2.11,64.0,24.0,40.0,1.17,2.47,54.0,35.1,18.9,0.55,0.94
1850,Brais Méndez,es ESP,"CC,DL",Celta Vigo,es La Liga,21.0,1997.0,31,2349.0,76.0,68.7,26.1,27,85.0,19,4,14.0,3,0.97,34.0,44.0,-10.0,-0.38,-0.47,28.5,42.2,-13.7,-0.53,-0.47
1851,Nathaniel Mendez-Laing,gt GUA,"CC,DL",Cardiff City,eng Premier League,26.0,1992.0,20,985.0,49.0,28.8,10.9,11,72.0,3,9,21.0,6,0.6,11.0,18.0,-7.0,-0.64,0.4,12.4,18.9,-6.5,-0.6,-0.13
1852,Stiven Mendoza,co COL,"DL,CC",Amiens,fr Ligue 1,26.0,1992.0,25,1877.0,75.0,54.9,20.9,22,83.0,13,3,16.0,1,1.08,15.0,28.0,-13.0,-0.62,-0.16,16.9,26.1,-9.2,-0.44,-0.13
1853,Alexandre Mendy,gw GNB,DL,Guingamp,fr Ligue 1,24.0,1994.0,16,767.0,48.0,22.4,8.5,8,72.0,2,8,24.0,3,0.69,6.0,16.0,-10.0,-1.17,-0.16,9.3,15.4,-6.1,-0.72,-0.48
1854,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,24.0,1994.0,10,900.0,90.0,26.3,10.0,10,90.0,10,0,0.0,1,2.6,29.0,6.0,23.0,2.3,0.55,22.7,7.2,15.5,1.55,-0.03
1855,Edouard Mendy,sn SEN,PO,Reims,fr Ligue 1,26.0,1992.0,38,3420.0,90.0,100.0,38.0,38,90.0,38,0,0.0,0,1.45,39.0,42.0,-3.0,-0.08,0.0,38.1,45.0,-6.9,-0.18,0.0
1856,Ferland Mendy,fr FRA,DF,Lyon,fr Ligue 1,23.0,1995.0,30,2531.0,84.0,74.0,28.1,27,89.0,26,3,40.0,1,1.87,52.0,34.0,18.0,0.64,0.13,51.5,33.4,18.1,0.64,-0.54
1857,Nampalys Mendy,sn SEN,CC,Leicester City,eng Premier League,26.0,1992.0,31,2092.0,67.0,61.2,23.2,23,87.0,19,8,12.0,4,1.52,31.0,29.0,2.0,0.09,0.02,30.1,28.0,2.1,0.09,-0.36
1858,Hamza Mendyl,ma MAR,DF,Schalke 04,de Bundesliga,20.0,1997.0,9,544.0,60.0,17.8,6.0,7,70.0,4,2,29.0,8,0.89,4.0,8.0,-4.0,-0.66,-0.16,6.7,6.7,0.0,0.0,0.16
1859,Phillip Menzel,de GER,PO,Wolfsburg,de Bundesliga,19.0,1998.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1860,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,20.0,1997.0,13,850.0,65.0,24.9,9.4,10,82.0,8,3,10.0,2,0.92,15.0,17.0,-2.0,-0.21,0.21,14.6,14.0,0.5,0.05,0.21
1861,Gabriel Mercado,ar ARG,DF,Sevilla,es La Liga,31.0,1987.0,23,1738.0,76.0,50.8,19.3,19,81.0,15,4,48.0,4,1.61,37.0,23.0,14.0,0.72,0.67,37.7,22.7,15.0,0.78,0.44
1862,Alex Meret,it ITA,PO,Napoli,it Serie A,21.0,1997.0,14,1151.0,82.0,33.7,12.8,13,85.0,12,1,47.0,11,2.21,28.0,9.0,19.0,1.49,0.73,21.2,12.6,8.6,0.67,0.08
1863,Mehdi Merghem,fr FRA,"DL,CC",Guingamp,fr Ligue 1,21.0,1997.0,9,721.0,80.0,21.1,8.0,9,80.0,4,0,0.0,1,0.78,7.0,12.0,-5.0,-0.62,0.54,8.8,13.0,-4.1,-0.52,-0.22
1864,Mikel Merino,es ESP,CC,Real Sociedad,es La Liga,22.0,1996.0,29,2055.0,71.0,60.1,22.8,24,81.0,14,5,23.0,1,1.38,27.0,29.0,-2.0,-0.09,-0.15,31.7,30.8,0.9,0.04,0.02
1865,Sabin Merino,es ESP,"DL,CC",Leganés,es La Liga,26.0,1992.0,12,295.0,25.0,8.6,3.3,2,72.0,0,10,15.0,5,1.58,3.0,5.0,-2.0,-0.61,-0.49,4.9,4.2,0.7,0.21,0.24
1866,Martín Merquelanz,es ESP,CC,Real Sociedad,es La Liga,23.0,1995.0,1,6.0,6.0,0.2,0.1,0,0.0,0,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,-0.03
1867,Dries Mertens,be BEL,DL,Napoli,it Serie A,31.0,1987.0,35,2252.0,64.0,65.8,25.0,23,82.0,13,12,31.0,2,2.0,55.0,19.0,36.0,1.44,1.28,41.8,23.6,18.2,0.73,0.31
1868,Roque Mesa,es ESP,CC,Sevilla,es La Liga,29.0,1989.0,31,1746.0,56.0,51.1,19.4,20,77.0,11,11,18.0,4,1.58,34.0,27.0,7.0,0.36,-0.07,34.0,23.4,10.5,0.54,-0.03
1869,Lionel Messi,ar ARG,DL,Barcelona,es La Liga,31.0,1987.0,34,2713.0,80.0,79.3,30.1,29,88.0,28,5,33.0,0,2.35,75.0,25.0,50.0,1.66,1.15,60.4,34.6,25.8,0.85,0.25
1870,Romain Métanire,mg MAD,DF,Reims,fr Ligue 1,28.0,1990.0,5,313.0,63.0,9.2,3.5,4,76.0,3,1,8.0,6,1.4,3.0,6.0,-3.0,-0.86,-0.86,1.8,7.2,-5.4,-1.55,-1.51
1871,Thomas Meunier,be BEL,DF,Paris S-G,fr Ligue 1,26.0,1991.0,22,1610.0,73.0,47.1,17.9,19,80.0,11,3,31.0,3,2.64,50.0,12.0,38.0,2.12,0.53,41.9,14.3,27.6,1.54,0.36
1872,Mexer,mz MOZ,DF,Rennes,fr Ligue 1,29.0,1988.0,29,2469.0,85.0,72.2,27.4,29,85.0,26,0,0.0,3,1.55,43.0,32.0,11.0,0.4,1.16,41.4,32.7,8.7,0.32,0.38
1873,Max Meyer,de GER,CC,Crystal Palace,eng Premier League,22.0,1995.0,29,1416.0,49.0,41.4,15.7,15,79.0,3,14,17.0,6,1.14,27.0,24.0,3.0,0.19,0.42,20.7,19.0,1.7,0.11,0.29
1874,Matt Miazga,us USA,DF,Nantes,fr Ligue 1,23.0,1995.0,8,720.0,90.0,21.1,8.0,8,90.0,8,0,0.0,5,0.75,7.0,13.0,-6.0,-0.75,-0.95,8.8,11.2,-2.4,-0.29,-0.44
1875,Míchel,es ESP,CC,Valladolid,es La Liga,30.0,1988.0,35,2553.0,73.0,74.6,28.4,27,87.0,20,8,25.0,2,1.17,26.0,35.0,-9.0,-0.32,0.72,32.4,44.0,-11.6,-0.41,0.2
1876,Mathieu Michel,fr FRA,PO,Angers,fr Ligue 1,26.0,1991.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1877,Clément Michelin,fr FRA,DF,Toulouse,fr Ligue 1,21.0,1997.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,0.0,0,0.0,0.0,4.0,-4.0,-4.0,-3.51,0.3,3.2,-2.9,-2.92,-2.71
1878,Petar Mićin,rs SRB,CC,Udinese,it Serie A,19.0,1998.0,1,3.0,3.0,0.1,0.0,0,0.0,0,1,3.0,28,3.0,0.0,0.0,0.0,0.0,0.37,0.0,1.2,-1.2,-36.47,-36.05
1879,Simon Mignolet,be BEL,PO,Liverpool,eng Premier League,30.0,1988.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1880,Miguel,es ESP,DL,Valladolid,es La Liga,18.0,1999.0,2,12.0,6.0,0.4,0.1,0,0.0,0,2,5.0,8,1.5,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.4,2.77,3.24
1881,Florian Miguel,fr FRA,DF,Nîmes,fr Ligue 1,21.0,1996.0,13,1117.0,86.0,32.7,12.4,12,89.0,11,1,49.0,11,1.38,19.0,22.0,-3.0,-0.24,-0.32,17.7,17.7,0.0,0.0,0.25
1882,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,20.0,1997.0,34,3008.0,88.0,88.0,33.4,34,88.0,32,0,0.0,1,0.97,36.0,37.0,-1.0,-0.03,-0.69,46.9,32.0,14.8,0.44,0.84
1883,Arkadiusz Milik,pl POL,DL,Napoli,it Serie A,24.0,1994.0,35,2396.0,68.0,70.1,26.6,27,82.0,17,8,24.0,3,2.0,55.0,25.0,30.0,1.13,0.42,42.1,27.0,15.2,0.57,-0.17
1884,Sergej Milinković-Savić,rs SRB,CC,Lazio,it Serie A,23.0,1995.0,31,2396.0,77.0,70.1,26.6,29,81.0,18,2,20.0,1,1.52,39.0,27.0,12.0,0.45,0.63,43.9,28.4,15.4,0.58,0.76
1885,Vanja Milinković-Savić,rs SRB,PO,SPAL,it Serie A,21.0,1997.0,2,164.0,82.0,4.8,1.8,2,82.0,1,0,0.0,16,1.5,3.0,4.0,-1.0,-0.55,-0.24,2.5,3.4,-0.9,-0.49,-0.31
1886,Luka Milivojević,rs SRB,CC,Crystal Palace,eng Premier League,27.0,1991.0,38,3420.0,90.0,100.0,38.0,38,90.0,38,0,0.0,0,1.29,51.0,53.0,-2.0,-0.05,0.0,47.6,50.1,-2.5,-0.07,0.0
1887,Pere Milla,es ESP,"CC,DL",Eibar,es La Liga,25.0,1992.0,5,341.0,68.0,10.0,3.8,5,68.0,1,0,0.0,16,0.8,2.0,4.0,-2.0,-0.53,-0.47,2.0,4.2,-2.2,-0.58,-0.91
1888,Vincenzo Millico,it ITA,CC,Torino,it Serie A,17.0,2000.0,1,1.0,1.0,0.0,0.0,0,0.0,0,1,1.0,9,3.0,0.0,0.0,0.0,0.0,-0.39,0.0,0.0,0.0,0.0,0.03
1889,James Milner,eng ENG,"CC,DF",Liverpool,eng Premier League,32.0,1986.0,31,1789.0,58.0,52.3,19.9,19,81.0,11,12,20.0,2,2.52,45.0,12.0,33.0,1.66,-0.22,38.1,15.1,23.0,1.16,-0.05
1890,Santi Mina,es ESP,DL,Valencia,es La Liga,22.0,1995.0,30,1852.0,62.0,54.2,20.6,23,77.0,9,7,10.0,2,1.63,30.0,21.0,9.0,0.44,0.04,34.5,21.9,12.5,0.61,0.31
1891,Yerry Mina,co COL,DF,Everton,eng Premier League,23.0,1994.0,13,892.0,69.0,26.1,9.9,10,88.0,9,3,5.0,6,1.46,15.0,13.0,2.0,0.2,-0.01,14.9,15.9,-1.1,-0.11,-0.29
1892,Tyrone Mings,eng ENG,DF,Bournemouth,eng Premier League,25.0,1993.0,5,143.0,29.0,4.2,1.6,2,64.0,1,3,5.0,8,0.6,1.0,4.0,-3.0,-1.89,-1.59,0.7,3.5,-2.8,-1.77,-1.74
1893,Ignasi Miquel,es ESP,DF,Getafe,es La Liga,25.0,1992.0,7,316.0,45.0,9.2,3.5,4,79.0,3,3,0.0,16,1.71,3.0,1.0,2.0,0.57,0.25,3.9,4.3,-0.4,-0.12,-0.21
1894,Kevin Mirallas,be BEL,"DL,CC",Fiorentina,it Serie A,30.0,1987.0,27,1299.0,48.0,38.0,14.4,15,68.0,4,12,23.0,6,1.0,13.0,14.0,-1.0,-0.07,-0.2,21.3,14.2,7.1,0.49,0.24
1895,Jorge Miramón,es ESP,DF,Huesca,es La Liga,29.0,1989.0,30,2492.0,83.0,72.9,27.7,30,83.0,26,0,0.0,0,0.9,26.0,42.0,-16.0,-0.58,0.0,34.2,40.3,-6.0,-0.22,0.11
1896,Miranda,br BRA,DF,Inter,it Serie A,33.0,1984.0,14,1158.0,83.0,33.9,12.9,14,83.0,11,0,0.0,20,1.57,16.0,11.0,5.0,0.39,-0.37,18.0,16.6,1.4,0.11,-0.85
1897,Juan Miranda,es ESP,DF,Barcelona,es La Liga,18.0,2000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898,Antonio Mirante,it ITA,PO,Roma,it Serie A,35.0,1983.0,11,990.0,90.0,28.9,11.0,11,90.0,11,0,0.0,24,2.0,16.0,6.0,10.0,0.91,0.61,16.3,12.6,3.7,0.33,0.01
1899,Virgil Misidjan,nl NED,"CC,DL",Nürnberg,de Bundesliga,25.0,1993.0,23,1543.0,67.0,50.4,17.1,17,81.0,10,6,27.0,1,0.52,11.0,42.0,-31.0,-1.81,-1.16,14.7,29.3,-14.6,-0.85,-0.7
1900,Simone Missiroli,it ITA,CC,SPAL,it Serie A,32.0,1986.0,34,2741.0,81.0,80.1,30.5,33,82.0,23,1,26.0,1,1.24,35.0,40.0,-5.0,-0.16,0.76,35.4,38.2,-2.8,-0.09,0.51
1901,Kostas Mitroglou,gr GRE,DL,Marseille,fr Ligue 1,30.0,1988.0,14,580.0,41.0,17.0,6.4,7,67.0,1,7,16.0,6,1.29,12.0,11.0,1.0,0.16,-0.07,9.7,8.8,0.9,0.13,-0.07
1902,Aleksandar Mitrović,rs SRB,DL,Fulham,eng Premier League,23.0,1994.0,37,3280.0,89.0,95.9,36.4,37,89.0,35,0,0.0,0,0.7,33.0,78.0,-45.0,-1.23,0.05,39.7,64.0,-24.2,-0.67,1.0
1903,Stefan Mitrović,rs SRB,DF,Strasbourg,fr Ligue 1,28.0,1990.0,34,3026.0,89.0,88.5,33.6,34,89.0,32,0,0.0,0,1.21,50.0,45.0,5.0,0.15,-0.99,35.3,46.1,-10.7,-0.32,-0.5
1904,Maximilian Mittelstädt,de GER,"DF,CC",Hertha BSC,de Bundesliga,21.0,1997.0,25,1804.0,72.0,59.0,20.0,20,84.0,16,5,23.0,7,1.16,24.0,32.0,-8.0,-0.4,-0.4,28.0,38.8,-10.9,-0.54,-0.57
1905,Henrikh Mkhitaryan,am ARM,"DL,CC",Arsenal,eng Premier League,29.0,1989.0,25,1641.0,66.0,48.0,18.2,19,79.0,11,6,22.0,3,1.88,33.0,26.0,7.0,0.38,-0.37,32.3,24.6,7.7,0.42,0.52
1906,Luka Modrić,hr CRO,CC,Real Madrid,es La Liga,32.0,1985.0,34,2608.0,77.0,76.3,29.0,31,82.0,18,3,22.0,1,1.79,45.0,36.0,9.0,0.31,-0.58,45.5,36.2,9.4,0.32,-0.81
1907,Abukar Mohamed,fi FIN,CC,Lazio,it Serie A,19.0,1999.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Kevin Möhwald,de GER,CC,Werder Bremen,de Bundesliga,25.0,1993.0,23,873.0,38.0,28.5,9.7,7,84.0,4,16,18.0,5,1.61,15.0,11.0,4.0,0.41,0.21,13.3,14.6,-1.3,-0.13,0.07
1909,Niklas Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,32.0,1985.0,30,2637.0,88.0,86.2,29.3,30,88.0,28,0,0.0,0,1.63,47.0,36.0,11.0,0.38,0.8,42.2,46.3,-4.1,-0.14,0.34
1910,Johan Mojica,co COL,"DL,CC",Girona,es La Liga,25.0,1992.0,1,20.0,20.0,0.6,0.2,0,0.0,0,1,19.0,0,0.0,0.0,1.0,-1.0,-4.5,-4.1,0.5,0.2,0.2,1.12,1.37
1911,Hakim El Mokeddem,br BRA,"DL,CC",Toulouse,fr Ligue 1,19.0,1999.0,2,25.0,13.0,0.7,0.3,0,0.0,0,2,13.0,2,0.5,1.0,0.0,1.0,3.6,4.21,1.0,0.3,0.7,2.43,2.73
1912,Arturo Molina,es ESP,CC,Levante,es La Liga,22.0,1996.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1913,Jorge Molina,es ESP,DL,Getafe,es La Liga,36.0,1982.0,38,2648.0,70.0,77.4,29.4,28,85.0,16,10,27.0,0,1.55,40.0,27.0,13.0,0.44,0.44,37.9,31.4,6.5,0.22,0.68
1914,Cristian Molinaro,it ITA,"DF,CC",Frosinone,it Serie A,35.0,1983.0,14,1159.0,83.0,33.9,12.9,13,87.0,11,1,31.0,22,0.21,9.0,31.0,-22.0,-1.71,-0.99,13.2,25.0,-11.8,-0.92,-0.47
1915,Victor Mollejo,es ESP,"DL,DF",Atlético Madrid,es La Liga,17.0,2001.0,4,65.0,16.0,1.9,0.7,0,0.0,0,4,15.0,4,2.5,1.0,0.0,1.0,1.38,0.71,1.0,0.8,0.2,0.32,0.18
1916,Florent Mollet,fr FRA,CC,Montpellier,fr Ligue 1,26.0,1991.0,32,2564.0,80.0,75.0,28.5,31,82.0,12,1,21.0,0,1.59,41.0,32.0,9.0,0.32,0.11,35.8,30.6,5.2,0.18,-0.14
1917,Jayson Molumby,ie IRL,CC,Brighton,eng Premier League,18.0,1999.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1918,Gabriele Moncini,it ITA,CC,SPAL,it Serie A,22.0,1996.0,1,8.0,8.0,0.2,0.1,0,0.0,0,1,8.0,11,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.4,-0.3,-3.75,-3.57
1919,Thomas Monconduit,fr FRA,CC,Amiens,fr Ligue 1,27.0,1991.0,33,2818.0,85.0,82.4,31.3,32,87.0,28,1,42.0,1,1.03,23.0,42.0,-19.0,-0.61,-0.31,28.9,40.4,-11.5,-0.37,0.07
1920,Kévin Monnet-Paquet,fr FRA,"DF,CC",Saint-Étienne,fr Ligue 1,29.0,1988.0,23,1482.0,64.0,43.3,16.5,16,84.0,9,7,21.0,2,1.57,22.0,21.0,1.0,0.06,-0.73,23.9,22.1,1.8,0.11,-0.1
1921,Nacho Monreal,es ESP,DF,Arsenal,eng Premier League,32.0,1986.0,22,1861.0,85.0,54.4,20.7,21,87.0,20,1,24.0,4,2.14,44.0,24.0,20.0,0.97,0.85,34.3,29.2,5.1,0.24,0.2
1922,Francisco Montero,es ESP,DF,Atlético Madrid,es La Liga,19.0,1999.0,9,404.0,45.0,11.8,4.5,4,79.0,2,5,18.0,12,2.0,6.0,5.0,1.0,0.22,-0.52,6.4,7.0,-0.5,-0.12,-0.3
1923,Eric Montes,es ESP,DF,Girona,es La Liga,20.0,1998.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Cristóbal Montiel,es ESP,DL,Fiorentina,it Serie A,18.0,2000.0,1,6.0,6.0,0.2,0.1,0,0.0,0,1,6.0,11,1.0,0.0,0.0,0.0,0.0,-0.05,0.5,0.0,0.5,6.86,6.53
1925,Riccardo Montolivo,it ITA,CC,Milan,it Serie A,33.0,1985.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926,Martín Montoya,es ESP,DF,Brighton,eng Premier League,27.0,1991.0,25,2167.0,87.0,63.4,24.1,24,90.0,24,1,6.0,0,0.8,25.0,41.0,-16.0,-0.66,-0.02,23.3,37.7,-14.4,-0.6,0.08
1927,Shaquell Moore,us USA,"DF,CC",Levante,es La Liga,21.0,1996.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Aaron Mooy,au AUS,"CC,DL",Huddersfield,eng Premier League,27.0,1990.0,29,2330.0,80.0,68.1,25.9,25,89.0,24,4,26.0,0,0.52,18.0,48.0,-30.0,-1.16,0.82,20.8,38.5,-17.6,-0.68,0.52
1929,Emre Mor,tr TUR,"DL,CC",Celta Vigo,es La Liga,21.0,1997.0,10,369.0,37.0,10.8,4.1,4,62.0,0,6,20.0,8,0.9,4.0,8.0,-4.0,-0.98,-0.83,2.4,7.3,-4.9,-1.2,-0.92
1930,Alfredo Morales,us USA,CC,Düsseldorf,de Bundesliga,28.0,1990.0,23,1532.0,67.0,50.1,17.0,16,88.0,14,7,17.0,4,0.83,15.0,40.0,-25.0,-1.47,-2.0,19.5,34.2,-14.7,-0.87,-0.83
3863,Álvaro Morata,es ESP,DL,Chelsea,eng Premier League,25.0,1992.0,31,2024.0,131.0,59.2,22.5,24,155.0,9,7,51.0,2,3.87,31.0,24.0,7.0,0.63,-0.98,29.9,23.1,6.800000000000001,0.63,-0.13
1933,Jan Morávek,cz CZE,CC,Augsburg,de Bundesliga,28.0,1989.0,13,757.0,58.0,24.7,8.4,7,79.0,2,6,34.0,5,0.69,14.0,22.0,-8.0,-0.95,-0.48,10.0,14.6,-4.6,-0.54,-0.11
1934,Steven Moreira,cv CPV,"DF,CC",Toulouse,fr Ligue 1,23.0,1994.0,10,863.0,86.0,25.2,9.6,10,86.0,8,0,0.0,14,0.4,6.0,16.0,-10.0,-1.04,-0.62,10.9,13.1,-2.1,-0.22,0.08
1935,Jérémy Morel,mg MAD,DF,Lyon,fr Ligue 1,34.0,1984.0,12,1064.0,89.0,31.1,11.8,12,89.0,11,0,0.0,16,1.92,24.0,15.0,9.0,0.76,0.23,21.0,15.0,6.1,0.51,-0.4
1936,Alberto Moreno,es ESP,DF,Liverpool,eng Premier League,26.0,1992.0,2,154.0,77.0,4.5,1.7,2,77.0,1,0,0.0,16,3.0,5.0,2.0,3.0,1.75,-0.01,3.0,1.6,1.4,0.82,-0.38
1937,Álex Moreno,es ESP,DF,Rayo Vallecano,es La Liga,25.0,1993.0,36,3136.0,87.0,91.7,34.8,36,87.0,32,0,0.0,0,0.86,36.0,60.0,-24.0,-0.69,0.9,44.8,53.4,-8.7,-0.25,0.59
1938,Gerard Moreno,es ESP,DL,Villarreal,es La Liga,26.0,1992.0,35,2315.0,66.0,67.7,25.7,25,84.0,16,10,22.0,1,1.14,24.0,32.0,-8.0,-0.31,-0.72,34.5,37.2,-2.7,-0.11,-0.24
1939,Héctor Moreno,mx MEX,DF,Real Sociedad,es La Liga,30.0,1988.0,25,1933.0,77.0,56.5,21.5,21,90.0,21,4,10.0,7,1.56,30.0,29.0,1.0,0.05,0.17,29.6,27.3,2.3,0.11,0.18
1940,Pablo Moreno,es ESP,DL,Juventus,it Serie A,16.0,2002.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1941,Sergio Moreno,es ESP,DL,Rayo Vallecano,es La Liga,19.0,1999.0,1,14.0,14.0,0.4,0.2,0,0.0,0,1,13.0,3,0.0,0.0,0.0,0.0,0.0,0.77,1.2,0.0,1.2,7.72,8.05
1942,Emiliano Moretti,it ITA,DF,Torino,it Serie A,37.0,1981.0,24,2010.0,84.0,58.8,22.3,22,90.0,21,2,20.0,12,1.96,31.0,19.0,12.0,0.54,0.35,27.5,25.5,2.0,0.09,0.28
1943,Wes Morgan,jm JAM,DF,Leicester City,eng Premier League,34.0,1984.0,22,1925.0,88.0,56.3,21.4,21,88.0,19,1,84.0,9,1.36,28.0,26.0,2.0,0.09,0.03,28.3,24.7,3.6,0.17,-0.14
1944,Manu Morlanes,es ESP,CC,Villarreal,es La Liga,19.0,1999.0,10,610.0,61.0,17.8,6.8,7,77.0,1,3,24.0,12,1.4,16.0,11.0,5.0,0.74,0.99,10.3,8.4,1.9,0.28,0.37
1945,Loren Morón,es ESP,DL,Betis,es La Liga,24.0,1993.0,33,1957.0,59.0,57.2,21.7,22,80.0,10,11,18.0,4,1.12,24.0,27.0,-3.0,-0.14,0.17,27.5,24.4,3.1,0.14,0.48
1946,Sean Morrison,eng ENG,DF,Cardiff City,eng Premier League,27.0,1991.0,34,3039.0,89.0,88.9,33.8,34,89.0,33,0,0.0,0,0.82,28.0,63.0,-35.0,-1.04,-1.04,37.4,54.8,-17.4,-0.51,-0.1
1947,Morro,es ESP,PO,Rayo Vallecano,es La Liga,17.0,2000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Victor Moses,ng NGA,DL,Chelsea,eng Premier League,27.0,1990.0,2,28.0,14.0,0.8,0.3,0,0.0,0,2,13.0,2,2.0,0.0,1.0,-1.0,-3.21,-3.88,0.5,0.1,0.4,1.21,0.64
3899,Lebo Mothiba,za RSA,DL,Strasbourg,fr Ligue 1,22.0,1996.0,35,2024.0,139.0,59.199999999999996,22.5,21,166.0,9,14,21.0,2,3.52,40.0,27.0,13.0,2.19,1.23,28.4,30.5,-2.1,0.48000000000000004,0.36
1951,Kevin Mouanga,fr FRA,DF,Angers,fr Ligue 1,18.0,2000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,François Moubandje,ch SUI,DF,Toulouse,fr Ligue 1,28.0,1990.0,22,1935.0,88.0,56.6,21.5,21,90.0,21,1,45.0,7,0.95,19.0,32.0,-13.0,-0.6,-0.06,24.9,32.0,-7.1,-0.33,-0.11
1953,Zourdine Mouhemed Thior,sn SEN,DL,Real Sociedad,es La Liga,21.0,1997.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
