Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Toques,Toques,Toques,Toques,Toques,Toques,Toques,Tomas,Tomas,Tomas,Tomas,Tomas,Transportes,Transportes,Transportes,Transportes,Transportes,Transportes,Transportes,Transportes,Recepción,Recepción,Unnamed: 31_level_0
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR,Partidos
436,Mahdi Camara,fr FRA,CC,Brest,fr Ligue 1,24,1998,20.2,955,30,193,569,210,36,955,45,24,53.3,16,35.6,633,3726,1596,32,25,2,27,17,550,44,Partidos
437,Mohamed Camara,gn GUI,CC,Roma,it Serie A,25,1997,7.7,393,10,61,262,81,8,393,13,7,53.8,5,38.5,233,1268,585,13,10,2,11,6,241,14,Partidos
438,Mohamed Camara,ml MLI,CC,Monaco,fr Ligue 1,22,2000,24.4,1574,44,344,1028,223,6,1574,49,23,46.9,15,30.6,1236,6182,2831,28,29,1,36,26,1105,19,Partidos
439,Ousmane Camara,gn GUI,"DL,CC",Auxerre,fr Ligue 1,20,2001,0.3,11,0,0,3,8,1,11,1,0,0.0,0,0.0,7,71,35,2,2,0,0,0,5,1,Partidos
440,Ousmane Camara,fr FRA,DF,Angers,fr Ligue 1,19,2003,5.8,416,42,190,230,3,1,416,3,2,66.7,1,33.3,336,2207,1358,3,1,0,4,1,307,0,Partidos
441,Eduardo Camavinga,fr FRA,"CC,DF",Real Madrid,es La Liga,19,2002,22.3,1770,51,372,942,485,39,1770,71,38,53.5,25,35.2,1162,6589,3684,69,77,12,39,28,1326,99,Partidos
442,Nicolò Cambiaghi,it ITA,"DL,CC",Empoli,it Serie A,21,2000,14.3,638,9,87,255,311,56,638,57,22,38.6,20,35.1,442,3746,1603,73,30,23,44,21,464,99,Partidos
443,Andrea Cambiaso,it ITA,DF,Bologna,it Serie A,22,2000,24.1,1790,70,620,771,423,40,1790,60,31,51.7,24,40.0,1030,5494,2822,64,59,17,42,18,1148,105,Partidos
444,Axel Camblan,fr FRA,"DL,CC",Brest,fr Ligue 1,18,2003,0.8,46,0,6,17,24,9,46,4,1,25.0,3,75.0,28,282,81,2,3,1,4,3,30,9,Partidos
445,Sergio Camello,es ESP,DL,Rayo Vallecano,es La Liga,21,2001,26.7,782,29,51,337,406,101,782,46,18,39.1,24,52.2,483,2631,1053,40,36,17,71,35,561,122,Partidos
446,Chem Campbell,wls WAL,"DL,CC",Wolves,eng Premier League,19,2002,0.8,47,1,6,19,23,5,47,4,2,50.0,2,50.0,39,303,70,2,6,1,3,6,36,10,Partidos
447,Emre Can,de GER,CC,Dortmund,de Bundesliga,28,1994,21.1,1510,82,448,872,202,18,1509,25,13,52.0,7,28.0,927,4997,2356,34,26,1,15,11,1015,12,Partidos
448,Sergio Canales,es ESP,"DL,CC",Betis,es La Liga,31,1991,26.7,1677,13,180,745,781,54,1676,54,28,51.9,19,35.2,1051,6475,3161,82,69,5,55,41,1275,150,Partidos
449,Matteo Cancellieri,it ITA,DL,Lazio,it Serie A,20,2002,2.8,134,2,20,50,66,16,134,9,3,33.3,4,44.4,88,630,346,15,8,9,13,3,97,33,Partidos
450,João Cancelo,pt POR,DF,Manchester City,eng Premier League,28,1994,14.2,1363,20,225,686,461,47,1363,60,30,50.0,23,38.3,838,4860,2808,72,39,21,18,14,1020,125,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR,Partidos
451,João Cancelo,pt POR,"DF,DL",Bayern Munich,de Bundesliga,28,1994,11.2,1014,31,224,506,296,38,1014,65,34,52.3,26,40.0,636,3732,2011,51,24,19,20,9,701,90,Partidos
452,Antonio Candreva,it ITA,"CC,DF",Salernitana,it Serie A,35,1987,30.3,1802,48,332,783,708,46,1802,34,8,23.5,14,41.2,1093,5695,2245,71,50,10,25,13,1298,171,Partidos
453,Thomas Cannon,ie IRL,DL,Everton,eng Premier League,19,2002,0.3,8,0,0,2,6,4,8,1,0,0.0,0,0.0,6,34,7,1,0,0,0,0,7,2,Partidos
454,Sergi Canós,es ESP,"DL,DF",Brentford,eng Premier League,25,1997,0.9,57,1,13,25,20,2,57,6,4,66.7,2,33.3,29,206,111,4,2,0,0,0,36,7,Partidos
455,Ander Capa,es ESP,DF,Athletic Club,es La Liga,30,1992,1.2,110,2,24,50,37,2,110,3,2,66.7,1,33.3,53,406,193,5,9,1,3,2,56,7,Partidos
456,Pierrick Capelle,fr FRA,"CC,DF",Angers,fr Ligue 1,35,1987,15.9,898,38,194,485,227,19,898,29,14,48.3,14,48.3,608,3413,1195,16,24,4,34,20,548,40,Partidos
457,Étienne Capoue,fr FRA,CC,Villarreal,es La Liga,34,1988,21.7,1211,40,199,726,301,24,1211,62,31,50.0,22,35.5,783,4152,2037,45,27,10,26,13,948,72,Partidos
458,Gianluca Caprari,it ITA,"CC,DL",Monza,it Serie A,29,1993,27.1,1364,7,128,668,577,103,1363,91,40,44.0,43,47.3,884,5535,2661,100,50,42,79,32,1089,188,Partidos
459,Francesco Caputo,it ITA,DL,Sampdoria,it Serie A,34,1987,12.2,309,4,11,126,172,49,309,9,3,33.3,5,55.6,181,696,192,6,4,7,21,14,243,76,Partidos
460,Francesco Caputo,it ITA,DL,Empoli,it Serie A,34,1987,19.0,478,10,34,207,239,103,476,12,1,8.3,8,66.7,288,1218,449,16,7,7,45,24,395,128,Partidos
461,Maxence Caqueret,fr FRA,CC,Lyon,fr Ligue 1,22,2000,30.7,2162,60,333,1196,654,73,2162,87,41,47.1,38,43.7,1650,8467,3482,46,81,11,70,48,1514,114,Partidos
462,Andrea Carboni,it ITA,DF,Monza,it Serie A,21,2001,1.9,104,4,41,43,20,4,104,3,1,33.3,2,66.7,50,284,190,4,2,0,0,0,66,2,Partidos
463,Franco Carboni,it ITA,"DF,DL",Monza,it Serie A,19,2003,0.7,61,2,17,28,21,1,61,7,3,42.9,4,57.1,34,293,169,7,3,1,0,0,36,8,Partidos
464,Valentin Carboni,ar ARG,"CC,DF",Inter,it Serie A,17,2005,0.3,25,0,4,12,10,1,25,2,1,50.0,1,50.0,16,182,83,2,0,0,2,1,15,3,Partidos
465,Isaac Carcelen,es ESP,DF,Cádiz,es La Liga,29,1993,24.4,1212,119,438,550,239,12,1212,21,14,66.7,6,28.6,494,2387,1410,33,18,3,18,18,550,62,Partidos
466,Irvin Cardona,fr FRA,"DL,CC",Brest,fr Ligue 1,24,1997,2.6,85,2,7,41,37,12,85,5,1,20.0,3,60.0,56,290,92,3,1,2,7,3,57,14,Partidos
467,Irvin Cardona,fr FRA,"CC,DL",Augsburg,de Bundesliga,24,1997,3.5,120,7,16,40,64,16,120,7,4,57.1,3,42.9,68,359,222,9,6,1,13,4,72,17,Partidos
468,Igor Carioca,br BRA,DF,Lorient,fr Ligue 1,25,1996,5.1,348,19,115,162,74,8,348,15,6,40.0,7,46.7,227,1269,662,8,13,1,8,1,200,23,Partidos
469,Carlos,br BRA,DF,Monza,it Serie A,23,1999,34.3,2073,111,676,917,498,71,2073,61,33,54.1,24,39.3,1032,5925,3073,87,62,15,45,28,1267,151,Partidos
470,Diego Carlos,br BRA,DF,Aston Villa,eng Premier League,29,1993,2.3,156,11,54,94,11,4,156,0,0,,0,,100,348,193,1,3,0,2,0,111,0,Partidos
471,Juan Carlos,es ESP,PO,Girona,es La Liga,34,1988,10.0,356,324,355,1,0,0,356,0,0,,0,,212,903,476,0,0,0,0,0,188,0,Partidos
472,José Carlos Lazo,es ESP,"CC,DL",Almería,es La Liga,26,1996,0.2,8,0,1,2,5,1,8,1,1,100.0,0,0.0,7,44,9,0,0,0,2,0,7,3,Partidos
473,José Carlos Lazo,es ESP,"CC,DL",Espanyol,es La Liga,26,1996,1.8,70,6,24,14,32,4,70,5,1,20.0,4,80.0,34,215,103,2,5,0,3,4,33,10,Partidos
474,Carmona,es ESP,"CC,DF",Elche,es La Liga,20,2002,6.5,265,20,83,93,92,14,265,20,9,45.0,8,40.0,143,814,338,8,10,6,12,4,116,27,Partidos
475,Carmona,es ESP,DF,Sevilla,es La Liga,20,2002,5.9,400,33,147,196,60,6,400,6,2,33.3,3,50.0,227,935,526,9,11,2,11,2,249,8,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR,Partidos
476,Marco Carnesecchi,it ITA,PO,Cremonese,it Serie A,22,2000,27.0,1036,906,1036,0,0,0,1036,0,0,,0,,568,2965,1600,0,0,0,0,0,407,0,Partidos
477,Yannick Carrasco,be BEL,"DF,CC",Atlético Madrid,es La Liga,28,1993,25.7,1404,32,230,456,745,160,1403,124,60,48.4,51,41.1,822,6278,3577,146,58,71,52,34,922,264,Partidos
478,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,30,1992,19.8,1512,85,412,580,526,39,1512,17,9,52.9,5,29.4,864,3105,1547,22,30,3,23,7,1049,147,Partidos
479,Fabio Carvalho,pt POR,"CC,DL",Liverpool,eng Premier League,19,2002,3.9,193,2,31,75,91,26,193,6,2,33.3,3,50.0,122,568,255,9,9,2,11,15,145,26,Partidos
480,Matis Carvalho,pt POR,PO,Montpellier,fr Ligue 1,23,1999,1.5,56,44,56,0,0,0,56,0,0,,0,,32,211,112,0,0,0,0,0,19,0,Partidos
481,William Carvalho,pt POR,CC,Betis,es La Liga,30,1992,27.1,1979,40,303,1323,370,37,1979,52,29,55.8,17,32.7,1276,5717,2667,46,43,7,23,27,1591,52,Partidos
482,Nicolò Casale,it ITA,DF,Lazio,it Serie A,24,1998,27.1,1803,215,871,917,27,14,1803,3,1,33.3,2,66.7,1102,6813,3784,11,3,0,5,1,1246,3,Partidos
483,Casemiro,br BRA,CC,Manchester Utd,eng Premier League,30,1992,23.6,1758,110,531,949,293,24,1758,20,9,45.0,8,40.0,850,2828,1404,14,17,1,18,14,1103,34,Partidos
484,Casemiro,br BRA,CC,Real Madrid,es La Liga,30,1992,0.1,11,1,3,8,0,0,11,0,0,,0,,7,20,6,0,0,0,1,0,7,0,Partidos
485,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,24,1997,20.2,1215,76,423,545,258,11,1215,33,16,48.5,9,27.3,610,3143,1677,42,33,4,24,7,652,57,Partidos
486,Tommaso Cassandro,it ITA,DF,Lecce,it Serie A,22,2000,0.1,8,1,4,3,1,0,8,0,0,,0,,2,5,4,0,0,0,0,0,3,0,Partidos
487,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,26,1995,36.2,2237,158,820,920,508,52,2237,30,11,36.7,14,46.7,989,4010,1994,39,23,5,32,17,1246,149,Partidos
488,Michele Castagnetti,it ITA,CC,Cremonese,it Serie A,32,1989,15.7,941,33,209,560,184,9,941,12,8,66.7,3,25.0,449,1871,970,14,11,0,15,3,551,10,Partidos
489,Koen Casteels,be BEL,PO,Wolfsburg,de Bundesliga,30,1992,34.0,1653,1196,1636,17,1,1,1653,0,0,,0,,1030,4948,2681,0,1,1,0,0,884,0,Partidos
490,Valentín Castellanos,ar ARG,DL,Girona,es La Liga,23,1998,28.9,672,28,65,278,343,123,671,43,14,32.6,21,48.8,361,1903,923,30,27,11,46,22,478,128,Partidos
491,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,27,1995,28.5,1650,164,691,876,89,24,1650,18,11,61.1,5,27.8,1112,5790,3067,19,22,0,20,7,959,20,Partidos
492,Samu Castillejo,es ESP,"DL,CC",Valencia,es La Liga,27,1995,15.1,840,2,81,345,422,49,840,65,23,35.4,33,50.8,561,3278,1701,54,41,11,43,28,604,115,Partidos
493,Jonny Castro,es ESP,DF,Wolves,eng Premier League,28,1994,14.0,1004,53,343,444,227,13,1004,32,14,43.8,15,46.9,499,2623,1495,24,18,4,16,13,600,46,Partidos
494,Gaetano Castrovilli,it ITA,CC,Fiorentina,it Serie A,25,1997,8.0,324,15,56,148,127,22,324,16,7,43.8,5,31.3,176,1019,467,12,13,0,11,9,200,16,Partidos
495,Danilo Cataldi,it ITA,CC,Lazio,it Serie A,27,1994,21.3,1487,80,370,954,174,0,1487,18,6,33.3,8,44.4,752,2871,1108,8,9,0,7,8,1044,14,Partidos
496,Catena,es ESP,DF,Rayo Vallecano,es La Liga,27,1994,34.5,2120,282,1160,930,41,24,2120,2,2,100.0,0,0.0,1220,5620,2913,8,5,0,11,6,1348,2,Partidos
497,Yoann Cathline,fr FRA,"DL,CC",Lorient,fr Ligue 1,20,2002,12.1,548,16,122,169,267,29,548,63,23,36.5,31,49.2,410,2896,1414,46,30,10,38,27,369,106,Partidos
498,Maximiliano Caufriez,be BEL,DF,Clermont Foot,fr Ligue 1,25,1997,24.7,1367,206,688,595,93,14,1367,13,5,38.5,6,46.2,1006,6727,3440,33,35,1,14,7,873,13,Partidos
499,Edinson Cavani,uy URU,DL,Valencia,es La Liga,35,1987,16.1,476,13,54,217,208,54,473,10,4,40.0,5,50.0,230,904,316,8,7,3,30,9,356,53,Partidos
500,Dani Ceballos,es ESP,CC,Real Madrid,es La Liga,25,1996,17.4,1690,29,258,986,465,34,1690,66,40,60.6,22,33.3,1243,6885,3318,60,52,7,19,26,1366,60,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR,Partidos
501,Pietro Ceccaroni,it ITA,DF,Lecce,it Serie A,26,1995,0.5,22,4,9,10,3,1,22,0,0,,0,,7,30,16,0,0,0,0,0,7,1,Partidos
502,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,30,1992,15.7,780,86,308,386,96,15,780,3,2,66.7,1,33.3,368,1928,1123,25,14,2,13,8,409,20,Partidos
503,Assan Ceesay,gm GAM,DL,Lecce,it Serie A,28,1994,20.1,642,28,69,270,311,71,641,36,22,61.1,12,33.3,304,1456,590,21,15,8,64,25,417,111,Partidos
504,Emil Ceide,no NOR,DL,Sassuolo,it Serie A,20,2001,5.7,233,1,30,80,124,39,233,25,8,32.0,14,56.0,160,1103,709,37,13,23,15,8,182,47,Partidos
505,Zeki Çelik,tr TUR,DF,Roma,it Serie A,25,1997,16.7,1102,43,350,491,276,18,1102,16,6,37.5,10,62.5,522,2709,1444,34,31,6,17,13,604,76,Partidos
506,Álex Centelles,es ESP,DF,Almería,es La Liga,24,1997,12.5,686,55,269,244,180,7,686,14,6,42.9,7,50.0,341,1561,854,17,11,1,11,6,368,48,Partidos
507,Fabien Centonze,fr FRA,DF,Nantes,fr Ligue 1,26,1996,18.8,1217,87,331,564,332,13,1217,66,38,57.6,22,33.3,757,4676,2055,42,39,5,25,11,671,125,Partidos
508,Michele Cerofolini,it ITA,PO,Fiorentina,it Serie A,23,1999,5.0,202,165,201,1,0,0,202,0,0,,0,,123,615,370,0,0,0,0,0,121,0,Partidos
509,Franco Cervi,ar ARG,"CC,DF",Celta Vigo,es La Liga,28,1994,21.0,1143,16,219,496,437,50,1143,51,21,41.2,22,43.1,637,3430,1526,45,38,8,30,16,650,113,Partidos
510,Julio César Enciso,py PAR,"DL,CC",Brighton,eng Premier League,18,2004,9.0,395,2,22,154,228,49,395,63,31,49.2,25,39.7,241,1769,1013,39,29,17,19,20,292,74,Partidos
511,Julian Chabot,de GER,DF,Köln,de Bundesliga,24,1998,20.0,1434,228,831,572,35,17,1434,8,4,50.0,1,12.5,765,3090,1438,5,6,1,4,2,825,2,Partidos
512,Florian Chabrolle,fr FRA,CC,Ajaccio,fr Ligue 1,24,1998,3.7,170,6,20,113,39,0,170,1,0,0.0,1,100.0,121,567,236,1,4,0,5,4,108,8,Partidos
513,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,fr Ligue 1,17,2005,6.5,515,56,214,283,21,2,515,2,1,50.0,1,50.0,428,1642,610,1,3,0,2,2,396,8,Partidos
514,Fares Chaïbi,dz ALG,"DL,CC",Toulouse,fr Ligue 1,19,2002,26.0,1314,48,194,606,531,86,1314,36,12,33.3,21,58.3,997,5316,2412,71,41,18,54,24,970,212,Partidos
515,Nathaniel Chalobah,eng ENG,CC,Fulham,eng Premier League,27,1994,0.1,11,4,5,3,3,1,11,0,0,,0,,6,16,8,0,1,0,1,1,8,0,Partidos
516,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,23,1999,17.9,1369,135,602,604,167,23,1369,10,8,80.0,1,10.0,784,2679,1393,17,13,1,6,5,973,27,Partidos
517,Muhammed Cham,at AUT,CC,Clermont Foot,fr Ligue 1,21,2000,21.9,1268,12,148,614,527,61,1266,65,31,47.7,26,40.0,1010,6125,2895,71,74,11,39,56,967,120,Partidos
518,Calum Chambers,eng ENG,"DF,CC",Aston Villa,eng Premier League,27,1995,3.9,245,30,119,96,32,2,245,0,0,,0,,139,794,540,6,4,0,2,1,149,2,Partidos
519,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,32,1990,1.0,71,2,14,32,25,2,71,4,1,25.0,3,75.0,28,99,59,2,0,1,2,0,37,6,Partidos
520,Gaëtan Charbonnier,fr FRA,"DL,CC",Auxerre,fr Ligue 1,33,1988,2.8,120,5,11,67,43,14,120,4,2,50.0,1,25.0,91,433,139,2,3,0,8,6,92,18,Partidos
521,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,27,1994,27.7,1587,175,836,707,55,27,1587,3,3,100.0,0,0.0,1072,5655,3006,9,5,0,7,4,949,7,Partidos
522,Shea Charles,nir NIR,DF,Manchester City,eng Premier League,18,2003,0.3,32,5,14,18,0,0,32,0,0,,0,,20,116,43,1,0,0,0,1,19,0,Partidos
523,Xavier Chavalerin,fr FRA,CC,Troyes,fr Ligue 1,31,1991,27.0,1337,72,427,677,240,38,1337,17,9,52.9,5,29.4,939,4366,1543,18,21,5,24,12,840,49,Partidos
524,Pep Chavarría,es ESP,"DL,CC",Rayo Vallecano,es La Liga,24,1998,4.1,229,8,37,75,120,8,229,16,7,43.8,8,50.0,113,658,365,13,6,1,7,4,122,25,Partidos
525,Ivane Chegra,fr FRA,"CC,DL",Ajaccio,fr Ligue 1,18,2004,2.1,67,0,17,30,22,1,67,8,3,37.5,4,50.0,44,355,159,7,2,1,7,5,38,5,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR,Partidos
526,Pape Cheikh Diop,sn SEN,CC,Elche,es La Liga,24,1997,0.4,20,2,7,13,0,0,20,1,0,0.0,1,100.0,13,67,26,0,0,0,0,1,14,0,Partidos
527,Rayan Cherki,fr FRA,"CC,DL",Lyon,fr Ligue 1,18,2003,20.8,1364,3,83,552,758,141,1364,157,79,50.3,65,41.4,1145,8325,4182,133,91,61,63,49,1107,260,Partidos
528,Ilyes Cheti,dz ALG,DF,Angers,fr Ligue 1,27,1995,2.3,150,14,62,67,22,1,150,2,0,0.0,2,100.0,99,535,205,2,1,0,5,1,79,7,Partidos
529,Lucas Chevalier,fr FRA,PO,Lille,fr Ligue 1,20,2001,32.0,1060,832,1057,3,0,0,1060,0,0,,0,,858,4458,2988,0,0,0,1,0,638,0,Partidos
530,Fabio Chiarodia,it ITA,DF,Werder Bremen,de Bundesliga,17,2005,0.7,29,6,16,11,2,1,29,0,0,,0,,9,44,13,0,0,0,0,0,12,0,Partidos
531,Federico Chiesa,it ITA,"DF,CC",Juventus,it Serie A,24,1997,9.5,476,4,56,166,265,49,476,45,24,53.3,19,42.2,293,2176,1193,46,28,16,26,19,331,88,Partidos
532,Ben Chilwell,eng ENG,"DF,CC",Chelsea,eng Premier League,25,1996,15.6,1133,23,284,426,426,36,1133,23,8,34.8,12,52.2,629,3401,1852,43,36,8,25,18,722,131,Partidos
533,Vlad Chiricheș,ro ROU,DF,Cremonese,it Serie A,32,1989,10.9,554,120,358,194,6,2,554,4,3,75.0,0,0.0,250,1290,664,2,2,0,2,4,280,1,Partidos
534,Pedro Chirivella,es ESP,CC,Nantes,fr Ligue 1,25,1997,22.5,1494,22,225,1071,206,10,1494,15,8,53.3,6,40.0,1196,5875,2375,15,18,1,5,6,1103,22,Partidos
535,Joris Chotard,fr FRA,CC,Montpellier,fr Ligue 1,20,2001,27.3,1339,98,409,765,178,14,1339,26,13,50.0,9,34.6,879,4089,1539,8,15,2,20,12,754,28,Partidos
536,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,26,1996,19.6,1652,127,645,962,50,13,1652,2,0,0.0,2,100.0,1170,5841,3232,18,15,0,10,1,1257,5,Partidos
537,Oliver Christensen,dk DEN,PO,Hertha BSC,de Bundesliga,23,1999,33.0,1306,1001,1294,12,0,0,1306,2,1,50.0,1,50.0,709,3902,2090,0,0,0,1,1,542,0,Partidos
538,Ryan Christie,sct SCO,"CC,DL",Bournemouth,eng Premier League,27,1995,20.4,940,39,187,421,350,61,940,86,37,43.0,42,48.8,559,3396,1462,39,34,13,49,33,592,71,Partidos
539,Carney Chukwuemeka,eng ENG,"CC,DL",Chelsea,eng Premier League,18,2003,3.9,262,5,47,106,112,17,262,11,6,54.5,5,45.5,154,1165,718,21,14,3,11,3,184,21,Partidos
540,Samuel Chukwueze,ng NGA,"DL,CC",Villarreal,es La Liga,23,1999,26.0,1241,15,131,437,695,143,1241,175,86,49.1,76,43.4,876,6197,3639,133,63,71,66,29,974,261,Partidos
541,Darko Churlinov,mk MKD,DL,Stuttgart,de Bundesliga,22,2000,0.3,5,1,2,3,0,0,5,0,0,,0,,1,1,0,0,0,0,1,1,1,0,Partidos
542,Víctor Chust,es ESP,DF,Cádiz,es La Liga,22,2000,10.7,533,71,291,237,13,6,533,3,1,33.3,2,66.7,246,1462,718,4,2,1,2,1,305,2,Partidos
543,Tolga Ciğerci,tr TUR,CC,Hertha BSC,de Bundesliga,30,1992,7.5,498,17,128,293,81,0,498,10,5,50.0,4,40.0,194,788,281,3,4,0,10,6,267,2,Partidos
544,Yanis Cimignani,fr FRA,"CC,DF",Ajaccio,fr Ligue 1,20,2002,3.1,148,5,23,64,61,2,148,6,2,33.3,4,66.7,91,471,197,3,8,0,4,5,87,17,Partidos
545,Daniel Ciofani,it ITA,DL,Cremonese,it Serie A,37,1985,11.8,307,14,25,119,163,51,303,4,0,0.0,4,100.0,152,434,149,5,11,1,24,10,217,36,Partidos
546,Tio Cipot,si SVN,"DL,CC",Spezia,it Serie A,19,2003,1.5,83,2,16,32,42,5,83,7,3,42.9,4,57.1,47,311,157,5,4,1,5,6,54,17,Partidos
547,Pathé Ciss,sn SEN,"CC,DF",Rayo Vallecano,es La Liga,28,1994,14.2,891,57,243,543,114,19,891,11,5,45.5,5,45.5,480,2279,1032,10,16,1,14,13,518,5,Partidos
548,Souleymane Cissé,fr FRA,DF,Clermont Foot,fr Ligue 1,19,2002,0.4,19,4,11,6,2,1,19,1,0,0.0,1,100.0,13,61,7,0,0,0,1,1,10,1,Partidos
549,Patrick Ciurria,it ITA,"DF,CC",Monza,it Serie A,27,1995,30.6,1604,46,396,694,534,51,1604,54,18,33.3,28,51.9,877,5018,2362,67,48,9,47,16,1062,168,Partidos
550,Bobby Clark,eng ENG,CC,Liverpool,eng Premier League,17,2005,0.1,7,0,0,0,7,1,7,1,0,0.0,1,100.0,3,3,0,0,0,0,2,0,3,2,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR,Partidos
551,Alexis Claude-Maurice,fr FRA,DL,Nice,fr Ligue 1,24,1998,0.7,39,4,9,18,12,0,39,0,0,,0,,24,129,34,0,1,0,3,2,25,1,Partidos
552,Alexis Claude-Maurice,fr FRA,"CC,DL",Lens,fr Ligue 1,24,1998,6.7,332,7,44,168,124,27,332,30,12,40.0,14,46.7,259,1533,580,11,6,7,18,13,263,43,Partidos
553,Jonathan Clauss,fr FRA,DF,Marseille,fr Ligue 1,29,1992,28.8,1757,57,326,737,720,114,1757,63,32,50.8,27,42.9,1215,6722,3314,83,51,22,47,16,1081,240,Partidos
554,Carlos Clerc,es ESP,"DF,CC",Elche,es La Liga,30,1992,29.3,1714,131,596,761,370,25,1714,56,26,46.4,23,41.1,884,4694,2204,51,40,2,28,10,950,91,Partidos
555,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,31,1991,18.2,971,44,313,475,186,3,971,12,5,41.7,5,41.7,423,1778,896,14,10,1,12,3,531,29,Partidos
556,Conor Coady,eng ENG,DF,Everton,eng Premier League,29,1993,23.3,1363,238,795,547,29,10,1363,3,0,0.0,2,66.7,882,4154,2414,4,4,0,6,2,984,1,Partidos
557,Nicolò Cocetta,it ITA,DF,Udinese,it Serie A,18,2003,0.4,14,4,8,6,0,0,14,0,0,,0,,6,17,4,0,0,0,0,0,6,0,Partidos
558,Marcus Coco,fr FRA,"DL,CC",Nantes,fr Ligue 1,26,1996,7.1,347,13,74,152,131,22,347,15,7,46.7,8,53.3,232,1445,733,23,9,4,17,11,210,56,Partidos
559,Alexandre Coeff,fr FRA,DF,Auxerre,fr Ligue 1,30,1992,6.5,428,62,224,176,31,1,428,2,0,0.0,2,100.0,309,1699,762,3,4,0,3,3,290,9,Partidos
560,Jack Colback,eng ENG,CC,Nott'ham Forest,eng Premier League,32,1989,5.5,189,16,65,100,27,1,189,4,3,75.0,0,0.0,75,404,210,5,5,0,5,1,88,3,Partidos
561,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,33,1988,18.4,990,81,334,416,246,21,990,36,16,44.4,15,41.7,457,2049,925,13,10,3,30,6,481,37,Partidos
562,David Čolina,hr CRO,"DF,DL",Augsburg,de Bundesliga,22,2000,1.8,109,7,28,51,34,2,109,13,4,30.8,7,53.8,45,223,104,2,4,0,5,2,33,7,Partidos
563,Álex Collado,es ESP,CC,Elche,es La Liga,23,1999,8.1,442,10,58,202,189,19,442,31,15,48.4,15,48.4,294,2052,943,24,23,6,16,9,334,43,Partidos
564,Diego Collado,es ESP,DL,Villarreal,es La Liga,21,2001,0.1,8,0,0,2,6,1,8,0,0,,0,,3,9,4,0,0,0,0,0,6,3,Partidos
565,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,29,1992,15.4,860,107,451,390,20,9,860,2,2,100.0,0,0.0,511,2142,1020,3,1,0,4,2,517,2,Partidos
566,Nathan Collins,ie IRL,DF,Wolves,eng Premier League,21,2001,20.2,1339,208,801,500,45,13,1339,8,7,87.5,0,0.0,724,3470,1799,11,9,2,9,8,922,5,Partidos
