Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Unnamed: 11_level_0,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Tiros penales,Tiros penales,Tiros penales,Tiros penales,Tiros penales,Unnamed: 27_level_0
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,TPint,PD,PD.1,PC,% Salvadas,Partidos
181,David Soria,es ESP,PO,Getafe,es La Liga,26,1993,38,38,3420,38.0,37,0.97,109,73,70.6,14,12,12,15,39.5,6,5,1,0,16.7,Partidos
182,Juan Soriano,es ESP,PO,Leganés,es La Liga,21,1997,11,11,990,11.0,18,1.64,39,22,66.7,1,3,7,1,9.1,5,5,0,0,0.0,Partidos
183,Marco Sportiello,it ITA,PO,Atalanta,it Serie A,27,1992,6,5,525,5.8,5,0.86,18,13,72.2,4,0,1,2,40.0,0,0,0,0,,Partidos
184,Jed Steer,eng ENG,PO,Aston Villa,eng Premier League,26,1992,1,1,7,0.1,,,,,,,,1,,,,,,,,Partidos
185,Zack Steffen,us USA,PO,Düsseldorf,de Bundesliga,24,1995,17,17,1530,17.0,36,2.12,99,63,64.6,4,3,10,2,11.8,2,1,1,0,50.0,Partidos
186,Thomas Strakosha,al ALB,PO,Lazio,it Serie A,24,1995,38,38,3420,38.0,42,1.11,154,112,77.3,24,6,8,11,28.9,9,7,1,1,12.5,Partidos
187,Wojciech Szczęsny,pl POL,PO,Juventus,it Serie A,29,1990,29,29,2591,28.8,33,1.15,129,95,80.6,19,4,6,11,37.9,10,8,1,1,11.1,Partidos
188,Ciprian Tătărușanu,ro ROU,PO,Lyon,fr Ligue 1,33,1986,2,2,180,2.0,2,1.00,11,9,81.8,1,0,1,1,50.0,0,0,0,0,,Partidos
189,Marc-André ter Stegen,de GER,PO,Barcelona,es La Liga,27,1992,36,36,3240,36.0,36,1.00,116,79,74.1,24,6,6,14,38.9,7,6,1,0,14.3,Partidos
190,Pietro Terracciano,it ITA,PO,Fiorentina,it Serie A,29,1990,7,7,624,6.9,5,0.72,23,18,91.3,5,1,1,2,28.6,3,3,0,0,0.0,Partidos
191,Demba Thiam,sn SEN,PO,SPAL,it Serie A,21,1998,2,2,180,2.0,4,2.00,16,12,81.3,0,1,1,0,0.0,1,1,0,0,0.0,Partidos
192,Niclas Thiede,de GER,PO,Freiburg,de Bundesliga,20,1999,1,0,69,0.8,1,1.30,4,3,75.0,0,0,0,0,,0,0,0,0,,Partidos
193,Kevin Trapp,de GER,PO,Eint Frankfurt,de Bundesliga,29,1990,22,22,1980,22.0,38,1.73,105,69,64.8,11,3,8,4,18.2,1,1,0,0,0.0,Partidos
194,Mark Travers,ie IRL,PO,Bournemouth,eng Premier League,20,1999,1,1,90,1.0,3,3.00,5,2,40.0,0,0,1,0,0.0,0,0,0,0,,Partidos
195,Stefano Turati,it ITA,PO,Sassuolo,it Serie A,17,2001,2,2,180,2.0,4,2.00,12,8,75.0,0,2,0,0,0.0,1,1,0,0,0.0,Partidos
196,Samir Ujkani,xk KVX,PO,Torino,it Serie A,31,1988,1,1,90,1.0,3,3.00,6,3,66.7,0,0,1,0,0.0,1,1,0,0,0.0,Partidos
197,Sven Ulreich,de GER,PO,Bayern Munich,de Bundesliga,30,1988,2,2,90,1.0,1,1.00,3,2,66.7,1,0,0,0,0.0,0,0,0,0,,Partidos
198,Tomáš Vaclík,cz CZE,PO,Sevilla,es La Liga,30,1989,33,33,2925,32.5,31,0.95,96,65,69.8,15,12,6,12,36.4,3,2,1,0,33.3,Partidos
199,Koke Vegas,es ESP,PO,Levante,es La Liga,23,1995,2,2,180,2.0,2,1.00,10,8,80.0,2,0,0,1,50.0,1,0,0,1,,Partidos
200,Mauro Vigorito,it ITA,PO,Lecce,it Serie A,29,1990,5,4,423,4.7,9,1.91,29,20,72.4,3,0,1,1,25.0,1,1,0,0,0.0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,TPint,PD,PD,PC,% Salvadas,Partidos
201,Iván Villar,es ESP,PO,Celta Vigo,es La Liga,22,1997,4,3,280,3.1,5,1.61,11,6,54.5,0,1,2,1,33.3,0,0,0,0,,Partidos
202,Felix Wiedwald,de GER,PO,Eint Frankfurt,de Bundesliga,29,1990,3,3,270,3.0,8,2.67,20,12,60.0,0,0,3,0,0.0,0,0,0,0,,Partidos
203,Yoel,es ESP,PO,Eibar,es La Liga,30,1988,4,4,270,3.0,5,1.67,16,10,68.8,2,0,1,1,25.0,1,0,1,0,100.0,Partidos
204,Robin Zentner,de GER,PO,Mainz 05,de Bundesliga,24,1994,22,22,1935,21.5,40,1.86,115,75,66.1,8,2,12,3,13.6,2,1,1,0,50.0,Partidos
205,Leopold Zingerle,de GER,PO,Paderborn 07,de Bundesliga,25,1994,28,28,2520,28.0,57,2.04,152,96,64.5,4,7,17,5,17.9,4,3,1,0,25.0,Partidos
