Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,ACT,ACT,Tipos de SCA,Tipos de SCA,Tipos de SCA,Tipos de SCA,Tipos de SCA,Tipos de SCA,ACG,ACG,Tipos de GCA,Tipos de GCA,Tipos de GCA,Tipos de GCA,Tipos de GCA,Tipos de GCA,Unnamed: 25_level_0
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
1,Patrick van Aanholt,nl NED,DF,Crystal Palace,eng Premier League,28,1990,27.9,64,2.30,34,23,4,2,1,0,5,0.18,3,1,1,0,0,0,Partidos
2,Max Aarons,eng ENG,DF,Norwich City,eng Premier League,19,2000,36.0,64,1.78,47,2,6,3,4,2,3,0.08,2,0,0,0,1,0,Partidos
3,Yunis Abdelhamid,ma MAR,DF,Reims,fr Ligue 1,31,1987,28.0,23,0.82,16,0,1,4,2,0,1,0.04,1,0,0,0,0,0,Partidos
4,Suleiman Abdullahi,ng NGA,"DL,CC",Union Berlin,de Bundesliga,22,1996,1.7,4,2.29,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Partidos
5,Mehdi Abeid,dz ALG,CC,Nantes,fr Ligue 1,26,1992,20.2,53,2.63,30,16,1,3,1,2,4,0.20,2,1,0,1,0,0,Partidos
6,Charles Abi,fr FRA,DL,Saint-Étienne,fr Ligue 1,19,2000,6.9,18,2.60,11,0,1,1,4,1,2,0.29,1,0,0,0,1,0,Partidos
7,David Abraham,ar ARG,DF,Eint Frankfurt,de Bundesliga,33,1986,18.8,13,0.69,12,0,0,1,0,0,1,0.05,1,0,0,0,0,0,Partidos
8,Tammy Abraham,eng ENG,DL,Chelsea,eng Premier League,21,1997,24.6,57,2.32,37,0,5,10,2,3,9,0.37,4,0,2,2,1,0,Partidos
9,Amir Abrashi,al ALB,CC,Freiburg,de Bundesliga,29,1990,7.4,10,1.35,9,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
10,Francesco Acerbi,it ITA,DF,Lazio,it Serie A,31,1988,35.1,37,1.05,34,0,0,2,1,0,5,0.14,5,0,0,0,0,0,Partidos
11,Che Adams,sct SCO,DL,Southampton,eng Premier League,23,1996,12.3,29,2.35,18,0,4,3,3,1,6,0.49,3,0,1,0,2,0,Partidos
12,Tyler Adams,us USA,"CC,DF",RB Leipzig,de Bundesliga,20,1999,10.6,19,1.79,14,1,0,2,2,0,2,0.19,1,0,0,0,1,0,Partidos
13,Sargis Adamyan,am ARM,"DL,CC",Hoffenheim,de Bundesliga,26,1993,8.3,21,2.53,18,0,0,1,2,0,5,0.60,4,0,0,0,1,0,Partidos
14,Antonio Adán,es ESP,PO,Atlético Madrid,es La Liga,32,1987,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
15,Bobby Adekanye,nl NED,DL,Lazio,it Serie A,20,1999,2.1,7,3.35,4,0,0,1,2,0,0,0.00,0,0,0,0,0,0,Partidos
16,Claud Adjapong,it ITA,DF,Hellas Verona,it Serie A,21,1998,2.6,1,0.39,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
17,Amine Adli,ma MAR,"CC,DL",Toulouse,fr Ligue 1,19,2000,0.5,3,5.87,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
18,Yacine Adli,fr FRA,CC,Bordeaux,fr Ligue 1,19,2000,11.3,45,3.97,29,5,5,2,2,2,7,0.62,3,1,2,1,0,0,Partidos
19,Adrián,es ESP,PO,Liverpool,eng Premier League,32,1987,9.7,2,0.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
20,Aritz Aduriz,es ESP,"DL,CC",Athletic Club,es La Liga,38,1981,2.3,2,0.87,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
21,Lumor Agbenyenu,gh GHA,DF,Mallorca,es La Liga,22,1996,20.1,34,1.70,24,4,3,1,2,0,0,0.00,0,0,0,0,0,0,Partidos
22,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,23,1996,23.3,25,1.07,18,2,3,0,2,0,3,0.13,3,0,0,0,0,0,Partidos
23,Lucien Agoume,fr FRA,CC,Inter,it Serie A,17,2002,0.8,2,2.65,2,0,0,0,0,0,1,1.32,1,0,0,0,0,0,Partidos
24,Kevin Agudelo,co COL,"CC,DL",Fiorentina,it Serie A,20,1998,0.7,7,9.84,4,0,3,0,0,0,1,1.41,1,0,0,0,0,0,Partidos
25,Kevin Agudelo,co COL,"CC,DL",Genoa,it Serie A,20,1998,7.4,32,4.33,24,0,5,0,1,2,2,0.27,1,0,0,0,0,1,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
26,Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,23,1996,10.6,4,0.38,3,1,0,0,0,0,1,0.09,1,0,0,0,0,0,Partidos
27,Sergio Agüero,ar ARG,DL,Manchester City,eng Premier League,31,1988,16.1,57,3.53,31,0,9,12,5,0,7,0.43,3,0,1,2,1,0,Partidos
28,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,26,1993,11.9,36,3.02,31,2,0,0,2,1,4,0.34,4,0,0,0,0,0,Partidos
29,Emmanuel Agyemang-Badu,gh GHA,CC,Hellas Verona,it Serie A,28,1990,2.6,4,1.57,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
30,Jean-Eudes Aholou,ci CIV,CC,Saint-Étienne,fr Ligue 1,25,1994,7.0,13,1.86,7,0,0,0,2,4,1,0.14,0,0,0,0,0,1,Partidos
31,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,23,1995,27.8,12,0.43,7,2,1,2,0,0,2,0.07,2,0,0,0,0,0,Partidos
32,Ola Aina,ng NGA,DF,Torino,it Serie A,22,1996,23.1,55,2.38,31,12,4,1,7,0,6,0.26,3,1,0,0,2,0,Partidos
33,Youssef Aït Bennasser,ma MAR,CC,Bordeaux,fr Ligue 1,23,1996,6.0,10,1.68,10,0,0,0,0,0,2,0.34,2,0,0,0,0,0,Partidos
34,Rayan Aït Nouri,dz ALG,DF,Angers,fr Ligue 1,18,2001,14.2,26,1.83,20,1,1,1,1,2,2,0.14,2,0,0,0,0,0,Partidos
35,Albian Ajeti,ch SUI,DL,West Ham,eng Premier League,22,1997,1.5,2,1.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
36,Ludovic Ajorque,fr FRA,DL,Strasbourg,fr Ligue 1,25,1994,22.9,42,1.84,32,0,2,5,3,0,12,0.52,7,0,1,2,2,0,Partidos
37,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,24,1995,25.7,13,0.51,12,1,0,0,0,0,5,0.19,5,0,0,0,0,0,Partidos
38,Marley Aké,fr FRA,"DL,CC",Marseille,fr Ligue 1,18,2001,1.1,3,2.73,2,0,1,0,0,0,1,0.91,1,0,0,0,0,0,Partidos
39,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,24,1995,27.8,14,0.50,8,0,1,4,1,0,1,0.04,0,0,0,1,0,0,Partidos
40,Chadrac Akolo,cd COD,"DL,CC",Amiens,fr Ligue 1,24,1995,6.0,13,2.15,9,0,0,2,1,1,2,0.33,1,0,0,1,0,0,Partidos
41,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,24,1995,12.7,4,0.32,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
42,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,27,1992,27.8,46,1.66,40,2,1,3,0,0,3,0.11,2,1,0,0,0,0,Partidos
43,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,21,1998,15.6,33,2.12,24,4,2,1,1,1,2,0.13,2,0,0,0,0,0,Partidos
44,Lucas Alario,ar ARG,DL,Leverkusen,de Bundesliga,26,1992,13.0,27,2.07,21,0,0,6,0,0,2,0.15,1,0,0,1,0,0,Partidos
45,Jordi Alba,es ESP,DF,Barcelona,es La Liga,30,1989,24.3,51,2.10,50,1,0,0,0,0,6,0.25,6,0,0,0,0,0,Partidos
46,Luis Alberto,es ESP,CC,Lazio,it Serie A,26,1992,34.6,225,6.50,149,40,17,14,1,4,29,0.84,23,2,0,1,1,2,Partidos
47,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,33,1985,36.0,19,0.53,17,0,0,1,1,0,1,0.03,1,0,0,0,0,0,Partidos
48,Marc Albrighton,eng ENG,"CC,DF",Leicester City,eng Premier League,29,1989,9.6,27,2.80,23,2,1,1,0,0,5,0.52,5,0,0,0,0,0,Partidos
49,Paco Alcácer,es ESP,DL,Villarreal,es La Liga,25,1993,10.3,17,1.66,15,0,0,1,1,0,2,0.19,1,0,0,0,1,0,Partidos
50,Paco Alcácer,es ESP,DL,Dortmund,de Bundesliga,25,1993,5.9,12,2.04,8,1,1,0,2,0,2,0.34,1,1,0,0,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
51,Thiago Alcántara,es ESP,CC,Bayern Munich,de Bundesliga,28,1991,19.7,60,3.05,49,3,3,4,0,1,10,0.51,8,0,2,0,0,0,Partidos
52,Rubén Alcaraz,es ESP,CC,Valladolid,es La Liga,28,1991,21.4,51,2.38,31,7,4,3,6,0,4,0.19,4,0,0,0,0,0,Partidos
53,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,30,1989,32.9,27,0.82,25,0,0,1,0,1,4,0.12,4,0,0,0,0,0,Partidos
54,Haitam Aleesami,no NOR,DF,Amiens,fr Ligue 1,28,1991,21.3,29,1.36,25,3,0,0,0,1,3,0.14,3,0,0,0,0,0,Partidos
55,Álex Alegría,es ESP,DL,Mallorca,es La Liga,26,1992,1.2,1,0.83,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Partidos
56,Carles Aleñá,es ESP,CC,Barcelona,es La Liga,21,1998,1.9,1,0.52,1,0,0,0,0,0,1,0.52,1,0,0,0,0,0,Partidos
57,Carles Aleñá,es ESP,"CC,DL",Betis,es La Liga,21,1998,8.2,17,2.08,17,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
58,Rúnar Alex Rúnarsson,is ISL,PO,Dijon,fr Ligue 1,24,1995,10.0,4,0.40,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
59,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,20,1998,35.3,155,4.39,93,51,3,6,1,1,24,0.68,15,7,0,2,0,0,Partidos
60,Enrico Alfonso,it ITA,PO,Brescia,it Serie A,31,1988,3.1,1,0.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
61,Rachid Alioui,ma MAR,DL,Angers,fr Ligue 1,27,1992,17.4,45,2.59,33,0,3,4,5,0,2,0.12,2,0,0,0,0,0,Partidos
62,Alisson,br BRA,PO,Liverpool,eng Premier League,26,1992,28.3,5,0.18,5,0,0,0,0,0,2,0.07,2,0,0,0,0,0,Partidos
