Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,ACT,ACT,Tipos de SCA,Tipos de SCA,Tipos de SCA,Tipos de SCA,Tipos de SCA,Tipos de SCA,ACG,ACG,Tipos de GCA,Tipos de GCA,Tipos de GCA,Tipos de GCA,Tipos de GCA,Tipos de GCA,Unnamed: 25_level_0
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
65,Carles Aleñá,es ESP,CC,Barcelona,es La Liga,22,1998,0.5,1,1.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
66,Carles Aleñá,es ESP,"CC,DL",Getafe,es La Liga,22,1998,15.2,66,4.35,31,15,6,8,6,0,3,0.20,2,0,1,0,0,0,Partidos
67,Rúnar Alex Rúnarsson,is ISL,PO,Arsenal,eng Premier League,25,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
68,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,21,1998,33.7,131,3.89,84,34,6,7,0,0,13,0.39,8,2,1,2,0,0,Partidos
69,Alfon,es ESP,CC,Celta Vigo,es La Liga,21,1999,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
70,Mohamed Ali Cho,fr FRA,"DL,CC",Angers,fr Ligue 1,16,2004,3.9,4,1.04,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Partidos
71,Ezgjan Alioski,mk MKD,"DF,CC",Leeds United,eng Premier League,28,1992,27.3,71,2.60,57,5,0,5,3,1,5,0.18,3,1,0,1,0,0,Partidos
72,Rachid Alioui,ma MAR,DL,Angers,fr Ligue 1,28,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
73,Alisson,br BRA,PO,Liverpool,eng Premier League,27,1992,33.0,5,0.15,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
74,Saturnin Allagbé,bj BEN,PO,Dijon,fr Ligue 1,26,1993,12.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
75,Allan,br BRA,CC,Everton,eng Premier League,29,1991,22.8,39,1.71,33,1,4,1,0,0,2,0.09,2,0,0,0,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
76,Dele Alli,eng ENG,CC,Tottenham,eng Premier League,24,1996,6.9,22,3.19,19,0,0,1,1,1,0,0.00,0,0,0,0,0,0,Partidos
77,Miguel Almirón,py PAR,"CC,DL",Newcastle Utd,eng Premier League,26,1994,27.0,76,2.82,54,3,8,4,5,2,6,0.22,4,0,0,1,0,1,Partidos
78,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,29,1990,10.7,36,3.38,29,2,0,5,0,0,3,0.28,2,0,0,1,0,0,Partidos
79,Sergio Álvarez,es ESP,"CC,DF",Eibar,es La Liga,28,1992,17.4,19,1.09,18,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Partidos
80,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,25,1995,21.6,12,0.55,10,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Partidos
81,Bruno Alves,pt POR,DF,Parma,it Serie A,38,1981,18.1,9,0.50,7,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Partidos
82,Steven Alzate,co COL,CC,Brighton,eng Premier League,21,1998,10.0,24,2.41,20,0,1,3,0,0,1,0.10,1,0,0,0,0,0,Partidos
83,Ibrahim Amadou,fr FRA,CC,Angers,fr Ligue 1,27,1993,16.7,25,1.50,22,0,0,2,0,1,4,0.24,3,0,0,1,0,0,Partidos
84,Romain Amalfitano,fr FRA,"DL,DF",Dijon,fr Ligue 1,30,1989,1.3,2,1.55,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
85,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,18,2001,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
86,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,25,1994,8.0,5,0.62,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
87,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,26,1994,9.0,17,1.88,8,1,1,1,6,0,4,0.44,2,0,0,0,2,0,Partidos
88,Thierry Ambrose,gp GLP,DL,Metz,fr Ligue 1,23,1997,8.4,25,2.98,19,1,2,1,2,0,2,0.24,2,0,0,0,0,0,Partidos
89,Wisdom Amey,it ITA,DF,Bologna,it Serie A,14,2005,0.0,1,45.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
90,Nadiem Amiri,de GER,CC,Leverkusen,de Bundesliga,23,1996,21.0,80,3.81,57,13,4,6,0,0,10,0.48,8,1,1,0,0,0,Partidos
91,Ethan Ampadu,wls WAL,"DF,CC",Sheffield Utd,eng Premier League,19,2000,23.2,20,0.86,17,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Partidos
92,Sofyan Amrabat,ma MAR,CC,Fiorentina,it Serie A,23,1996,27.1,36,1.33,35,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Partidos
93,Jon Ander Garrido,es ESP,CC,Cádiz,es La Liga,30,1989,8.9,10,1.13,9,0,0,0,1,0,2,0.23,1,0,0,0,1,0,Partidos
94,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,24,1996,30.3,30,0.99,28,0,0,1,1,0,3,0.10,3,0,0,0,0,0,Partidos
95,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,24,1996,2.1,1,0.47,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
96,Djavan Anderson,nl NED,DF,Lazio,it Serie A,25,1995,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
97,Elliot Anderson,sct SCO,CC,Newcastle Utd,eng Premier League,17,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
98,Felipe Anderson,br BRA,"DL,CC",West Ham,eng Premier League,27,1993,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
99,Sebastian Andersson,se SWE,DL,Köln,de Bundesliga,29,1991,12.5,14,1.12,10,0,0,3,1,0,3,0.24,1,0,0,1,1,0,Partidos
100,Nícolas Andrade,br BRA,PO,Udinese,it Serie A,32,1988,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
101,Benjamin André,fr FRA,CC,Lille,fr Ligue 1,29,1990,32.1,64,2.00,55,0,3,2,4,0,5,0.16,4,0,0,0,1,0,Partidos
102,Marcos André,br BRA,DL,Valladolid,es La Liga,23,1996,13.1,21,1.61,12,0,3,3,3,0,3,0.23,2,0,0,0,1,0,Partidos
103,Robert Andrich,de GER,CC,Union Berlin,de Bundesliga,25,1994,28.1,56,2.00,48,0,3,2,2,1,7,0.25,6,0,0,0,1,0,Partidos
104,Victorien Angban,ci CIV,CC,Metz,fr Ligue 1,23,1996,18.6,25,1.35,22,1,0,0,2,0,1,0.05,1,0,0,0,0,0,Partidos
105,Ángel,es ESP,PO,Granada,es La Liga,18,2002,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
106,José Ángel,es ESP,DF,Eibar,es La Liga,30,1989,10.0,20,2.00,16,3,1,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
107,Miguel Ángel Rubio,es ESP,DF,Valladolid,es La Liga,22,1998,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
108,Angeliño,es ESP,"DF,DL",RB Leipzig,de Bundesliga,23,1997,24.0,96,4.00,65,14,6,6,3,2,9,0.37,5,1,1,1,1,0,Partidos
109,Davide Angelo Ghislandi,it ITA,DF,Atalanta,it Serie A,19,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
110,Philip Ankhrah,gh GHA,CC,Hellas Verona,it Serie A,17,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
111,Cristian Ansaldi,ar ARG,"DF,DL",Torino,it Serie A,33,1986,21.6,72,3.33,43,15,5,4,3,2,8,0.37,7,0,1,0,0,0,Partidos
112,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,24,1996,30.1,31,1.03,26,0,0,2,1,2,5,0.17,4,0,0,0,1,0,Partidos
113,Michail Antonio,jm JAM,DL,West Ham,eng Premier League,30,1990,21.9,76,3.47,41,1,10,8,16,0,11,0.50,5,1,0,2,3,0,Partidos
114,José Antonio Miranda,gq EQG,"CC,DF",Getafe,es La Liga,22,1998,0.3,1,3.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
115,Valentin Antov,bg BUL,DF,Bologna,it Serie A,19,2000,2.6,1,0.39,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
116,Houssem Aouar,dz ALG,"CC,DL",Lyon,fr Ligue 1,22,1998,19.8,105,5.30,73,2,13,7,7,3,12,0.61,7,0,1,3,1,0,Partidos
117,Adil Aouchiche,fr FRA,"CC,DL",Saint-Étienne,fr Ligue 1,18,2002,19.2,95,4.93,51,33,1,2,8,0,8,0.42,5,3,0,0,0,0,Partidos
118,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,28,1992,17.3,32,1.85,28,0,1,0,0,3,5,0.29,5,0,0,0,0,0,Partidos
119,Aritz Arambarri,es ESP,DF,Real Sociedad,es La Liga,22,1998,0.3,1,3.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
120,Mauro Arambarri,uy URU,CC,Getafe,es La Liga,24,1995,33.1,63,1.90,36,11,4,5,7,0,3,0.09,2,0,0,1,0,0,Partidos
121,Charles Aránguiz,cl CHI,CC,Leverkusen,de Bundesliga,31,1989,18.5,36,1.94,33,0,1,0,0,2,1,0.05,1,0,0,0,0,0,Partidos
122,Luiz Araújo,br BRA,CC,Lille,fr Ligue 1,24,1996,16.6,54,3.25,40,0,9,4,1,0,4,0.24,4,0,0,0,0,0,Partidos
123,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,28,1991,27.0,10,0.37,10,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Partidos
124,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,21,1999,16.8,9,0.54,5,0,1,1,1,1,1,0.06,0,0,0,1,0,0,Partidos
125,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,33,1987,31.2,44,1.41,31,3,4,2,2,2,4,0.13,2,0,1,1,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
126,Alphonse Areola,fr FRA,PO,Fulham,eng Premier League,27,1993,36.0,2,0.06,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
127,Santiago Arias,co COL,DF,Leverkusen,de Bundesliga,28,1992,1.0,1,1.00,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Partidos
128,Karim Aribi,dz ALG,DL,Nîmes,fr Ligue 1,26,1994,3.3,6,1.83,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Partidos
129,Unai Arietaleanizbeaskoa,es ESP,"DL,CC",Eibar,es La Liga,21,1999,0.5,1,1.91,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Partidos
130,Nicolò Armini,it ITA,DF,Lazio,it Serie A,19,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
131,Stuart Armstrong,sct SCO,CC,Southampton,eng Premier League,28,1992,30.7,91,2.96,64,3,7,6,8,3,15,0.49,7,0,2,3,2,1,Partidos
132,Maximilian Arnold,de GER,CC,Wolfsburg,de Bundesliga,26,1994,28.7,108,3.76,48,42,2,6,10,0,12,0.42,5,4,1,0,2,0,Partidos
133,Toluwalase Arokodare,ng NGA,"DL,CC",Köln,de Bundesliga,19,2000,1.2,4,3.21,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
134,Sergio Arribas,es ESP,"CC,DL",Real Madrid,es La Liga,18,2001,1.5,4,2.67,4,0,0,0,0,0,2,1.33,2,0,0,0,0,0,Partidos
135,Kepa Arrizabalaga,es ESP,PO,Chelsea,eng Premier League,25,1994,6.5,3,0.46,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
136,Tolgay Arslan,de GER,CC,Udinese,it Serie A,29,1990,20.2,35,1.73,26,1,2,1,4,1,2,0.10,1,0,1,0,0,0,Partidos
137,Kwadwo Asamoah,gh GHA,"DF,CC",Cagliari,it Serie A,31,1988,2.5,3,1.20,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
138,Santiago Ascacíbar,ar ARG,CC,Hertha BSC,de Bundesliga,23,1997,8.5,14,1.66,10,0,1,1,1,1,1,0.12,0,0,0,1,0,0,Partidos
139,Sergio Asenjo,es ESP,PO,Villarreal,es La Liga,31,1989,36.0,5,0.14,3,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Partidos
140,Marco Asensio,es ESP,"DL,CC",Real Madrid,es La Liga,24,1996,20.8,67,3.23,48,9,4,3,3,0,8,0.39,5,1,1,1,0,0,Partidos
141,Kristoffer Askildsen,no NOR,CC,Sampdoria,it Serie A,19,2001,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
142,Iago Aspas,es ESP,DL,Celta Vigo,es La Liga,32,1987,31.8,119,3.74,92,4,12,7,4,0,26,0.82,19,1,4,1,1,0,Partidos
143,Roger Assalé,ci CIV,"DL,CC",Dijon,fr Ligue 1,26,1993,9.2,9,0.98,4,0,2,1,2,0,3,0.33,1,0,0,1,1,0,Partidos
144,Youcef Atal,dz ALG,"DF,DL",Nice,fr Ligue 1,24,1996,10.6,23,2.17,16,1,4,0,2,0,1,0.09,1,0,0,0,0,0,Partidos
145,Miguel Atienza,es ESP,CC,Eibar,es La Liga,21,1999,9.3,6,0.64,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Partidos
146,Pierre-Emerick Aubameyang,ga GAB,DL,Arsenal,eng Premier League,31,1989,25.9,48,1.85,40,0,3,2,3,0,7,0.27,6,0,1,0,0,0,Partidos
