Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Titular,Titular,Titular,Sup.,Sup.,Sup.,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo (xG),Logros del equipo (xG),Logros del equipo (xG),Logros del equipo (xG),Logros del equipo (xG),Unnamed: 30_level_0
47,Rayan Aït Nouri,dz ALG,DF,Wolves,eng Premier League,19,2001,21,1404,67,41.1,15.6,16,83,10,5,15,8,1.00,16,23,-7,-0.45,-0.05,15.1,18.5,-3.5,-0.22,+0.20,Partidos
48,Rayan Aït Nouri,dz ALG,DF,Angers,fr Ligue 1,19,2001,3,187,62,5.5,2.1,2,80,0,1,28,0,1.00,3,8,-5,-2.41,-2.04,2.0,5.7,-3.7,-1.79,-1.60,Partidos
49,Semi Ajayi,ng NGA,DF,West Brom,eng Premier League,26,1993,33,2780,84,81.3,30.9,31,88,30,2,26,4,0.64,31,71,-40,-1.29,-1.15,26.1,58.7,-32.6,-1.06,-1.13,Partidos
50,Ludovic Ajorque,fr FRA,DL,Strasbourg,fr Ligue 1,26,1994,35,2967,85,86.8,33.0,34,87,28,1,25,1,1.20,46,49,-3,-0.09,+1.10,48.7,45.0,+3.7,+0.11,+0.43,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
51,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,25,1995,28,2350,84,76.8,26.1,26,89,23,2,25,0,1.82,60,37,+23,+0.88,+0.12,53.4,30.9,+22.5,+0.86,+0.59,Partidos
52,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,27,1993,13,865,67,25.3,9.6,10,74,7,3,41,14,1.46,10,8,+2,+0.21,+1.05,8.7,10.2,-1.5,-0.15,+0.52,Partidos
53,Marley Aké,fr FRA,DL,Juventus,it Serie A,19,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Partidos
54,Marley Aké,fr FRA,DL,Marseille,fr Ligue 1,19,2001,9,146,16,4.3,1.6,0,,0,9,16,11,1.56,3,3,0,0.00,-0.19,3.1,3.4,-0.4,-0.23,-0.23,Partidos
55,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,25,1995,10,797,80,23.3,8.9,9,86,8,1,20,7,1.70,16,13,+3,+0.34,-1.31,15.6,9.4,+6.2,+0.70,-0.39,Partidos
56,Paul Akouokou,ci CIV,CC,Betis,es La Liga,22,1997,10,378,38,11.1,4.2,4,75,1,6,13,21,1.50,6,3,+3,+0.71,+0.80,7.3,4.3,+3.0,+0.71,+0.73,Partidos
57,Jean-Daniel Akpa-Akpro,ci CIV,CC,Lazio,it Serie A,27,1992,32,1056,33,30.9,11.7,6,83,2,26,22,4,2.00,18,15,+3,+0.26,+0.14,15.0,13.8,+1.2,+0.11,-0.26,Partidos
58,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,25,1995,16,1184,74,38.7,13.2,14,83,10,2,14,2,1.06,21,22,-1,-0.08,-0.03,20.0,22.7,-2.7,-0.20,-0.27,Partidos
59,David Alaba,at AUT,"DF,CC",Bayern Munich,de Bundesliga,28,1992,32,2675,84,87.4,29.7,30,88,27,2,23,0,2.25,82,43,+39,+1.31,-2.43,62.7,37.5,+25.2,+0.85,-1.62,Partidos
60,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,22,1998,22,1505,68,44.0,16.7,17,84,9,5,17,9,0.77,22,34,-12,-0.72,+0.18,19.8,28.4,-8.6,-0.51,+0.07,Partidos
61,Jony Álamo,es ESP,CC,Elche,es La Liga,18,2001,1,73,73,2.1,0.8,1,73,0,0,,15,1.00,2,1,+1,+1.23,+1.82,0.6,0.8,-0.2,-0.29,+0.54,Partidos
62,Lucas Alario,ar ARG,DL,Leverkusen,de Bundesliga,27,1992,25,1245,50,40.7,13.8,12,75,3,13,27,4,1.56,21,15,+6,+0.43,+0.04,17.6,15.3,+2.4,+0.17,-0.06,Partidos
63,Fabrizio Alastra,it ITA,PO,Parma,it Serie A,22,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Partidos
64,David Alba,es ESP,CC,Getafe,es La Liga,21,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Partidos
65,Jordi Alba,es ESP,"DF,DL",Barcelona,es La Liga,31,1989,35,3025,86,88.5,33.6,34,88,28,1,45,1,2.14,79,34,+45,+1.34,+0.88,66.4,35.4,+31.1,+0.92,+0.55,Partidos
66,Luis Alberto,es ESP,CC,Lazio,it Serie A,27,1992,34,2618,77,76.5,29.1,33,78,10,1,39,0,1.82,46,39,+7,+0.24,+0.35,45.6,34.2,+11.4,+0.39,+0.46,Partidos
67,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,34,1985,35,3115,89,91.1,34.6,35,89,31,0,,2,1.40,51,42,+9,+0.26,-1.81,51.1,38.8,+12.3,+0.35,-0.13,Partidos
68,Julian Albrecht,de GER,CC,Hertha BSC,de Bundesliga,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
69,Marc Albrighton,eng ENG,"DF,DL",Leicester City,eng Premier League,30,1989,31,1746,56,51.1,19.4,17,80,9,14,27,7,1.90,36,22,+14,+0.72,+0.51,30.5,24.1,+6.4,+0.33,+0.15,Partidos
70,Paco Alcácer,es ESP,DL,Villarreal,es La Liga,26,1993,27,1544,57,45.1,17.2,19,71,1,8,24,2,1.44,25,22,+3,+0.17,-0.45,23.5,19.1,+4.5,+0.26,-0.19,Partidos
71,Pedro Alcalá,es ESP,DF,Cádiz,es La Liga,31,1989,13,909,70,26.6,10.1,8,87,7,5,42,20,0.77,12,25,-13,-1.29,-0.96,10.7,17.5,-6.8,-0.67,-0.17,Partidos
72,Thiago Alcántara,es ESP,CC,Liverpool,eng Premier League,29,1991,24,1854,77,54.2,20.6,20,85,13,4,40,1,1.71,34,18,+16,+0.78,+0.20,38.5,22.2,+16.4,+0.79,+0.32,Partidos
73,Rubén Alcaraz,es ESP,CC,Valladolid,es La Liga,29,1991,30,2165,72,63.3,24.1,25,82,15,5,22,1,0.90,24,39,-15,-0.62,-0.05,27.6,30.9,-3.3,-0.14,+0.55,Partidos
74,Omar Alderete,py PAR,DF,Hertha BSC,de Bundesliga,23,1996,17,1299,76,42.5,14.4,14,89,13,3,18,12,1.18,17,19,-2,-0.14,+0.32,18.7,17.9,+0.8,+0.06,+0.38,Partidos
75,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,31,1989,25,2240,90,65.5,24.9,25,90,24,0,,10,1.80,44,25,+19,+0.76,+0.46,33.9,29.4,+4.5,+0.18,+0.23,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
76,Iván Alejo,es ESP,"CC,DL",Cádiz,es La Liga,25,1995,22,827,38,24.2,9.2,6,69,0,16,26,12,1.36,10,13,-3,-0.33,+0.33,9.4,13.7,-4.2,-0.46,+0.11,Partidos
77,Carles Aleñá,es ESP,CC,Barcelona,es La Liga,22,1998,2,48,24,1.4,0.5,0,,0,2,24,14,3.00,1,0,+1,+1.87,+0.65,0.5,2.0,-1.4,-2.66,-3.57,Partidos
78,Carles Aleñá,es ESP,"CC,DL",Getafe,es La Liga,22,1998,22,1366,62,39.9,15.2,15,83,6,7,18,0,0.95,10,21,-11,-0.72,-0.55,16.5,15.3,+1.3,+0.08,+0.40,Partidos
79,Kyle Alex John,eng ENG,DF,Everton,eng Premier League,19,2001,0,,,,,0,,,0,,6,,,,,,,,,,,,Partidos
80,Rúnar Alex Rúnarsson,is ISL,PO,Arsenal,eng Premier League,25,1995,1,16,16,0.5,0.2,0,,0,1,16,21,0.00,0,0,0,0.00,-0.42,0.2,0.4,-0.3,-1.36,-1.60,Partidos
81,Rúnar Alex Rúnarsson,is ISL,PO,Dijon,fr Ligue 1,25,1995,0,,,,,0,,,0,,3,,,,,,,,,,,,Partidos
82,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,21,1998,36,3031,84,88.6,33.7,34,88,30,2,19,0,1.81,60,40,+20,+0.59,-0.79,61.2,37.5,+23.8,+0.71,+0.53,Partidos
83,Alfon,es ESP,CC,Celta Vigo,es La Liga,21,1999,2,34,17,1.0,0.4,0,,0,2,17,3,0.50,0,0,0,0.00,+0.05,0.2,0.2,0.0,+0.07,+0.09,Partidos
84,Mohamed Ali Cho,fr FRA,"DL,CC",Angers,fr Ligue 1,16,2004,21,348,17,10.2,3.9,1,65,0,20,14,10,0.67,5,8,-3,-0.78,-0.34,5.6,5.8,-0.2,-0.05,+0.26,Partidos
85,Marco Alia,al ALB,PO,Lazio,it Serie A,20,2000,0,,,,,0,,0,0,,31,,,,,,,,,,,,Partidos
86,Ezgjan Alioski,mk MKD,"DF,CC",Leeds United,eng Premier League,28,1992,36,2461,68,72.0,27.3,29,79,19,7,22,2,1.64,47,35,+12,+0.44,+0.81,45.0,41.3,+3.7,+0.13,+0.69,Partidos
87,Rachid Alioui,ma MAR,DL,Angers,fr Ligue 1,28,1992,1,15,15,0.4,0.2,0,,0,1,15,0,1.00,0,0,0,0.00,+0.48,0.0,0.0,0.0,+0.05,+0.33,Partidos
88,Alisson,br BRA,PO,Liverpool,eng Premier League,27,1992,33,2970,90,86.8,33.0,33,90,33,0,,0,1.88,58,32,+26,+0.79,+0.79,58.3,36.7,+21.6,+0.66,+0.07,Partidos
89,Saturnin Allagbé,bj BEN,PO,Dijon,fr Ligue 1,26,1993,12,1080,90,31.6,12.0,12,90,12,0,,20,0.67,6,30,-24,-2.00,-1.08,10.8,23.1,-12.3,-1.03,-0.01,Partidos
90,Allan,br BRA,CC,Everton,eng Premier League,29,1991,24,2051,85,60.0,22.8,23,88,21,1,33,2,1.54,27,30,-3,-0.13,-0.26,29.5,30.1,-0.6,-0.03,+0.23,Partidos
91,Dele Alli,eng ENG,CC,Tottenham,eng Premier League,24,1996,15,620,41,18.1,6.9,7,70,1,8,16,8,1.33,11,9,+2,+0.29,-0.38,11.0,8.8,+2.1,+0.31,+0.25,Partidos
92,Miguel Almirón,py PAR,"CC,DL",Newcastle Utd,eng Premier League,26,1994,34,2429,71,71.0,27.0,28,82,12,6,20,2,1.18,30,48,-18,-0.67,-0.85,29.1,40.8,-11.7,-0.43,-0.14,Partidos
93,Gael Alonso,es ESP,DF,Celta Vigo,es La Liga,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
94,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,29,1990,13,960,74,28.1,10.7,11,84,9,2,20,9,2.08,15,13,+2,+0.19,-0.54,15.5,9.8,+5.7,+0.53,-0.43,Partidos
95,Altube,es ESP,PO,Real Madrid,es La Liga,20,2000,0,,,,,0,,0,0,,35,,,,,,,,,,,,Partidos
96,Fran Álvarez,es ESP,CC,Valladolid,es La Liga,22,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
97,Iker Álvarez,ad AND,PO,Villarreal,es La Liga,19,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Partidos
98,Sergio Álvarez,es ESP,"CC,DF",Eibar,es La Liga,28,1992,27,1568,58,45.8,17.4,17,84,12,10,15,11,0.89,10,28,-18,-1.03,-0.79,14.0,24.6,-10.6,-0.61,-1.10,Partidos
99,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,25,1995,23,1948,85,57.0,21.6,22,87,21,1,45,3,1.22,29,26,+3,+0.14,+0.08,26.0,24.3,+1.7,+0.08,-0.14,Partidos
100,Bruno Alves,pt POR,DF,Parma,it Serie A,38,1981,19,1632,86,47.7,18.1,18,90,18,1,12,11,0.58,10,39,-29,-1.60,-0.84,13.9,29.6,-15.6,-0.86,-0.71,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
101,Steven Alzate,co COL,CC,Brighton,eng Premier League,21,1998,15,896,60,26.2,10.0,10,76,4,5,28,20,0.93,10,17,-7,-0.70,-0.74,11.3,11.2,+0.1,+0.01,-0.55,Partidos
102,Alfons Amade,de GER,"DF,CC",Hoffenheim,de Bundesliga,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
103,Ibrahim Amadou,fr FRA,CC,Angers,fr Ligue 1,27,1993,24,1504,63,44.0,16.7,20,72,7,4,15,0,1.25,13,19,-6,-0.36,+0.20,17.9,20.9,-3.0,-0.18,+0.18,Partidos
104,Romain Amalfitano,fr FRA,"DL,DF",Dijon,fr Ligue 1,30,1989,2,116,58,3.4,1.3,1,70,0,1,46,0,0.00,1,4,-3,-2.33,-1.10,0.3,5.3,-5.0,-3.91,-2.99,Partidos
105,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,18,2001,1,45,45,1.3,0.5,0,,0,1,45,9,0.00,1,2,-1,-2.00,-1.63,0.9,1.1,-0.2,-0.40,-0.24,Partidos
106,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,25,1994,12,722,60,21.1,8.0,8,80,6,4,21,14,1.54,13,14,-1,-0.12,-0.76,9.9,9.1,+0.7,+0.09,-0.21,Partidos
107,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,26,1994,13,813,63,23.8,9.0,10,80,7,3,3,2,2.31,16,6,+10,+1.11,+1.21,11.3,12.6,-1.3,-0.15,-0.18,Partidos
108,Thierry Ambrose,gp GLP,DL,Metz,fr Ligue 1,23,1997,23,753,33,22.0,8.4,5,62,0,18,25,10,1.22,13,12,+1,+0.12,+0.29,9.6,11.5,-1.9,-0.23,-0.12,Partidos
109,Wisdom Amey,it ITA,DF,Bologna,it Serie A,14,2005,1,2,2,0.1,0.0,0,,0,1,2,2,0.00,0,0,0,0.00,+0.37,0.0,0.0,0.0,+1.11,+1.32,Partidos
110,Bruno Amione,ar ARG,DF,Hellas Verona,it Serie A,18,2002,0,,,,,0,,0,0,,13,,,,,,,,,,,,Partidos
111,Nadiem Amiri,de GER,CC,Leverkusen,de Bundesliga,23,1996,29,1890,65,61.8,21.0,20,85,14,9,21,0,1.62,39,24,+15,+0.71,+0.79,27.6,23.7,+3.9,+0.19,-0.06,Partidos
112,Yanis Ammour,fr FRA,DL,Montpellier,fr Ligue 1,21,1999,0,,,,,0,,,0,,1,,,,,,,,,,,,Partidos
113,Ethan Ampadu,wls WAL,"DF,CC",Sheffield Utd,eng Premier League,19,2000,25,2089,84,61.1,23.2,23,86,19,2,53,4,0.52,12,41,-29,-1.25,-0.30,20.1,39.1,-19.0,-0.82,-0.10,Partidos
114,Sofyan Amrabat,ma MAR,CC,Fiorentina,it Serie A,23,1996,31,2441,79,71.4,27.1,28,86,21,3,11,4,1.06,33,44,-11,-0.41,-0.31,33.4,44.0,-10.6,-0.39,+0.16,Partidos
115,Jon Ander Garrido,es ESP,CC,Cádiz,es La Liga,30,1989,23,800,35,23.4,8.9,7,73,2,16,18,13,1.17,6,18,-12,-1.35,-1.01,8.6,18.9,-10.4,-1.17,-0.81,Partidos
116,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,24,1996,31,2730,88,79.8,30.3,30,89,29,1,59,0,0.87,22,35,-13,-0.43,+1.27,33.4,39.9,-6.5,-0.21,+0.52,Partidos
117,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,24,1996,3,192,64,5.6,2.1,2,90,2,1,12,3,1.33,1,2,-1,-0.47,-1.56,4.4,2.0,+2.3,+1.09,+0.04,Partidos
118,Djavan Anderson,nl NED,DF,Lazio,it Serie A,25,1995,3,72,24,2.1,0.8,1,45,0,2,14,13,1.00,0,2,-2,-2.50,-2.72,0.4,0.7,-0.3,-0.37,-0.67,Partidos
119,Elliot Anderson,sct SCO,CC,Newcastle Utd,eng Premier League,17,2002,1,4,4,0.1,0.0,0,,0,1,4,8,0.00,0,0,0,0.00,+0.42,0.0,0.2,-0.2,-3.66,-3.27,Partidos
