Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Titular,Titular,Titular,Sup.,Sup.,Sup.,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo,Logros del equipo (xG),Logros del equipo (xG),Logros del equipo (xG),Logros del equipo (xG),Logros del equipo (xG),Unnamed: 30_level_0
515,Felipe Caicedo,ec ECU,DL,Lazio,it Serie A,31,1988,25,929,37,27.2,10.3,9,69,1,16,20,5,1.80,19,13,+6,+0.58,+0.58,17.6,8.4,+9.2,+0.89,+0.83,Partidos
516,Moisés Caicedo,ec ECU,CC,Brighton,eng Premier League,18,2001,0,,,,,0,,,0,,4,,,,,,,,,,,,Partidos
517,Marc-Aurèle Caillard,fr FRA,PO,Metz,fr Ligue 1,26,1994,5,361,72,10.6,4.0,4,90,4,1,1,33,0.20,3,10,-7,-1.75,-1.83,4.0,7.6,-3.6,-0.90,-0.85,Partidos
518,Jake Cain,eng ENG,CC,Liverpool,eng Premier League,18,2001,0,,,,,0,,,0,,2,,,,,,,,,,,,Partidos
519,Tom Cairney,sct SCO,CC,Fulham,eng Premier League,29,1991,10,759,76,22.2,8.4,9,83,7,1,8,5,0.50,6,15,-9,-1.07,-0.49,8.9,13.6,-4.7,-0.56,-0.31,Partidos
520,Cala,es ESP,DF,Cádiz,es La Liga,30,1989,28,2272,81,66.4,25.2,26,85,22,2,29,1,1.21,22,37,-15,-0.59,-0.05,23.1,36.4,-13.3,-0.53,+0.05,Partidos
521,Bernardo Calabrese,it ITA,DF,Hellas Verona,it Serie A,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
522,Arturo Calabresi,it ITA,"DF,DL",Bologna,it Serie A,24,1996,1,20,20,0.6,0.2,0,,0,1,20,12,1.00,0,1,-1,-4.50,-4.16,0.0,0.3,-0.3,-1.30,-1.09,Partidos
523,Arturo Calabresi,it ITA,DF,Cagliari,it Serie A,24,1996,2,14,7,0.4,0.2,0,,0,2,7,15,1.00,2,0,+2,+12.86,+13.33,0.8,0.1,+0.7,+4.52,+4.92,Partidos
524,Davide Calabria,it ITA,DF,Milan,it Serie A,23,1996,32,2647,83,77.4,29.4,30,87,23,2,22,0,2.16,61,32,+29,+0.99,+0.52,57.4,38.5,+19.0,+0.64,+0.09,Partidos
525,Riccardo Calafiori,it ITA,DF,Roma,it Serie A,18,2002,3,66,22,1.9,0.7,1,45,0,2,11,15,2.33,0,2,-2,-2.73,-3.05,0.5,1.8,-1.3,-1.80,-2.37,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
526,Mattia Caldara,it ITA,DF,Atalanta,it Serie A,26,1994,6,111,19,3.2,1.2,1,45,0,5,13,21,2.50,6,3,+3,+2.43,+1.34,3.7,2.1,+1.6,+1.28,+0.41,Partidos
527,Luca Caldirola,it ITA,DF,Benevento,it Serie A,29,1991,25,1572,63,46.0,17.5,17,82,13,8,23,4,0.80,18,38,-20,-1.15,-0.41,16.1,32.5,-16.4,-0.94,-0.58,Partidos
528,Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,23,1996,33,2813,85,82.3,31.3,32,88,28,1,2,0,1.52,42,41,+1,+0.03,-0.86,37.1,40.1,-3.0,-0.10,-0.48,Partidos
529,Hakan Çalhanoğlu,tr TUR,"CC,DL",Milan,it Serie A,26,1994,33,2614,79,76.4,29.0,30,84,13,3,35,0,2.09,58,32,+26,+0.90,+0.11,53.8,36.2,+17.6,+0.61,-0.08,Partidos
530,Kerim Calhanoglu,de GER,DF,Schalke 04,de Bundesliga,17,2002,4,296,74,9.7,3.3,4,74,2,0,,5,0.25,0,8,-8,-2.43,-0.71,1.1,5.3,-4.2,-1.28,-0.10,Partidos
531,Fabrizio Caligara,it ITA,"CC,DL",Cagliari,it Serie A,20,2000,10,183,18,5.4,2.0,2,53,0,8,10,9,0.80,2,6,-4,-1.97,-1.63,1.9,5.5,-3.6,-1.78,-1.48,Partidos
532,Daniel Caligiuri,it ITA,"CC,DL",Augsburg,de Bundesliga,32,1988,33,2665,81,87.1,29.6,31,85,22,2,22,0,1.09,29,46,-17,-0.57,-0.35,30.2,50.2,-20.0,-0.68,-0.69,Partidos
533,José Callejón,es ESP,"DL,CC",Fiorentina,it Serie A,33,1987,20,664,33,19.4,7.4,6,68,0,14,18,13,0.80,6,13,-7,-0.95,-0.79,8.9,15.3,-6.4,-0.87,-0.53,Partidos
534,Jonathan Calleri,ar ARG,DL,Osasuna,es La Liga,26,1993,25,1544,62,45.1,17.2,20,71,3,5,26,2,1.20,14,18,-4,-0.23,+0.10,16.9,17.0,-0.2,-0.01,+0.41,Partidos
535,Dominic Calvert-Lewin,eng ENG,DL,Everton,eng Premier League,23,1997,33,2871,87,83.9,31.9,32,89,26,1,29,0,1.64,41,39,+2,+0.06,+0.55,40.7,41.8,-1.1,-0.03,+0.52,Partidos
536,Dani Calvo,es ESP,DF,Elche,es La Liga,26,1994,23,1779,77,52.0,19.8,19,88,18,4,29,13,1.13,16,27,-11,-0.56,-0.01,16.5,30.2,-13.7,-0.69,+0.25,Partidos
537,Boubakar Camara,fr FRA,DL,Lens,fr Ligue 1,19,2001,0,,,,,0,,,0,,4,,,,,,,,,,,,Partidos
538,Drissa Camara,ci CIV,CC,Parma,it Serie A,18,2002,1,15,15,0.4,0.2,0,,0,1,15,19,0.00,2,3,-1,-6.00,-4.86,0.7,1.8,-1.1,-6.74,-6.28,Partidos
539,Mahdi Camara,fr FRA,"CC,DF",Saint-Étienne,fr Ligue 1,22,1998,37,3290,89,96.2,36.6,37,89,32,0,,0,1.22,40,52,-12,-0.33,-0.33,45.6,47.8,-2.2,-0.06,-0.66,Partidos
540,Eduardo Camavinga,fr FRA,CC,Rennes,fr Ligue 1,17,2002,35,2402,69,70.2,26.7,28,79,10,7,29,0,1.54,36,28,+8,+0.30,-0.05,33.0,26.5,+6.5,+0.25,-0.03,Partidos
541,Sergio Camello,es ESP,DL,Atlético Madrid,es La Liga,19,2001,0,,,,,0,,0,0,,18,,,,,,,,,,,,Partidos
542,Camilo,br BRA,CC,Lyon,fr Ligue 1,21,1999,0,,,,,0,,,0,,1,,,,,,,,,,,,Partidos
543,José Campaña,es ESP,CC,Levante,es La Liga,27,1993,9,748,83,21.9,8.3,8,90,8,1,28,0,0.78,8,13,-5,-0.60,-0.40,10.0,11.4,-1.5,-0.18,+0.21,Partidos
544,Gaizka Campos Bahillo,es ESP,PO,Valladolid,es La Liga,23,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
545,Emre Can,de GER,"DF,CC",Dortmund,de Bundesliga,26,1994,28,2133,76,69.7,23.7,23,86,19,5,31,3,1.86,53,32,+21,+0.89,+0.11,44.8,31.0,+13.9,+0.59,-0.46,Partidos
546,Sergio Canales,es ESP,"CC,DL",Betis,es La Liga,29,1991,31,2498,81,73.0,27.8,28,87,20,3,17,0,1.65,38,30,+8,+0.29,+1.07,38.0,31.0,+7.0,+0.25,+0.72,Partidos
547,Matteo Cancellieri,it ITA,DL,Hellas Verona,it Serie A,18,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Partidos
548,João Cancelo,pt POR,"DF,CC",Manchester City,eng Premier League,26,1994,28,2299,82,67.2,25.5,27,84,23,1,20,6,2.18,51,18,+33,+1.29,-0.15,50.7,17.0,+33.7,+1.32,+0.97,Partidos
549,Antonio Candreva,it ITA,CC,Sampdoria,it Serie A,33,1987,35,2505,72,73.2,27.8,28,84,14,7,20,0,1.31,37,36,+1,+0.04,+0.33,31.3,39.7,-8.4,-0.30,-0.08,Partidos
550,Lucas Cañizares,es ESP,PO,Real Madrid,es La Liga,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
551,Álex Cantero,es ESP,DL,Levante,es La Liga,20,2000,4,237,59,6.9,2.6,3,71,0,1,24,1,0.50,3,4,-1,-0.38,-0.10,2.6,3.4,-0.8,-0.31,+0.04,Partidos
552,Ander Capa,es ESP,DF,Athletic Club,es La Liga,28,1992,28,2131,76,62.3,23.7,25,82,15,3,23,2,1.25,33,27,+6,+0.25,+0.39,26.6,25.2,+1.4,+0.06,-0.22,Partidos
553,Pierrick Capelle,fr FRA,"CC,DF",Angers,fr Ligue 1,33,1987,35,2053,59,60.0,22.8,24,78,12,11,17,1,1.09,27,41,-14,-0.61,-0.35,26.1,33.3,-7.2,-0.32,-0.09,Partidos
554,Riccardo Capellini,it ITA,DF,Juventus,it Serie A,20,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
555,Leonardo Capezzi,it ITA,CC,Sampdoria,it Serie A,25,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
556,Étienne Capoue,fr FRA,CC,Villarreal,es La Liga,32,1988,16,1185,74,34.6,13.2,15,78,4,1,18,2,1.38,22,14,+8,+0.61,+0.29,17.9,16.7,+1.3,+0.10,-0.41,Partidos
557,Elio Capradossi,it ITA,DF,Spezia,it Serie A,24,1996,1,90,90,2.6,1.0,1,90,1,0,,5,1.00,2,2,0,0.00,+0.54,2.4,2.4,0.0,-0.02,+0.48,Partidos
558,Gianluca Caprari,it ITA,"CC,DL",Benevento,it Serie A,27,1993,30,1865,62,54.5,20.7,23,73,2,7,27,2,0.93,23,36,-13,-0.63,+0.65,22.4,34.0,-11.6,-0.56,+0.14,Partidos
559,Elia Caprile,it ITA,PO,Leeds United,eng Premier League,18,2001,0,,,,,0,,,0,,5,,,,,,,,,,,,Partidos
560,Francesco Caputo,it ITA,DL,Sassuolo,it Serie A,32,1987,25,1697,68,49.6,18.9,19,79,11,6,32,1,1.52,36,30,+6,+0.32,+0.21,30.6,28.6,+2.0,+0.11,+0.05,Partidos
561,Maxence Caqueret,fr FRA,CC,Lyon,fr Ligue 1,20,2000,29,1761,61,51.5,19.6,19,81,10,10,23,6,2.00,37,25,+12,+0.61,-0.80,36.7,20.4,+16.4,+0.84,-0.44,Partidos
562,Andrea Carboni,it ITA,DF,Cagliari,it Serie A,19,2001,15,1085,72,31.7,12.1,12,84,8,3,24,13,1.27,15,14,+1,+0.08,+0.74,15.8,19.2,-3.4,-0.28,+0.15,Partidos
563,Franco Carboni,it ITA,DL,Inter,it Serie A,17,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Partidos
564,Isaac Carcelen,es ESP,DF,Cádiz,es La Liga,27,1993,32,2581,81,75.5,28.7,31,82,24,1,33,0,1.13,28,44,-16,-0.56,+0.09,24.4,40.0,-15.6,-0.54,+0.01,Partidos
565,Cárdenas,es ESP,PO,Levante,es La Liga,23,1997,8,720,90,21.1,8.0,8,90,8,0,,28,0.75,8,11,-3,-0.37,-0.11,6.5,14.9,-8.4,-1.05,-0.90,Partidos
566,Yoan Cardinale,fr FRA,PO,Nice,fr Ligue 1,26,1994,0,,,,,0,,,0,,37,,,,,,,,,,,,Partidos
567,Irvin Cardona,fr FRA,DL,Brest,fr Ligue 1,22,1997,36,2029,56,59.3,22.5,22,77,5,14,24,2,1.03,37,45,-8,-0.35,+0.16,31.1,35.6,-4.6,-0.20,+0.03,Partidos
568,Marc Cardona,es ESP,"DL,DF",Osasuna,es La Liga,25,1995,3,53,18,1.5,0.6,0,,0,3,18,0,1.00,1,2,-1,-1.70,-1.43,0.7,2.5,-1.8,-3.02,-2.82,Partidos
569,Carlo,es ESP,CC,Villarreal,es La Liga,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
570,Ian Carlo Poveda,eng ENG,CC,Leeds United,eng Premier League,20,2000,14,355,25,10.4,3.9,0,,0,14,25,18,1.14,4,5,-1,-0.25,-0.52,6.3,8.2,-1.9,-0.48,-0.47,Partidos
571,Diego Carlos,br BRA,DF,Sevilla,es La Liga,27,1993,33,2788,84,81.5,31.0,32,87,28,1,9,1,1.97,42,26,+16,+0.52,-0.05,45.8,27.0,+18.9,+0.61,+0.50,Partidos
572,Juan Carlos,es ESP,"CC,DL",Huesca,es La Liga,29,1991,15,291,19,8.5,3.2,3,58,0,12,10,20,0.73,2,4,-2,-0.62,-0.13,3.9,3.4,+0.5,+0.16,+0.45,Partidos
573,Matteo Carnelos,it ITA,PO,Udinese,it Serie A,17,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Partidos
574,Marco Carnesecchi,it ITA,PO,Atalanta,it Serie A,20,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Partidos
575,Lionel Carole,fr FRA,DF,Strasbourg,fr Ligue 1,29,1991,27,1342,50,39.2,14.9,14,82,11,13,15,11,1.00,16,27,-11,-0.74,-0.82,17.5,20.8,-3.4,-0.23,-0.47,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
576,Yannick Carrasco,be BEL,"DF,CC",Atlético Madrid,es La Liga,26,1993,30,2179,73,63.7,24.2,25,81,12,5,29,1,2.33,43,13,+30,+1.24,+0.37,32.0,20.6,+11.3,+0.47,+0.15,Partidos
577,Sergio Carreira,es ESP,DF,Celta Vigo,es La Liga,19,2000,3,259,86,7.6,2.9,3,86,1,0,,12,0.33,2,6,-4,-1.39,-1.45,4.2,4.3,-0.1,-0.04,-0.02,Partidos
578,Guido Carrillo,ar ARG,DL,Elche,es La Liga,29,1991,21,1002,48,29.3,11.1,11,77,4,10,16,1,0.90,14,18,-4,-0.36,+0.27,8.7,17.3,-8.6,-0.77,+0.06,Partidos
579,Andy Carroll,eng ENG,DL,Newcastle Utd,eng Premier League,31,1989,18,392,22,11.5,4.4,4,68,0,14,9,17,0.89,6,8,-2,-0.46,-0.04,4.7,9.0,-4.4,-1.00,-0.69,Partidos
580,Scott Carson,eng ENG,PO,Manchester City,eng Premier League,34,1985,1,90,90,2.6,1.0,1,90,1,0,,3,3.00,4,3,+1,+1.00,-0.35,1.5,2.2,-0.8,-0.75,-1.80,Partidos
581,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,28,1992,13,950,73,27.8,10.6,11,81,7,2,32,0,2.38,19,6,+13,+1.23,+0.28,16.5,9.2,+7.3,+0.69,+0.09,Partidos
582,Fabio Carvalho,pt POR,"CC,DL",Fulham,eng Premier League,17,2002,4,255,64,7.5,2.8,3,81,2,1,13,1,0.25,1,6,-5,-1.76,-1.17,2.6,3.7,-1.1,-0.39,-0.08,Partidos
583,Matis Carvalho,pt POR,PO,Montpellier,fr Ligue 1,21,1999,0,,,,,0,,,0,,11,,,,,,,,,,,,Partidos
584,William Carvalho,pt POR,CC,Betis,es La Liga,28,1992,27,1223,45,35.8,13.6,12,77,4,15,20,4,1.56,21,23,-2,-0.15,-0.23,17.2,23.2,-6.0,-0.44,-0.78,Partidos
585,Nicolò Casale,it ITA,DF,Hellas Verona,it Serie A,22,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
586,Casemiro,br BRA,CC,Real Madrid,es La Liga,28,1992,34,2901,85,84.8,32.2,32,89,29,2,34,0,2.32,59,20,+39,+1.21,+1.21,54.6,27.8,+26.8,+0.83,+1.34,Partidos
587,Oliver Casey,eng ENG,DF,Leeds United,eng Premier League,19,2000,0,,,,,0,,,0,,9,,,,,,,,,,,,Partidos
588,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,22,1997,28,2372,85,69.4,26.4,28,85,22,0,,1,1.50,42,35,+7,+0.27,+0.09,35.9,35.1,+0.8,+0.03,-0.02,Partidos
589,Kiko Casilla,es ESP,PO,Leeds United,eng Premier League,33,1986,3,270,90,7.9,3.0,3,90,3,0,,31,2.00,5,2,+3,+1.00,+0.86,4.3,3.9,+0.4,+0.12,+0.19,Partidos
590,Giuseppe Caso,it ITA,"DF,DL",Genoa,it Serie A,21,1998,2,54,27,1.6,0.6,0,,0,2,27,2,0.00,3,2,+1,+1.67,+1.99,1.3,1.1,+0.3,+0.46,+1.04,Partidos
591,Moreto Cassamã,gw GNB,CC,Reims,fr Ligue 1,22,1998,29,2031,70,59.4,22.6,26,76,11,3,22,2,0.97,25,35,-10,-0.44,-0.57,17.9,38.0,-20.0,-0.89,-0.48,Partidos
592,Francesco Cassata,it ITA,"DF,DL",Genoa,it Serie A,23,1997,8,227,28,6.6,2.5,2,59,0,6,18,2,0.88,4,5,-1,-0.40,-0.11,2.0,4.7,-2.7,-1.07,-0.54,Partidos
593,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,24,1995,27,2345,87,68.6,26.1,27,87,25,0,,0,1.70,51,37,+14,+0.54,+0.20,37.0,29.7,+7.3,+0.28,+0.06,Partidos
594,Koen Casteels,be BEL,PO,Wolfsburg,de Bundesliga,28,1992,32,2880,90,94.1,32.0,32,90,32,0,,0,1.88,58,33,+25,+0.78,+1.28,47.3,38.9,+8.4,+0.26,+1.00,Partidos
595,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,25,1995,24,1947,81,56.9,21.6,22,85,20,2,39,12,1.13,27,35,-8,-0.37,-0.37,29.5,31.3,-1.8,-0.08,+0.09,Partidos
596,Samu Castillejo,es ESP,DL,Milan,it Serie A,25,1995,28,1181,42,34.5,13.1,12,71,3,16,21,7,1.93,23,13,+10,+0.76,-0.16,21.8,15.1,+6.8,+0.52,-0.17,Partidos
597,Luis Castillo,es ESP,PO,Elche,es La Liga,20,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,,Partidos
598,Aritz Castro,es ESP,PO,Alavés,es La Liga,22,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Partidos
599,Gonzalo Castro,de GER,CC,Stuttgart,de Bundesliga,33,1987,26,1729,67,56.5,19.2,23,73,2,3,19,3,1.42,29,31,-2,-0.10,-0.31,26.6,29.5,-2.9,-0.15,-0.29,Partidos
600,Jonny Castro,es ESP,"CC,DF",Wolves,eng Premier League,26,1994,7,495,71,14.5,5.5,7,71,2,0,,0,1.29,3,4,-1,-0.18,+0.28,5.7,5.9,-0.2,-0.03,+0.37,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
601,Óscar Castro,es ESP,CC,Atlético Madrid,es La Liga,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
602,Gaetano Castrovilli,it ITA,CC,Fiorentina,it Serie A,23,1997,34,2332,69,68.2,25.9,29,76,8,5,26,1,0.97,31,39,-8,-0.31,+0.02,31.3,37.2,-5.9,-0.23,+0.66,Partidos
603,Danilo Cataldi,it ITA,CC,Lazio,it Serie A,25,1994,19,568,30,16.6,6.3,4,66,0,15,20,14,1.53,7,14,-7,-1.11,-1.52,9.8,10.5,-0.7,-0.12,-0.48,Partidos
604,Ivan Cavaleiro,pt POR,DL,Fulham,eng Premier League,26,1993,36,2472,69,72.3,27.5,27,85,15,9,21,0,0.75,19,43,-24,-0.87,-0.68,28.4,39.4,-11.0,-0.40,-0.30,Partidos
605,Edinson Cavani,uy URU,DL,Manchester Utd,eng Premier League,33,1987,26,1375,53,40.2,15.3,13,81,8,13,25,0,1.85,28,18,+10,+0.65,-0.18,25.3,16.2,+9.1,+0.59,+0.17,Partidos
606,Dani Ceballos,es ESP,CC,Arsenal,eng Premier League,23,1996,25,1615,65,47.2,17.9,17,84,11,8,24,10,1.28,23,17,+6,+0.33,-0.16,24.5,18.5,+6.0,+0.34,+0.20,Partidos
607,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,28,1992,25,1738,70,50.8,19.3,23,74,10,2,15,3,1.08,23,24,-1,-0.05,0.00,25.3,26.6,-1.3,-0.07,+0.08,Partidos
608,Federico Ceccherini,it ITA,DF,Fiorentina,it Serie A,28,1992,3,270,90,7.9,3.0,3,90,3,0,,0,1.00,5,6,-1,-0.33,-0.02,6.0,5.2,+0.9,+0.28,+0.78,Partidos
609,Christian Celesia,it ITA,CC,Torino,it Serie A,18,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Partidos
610,Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,23,1997,29,2381,82,69.6,26.5,28,85,19,1,8,1,2.28,45,12,+33,+1.25,+0.55,31.6,19.3,+12.3,+0.46,-0.09,Partidos
611,Bersant Celina,xk KVX,"CC,DL",Dijon,fr Ligue 1,23,1996,32,2298,72,67.2,25.5,25,83,16,7,33,0,0.59,18,42,-24,-0.94,+0.99,20.8,46.1,-25.3,-0.99,+0.10,Partidos
612,Álex Centelles,es ESP,DF,Valencia,es La Liga,22,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Partidos
613,Fabien Centonze,fr FRA,DF,Metz,fr Ligue 1,24,1996,36,3221,89,94.2,35.8,36,89,35,0,,0,1.25,41,45,-4,-0.11,-0.11,41.2,45.7,-4.5,-0.13,+0.19,Partidos
614,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,30,1989,19,1465,77,42.8,16.3,16,86,11,3,31,5,1.16,17,23,-6,-0.37,+0.09,16.9,25.1,-8.2,-0.51,-0.21,Partidos
615,Alberto Cerri,it ITA,DL,Cagliari,it Serie A,24,1996,23,369,16,10.8,4.1,3,58,0,20,10,12,0.83,5,7,-2,-0.49,-0.07,8.3,8.8,-0.5,-0.13,+0.29,Partidos
616,César,es ESP,CC,Elche,es La Liga,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
617,Sava Cestic,rs SRB,DF,Köln,de Bundesliga,19,2001,11,899,82,29.4,10.0,11,82,9,0,,6,1.27,10,19,-9,-0.90,-0.19,8.3,16.5,-8.2,-0.82,-0.62,Partidos
618,Julian Chabot,de GER,DF,Spezia,it Serie A,22,1998,25,1655,66,48.4,18.4,19,83,14,6,15,8,0.76,22,35,-13,-0.71,-0.35,21.2,30.9,-9.6,-0.52,-0.07,Partidos
619,Julian Chabot,de GER,DF,Sampdoria,it Serie A,22,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Partidos
620,Nassim Chadli,fr FRA,"DL,CC",Nîmes,fr Ligue 1,19,2001,3,31,10,0.9,0.3,0,,0,3,10,4,1.00,0,1,-1,-2.90,-2.11,0.1,0.7,-0.5,-1.54,-1.00,Partidos
621,Fouad Chafik,ma MAR,DF,Dijon,fr Ligue 1,33,1986,23,1622,71,47.4,18.0,18,85,13,5,18,11,0.43,12,41,-29,-1.61,-0.66,16.7,36.3,-19.6,-1.09,-0.13,Partidos
622,Mehdi Chahiri,ma MAR,"DL,CC",Strasbourg,fr Ligue 1,24,1996,23,801,35,23.4,8.9,8,66,0,15,18,9,0.78,12,17,-5,-0.56,-0.42,13.2,14.5,-1.3,-0.14,-0.26,Partidos
623,Sofian Chakla,ma MAR,DF,Villarreal,es La Liga,26,1993,1,13,13,0.4,0.1,0,,0,1,13,8,3.00,0,0,0,0.00,-0.42,0.4,0.2,+0.2,+1.19,+0.83,Partidos
624,Sofian Chakla,ma MAR,DF,Getafe,es La Liga,26,1993,11,897,82,26.2,10.0,9,89,8,2,46,7,0.64,4,14,-10,-1.00,-0.82,6.7,13.7,-7.0,-0.70,-0.74,Partidos
625,Aníbal Chalá,ec ECU,DF,Dijon,fr Ligue 1,24,1996,13,744,57,21.8,8.3,9,77,6,4,14,7,0.38,5,19,-14,-1.69,-0.55,5.9,16.8,-10.9,-1.32,-0.38,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera,Partidos
626,Trevoh Chalobah,eng ENG,"DF,CC",Lorient,fr Ligue 1,21,1999,29,2237,77,65.4,24.9,24,87,19,5,30,2,1.14,33,46,-13,-0.52,-0.14,32.6,35.6,-3.0,-0.12,-0.04,Partidos
627,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,25,1995,10,753,75,22.0,8.4,8,89,7,2,21,8,2.00,16,10,+6,+0.72,+0.38,11.0,10.4,+0.6,+0.08,-0.20,Partidos
628,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,30,1990,15,432,29,14.1,4.8,3,86,1,12,15,17,1.67,10,12,-2,-0.42,-1.03,9.4,10.5,-1.2,-0.25,-0.69,Partidos
629,Kwon Chang-hoon,kr KOR,"CC,DL",Freiburg,de Bundesliga,26,1994,12,216,18,7.1,2.4,1,65,0,11,14,6,1.00,3,6,-3,-1.25,-1.34,2.9,5.6,-2.7,-1.13,-1.00,Partidos
630,Gaëtan Charbonnier,fr FRA,"CC,DL",Brest,fr Ligue 1,31,1988,36,1570,44,45.9,17.4,17,76,4,19,14,1,1.08,25,30,-5,-0.29,+0.25,27.8,27.1,+0.7,+0.04,+0.46,Partidos
631,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,25,1994,33,2716,82,79.4,30.2,30,90,29,3,10,3,1.15,37,49,-12,-0.40,+0.11,39.3,48.7,-9.4,-0.31,-0.48,Partidos
632,Kgagelo Chauke,eng ENG,CC,Southampton,eng Premier League,17,2003,0,,,,,0,,,0,,10,,,,,,,,,,,,Partidos
633,Xavier Chavalerin,fr FRA,CC,Reims,fr Ligue 1,29,1991,30,2547,85,74.5,28.3,29,88,25,1,9,0,1.10,26,33,-7,-0.25,-0.14,21.5,42.6,-21.2,-0.75,-0.22,Partidos
634,Pape Cheikh Diop,sn SEN,CC,Dijon,fr Ligue 1,22,1997,21,1089,52,31.8,12.1,13,73,3,8,18,7,0.67,8,17,-9,-0.74,+0.76,11.0,21.0,-10.0,-0.83,+0.29,Partidos
635,Chema,es ESP,"DF,CC",Getafe,es La Liga,28,1992,10,557,56,16.3,6.2,7,76,5,3,9,23,0.70,4,10,-6,-0.97,-0.69,4.9,6.3,-1.4,-0.23,-0.09,Partidos
636,Rayan Cherki,fr FRA,"DL,CC",Lyon,fr Ligue 1,16,2003,27,698,26,20.4,7.8,5,71,1,22,16,10,1.78,13,6,+7,+0.90,-0.12,14.7,6.7,+8.0,+1.03,-0.02,Partidos
637,Denis Cheryshev,ru RUS,CC,Valencia,es La Liga,29,1990,21,1101,52,32.2,12.2,13,70,0,8,23,3,1.05,19,21,-2,-0.16,-0.12,15.6,17.2,-1.6,-0.13,+0.18,Partidos
638,Lucas Chevalier,fr FRA,PO,Lille,fr Ligue 1,18,2001,0,,,,,0,,,0,,14,,,,,,,,,,,,Partidos
639,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,35,1984,17,1386,82,40.5,15.4,16,86,13,1,8,8,1.94,29,18,+11,+0.71,-0.52,28.6,18.5,+10.2,+0.66,-0.44,Partidos
