Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Tipos de pases,Tipos de pases,Tipos de pases,Tipos de pases,Tipos de pases,Tipos de pases,Tipos de pases,Tipos de pases,Saques de esquina,Saques de esquina,Saques de esquina,Resultados,Resultados,Resultados,Unnamed: 24_level_0
54,Jordi Alba,es ESP,"DF,DL",Barcelona,es La Liga,31,1989,33.6,2929,2647,276,38,0,14,119,235,3,0,0,0,2479,6,45,Partidos
55,Luis Alberto,es ESP,CC,Lazio,it Serie A,27,1992,29.1,1946,1664,266,71,9,14,150,22,119,63,38,1,1493,16,43,Partidos
56,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,34,1985,34.6,2065,1994,68,62,0,19,6,5,0,0,0,0,1829,3,14,Partidos
57,Marc Albrighton,eng ENG,"DF,DL",Leicester City,eng Premier League,30,1989,19.4,933,830,97,8,1,9,118,60,29,6,15,0,627,6,53,Partidos
58,Paco Alcácer,es ESP,DL,Villarreal,es La Liga,26,1993,17.2,270,229,37,0,1,0,3,1,0,0,0,0,193,4,7,Partidos
59,Pedro Alcalá,es ESP,DF,Cádiz,es La Liga,31,1989,10.1,282,266,14,14,0,5,0,0,0,0,0,0,205,2,4,Partidos
60,Thiago Alcántara,es ESP,CC,Liverpool,eng Premier League,29,1991,20.6,1735,1686,44,30,3,19,7,3,0,0,0,0,1545,5,12,Partidos
61,Rubén Alcaraz,es ESP,CC,Valladolid,es La Liga,29,1991,24.1,1131,1076,48,43,0,39,10,5,0,0,0,0,930,7,14,Partidos
62,Omar Alderete,py PAR,DF,Hertha BSC,de Bundesliga,23,1996,14.4,916,878,32,31,0,5,2,1,0,0,0,0,732,6,4,Partidos
63,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,31,1989,24.9,1453,1377,74,61,2,16,1,13,0,0,0,0,1199,2,9,Partidos
64,Iván Alejo,es ESP,"CC,DL",Cádiz,es La Liga,25,1995,9.2,229,217,12,1,0,0,63,7,3,1,2,0,127,0,20,Partidos
65,Carles Aleñá,es ESP,CC,Barcelona,es La Liga,22,1998,0.5,39,39,0,0,0,0,0,0,0,0,0,0,36,0,0,Partidos
66,Carles Aleñá,es ESP,"CC,DL",Getafe,es La Liga,22,1998,15.2,591,510,74,37,1,7,60,4,32,16,10,0,390,7,16,Partidos
67,Rúnar Alex Rúnarsson,is ISL,PO,Arsenal,eng Premier League,25,1995,0.2,11,8,3,2,0,0,0,0,0,0,0,0,7,0,0,Partidos
68,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,21,1998,33.7,3015,2516,488,56,6,55,297,326,106,16,61,2,2245,11,52,Partidos
69,Alfon,es ESP,CC,Celta Vigo,es La Liga,21,1999,0.4,16,16,0,0,0,0,0,0,0,0,0,0,16,0,0,Partidos
70,Mohamed Ali Cho,fr FRA,"DL,CC",Angers,fr Ligue 1,16,2004,3.9,111,106,3,0,0,0,11,2,0,0,0,0,67,2,6,Partidos
71,Ezgjan Alioski,mk MKD,"DF,CC",Leeds United,eng Premier League,28,1992,27.3,1670,1410,255,29,1,7,62,226,0,0,0,0,1321,5,44,Partidos
72,Rachid Alioui,ma MAR,DL,Angers,fr Ligue 1,28,1992,0.2,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,Partidos
73,Alisson,br BRA,PO,Liverpool,eng Premier League,27,1992,33.0,1157,919,234,61,0,2,0,0,0,0,0,0,1000,4,0,Partidos
74,Saturnin Allagbé,bj BEN,PO,Dijon,fr Ligue 1,26,1993,12.0,403,265,137,32,0,1,0,0,0,0,0,0,269,1,1,Partidos
75,Allan,br BRA,CC,Everton,eng Premier League,29,1991,22.8,1068,1029,35,22,1,4,4,5,0,0,0,0,908,4,18,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos,Partidos
76,Dele Alli,eng ENG,CC,Tottenham,eng Premier League,24,1996,6.9,345,316,27,8,1,1,10,3,0,0,0,0,275,2,12,Partidos
77,Miguel Almirón,py PAR,"CC,DL",Newcastle Utd,eng Premier League,26,1994,27.0,895,866,26,6,3,5,39,3,5,0,0,0,708,3,33,Partidos
78,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,29,1990,10.7,610,517,90,11,0,3,24,75,4,0,4,0,493,3,21,Partidos
79,Sergio Álvarez,es ESP,"CC,DF",Eibar,es La Liga,28,1992,17.4,698,681,16,14,0,8,9,2,0,0,0,0,531,1,6,Partidos
80,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,25,1995,21.6,1107,1049,54,51,0,26,5,3,0,0,0,0,907,4,8,Partidos
81,Bruno Alves,pt POR,DF,Parma,it Serie A,38,1981,18.1,931,894,33,29,0,11,8,2,0,0,0,0,790,4,4,Partidos
82,Steven Alzate,co COL,CC,Brighton,eng Premier League,21,1998,10.0,449,438,11,1,0,1,3,9,0,0,0,0,403,0,5,Partidos
83,Ibrahim Amadou,fr FRA,CC,Angers,fr Ligue 1,27,1993,16.7,691,677,13,11,0,5,4,2,0,0,0,0,582,1,11,Partidos
84,Romain Amalfitano,fr FRA,"DL,DF",Dijon,fr Ligue 1,30,1989,1.3,57,52,4,0,0,0,5,4,0,0,0,0,44,1,1,Partidos
85,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,18,2001,0.5,14,11,3,0,0,0,1,3,0,0,0,0,9,0,1,Partidos
86,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,25,1994,8.0,493,453,38,2,0,0,1,36,0,0,0,0,414,2,8,Partidos
87,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,26,1994,9.0,442,362,79,6,0,3,10,73,0,0,0,0,343,1,14,Partidos
88,Thierry Ambrose,gp GLP,DL,Metz,fr Ligue 1,23,1997,8.4,243,229,13,1,1,2,19,2,3,3,0,0,164,1,15,Partidos
89,Wisdom Amey,it ITA,DF,Bologna,it Serie A,14,2005,0.0,5,3,2,0,0,0,0,2,0,0,0,0,5,0,0,Partidos
90,Nadiem Amiri,de GER,CC,Leverkusen,de Bundesliga,23,1996,21.0,1139,1036,96,41,3,3,68,7,44,15,19,0,930,7,24,Partidos
91,Ethan Ampadu,wls WAL,"DF,CC",Sheffield Utd,eng Premier League,19,2000,23.2,1087,1002,83,18,0,15,19,60,5,5,0,0,870,2,14,Partidos
92,Sofyan Amrabat,ma MAR,CC,Fiorentina,it Serie A,23,1996,27.1,1378,1314,61,38,0,33,16,5,0,0,0,0,1210,3,18,Partidos
93,Jon Ander Garrido,es ESP,CC,Cádiz,es La Liga,30,1989,8.9,230,223,7,7,0,0,2,0,0,0,0,0,180,0,2,Partidos
94,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,24,1996,30.3,1993,1902,83,68,0,35,12,15,0,0,0,0,1609,8,13,Partidos
95,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,24,1996,2.1,117,110,7,6,0,2,0,1,0,0,0,0,105,0,1,Partidos
96,Djavan Anderson,nl NED,DF,Lazio,it Serie A,25,1995,0.8,32,25,7,0,0,0,2,7,0,0,0,0,23,0,1,Partidos
97,Elliot Anderson,sct SCO,CC,Newcastle Utd,eng Premier League,17,2002,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Partidos
98,Felipe Anderson,br BRA,"DL,CC",West Ham,eng Premier League,27,1993,0.0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,Partidos
99,Sebastian Andersson,se SWE,DL,Köln,de Bundesliga,29,1991,12.5,247,221,25,0,0,0,2,0,0,0,0,0,168,1,6,Partidos
100,Nícolas Andrade,br BRA,PO,Udinese,it Serie A,32,1988,2.0,40,29,11,2,0,0,0,0,0,0,0,0,34,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos,Partidos
101,Benjamin André,fr FRA,CC,Lille,fr Ligue 1,29,1990,32.1,2040,2005,30,28,0,16,14,2,0,0,0,0,1703,5,35,Partidos
102,Marcos André,br BRA,DL,Valladolid,es La Liga,23,1996,13.1,199,194,2,0,1,3,9,1,0,0,0,0,114,3,8,Partidos
103,Robert Andrich,de GER,CC,Union Berlin,de Bundesliga,25,1994,28.1,1442,1408,25,20,2,12,17,2,0,0,0,0,1127,9,21,Partidos
104,Victorien Angban,ci CIV,CC,Metz,fr Ligue 1,23,1996,18.6,890,871,18,15,0,9,9,3,0,0,0,0,780,1,11,Partidos
105,Ángel,es ESP,PO,Granada,es La Liga,18,2002,1.0,31,12,19,2,0,0,0,0,0,0,0,0,14,0,0,Partidos
106,José Ángel,es ESP,DF,Eibar,es La Liga,30,1989,10.0,692,552,135,19,0,9,59,115,1,0,0,0,510,5,15,Partidos
107,Miguel Ángel Rubio,es ESP,DF,Valladolid,es La Liga,22,1998,1.5,54,53,0,0,0,0,0,0,0,0,0,0,39,1,0,Partidos
108,Angeliño,es ESP,"DF,DL",RB Leipzig,de Bundesliga,23,1997,24.0,1500,1207,284,44,1,4,184,193,47,23,15,0,1057,9,36,Partidos
109,Davide Angelo Ghislandi,it ITA,DF,Atalanta,it Serie A,19,2001,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Partidos
110,Philip Ankhrah,gh GHA,CC,Hellas Verona,it Serie A,17,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Partidos
111,Cristian Ansaldi,ar ARG,"DF,DL",Torino,it Serie A,33,1986,21.6,997,757,239,32,0,26,177,185,22,3,16,0,674,1,28,Partidos
112,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,24,1996,30.1,2097,1993,100,60,1,6,11,40,0,0,0,0,1835,4,22,Partidos
113,Michail Antonio,jm JAM,DL,West Ham,eng Premier League,30,1990,21.9,494,481,11,1,0,3,31,8,0,0,0,0,316,2,20,Partidos
114,José Antonio Miranda,gq EQG,"CC,DF",Getafe,es La Liga,22,1998,0.3,16,16,0,0,0,0,2,0,0,0,0,0,9,0,0,Partidos
115,Valentin Antov,bg BUL,DF,Bologna,it Serie A,19,2000,2.6,122,109,13,6,0,1,0,7,0,0,0,0,108,0,0,Partidos
116,Houssem Aouar,dz ALG,"CC,DL",Lyon,fr Ligue 1,22,1998,19.8,991,945,41,14,2,5,19,7,8,2,1,0,833,5,23,Partidos
117,Adil Aouchiche,fr FRA,"CC,DL",Saint-Étienne,fr Ligue 1,18,2002,19.2,818,680,136,45,4,14,130,5,77,26,38,3,571,2,22,Partidos
118,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,28,1992,17.3,868,676,189,13,0,2,47,176,0,0,0,0,628,3,18,Partidos
119,Aritz Arambarri,es ESP,DF,Real Sociedad,es La Liga,22,1998,0.3,19,15,4,0,0,0,0,4,0,0,0,0,13,0,0,Partidos
120,Mauro Arambarri,uy URU,CC,Getafe,es La Liga,24,1995,33.1,1093,964,123,51,2,36,123,2,68,41,13,0,739,6,14,Partidos
121,Charles Aránguiz,cl CHI,CC,Leverkusen,de Bundesliga,31,1989,18.5,1168,1122,44,35,0,5,4,9,0,0,0,0,998,2,19,Partidos
122,Luiz Araújo,br BRA,CC,Lille,fr Ligue 1,24,1996,16.6,606,588,16,4,1,11,27,8,4,3,0,0,455,2,17,Partidos
123,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,28,1991,27.0,1590,1562,26,24,1,7,2,2,0,0,0,0,1321,2,9,Partidos
124,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,21,1999,16.8,1075,1037,37,28,0,6,0,9,0,0,0,0,985,1,4,Partidos
125,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,33,1987,31.2,1932,1652,278,88,0,82,43,190,0,0,0,0,1459,2,21,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos,Partidos
126,Alphonse Areola,fr FRA,PO,Fulham,eng Premier League,27,1993,36.0,1014,663,348,97,0,0,0,0,0,0,0,0,746,3,0,Partidos
127,Santiago Arias,co COL,DF,Leverkusen,de Bundesliga,28,1992,1.0,57,49,8,1,0,0,2,7,0,0,0,0,47,0,0,Partidos
128,Karim Aribi,dz ALG,DL,Nîmes,fr Ligue 1,26,1994,3.3,68,59,9,0,0,0,2,0,0,0,0,0,38,0,3,Partidos
129,Unai Arietaleanizbeaskoa,es ESP,"DL,CC",Eibar,es La Liga,21,1999,0.5,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,Partidos
130,Nicolò Armini,it ITA,DF,Lazio,it Serie A,19,2001,0.1,5,3,1,1,0,1,0,0,0,0,0,0,3,1,0,Partidos
131,Stuart Armstrong,sct SCO,CC,Southampton,eng Premier League,28,1992,30.7,1298,1203,89,14,2,4,40,16,2,0,0,0,1021,6,52,Partidos
132,Maximilian Arnold,de GER,CC,Wolfsburg,de Bundesliga,26,1994,28.7,1664,1395,259,140,3,20,139,11,105,53,33,0,1323,10,19,Partidos
133,Toluwalase Arokodare,ng NGA,"DL,CC",Köln,de Bundesliga,19,2000,1.2,37,35,2,0,0,1,1,0,0,0,0,0,26,0,1,Partidos
134,Sergio Arribas,es ESP,"CC,DL",Real Madrid,es La Liga,18,2001,1.5,89,86,2,0,1,0,1,2,0,0,0,0,72,1,3,Partidos
135,Kepa Arrizabalaga,es ESP,PO,Chelsea,eng Premier League,25,1994,6.5,246,193,53,7,0,0,0,0,0,0,0,0,202,0,0,Partidos
136,Tolgay Arslan,de GER,CC,Udinese,it Serie A,29,1990,20.2,890,853,31,26,1,10,13,3,2,1,1,0,749,6,12,Partidos
137,Kwadwo Asamoah,gh GHA,"DF,CC",Cagliari,it Serie A,31,1988,2.5,114,102,12,1,0,0,7,10,1,0,0,0,95,0,1,Partidos
138,Santiago Ascacíbar,ar ARG,CC,Hertha BSC,de Bundesliga,23,1997,8.5,358,332,25,23,0,4,4,2,0,0,0,0,291,1,12,Partidos
139,Sergio Asenjo,es ESP,PO,Villarreal,es La Liga,31,1989,36.0,1308,947,358,75,0,6,0,0,0,0,0,0,1022,3,0,Partidos
140,Marco Asensio,es ESP,"DL,CC",Real Madrid,es La Liga,24,1996,20.8,1012,948,60,11,1,12,97,20,29,9,5,0,798,4,32,Partidos
141,Kristoffer Askildsen,no NOR,CC,Sampdoria,it Serie A,19,2001,1.1,19,19,0,0,0,0,1,0,0,0,0,0,10,0,0,Partidos
142,Iago Aspas,es ESP,DL,Celta Vigo,es La Liga,32,1987,31.8,1275,1209,55,19,9,11,28,12,2,1,1,0,983,11,34,Partidos
143,Roger Assalé,ci CIV,"DL,CC",Dijon,fr Ligue 1,26,1993,9.2,181,171,9,1,0,2,6,2,0,0,0,0,118,1,5,Partidos
144,Youcef Atal,dz ALG,"DF,DL",Nice,fr Ligue 1,24,1996,10.6,630,533,97,11,1,5,51,86,0,0,0,0,496,0,14,Partidos
145,Miguel Atienza,es ESP,CC,Eibar,es La Liga,21,1999,9.3,341,340,1,1,0,3,4,0,0,0,0,0,271,0,3,Partidos
146,Pierre-Emerick Aubameyang,ga GAB,DL,Arsenal,eng Premier League,31,1989,25.9,674,651,14,0,1,3,38,3,0,0,0,0,499,9,12,Partidos
147,Emil Audero,it ITA,PO,Sampdoria,it Serie A,23,1997,37.0,1247,873,372,113,0,1,0,0,0,0,0,0,877,2,0,Partidos
148,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,25,1994,35.7,2061,1701,357,42,0,5,148,315,0,0,0,0,1564,3,62,Partidos
149,Jean-Kévin Augustin,fr FRA,DL,Nantes,fr Ligue 1,23,1997,0.4,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0,Partidos
150,Ludwig Augustinsson,se SWE,"DF,DL",Werder Bremen,de Bundesliga,26,1994,21.7,1177,854,317,55,0,5,193,191,71,29,39,0,762,6,31,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos,Partidos
151,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,27,1992,17.8,980,823,157,4,1,1,35,153,0,0,0,0,772,0,32,Partidos
152,Charlie Austin,eng ENG,"DL,CC",West Brom,eng Premier League,31,1989,1.5,34,32,1,0,0,0,0,0,0,0,0,0,23,1,1,Partidos
153,Ezequiel Ávila,ar ARG,"DL,CC",Osasuna,es La Liga,26,1994,2.2,54,53,1,0,0,3,2,0,0,0,0,0,31,0,1,Partidos
154,Taiwo Awoniyi,ng NGA,DL,Union Berlin,de Bundesliga,22,1997,15.1,295,289,5,0,1,0,4,1,0,0,0,0,194,1,7,Partidos
155,Mehmet Aydin,de GER,DF,Schalke 04,de Bundesliga,18,2002,5.6,204,156,48,1,0,0,10,47,0,0,0,0,136,0,8,Partidos
156,Jordan Ayew,gh GHA,"DL,CC",Crystal Palace,eng Premier League,28,1991,23.3,667,656,10,3,1,3,31,2,0,0,0,0,519,1,30,Partidos
157,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,25,1994,8.8,567,530,36,8,0,1,3,28,0,0,0,0,515,1,3,Partidos
158,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,28,1991,37.8,2770,2407,355,56,4,50,82,299,0,0,0,0,2161,8,46,Partidos
159,Ramon Azeez,ng NGA,CC,Granada,es La Liga,27,1992,1.1,37,35,2,1,0,0,1,1,0,0,0,0,29,0,0,Partidos
160,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,30,1989,24.3,2081,1892,185,32,3,0,37,153,0,0,0,0,1787,4,31,Partidos
