RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,GC,PD,TL,TE,GC.1,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Int.,% Cmp,Int..1,TI,%deLanzamientos,Long. prom.,Int..2,%deLanzamientos.1,Long. prom..1,Opp,Stp,% de Stp,Núm. de OPA,Núm. de OPA/90,DistProm.
188,Wojciech Szczęsny,pl POL,PO,Juventus,it Serie A,27,1990,17.0,9.0,0.0,1.0,2.0,0.0,11.5,0.36,2.5,0.15,84.0,165.0,50.9,361.0,84.0,29.4,32.8,96.0,61.5,43.7,196.0,11.0,5.6,13.0,0.76,14.3
189,Ciprian Tătărușanu,ro ROU,PO,Nantes,fr Ligue 1,31,1986,37.0,38.0,2.0,0.0,8.0,1.0,33.1,0.24,-3.9,-0.1,230.0,608.0,37.8,753.0,172.0,44.0,37.2,333.0,83.2,56.8,633.0,41.0,6.5,22.0,0.59,11.5
190,Marc-André ter Stegen,de GER,PO,Barcelona,es La Liga,25,1992,37.0,28.0,2.0,0.0,1.0,0.0,36.3,0.27,8.3,0.22,129.0,304.0,42.4,1040.0,192.0,17.5,27.5,262.0,46.6,41.7,404.0,15.0,3.7,41.0,1.11,15.1
191,Kevin Trapp,de GER,PO,Paris S-G,fr Ligue 1,27,1990,4.0,4.0,2.0,0.0,0.0,0.0,4.9,0.17,0.9,0.23,4.0,8.0,50.0,71.0,20.0,11.3,22.3,21.0,0.0,23.5,66.0,4.0,6.1,5.0,1.25,15.8
192,Philipp Tschauner,de GER,PO,Hannover 96,de Bundesliga,31,1985,31.0,45.0,2.0,1.0,11.0,0.0,42.1,0.26,-2.9,-0.09,230.0,518.0,44.4,875.0,161.0,43.0,35.1,275.0,51.6,40.5,508.0,24.0,4.7,20.0,0.65,12.4
193,Przemysław Tytoń,pl POL,PO,La Coruña,es La Liga,30,1987,1.1,4.0,0.0,0.0,2.0,0.0,2.7,0.53,-1.3,-1.23,3.0,14.0,21.4,18.0,2.0,50.0,38.6,10.0,50.0,45.7,17.0,1.0,5.9,0.0,0.0,3.0
194,Sven Ulreich,de GER,PO,Bayern Munich,de Bundesliga,28,1988,29.0,26.0,1.0,1.0,2.0,3.0,25.3,0.26,2.3,0.08,137.0,328.0,41.8,795.0,141.0,33.1,32.5,153.0,42.5,39.8,247.0,15.0,6.1,37.0,1.28,15.4
195,Francis Uzoho,ng NGA,PO,La Coruña,es La Liga,18,1998,2.0,2.0,1.0,0.0,0.0,0.0,2.9,0.21,0.9,0.44,10.0,37.0,27.0,30.0,6.0,70.0,46.0,18.0,88.9,55.3,36.0,2.0,5.6,1.0,0.5,12.0
196,Koke Vegas,es ESP,PO,Levante,es La Liga,21,1995,1.0,4.0,0.0,0.0,1.0,0.0,3.7,0.46,-0.3,-0.34,4.0,16.0,25.0,19.0,2.0,47.4,40.5,10.0,70.0,43.9,14.0,0.0,0.0,2.0,2.0,13.5
197,Rémy Vercoutre,fr FRA,PO,Caen,fr Ligue 1,37,1980,34.5,48.0,4.0,0.0,5.0,4.0,40.2,0.28,-3.8,-0.11,343.0,757.0,45.3,802.0,99.0,65.1,45.0,260.0,90.4,57.2,478.0,14.0,2.9,14.0,0.41,12.7
198,Emiliano Viviano,it ITA,PO,Sampdoria,it Serie A,31,1985,27.0,43.0,2.0,1.0,5.0,2.0,40.8,0.28,-0.2,-0.01,179.0,437.0,41.0,632.0,80.0,46.0,38.8,226.0,64.6,49.5,429.0,13.0,3.0,19.0,0.7,13.1
199,Michel Vorm,nl NED,PO,Tottenham,eng Premier League,33,1983,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.13,0.5,0.53,2.0,4.0,50.0,17.0,2.0,5.9,26.5,9.0,33.3,32.4,14.0,0.0,0.0,2.0,2.0,17.0
200,Roman Weidenfeller,de GER,PO,Dortmund,de Bundesliga,36,1980,1.0,4.0,0.0,0.0,1.0,0.0,1.5,0.22,-2.5,-2.43,3.0,25.0,12.0,33.0,0.0,54.5,38.1,8.0,87.5,56.4,15.0,1.0,6.7,1.0,0.99,12.8
201,Axel Werner,ar ARG,PO,Atlético Madrid,es La Liga,21,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.17,0.5,0.5,3.0,15.0,20.0,10.0,1.0,80.0,51.2,7.0,100.0,56.4,16.0,1.0,6.3,1.0,1.0,13.5
202,Yoel,es ESP,PO,Eibar,es La Liga,28,1988,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.27,1.3,1.33,13.0,38.0,34.2,28.0,1.0,92.9,52.4,12.0,100.0,68.0,19.0,0.0,0.0,3.0,3.0,21.4
203,Erwin Zelazny,fr FRA,PO,Troyes,fr Ligue 1,25,1991,17.0,28.0,2.0,0.0,3.0,0.0,25.9,0.27,-2.1,-0.13,145.0,413.0,35.1,481.0,74.0,53.8,40.7,173.0,89.0,58.3,285.0,10.0,3.5,9.0,0.53,10.5
204,Robin Zentner,de GER,PO,Mainz 05,de Bundesliga,22,1994,15.0,27.0,4.0,1.0,3.0,1.0,21.3,0.26,-4.7,-0.31,100.0,279.0,35.8,386.0,75.0,47.9,38.7,126.0,74.6,54.8,211.0,11.0,5.2,19.0,1.27,14.3
205,Luca Zidane,fr FRA,PO,Real Madrid,es La Liga,19,1998,1.0,2.0,0.0,0.0,0.0,0.0,1.8,0.45,-0.2,-0.18,0.0,2.0,0.0,24.0,6.0,4.2,24.8,8.0,12.5,27.9,7.0,2.0,28.6,0.0,0.0,10.5
206,Ron-Robert Zieler,de GER,PO,Stuttgart,de Bundesliga,28,1989,34.0,36.0,4.0,2.0,2.0,0.0,40.7,0.24,4.7,0.14,296.0,834.0,35.5,1029.0,123.0,57.2,42.8,300.0,81.7,59.0,547.0,34.0,6.2,37.0,1.09,13.6
