RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Tkl,TklG,3.º def.,3.º cent.,3.º ataq.,Tkl.1,Att,Tkl%,Pérdida,Bloqueos,Dis,Pases,Int,Tkl+Int,Desp.,Err
728,Maxime Dupé,fr FRA,PO,Nantes,fr Ligue 1,24.0,1993.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
729,Jimmy Durmaz,se SWE,"CC,DL",Toulouse,fr Ligue 1,28.0,1989.0,11.4,16.0,9.0,5.0,5.0,6.0,6.0,14.0,42.9,8.0,2.0,0.0,2.0,14.0,30.0,9.0,0.0
730,Riza Durmisi,dk DEN,DF,Betis,es La Liga,23.0,1994.0,23.1,39.0,21.0,24.0,14.0,1.0,10.0,18.0,55.6,8.0,18.0,7.0,11.0,15.0,54.0,65.0,1.0
731,Hugo Duro,es ESP,DL,Getafe,es La Liga,17.0,1999.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,Noë Dussenne,be BEL,DL,Crotone,it Serie A,25.0,1992.0,0.9,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0
733,Paulo Dybala,ar ARG,"CC,DL",Juventus,it Serie A,23.0,1993.0,26.1,19.0,11.0,4.0,10.0,5.0,4.0,32.0,12.5,28.0,22.0,0.0,22.0,12.0,31.0,4.0,0.0
734,Nathan Dyer,eng ENG,"CC,DL",Swansea City,eng Premier League,29.0,1987.0,14.5,22.0,16.0,8.0,9.0,5.0,6.0,24.0,25.0,18.0,13.0,0.0,13.0,11.0,33.0,3.0,0.0
735,Edin Džeko,ba BIH,DL,Roma,it Serie A,31.0,1986.0,33.5,15.0,10.0,1.0,9.0,5.0,3.0,15.0,20.0,12.0,9.0,1.0,8.0,4.0,19.0,36.0,0.0
736,Blerim Džemaili,ch SUI,"CC,DL",Bologna,it Serie A,31.0,1986.0,13.3,27.0,19.0,11.0,15.0,1.0,9.0,27.0,33.3,18.0,15.0,4.0,11.0,18.0,45.0,11.0,0.0
737,Félix Eboa Eboa,cm CMR,DF,Guingamp,fr Ligue 1,20.0,1997.0,16.9,19.0,11.0,12.0,7.0,0.0,8.0,16.0,50.0,8.0,21.0,11.0,10.0,39.0,58.0,119.0,2.0
738,Éder,it ITA,"DL,CC",Inter,it Serie A,30.0,1986.0,8.9,10.0,7.0,2.0,4.0,4.0,0.0,10.0,0.0,10.0,6.0,1.0,5.0,5.0,15.0,4.0,0.0
739,Simone Edera,it ITA,"DL,CC",Torino,it Serie A,20.0,1997.0,3.6,6.0,2.0,2.0,4.0,0.0,3.0,10.0,30.0,7.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0
740,Ederson,br BRA,PO,Manchester City,eng Premier League,23.0,1993.0,35.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,15.0,6.0
741,Tom Edwards,eng ENG,"DF,CC",Stoke City,eng Premier League,18.0,1999.0,5.3,15.0,9.0,10.0,5.0,0.0,8.0,8.0,100.0,0.0,5.0,2.0,3.0,5.0,20.0,20.0,0.0
742,Mandela Egbo,eng ENG,"DF,CC",M'Gladbach,de Bundesliga,19.0,1997.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
743,Johannes Eggestein,de GER,"DL,DF",Werder Bremen,de Bundesliga,19.0,1998.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
744,Maximilian Eggestein,de GER,CC,Werder Bremen,de Bundesliga,20.0,1996.0,29.9,70.0,48.0,32.0,34.0,4.0,34.0,58.0,58.6,24.0,41.0,6.0,35.0,40.0,110.0,51.0,0.0
745,Albin Ekdal,se SWE,CC,Hamburger SV,de Bundesliga,28.0,1989.0,12.3,39.0,28.0,19.0,19.0,1.0,18.0,29.0,62.1,11.0,20.0,3.0,17.0,21.0,60.0,19.0,0.0
746,Josip Elez,hr CRO,DF,Hannover 96,de Bundesliga,23.0,1994.0,8.6,12.0,8.0,9.0,2.0,1.0,5.0,9.0,55.6,4.0,9.0,7.0,2.0,16.0,28.0,39.0,1.0
747,Rob Elliot,ie IRL,PO,Newcastle Utd,eng Premier League,31.0,1986.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
748,Mohamed Elneny,eg EGY,CC,Arsenal,eng Premier League,25.0,1992.0,9.6,12.0,6.0,6.0,3.0,3.0,6.0,10.0,60.0,4.0,11.0,0.0,11.0,10.0,22.0,12.0,2.0
749,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,23.0,1994.0,17.7,32.0,20.0,20.0,9.0,3.0,19.0,30.0,63.3,11.0,20.0,7.0,13.0,45.0,77.0,84.0,0.0
750,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,20.0,1996.0,32.4,66.0,46.0,41.0,22.0,3.0,37.0,55.0,67.3,18.0,39.0,9.0,30.0,51.0,117.0,108.0,3.0
751,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,23.0,1993.0,29.9,32.0,18.0,26.0,6.0,0.0,19.0,34.0,55.9,15.0,45.0,36.0,9.0,50.0,82.0,183.0,0.0
752,Breel Embolo,ch SUI,"DL,CC",Schalke 04,de Bundesliga,20.0,1997.0,10.2,14.0,10.0,3.0,7.0,4.0,2.0,9.0,22.2,7.0,13.0,0.0,13.0,6.0,20.0,3.0,0.0
753,Youssef En-Nesyri,ma MAR,DL,Málaga,es La Liga,20.0,1997.0,17.7,31.0,25.0,10.0,14.0,7.0,6.0,26.0,23.1,20.0,11.0,0.0,11.0,9.0,40.0,32.0,0.0
754,Sergi Enrich,es ESP,DL,Eibar,es La Liga,27.0,1990.0,14.8,11.0,8.0,3.0,3.0,5.0,2.0,8.0,25.0,6.0,13.0,1.0,12.0,6.0,17.0,8.0,0.0
755,Javier Eraso,es ESP,"CC,DL",Leganés,es La Liga,27.0,1990.0,28.1,32.0,15.0,10.0,18.0,4.0,13.0,42.0,31.0,29.0,16.0,5.0,11.0,23.0,55.0,17.0,0.0
756,Christian Eriksen,dk DEN,"CC,DL",Tottenham,eng Premier League,25.0,1992.0,35.8,51.0,29.0,16.0,30.0,5.0,17.0,59.0,28.8,42.0,38.0,1.0,37.0,31.0,82.0,21.0,0.0
757,Gonzalo Escalante,ar ARG,CC,Eibar,es La Liga,24.0,1993.0,17.4,59.0,35.0,21.0,32.0,6.0,17.0,39.0,43.6,22.0,26.0,3.0,23.0,32.0,91.0,19.0,0.0
758,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,27.0,1989.0,25.9,78.0,49.0,40.0,26.0,12.0,32.0,62.0,51.6,30.0,35.0,6.0,29.0,66.0,144.0,69.0,1.0
759,Bernardo Espinosa,co COL,DF,Girona,es La Liga,28.0,1989.0,31.9,36.0,22.0,29.0,6.0,1.0,18.0,33.0,54.5,15.0,27.0,19.0,8.0,66.0,102.0,169.0,0.0
760,Michael Esser,de GER,PO,Hannover 96,de Bundesliga,29.0,1987.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,Alexander Esswein,de GER,"DL,CC",Hertha BSC,de Bundesliga,27.0,1990.0,6.9,25.0,16.0,13.0,10.0,2.0,12.0,25.0,48.0,13.0,4.0,0.0,4.0,9.0,34.0,11.0,0.0
762,Oghenekaro Etebo,ng NGA,CC,Las Palmas,es La Liga,21.0,1995.0,13.5,24.0,17.0,9.0,12.0,3.0,12.0,26.0,46.2,14.0,17.0,3.0,14.0,27.0,51.0,10.0,0.0
763,Beñat Etxebarria,es ESP,CC,Athletic Club,es La Liga,30.0,1987.0,12.4,28.0,20.0,12.0,13.0,3.0,13.0,36.0,36.1,23.0,6.0,1.0,5.0,28.0,56.0,12.0,0.0
764,Xabier Etxeita,es ESP,DF,Athletic Club,es La Liga,29.0,1987.0,4.2,2.0,2.0,2.0,0.0,0.0,1.0,4.0,25.0,3.0,3.0,2.0,1.0,7.0,9.0,25.0,1.0
765,Jonny Evans,nir NIR,DF,West Brom,eng Premier League,29.0,1988.0,25.2,29.0,22.0,19.0,8.0,2.0,14.0,33.0,42.4,19.0,22.0,13.0,9.0,48.0,77.0,131.0,1.0
766,Franck Evina,cm CMR,DL,Bayern Munich,de Bundesliga,17.0,2000.0,1.2,2.0,2.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,5.0,0.0,5.0,0.0,2.0,0.0,0.0
767,Patrice Evra,fr FRA,"DF,CC",West Ham,eng Premier League,36.0,1981.0,2.5,6.0,4.0,5.0,1.0,0.0,6.0,8.0,75.0,2.0,4.0,1.0,3.0,7.0,13.0,6.0,0.0
768,Patrice Evra,fr FRA,DF,Marseille,fr Ligue 1,36.0,1981.0,3.9,6.0,5.0,5.0,1.0,0.0,3.0,6.0,50.0,3.0,2.0,2.0,0.0,3.0,9.0,16.0,0.0
769,Edu Expósito,es ESP,"CC,DL",La Coruña,es La Liga,20.0,1996.0,1.1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0
770,Erik Expósito,es ESP,DL,Las Palmas,es La Liga,21.0,1996.0,5.2,1.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,1.0,2.0,5.0,0.0
771,Valentin Eysseric,fr FRA,"DL,CC",Fiorentina,it Serie A,25.0,1992.0,7.8,17.0,13.0,7.0,4.0,6.0,6.0,20.0,30.0,14.0,10.0,2.0,8.0,6.0,23.0,6.0,0.0
772,Valentin Eysseric,fr FRA,DL,Nice,fr Ligue 1,25.0,1992.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,4.0,1.0,1.0,0.0,0.0
773,Imoh Ezekiel,ng NGA,"CC,DL",Las Palmas,es La Liga,23.0,1993.0,5.2,8.0,6.0,3.0,2.0,3.0,3.0,4.0,75.0,1.0,4.0,0.0,4.0,2.0,10.0,3.0,0.0
774,Marco Fabián,mx MEX,"CC,DL",Eint Frankfurt,de Bundesliga,28.0,1989.0,4.7,5.0,3.0,2.0,3.0,0.0,3.0,4.0,75.0,1.0,2.0,0.0,2.0,3.0,8.0,1.0,0.0
775,Łukasz Fabiański,pl POL,PO,Swansea City,eng Premier League,32.0,1985.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0
776,Fabinho,br BRA,CC,Monaco,fr Ligue 1,23.0,1993.0,34.0,114.0,64.0,38.0,67.0,9.0,48.0,112.0,42.9,64.0,48.0,13.0,35.0,43.0,157.0,62.0,0.0
777,Cesc Fàbregas,es ESP,CC,Chelsea,eng Premier League,30.0,1987.0,25.6,68.0,49.0,30.0,29.0,9.0,18.0,69.0,26.1,51.0,25.0,4.0,21.0,22.0,90.0,26.0,2.0
778,Ralf Fährmann,de GER,PO,Schalke 04,de Bundesliga,28.0,1988.0,33.5,1.0,0.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,1.0,2.0,12.0,7.0
779,Fayçal Fajr,ma MAR,"CC,DL",Getafe,es La Liga,28.0,1988.0,26.5,62.0,45.0,22.0,34.0,6.0,17.0,66.0,25.8,49.0,26.0,4.0,22.0,30.0,92.0,42.0,0.0
780,Radamel Falcao,co COL,DL,Monaco,fr Ligue 1,31.0,1986.0,23.7,11.0,6.0,0.0,8.0,3.0,2.0,13.0,15.4,11.0,13.0,3.0,10.0,10.0,21.0,11.0,0.0
781,Diego Falcinelli,it ITA,DL,Fiorentina,it Serie A,26.0,1991.0,4.9,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,1.0,4.0,1.0,2.0,4.0,0.0
782,Diego Falcinelli,it ITA,DL,Sassuolo,it Serie A,26.0,1991.0,14.6,4.0,4.0,1.0,2.0,1.0,1.0,13.0,7.7,12.0,12.0,2.0,10.0,2.0,6.0,9.0,0.0
783,Simon Falette,gn GUI,DF,Metz,fr Ligue 1,25.0,1992.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0
784,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,25.0,1992.0,24.6,34.0,30.0,23.0,10.0,1.0,19.0,31.0,61.3,12.0,37.0,15.0,22.0,58.0,92.0,134.0,1.0
785,Cesar Falletti,uy URU,"CC,DL",Bologna,it Serie A,24.0,1992.0,3.6,11.0,7.0,4.0,6.0,1.0,4.0,8.0,50.0,4.0,10.0,0.0,10.0,0.0,11.0,5.0,0.0
786,Iago Falque,es ESP,"DL,CC",Torino,it Serie A,27.0,1990.0,31.3,41.0,31.0,15.0,20.0,6.0,6.0,43.0,14.0,37.0,22.0,0.0,22.0,15.0,56.0,15.0,0.0
787,Paolo Faragò,it ITA,DF,Cagliari,it Serie A,24.0,1993.0,27.3,92.0,67.0,53.0,24.0,15.0,24.0,60.0,40.0,36.0,41.0,5.0,36.0,23.0,115.0,76.0,0.0
788,Imad Faraj,ma MAR,"CC,DF",Lille,fr Ligue 1,18.0,1999.0,1.8,5.0,2.0,2.0,1.0,2.0,4.0,8.0,50.0,4.0,1.0,0.0,1.0,4.0,9.0,3.0,0.0
789,Davide Faraoni,it ITA,"DF,CC",Crotone,it Serie A,25.0,1991.0,19.5,62.0,39.0,36.0,20.0,6.0,28.0,47.0,59.6,19.0,30.0,8.0,22.0,58.0,120.0,76.0,0.0
790,Mohamed Fares,dz ALG,"DF,CC",Hellas Verona,it Serie A,21.0,1996.0,28.9,50.0,33.0,29.0,17.0,4.0,16.0,42.0,38.1,26.0,24.0,5.0,19.0,50.0,100.0,132.0,2.0
791,Diego Farias,br BRA,"DL,CC",Cagliari,it Serie A,27.0,1990.0,17.9,21.0,15.0,3.0,9.0,9.0,6.0,24.0,25.0,18.0,17.0,0.0,17.0,8.0,29.0,6.0,0.0
792,Federico Fazio,ar ARG,DF,Roma,it Serie A,30.0,1987.0,32.5,56.0,43.0,38.0,18.0,0.0,25.0,31.0,80.6,6.0,30.0,22.0,8.0,46.0,102.0,161.0,3.0
793,Zouhair Feddal,ma MAR,DF,Betis,es La Liga,28.0,1989.0,14.0,22.0,14.0,14.0,6.0,2.0,7.0,12.0,58.3,5.0,17.0,13.0,4.0,36.0,58.0,95.0,2.0
794,Nabil Fekir,fr FRA,"CC,DL",Lyon,fr Ligue 1,24.0,1993.0,27.5,45.0,33.0,11.0,24.0,10.0,8.0,40.0,20.0,32.0,11.0,0.0,11.0,8.0,53.0,5.0,0.0
795,Felipe,br BRA,DF,Hannover 96,de Bundesliga,30.0,1987.0,5.1,8.0,8.0,4.0,4.0,0.0,2.0,4.0,50.0,2.0,4.0,3.0,1.0,11.0,19.0,29.0,0.0
796,Luiz Felipe,it ITA,DF,Lazio,it Serie A,20.0,1997.0,13.0,40.0,28.0,24.0,16.0,0.0,15.0,25.0,60.0,10.0,26.0,14.0,12.0,18.0,58.0,50.0,1.0
797,Ohis Felix Uduokhai,de GER,DF,Wolfsburg,de Bundesliga,19.0,1997.0,17.3,42.0,23.0,27.0,13.0,2.0,17.0,24.0,70.8,7.0,23.0,10.0,13.0,34.0,76.0,66.0,6.0
798,Marouane Fellaini,be BEL,CC,Manchester Utd,eng Premier League,29.0,1987.0,7.6,15.0,8.0,6.0,8.0,1.0,2.0,11.0,18.2,9.0,12.0,3.0,9.0,14.0,29.0,19.0,1.0
799,Kiko Femenía,es ESP,"DF,DL",Watford,eng Premier League,26.0,1991.0,19.0,36.0,28.0,22.0,11.0,3.0,14.0,27.0,51.9,13.0,15.0,2.0,13.0,34.0,70.0,31.0,1.0
800,Leroy Fer,nl NED,CC,Swansea City,eng Premier League,27.0,1990.0,15.5,44.0,32.0,18.0,21.0,5.0,13.0,30.0,43.3,17.0,18.0,4.0,14.0,12.0,56.0,24.0,3.0
801,Julien Féret,fr FRA,CC,Caen,fr Ligue 1,35.0,1982.0,34.0,40.0,27.0,10.0,25.0,5.0,14.0,75.0,18.7,61.0,52.0,7.0,45.0,49.0,89.0,58.0,2.0
802,Edimilson Fernandes,ch SUI,"CC,DF",West Ham,eng Premier League,21.0,1996.0,9.4,17.0,9.0,10.0,7.0,0.0,9.0,21.0,42.9,12.0,13.0,1.0,12.0,16.0,33.0,8.0,0.0
803,Gelson Fernandes,ch SUI,CC,Eint Frankfurt,de Bundesliga,30.0,1986.0,11.5,58.0,46.0,25.0,29.0,4.0,23.0,45.0,51.1,22.0,23.0,3.0,20.0,16.0,74.0,21.0,0.0
804,Andrés Fernández,es ESP,PO,Villarreal,es La Liga,30.0,1986.0,2.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
805,Augusto Fernández,ar ARG,CC,Atlético Madrid,es La Liga,31.0,1986.0,1.2,3.0,2.0,1.0,2.0,0.0,1.0,3.0,33.3,2.0,3.0,2.0,1.0,2.0,5.0,3.0,0.0
806,Brian Fernández,ar ARG,DL,Metz,fr Ligue 1,22.0,1994.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
807,Carlos Fernández,es ESP,DL,Sevilla,es La Liga,21.0,1996.0,1.5,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
808,Federico Fernández,ar ARG,DF,Swansea City,eng Premier League,28.0,1989.0,29.7,40.0,29.0,30.0,6.0,4.0,20.0,30.0,66.7,10.0,35.0,27.0,8.0,38.0,78.0,201.0,1.0
809,Raúl Fernández,es ESP,PO,Levante,es La Liga,29.0,1988.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,10.0,1.0
810,Fernandinho,br BRA,CC,Manchester City,eng Premier League,32.0,1985.0,32.0,62.0,35.0,22.0,28.0,12.0,24.0,65.0,36.9,41.0,38.0,6.0,32.0,47.0,109.0,68.0,2.0
811,Alex Ferrari,it ITA,DF,Hellas Verona,it Serie A,23.0,1994.0,23.7,73.0,54.0,42.0,23.0,8.0,36.0,67.0,53.7,31.0,41.0,15.0,26.0,47.0,120.0,117.0,4.0
812,Jordan Ferri,fr FRA,CC,Lyon,fr Ligue 1,25.0,1992.0,7.1,20.0,11.0,8.0,11.0,1.0,7.0,20.0,35.0,13.0,11.0,1.0,10.0,5.0,25.0,11.0,2.0
813,Sam Field,eng ENG,CC,West Brom,eng Premier League,19.0,1998.0,6.0,14.0,11.0,8.0,4.0,2.0,3.0,10.0,30.0,7.0,6.0,1.0,5.0,11.0,25.0,8.0,0.0
814,Afonso Figueiredo,pt POR,"DF,DL",Rennes,fr Ligue 1,24.0,1993.0,2.5,6.0,3.0,3.0,3.0,0.0,3.0,5.0,60.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0
815,Gian Filippo Felicioli,it ITA,"CC,DF",Hellas Verona,it Serie A,19.0,1997.0,3.1,13.0,8.0,5.0,5.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,5.0,18.0,6.0,0.0
816,Alfreð Finnbogason,is ISL,DL,Augsburg,de Bundesliga,28.0,1989.0,20.2,18.0,13.0,7.0,5.0,6.0,8.0,15.0,53.3,7.0,15.0,1.0,14.0,14.0,32.0,7.0,0.0
817,Roberto Firmino,br BRA,DL,Liverpool,eng Premier League,25.0,1991.0,30.7,65.0,50.0,9.0,36.0,20.0,8.0,58.0,13.8,50.0,40.0,2.0,38.0,18.0,83.0,10.0,0.0
818,Junior Firpo,es ESP,DF,Betis,es La Liga,20.0,1996.0,13.2,26.0,17.0,15.0,8.0,3.0,10.0,18.0,55.6,8.0,21.0,2.0,19.0,20.0,46.0,37.0,1.0
819,Viktor Fischer,dk DEN,"DL,CC",Mainz 05,de Bundesliga,23.0,1994.0,3.7,4.0,4.0,2.0,1.0,1.0,2.0,5.0,40.0,3.0,2.0,0.0,2.0,3.0,7.0,2.0,0.0
820,Mathieu Flamini,fr FRA,CC,Getafe,es La Liga,33.0,1984.0,5.3,11.0,5.0,3.0,7.0,1.0,4.0,9.0,44.4,5.0,2.0,0.0,2.0,8.0,19.0,8.0,0.0
821,Darren Fletcher,sct SCO,CC,Stoke City,eng Premier League,33.0,1984.0,24.7,47.0,26.0,23.0,20.0,4.0,15.0,55.0,27.3,40.0,13.0,3.0,10.0,26.0,73.0,33.0,3.0
822,Sergio Floccari,it ITA,DL,SPAL,it Serie A,35.0,1981.0,9.8,13.0,9.0,7.0,5.0,1.0,6.0,11.0,54.5,5.0,6.0,1.0,5.0,2.0,15.0,6.0,0.0
823,Alessandro Florenzi,it ITA,DF,Roma,it Serie A,26.0,1991.0,26.5,38.0,28.0,20.0,13.0,5.0,18.0,47.0,38.3,29.0,19.0,8.0,11.0,44.0,82.0,62.0,1.0
824,Phil Foden,eng ENG,"CC,DL",Manchester City,eng Premier League,17.0,2000.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
825,Guessouma Fofana,mr MTN,CC,Amiens,fr Ligue 1,24.0,1992.0,8.3,20.0,13.0,8.0,12.0,0.0,6.0,13.0,46.2,7.0,7.0,1.0,6.0,12.0,32.0,11.0,0.0
826,Seko Fofana,ci CIV,CC,Udinese,it Serie A,22.0,1995.0,20.8,20.0,17.0,8.0,12.0,0.0,4.0,20.0,20.0,16.0,17.0,3.0,14.0,27.0,47.0,26.0,1.0
827,Andreu Fontàs,es ESP,DF,Celta Vigo,es La Liga,27.0,1989.0,9.8,13.0,9.0,8.0,5.0,0.0,3.0,13.0,23.1,10.0,9.0,5.0,4.0,14.0,27.0,30.0,0.0
828,José Fonte,pt POR,DF,West Ham,eng Premier League,33.0,1983.0,7.6,11.0,6.0,5.0,6.0,0.0,2.0,6.0,33.3,4.0,12.0,9.0,3.0,14.0,25.0,37.0,1.0
829,Pablo Fornals,es ESP,"CC,DL",Villarreal,es La Liga,21.0,1996.0,29.1,52.0,33.0,19.0,26.0,7.0,18.0,60.0,30.0,42.0,29.0,3.0,26.0,22.0,74.0,18.0,0.0
830,Emil Forsberg,se SWE,CC,RB Leipzig,de Bundesliga,25.0,1991.0,15.2,24.0,17.0,3.0,15.0,6.0,9.0,21.0,42.9,12.0,19.0,1.0,18.0,8.0,32.0,4.0,0.0
831,Fraser Forster,eng ENG,PO,Southampton,eng Premier League,29.0,1988.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0
832,Steven Fortes,cv CPV,DF,Toulouse,fr Ligue 1,25.0,1992.0,1.7,4.0,2.0,3.0,1.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0
833,Marco Fossati,it ITA,CC,Hellas Verona,it Serie A,24.0,1992.0,12.2,27.0,13.0,11.0,14.0,2.0,11.0,33.0,33.3,22.0,19.0,6.0,13.0,23.0,50.0,31.0,1.0
834,Iver Fossum,no NOR,CC,Hannover 96,de Bundesliga,21.0,1996.0,14.5,27.0,19.0,8.0,13.0,6.0,10.0,31.0,32.3,21.0,28.0,3.0,25.0,15.0,42.0,14.0,0.0
835,Ben Foster,eng ENG,PO,West Brom,eng Premier League,34.0,1983.0,37.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,1.0,2.0,12.0,1.0
836,Timothy Fosu-Mensah,nl NED,DF,Crystal Palace,eng Premier League,19.0,1998.0,17.7,42.0,33.0,33.0,8.0,1.0,21.0,34.0,61.8,13.0,17.0,9.0,8.0,31.0,73.0,74.0,1.0
837,Dimitri Foulquier,fr FRA,DF,Strasbourg,fr Ligue 1,24.0,1993.0,13.8,25.0,12.0,15.0,8.0,2.0,7.0,17.0,41.2,10.0,15.0,4.0,11.0,14.0,39.0,33.0,0.0
838,Lilian Fournier,fr FRA,DL,Metz,fr Ligue 1,19.0,1998.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,21.0,1995.0,7.7,22.0,18.0,14.0,6.0,2.0,15.0,16.0,93.8,1.0,12.0,3.0,9.0,14.0,36.0,15.0,0.0
840,Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,32.0,1985.0,30.1,49.0,34.0,26.0,16.0,7.0,24.0,43.0,55.8,19.0,29.0,18.0,11.0,49.0,98.0,194.0,4.0
841,Mike Frantz,de GER,CC,Freiburg,de Bundesliga,30.0,1986.0,11.6,23.0,16.0,9.0,11.0,3.0,6.0,16.0,37.5,10.0,13.0,3.0,10.0,13.0,36.0,15.0,0.0
842,Ryan Fraser,sct SCO,"CC,DF",Bournemouth,eng Premier League,23.0,1994.0,22.3,11.0,8.0,7.0,2.0,2.0,7.0,20.0,35.0,13.0,20.0,4.0,16.0,17.0,28.0,34.0,0.0
843,Fabian Frei,ch SUI,CC,Mainz 05,de Bundesliga,28.0,1989.0,8.9,22.0,15.0,7.0,12.0,3.0,8.0,15.0,53.3,7.0,10.0,0.0,10.0,16.0,38.0,17.0,1.0
844,Remo Freuler,ch SUI,CC,Atalanta,it Serie A,25.0,1992.0,33.4,89.0,62.0,35.0,41.0,13.0,27.0,82.0,32.9,55.0,46.0,13.0,33.0,28.0,117.0,37.0,2.0
845,Marco Friedl,at AUT,"DF,CC",Werder Bremen,de Bundesliga,19.0,1998.0,6.7,9.0,8.0,4.0,4.0,1.0,7.0,10.0,70.0,3.0,10.0,1.0,9.0,8.0,17.0,17.0,1.0
846,Marco Friedl,at AUT,CC,Bayern Munich,de Bundesliga,19.0,1998.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
847,Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,31.0,1986.0,21.3,41.0,27.0,25.0,12.0,4.0,14.0,40.0,35.0,26.0,23.0,3.0,20.0,58.0,99.0,86.0,0.0
848,Javi Fuego,es ESP,CC,Villarreal,es La Liga,33.0,1984.0,6.0,20.0,13.0,8.0,11.0,1.0,7.0,14.0,50.0,7.0,7.0,4.0,3.0,3.0,23.0,14.0,0.0
849,Javi Fuego,es ESP,CC,Espanyol,es La Liga,33.0,1984.0,14.9,34.0,25.0,19.0,12.0,3.0,11.0,28.0,39.3,17.0,15.0,6.0,9.0,19.0,53.0,23.0,0.0
850,Chris Führich,de GER,CC,Köln,de Bundesliga,19.0,1998.0,1.1,4.0,3.0,1.0,2.0,1.0,2.0,5.0,40.0,3.0,3.0,0.0,3.0,0.0,4.0,1.0,0.0
851,Angelo Fulgini,fr FRA,CC,Angers,fr Ligue 1,20.0,1996.0,17.0,21.0,11.0,9.0,8.0,4.0,8.0,27.0,29.6,19.0,21.0,2.0,19.0,20.0,41.0,7.0,0.0
852,Niclas Füllkrug,de GER,DL,Hannover 96,de Bundesliga,24.0,1993.0,26.5,16.0,11.0,4.0,8.0,4.0,10.0,20.0,50.0,10.0,22.0,3.0,19.0,8.0,24.0,30.0,0.0
