RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG
555,Joaquín Correa,ar ARG,DL,Sevilla,es La Liga,22.0,1994.0,13.3,1,24.0,5,20.8,1.81,0.38,0.04,0.2,14.2,0.0,0,0,2.4,2.4,0.1,-1.4,-1.4
556,Andrea Cossu,it ITA,"CC,DL",Cagliari,it Serie A,37.0,1980.0,2.7,0,2.0,1,50.0,0.74,0.37,0.0,0.0,20.4,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
557,Andrea Costa,it ITA,DF,Benevento,it Serie A,31.0,1986.0,15.3,0,9.0,0,0.0,0.59,0.0,0.0,,8.8,0.0,0,0,1.3,1.3,0.15,-1.3,-1.3
558,Danny da Costa,de GER,"DF,DL",Eint Frankfurt,de Bundesliga,24.0,1993.0,13.4,1,9.0,2,22.2,0.67,0.15,0.11,0.5,11.4,0.0,0,0,0.8,0.8,0.09,0.2,0.2
559,Diego Costa,es ESP,DL,Atlético Madrid,es La Liga,28.0,1988.0,11.6,3,25.0,10,40.0,2.16,0.86,0.12,0.3,14.9,0.0,0,0,3.6,3.6,0.14,-0.6,-0.6
560,Douglas Costa,br BRA,"DL,CC",Juventus,it Serie A,26.0,1990.0,19.9,4,36.0,15,41.7,1.81,0.75,0.11,0.27,19.7,2.0,0,0,3.0,3.0,0.08,1.0,1.0
561,Filippo Costa,it ITA,DF,SPAL,it Serie A,22.0,1995.0,16.4,0,7.0,1,14.3,0.43,0.06,0.0,0.0,19.0,2.0,0,0,0.3,0.3,0.04,-0.3,-0.3
562,Jaume Costa,es ESP,DF,Villarreal,es La Liga,29.0,1988.0,28.2,0,12.0,3,25.0,0.43,0.11,0.0,0.0,22.4,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5
563,Angelo da Costa Júnior,br BRA,PO,Bologna,it Serie A,33.0,1983.0,4.0,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
564,Nuno da Costa,cv CPV,"DL,CC",Strasbourg,fr Ligue 1,26.0,1991.0,19.2,5,31.0,9,29.0,1.62,0.47,0.16,0.56,14.3,0.0,0,0,4.2,4.2,0.13,0.8,0.8
565,Benoît Costil,fr FRA,PO,Bordeaux,fr Ligue 1,30.0,1987.0,36.0,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
566,Kalifa Coulibaly,ml MLI,DL,Nantes,fr Ligue 1,25.0,1991.0,3.8,1,7.0,3,42.9,1.85,0.79,0.14,0.33,19.0,0.0,0,0,0.3,0.3,0.04,0.7,0.7
567,Lassana Coulibaly,ml MLI,CC,Angers,fr Ligue 1,21.0,1996.0,9.3,1,16.0,4,25.0,1.72,0.43,0.06,0.25,18.1,0.0,0,0,1.0,1.0,0.06,0.0,0.0
568,Thibaut Courtois,be BEL,PO,Chelsea,eng Premier League,25.0,1992.0,35.0,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
569,Philippe Coutinho,br BRA,"CC,DL",Liverpool,eng Premier League,25.0,1992.0,12.3,7,54.0,17,31.5,4.38,1.38,0.13,0.41,24.0,10.0,0,0,3.5,3.5,0.07,3.5,3.5
570,Philippe Coutinho,br BRA,"CC,DL",Barcelona,es La Liga,25.0,1992.0,14.4,8,37.0,20,54.1,2.57,1.39,0.22,0.4,21.2,0.0,0,0,3.6,3.6,0.1,4.4,4.4
571,Nicolas Cozza,fr FRA,"DF,CC",Montpellier,fr Ligue 1,18.0,1999.0,6.4,1,7.0,1,14.3,1.09,0.16,0.14,1.0,22.6,0.0,0,0,0.2,0.2,0.03,0.8,0.8
572,Alessio Cragno,it ITA,PO,Cagliari,it Serie A,23.0,1994.0,28.2,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
573,Martin Cranie,eng ENG,DF,Huddersfield,eng Premier League,30.0,1986.0,2.0,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
574,Michele Cremonesi,it ITA,DF,SPAL,it Serie A,29.0,1988.0,4.3,0,1.0,0,0.0,0.23,0.0,0.0,,14.0,0.0,0,0,0.0,0.0,0.04,0.0,0.0
575,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,27.0,1989.0,34.1,1,21.0,6,28.6,0.62,0.18,0.05,0.17,28.7,8.0,0,0,0.8,0.8,0.04,0.2,0.2
576,Lorenzo Crisetig,it ITA,CC,Bologna,it Serie A,24.0,1993.0,6.2,0,1.0,1,100.0,0.16,0.16,0.0,0.0,45.4,0.0,0,0,0.0,0.0,0.01,0.0,0.0
577,Bryan Cristante,it ITA,CC,Atalanta,it Serie A,22.0,1995.0,31.4,9,78.0,21,26.9,2.49,0.67,0.12,0.43,16.0,0.0,0,1,8.2,7.5,0.1,0.8,1.5
578,Sebastián Cristóforo,uy URU,CC,Fiorentina,it Serie A,23.0,1993.0,3.0,0,2.0,0,0.0,0.67,0.0,0.0,,26.3,1.0,0,0,0.1,0.1,0.05,-0.1,-0.1
579,Enzo Crivelli,fr FRA,DL,Angers,fr Ligue 1,22.0,1995.0,11.4,1,13.0,3,23.1,1.14,0.26,0.08,0.33,11.5,0.0,0,0,2.1,2.1,0.16,-1.1,-1.1
580,Enzo Crivelli,fr FRA,DL,Caen,fr Ligue 1,22.0,1995.0,8.1,2,8.0,3,37.5,0.99,0.37,0.25,0.67,13.0,0.0,0,0,1.6,1.6,0.2,0.4,0.4
581,Giovanni Crociata,it ITA,"CC,DL",Crotone,it Serie A,19.0,1997.0,3.2,1,9.0,3,33.3,2.79,0.93,0.11,0.33,20.7,0.0,0,0,1.2,1.2,0.13,-0.2,-0.2
582,Luca Crosta,it ITA,PO,Cagliari,it Serie A,19.0,1998.0,1.0,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
583,Peter Crouch,eng ENG,DL,Stoke City,eng Premier League,36.0,1981.0,17.4,5,23.0,9,39.1,1.32,0.52,0.22,0.56,13.3,0.0,0,0,4.2,4.2,0.18,0.8,0.8
584,Juan Cruz,es ESP,DL,Málaga,es La Liga,17.0,2000.0,0.1,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
585,Juan Cuadrado,co COL,"DL,CC",Juventus,it Serie A,29.0,1988.0,15.0,4,27.0,8,29.6,1.8,0.53,0.15,0.5,16.3,0.0,0,0,3.9,3.9,0.15,0.1,0.1
586,Iván Cuéllar,es ESP,PO,Leganés,es La Liga,33.0,1984.0,35.0,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
587,Mickaël Cuisance,fr FRA,"CC,DL",M'Gladbach,de Bundesliga,17.0,1999.0,13.4,0,25.0,5,20.0,1.86,0.37,0.0,0.0,24.6,4.0,0,0,1.9,1.9,0.08,-1.9,-1.9
588,Josh Cullen,ie IRL,CC,West Ham,eng Premier League,21.0,1996.0,0.1,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
589,Patrick Cutrone,it ITA,DL,Milan,it Serie A,19.0,1998.0,16.7,10,45.0,20,44.4,2.69,1.2,0.22,0.5,11.5,0.0,0,0,7.8,7.8,0.19,2.2,2.2
590,Wylan Cyprien,fr FRA,CC,Nice,fr Ligue 1,22.0,1995.0,10.6,2,20.0,4,20.0,1.89,0.38,0.1,0.5,25.6,3.0,0,0,1.2,1.2,0.06,0.8,0.8
591,Marco D'Alessandro,it ITA,"CC,DL",Benevento,it Serie A,26.0,1991.0,11.6,1,16.0,9,56.3,1.38,0.78,0.06,0.11,16.4,0.0,0,0,1.9,1.9,0.12,-0.9,-0.9
592,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,28.0,1988.0,33.1,2,18.0,6,33.3,0.54,0.18,0.11,0.33,13.4,0.0,0,0,2.7,2.7,0.19,-0.7,-0.7
593,Damien Da Silva,fr FRA,DF,Caen,fr Ligue 1,29.0,1988.0,31.5,4,18.0,10,55.6,0.57,0.32,0.22,0.4,9.5,0.0,0,0,1.7,1.7,0.09,2.3,2.3
594,Kouadio-Yves Dabila,ci CIV,DF,Lille,fr Ligue 1,20.0,1997.0,10.5,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
595,Bryan Dabo,bf BFA,CC,Fiorentina,it Serie A,25.0,1992.0,6.6,1,3.0,1,33.3,0.46,0.15,0.33,1.0,20.6,0.0,0,0,0.3,0.3,0.11,0.7,0.7
596,Bryan Dabo,bf BFA,"CC,DL",Saint-Étienne,fr Ligue 1,25.0,1992.0,14.3,2,17.0,3,17.6,1.19,0.21,0.06,0.33,19.3,0.0,1,2,2.6,1.0,0.06,-0.6,0.0
597,Mahmoud Dahoud,de GER,CC,Dortmund,de Bundesliga,21.0,1996.0,12.7,0,26.0,6,23.1,2.04,0.47,0.0,0.0,22.5,0.0,0,0,2.2,2.2,0.08,-2.2,-2.2
598,Dario Dainelli,it ITA,DF,Chievo,it Serie A,38.0,1979.0,16.7,0,3.0,1,33.3,0.18,0.06,0.0,0.0,7.1,0.0,0,0,0.7,0.7,0.22,-0.7,-0.7
599,Felipe dal Belo,br BRA,DF,SPAL,it Serie A,33.0,1984.0,28.6,1,15.0,5,33.3,0.52,0.17,0.07,0.2,13.1,0.0,0,0,2.4,2.4,0.16,-1.4,-1.4
600,Charlie Daniels,eng ENG,"DF,CC",Bournemouth,eng Premier League,30.0,1986.0,33.4,1,20.0,6,30.0,0.6,0.18,0.05,0.17,24.8,1.0,0,0,0.6,0.6,0.03,0.4,0.4
601,Danilo,br BRA,DF,Manchester City,eng Premier League,26.0,1991.0,15.0,3,19.0,7,36.8,1.27,0.47,0.16,0.43,23.4,1.0,0,0,1.1,1.1,0.06,1.9,1.9
602,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,30.0,1987.0,15.9,1,19.0,4,21.1,1.19,0.25,0.05,0.25,10.2,0.0,0,0,2.3,2.3,0.12,-1.3,-1.3
603,Kevin Danso,at AUT,DF,Augsburg,de Bundesliga,18.0,1998.0,12.3,2,9.0,4,44.4,0.73,0.33,0.22,0.5,10.6,0.0,0,0,1.8,1.8,0.21,0.2,0.2
604,Dante,br BRA,DF,Nice,fr Ligue 1,33.0,1983.0,32.4,1,21.0,4,19.0,0.65,0.12,0.05,0.25,11.8,2.0,0,0,2.4,2.4,0.11,-1.4,-1.4
605,Romain Danzé,fr FRA,DF,Rennes,fr Ligue 1,31.0,1986.0,7.6,0,1.0,0,0.0,0.13,0.0,0.0,,20.9,0.0,0,0,0.0,0.0,0.03,0.0,0.0
606,Andrea Danzi,it ITA,CC,Hellas Verona,it Serie A,18.0,1999.0,4.4,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
607,Stéphane Darbion,fr FRA,"DL,CC",Troyes,fr Ligue 1,33.0,1984.0,19.0,3,19.0,7,36.8,1.0,0.37,0.16,0.43,13.6,0.0,0,0,2.6,2.6,0.15,0.4,0.4
608,Palkó Dárdai,hu HUN,"DL,CC",Hertha BSC,de Bundesliga,18.0,1999.0,0.3,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
609,Sergi Darder,es ESP,CC,Espanyol,es La Liga,23.0,1993.0,30.9,1,29.0,8,27.6,0.94,0.26,0.03,0.13,25.8,2.0,0,0,1.1,1.1,0.04,-0.1,-0.1
610,Sergi Darder,es ESP,CC,Lyon,fr Ligue 1,23.0,1993.0,2.3,0,2.0,1,50.0,0.86,0.43,0.0,0.0,28.7,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
611,Vladimír Darida,cz CZE,CC,Hertha BSC,de Bundesliga,26.0,1990.0,18.2,0,25.0,8,32.0,1.38,0.44,0.0,0.0,23.0,0.0,0,0,1.0,1.0,0.04,-1.0,-1.0
612,Karl Darlow,eng ENG,PO,Newcastle Utd,eng Premier League,26.0,1990.0,10.0,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
613,Matteo Darmian,it ITA,DF,Manchester Utd,eng Premier League,27.0,1989.0,4.9,0,2.0,0,0.0,0.41,0.0,0.0,,31.7,0.0,0,0,0.0,0.0,0.01,0.0,0.0
614,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,24.0,1993.0,25.8,2,18.0,6,33.3,0.7,0.23,0.11,0.33,21.2,0.0,0,0,1.1,1.1,0.06,0.9,0.9
615,Tom Davies,eng ENG,CC,Everton,eng Premier League,19.0,1998.0,21.1,2,21.0,3,14.3,0.99,0.14,0.1,0.67,21.8,0.0,0,0,1.5,1.5,0.07,0.5,0.5
616,Steven Davis,nir NIR,CC,Southampton,eng Premier League,32.0,1985.0,16.9,3,13.0,4,30.8,0.77,0.24,0.23,0.75,19.8,0.0,0,0,0.9,0.9,0.07,2.1,2.1
617,Salem Al-Dawsari,sa KSA,CC,Villarreal,es La Liga,25.0,1991.0,0.4,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
618,Craig Dawson,eng ENG,DF,West Brom,eng Premier League,27.0,1990.0,27.9,2,16.0,4,25.0,0.57,0.14,0.13,0.5,10.1,0.0,0,0,2.3,2.3,0.15,-0.3,-0.3
619,Kevin De Bruyne,be BEL,CC,Manchester City,eng Premier League,26.0,1991.0,34.1,8,93.0,39,41.9,2.72,1.14,0.09,0.21,24.3,15.0,0,0,5.1,5.1,0.06,2.9,2.9
620,Sebastien De Maio,fr FRA,DF,Bologna,it Serie A,30.0,1987.0,22.8,2,6.0,2,33.3,0.26,0.09,0.33,1.0,11.7,0.0,0,0,1.2,1.2,0.2,0.8,0.8
621,Rodrigo De Paul,ar ARG,"DL,CC",Udinese,it Serie A,23.0,1994.0,25.8,4,49.0,12,24.5,1.9,0.47,0.0,0.0,24.3,3.0,4,4,6.3,3.2,0.06,-2.3,-3.2
622,Daniele De Rossi,it ITA,CC,Roma,it Serie A,34.0,1983.0,20.3,1,11.0,3,27.3,0.54,0.15,0.09,0.33,18.5,0.0,0,0,0.8,0.8,0.07,0.2,0.2
623,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,24.0,1992.0,10.8,1,5.0,1,20.0,0.46,0.09,0.2,1.0,24.8,0.0,0,0,0.1,0.1,0.03,0.9,0.9
624,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,29.0,1988.0,32.8,5,23.0,13,56.5,0.7,0.4,0.22,0.38,12.6,0.0,0,0,3.1,3.1,0.14,1.9,1.9
625,Lucas Deaux,fr FRA,CC,Guingamp,fr Ligue 1,28.0,1988.0,21.6,2,18.0,9,50.0,0.83,0.42,0.11,0.22,17.3,3.0,0,0,2.2,2.2,0.12,-0.2,-0.2
626,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,32.0,1985.0,14.6,4,19.0,7,36.8,1.3,0.48,0.21,0.57,12.7,0.0,0,0,2.7,2.7,0.14,1.3,1.3
627,Troy Deeney,eng ENG,DL,Watford,eng Premier League,29.0,1988.0,20.5,5,31.0,10,32.3,1.51,0.49,0.06,0.2,17.1,0.0,3,5,6.9,2.8,0.09,-1.9,-0.8
628,Jermain Defoe,eng ENG,DL,Bournemouth,eng Premier League,34.0,1982.0,12.1,4,27.0,15,55.6,2.23,1.24,0.15,0.27,11.5,0.0,0,0,3.5,3.5,0.13,0.5,0.5
629,Steven Defour,be BEL,CC,Burnley,eng Premier League,29.0,1988.0,22.2,1,19.0,7,36.8,0.86,0.32,0.05,0.14,25.9,4.0,0,0,0.8,0.8,0.04,0.3,0.3
630,Grégoire Defrel,mq MTQ,"DL,CC",Roma,it Serie A,26.0,1991.0,5.4,1,13.0,4,30.8,2.41,0.74,0.0,0.0,17.6,0.0,1,1,2.3,1.5,0.11,-1.3,-1.5
631,Alessandro Deiola,it ITA,CC,Cagliari,it Serie A,21.0,1995.0,5.0,0,10.0,1,10.0,2.0,0.2,0.0,0.0,24.2,0.0,0,0,0.9,0.9,0.09,-0.9,-0.9
632,Lorenzo Del Pinto,it ITA,CC,Benevento,it Serie A,27.0,1990.0,8.4,0,6.0,2,33.3,0.71,0.24,0.0,0.0,21.5,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
633,Damien Delaney,ie IRL,DF,Crystal Palace,eng Premier League,36.0,1981.0,1.1,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
634,Thomas Delaney,dk DEN,CC,Werder Bremen,de Bundesliga,25.0,1991.0,31.1,3,56.0,13,23.2,1.8,0.42,0.05,0.23,18.9,5.0,0,0,3.4,3.4,0.06,-0.4,-0.4
635,Jonathan Delaplace,fr FRA,CC,Caen,fr Ligue 1,31.0,1986.0,6.5,0,9.0,1,11.1,1.39,0.15,0.0,0.0,23.7,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4
636,Cristian Dell'Orco,it ITA,DF,Sassuolo,it Serie A,23.0,1994.0,4.7,0,1.0,0,0.0,0.21,0.0,0.0,,12.8,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
637,Andy Delort,dz ALG,DL,Toulouse,fr Ligue 1,25.0,1991.0,25.9,5,68.0,18,26.5,2.62,0.69,0.06,0.22,19.0,7.0,1,2,9.0,7.4,0.11,-4.0,-3.4
638,Fabian Delph,eng ENG,DF,Manchester City,eng Premier League,27.0,1989.0,19.3,1,10.0,3,30.0,0.52,0.16,0.1,0.33,28.9,0.0,0,0,0.3,0.3,0.03,0.7,0.7
639,Mousa Dembélé,be BEL,CC,Tottenham,eng Premier League,30.0,1987.0,20.9,0,11.0,3,27.3,0.53,0.14,0.0,0.0,24.7,0.0,0,0,0.4,0.4,0.03,-0.4,-0.4
640,Ousmane Dembélé,fr FRA,"DL,CC",Barcelona,es La Liga,20.0,1997.0,10.3,3,20.0,10,50.0,1.95,0.97,0.15,0.3,18.8,0.0,0,0,2.1,2.1,0.1,0.9,0.9
641,Jessy Deminguet,fr FRA,"CC,DL",Caen,fr Ligue 1,19.0,1998.0,5.9,1,7.0,5,71.4,1.18,0.84,0.14,0.2,20.8,0.0,0,0,0.3,0.3,0.05,0.7,0.7
642,Kerem Demirbay,de GER,CC,Hoffenheim,de Bundesliga,24.0,1993.0,13.5,2,22.0,3,13.6,1.64,0.22,0.05,0.33,27.9,3.0,1,1,2.2,1.4,0.06,-0.2,-0.4
643,Ermedin Demirović,ba BIH,DL,Alavés,es La Liga,19.0,1998.0,2.0,1,6.0,3,50.0,2.97,1.48,0.17,0.33,12.7,0.0,0,0,1.7,1.7,0.29,-0.7,-0.7
644,Diego Demme,de GER,CC,RB Leipzig,de Bundesliga,25.0,1991.0,25.4,0,11.0,3,27.3,0.43,0.12,0.0,0.0,21.4,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5
645,Fabio Depaoli,it ITA,"DF,CC",Chievo,it Serie A,20.0,1997.0,13.2,0,5.0,1,20.0,0.38,0.08,0.0,0.0,18.8,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2
646,Mathieu Deplagne,fr FRA,DF,Troyes,fr Ligue 1,25.0,1991.0,26.8,0,5.0,1,20.0,0.19,0.04,0.0,0.0,24.4,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
647,Laurent Depoitre,be BEL,DL,Huddersfield,eng Premier League,28.0,1988.0,20.2,6,25.0,12,48.0,1.24,0.59,0.24,0.5,13.5,0.0,0,0,3.7,3.7,0.15,2.3,2.3
648,Mike van der Hoorn,nl NED,DF,Swansea City,eng Premier League,24.0,1992.0,21.6,1,10.0,4,40.0,0.46,0.19,0.1,0.25,14.3,0.0,0,0,1.0,1.0,0.1,0.0,0.0
649,Gregory van der Wiel,nl NED,DF,Cagliari,it Serie A,29.0,1988.0,3.2,0,1.0,0,0.0,0.31,0.0,0.0,,26.9,0.0,0,0,0.0,0.0,0.02,0.0,0.0
650,Daniele Dessena,it ITA,"CC,DF",Cagliari,it Serie A,30.0,1987.0,6.4,0,2.0,0,0.0,0.31,0.0,0.0,,18.1,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
651,Mattia Destro,it ITA,DL,Bologna,it Serie A,26.0,1991.0,18.0,6,42.0,19,45.2,2.34,1.06,0.14,0.32,13.1,0.0,0,0,7.6,7.6,0.18,-1.6,-1.6
652,Gerard Deulofeu,es ESP,"DL,CC",Watford,eng Premier League,23.0,1994.0,4.8,1,8.0,4,50.0,1.66,0.83,0.13,0.25,20.1,2.0,0,0,0.5,0.5,0.07,0.5,0.5
653,Gerard Deulofeu,es ESP,"CC,DL",Barcelona,es La Liga,23.0,1994.0,5.6,1,8.0,4,50.0,1.43,0.72,0.13,0.25,13.5,0.0,0,0,1.2,1.2,0.16,-0.2,-0.2
654,Gianluca Di Chiara,it ITA,DF,Benevento,it Serie A,23.0,1993.0,11.2,0,5.0,0,0.0,0.45,0.0,0.0,,30.3,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1
655,Federico Di Francesco,it ITA,"DL,DF",Bologna,it Serie A,23.0,1994.0,17.7,1,36.0,5,13.9,2.04,0.28,0.03,0.2,19.3,0.0,0,0,1.7,1.7,0.05,-0.7,-0.7
656,Davide Di Gennaro,it ITA,CC,Lazio,it Serie A,29.0,1988.0,0.1,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
657,Ángel Di María,ar ARG,DL,Paris S-G,fr Ligue 1,29.0,1988.0,23.5,11,97.0,39,40.2,4.14,1.66,0.11,0.28,19.7,8.0,0,0,12.1,12.1,0.12,-1.1,-1.1
658,Franco Di Santo,ar ARG,"DL,CC",Schalke 04,de Bundesliga,28.0,1989.0,18.4,3,30.0,14,46.7,1.63,0.76,0.07,0.14,17.0,0.0,1,1,3.8,3.0,0.1,-0.8,-1.0
659,Cheick Diabaté,ml MLI,DL,Benevento,it Serie A,29.0,1988.0,7.4,8,20.0,11,55.0,2.71,1.49,0.4,0.73,9.5,0.0,0,0,5.0,5.0,0.25,3.0,3.0
660,Fousseni Diabaté,ml MLI,"CC,DL",Leicester City,eng Premier League,21.0,1995.0,6.5,0,6.0,2,33.3,0.92,0.31,0.0,0.0,18.5,0.0,0,0,0.5,0.5,0.09,-0.5,-0.5
661,Moussa Diaby,fr FRA,CC,Crotone,it Serie A,18.0,1999.0,0.8,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
662,Fallou Diagne,sn SEN,"DF,CC",Metz,fr Ligue 1,27.0,1989.0,24.9,1,14.0,7,50.0,0.56,0.28,0.07,0.14,20.2,1.0,0,0,0.8,0.8,0.05,0.2,0.2
663,Adama Diakhaby,fr FRA,DL,Monaco,fr Ligue 1,21.0,1996.0,9.4,2,12.0,4,33.3,1.27,0.42,0.17,0.5,16.5,0.0,0,0,2.2,2.2,0.19,-0.2,-0.2
664,Mouctar Diakhaby,gn GUI,DF,Lyon,fr Ligue 1,20.0,1996.0,8.1,1,4.0,1,25.0,0.49,0.12,0.25,1.0,8.4,0.0,0,0,0.5,0.5,0.13,0.5,0.5
665,Abdou Diallo,sn SEN,DF,Mainz 05,de Bundesliga,21.0,1996.0,26.8,2,13.0,3,23.1,0.48,0.11,0.15,0.67,8.1,0.0,0,0,2.3,2.3,0.18,-0.3,-0.3
666,Abdoulaye Diallo,sn SEN,PO,Rennes,fr Ligue 1,25.0,1992.0,3.0,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
667,Habib Diallo,sn SEN,"DL,CC",Metz,fr Ligue 1,22.0,1995.0,0.2,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
668,Mustapha Diallo,sn SEN,CC,Guingamp,fr Ligue 1,31.0,1986.0,15.4,5,35.0,16,45.7,2.28,1.04,0.14,0.31,13.9,0.0,0,0,4.4,4.4,0.12,0.6,0.6
669,Mohamed Diamé,sn SEN,CC,Newcastle Utd,eng Premier League,30.0,1987.0,22.7,2,20.0,6,30.0,0.88,0.26,0.1,0.33,21.0,0.0,0,0,1.4,1.4,0.07,0.6,0.6
670,Lassana Diarra,fr FRA,CC,Paris S-G,fr Ligue 1,32.0,1985.0,6.7,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
671,Amadou Diawara,gn GUI,CC,Napoli,it Serie A,20.0,1997.0,7.3,1,6.0,3,50.0,0.82,0.41,0.17,0.33,28.0,0.0,0,0,0.2,0.2,0.03,0.8,0.8
672,Brahim Díaz,es ESP,"DL,DF",Manchester City,eng Premier League,17.0,1999.0,0.6,0,3.0,1,33.3,4.91,1.64,0.0,0.0,13.8,0.0,0,0,0.5,0.5,0.16,-0.5,-0.5
673,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,27.0,1989.0,30.9,1,12.0,2,16.7,0.39,0.06,0.08,0.5,16.0,0.0,0,0,1.2,1.2,0.1,-0.2,-0.2
674,Daniel Didavi,de GER,CC,Wolfsburg,de Bundesliga,27.0,1990.0,24.9,9,55.0,19,34.5,2.21,0.76,0.16,0.47,19.4,7.0,0,0,4.1,4.1,0.07,4.9,4.9
675,Thomas Didillon,fr FRA,PO,Metz,fr Ligue 1,21.0,1995.0,9.0,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
676,Étienne Didot,fr FRA,CC,Guingamp,fr Ligue 1,34.0,1983.0,18.0,2,13.0,4,30.8,0.72,0.22,0.15,0.5,25.0,0.0,0,0,0.7,0.7,0.05,1.3,1.3
677,Adrián Diéguez,es ESP,DF,Alavés,es La Liga,21.0,1996.0,4.8,0,3.0,0,0.0,0.62,0.0,0.0,,25.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
678,Dennis Diekmeier,de GER,DF,Hamburger SV,de Bundesliga,27.0,1989.0,20.8,0,6.0,2,33.3,0.29,0.1,0.0,0.0,17.0,0.0,0,0,0.6,0.6,0.1,-0.6,-0.6
679,Eric Dier,eng ENG,"CC,DF",Tottenham,eng Premier League,23.0,1994.0,31.4,0,32.0,7,21.9,1.02,0.22,0.0,0.0,17.5,1.0,0,0,2.0,2.0,0.06,-2.0,-2.0
680,Lucas Digne,fr FRA,DF,Barcelona,es La Liga,24.0,1993.0,7.8,0,2.0,1,50.0,0.26,0.13,0.0,0.0,15.4,0.0,0,0,0.3,0.3,0.14,-0.3,-0.3
681,Landry Dimata,be BEL,DL,Wolfsburg,de Bundesliga,19.0,1997.0,10.0,0,12.0,3,25.0,1.2,0.3,0.0,0.0,16.7,0.0,0,0,1.5,1.5,0.13,-1.5,-1.5
682,Tristan Dingomé,cm CMR,CC,Troyes,fr Ligue 1,26.0,1991.0,13.2,0,5.0,2,40.0,0.38,0.15,0.0,0.0,25.1,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
683,Ismaël Diomandé,ci CIV,"DF,CC",Caen,fr Ligue 1,24.0,1992.0,7.9,0,3.0,0,0.0,0.38,0.0,0.0,,34.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
684,Lois Diony,fr FRA,DL,Saint-Étienne,fr Ligue 1,24.0,1992.0,10.3,0,16.0,5,31.3,1.55,0.48,0.0,0.0,15.6,0.0,0,0,1.6,1.6,0.1,-1.6,-1.6
685,Issa Diop,fr FRA,DF,Toulouse,fr Ligue 1,20.0,1997.0,34.0,3,19.0,6,31.6,0.56,0.18,0.16,0.5,11.9,0.0,0,0,2.0,2.0,0.11,1.0,1.0
