RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG
1437,Stanislav Lobotka,sk SVK,CC,Celta Vigo,es La Liga,22.0,1994.0,34.0,0,8.0,3,37.5,0.24,0.09,0.0,0.0,26.8,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
1438,Jürgen Locadia,nl NED,"DL,CC",Brighton,eng Premier League,23.0,1993.0,2.5,1,6.0,1,16.7,2.41,0.4,0.17,1.0,18.1,0.0,0,0,1.1,1.1,0.18,-0.1,-0.1
1439,Manuel Locatelli,it ITA,CC,Milan,it Serie A,19.0,1998.0,7.6,0,11.0,5,45.5,1.45,0.66,0.0,0.0,27.0,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3
1440,Ruben Loftus-Cheek,eng ENG,CC,Crystal Palace,eng Premier League,21.0,1996.0,20.8,2,32.0,7,21.9,1.54,0.34,0.06,0.29,16.4,0.0,0,0,3.5,3.5,0.11,-1.5,-1.5
1441,Enzo Loiodice,fr FRA,CC,Dijon,fr Ligue 1,16.0,2000.0,1.9,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1442,Joe Lolley,eng ENG,"DL,CC",Huddersfield,eng Premier League,24.0,1992.0,2.5,1,3.0,3,100.0,1.22,1.22,0.33,0.33,20.0,0.0,0,0,0.1,0.1,0.04,0.9,0.9
1443,David Lombán,es ESP,DF,Eibar,es La Liga,30.0,1987.0,11.0,1,4.0,1,25.0,0.36,0.09,0.25,1.0,13.2,0.0,0,0,0.2,0.2,0.06,0.8,0.8
1444,Cristiano Lombardi,it ITA,"CC,DF",Benevento,it Serie A,21.0,1995.0,12.4,0,17.0,5,29.4,1.38,0.4,0.0,0.0,15.7,0.0,0,0,1.1,1.1,0.07,-1.1,-1.1
1445,Kevin Long,ie IRL,DF,Burnley,eng Premier League,26.0,1990.0,16.0,1,10.0,2,20.0,0.62,0.12,0.1,0.5,7.6,0.0,0,0,1.2,1.2,0.12,-0.2,-0.2
1446,Shane Long,ie IRL,DL,Southampton,eng Premier League,30.0,1987.0,17.6,2,33.0,13,39.4,1.88,0.74,0.06,0.15,12.5,0.0,0,0,3.7,3.7,0.11,-1.7,-1.7
1447,Ademola Lookman,ng NGA,"DL,CC",Everton,eng Premier League,19.0,1997.0,1.8,0,3.0,0,0.0,1.7,0.0,0.0,,20.2,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
1448,Ademola Lookman,ng NGA,"CC,DL",RB Leipzig,de Bundesliga,19.0,1997.0,6.4,5,13.0,6,46.2,2.04,0.94,0.38,0.83,14.1,1.0,0,0,3.1,3.1,0.24,1.9,1.9
1449,Anthony Lopes,pt POR,PO,Lyon,fr Ligue 1,26.0,1990.0,34.0,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1450,Rony Lopes,pt POR,"DL,CC",Monaco,fr Ligue 1,21.0,1995.0,28.1,15,68.0,31,45.6,2.42,1.1,0.22,0.48,17.8,2.0,0,0,10.1,10.1,0.15,4.9,4.9
1451,Adrián López,es ESP,"DL,CC",La Coruña,es La Liga,29.0,1988.0,26.1,9,61.0,19,31.1,2.34,0.73,0.15,0.47,12.8,1.0,0,0,7.7,7.7,0.13,1.3,1.3
1452,Alberto López,es ESP,DF,Málaga,es La Liga,22.0,1995.0,0.5,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1453,Andoni López,es ESP,DF,Athletic Club,es La Liga,21.0,1996.0,1.0,0,1.0,0,0.0,1.0,0.0,0.0,,20.5,0.0,0,0,0.0,0.0,0.03,0.0,0.0
1454,David López,es ESP,"DF,CC",Espanyol,es La Liga,27.0,1989.0,37.0,1,14.0,6,42.9,0.38,0.16,0.07,0.17,13.0,0.0,0,0,1.7,1.7,0.12,-0.7,-0.7
1455,Diego López,es ESP,PO,Espanyol,es La Liga,35.0,1981.0,9.5,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1456,Iván López,es ESP,DF,Levante,es La Liga,23.0,1993.0,1.9,0,1.0,0,0.0,0.52,0.0,0.0,,29.3,0.0,0,0,0.0,0.0,0.03,0.0,0.0
1457,Javi López,es ESP,DF,Espanyol,es La Liga,31.0,1986.0,10.7,0,3.0,0,0.0,0.28,0.0,0.0,,29.9,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
1458,Lisandro López,ar ARG,DF,Inter,it Serie A,27.0,1989.0,0.5,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1459,Maxi López,ar ARG,DL,Udinese,it Serie A,33.0,1984.0,18.7,2,28.0,8,28.6,1.5,0.43,0.04,0.13,15.6,0.0,1,1,4.2,3.4,0.12,-2.2,-2.4
1460,Maxime Lopez,fr FRA,"CC,DL",Marseille,fr Ligue 1,19.0,1997.0,15.3,0,10.0,4,40.0,0.65,0.26,0.0,0.0,21.9,1.0,0,0,0.9,0.9,0.09,-0.9,-0.9
1461,Pedro López Muñoz,es ESP,DF,Levante,es La Liga,33.0,1983.0,17.7,0,3.0,0,0.0,0.17,0.0,0.0,,27.0,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
1462,Pau López,es ESP,PO,Espanyol,es La Liga,22.0,1994.0,28.5,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1463,Pedro López,es ESP,PO,Betis,es La Liga,22.0,1995.0,4.6,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1464,Víctor López,es ESP,CC,Alavés,es La Liga,20.0,1997.0,0.7,0,1.0,0,0.0,1.5,0.0,0.0,,19.9,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
1465,Jonas Lössl,dk DEN,PO,Huddersfield,eng Premier League,28.0,1989.0,38.0,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1466,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,28.0,1989.0,23.6,2,14.0,4,28.6,0.59,0.17,0.14,0.5,9.3,0.0,0,0,1.4,1.4,0.1,0.6,0.6
1467,Chris Löwe,de GER,DF,Huddersfield,eng Premier League,28.0,1989.0,17.6,0,8.0,2,25.0,0.45,0.11,0.0,0.0,25.3,3.0,0,0,0.4,0.4,0.04,-0.4,-0.4
1468,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,28.0,1989.0,25.5,0,4.0,1,25.0,0.16,0.04,0.0,0.0,25.9,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1
1469,Anthony Lozano,hn HON,"DL,CC",Girona,es La Liga,24.0,1993.0,5.2,1,16.0,7,43.8,3.06,1.34,0.06,0.14,16.3,0.0,0,0,1.4,1.4,0.09,-0.4,-0.4
1470,Fabio Lucioni,it ITA,DF,Benevento,it Serie A,29.0,1987.0,8.0,0,6.0,1,16.7,0.75,0.12,0.0,0.0,9.2,0.0,0,0,0.5,0.5,0.09,-0.5,-0.5
1471,Filipe Luís,br BRA,DF,Atlético Madrid,es La Liga,31.0,1985.0,18.4,1,5.0,2,40.0,0.27,0.11,0.2,0.5,21.1,0.0,0,0,0.3,0.3,0.05,0.7,0.7
1472,José Luis Gayà,es ESP,DF,Valencia,es La Liga,22.0,1995.0,32.4,0,14.0,3,21.4,0.43,0.09,0.0,0.0,22.9,0.0,0,0,0.5,0.5,0.03,-0.5,-0.5
1473,José Luis Morales,es ESP,"CC,DL",Levante,es La Liga,30.0,1987.0,34.0,10,58.0,22,37.9,1.71,0.65,0.12,0.32,18.2,0.0,3,3,10.2,7.9,0.14,-0.2,-0.9
1474,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,27.0,1990.0,22.0,1,9.0,2,22.2,0.41,0.09,0.11,0.5,9.6,0.0,0,0,1.7,1.7,0.19,-0.7,-0.7
1475,Luisinho,pt POR,DF,La Coruña,es La Liga,32.0,1985.0,29.1,1,16.0,4,25.0,0.55,0.14,0.06,0.25,24.4,0.0,0,0,0.5,0.5,0.03,0.5,0.5
1476,David Luiz,br BRA,"DF,CC",Chelsea,eng Premier League,30.0,1987.0,9.3,1,11.0,4,36.4,1.18,0.43,0.09,0.25,22.7,2.0,0,0,0.9,0.9,0.08,0.1,0.1
1477,Douglas Luiz,br BRA,"CC,DL",Girona,es La Liga,19.0,1998.0,3.4,0,10.0,5,50.0,2.91,1.46,0.0,0.0,18.7,0.0,0,0,0.7,0.7,0.07,-0.7,-0.7
1478,Everton Luiz,br BRA,CC,SPAL,it Serie A,29.0,1988.0,7.1,0,1.0,0,0.0,0.14,0.0,0.0,,33.9,0.0,0,0,0.0,0.0,0.02,0.0,0.0
1479,Jordan Lukaku,be BEL,DF,Lazio,it Serie A,23.0,1994.0,15.1,1,6.0,3,50.0,0.4,0.2,0.17,0.33,15.2,0.0,0,0,1.2,1.2,0.2,-0.2,-0.2
1480,Romelu Lukaku,be BEL,DL,Manchester Utd,eng Premier League,24.0,1993.0,31.9,16,85.0,41,48.2,2.67,1.29,0.19,0.39,13.1,3.0,0,1,13.2,12.4,0.15,2.8,3.6
1481,Lars Lukas Mai,de GER,DF,Bayern Munich,de Bundesliga,17.0,2000.0,2.0,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1482,Dodi Lukebakio,be BEL,"CC,DL",Watford,eng Premier League,19.0,1997.0,0.2,0,1.0,0,0.0,5.63,0.0,0.0,,29.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0
1483,Saša Lukić,rs SRB,CC,Levante,es La Liga,20.0,1996.0,11.0,0,2.0,1,50.0,0.18,0.09,0.0,0.0,30.1,0.0,0,0,0.0,0.0,0.02,0.0,0.0
1484,Senad Lulić,ba BIH,"DF,CC",Lazio,it Serie A,31.0,1986.0,27.0,3,16.0,7,43.8,0.59,0.26,0.13,0.29,20.8,0.0,1,1,2.0,1.2,0.08,1.0,0.8
1485,Levi Lumeka,eng ENG,DL,Crystal Palace,eng Premier League,18.0,1998.0,0.3,0,1.0,0,0.0,3.46,0.0,0.0,,11.7,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
1486,Antonio Luna,es ESP,DF,Levante,es La Liga,26.0,1991.0,22.5,0,5.0,0,0.0,0.22,0.0,0.0,,19.7,1.0,0,0,0.2,0.2,0.05,-0.2,-0.2
1487,Arnaud Lusamba,cd COD,CC,Nice,fr Ligue 1,20.0,1997.0,1.8,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1488,Fabian Lustenberger,ch SUI,"CC,DF",Hertha BSC,de Bundesliga,29.0,1988.0,17.6,0,3.0,0,0.0,0.17,0.0,0.0,,30.7,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
1489,Andreas Luthe,de GER,PO,Augsburg,de Bundesliga,30.0,1987.0,2.0,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1490,Lyanco,br BRA,DF,Torino,it Serie A,20.0,1997.0,3.5,0,2.0,0,0.0,0.57,0.0,0.0,,27.0,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
1491,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,23.0,1993.0,7.6,0,6.0,2,33.3,0.79,0.26,0.0,0.0,26.1,3.0,0,0,0.2,0.2,0.04,-0.2,-0.2
1492,Cheikh M'Bengue,sn SEN,DF,Saint-Étienne,fr Ligue 1,29.0,1988.0,5.4,0,1.0,1,100.0,0.18,0.18,0.0,0.0,18.9,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
1493,Raïs M'Bolhi,dz ALG,PO,Rennes,fr Ligue 1,31.0,1986.0,1.0,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1494,Yann M'Vila,fr FRA,CC,Saint-Étienne,fr Ligue 1,27.0,1990.0,16.4,0,4.0,0,0.0,0.24,0.0,0.0,,22.9,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
1495,Zinédine Machach,fr FRA,"DL,CC",Toulouse,fr Ligue 1,21.0,1996.0,2.1,1,4.0,1,25.0,1.87,0.47,0.25,1.0,17.2,0.0,0,0,0.2,0.2,0.05,0.8,0.8
1496,Pablo Maffeo,es ESP,DF,Girona,es La Liga,20.0,1997.0,29.4,0,25.0,7,28.0,0.85,0.24,0.0,0.0,21.1,0.0,0,0,0.9,0.9,0.04,-0.9,-0.9
1497,Christian Maggio,it ITA,DF,Napoli,it Serie A,35.0,1982.0,7.1,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1498,Francesco Magnanelli,it ITA,CC,Sassuolo,it Serie A,32.0,1984.0,27.7,0,12.0,1,8.3,0.43,0.04,0.0,0.0,25.8,0.0,0,0,0.4,0.3,0.03,-0.4,-0.3
1499,Harry Maguire,eng ENG,DF,Leicester City,eng Premier League,24.0,1993.0,38.0,2,30.0,8,26.7,0.79,0.21,0.07,0.25,12.3,0.0,0,0,2.8,2.8,0.09,-0.8,-0.8
1500,Hicham Mahou,fr FRA,"CC,DL",Nice,fr Ligue 1,18.0,1999.0,0.6,0,1.0,0,0.0,1.64,0.0,0.0,,17.0,0.0,0,0,0.0,0.0,0.04,0.0,0.0
1501,Riyad Mahrez,dz ALG,"CC,DL",Leicester City,eng Premier League,26.0,1991.0,32.8,12,73.0,36,49.3,2.23,1.1,0.16,0.33,19.5,8.0,0,0,6.5,6.5,0.09,5.5,5.5
1502,Thiago Maia,br BRA,"CC,DF",Lille,fr Ligue 1,20.0,1997.0,27.4,0,15.0,2,13.3,0.55,0.07,0.0,0.0,26.5,0.0,0,0,0.6,0.6,0.04,-0.6,-0.6
1503,Arne Maier,de GER,CC,Hertha BSC,de Bundesliga,18.0,1999.0,13.6,0,13.0,1,7.7,0.96,0.07,0.0,0.0,26.3,0.0,0,0,1.0,1.0,0.08,-1.0,-1.0
1504,Sebastian Maier,de GER,CC,Hannover 96,de Bundesliga,23.0,1993.0,2.9,0,5.0,2,40.0,1.7,0.68,0.0,0.0,30.2,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
1505,Domenico Maietta,it ITA,DF,Bologna,it Serie A,34.0,1982.0,5.2,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1506,Habib Maïga,ci CIV,"CC,DF",Saint-Étienne,fr Ligue 1,21.0,1996.0,7.9,1,6.0,1,16.7,0.76,0.13,0.17,1.0,27.2,0.0,0,0,0.2,0.2,0.04,0.8,0.8
1507,Mike Maignan,fr FRA,PO,Lille,fr Ligue 1,22.0,1995.0,33.7,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1508,Linton Maina,de GER,CC,Hannover 96,de Bundesliga,18.0,1999.0,0.1,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1509,Ainsley Maitland-Niles,eng ENG,"DF,CC",Arsenal,eng Premier League,19.0,1997.0,10.2,0,5.0,0,0.0,0.49,0.0,0.0,,20.9,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2
1510,Jean-Victor Makengo,fr FRA,"DL,CC",Nice,fr Ligue 1,19.0,1998.0,2.7,0,1.0,1,100.0,0.37,0.37,0.0,0.0,8.4,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
1511,Nemanja Maksimović,rs SRB,CC,Valencia,es La Liga,22.0,1995.0,6.2,0,7.0,2,28.6,1.13,0.32,0.0,0.0,15.6,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4
1512,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,25.0,1991.0,1.1,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1513,Malcom,br BRA,DL,Bordeaux,fr Ligue 1,20.0,1997.0,31.7,12,72.0,28,38.9,2.27,0.88,0.14,0.36,22.8,15.0,2,3,8.4,5.9,0.08,3.6,4.1
1514,Kévin Malcuit,ma MAR,DF,Lille,fr Ligue 1,26.0,1991.0,20.2,0,10.0,3,30.0,0.5,0.15,0.0,0.0,22.7,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4
1515,Yunus Mallı,tr TUR,"DL,CC",Wolfsburg,de Bundesliga,25.0,1992.0,24.9,5,54.0,17,31.5,2.17,0.68,0.09,0.29,20.5,3.0,0,0,4.6,4.6,0.08,0.4,0.4
1516,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,26.0,1991.0,33.3,0,23.0,8,34.8,0.69,0.24,0.0,0.0,22.9,1.0,0,0,1.6,1.6,0.07,-1.6,-1.6
1517,Scott Malone,eng ENG,DF,Huddersfield,eng Premier League,26.0,1991.0,12.4,0,8.0,2,25.0,0.64,0.16,0.0,0.0,20.8,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5
1518,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,28.0,1989.0,33.0,0,16.0,3,18.8,0.48,0.09,0.0,0.0,23.5,0.0,0,0,0.6,0.6,0.04,-0.6,-0.6
1519,Gianluca Mancini,it ITA,DF,Atalanta,it Serie A,21.0,1996.0,7.6,1,4.0,1,25.0,0.53,0.13,0.25,1.0,8.7,0.0,0,0,0.9,0.9,0.24,0.1,0.1
1520,Steve Mandanda,fr FRA,PO,Marseille,fr Ligue 1,32.0,1985.0,30.0,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1521,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,25.0,1991.0,33.6,1,14.0,2,14.3,0.42,0.06,0.07,0.5,11.0,0.0,0,0,3.3,3.3,0.23,-2.3,-2.3
1522,Georges Mandjeck,cm CMR,"CC,DF",Metz,fr Ligue 1,28.0,1988.0,10.8,0,9.0,2,22.2,0.84,0.19,0.0,0.0,20.6,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4
1523,Rolando Mandragora,it ITA,CC,Crotone,it Serie A,20.0,1997.0,36.0,2,34.0,9,26.5,0.94,0.25,0.06,0.22,26.1,1.0,0,0,1.9,1.9,0.06,0.1,0.1
1524,Mario Mandžukić,hr CRO,DL,Juventus,it Serie A,31.0,1986.0,25.8,5,50.0,20,40.0,1.94,0.77,0.1,0.25,12.9,0.0,0,0,5.8,5.8,0.12,-0.8,-0.8
1525,Sadio Mané,sn SEN,DL,Liverpool,eng Premier League,25.0,1992.0,24.3,10,70.0,26,37.1,2.88,1.07,0.14,0.38,15.4,0.0,0,0,10.6,10.6,0.15,-0.6,-0.6
1526,Eliaquim Mangala,fr FRA,DF,Everton,eng Premier League,26.0,1991.0,1.5,0,1.0,0,0.0,0.67,0.0,0.0,,14.9,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1
1527,Eliaquim Mangala,fr FRA,DF,Manchester City,eng Premier League,26.0,1991.0,5.4,0,1.0,0,0.0,0.18,0.0,0.0,,11.2,0.0,0,0,0.1,0.1,0.14,-0.1,-0.1
1528,Orel Mangala,be BEL,CC,Stuttgart,de Bundesliga,19.0,1998.0,8.7,0,10.0,3,30.0,1.16,0.35,0.0,0.0,28.6,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3
1529,Kader Mangane,sn SEN,DF,Strasbourg,fr Ligue 1,34.0,1983.0,19.1,1,14.0,3,21.4,0.73,0.16,0.07,0.33,10.7,0.0,0,0,1.9,1.9,0.14,-0.9,-0.9
1530,Thomas Mangani,fr FRA,CC,Angers,fr Ligue 1,30.0,1987.0,33.6,2,36.0,9,25.0,1.07,0.27,0.03,0.11,22.5,10.0,1,1,3.6,2.8,0.08,-1.6,-1.8
1531,Kostas Manolas,gr GRE,DF,Roma,it Serie A,26.0,1991.0,26.0,2,10.0,3,30.0,0.38,0.12,0.2,0.67,10.7,0.0,0,0,1.4,1.4,0.14,0.6,0.6
1532,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,23.0,1994.0,19.5,0,2.0,0,0.0,0.1,0.0,0.0,,11.6,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
1533,Martín Mantovani,ar ARG,DF,Leganés,es La Liga,33.0,1984.0,11.4,1,5.0,1,20.0,0.44,0.09,0.2,1.0,8.7,0.0,0,0,0.8,0.8,0.16,0.2,0.2
1534,José Manuel Jurado,es ESP,"CC,DL",Espanyol,es La Liga,31.0,1986.0,16.7,0,13.0,2,15.4,0.78,0.12,0.0,0.0,20.7,2.0,0,0,1.1,1.1,0.08,-1.1,-1.1
1535,Harrison Manzala,cd COD,"DL,CC",Amiens,fr Ligue 1,23.0,1994.0,20.7,4,31.0,10,32.3,1.49,0.48,0.1,0.3,21.3,0.0,1,1,2.7,1.9,0.06,1.3,1.1
1536,Myziane Maolida,fr FRA,"DL,CC",Lyon,fr Ligue 1,18.0,1999.0,3.7,1,10.0,5,50.0,2.72,1.36,0.1,0.2,19.9,0.0,0,0,0.8,0.8,0.08,0.2,0.2
1537,Faitout Maouassa,fr FRA,"CC,DL",Rennes,fr Ligue 1,19.0,1998.0,9.9,0,15.0,4,26.7,1.52,0.41,0.0,0.0,25.2,1.0,0,0,0.5,0.5,0.04,-0.5,-0.5
1538,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,28.0,1989.0,14.4,0,2.0,1,50.0,0.14,0.07,0.0,0.0,24.0,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
1539,Vincent Marcel,fr FRA,"CC,DL",Nice,fr Ligue 1,20.0,1997.0,0.5,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1540,Marcelo,br BRA,DF,Real Madrid,es La Liga,29.0,1988.0,25.1,2,33.0,9,27.3,1.31,0.36,0.06,0.22,20.0,0.0,0,0,1.3,1.3,0.04,0.7,0.7
1541,Marcelo,br BRA,DF,Lyon,fr Ligue 1,30.0,1987.0,34.5,3,22.0,9,40.9,0.64,0.26,0.14,0.33,9.4,0.0,0,0,2.5,2.5,0.12,0.5,0.5
1542,Solly March,eng ENG,"CC,DL",Brighton,eng Premier League,23.0,1994.0,20.6,1,28.0,9,32.1,1.36,0.44,0.04,0.11,23.8,1.0,0,0,1.5,1.5,0.05,-0.5,-0.5
1543,Gabriele Marchegiani,it ITA,PO,SPAL,it Serie A,21.0,1996.0,0.0,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1544,Claudio Marchisio,it ITA,CC,Juventus,it Serie A,31.0,1986.0,9.1,0,12.0,4,33.3,1.32,0.44,0.0,0.0,28.2,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3
1545,Gian Marco Ferrari,it ITA,DF,Sampdoria,it Serie A,25.0,1992.0,29.4,2,9.0,5,55.6,0.31,0.17,0.22,0.4,9.2,0.0,0,0,1.3,1.3,0.14,0.7,0.7
1546,Óscar de Marcos,es ESP,"DF,DL",Athletic Club,es La Liga,28.0,1989.0,18.4,1,13.0,6,46.2,0.71,0.33,0.08,0.17,16.8,0.0,0,0,2.2,2.2,0.17,-1.2,-1.2
1547,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,22.0,1995.0,18.8,1,12.0,2,16.7,0.64,0.11,0.08,0.5,12.2,0.0,0,0,1.2,1.2,0.1,-0.2,-0.2
1548,Mariano,do DOM,DL,Lyon,fr Ligue 1,23.0,1993.0,27.9,18,97.0,40,41.2,3.48,1.44,0.18,0.43,18.1,8.0,1,1,12.6,11.8,0.12,5.4,5.2
1549,Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,30.0,1986.0,24.6,0,10.0,2,20.0,0.41,0.08,0.0,0.0,13.2,0.0,0,0,0.7,0.7,0.07,-0.7,-0.7
1550,Jordan Marié,fr FRA,CC,Dijon,fr Ligue 1,25.0,1991.0,20.9,1,21.0,2,9.5,1.0,0.1,0.05,0.5,25.6,0.0,0,0,1.5,1.5,0.07,-0.5,-0.5
1551,Adrián Marín,es ESP,DF,Villarreal,es La Liga,20.0,1997.0,2.6,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1552,João Mário,pt POR,CC,West Ham,eng Premier League,24.0,1993.0,11.4,2,16.0,4,25.0,1.41,0.35,0.13,0.5,17.9,1.0,0,0,1.7,1.7,0.1,0.3,0.3
1553,João Mário,pt POR,"CC,DL",Inter,it Serie A,24.0,1993.0,6.2,0,12.0,3,25.0,1.95,0.49,0.0,0.0,19.3,1.0,0,0,1.3,1.3,0.11,-1.3,-1.3
1554,Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,23.0,1994.0,17.0,0,4.0,1,25.0,0.24,0.06,0.0,0.0,8.9,0.0,0,0,0.5,0.5,0.13,-0.5,-0.5
1555,Marlon,br BRA,DF,Nice,fr Ligue 1,21.0,1995.0,21.4,0,6.0,0,0.0,0.28,0.0,0.0,,11.8,0.0,0,0,0.7,0.7,0.12,-0.7,-0.7
1556,Dominic Maroh,si SVN,DF,Köln,de Bundesliga,30.0,1987.0,10.2,0,4.0,1,25.0,0.39,0.1,0.0,0.0,18.4,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2
1557,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,23.0,1994.0,25.1,0,15.0,0,0.0,0.6,0.0,0.0,,12.0,0.0,0,0,1.3,1.3,0.09,-1.3,-1.3
1558,Bruno Martella,it ITA,DF,Crotone,it Serie A,24.0,1992.0,29.1,1,24.0,6,25.0,0.83,0.21,0.04,0.17,28.2,0.0,0,0,1.1,1.1,0.05,-0.1,-0.1
1559,Roger Martí,es ESP,DL,Levante,es La Liga,26.0,1991.0,10.7,3,26.0,7,26.9,2.43,0.65,0.08,0.29,16.2,0.0,1,1,4.5,3.7,0.14,-1.5,-1.7
1560,Anthony Martial,fr FRA,DL,Manchester Utd,eng Premier League,21.0,1995.0,17.6,9,48.0,15,31.3,2.73,0.85,0.17,0.53,17.3,0.0,1,1,6.3,5.5,0.12,2.7,2.5
1561,Aarón Martín,es ESP,DF,Espanyol,es La Liga,20.0,1997.0,31.3,0,5.0,2,40.0,0.16,0.06,0.0,0.0,25.9,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
1562,Jonas Martin,fr FRA,CC,Strasbourg,fr Ligue 1,27.0,1990.0,33.6,4,24.0,8,33.3,0.71,0.24,0.04,0.13,23.6,1.0,3,3,3.8,1.4,0.06,0.2,-0.4
1563,Cuco Martina,cw CUW,DF,Everton,eng Premier League,27.0,1989.0,20.3,0,2.0,1,50.0,0.1,0.05,0.0,0.0,17.8,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
1564,Carlos Martínez,es ESP,DF,Real Sociedad,es La Liga,31.0,1986.0,0.0,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1565,Emiliano Martínez,ar ARG,PO,Getafe,es La Liga,24.0,1992.0,5.0,0,0.0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
1566,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,26.0,1991.0,16.0,0,8.0,2,25.0,0.5,0.12,0.0,0.0,11.1,0.0,0,0,0.6,0.6,0.08,-0.6,-0.6
1567,Iñigo Martínez,es ESP,DF,Real Sociedad,es La Liga,26.0,1991.0,11.7,1,11.0,3,27.3,0.94,0.26,0.09,0.33,16.4,1.0,0,0,1.0,1.0,0.09,0.0,0.0
1568,Javi Martínez,es ESP,"CC,DF",Bayern Munich,de Bundesliga,28.0,1988.0,17.9,1,23.0,3,13.0,1.29,0.17,0.04,0.33,15.5,0.0,0,0,1.7,1.7,0.07,-0.7,-0.7
