RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera.1
1297,Gerrit Holtmann,ph PHI,"DL,DF",Mainz 05,de Bundesliga,22.0,1995.0,17,901.0,53.0,29.4,10.0,10,,6.0,7,,5,1.18,15.0,19.0,-4.0,-0.4,0.02,11.8,17.0,-5.2,-0.52,-0.22
1298,Justin Hoogma,nl NED,DF,Hoffenheim,de Bundesliga,19.0,1998.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
1299,Jannes Horn,de GER,DF,Köln,de Bundesliga,20.0,1997.0,11,825.0,75.0,27.0,9.2,10,,7.0,1,,7,0.64,9.0,23.0,-14.0,-1.53,-0.68,13.4,22.7,-9.3,-1.02,-0.42
1300,Timo Horn,de GER,PO,Köln,de Bundesliga,24.0,1993.0,34,3060.0,90.0,100.0,34.0,34,,34.0,0,,0,0.65,35.0,70.0,-35.0,-1.03,,43.2,67.4,-24.1,-0.71,
1301,Benedikt Höwedes,de GER,DF,Juventus,it Serie A,29.0,1988.0,3,247.0,82.0,7.2,2.7,3,,2.0,0,,14,2.0,5.0,1.0,4.0,1.46,-0.19,3.6,1.8,1.8,0.66,-0.08
1302,Benedikt Höwedes,de GER,DF,Schalke 04,de Bundesliga,29.0,1988.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
1303,Lukáš Hrádecký,fi FIN,PO,Eint Frankfurt,de Bundesliga,27.0,1989.0,34,3060.0,90.0,100.0,34.0,34,,34.0,0,,0,1.44,45.0,45.0,0.0,0.0,,42.2,41.7,0.5,0.01,
1304,Branimir Hrgota,se SWE,"CC,DL",Eint Frankfurt,de Bundesliga,24.0,1993.0,6,196.0,33.0,6.4,2.2,2,,0.0,4,,11,0.5,3.0,2.0,1.0,0.46,0.49,4.4,1.8,2.6,1.18,1.25
1305,Petko Hristov,bg BUL,DF,Fiorentina,it Serie A,18.0,1999.0,0,,,,,0,,0.0,0,,9,,,,,,,,,,,
1306,Timo Hübers,de GER,DF,Hannover 96,de Bundesliga,21.0,1996.0,5,450.0,90.0,14.7,5.0,5,,5.0,0,,1,0.8,7.0,11.0,-4.0,-0.8,-0.59,5.9,9.0,-3.1,-0.62,-0.34
1307,Benjamin Hübner,de GER,DF,Hoffenheim,de Bundesliga,28.0,1989.0,27,2315.0,86.0,75.7,25.7,27,,23.0,0,,0,1.67,49.0,34.0,15.0,0.58,0.22,35.4,35.9,-0.6,-0.02,-0.48
1308,Florian Hübner,de GER,DF,Hannover 96,de Bundesliga,26.0,1991.0,9,327.0,36.0,10.7,3.6,4,,3.0,5,,17,1.56,2.0,7.0,-5.0,-1.38,-1.21,2.9,6.8,-3.9,-1.07,-0.83
1309,Tomáš Hubočan,sk SVK,DF,Marseille,fr Ligue 1,31.0,1985.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,1,0.0,1.0,6.0,-5.0,-5.0,-6.03,1.5,3.8,-2.3,-2.33,-3.37
1310,Callum Hudson-Odoi,eng ENG,"DL,DF",Chelsea,eng Premier League,16.0,2000.0,2,29.0,15.0,0.8,0.3,0,,0.0,2,,2,0.0,0.0,1.0,-1.0,-3.1,-3.77,0.7,0.2,0.5,1.6,1.07
1311,Sam Hughes,eng ENG,DF,Leicester City,eng Premier League,20.0,1997.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
1312,Will Hughes,eng ENG,CC,Watford,eng Premier League,22.0,1995.0,15,990.0,66.0,28.9,11.0,11,,2.0,4,,2,0.93,13.0,16.0,-3.0,-0.27,0.36,12.1,12.1,0.1,0.01,0.26
1313,Jordan Hugill,eng ENG,DL,West Ham,eng Premier League,25.0,1992.0,3,25.0,8.0,0.7,0.3,0,,0.0,3,,9,2.0,0.0,0.0,0.0,0.0,0.53,0.0,0.7,-0.6,-2.26,-1.79
1314,Vitor Hugo,br BRA,DF,Fiorentina,it Serie A,26.0,1991.0,19,1208.0,64.0,35.3,13.4,13,,12.0,6,,15,1.89,17.0,14.0,3.0,0.22,0.02,19.7,14.1,5.6,0.42,0.09
1315,Mats Hummels,de GER,DF,Bayern Munich,de Bundesliga,28.0,1988.0,26,2213.0,85.0,72.3,24.6,25,,23.0,1,,5,2.31,65.0,20.0,45.0,1.83,-0.19,55.3,24.5,30.8,1.25,-0.16
1316,Uwe Hünemeier,de GER,DF,Brighton,eng Premier League,31.0,1986.0,1,18.0,18.0,0.5,0.2,0,,0.0,1,,9,1.0,1.0,1.0,0.0,0.0,0.53,0.8,1.0,-0.2,-0.76,-0.4
1317,Adrien Hunou,fr FRA,"DL,CC",Rennes,fr Ligue 1,23.0,1994.0,24,1458.0,61.0,42.6,16.2,17,77.0,6.0,7,21.0,7,1.67,17.0,19.0,-2.0,-0.12,-0.49,19.4,19.4,0.1,0.0,-0.02
1318,Aaron Hunt,de GER,"CC,DL",Hamburger SV,de Bundesliga,30.0,1986.0,28,2081.0,74.0,68.0,23.1,26,,14.0,2,,0,1.07,21.0,34.0,-13.0,-0.56,0.45,27.5,33.9,-6.4,-0.27,0.91
1319,Jannik Huth,de GER,PO,Mainz 05,de Bundesliga,23.0,1994.0,0,,,,,0,,0.0,0,,11,,,,,,,,,,,
1320,Gergely Hutvágner,hu HUN,PO,Sampdoria,it Serie A,17.0,2000.0,0,,,,,0,,0.0,0,,3,,,,,,,,,,,
1321,Emerson Hyndman,us USA,CC,Bournemouth,eng Premier League,21.0,1996.0,1,58.0,58.0,1.7,0.6,1,,0.0,0,,2,3.0,0.0,1.0,-1.0,-1.55,-1.15,0.5,1.0,-0.5,-0.78,-0.25
1322,Elseid Hysaj,al ALB,DF,Napoli,it Serie A,23.0,1994.0,35,3125.0,89.0,91.4,34.7,35,,33.0,0,,2,2.34,66.0,25.0,41.0,1.18,-0.95,60.2,24.0,36.2,1.04,-0.11
1323,Suk Hyun-jun,kr KOR,DL,Troyes,fr Ligue 1,26.0,1991.0,26,1195.0,46.0,34.9,13.3,13,74.0,3.0,13,18.0,3,0.69,11.0,23.0,-12.0,-0.9,-0.3,13.1,17.1,-3.9,-0.3,0.11
1324,Pierre Højbjerg,dk DEN,CC,Southampton,eng Premier League,21.0,1995.0,23,1670.0,73.0,48.8,18.6,19,,14.0,4,,8,0.91,18.0,30.0,-12.0,-0.65,-0.29,16.6,21.2,-4.6,-0.25,-0.21
1325,Robert Ibáñez,es ESP,"DL,CC",Valencia,es La Liga,24.0,1993.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
1326,Jordon Ibe,eng ENG,"CC,DL",Bournemouth,eng Premier League,21.0,1995.0,32,1995.0,62.0,58.3,22.2,22,,8.0,10,,3,1.19,27.0,33.0,-6.0,-0.27,0.36,23.2,32.2,-9.0,-0.41,0.32
1327,Vedad Ibišević,ba BIH,DL,Hertha BSC,de Bundesliga,32.0,1984.0,27,1452.0,54.0,47.5,16.1,18,,5.0,9,,4,1.15,25.0,23.0,2.0,0.12,0.4,19.2,18.5,0.7,0.04,0.36
1328,Vicente Iborra,es ESP,CC,Leicester City,eng Premier League,29.0,1988.0,19,1410.0,74.0,41.2,15.7,17,,10.0,2,,10,1.42,26.0,23.0,3.0,0.19,0.5,16.8,20.4,-3.6,-0.23,-0.47
1329,Didier Ibrahim Ndong,ga GAB,"DF,CC",Watford,eng Premier League,23.0,1994.0,0,,,,,0,,0.0,0,,3,,,,,,,,,,,
1330,Zlatan Ibrahimović,se SWE,"CC,DL",Manchester Utd,eng Premier League,35.0,1981.0,5,106.0,21.0,3.1,1.2,1,,0.0,4,,3,2.0,1.0,2.0,-1.0,-0.85,-1.96,2.2,1.0,1.2,1.0,0.63
1331,Mauro Icardi,ar ARG,DL,Inter,it Serie A,24.0,1993.0,34,2958.0,87.0,86.5,32.9,34,,22.0,0,,1,1.91,60.0,24.0,36.0,1.1,1.1,49.9,33.9,16.0,0.49,-0.21
1332,Salvador Ichazo,uy URU,PO,Torino,it Serie A,25.0,1992.0,0,,,,,0,,0.0,0,,36,,,,,,,,,,,
1333,Brown Ideye,ng NGA,DL,Málaga,es La Liga,28.0,1988.0,13,733.0,56.0,21.4,8.1,8,80.0,4.0,5,19.0,0,0.23,2.0,12.0,-10.0,-1.23,-0.32,7.4,7.9,-0.5,-0.07,0.62
1334,Edgar Ié,gw GNB,DF,Lille,fr Ligue 1,23.0,1994.0,35,3146.0,90.0,92.0,35.0,35,90.0,34.0,0,,1,0.97,36.0,62.0,-26.0,-0.74,-0.74,34.1,52.9,-18.8,-0.54,0.34
1335,Julien Ielsch,fr FRA,"CC,DF",Amiens,fr Ligue 1,34.0,1983.0,11,616.0,56.0,18.0,6.8,7,82.0,4.0,4,10.0,22,2.18,8.0,7.0,1.0,0.15,0.34,5.9,8.1,-2.2,-0.32,0.32
1336,Pietro Iemmello,it ITA,DL,Benevento,it Serie A,25.0,1992.0,16,880.0,55.0,25.7,9.8,12,,3.0,4,,6,0.69,10.0,17.0,-7.0,-0.72,0.84,10.0,14.4,-4.4,-0.45,0.63
1337,Pietro Iemmello,it ITA,DL,Sassuolo,it Serie A,25.0,1992.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
1338,Aleksandar Ignjovski,rs SRB,"DF,CC",Freiburg,de Bundesliga,26.0,1991.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
1339,Kelechi Iheanacho,ng NGA,"DL,CC",Leicester City,eng Premier League,20.0,1996.0,21,830.0,40.0,24.3,9.2,7,,0.0,14,,11,0.81,15.0,17.0,-2.0,-0.22,-0.15,15.4,8.8,6.6,0.72,0.88
1340,Jordan Ikoko,cd COD,DF,Guingamp,fr Ligue 1,23.0,1994.0,28,2420.0,86.0,70.8,26.9,26,88.0,25.0,2,63.0,1,1.32,38.0,41.0,-3.0,-0.11,0.61,35.2,35.9,-0.7,-0.03,0.23
1341,Jonathan Ikone,fr FRA,"CC,DL",Montpellier,fr Ligue 1,19.0,1998.0,18,998.0,55.0,29.2,11.1,12,71.0,4.0,6,24.0,6,1.28,11.0,10.0,1.0,0.09,0.02,10.5,11.4,-0.8,-0.07,-0.24
1342,Josip Iličić,si SVN,"CC,DL",Atalanta,it Serie A,29.0,1988.0,31,2002.0,65.0,58.5,22.2,21,,9.0,10,,0,1.55,38.0,26.0,12.0,0.54,0.16,39.1,21.4,17.7,0.8,0.18
1343,Asier Illarramendi,es ESP,CC,Real Sociedad,es La Liga,27.0,1990.0,36,3163.0,88.0,92.5,35.1,35,90.0,33.0,1,16.0,0,1.28,60.0,55.0,5.0,0.14,-0.56,48.2,47.1,1.1,0.03,-0.67
1344,Jules Iloki,fr FRA,"CC,DL",Nantes,fr Ligue 1,25.0,1992.0,26,1421.0,55.0,41.5,15.8,14,75.0,3.0,12,31.0,9,1.35,15.0,15.0,0.0,0.0,0.23,19.1,17.5,1.6,0.1,0.0
1345,Stefan Ilsanker,at AUT,"DF,CC",RB Leipzig,de Bundesliga,28.0,1989.0,21,1289.0,61.0,42.1,14.3,14,,11.0,7,,7,1.38,21.0,25.0,-4.0,-0.28,-0.69,23.3,22.0,1.3,0.09,-0.11
1346,Giannelli Imbula,cd COD,CC,Toulouse,fr Ligue 1,24.0,1992.0,28,2243.0,80.0,65.6,24.9,28,80.0,14.0,0,,2,1.07,21.0,28.0,-7.0,-0.28,0.41,28.3,31.2,-2.9,-0.12,0.17
1347,Ciro Immobile,it ITA,DL,Lazio,it Serie A,27.0,1990.0,33,2683.0,81.0,78.5,29.8,33,,21.0,0,,0,2.0,72.0,35.0,37.0,1.24,0.87,50.6,31.3,19.4,0.65,0.59
1348,Emmanuel Imorou,bj BEN,DF,Caen,fr Ligue 1,28.0,1988.0,1,34.0,34.0,1.0,0.4,0,,0.0,1,34.0,3,3.0,0.0,0.0,0.0,0.0,0.66,0.4,0.1,0.3,0.74,0.88
1349,Tom Ince,eng ENG,"CC,DL",Huddersfield,eng Premier League,25.0,1992.0,33,2452.0,74.0,71.7,27.2,27,,17.0,6,,3,1.06,22.0,39.0,-17.0,-0.62,0.58,24.4,29.3,-4.9,-0.18,0.97
1350,Svante Ingelsson,se SWE,CC,Udinese,it Serie A,19.0,1998.0,7,325.0,46.0,9.5,3.6,3,,2.0,4,,29,0.86,4.0,9.0,-5.0,-1.38,-1.09,4.7,5.1,-0.4,-0.1,0.06
1351,Roberto Inglese,it ITA,DL,Chievo,it Serie A,25.0,1991.0,34,2782.0,82.0,81.3,30.9,33,,21.0,1,,1,1.15,32.0,40.0,-8.0,-0.26,1.86,31.0,45.0,-13.9,-0.45,0.57
1352,Danny Ings,eng ENG,DL,Liverpool,eng Premier League,25.0,1992.0,8,267.0,33.0,7.8,3.0,3,,0.0,5,,9,1.63,3.0,0.0,3.0,1.01,-0.22,5.6,1.0,4.6,1.54,0.56
1353,Andrés Iniesta,es ESP,CC,Barcelona,es La Liga,33.0,1984.0,30,1824.0,61.0,53.3,20.3,25,69.0,3.0,5,22.0,2,2.37,45.0,18.0,27.0,1.33,-1.09,38.4,24.9,13.5,0.66,-0.92
1354,Lorenzo Insigne,it ITA,DL,Napoli,it Serie A,26.0,1991.0,37,3090.0,84.0,90.4,34.3,36,,24.0,1,,0,2.43,72.0,27.0,45.0,1.31,0.49,61.2,25.3,35.8,1.04,-0.12
1355,Emiliano Insúa,ar ARG,DF,Stuttgart,de Bundesliga,28.0,1989.0,25,2106.0,84.0,68.8,23.4,24,,22.0,1,,2,1.64,29.0,23.0,6.0,0.26,0.82,27.8,30.4,-2.6,-0.11,-0.07
1356,Pablo Insua,es ESP,DF,Schalke 04,de Bundesliga,23.0,1993.0,1,27.0,27.0,0.9,0.3,0,,0.0,1,,6,3.0,1.0,0.0,1.0,3.33,2.89,0.5,1.4,-0.9,-3.14,-3.37
1357,Takashi Inui,jp JPN,"CC,DL",Eibar,es La Liga,29.0,1988.0,34,2631.0,77.0,76.9,29.2,31,83.0,19.0,3,22.0,1,1.35,38.0,39.0,-1.0,-0.03,0.54,32.2,34.9,-2.6,-0.09,0.01
1358,Artur Ioniță,md MDA,CC,Cagliari,it Serie A,26.0,1990.0,36,2669.0,74.0,78.0,29.7,31,,18.0,5,,2,1.08,20.0,47.0,-27.0,-0.91,-0.79,25.7,46.2,-20.5,-0.69,-0.81
1359,Gorka Iraizoz,es ESP,PO,Girona,es La Liga,36.0,1981.0,9,765.0,85.0,22.4,8.5,8,90.0,8.0,1,45.0,26,0.78,8.0,13.0,-5.0,-0.59,-0.45,11.9,9.7,2.1,0.25,0.32
1360,Stephen Ireland,ie IRL,"CC,DL",Stoke City,eng Premier League,30.0,1986.0,4,131.0,33.0,3.8,1.5,1,,1.0,3,,6,1.25,0.0,4.0,-4.0,-2.75,-1.95,2.1,2.8,-0.7,-0.5,0.2
1361,Carlos Isaac,es ESP,DF,Atlético Madrid,es La Liga,19.0,1998.0,1,63.0,63.0,1.8,0.7,1,63.0,0.0,0,,1,3.0,1.0,0.0,1.0,1.43,0.49,1.5,1.1,0.4,0.53,0.15
1362,Alexander Isak,se SWE,"DL,CC",Dortmund,de Bundesliga,17.0,1999.0,5,119.0,24.0,3.9,1.3,1,,0.0,4,,15,1.2,2.0,0.0,2.0,1.51,1.05,3.7,0.9,2.8,2.11,1.46
1363,Isco,es ESP,CC,Real Madrid,es La Liga,25.0,1992.0,30,1774.0,59.0,51.9,19.7,21,76.0,5.0,9,20.0,3,2.0,42.0,17.0,25.0,1.27,-0.1,40.8,17.7,23.1,1.17,0.13
1364,Tatsuya Ito,jp JPN,"CC,DL",Hamburger SV,de Bundesliga,20.0,1997.0,20,1012.0,51.0,33.1,11.2,12,,3.0,8,,5,0.95,14.0,14.0,0.0,0.0,1.05,14.8,19.5,-4.7,-0.42,0.17
1365,Gian-Luca Itter,de GER,DF,Wolfsburg,de Bundesliga,18.0,1999.0,5,412.0,82.0,13.5,4.6,5,,3.0,0,,11,1.2,6.0,6.0,0.0,0.0,0.41,4.6,10.0,-5.4,-1.19,-0.77
1366,Manuel Iturra,cl CHI,CC,Málaga,es La Liga,33.0,1984.0,20,1583.0,79.0,46.3,17.6,18,85.0,15.0,2,24.0,0,0.45,10.0,27.0,-17.0,-0.97,0.01,18.7,26.8,-8.1,-0.46,0.17
1367,Ander Iturraspe,es ESP,CC,Athletic Club,es La Liga,28.0,1989.0,30,1904.0,63.0,55.7,21.2,20,80.0,13.0,10,31.0,2,1.1,22.0,28.0,-6.0,-0.28,-0.16,30.7,30.8,-0.1,-0.01,0.03
1368,Dávid Ivan,sk SVK,CC,Sampdoria,it Serie A,22.0,1995.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
1369,Ivi,es ESP,"CC,DL",Levante,es La Liga,23.0,1994.0,29,1762.0,61.0,51.5,19.6,17,81.0,9.0,12,32.0,3,1.03,22.0,29.0,-7.0,-0.36,0.02,22.3,30.9,-8.6,-0.44,0.12
1370,Alex Iwobi,ng NGA,"CC,DL",Arsenal,eng Premier League,21.0,1996.0,26,1830.0,70.0,53.5,20.3,22,,5.0,4,,10,1.42,36.0,26.0,10.0,0.49,-0.24,35.6,25.5,10.2,0.5,-0.08
1371,José Izquierdo,co COL,"CC,DL",Brighton,eng Premier League,25.0,1992.0,32,1984.0,62.0,58.0,22.0,23,,11.0,9,,3,1.03,26.0,32.0,-6.0,-0.27,0.61,25.6,29.4,-3.8,-0.17,0.45
1372,Armando Izzo,it ITA,DF,Genoa,it Serie A,25.0,1992.0,16,1387.0,87.0,40.6,15.4,16,,15.0,0,,0,1.0,10.0,15.0,-5.0,-0.32,-0.1,18.8,15.6,3.2,0.21,0.31
1373,Koo Ja-cheol,kr KOR,CC,Augsburg,de Bundesliga,28.0,1989.0,28,2046.0,73.0,66.9,22.7,23,,14.0,5,,1,1.29,23.0,28.0,-5.0,-0.22,-0.4,28.1,27.9,0.2,0.01,-0.27
1374,Nabil Jaadi,ma MAR,"DL,CC",Udinese,it Serie A,21.0,1996.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
1375,Jarosław Jach,pl POL,DF,Crystal Palace,eng Premier League,23.0,1994.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
1376,Thore Jacobsen,de GER,"DF,CC",Werder Bremen,de Bundesliga,20.0,1997.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
1377,Paul Jaeckel,de GER,DF,Wolfsburg,de Bundesliga,19.0,1998.0,3,270.0,90.0,8.8,3.0,3,,3.0,0,,3,1.33,2.0,3.0,-1.0,-0.33,0.02,1.8,3.8,-2.0,-0.67,-0.16
1378,Phil Jagielka,eng ENG,DF,Everton,eng Premier League,34.0,1982.0,25,2065.0,83.0,60.4,22.9,23,,21.0,2,,5,1.28,24.0,39.0,-15.0,-0.65,-0.72,22.1,34.5,-12.4,-0.54,-0.57
1379,Kilian Jakob,de GER,DL,Augsburg,de Bundesliga,19.0,1998.0,1,50.0,50.0,1.6,0.6,1,,0.0,0,,3,0.0,0.0,2.0,-2.0,-3.6,-3.57,0.2,1.2,-0.9,-1.69,-1.82
1380,Adam Jakubech,sk SVK,PO,Lille,fr Ligue 1,20.0,1997.0,0,,,,,0,,0.0,0,,5,,,,,,,,,,,
1381,Eldin Jakupović,ch SUI,PO,Leicester City,eng Premier League,32.0,1984.0,2,180.0,90.0,5.3,2.0,2,,2.0,0,,8,1.5,7.0,6.0,1.0,0.5,0.64,3.5,3.2,0.4,0.19,0.14
1382,Christophe Jallet,fr FRA,DF,Nice,fr Ligue 1,33.0,1983.0,15,1174.0,78.0,34.3,13.0,13,89.0,12.0,2,11.0,2,1.53,17.0,20.0,-3.0,-0.23,-0.39,17.7,17.7,0.0,0.0,0.01
1383,Ablie Jallow,gm GAM,DL,Metz,fr Ligue 1,18.0,1998.0,2,129.0,65.0,3.8,1.4,2,65.0,0.0,0,,2,0.0,0.0,1.0,-1.0,-0.7,0.42,1.3,2.0,-0.6,-0.44,0.39
1384,Matty James,eng ENG,CC,Leicester City,eng Premier League,26.0,1991.0,13,993.0,76.0,29.0,11.0,11,,7.0,2,,2,1.0,14.0,15.0,-1.0,-0.09,0.02,16.5,12.7,3.8,0.34,0.41
1385,Kyle Jameson,eng ENG,DF,West Brom,eng Premier League,18.0,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
1386,Vasilije Janjicic,ch SUI,CC,Hamburger SV,de Bundesliga,18.0,1998.0,7,320.0,46.0,10.5,3.6,3,,1.0,4,,12,0.57,0.0,5.0,-5.0,-1.41,-0.78,2.3,5.4,-3.2,-0.89,-0.4
1387,Christoph Janker,de GER,"DF,CC",Augsburg,de Bundesliga,32.0,1985.0,5,78.0,16.0,2.5,0.9,0,,0.0,5,,9,1.6,2.0,2.0,0.0,0.0,0.09,1.5,1.8,-0.3,-0.32,-0.43
1388,Saidy Janko,gm GAM,DF,Saint-Étienne,fr Ligue 1,21.0,1995.0,21,1422.0,68.0,41.6,15.8,16,83.0,13.0,5,18.0,3,1.19,16.0,24.0,-8.0,-0.51,-0.73,16.8,21.3,-4.6,-0.29,-0.36
1389,Jakub Jankto,cz CZE,"CC,DL",Udinese,it Serie A,21.0,1996.0,36,2654.0,74.0,77.6,29.5,28,,19.0,8,,0,1.0,41.0,47.0,-6.0,-0.2,0.85,33.8,37.0,-3.2,-0.11,0.23
1390,Daryl Janmaat,nl NED,DF,Watford,eng Premier League,28.0,1989.0,23,1820.0,79.0,53.2,20.2,21,,17.0,2,,12,0.91,21.0,37.0,-16.0,-0.79,-0.57,22.7,28.2,-5.5,-0.27,-0.2
1391,Vincent Janssen,nl NED,DF,Tottenham,eng Premier League,23.0,1994.0,1,1.0,1.0,0.0,0.0,0,,0.0,1,,2,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.81
1392,Tony Jantschke,de GER,DF,M'Gladbach,de Bundesliga,27.0,1990.0,13,727.0,56.0,23.8,8.1,8,,4.0,5,,12,1.38,12.0,13.0,-1.0,-0.12,0.03,13.2,12.1,1.1,0.14,0.22
1393,Adnan Januzaj,be BEL,DL,Real Sociedad,es La Liga,22.0,1995.0,28,1573.0,56.0,46.0,17.5,18,74.0,2.0,10,24.0,3,1.18,29.0,27.0,2.0,0.11,-0.13,25.4,20.1,5.3,0.3,0.41
1394,Nicolas Janvier,fr FRA,CC,Rennes,fr Ligue 1,18.0,1998.0,3,76.0,25.0,2.2,0.8,1,59.0,0.0,2,9.0,7,1.0,1.0,1.0,0.0,0.0,-0.16,0.6,1.5,-0.9,-1.05,-1.09
1395,Paweł Jaroszyński,pl POL,DF,Chievo,it Serie A,22.0,1994.0,11,809.0,74.0,23.7,9.0,9,,6.0,2,,20,0.27,5.0,15.0,-10.0,-1.11,-0.66,6.9,15.3,-8.5,-0.94,-0.5
1396,Rune Jarstein,no NOR,PO,Hertha BSC,de Bundesliga,32.0,1984.0,31,2790.0,90.0,91.2,31.0,31,,31.0,0,,0,1.29,41.0,44.0,-3.0,-0.1,-0.1,36.2,39.2,-2.9,-0.09,0.62
1397,Jason,es ESP,"DL,CC",Levante,es La Liga,23.0,1994.0,27,1786.0,66.0,52.2,19.8,22,75.0,10.0,5,28.0,2,1.22,19.0,25.0,-6.0,-0.3,0.14,21.7,33.3,-11.6,-0.58,-0.18
1398,Bakery Jatta,gm GAM,"CC,DL",Hamburger SV,de Bundesliga,19.0,1998.0,10,297.0,30.0,9.7,3.3,3,,0.0,7,,6,1.3,2.0,3.0,-1.0,-0.3,0.45,4.2,5.0,-0.8,-0.25,0.32
1399,Corentin Jean,fr FRA,"DL,CC",Toulouse,fr Ligue 1,22.0,1995.0,33,1688.0,51.0,49.4,18.8,18,76.0,6.0,15,21.0,3,0.82,20.0,31.0,-11.0,-0.59,-0.33,21.7,26.2,-4.5,-0.24,-0.13
1400,Benjamin Jeannot,fr FRA,DL,Dijon,fr Ligue 1,25.0,1992.0,24,1407.0,59.0,41.1,15.6,14,87.0,10.0,10,20.0,5,1.13,20.0,32.0,-12.0,-0.77,-0.5,16.8,28.0,-11.2,-0.72,-0.23
1401,Tin Jedvaj,hr CRO,DF,Leverkusen,de Bundesliga,21.0,1995.0,10,599.0,60.0,19.6,6.7,6,,4.0,4,,5,1.6,8.0,10.0,-2.0,-0.3,-0.89,13.6,7.8,5.7,0.86,0.38
1402,Jemerson,br BRA,DF,Monaco,fr Ligue 1,24.0,1992.0,33,2855.0,87.0,83.5,31.7,33,87.0,31.0,0,,0,2.09,71.0,38.0,33.0,1.04,-0.07,52.9,41.7,11.2,0.35,-0.06
1403,Jesé,es ESP,"DL,CC",Stoke City,eng Premier League,24.0,1993.0,13,614.0,47.0,18.0,6.8,8,,0.0,5,,5,0.54,7.0,17.0,-10.0,-1.47,-0.73,5.8,13.4,-7.6,-1.12,-0.53
1404,Gabriel Jesus,br BRA,DL,Manchester City,eng Premier League,20.0,1997.0,29,1668.0,58.0,48.8,18.5,19,,5.0,10,,3,2.69,54.0,12.0,42.0,2.27,0.37,41.5,10.2,31.3,1.69,0.48
1405,Juan Jesus,br BRA,DF,Roma,it Serie A,26.0,1991.0,22,1658.0,75.0,48.5,18.4,18,,17.0,4,,15,1.91,23.0,12.0,11.0,0.6,-0.53,28.2,17.2,11.0,0.59,-0.18
1406,Álvaro Jiménez,es ESP,"CC,DL",Getafe,es La Liga,22.0,1995.0,13,529.0,41.0,15.5,5.9,5,65.0,2.0,8,25.0,6,1.31,7.0,9.0,-2.0,-0.34,-0.68,6.1,9.1,-2.9,-0.5,-0.86
1407,Javier Jiménez García,es ESP,DF,Valencia,es La Liga,20.0,1997.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
1408,Joaquín,es ESP,"CC,DL",Betis,es La Liga,36.0,1981.0,35,2479.0,71.0,72.5,27.5,29,82.0,15.0,6,18.0,0,1.46,40.0,50.0,-10.0,-0.36,-1.22,33.2,34.3,-1.1,-0.04,0.15
1409,Aron Jóhannsson,us USA,"CC,DL",Werder Bremen,de Bundesliga,26.0,1990.0,12,276.0,23.0,9.0,3.1,2,,0.0,10,,4,1.5,8.0,3.0,5.0,1.63,1.89,4.9,4.5,0.4,0.14,0.36
1410,Ben Johnson,eng ENG,DF,West Ham,eng Premier League,17.0,2000.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
1411,Fabian Johnson,us USA,"CC,DF",M'Gladbach,de Bundesliga,29.0,1987.0,10,465.0,47.0,15.2,5.2,5,,0.0,5,,4,2.0,12.0,13.0,-1.0,-0.19,-0.05,9.5,11.4,-1.9,-0.37,-0.41
1412,Glen Johnson,eng ENG,DF,Stoke City,eng Premier League,32.0,1984.0,9,547.0,61.0,16.0,6.1,7,,3.0,2,,10,0.56,4.0,14.0,-10.0,-1.65,-0.92,4.5,11.8,-7.3,-1.2,-0.61
1413,Karl-Johan Johnsson,se SWE,PO,Guingamp,fr Ligue 1,27.0,1990.0,38,3420.0,90.0,100.0,38.0,38,90.0,38.0,0,,0,1.24,48.0,59.0,-11.0,-0.29,,45.5,49.0,-3.5,-0.09,
1414,Miloš Jojić,rs SRB,CC,Köln,de Bundesliga,25.0,1992.0,25,1459.0,58.0,47.7,16.2,17,,7.0,8,,4,0.56,17.0,22.0,-5.0,-0.31,1.38,23.5,29.1,-5.6,-0.35,0.7
1415,Jonathas,br BRA,DL,Hannover 96,de Bundesliga,28.0,1989.0,12,634.0,53.0,20.7,7.0,7,,2.0,5,,0,0.83,8.0,13.0,-5.0,-0.71,-0.52,7.8,13.4,-5.5,-0.79,-0.58
1416,Curtis Jones,eng ENG,CC,Liverpool,eng Premier League,16.0,2001.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
