RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados
647,Laurent Depoitre,be BEL,DL,Huddersfield,eng Premier League,28.0,1988.0,20.2,1,0,0.0,28,16.0,6.0,3.0,11.0,8.0,1.0,0.0,0.0,65.0,126.0,142.0,47.0
648,Mike van der Hoorn,nl NED,DF,Swansea City,eng Premier League,24.0,1992.0,21.6,4,0,0.0,22,18.0,0.0,8.0,39.0,22.0,0.0,1.0,0.0,96.0,55.0,43.0,56.1
649,Gregory van der Wiel,nl NED,DF,Cagliari,it Serie A,29.0,1988.0,3.2,0,0,0.0,0,1.0,0.0,7.0,10.0,3.0,0.0,0.0,0.0,19.0,8.0,5.0,61.5
650,Daniele Dessena,it ITA,"CC,DF",Cagliari,it Serie A,30.0,1987.0,6.4,1,0,0.0,9,16.0,0.0,8.0,6.0,10.0,0.0,0.0,0.0,37.0,5.0,10.0,33.3
651,Mattia Destro,it ITA,DL,Bologna,it Serie A,26.0,1991.0,18.0,3,0,0.0,37,32.0,13.0,4.0,5.0,13.0,0.0,0.0,0.0,34.0,34.0,55.0,38.2
652,Gerard Deulofeu,es ESP,"DL,CC",Watford,eng Premier League,23.0,1994.0,4.8,0,0,0.0,3,5.0,1.0,15.0,4.0,3.0,1.0,0.0,0.0,24.0,0.0,6.0,0.0
653,Gerard Deulofeu,es ESP,"CC,DL",Barcelona,es La Liga,23.0,1994.0,5.6,1,0,0.0,11,5.0,4.0,16.0,8.0,5.0,0.0,0.0,0.0,38.0,2.0,5.0,28.6
654,Gianluca Di Chiara,it ITA,DF,Benevento,it Serie A,23.0,1993.0,11.2,3,0,0.0,15,4.0,1.0,35.0,11.0,19.0,0.0,1.0,0.0,50.0,3.0,7.0,30.0
655,Federico Di Francesco,it ITA,"DL,DF",Bologna,it Serie A,23.0,1994.0,17.7,4,0,0.0,24,29.0,4.0,39.0,16.0,13.0,0.0,0.0,0.0,74.0,5.0,9.0,35.7
656,Davide Di Gennaro,it ITA,CC,Lazio,it Serie A,29.0,1988.0,0.1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
657,Ángel Di María,ar ARG,DL,Paris S-G,fr Ligue 1,29.0,1988.0,23.5,1,0,0.0,8,14.0,15.0,175.0,10.0,10.0,0.0,0.0,0.0,71.0,0.0,2.0,0.0
658,Franco Di Santo,ar ARG,"DL,CC",Schalke 04,de Bundesliga,28.0,1989.0,18.4,4,0,0.0,57,21.0,18.0,32.0,2.0,13.0,1.0,0.0,0.0,54.0,50.0,52.0,49.0
659,Cheick Diabaté,ml MLI,DL,Benevento,it Serie A,29.0,1988.0,7.4,1,2,1.0,15,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,24.0,42.0,36.4
660,Fousseni Diabaté,ml MLI,"CC,DL",Leicester City,eng Premier League,21.0,1995.0,6.5,1,0,0.0,1,14.0,1.0,10.0,8.0,6.0,0.0,0.0,0.0,33.0,14.0,11.0,56.0
661,Moussa Diaby,fr FRA,CC,Crotone,it Serie A,18.0,1999.0,0.8,0,0,0.0,2,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
662,Fallou Diagne,sn SEN,"DF,CC",Metz,fr Ligue 1,27.0,1989.0,24.9,8,2,0.0,29,5.0,2.0,2.0,46.0,20.0,0.0,0.0,0.0,163.0,62.0,30.0,67.4
663,Adama Diakhaby,fr FRA,DL,Monaco,fr Ligue 1,21.0,1996.0,9.4,2,1,0.0,15,14.0,10.0,20.0,13.0,15.0,0.0,0.0,0.0,39.0,15.0,27.0,35.7
664,Mouctar Diakhaby,gn GUI,DF,Lyon,fr Ligue 1,20.0,1996.0,8.1,2,0,0.0,6,7.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,51.0,21.0,13.0,61.8
665,Abdou Diallo,sn SEN,DF,Mainz 05,de Bundesliga,21.0,1996.0,26.8,5,0,0.0,59,9.0,5.0,24.0,50.0,53.0,0.0,1.0,0.0,110.0,75.0,38.0,66.4
666,Abdoulaye Diallo,sn SEN,PO,Rennes,fr Ligue 1,25.0,1992.0,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
667,Habib Diallo,sn SEN,"DL,CC",Metz,fr Ligue 1,22.0,1995.0,0.2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
668,Mustapha Diallo,sn SEN,CC,Guingamp,fr Ligue 1,31.0,1986.0,15.4,6,0,0.0,49,39.0,5.0,1.0,20.0,36.0,0.0,2.0,0.0,100.0,72.0,63.0,53.3
669,Mohamed Diamé,sn SEN,CC,Newcastle Utd,eng Premier League,30.0,1987.0,22.7,3,0,0.0,44,16.0,0.0,6.0,48.0,64.0,0.0,0.0,0.0,141.0,57.0,55.0,50.9
670,Lassana Diarra,fr FRA,CC,Paris S-G,fr Ligue 1,32.0,1985.0,6.7,4,0,0.0,22,4.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,38.0,10.0,12.0,45.5
671,Amadou Diawara,gn GUI,CC,Napoli,it Serie A,20.0,1997.0,7.3,1,0,0.0,12,4.0,0.0,5.0,9.0,9.0,0.0,0.0,0.0,65.0,2.0,4.0,33.3
672,Brahim Díaz,es ESP,"DL,DF",Manchester City,eng Premier League,17.0,1999.0,0.6,0,0,0.0,1,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0
673,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,27.0,1989.0,30.9,4,0,0.0,33,23.0,4.0,36.0,58.0,51.0,0.0,1.0,0.0,193.0,39.0,54.0,41.9
674,Daniel Didavi,de GER,CC,Wolfsburg,de Bundesliga,27.0,1990.0,24.9,4,0,0.0,37,48.0,7.0,95.0,7.0,19.0,1.0,0.0,0.0,90.0,15.0,36.0,29.4
675,Thomas Didillon,fr FRA,PO,Metz,fr Ligue 1,21.0,1995.0,9.0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,100.0
676,Étienne Didot,fr FRA,CC,Guingamp,fr Ligue 1,34.0,1983.0,18.0,4,0,0.0,26,18.0,1.0,28.0,19.0,33.0,0.0,0.0,0.0,114.0,20.0,18.0,52.6
677,Adrián Diéguez,es ESP,DF,Alavés,es La Liga,21.0,1996.0,4.8,5,0,0.0,17,1.0,0.0,1.0,11.0,5.0,0.0,1.0,0.0,30.0,3.0,5.0,37.5
678,Dennis Diekmeier,de GER,DF,Hamburger SV,de Bundesliga,27.0,1989.0,20.8,4,0,0.0,18,33.0,5.0,86.0,16.0,43.0,0.0,1.0,0.0,62.0,32.0,17.0,65.3
679,Eric Dier,eng ENG,"CC,DF",Tottenham,eng Premier League,23.0,1994.0,31.4,4,0,0.0,23,8.0,1.0,26.0,48.0,43.0,0.0,0.0,0.0,170.0,81.0,61.0,57.0
680,Lucas Digne,fr FRA,DF,Barcelona,es La Liga,24.0,1993.0,7.8,2,0,0.0,12,7.0,2.0,15.0,12.0,17.0,0.0,1.0,0.0,58.0,9.0,7.0,56.3
681,Landry Dimata,be BEL,DL,Wolfsburg,de Bundesliga,19.0,1997.0,10.0,1,1,1.0,25,40.0,1.0,8.0,2.0,6.0,1.0,0.0,0.0,28.0,16.0,36.0,30.8
682,Tristan Dingomé,cm CMR,CC,Troyes,fr Ligue 1,26.0,1991.0,13.2,4,0,0.0,15,8.0,1.0,21.0,12.0,20.0,0.0,0.0,0.0,88.0,7.0,10.0,41.2
683,Ismaël Diomandé,ci CIV,"DF,CC",Caen,fr Ligue 1,24.0,1992.0,7.9,1,1,0.0,9,2.0,0.0,2.0,5.0,8.0,0.0,1.0,0.0,51.0,7.0,7.0,50.0
684,Lois Diony,fr FRA,DL,Saint-Étienne,fr Ligue 1,24.0,1992.0,10.3,0,0,0.0,11,17.0,6.0,7.0,1.0,0.0,3.0,0.0,0.0,25.0,12.0,31.0,27.9
685,Issa Diop,fr FRA,DF,Toulouse,fr Ligue 1,20.0,1997.0,34.0,8,0,0.0,31,24.0,1.0,2.0,76.0,43.0,0.0,0.0,1.0,200.0,57.0,36.0,61.3
686,Papakouli Diop,sn SEN,CC,Espanyol,es La Liga,31.0,1986.0,2.9,2,0,0.0,11,5.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,18.0,4.0,3.0,57.1
687,Papakouli Diop,sn SEN,CC,Eibar,es La Liga,31.0,1986.0,10.4,5,0,0.0,25,21.0,0.0,5.0,13.0,20.0,0.0,0.0,0.0,69.0,29.0,29.0,50.0
688,Assane Dioussé,sn SEN,CC,Saint-Étienne,fr Ligue 1,19.0,1997.0,14.9,4,0,0.0,26,15.0,2.0,10.0,11.0,21.0,0.0,0.0,0.0,121.0,10.0,15.0,40.0
689,Djené,tg TOG,DF,Getafe,es La Liga,25.0,1991.0,36.0,9,0,0.0,52,26.0,1.0,10.0,78.0,65.0,1.0,1.0,0.0,245.0,70.0,52.0,57.4
690,Koffi Djidji,ci CIV,DF,Nantes,fr Ligue 1,24.0,1992.0,26.8,2,0,0.0,24,9.0,0.0,21.0,45.0,39.0,0.0,0.0,0.0,130.0,37.0,19.0,66.1
691,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,22.0,1994.0,28.0,10,0,0.0,43,39.0,0.0,5.0,57.0,43.0,0.0,0.0,0.0,187.0,81.0,48.0,62.8
692,Papy Djilobodji,sn SEN,DF,Dijon,fr Ligue 1,28.0,1988.0,30.0,4,1,0.0,25,28.0,0.0,5.0,71.0,29.0,0.0,2.0,0.0,194.0,87.0,30.0,74.4
693,Berat Djimsiti,al ALB,DF,Benevento,it Serie A,24.0,1993.0,30.0,2,0,0.0,24,22.0,0.0,1.0,62.0,17.0,0.0,3.0,0.0,164.0,60.0,32.0,65.2
694,Marko Dmitrović,rs SRB,PO,Eibar,es La Liga,25.0,1992.0,36.0,1,0,0.0,0,5.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,80.0,13.0,1.0,92.9
695,Keagan Dolly,za RSA,"CC,DL",Montpellier,fr Ligue 1,24.0,1993.0,9.8,1,0,0.0,3,2.0,2.0,64.0,1.0,7.0,0.0,0.0,0.0,49.0,6.0,12.0,33.3
696,Jaume Doménech,es ESP,PO,Valencia,es La Liga,26.0,1990.0,5.0,2,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,100.0
697,Jean-Luc Dompé,fr FRA,DL,Amiens,fr Ligue 1,21.0,1995.0,0.3,0,0,0.0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
698,Giulio Donati,it ITA,"DF,DL",Mainz 05,de Bundesliga,27.0,1990.0,25.4,3,2,1.0,20,44.0,0.0,69.0,35.0,42.0,0.0,1.0,0.0,83.0,25.0,20.0,55.6
699,Ji Dong-won,kr KOR,"DL,CC",Augsburg,de Bundesliga,26.0,1991.0,0.2,0,0,0.0,2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
700,Anastasios Donis,gr GRE,"CC,DL",Stuttgart,de Bundesliga,20.0,1996.0,10.5,1,0,0.0,18,15.0,3.0,41.0,9.0,14.0,0.0,0.0,0.0,40.0,9.0,16.0,36.0
701,Gianluigi Donnarumma,it ITA,PO,Milan,it Serie A,18.0,1999.0,38.0,2,0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,69.0,3.0,0.0,100.0
702,Godfred Donsah,gh GHA,CC,Bologna,it Serie A,21.0,1996.0,19.9,3,0,0.0,19,12.0,3.0,5.0,22.0,20.0,0.0,0.0,0.0,110.0,17.0,33.0,34.0
703,Dória,br BRA,DF,Marseille,fr Ligue 1,22.0,1994.0,0.9,0,0,0.0,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,20.0
704,Niklas Dorsch,de GER,CC,Bayern Munich,de Bundesliga,19.0,1998.0,1.0,0,0,0.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
705,Gabriel Dos Santos,br BRA,DF,Troyes,fr Ligue 1,19.0,1997.0,0.9,1,0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
706,Mauro dos Santos,ar ARG,DF,Leganés,es La Liga,28.0,1989.0,10.9,3,0,0.0,9,3.0,2.0,3.0,12.0,14.0,0.0,0.0,0.0,35.0,21.0,13.0,61.8
707,Mathieu Dossevi,tg TOG,"DL,CC",Metz,fr Ligue 1,29.0,1988.0,27.9,2,0,0.0,27,37.0,7.0,245.0,28.0,25.0,0.0,0.0,0.0,147.0,11.0,22.0,33.3
708,Abdoulaye Doucouré,ml MLI,CC,Watford,eng Premier League,24.0,1993.0,36.9,10,0,0.0,44,26.0,2.0,26.0,54.0,52.0,0.0,1.0,0.0,345.0,42.0,51.0,45.2
709,Cheick Doukouré,ci CIV,CC,Levante,es La Liga,24.0,1992.0,11.4,4,0,0.0,34,10.0,0.0,4.0,14.0,19.0,0.0,0.0,0.0,71.0,15.0,20.0,42.9
710,Mohamed Dräger,tn TUN,"CC,DL",Freiburg,de Bundesliga,21.0,1996.0,0.6,0,0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,
711,Aleksandar Dragović,at AUT,DF,Leicester City,eng Premier League,26.0,1991.0,8.5,2,0,0.0,7,3.0,0.0,1.0,16.0,10.0,0.0,0.0,0.0,50.0,13.0,9.0,59.1
712,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,26.0,1991.0,0.5,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,33.3
713,Bartłomiej Drągowski,pl POL,PO,Fiorentina,it Serie A,19.0,1997.0,2.4,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,100.0
714,Boukary Dramé,sn SEN,"DF,CC",SPAL,it Serie A,32.0,1985.0,1.1,0,0,0.0,0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,100.0
715,Julian Draxler,de GER,"CC,DL",Paris S-G,fr Ligue 1,23.0,1993.0,18.9,1,0,0.0,14,10.0,2.0,25.0,28.0,14.0,0.0,0.0,0.0,108.0,10.0,9.0,52.6
716,Danny Drinkwater,eng ENG,CC,Chelsea,eng Premier League,27.0,1990.0,5.9,0,0,0.0,10,4.0,0.0,2.0,8.0,10.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0
717,Josip Drmić,ch SUI,"DL,CC",M'Gladbach,de Bundesliga,24.0,1992.0,5.2,1,0,0.0,4,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,20.0,45.9
718,Rick van Drongelen,nl NED,DF,Hamburger SV,de Bundesliga,18.0,1998.0,16.0,4,0,0.0,11,6.0,0.0,5.0,19.0,25.0,0.0,0.0,1.0,73.0,30.0,37.0,44.8
719,Óscar Duarte,cr CRC,DF,Espanyol,es La Liga,28.0,1989.0,11.0,1,0,0.0,8,6.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,33.0,32.0,14.0,69.6
720,Rubén Duarte,es ESP,DF,Alavés,es La Liga,21.0,1995.0,23.8,9,1,1.0,47,35.0,1.0,54.0,44.0,40.0,0.0,2.0,0.0,110.0,25.0,23.0,52.1
721,Leo Dubois,fr FRA,DF,Nantes,fr Ligue 1,22.0,1994.0,33.6,5,0,0.0,24,30.0,2.0,251.0,50.0,39.0,1.0,1.0,0.0,228.0,34.0,35.0,49.3
722,Martin Dúbravka,sk SVK,PO,Newcastle Utd,eng Premier League,28.0,1989.0,12.0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,100.0
723,Ondrej Duda,sk SVK,CC,Hertha BSC,de Bundesliga,22.0,1994.0,8.3,3,0,0.0,23,17.0,1.0,6.0,4.0,12.0,0.0,0.0,0.0,38.0,13.0,26.0,33.3
724,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,25.0,1992.0,36.6,8,0,0.0,33,25.0,7.0,3.0,50.0,19.0,1.0,1.0,0.0,162.0,192.0,89.0,68.3
725,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,25.0,1991.0,17.8,1,0,0.0,8,11.0,0.0,22.0,23.0,19.0,0.0,1.0,0.0,73.0,54.0,34.0,61.4
726,Alfred Duncan,gh GHA,CC,Sassuolo,it Serie A,24.0,1993.0,21.6,4,0,0.0,40,16.0,4.0,74.0,19.0,29.0,0.0,0.0,0.0,144.0,14.0,23.0,37.8
727,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,25.0,1991.0,38.0,7,0,0.0,36,17.0,0.0,7.0,71.0,33.0,0.0,0.0,4.0,252.0,120.0,73.0,62.2
728,Maxime Dupé,fr FRA,PO,Nantes,fr Ligue 1,24.0,1993.0,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
729,Jimmy Durmaz,se SWE,"CC,DL",Toulouse,fr Ligue 1,28.0,1989.0,11.4,5,0,0.0,24,14.0,0.0,60.0,14.0,9.0,1.0,0.0,0.0,65.0,10.0,8.0,55.6
730,Riza Durmisi,dk DEN,DF,Betis,es La Liga,23.0,1994.0,23.1,4,0,0.0,15,10.0,2.0,68.0,15.0,21.0,0.0,0.0,0.0,89.0,6.0,16.0,27.3
731,Hugo Duro,es ESP,DL,Getafe,es La Liga,17.0,1999.0,0.2,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0
732,Noë Dussenne,be BEL,DL,Crotone,it Serie A,25.0,1992.0,0.9,1,0,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
733,Paulo Dybala,ar ARG,"CC,DL",Juventus,it Serie A,23.0,1993.0,26.1,0,0,0.0,16,74.0,2.0,92.0,12.0,11.0,1.0,0.0,0.0,124.0,6.0,9.0,40.0
734,Nathan Dyer,eng ENG,"CC,DL",Swansea City,eng Premier League,29.0,1987.0,14.5,2,0,0.0,17,20.0,1.0,33.0,11.0,16.0,0.0,0.0,0.0,82.0,5.0,26.0,16.1
735,Edin Džeko,ba BIH,DL,Roma,it Serie A,31.0,1986.0,33.5,6,0,0.0,37,28.0,19.0,19.0,4.0,10.0,1.0,0.0,0.0,80.0,109.0,64.0,63.0
736,Blerim Džemaili,ch SUI,"CC,DL",Bologna,it Serie A,31.0,1986.0,13.3,4,0,0.0,13,19.0,1.0,10.0,18.0,19.0,0.0,0.0,0.0,69.0,9.0,6.0,60.0
737,Félix Eboa Eboa,cm CMR,DF,Guingamp,fr Ligue 1,20.0,1997.0,16.9,2,0,0.0,16,8.0,0.0,13.0,39.0,11.0,0.0,1.0,0.0,89.0,63.0,32.0,66.3
738,Éder,it ITA,"DL,CC",Inter,it Serie A,30.0,1986.0,8.9,4,0,0.0,25,15.0,7.0,17.0,5.0,7.0,1.0,0.0,0.0,31.0,10.0,14.0,41.7
739,Simone Edera,it ITA,"DL,CC",Torino,it Serie A,20.0,1997.0,3.6,0,0,0.0,13,6.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,20.0,2.0,8.0,20.0
740,Ederson,br BRA,PO,Manchester City,eng Premier League,23.0,1993.0,35.5,1,0,0.0,0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0,11.0,0.0,100.0
741,Tom Edwards,eng ENG,"DF,CC",Stoke City,eng Premier League,18.0,1999.0,5.3,0,0,0.0,3,2.0,0.0,15.0,5.0,9.0,0.0,0.0,0.0,29.0,8.0,6.0,57.1
742,Mandela Egbo,eng ENG,"DF,CC",M'Gladbach,de Bundesliga,19.0,1997.0,0.1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
743,Johannes Eggestein,de GER,"DL,DF",Werder Bremen,de Bundesliga,19.0,1998.0,1.1,0,0,0.0,0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0
744,Maximilian Eggestein,de GER,CC,Werder Bremen,de Bundesliga,20.0,1996.0,29.9,3,0,0.0,48,45.0,2.0,26.0,40.0,48.0,0.0,0.0,0.0,107.0,54.0,56.0,49.1
745,Albin Ekdal,se SWE,CC,Hamburger SV,de Bundesliga,28.0,1989.0,12.3,3,0,0.0,14,33.0,2.0,0.0,21.0,28.0,0.0,0.0,0.0,65.0,28.0,30.0,48.3
746,Josip Elez,hr CRO,DF,Hannover 96,de Bundesliga,23.0,1994.0,8.6,1,0,0.0,9,3.0,0.0,3.0,16.0,8.0,0.0,0.0,0.0,42.0,11.0,21.0,34.4
747,Rob Elliot,ie IRL,PO,Newcastle Utd,eng Premier League,31.0,1986.0,16.0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,83.3
748,Mohamed Elneny,eg EGY,CC,Arsenal,eng Premier League,25.0,1992.0,9.6,3,1,0.0,4,6.0,1.0,8.0,10.0,6.0,0.0,0.0,0.0,79.0,6.0,13.0,31.6
749,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,23.0,1994.0,17.7,1,0,0.0,21,11.0,3.0,9.0,45.0,20.0,0.0,0.0,0.0,69.0,41.0,28.0,59.4
750,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,20.0,1996.0,32.4,6,0,0.0,19,30.0,1.0,23.0,51.0,46.0,1.0,0.0,0.0,129.0,86.0,48.0,64.2
751,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,23.0,1993.0,29.9,11,1,1.0,29,19.0,2.0,1.0,50.0,18.0,0.0,3.0,0.0,128.0,109.0,45.0,70.8
752,Breel Embolo,ch SUI,"DL,CC",Schalke 04,de Bundesliga,20.0,1997.0,10.2,4,0,0.0,42,30.0,11.0,7.0,6.0,10.0,2.0,0.0,0.0,38.0,13.0,30.0,30.2
753,Youssef En-Nesyri,ma MAR,DL,Málaga,es La Liga,20.0,1997.0,17.7,2,1,1.0,34,33.0,14.0,19.0,9.0,25.0,0.0,0.0,0.0,54.0,78.0,115.0,40.4
754,Sergi Enrich,es ESP,DL,Eibar,es La Liga,27.0,1990.0,14.8,2,0,0.0,20,28.0,20.0,5.0,6.0,8.0,2.0,0.0,1.0,58.0,64.0,81.0,44.1
755,Javier Eraso,es ESP,"CC,DL",Leganés,es La Liga,27.0,1990.0,28.1,4,0,0.0,35,25.0,6.0,80.0,23.0,15.0,0.0,0.0,0.0,125.0,12.0,46.0,20.7
756,Christian Eriksen,dk DEN,"CC,DL",Tottenham,eng Premier League,25.0,1992.0,35.8,0,0,0.0,14,21.0,1.0,222.0,31.0,29.0,0.0,0.0,0.0,227.0,17.0,27.0,38.6
757,Gonzalo Escalante,ar ARG,CC,Eibar,es La Liga,24.0,1993.0,17.4,3,0,0.0,25,16.0,0.0,10.0,32.0,35.0,0.0,0.0,0.0,110.0,46.0,39.0,54.1
758,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,27.0,1989.0,25.9,10,0,0.0,34,38.0,1.0,41.0,66.0,49.0,0.0,0.0,0.0,157.0,56.0,37.0,60.2
759,Bernardo Espinosa,co COL,DF,Girona,es La Liga,28.0,1989.0,31.9,7,0,0.0,40,16.0,3.0,1.0,66.0,22.0,0.0,1.0,0.0,126.0,102.0,50.0,67.1
760,Michael Esser,de GER,PO,Hannover 96,de Bundesliga,29.0,1987.0,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,100.0
761,Alexander Esswein,de GER,"DL,CC",Hertha BSC,de Bundesliga,27.0,1990.0,6.9,0,0,0.0,15,13.0,7.0,15.0,9.0,16.0,0.0,0.0,0.0,17.0,9.0,8.0,52.9
762,Oghenekaro Etebo,ng NGA,CC,Las Palmas,es La Liga,21.0,1995.0,13.5,3,0,0.0,21,46.0,1.0,4.0,27.0,17.0,0.0,0.0,0.0,90.0,11.0,14.0,44.0
763,Beñat Etxebarria,es ESP,CC,Athletic Club,es La Liga,30.0,1987.0,12.4,3,0,0.0,17,15.0,0.0,79.0,28.0,20.0,0.0,0.0,0.0,105.0,5.0,5.0,50.0
764,Xabier Etxeita,es ESP,DF,Athletic Club,es La Liga,29.0,1987.0,4.2,2,0,0.0,10,2.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,17.0,6.0,9.0,40.0
765,Jonny Evans,nir NIR,DF,West Brom,eng Premier League,29.0,1988.0,25.2,7,0,0.0,26,27.0,0.0,4.0,48.0,22.0,0.0,0.0,1.0,142.0,54.0,34.0,61.4
766,Franck Evina,cm CMR,DL,Bayern Munich,de Bundesliga,17.0,2000.0,1.2,0,0,0.0,1,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,1.0,66.7
767,Patrice Evra,fr FRA,"DF,CC",West Ham,eng Premier League,36.0,1981.0,2.5,0,0,0.0,0,2.0,1.0,2.0,7.0,4.0,0.0,0.0,0.0,18.0,7.0,7.0,50.0
768,Patrice Evra,fr FRA,DF,Marseille,fr Ligue 1,36.0,1981.0,3.9,2,0,0.0,4,2.0,3.0,6.0,3.0,5.0,0.0,0.0,0.0,18.0,10.0,4.0,71.4
769,Edu Expósito,es ESP,"CC,DL",La Coruña,es La Liga,20.0,1996.0,1.1,1,0,0.0,2,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0
770,Erik Expósito,es ESP,DL,Las Palmas,es La Liga,21.0,1996.0,5.2,0,0,0.0,5,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,9.0,20.0,28.0,41.7
771,Valentin Eysseric,fr FRA,"DL,CC",Fiorentina,it Serie A,25.0,1992.0,7.8,2,0,0.0,15,13.0,1.0,36.0,6.0,13.0,0.0,0.0,0.0,46.0,9.0,13.0,40.9
772,Valentin Eysseric,fr FRA,DL,Nice,fr Ligue 1,25.0,1992.0,1.0,0,0,0.0,1,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
773,Imoh Ezekiel,ng NGA,"CC,DL",Las Palmas,es La Liga,23.0,1993.0,5.2,0,0,0.0,6,7.0,2.0,11.0,2.0,6.0,0.0,0.0,0.0,21.0,3.0,14.0,17.6
774,Marco Fabián,mx MEX,"CC,DL",Eint Frankfurt,de Bundesliga,28.0,1989.0,4.7,0,0,0.0,10,8.0,2.0,12.0,3.0,3.0,0.0,0.0,0.0,18.0,5.0,12.0,29.4
775,Łukasz Fabiański,pl POL,PO,Swansea City,eng Premier League,32.0,1985.0,38.0,0,0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,14.0,3.0,82.4
776,Fabinho,br BRA,CC,Monaco,fr Ligue 1,23.0,1993.0,34.0,8,0,0.0,58,66.0,1.0,10.0,43.0,64.0,1.0,0.0,0.0,250.0,94.0,45.0,67.6
777,Cesc Fàbregas,es ESP,CC,Chelsea,eng Premier League,30.0,1987.0,25.6,5,2,1.0,25,22.0,5.0,140.0,22.0,49.0,0.0,0.0,0.0,171.0,10.0,22.0,31.3
778,Ralf Fährmann,de GER,PO,Schalke 04,de Bundesliga,28.0,1988.0,33.5,1,0,0.0,0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,9.0,0.0,100.0
