Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,ACT,ACT,Tipos de SCA,Tipos de SCA,Tipos de SCA,Tipos de SCA,Tipos de SCA,Tipos de SCA,ACG,ACG,Tipos de GCA,Tipos de GCA,Tipos de GCA,Tipos de GCA,Tipos de GCA,Tipos de GCA,Unnamed: 25_level_0
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
774,Martin Dúbravka,sk SVK,PO,Newcastle Utd,eng Premier League,32,1989,26.0,3,0.12,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
775,Ondrej Duda,sk SVK,"CC,DL",Köln,de Bundesliga,26,1994,17.9,61,3.41,37,6,9,3,5,1,2,0.11,1,0,1,0,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
776,Jeremy Dudziak,tn TUN,"CC,DL",Greuther Fürth,de Bundesliga,25,1995,12.6,31,2.46,21,2,1,2,5,0,4,0.32,1,0,1,0,2,0,Partidos
777,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,29,1992,16.0,9,0.56,7,0,0,2,0,0,1,0.06,0,0,0,1,0,0,Partidos
778,Unai Dufur,es ESP,DF,Osasuna,es La Liga,22,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
779,Denzel Dumfries,nl NED,DF,Inter,it Serie A,25,1996,22.5,63,2.79,49,4,3,4,3,0,7,0.31,5,1,0,0,1,0,Partidos
780,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,29,1991,2.2,1,0.45,1,0,0,0,0,0,1,0.45,1,0,0,0,0,0,Partidos
781,Alfred Duncan,gh GHA,CC,Fiorentina,it Serie A,28,1993,21.5,50,2.33,45,1,0,2,1,1,4,0.19,4,0,0,0,0,0,Partidos
782,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,29,1991,28.6,20,0.70,16,1,0,3,0,0,3,0.10,2,1,0,0,0,0,Partidos
783,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,29,1992,5.3,7,1.33,6,1,0,0,0,0,3,0.57,3,0,0,0,0,0,Partidos
784,Hugo Duro,es ESP,"DF,CC",Getafe,es La Liga,21,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
785,Hugo Duro,es ESP,"DL,CC",Valencia,es La Liga,21,1999,20.4,34,1.67,21,1,3,1,7,1,7,0.34,2,0,1,1,2,1,Partidos
786,Jean-Kevin Duverne,ht HAI,DF,Brest,fr Ligue 1,24,1997,33.4,58,1.74,45,4,5,0,2,2,6,0.18,5,0,1,0,0,0,Partidos
787,Paulo Dybala,ar ARG,"DL,CC",Juventus,it Serie A,27,1993,22.9,113,4.93,73,12,10,7,8,3,13,0.57,10,3,0,0,0,0,Partidos
788,Edin Džeko,ba BIH,DL,Inter,it Serie A,35,1986,27.4,92,3.35,76,0,3,7,5,1,17,0.62,14,0,0,2,1,0,Partidos
789,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,22,1999,21.0,26,1.24,18,0,1,0,6,1,1,0.05,1,0,0,0,0,0,Partidos
790,Tyronne Ebuehi,ng NGA,DF,Venezia,it Serie A,25,1995,12.6,19,1.50,18,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
791,Ederson,br BRA,PO,Manchester City,eng Premier League,27,1993,37.0,2,0.05,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Partidos
792,Éderson,br BRA,CC,Salernitana,it Serie A,22,1999,12.7,31,2.43,21,0,0,2,7,1,2,0.16,1,0,0,0,1,0,Partidos
793,Odsonne Édouard,fr FRA,DL,Crystal Palace,eng Premier League,23,1998,17.4,51,2.94,33,0,8,9,0,1,4,0.23,2,0,1,1,0,0,Partidos
794,CJ Egan-Riley,eng ENG,DF,Manchester City,eng Premier League,18,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
795,Maximilian Eggestein,de GER,CC,Freiburg,de Bundesliga,24,1996,24.4,50,2.05,42,2,0,2,2,2,5,0.21,5,0,0,0,0,0,Partidos
796,Lilian Egloff,de GER,"CC,DF",Stuttgart,de Bundesliga,18,2002,0.3,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
797,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,26,1995,7.6,17,2.25,15,1,1,0,0,0,2,0.27,2,0,0,0,0,0,Partidos
798,Julian Eitschberger,de GER,DF,Hertha BSC,de Bundesliga,17,2004,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
799,Albin Ekdal,se SWE,CC,Sampdoria,it Serie A,32,1989,18.2,19,1.05,14,0,0,3,2,0,0,0.00,0,0,0,0,0,0,Partidos
800,Hugo Ekitike,fr FRA,DL,Reims,fr Ligue 1,19,2002,14.1,40,2.83,23,0,10,3,4,0,9,0.64,4,0,1,2,2,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
801,Jurgen Ekkelenkamp,nl NED,"CC,DL",Hertha BSC,de Bundesliga,21,2000,8.0,16,2.01,12,0,0,2,1,1,0,0.00,0,0,0,0,0,0,Partidos
802,Caleb Ekuban,gh GHA,"DL,CC",Genoa,it Serie A,27,1994,19.1,38,1.99,28,0,3,3,4,0,5,0.26,3,0,2,0,0,0,Partidos
803,Anthony Elanga,se SWE,DL,Manchester Utd,eng Premier League,19,2002,13.5,21,1.56,12,0,2,1,4,2,5,0.37,2,0,1,0,1,1,Partidos
804,Alberth Elis,hn HON,"DL,CC",Bordeaux,fr Ligue 1,25,1996,15.7,38,2.43,26,0,2,1,7,2,2,0.13,2,0,0,0,0,0,Partidos
805,Harvey Elliott,eng ENG,CC,Liverpool,eng Premier League,18,2003,3.8,25,6.52,18,1,0,4,2,0,2,0.52,2,0,0,0,0,0,Partidos
806,Elif Elmas,mk MKD,"DL,CC",Napoli,it Serie A,21,1999,18.0,59,3.28,42,2,5,4,3,3,9,0.50,6,1,0,0,1,1,Partidos
807,Mohamed Elneny,eg EGY,CC,Arsenal,eng Premier League,29,1992,9.0,17,1.90,15,1,0,1,0,0,3,0.33,3,0,0,0,0,0,Partidos
808,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,27,1994,23.4,10,0.43,8,0,0,1,1,0,1,0.04,1,0,0,0,0,0,Partidos
809,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,24,1996,27.0,15,0.56,12,0,1,1,0,1,2,0.07,2,0,0,0,0,0,Partidos
810,Mohamed Elyounoussi,no NOR,"CC,DL",Southampton,eng Premier League,26,1994,22.7,57,2.51,42,0,5,6,3,1,6,0.26,3,0,0,3,0,0,Partidos
811,Adri Embarba,es ESP,"DL,CC",Espanyol,es La Liga,29,1992,22.1,92,4.17,44,26,9,5,6,2,6,0.27,2,3,0,1,0,0,Partidos
812,Breel Embolo,ch SUI,DL,M'Gladbach,de Bundesliga,24,1997,24.1,82,3.56,60,0,3,4,14,1,10,0.43,7,0,0,1,1,1,Partidos
813,Emerson,br BRA,"DF,CC",Tottenham,eng Premier League,22,1999,25.4,50,1.97,42,0,4,2,2,0,4,0.16,4,0,0,0,0,0,Partidos
814,Emerson,br BRA,DF,Barcelona,es La Liga,22,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
815,Renaud Emond,be BEL,"DL,CC",Nantes,fr Ligue 1,29,1991,2.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
816,Youssef En-Nesyri,ma MAR,DL,Sevilla,es La Liga,24,1997,14.2,11,0.77,9,0,0,1,1,0,3,0.21,2,0,0,0,1,0,Partidos
817,Keita Endo,jp JPN,CC,Union Berlin,de Bundesliga,23,1997,0.6,3,4.91,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Partidos
818,Wataru Endo,jp JPN,CC,Stuttgart,de Bundesliga,28,1993,32.2,63,1.96,52,0,2,4,3,2,3,0.09,3,0,0,0,0,0,Partidos
819,Christian Eriksen,dk DEN,CC,Brentford,eng Premier League,29,1992,10.4,57,5.46,26,27,1,1,1,1,7,0.67,2,5,0,0,0,0,Partidos
820,Martin Erlic,hr CRO,DF,Spezia,it Serie A,23,1998,28.6,11,0.38,7,0,0,1,3,0,2,0.07,0,0,0,1,1,0,Partidos
821,Gonzalo Escalante,ar ARG,CC,Lazio,it Serie A,28,1993,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
822,Gonzalo Escalante,ar ARG,CC,Alavés,es La Liga,28,1993,14.4,18,1.25,13,0,0,4,1,0,3,0.21,1,0,0,1,1,0,Partidos
823,Aarón Escandell,es ESP,PO,Granada,es La Liga,25,1995,3.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
824,Sergio Escudero,es ESP,"DF,CC",Granada,es La Liga,31,1989,15.9,47,2.95,28,7,1,7,2,2,5,0.31,3,1,1,0,0,0,Partidos
825,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,29,1992,37.0,75,2.03,58,10,1,2,1,3,3,0.08,2,1,0,0,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
826,Michael Esser,de GER,PO,Bochum,de Bundesliga,33,1987,3.0,1,0.33,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
827,Estanis,es ESP,DL,Barcelona,es La Liga,17,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
828,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,19,2002,20.6,8,0.39,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Partidos
829,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,23,1998,17.5,29,1.66,24,3,0,2,0,0,5,0.29,5,0,0,0,0,0,Partidos
830,Oghenekaro Etebo,ng NGA,CC,Watford,eng Premier League,25,1995,4.5,5,1.12,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
831,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,33,1988,15.0,10,0.67,8,2,0,0,0,0,2,0.13,1,1,0,0,0,0,Partidos
832,Eberechi Eze,eng ENG,"CC,DL",Crystal Palace,eng Premier League,23,1998,6.7,24,3.57,12,8,1,1,1,1,2,0.30,1,1,0,0,0,0,Partidos
833,Abdessamad Ezzalzouli,ma MAR,DL,Barcelona,es La Liga,19,2001,6.4,17,2.64,9,0,6,1,1,0,2,0.31,1,0,0,1,0,0,Partidos
834,Łukasz Fabiański,pl POL,PO,West Ham,eng Premier League,36,1985,37.0,3,0.08,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
835,Fabinho,br BRA,CC,Liverpool,eng Premier League,27,1993,25.7,53,2.06,42,0,0,3,6,2,5,0.19,3,0,0,2,0,0,Partidos
836,Fábio,br BRA,DF,Nantes,fr Ligue 1,31,1990,18.5,28,1.51,19,3,3,1,1,1,5,0.27,4,0,0,0,1,0,Partidos
837,Cesc Fàbregas,es ESP,CC,Monaco,fr Ligue 1,34,1987,0.4,3,7.11,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
838,Wout Faes,be BEL,DF,Reims,fr Ligue 1,23,1998,37.0,23,0.62,20,0,0,2,1,0,0,0.00,0,0,0,0,0,0,Partidos
839,Wahid Faghir,dk DEN,DL,Stuttgart,de Bundesliga,18,2003,1.4,4,2.90,1,0,3,0,0,0,1,0.73,0,0,1,0,0,0,Partidos
840,Romain Faivre,fr FRA,"DL,CC",Lyon,fr Ligue 1,23,1998,9.9,52,5.27,28,17,3,1,2,1,5,0.51,2,1,1,1,0,0,Partidos
841,Romain Faivre,fr FRA,CC,Brest,fr Ligue 1,23,1998,19.9,82,4.11,43,26,4,4,3,2,9,0.45,3,4,0,1,0,1,Partidos
842,Radamel Falcao,co COL,DL,Rayo Vallecano,es La Liga,35,1986,9.3,17,1.83,8,0,2,4,2,1,4,0.43,0,0,0,3,1,0,Partidos
843,Diego Falcinelli,it ITA,DL,Bologna,it Serie A,30,1991,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
844,Wladimiro Falcone,it ITA,PO,Sampdoria,it Serie A,26,1995,9.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
845,Fali,es ESP,"DF,CC",Cádiz,es La Liga,27,1993,20.0,13,0.65,10,1,0,2,0,0,1,0.05,0,1,0,0,0,0,Partidos
846,Paolo Faragò,it ITA,CC,Cagliari,it Serie A,28,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
847,Omar Faraj,se SWE,DL,Levante,es La Liga,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
848,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,29,1991,28.6,47,1.64,35,3,1,5,3,0,8,0.28,7,0,0,1,0,0,Partidos
849,Mohamed Fares,dz ALG,"DF,DL",Genoa,it Serie A,25,1996,6.5,21,3.23,13,3,0,4,1,0,3,0.46,3,0,0,0,0,0,Partidos
850,Diego Farias,br BRA,"CC,DL",Cagliari,it Serie A,31,1990,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
851,Wuilker Faríñez,ve VEN,PO,Lens,fr Ligue 1,23,1998,12.3,1,0.08,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
852,Ömer Faruk Beyaz,tr TUR,"DF,CC",Stuttgart,de Bundesliga,17,2003,0.8,1,1.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
853,Noah Fatar,fr FRA,"DF,CC",Angers,fr Ligue 1,19,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
854,Ansu Fati,es ESP,DL,Barcelona,es La Liga,18,2002,3.7,10,2.68,6,0,1,0,2,1,3,0.80,1,0,0,0,1,1,Partidos
855,Julien Faussurier,fr FRA,"CC,DF",Brest,fr Ligue 1,34,1987,5.4,20,3.67,16,3,1,0,0,0,1,0.18,0,1,0,0,0,0,Partidos
856,Andrea Favilli,it ITA,DL,Genoa,it Serie A,24,1997,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
857,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,34,1987,15.9,17,1.07,13,0,2,2,0,0,2,0.13,1,0,0,1,0,0,Partidos
858,Aleix Febas,es ESP,CC,Mallorca,es La Liga,25,1996,1.3,2,1.54,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
859,Adrian Fein,de GER,CC,Greuther Fürth,de Bundesliga,22,1999,0.4,2,5.63,1,0,0,1,0,0,1,2.81,0,0,0,1,0,0,Partidos
860,Nabil Fekir,fr FRA,CC,Betis,es La Liga,28,1993,31.0,170,5.47,84,48,20,4,11,3,19,0.61,12,5,2,0,0,0,Partidos
861,Felipe,br BRA,DF,Atlético Madrid,es La Liga,32,1989,16.7,11,0.66,10,0,0,1,0,0,2,0.12,2,0,0,0,0,0,Partidos
862,Luiz Felipe,it ITA,DF,Lazio,it Serie A,24,1997,27.7,14,0.51,12,0,0,0,1,1,1,0.04,0,0,0,0,1,0,Partidos
863,João Félix,pt POR,"DL,CC",Atlético Madrid,es La Liga,21,1999,14.0,49,3.49,32,1,7,2,7,0,9,0.64,8,0,1,0,0,0,Partidos
864,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,23,1997,8.7,5,0.57,5,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Partidos
865,Kiko Femenía,es ESP,DF,Watford,eng Premier League,30,1991,23.8,45,1.89,33,11,0,0,1,0,6,0.25,5,1,0,0,0,0,Partidos
866,Evan Ferguson,ie IRL,CC,Brighton,eng Premier League,16,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
867,Nathan Ferguson,eng ENG,DF,Crystal Palace,eng Premier League,20,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
868,Bruno Fernandes,pt POR,CC,Manchester Utd,eng Premier League,26,1994,34.6,155,4.48,115,19,5,10,5,1,11,0.32,8,0,1,2,0,0,Partidos
869,Edimilson Fernandes,ch SUI,"CC,DL",Arminia,de Bundesliga,25,1996,3.1,10,3.18,9,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
870,Aitor Fernández,es ESP,PO,Levante,es La Liga,30,1991,13.0,3,0.23,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
871,Álex Fernández,es ESP,CC,Cádiz,es La Liga,28,1992,22.8,45,1.97,29,11,0,4,0,1,3,0.13,3,0,0,0,0,0,Partidos
872,Álvaro Fernández,es ESP,PO,Brentford,eng Premier League,23,1998,12.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
873,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,32,1989,5.8,4,0.69,1,0,0,3,0,0,1,0.17,0,0,0,1,0,0,Partidos
874,Fernandinho,br BRA,"CC,DF",Manchester City,eng Premier League,36,1985,10.7,30,2.80,23,0,0,4,3,0,4,0.37,4,0,0,0,0,0,Partidos
875,Fernando,br BRA,"CC,DF",Sevilla,es La Liga,34,1987,20.6,26,1.26,23,1,0,1,0,1,4,0.19,2,1,0,1,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
876,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,27,1994,18.3,10,0.55,8,1,0,1,0,0,1,0.05,1,0,0,0,0,0,Partidos
877,Salvador Ferrer,es ESP,"DF,CC",Spezia,it Serie A,23,1998,16.6,31,1.87,25,4,1,0,0,1,4,0.24,3,0,0,0,0,1,Partidos
878,Jordan Ferri,fr FRA,CC,Montpellier,fr Ligue 1,29,1992,32.3,89,2.75,76,2,1,3,6,1,5,0.15,5,0,0,0,0,0,Partidos
879,Riccardo Fiamozzi,it ITA,DF,Empoli,it Serie A,28,1993,6.9,9,1.30,5,3,0,0,0,1,2,0.29,1,1,0,0,0,0,Partidos
880,Fidel,es ESP,CC,Elche,es La Liga,31,1989,25.1,92,3.66,66,15,6,2,2,1,11,0.44,10,1,0,0,0,0,Partidos
881,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,23,1998,6.2,8,1.29,8,0,0,0,0,0,1,0.16,1,0,0,0,0,0,Partidos
882,Alfreð Finnbogason,is ISL,DL,Augsburg,de Bundesliga,32,1989,3.2,6,1.85,4,0,0,2,0,0,2,0.62,1,0,0,1,0,0,Partidos
883,Luca Fiordilino,it ITA,CC,Venezia,it Serie A,25,1996,7.3,15,2.04,13,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Partidos
884,Vincenzo Fiorillo,it ITA,PO,Salernitana,it Serie A,31,1990,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
885,Roberto Firmino,br BRA,DL,Liverpool,eng Premier League,29,1991,11.0,40,3.64,35,0,1,3,1,0,5,0.46,4,0,0,1,0,0,Partidos
886,Junior Firpo,es ESP,"DF,CC",Leeds United,eng Premier League,24,1996,19.0,52,2.73,40,4,2,3,3,0,4,0.21,2,1,1,0,0,0,Partidos
887,Mark Flekken,nl NED,PO,Freiburg,de Bundesliga,28,1993,32.0,10,0.31,9,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Partidos
888,Ashley Fletcher,eng ENG,DL,Watford,eng Premier League,25,1995,0.3,2,6.00,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Partidos
889,Alexis Flips,fr FRA,"CC,DF",Reims,fr Ligue 1,21,2000,11.7,49,4.18,27,15,3,2,1,1,4,0.34,1,3,0,0,0,0,Partidos
890,Alessandro Florenzi,it ITA,"DF,DL",Milan,it Serie A,30,1991,12.8,34,2.65,25,6,0,1,1,1,2,0.16,2,0,0,0,0,0,Partidos
891,Phil Foden,eng ENG,DL,Manchester City,eng Premier League,21,2000,23.6,89,3.76,63,13,3,7,2,1,13,0.55,8,3,0,2,0,0,Partidos
892,Mamadou Fofana,ml MLI,DF,Metz,fr Ligue 1,23,1998,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
893,Seko Fofana,ci CIV,CC,Lens,fr Ligue 1,26,1995,37.3,118,3.16,89,0,13,8,7,1,9,0.24,7,0,0,0,1,1,Partidos
894,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,20,2000,7.0,4,0.57,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
895,Youssouf Fofana,fr FRA,CC,Monaco,fr Ligue 1,22,1999,24.3,53,2.18,43,0,4,1,2,3,8,0.33,7,0,1,0,0,0,Partidos
896,Thomas Foket,be BEL,"DF,DL",Reims,fr Ligue 1,26,1994,24.8,35,1.41,29,2,0,0,2,2,1,0.04,0,0,0,0,1,0,Partidos
897,Thomas Fontaine,mg MAD,DF,Lorient,fr Ligue 1,30,1991,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
898,José Fontán,es ESP,DF,Celta Vigo,es La Liga,21,2000,3.1,4,1.30,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
899,José Fonte,pt POR,DF,Lille,fr Ligue 1,37,1983,38.0,31,0.82,27,1,0,2,0,1,5,0.13,4,0,0,1,0,0,Partidos
900,Fernando Forestieri,it ITA,"DL,CC",Udinese,it Serie A,31,1990,0.6,4,6.32,1,1,0,0,2,0,1,1.58,0,1,0,0,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
901,Pablo Fornals,es ESP,"DL,CC",West Ham,eng Premier League,25,1996,31.1,109,3.51,86,9,5,5,3,1,11,0.35,9,1,0,1,0,0,Partidos
902,Emil Forsberg,se SWE,CC,RB Leipzig,de Bundesliga,29,1991,19.0,56,2.96,39,8,5,2,2,0,7,0.37,4,1,1,0,1,0,Partidos
903,Adam Forshaw,eng ENG,CC,Leeds United,eng Premier League,29,1991,17.0,35,2.06,31,0,1,3,0,0,2,0.12,2,0,0,0,0,0,Partidos
904,Marcus Forss,fi FIN,"DL,CC",Brentford,eng Premier League,22,1999,2.3,1,0.43,0,0,0,1,0,0,1,0.43,0,0,0,1,0,0,Partidos
905,Fraser Forster,eng ENG,PO,Southampton,eng Premier League,33,1988,19.0,3,0.16,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
906,Philipp Förster,de GER,"CC,DL",Stuttgart,de Bundesliga,26,1995,10.7,29,2.70,22,1,2,4,0,0,2,0.19,2,0,0,0,0,0,Partidos
907,Francesco Forte,it ITA,DL,Venezia,it Serie A,28,1993,4.7,8,1.79,5,0,0,2,0,1,1,0.22,1,0,0,0,0,0,Partidos
908,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,29,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
909,Ben Foster,eng ENG,PO,Watford,eng Premier League,38,1983,26.0,8,0.31,8,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Partidos
910,Tariqe Fosu,gh GHA,DF,Brentford,eng Premier League,25,1995,0.2,1,5.29,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Partidos
911,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,23,1998,1.6,2,1.24,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
912,Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,28,1993,2.0,3,1.50,1,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Partidos
913,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,28,1993,26.0,33,1.27,21,2,3,2,5,0,5,0.19,1,2,0,0,2,0,Partidos
914,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,23,1998,21.4,28,1.31,26,1,1,0,0,0,1,0.05,1,0,0,0,0,0,Partidos
915,Gianluca Frabotta,it ITA,"DF,CC",Hellas Verona,it Serie A,22,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
916,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,25,1995,9.4,21,2.23,17,3,0,0,0,1,0,0.00,0,0,0,0,0,0,Partidos
917,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,26,1995,27.2,68,2.50,58,2,4,2,2,0,8,0.29,7,0,0,0,1,0,Partidos
918,Enric Franquesa,es ESP,"DF,DL",Levante,es La Liga,24,1997,6.9,9,1.30,8,0,0,1,0,0,1,0.14,1,0,0,0,0,0,Partidos
919,Fransérgio,br BRA,CC,Bordeaux,fr Ligue 1,30,1990,14.0,15,1.07,12,0,0,2,0,1,2,0.14,2,0,0,0,0,0,Partidos
920,Ryan Fraser,sct SCO,"DL,CC",Newcastle Utd,eng Premier League,27,1994,16.3,56,3.44,34,10,0,6,6,0,7,0.43,4,1,0,1,1,0,Partidos
921,Davide Frattesi,it ITA,CC,Sassuolo,it Serie A,21,1999,31.7,88,2.77,67,1,8,7,5,0,8,0.25,4,0,1,1,2,0,Partidos
922,Fred,br BRA,CC,Manchester Utd,eng Premier League,28,1993,22.5,56,2.49,52,0,0,0,4,0,9,0.40,8,0,0,0,1,0,Partidos
923,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,28,1992,3.4,4,1.17,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
924,Morten Frendrup,dk DEN,"DF,CC",Genoa,it Serie A,20,2001,7.7,14,1.81,9,0,1,1,0,3,2,0.26,1,0,0,0,0,1,Partidos
925,Remo Freuler,ch SUI,CC,Atalanta,it Serie A,29,1992,26.3,71,2.70,61,5,1,2,1,1,6,0.23,5,1,0,0,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive,PassDead,HASTA,Dis,FR,Def,Partidos
926,Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,25,1995,6.7,1,0.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Partidos
927,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,25,1995,13.0,10,0.77,7,0,0,3,0,0,0,0.00,0,0,0,0,0,0,Partidos
