RL2020-2021,Jugador2020-2021,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,PJ2020-2021,Titular2020-2021,Mín2020-2021,90 s2020-2021,Gls.2020-2021,Ass2020-2021,G+A2020-2021,G-TP2020-2021,TP2020-2021,TPint2020-2021,TA2020-2021,TR2020-2021,xG2020-2021,npxG2020-2021,xAG2020-2021,npxG+xAG2020-2021,PrgC2020-2021,PrgP2020-2021,PrgR2020-2021,Gls..12020-2021,Ast2020-2021,G+A.12020-2021,G-TP.12020-2021,G+A-TP2020-2021,xG.12020-2021,xAG.12020-2021,xG+xAG2020-2021,npxG.12020-2021,npxG+xAG.12020-2021
408,Yannick Cahuzac,fr FRA,CC,Lens,fr Ligue 1,35,1985,30,26,2252,25.0,1,0,1,1,0,0,9,0,1.4,1.4,0.6,2.0,28.0,100.0,50.0,0.04,0.0,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08
409,Felipe Caicedo,ec ECU,DL,Lazio,it Serie A,31,1988,25,9,929,10.3,8,0,8,7,1,1,5,0,5.5,4.7,0.7,5.3,6.0,18.0,57.0,0.78,0.0,0.78,0.68,0.68,0.53,0.07,0.59,0.45,0.52
410,Marc-Aurèle Caillard,fr FRA,PO,Metz,fr Ligue 1,26,1994,5,4,361,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,Tom Cairney,sct SCO,CC,Fulham,eng Premier League,29,1991,10,9,759,8.4,1,1,2,1,0,0,2,0,0.5,0.5,1.1,1.6,22.0,72.0,25.0,0.12,0.12,0.24,0.12,0.24,0.06,0.13,0.19,0.06,0.19
412,Cala,es ESP,DF,Cádiz,es La Liga,30,1989,28,26,2272,25.2,3,0,3,3,0,0,8,0,1.9,1.9,0.2,2.1,3.0,47.0,2.0,0.12,0.0,0.12,0.12,0.12,0.08,0.01,0.08,0.08,0.08
827,Arturo Calabresi,it ITA,"DF,DL",Bologna,it Serie A,24,1996,3,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,Davide Calabria,it ITA,DF,Milan,it Serie A,23,1996,32,30,2647,29.4,2,1,3,2,0,0,7,0,1.3,1.3,1.6,2.9,60.0,169.0,110.0,0.07,0.03,0.1,0.07,0.1,0.04,0.06,0.1,0.04,0.1
416,Riccardo Calafiori,it ITA,DF,Roma,it Serie A,18,2002,3,1,66,0.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,Mattia Caldara,it ITA,DF,Atalanta,it Serie A,26,1994,6,1,111,1.2,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22
418,Luca Caldirola,it ITA,DF,Benevento,it Serie A,29,1991,25,17,1572,17.5,2,0,2,2,0,0,6,1,0.9,0.9,0.2,1.1,18.0,48.0,6.0,0.11,0.0,0.11,0.11,0.11,0.05,0.01,0.06,0.05,0.06
419,Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,23,1996,33,32,2813,31.3,2,1,3,2,0,0,8,1,1.2,1.2,1.0,2.2,13.0,82.0,3.0,0.06,0.03,0.1,0.06,0.1,0.04,0.03,0.07,0.04,0.07
420,Hakan Çalhanoğlu,tr TUR,"CC,DL",Milan,it Serie A,26,1994,33,30,2614,29.0,4,9,13,3,1,1,4,0,4.8,4.0,9.1,13.1,88.0,175.0,193.0,0.14,0.31,0.45,0.1,0.41,0.16,0.31,0.48,0.14,0.45
421,Kerim Calhanoglu,de GER,DF,Schalke 04,de Bundesliga,17,2002,4,4,296,3.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
422,Fabrizio Caligara,it ITA,"CC,DL",Cagliari,it Serie A,20,2000,10,2,183,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13
423,Daniel Caligiuri,it ITA,"CC,DL",Augsburg,de Bundesliga,32,1988,33,31,2665,29.6,6,4,10,4,2,3,5,0,4.8,2.4,4.6,7.0,64.0,114.0,136.0,0.2,0.14,0.34,0.14,0.27,0.16,0.16,0.32,0.08,0.24
424,José Callejón,es ESP,"DL,CC",Fiorentina,it Serie A,33,1987,20,6,664,7.4,0,1,1,0,0,0,0,0,0.4,0.4,1.1,1.5,13.0,25.0,41.0,0.0,0.14,0.14,0.0,0.14,0.06,0.15,0.2,0.06,0.2
425,Jonathan Calleri,ar ARG,DL,Osasuna,es La Liga,26,1993,25,20,1544,17.2,5,2,7,5,0,0,4,0,5.7,5.5,0.7,6.3,20.0,31.0,97.0,0.29,0.12,0.41,0.29,0.41,0.33,0.04,0.38,0.32,0.37
426,Dominic Calvert-Lewin,eng ENG,DL,Everton,eng Premier League,23,1997,33,32,2871,31.9,16,0,16,16,0,0,3,0,16.3,16.3,2.0,18.3,36.0,46.0,160.0,0.5,0.0,0.5,0.5,0.5,0.51,0.06,0.57,0.51,0.57
427,Dani Calvo,es ESP,DF,Elche,es La Liga,26,1994,23,19,1779,19.8,2,0,2,2,0,0,3,0,1.3,1.3,0.0,1.3,2.0,31.0,2.0,0.1,0.0,0.1,0.1,0.1,0.06,0.0,0.06,0.06,0.06
428,Drissa Camara,ci CIV,CC,Parma,it Serie A,18,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,Mahdi Camara,fr FRA,"CC,DF",Saint-Étienne,fr Ligue 1,22,1998,37,37,3290,36.6,3,2,5,3,0,0,4,0,3.2,3.2,1.3,4.5,55.0,141.0,57.0,0.08,0.05,0.14,0.08,0.14,0.09,0.04,0.12,0.09,0.12
430,Eduardo Camavinga,fr FRA,CC,Rennes,fr Ligue 1,17,2002,35,28,2402,26.7,1,2,3,1,0,0,6,0,1.8,1.8,1.8,3.6,85.0,185.0,73.0,0.04,0.07,0.11,0.04,0.11,0.07,0.07,0.14,0.07,0.14
431,José Campaña,es ESP,CC,Levante,es La Liga,27,1993,9,8,748,8.3,1,2,3,0,1,1,0,0,1.5,0.7,2.0,2.8,26.0,74.0,48.0,0.12,0.24,0.36,0.0,0.24,0.18,0.25,0.43,0.09,0.34
432,Emre Can,de GER,"DF,CC",Dortmund,de Bundesliga,26,1994,28,23,2133,23.7,1,4,5,1,0,0,5,0,1.0,1.0,2.9,3.9,53.0,133.0,32.0,0.04,0.17,0.21,0.04,0.21,0.04,0.12,0.17,0.04,0.17
433,Sergio Canales,es ESP,"CC,DL",Betis,es La Liga,29,1991,31,28,2498,27.8,8,6,14,6,2,3,4,0,5.3,2.9,6.7,9.6,102.0,200.0,127.0,0.29,0.22,0.5,0.22,0.43,0.19,0.24,0.43,0.1,0.35
434,João Cancelo,pt POR,"DF,CC",Manchester City,eng Premier League,26,1994,28,27,2299,25.5,2,3,5,2,0,0,5,1,1.6,1.6,4.6,6.2,80.0,200.0,150.0,0.08,0.12,0.2,0.08,0.2,0.06,0.18,0.24,0.06,0.24
435,Antonio Candreva,it ITA,CC,Sampdoria,it Serie A,33,1987,35,28,2505,27.8,5,8,13,3,2,2,1,0,4.9,3.4,5.9,9.2,122.0,196.0,180.0,0.18,0.29,0.47,0.11,0.4,0.18,0.21,0.39,0.12,0.33
436,Álex Cantero,es ESP,DL,Levante,es La Liga,20,2000,4,3,237,2.6,0,0,0,0,0,0,1,0,0.4,0.4,0.9,1.3,5.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.17,0.33,0.5,0.17,0.5
437,Ander Capa,es ESP,DF,Athletic Club,es La Liga,28,1992,28,25,2131,23.7,2,1,3,2,0,0,5,0,1.1,1.1,1.1,2.3,66.0,80.0,100.0,0.08,0.04,0.13,0.08,0.13,0.05,0.05,0.1,0.05,0.1
438,Pierrick Capelle,fr FRA,"CC,DF",Angers,fr Ligue 1,33,1987,35,24,2053,22.8,3,3,6,3,0,0,2,0,3.0,3.0,2.1,5.2,38.0,97.0,90.0,0.13,0.13,0.26,0.13,0.26,0.13,0.09,0.23,0.13,0.23
439,Étienne Capoue,fr FRA,CC,Villarreal,es La Liga,32,1988,16,15,1185,13.2,1,0,1,1,0,0,5,1,0.3,0.3,0.1,0.5,10.0,58.0,4.0,0.08,0.0,0.08,0.08,0.08,0.03,0.01,0.03,0.03,0.03
440,Elio Capradossi,it ITA,DF,Spezia,it Serie A,24,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29
441,Gianluca Caprari,it ITA,"CC,DL",Benevento,it Serie A,27,1993,30,23,1865,20.7,5,6,11,5,0,1,4,1,4.0,3.2,3.0,6.2,65.0,65.0,130.0,0.24,0.29,0.53,0.24,0.53,0.19,0.14,0.34,0.15,0.3
442,Francesco Caputo,it ITA,DL,Sassuolo,it Serie A,32,1987,25,19,1697,18.9,11,5,16,8,3,3,1,0,9.9,7.6,2.1,9.7,12.0,29.0,128.0,0.58,0.27,0.85,0.42,0.69,0.53,0.11,0.64,0.4,0.51
443,Maxence Caqueret,fr FRA,CC,Lyon,fr Ligue 1,20,2000,29,19,1761,19.6,0,1,1,0,0,0,4,1,0.7,0.7,1.6,2.3,24.0,174.0,44.0,0.0,0.05,0.05,0.0,0.05,0.04,0.08,0.12,0.04,0.12
444,Andrea Carboni,it ITA,DF,Cagliari,it Serie A,19,2001,15,12,1085,12.1,0,1,1,0,0,0,2,0,0.4,0.4,1.1,1.4,19.0,40.0,18.0,0.0,0.08,0.08,0.0,0.08,0.03,0.09,0.12,0.03,0.12
445,Isaac Carcelen,es ESP,DF,Cádiz,es La Liga,27,1993,32,31,2581,28.7,0,1,1,0,0,0,3,0,0.5,0.5,1.1,1.6,31.0,92.0,43.0,0.0,0.03,0.03,0.0,0.03,0.02,0.04,0.05,0.02,0.05
446,Cárdenas,es ESP,PO,Levante,es La Liga,23,1997,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,Irvin Cardona,fr FRA,DL,Brest,fr Ligue 1,22,1997,36,22,2029,22.5,8,1,9,8,0,0,2,0,7.7,7.7,1.1,8.8,46.0,34.0,164.0,0.35,0.04,0.4,0.35,0.4,0.34,0.05,0.39,0.34,0.39
448,Marc Cardona,es ESP,"DL,DF",Osasuna,es La Liga,25,1995,3,0,53,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4
449,Ian Carlo Poveda,eng ENG,CC,Leeds United,eng Premier League,20,2000,14,0,355,3.9,0,0,0,0,0,0,0,0,0.3,0.3,1.1,1.4,21.0,17.0,47.0,0.0,0.0,0.0,0.0,0.0,0.08,0.28,0.36,0.08,0.36
450,Diego Carlos,br BRA,DF,Sevilla,es La Liga,27,1993,33,32,2788,31.0,1,0,1,1,0,0,11,1,1.3,1.3,0.6,1.9,5.0,53.0,2.0,0.03,0.0,0.03,0.03,0.03,0.04,0.02,0.06,0.04,0.06
451,Juan Carlos,es ESP,"CC,DL",Huesca,es La Liga,29,1991,15,3,291,3.2,0,1,1,0,0,0,0,0,0.6,0.6,0.4,0.9,5.0,16.0,17.0,0.0,0.31,0.31,0.0,0.31,0.18,0.11,0.28,0.18,0.28
452,Lionel Carole,fr FRA,DF,Strasbourg,fr Ligue 1,29,1991,27,14,1342,14.9,0,1,1,0,0,0,2,0,0.1,0.1,1.1,1.2,29.0,69.0,38.0,0.0,0.07,0.07,0.0,0.07,0.01,0.07,0.08,0.01,0.08
453,Yannick Carrasco,be BEL,"DF,CC",Atlético Madrid,es La Liga,26,1993,30,25,2179,24.2,6,10,16,6,0,0,6,0,5.2,5.2,6.0,11.2,146.0,86.0,212.0,0.25,0.41,0.66,0.25,0.66,0.21,0.25,0.46,0.21,0.46
454,Sergio Carreira,es ESP,DF,Celta Vigo,es La Liga,19,2000,3,3,259,2.9,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,0.0,6.0,14.0,0.35,0.0,0.35,0.35,0.35,0.27,0.04,0.31,0.27,0.31
455,Guido Carrillo,ar ARG,DL,Elche,es La Liga,29,1991,21,11,1002,11.1,3,2,5,3,0,0,3,0,2.5,2.5,1.1,3.6,9.0,31.0,30.0,0.27,0.18,0.45,0.27,0.45,0.22,0.1,0.32,0.22,0.32
456,Andy Carroll,eng ENG,DL,Newcastle Utd,eng Premier League,31,1989,18,4,392,4.4,1,0,1,1,0,0,1,0,0.8,0.8,0.1,0.9,2.0,12.0,18.0,0.23,0.0,0.23,0.23,0.23,0.19,0.02,0.21,0.19,0.21
457,Scott Carson,eng ENG,PO,Manchester City,eng Premier League,34,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,28,1992,13,11,950,10.6,0,2,2,0,0,0,5,0,0.5,0.5,0.8,1.2,21.0,48.0,62.0,0.0,0.19,0.19,0.0,0.19,0.04,0.07,0.11,0.04,0.11
459,Fabio Carvalho,pt POR,"CC,DL",Fulham,eng Premier League,17,2002,4,3,255,2.8,1,0,1,1,0,0,0,0,1.2,1.2,0.4,1.6,10.0,6.0,14.0,0.35,0.0,0.35,0.35,0.35,0.41,0.15,0.56,0.41,0.56
460,William Carvalho,pt POR,CC,Betis,es La Liga,28,1992,27,12,1223,13.6,2,0,2,2,0,0,6,1,1.2,1.2,0.7,1.9,10.0,101.0,19.0,0.15,0.0,0.15,0.15,0.15,0.09,0.05,0.14,0.09,0.14
461,Casemiro,br BRA,CC,Real Madrid,es La Liga,28,1992,34,32,2901,32.2,6,4,10,6,0,0,11,1,6.2,6.2,2.7,8.8,20.0,135.0,45.0,0.19,0.12,0.31,0.19,0.31,0.19,0.08,0.27,0.19,0.27
462,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,22,1997,28,28,2372,26.4,0,2,2,0,0,0,8,1,0.3,0.3,1.7,2.0,43.0,76.0,62.0,0.0,0.08,0.08,0.0,0.08,0.01,0.07,0.08,0.01,0.08
463,Kiko Casilla,es ESP,PO,Leeds United,eng Premier League,33,1986,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,Giuseppe Caso,it ITA,"DF,DL",Genoa,it Serie A,21,1998,2,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Moreto Cassamã,gw GNB,CC,Reims,fr Ligue 1,22,1998,29,26,2031,22.6,1,1,2,1,0,0,8,3,0.3,0.3,0.7,1.1,17.0,112.0,12.0,0.04,0.04,0.09,0.04,0.09,0.02,0.03,0.05,0.02,0.05
466,Francesco Cassata,it ITA,"DF,DL",Genoa,it Serie A,23,1997,8,2,227,2.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,3.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
467,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,24,1995,27,27,2345,26.1,2,3,5,2,0,0,1,0,1.1,1.1,2.2,3.4,52.0,91.0,148.0,0.08,0.12,0.19,0.08,0.19,0.04,0.09,0.13,0.04,0.13
468,Koen Casteels,be BEL,PO,Wolfsburg,de Bundesliga,28,1992,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,25,1995,24,22,1947,21.6,1,0,1,1,0,0,4,0,2.0,2.0,0.3,2.2,8.0,50.0,3.0,0.05,0.0,0.05,0.05,0.05,0.09,0.01,0.1,0.09,0.1
470,Samu Castillejo,es ESP,DL,Milan,it Serie A,25,1995,28,12,1181,13.1,1,0,1,1,0,0,5,0,2.5,2.5,0.7,3.2,41.0,41.0,90.0,0.08,0.0,0.08,0.08,0.08,0.19,0.05,0.24,0.19,0.24
471,Gonzalo Castro,de GER,CC,Stuttgart,de Bundesliga,33,1987,26,23,1729,19.2,4,2,6,4,0,0,9,0,3.3,3.3,2.8,6.2,55.0,119.0,108.0,0.21,0.1,0.31,0.21,0.31,0.17,0.15,0.32,0.17,0.32
472,Jonny Castro,es ESP,"CC,DF",Wolves,eng Premier League,26,1994,7,7,495,5.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,13.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
473,Gaetano Castrovilli,it ITA,CC,Fiorentina,it Serie A,23,1997,34,29,2332,25.9,5,3,8,5,0,0,8,1,3.0,3.0,2.5,5.5,74.0,108.0,124.0,0.19,0.12,0.31,0.19,0.31,0.11,0.1,0.21,0.11,0.21
474,Danilo Cataldi,it ITA,CC,Lazio,it Serie A,25,1994,19,4,568,6.3,0,0,0,0,0,0,4,0,0.3,0.3,0.3,0.6,12.0,43.0,14.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.1,0.05,0.1
475,Ivan Cavaleiro,pt POR,DL,Fulham,eng Premier League,26,1993,36,27,2472,27.5,3,0,3,2,1,2,2,0,6.4,4.8,2.7,7.5,68.0,63.0,230.0,0.11,0.0,0.11,0.07,0.07,0.23,0.1,0.33,0.17,0.27
476,Edinson Cavani,uy URU,DL,Manchester Utd,eng Premier League,33,1987,26,13,1375,15.3,10,3,13,10,0,0,4,0,8.0,8.0,2.2,10.3,5.0,30.0,80.0,0.65,0.2,0.85,0.65,0.85,0.52,0.15,0.67,0.52,0.67
477,Dani Ceballos,es ESP,CC,Arsenal,eng Premier League,23,1996,25,17,1615,17.9,0,3,3,0,0,0,4,0,0.6,0.6,2.6,3.3,54.0,150.0,52.0,0.0,0.17,0.17,0.0,0.17,0.04,0.15,0.18,0.04,0.18
957,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,28,1992,28,26,2008,22.3,0,0,0,0,0,0,10,0,1.3,1.3,0.6,1.9,17.0,73.0,27.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1
480,Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,23,1997,29,28,2381,26.5,3,2,5,3,0,0,8,0,0.6,0.6,2.0,2.6,69.0,102.0,119.0,0.11,0.08,0.19,0.11,0.19,0.02,0.07,0.1,0.02,0.1
481,Bersant Celina,xk KVX,"CC,DL",Dijon,fr Ligue 1,23,1996,32,25,2298,25.5,0,5,5,0,0,0,5,1,1.7,1.7,4.6,6.3,68.0,113.0,120.0,0.0,0.2,0.2,0.0,0.2,0.06,0.18,0.25,0.06,0.25
482,Fabien Centonze,fr FRA,DF,Metz,fr Ligue 1,24,1996,36,36,3221,35.8,1,0,1,1,0,0,9,0,1.2,1.2,2.4,3.6,117.0,107.0,191.0,0.03,0.0,0.03,0.03,0.03,0.03,0.07,0.1,0.03,0.1
483,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,30,1989,19,16,1465,16.3,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.6,10.0,51.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
484,Alberto Cerri,it ITA,DL,Cagliari,it Serie A,24,1996,23,3,369,4.1,1,0,1,1,0,0,1,0,3.0,3.0,0.6,3.7,3.0,9.0,50.0,0.24,0.0,0.24,0.24,0.24,0.74,0.15,0.89,0.74,0.89
485,Sava Cestic,rs SRB,DF,Köln,de Bundesliga,19,2001,11,11,899,10.0,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
486,Julian Chabot,de GER,DF,Spezia,it Serie A,22,1998,25,19,1655,18.4,1,1,2,1,0,0,11,1,0.7,0.7,0.5,1.3,11.0,57.0,4.0,0.05,0.05,0.11,0.05,0.11,0.04,0.03,0.07,0.04,0.07
487,Nassim Chadli,fr FRA,"DL,CC",Nîmes,fr Ligue 1,19,2001,3,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,Fouad Chafik,ma MAR,DF,Dijon,fr Ligue 1,33,1986,23,18,1622,18.0,1,0,1,1,0,0,5,0,0.2,0.2,0.8,1.0,41.0,65.0,52.0,0.06,0.0,0.06,0.06,0.06,0.01,0.04,0.05,0.01,0.05
489,Mehdi Chahiri,ma MAR,"DL,CC",Strasbourg,fr Ligue 1,24,1996,23,8,801,8.9,2,0,2,2,0,0,0,0,1.6,1.6,1.0,2.6,24.0,37.0,77.0,0.22,0.0,0.22,0.22,0.22,0.18,0.11,0.29,0.18,0.29
981,Sofian Chakla,ma MAR,DF,Villarreal,es La Liga,26,1993,12,9,910,10.1,0,0,0,0,0,0,5,0,0.4,0.4,0.1,0.5,2.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.42000000000000004,0.01,0.43,0.42000000000000004,0.43
492,Aníbal Chalá,ec ECU,DF,Dijon,fr Ligue 1,24,1996,13,9,744,8.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,17.0,28.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
493,Trevoh Chalobah,eng ENG,"DF,CC",Lorient,fr Ligue 1,21,1999,29,24,2237,24.9,2,2,4,2,0,0,5,0,1.6,1.6,0.7,2.2,25.0,93.0,20.0,0.08,0.08,0.16,0.08,0.16,0.06,0.03,0.09,0.06,0.09
494,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,25,1995,10,8,753,8.4,0,2,2,0,0,0,0,0,0.4,0.4,1.1,1.5,16.0,40.0,49.0,0.0,0.24,0.24,0.0,0.24,0.05,0.13,0.18,0.05,0.18
495,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,30,1990,15,3,432,4.8,1,0,1,1,0,0,2,0,0.8,0.8,0.2,1.0,14.0,19.0,45.0,0.21,0.0,0.21,0.21,0.21,0.16,0.05,0.22,0.16,0.22
496,Kwon Chang-hoon,kr KOR,"CC,DL",Freiburg,de Bundesliga,26,1994,12,1,216,2.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,3.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12
497,Gaëtan Charbonnier,fr FRA,"CC,DL",Brest,fr Ligue 1,31,1988,36,17,1570,17.4,6,1,7,5,1,1,4,0,6.3,5.5,3.1,8.6,18.0,65.0,123.0,0.34,0.06,0.4,0.29,0.34,0.36,0.18,0.54,0.32,0.49
498,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,25,1994,33,30,2716,30.2,3,1,4,3,0,0,3,1,2.3,2.3,0.8,3.1,29.0,106.0,7.0,0.1,0.03,0.13,0.1,0.13,0.08,0.03,0.1,0.08,0.1
499,Xavier Chavalerin,fr FRA,CC,Reims,fr Ligue 1,29,1991,30,29,2547,28.3,0,3,3,0,0,0,8,0,1.2,1.2,2.6,3.8,11.0,101.0,44.0,0.0,0.11,0.11,0.0,0.11,0.04,0.09,0.14,0.04,0.14
500,Pape Cheikh Diop,sn SEN,CC,Dijon,fr Ligue 1,22,1997,21,13,1089,12.1,0,0,0,0,0,0,5,0,0.3,0.3,0.6,0.9,14.0,51.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07
501,Chema,es ESP,"DF,CC",Getafe,es La Liga,28,1992,10,7,557,6.2,0,0,0,0,0,0,3,1,0.1,0.1,0.2,0.3,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
502,Rayan Cherki,fr FRA,"DL,CC",Lyon,fr Ligue 1,16,2003,27,5,698,7.8,1,3,4,1,0,0,1,1,1.0,1.0,1.8,2.8,54.0,43.0,81.0,0.13,0.39,0.52,0.13,0.52,0.13,0.23,0.36,0.13,0.36
503,Denis Cheryshev,ru RUS,CC,Valencia,es La Liga,29,1990,21,13,1101,12.2,0,3,3,0,0,0,3,0,1.0,1.0,2.4,3.4,37.0,37.0,95.0,0.0,0.25,0.25,0.0,0.25,0.08,0.19,0.28,0.08,0.28
504,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,35,1984,17,16,1386,15.4,0,1,1,0,0,0,4,0,0.5,0.5,0.6,1.1,20.0,63.0,2.0,0.0,0.06,0.06,0.0,0.06,0.03,0.04,0.07,0.03,0.07
1011,Federico Chiesa,it ITA,DF,Fiorentina,it Serie A,22,1997,33,31,2450,27.3,9,9,18,9,0,0,3,1,6.8999999999999995,6.8999999999999995,8.5,15.4,105.0,87.0,195.0,0.7,0.7,1.4,0.7,1.4,0.56,0.5800000000000001,1.14,0.56,1.14
507,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,23,1996,27,27,2286,25.4,3,5,8,3,0,0,3,0,2.4,2.4,2.4,4.9,94.0,111.0,186.0,0.12,0.2,0.31,0.12,0.31,0.1,0.1,0.19,0.1,0.19
508,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,30,1989,24,22,1837,20.4,2,1,3,2,0,0,6,0,1.3,1.3,0.4,1.7,10.0,67.0,9.0,0.1,0.05,0.15,0.1,0.15,0.06,0.02,0.08,0.06,0.08
509,Pedro Chirivella,es ESP,CC,Nantes,fr Ligue 1,23,1997,32,26,2280,25.3,0,2,2,0,0,0,4,0,0.4,0.4,1.4,1.8,19.0,148.0,34.0,0.0,0.08,0.08,0.0,0.08,0.01,0.06,0.07,0.01,0.07
510,Tahith Chong,nl NED,"CC,DL",Werder Bremen,de Bundesliga,20,1999,13,4,386,4.3,0,1,1,0,0,0,1,0,0.3,0.3,0.6,1.0,12.0,12.0,26.0,0.0,0.23,0.23,0.0,0.23,0.08,0.15,0.23,0.08,0.23
511,Joris Chotard,fr FRA,CC,Montpellier,fr Ligue 1,18,2001,29,11,1165,12.9,0,0,0,0,0,0,3,0,0.5,0.5,0.7,1.2,5.0,31.0,21.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09
512,Hamza Choudhury,eng ENG,CC,Leicester City,eng Premier League,22,1997,10,4,316,3.5,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,3.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11
513,Mounir Chouiar,fr FRA,"DL,CC",Dijon,fr Ligue 1,21,1999,23,14,1288,14.3,0,2,2,0,0,1,5,0,2.0,1.2,2.4,3.6,49.0,42.0,83.0,0.0,0.14,0.14,0.0,0.14,0.14,0.17,0.31,0.09,0.25
