RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Tkl,TklG,3.º def.,3.º cent.,3.º ataq.,Tkl.1,Att,Tkl%,Pérdida,Bloqueos,Dis,Pases,Int,Tkl+Int,Desp.,Err
828,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,32,1988,27.5,25.0,12,22.0,2.0,1.0,14.0,20.0,70.0,6.0,8.0,3.0,5.0,46,71.0,98.0,1.0
829,Edu Expósito,es ESP,CC,Eibar,es La Liga,23,1996,27.3,51.0,30,16.0,31.0,4.0,20.0,66.0,30.3,46.0,25.0,4.0,21.0,22,73.0,17.0,0.0
830,Valentin Eysseric,fr FRA,"CC,DL",Fiorentina,it Serie A,28,1992,8.1,14.0,8,6.0,7.0,1.0,5.0,11.0,45.5,6.0,11.0,0.0,11.0,7,21.0,8.0,0.0
831,Eberechi Eze,eng ENG,CC,Crystal Palace,eng Premier League,22,1998,28.4,27.0,14,11.0,13.0,3.0,16.0,35.0,45.7,19.0,19.0,3.0,16.0,24,51.0,9.0,1.0
832,Jokin Ezkieta,es ESP,PO,Athletic Club,es La Liga,23,1996,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
833,Łukasz Fabiański,pl POL,PO,West Ham,eng Premier League,35,1985,35.0,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1,2.0,12.0,3.0
834,Fabinho,br BRA,"DF,CC",Liverpool,eng Premier League,26,1993,28.5,58.0,31,21.0,29.0,8.0,27.0,54.0,50.0,27.0,28.0,10.0,18.0,44,102.0,66.0,1.0
835,Fábio,br BRA,DF,Nantes,fr Ligue 1,30,1990,16.7,62.0,37,37.0,23.0,2.0,35.0,61.0,57.4,26.0,29.0,8.0,21.0,37,99.0,49.0,0.0
836,Cesc Fàbregas,es ESP,"CC,DL",Monaco,fr Ligue 1,33,1987,9.7,20.0,12,6.0,9.0,5.0,9.0,22.0,40.9,13.0,11.0,1.0,10.0,13,33.0,3.0,0.0
837,Bandiougou Fadiga,fr FRA,"DL,CC",Paris S-G,fr Ligue 1,19,2001,0.7,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
838,Bandiougou Fadiga,fr FRA,"CC,DL",Brest,fr Ligue 1,19,2001,0.5,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0
839,Wout Faes,be BEL,DF,Reims,fr Ligue 1,22,1998,32.2,35.0,22,26.0,9.0,0.0,20.0,39.0,51.3,19.0,40.0,31.0,9.0,68,103.0,144.0,1.0
840,Nicolò Fagioli,it ITA,CC,Juventus,it Serie A,19,2001,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
841,Ralf Fährmann,de GER,PO,Schalke 04,de Bundesliga,31,1988,20.8,2.0,1,2.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,3.0,9.0,3.0
842,Romain Faivre,fr FRA,"CC,DL",Brest,fr Ligue 1,22,1998,32.1,54.0,27,26.0,23.0,5.0,21.0,54.0,38.9,33.0,30.0,0.0,30.0,30,84.0,18.0,0.0
843,Fali,es ESP,"DF,CC",Cádiz,es La Liga,26,1993,29.3,42.0,25,24.0,15.0,3.0,16.0,37.0,43.2,21.0,28.0,15.0,13.0,32,74.0,119.0,0.0
844,Iago Falque,es ESP,"CC,DL",Benevento,it Serie A,30,1990,4.0,4.0,2,2.0,2.0,0.0,1.0,6.0,16.7,5.0,4.0,1.0,3.0,0,4.0,1.0,0.0
845,Andri Fannar Baldursson,is ISL,CC,Bologna,it Serie A,18,2002,2.4,6.0,6,1.0,2.0,3.0,1.0,3.0,33.3,2.0,3.0,1.0,2.0,3,9.0,7.0,0.0
846,Paolo Faragò,it ITA,DF,Bologna,it Serie A,27,1993,0.3,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.0
847,Paolo Faragò,it ITA,DF,Cagliari,it Serie A,27,1993,4.1,13.0,9,10.0,3.0,0.0,9.0,20.0,45.0,11.0,3.0,2.0,1.0,6,19.0,15.0,0.0
848,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,28,1991,32.1,62.0,33,36.0,19.0,7.0,28.0,51.0,54.9,23.0,48.0,17.0,31.0,49,111.0,83.0,1.0
849,Mohamed Fares,dz ALG,DF,Lazio,it Serie A,24,1996,12.7,20.0,15,9.0,7.0,4.0,11.0,19.0,57.9,8.0,14.0,1.0,13.0,16,36.0,21.0,0.0
850,Diego Farias,br BRA,DL,Spezia,it Serie A,30,1990,16.8,9.0,5,4.0,1.0,4.0,4.0,21.0,19.0,17.0,12.0,0.0,12.0,13,22.0,3.0,0.0
851,Wuilker Faríñez,ve VEN,PO,Lens,fr Ligue 1,22,1998,1.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
852,Noah Fatar,fr FRA,"DL,CC",Angers,fr Ligue 1,18,2002,0.2,1.0,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
853,Ansu Fati,es ESP,DL,Barcelona,es La Liga,17,2002,4.8,9.0,4,2.0,4.0,3.0,2.0,10.0,20.0,8.0,4.0,0.0,4.0,3,12.0,1.0,0.0
854,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,33,1987,10.6,16.0,11,6.0,8.0,2.0,11.0,25.0,44.0,14.0,12.0,4.0,8.0,9,25.0,10.0,0.0
855,Andrea Favilli,it ITA,DL,Hellas Verona,it Serie A,23,1997,3.8,3.0,1,0.0,1.0,2.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,0,3.0,2.0,0.0
856,Federico Fazio,ar ARG,DF,Roma,it Serie A,33,1987,4.5,3.0,2,3.0,0.0,0.0,3.0,4.0,75.0,1.0,3.0,3.0,0.0,7,10.0,18.0,1.0
857,Nabil Fekir,fr FRA,"CC,DL",Betis,es La Liga,27,1993,29.1,45.0,23,9.0,22.0,14.0,7.0,43.0,16.3,36.0,31.0,2.0,29.0,8,53.0,2.0,0.0
858,Felipe,br BRA,DF,Atlético Madrid,es La Liga,31,1989,22.9,29.0,17,19.0,10.0,0.0,18.0,23.0,78.3,5.0,30.0,15.0,15.0,36,65.0,128.0,2.0
859,Luiz Felipe,it ITA,DF,Lazio,it Serie A,23,1997,10.1,32.0,20,19.0,11.0,2.0,16.0,24.0,66.7,8.0,20.0,9.0,11.0,21,53.0,29.0,1.0
860,João Félix,pt POR,"DL,CC",Atlético Madrid,es La Liga,20,1999,17.5,8.0,4,1.0,6.0,1.0,4.0,17.0,23.5,13.0,3.0,0.0,3.0,5,13.0,2.0,0.0
861,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,22,1997,29.0,33.0,24,19.0,10.0,4.0,18.0,27.0,66.7,9.0,48.0,25.0,23.0,54,87.0,164.0,2.0
862,Zinedine Ferhat,dz ALG,"DL,CC",Nîmes,fr Ligue 1,27,1993,32.9,36.0,21,18.0,9.0,9.0,18.0,39.0,46.2,21.0,22.0,0.0,22.0,32,68.0,38.0,0.0
863,Bruno Fernandes,pt POR,CC,Manchester Utd,eng Premier League,25,1994,34.4,57.0,30,16.0,29.0,12.0,26.0,100.0,26.0,74.0,38.0,0.0,38.0,26,83.0,29.0,0.0
864,Edimilson Fernandes,ch SUI,"CC,DL",Mainz 05,de Bundesliga,24,1996,9.3,8.0,4,4.0,4.0,0.0,4.0,7.0,57.1,3.0,12.0,4.0,8.0,29,37.0,25.0,0.0
865,Aitor Fernández,es ESP,PO,Levante,es La Liga,29,1991,29.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2,2.0,17.0,1.0
866,Álex Fernández,es ESP,CC,Cádiz,es La Liga,27,1992,21.6,19.0,9,8.0,8.0,3.0,8.0,30.0,26.7,22.0,14.0,1.0,13.0,22,41.0,15.0,0.0
867,Álvaro Fernández,es ESP,PO,Huesca,es La Liga,22,1998,22.0,1.0,1,0.0,1.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,2,3.0,7.0,0.0
868,Andrés Fernández,es ESP,PO,Huesca,es La Liga,33,1986,16.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,2.0
869,Augusto Fernández,ar ARG,CC,Cádiz,es La Liga,34,1986,4.1,11.0,3,5.0,6.0,0.0,2.0,13.0,15.4,11.0,5.0,1.0,4.0,9,20.0,5.0,0.0
870,Carlos Fernández,es ESP,DL,Sevilla,es La Liga,24,1996,1.6,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,2.0,1,2.0,0.0,0.0
871,Carlos Fernández,es ESP,"DL,CC",Real Sociedad,es La Liga,24,1996,4.3,3.0,2,0.0,2.0,1.0,1.0,8.0,12.5,7.0,6.0,1.0,5.0,0,3.0,6.0,0.0
872,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,31,1989,23.1,29.0,22,23.0,5.0,1.0,17.0,21.0,81.0,4.0,41.0,31.0,10.0,17,46.0,147.0,0.0
873,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,24,1996,23.0,30.0,16,21.0,8.0,1.0,12.0,21.0,57.1,9.0,24.0,15.0,9.0,43,73.0,113.0,0.0
874,Fernandinho,br BRA,CC,Manchester City,eng Premier League,35,1985,13.2,31.0,17,8.0,14.0,9.0,20.0,43.0,46.5,23.0,11.0,2.0,9.0,23,54.0,17.0,0.0
875,Fernando,br BRA,CC,Sevilla,es La Liga,33,1987,28.3,54.0,28,24.0,25.0,5.0,23.0,43.0,53.5,20.0,25.0,11.0,14.0,41,95.0,70.0,0.0
876,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,26,1994,9.8,27.0,15,16.0,9.0,2.0,15.0,24.0,62.5,9.0,18.0,6.0,12.0,23,50.0,26.0,0.0
877,David Ferreiro,es ESP,"CC,DL",Huesca,es La Liga,32,1988,28.1,25.0,12,12.0,8.0,5.0,8.0,49.0,16.3,41.0,21.0,1.0,20.0,25,50.0,15.0,0.0
878,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,22,1998,13.2,20.0,10,10.0,8.0,2.0,8.0,22.0,36.4,14.0,13.0,4.0,9.0,24,44.0,37.0,1.0
879,Facundo Ferreyra,ar ARG,DL,Celta Vigo,es La Liga,29,1991,3.3,4.0,3,1.0,2.0,1.0,0.0,2.0,0.0,2.0,5.0,0.0,5.0,2,6.0,2.0,0.0
880,Jordan Ferri,fr FRA,CC,Montpellier,fr Ligue 1,28,1992,28.6,58.0,40,34.0,22.0,2.0,31.0,103.0,30.1,72.0,30.0,5.0,25.0,8,66.0,18.0,1.0
881,Marco Festa,it ITA,PO,Crotone,it Serie A,28,1992,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
882,Fidel,es ESP,"CC,DF",Elche,es La Liga,30,1989,26.6,46.0,30,28.0,15.0,3.0,25.0,64.0,39.1,39.0,22.0,2.0,20.0,16,62.0,14.0,0.0
883,Sam Field,eng ENG,CC,West Brom,eng Premier League,22,1998,0.7,5.0,5,3.0,2.0,0.0,0.0,0.0,,0.0,4.0,1.0,3.0,2,7.0,4.0,0.0
884,Alfreð Finnbogason,is ISL,DL,Augsburg,de Bundesliga,31,1989,6.0,2.0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,1.0,6.0,1,3.0,4.0,0.0
885,Roberto Firmino,br BRA,DL,Liverpool,eng Premier League,28,1991,31.5,33.0,15,3.0,17.0,13.0,6.0,32.0,18.8,26.0,42.0,5.0,37.0,11,44.0,12.0,0.0
886,Junior Firpo,es ESP,"DF,CC",Barcelona,es La Liga,23,1996,3.2,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,2.0,4,5.0,7.0,0.0
887,John Fleck,sct SCO,CC,Sheffield Utd,eng Premier League,28,1991,28.6,51.0,33,28.0,18.0,5.0,26.0,83.0,31.3,57.0,26.0,4.0,22.0,28,79.0,12.0,1.0
888,Mark Flekken,nl NED,PO,Freiburg,de Bundesliga,27,1993,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
889,Florian Flick,de GER,CC,Schalke 04,de Bundesliga,20,2000,4.0,10.0,7,4.0,6.0,0.0,7.0,16.0,43.8,9.0,4.0,3.0,1.0,7,17.0,5.0,1.0
890,Alexis Flips,fr FRA,"CC,DL",Reims,fr Ligue 1,20,2000,0.5,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0
891,Alessandro Florenzi,it ITA,DF,Paris S-G,fr Ligue 1,29,1991,17.1,24.0,16,9.0,9.0,6.0,12.0,29.0,41.4,17.0,7.0,1.0,6.0,17,41.0,25.0,0.0
892,Kingsley Fobi,gh GHA,DF,Granada,es La Liga,21,1998,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0
893,Phil Foden,eng ENG,"DL,CC",Manchester City,eng Premier League,20,2000,18.0,22.0,11,12.0,8.0,2.0,9.0,23.0,39.1,14.0,9.0,0.0,9.0,11,33.0,11.0,0.0
894,Mamadou Fofana,ml MLI,"CC,DF",Metz,fr Ligue 1,22,1998,11.9,25.0,11,17.0,8.0,0.0,7.0,31.0,22.6,24.0,14.0,2.0,12.0,18,43.0,36.0,0.0
895,Seko Fofana,ci CIV,CC,Lens,fr Ligue 1,25,1995,25.7,16.0,8,3.0,10.0,3.0,4.0,26.0,15.4,22.0,16.0,5.0,11.0,34,50.0,23.0,1.0
896,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,19,2000,25.1,51.0,37,27.0,22.0,2.0,31.0,46.0,67.4,15.0,28.0,16.0,12.0,61,112.0,94.0,0.0
897,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,19,2000,3.5,6.0,4,6.0,0.0,0.0,3.0,4.0,75.0,1.0,3.0,3.0,0.0,8,14.0,14.0,1.0
898,Youssouf Fofana,fr FRA,CC,Monaco,fr Ligue 1,21,1999,31.9,90.0,51,31.0,51.0,8.0,42.0,82.0,51.2,40.0,43.0,7.0,36.0,34,124.0,14.0,2.0
899,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,25,1994,36.9,77.0,43,50.0,20.0,7.0,40.0,69.0,58.0,29.0,28.0,7.0,21.0,69,146.0,92.0,2.0
900,Ramón Folch,es ESP,CC,Elche,es La Liga,30,1989,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
901,Lamine Fomba,fr FRA,CC,Nîmes,fr Ligue 1,22,1998,24.2,66.0,36,30.0,25.0,11.0,30.0,65.0,46.2,35.0,48.0,19.0,29.0,59,125.0,39.0,2.0
902,Thomas Fontaine,mg MAD,DF,Lorient,fr Ligue 1,29,1991,3.6,5.0,2,5.0,0.0,0.0,2.0,2.0,100.0,0.0,3.0,2.0,1.0,5,10.0,14.0,0.0
903,José Fontán,es ESP,DF,Celta Vigo,es La Liga,20,2000,7.2,12.0,9,8.0,4.0,0.0,5.0,11.0,45.5,6.0,4.0,3.0,1.0,13,25.0,27.0,0.0
904,José Fonte,pt POR,DF,Lille,fr Ligue 1,36,1983,35.4,40.0,29,28.0,10.0,2.0,27.0,33.0,81.8,6.0,36.0,23.0,13.0,36,76.0,137.0,1.0
905,Fernando Forestieri,it ITA,"DL,CC",Udinese,it Serie A,30,1990,6.1,9.0,7,4.0,4.0,1.0,3.0,7.0,42.9,4.0,7.0,0.0,7.0,2,11.0,0.0,0.0
906,Pablo Fornals,es ESP,"DL,CC",West Ham,eng Premier League,24,1996,28.6,44.0,26,14.0,24.0,6.0,11.0,73.0,15.1,62.0,43.0,1.0,42.0,36,80.0,9.0,0.0
907,Emil Forsberg,se SWE,"DL,CC",RB Leipzig,de Bundesliga,28,1991,17.1,11.0,6,1.0,6.0,4.0,5.0,27.0,18.5,22.0,10.0,1.0,9.0,11,22.0,4.0,0.0
908,Fraser Forster,eng ENG,PO,Southampton,eng Premier League,32,1988,8.0,1.0,0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,9.0,0.0
909,Philipp Förster,de GER,CC,Stuttgart,de Bundesliga,25,1995,16.8,22.0,13,7.0,12.0,3.0,6.0,25.0,24.0,19.0,18.0,1.0,17.0,15,37.0,2.0,0.0
910,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,28,1992,15.9,33.0,20,20.0,10.0,3.0,16.0,22.0,72.7,6.0,25.0,10.0,15.0,27,60.0,52.0,0.0
911,Yassin Fortune,fr FRA,DL,Angers,fr Ligue 1,21,1999,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
912,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,22,1998,0.9,2.0,0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,3,5.0,1.0,0.0
913,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,22,1998,4.5,4.0,2,1.0,2.0,1.0,2.0,4.0,50.0,2.0,7.0,3.0,4.0,7,11.0,4.0,0.0
914,Daam Foulon,be BEL,DF,Benevento,it Serie A,21,1999,11.3,26.0,15,21.0,5.0,0.0,16.0,28.0,57.1,12.0,12.0,3.0,9.0,14,40.0,34.0,0.0
915,Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,27,1993,29.6,35.0,21,20.0,12.0,3.0,15.0,26.0,57.7,11.0,24.0,7.0,17.0,26,61.0,60.0,0.0
916,Juan Foyth,ar ARG,"DF,CC",Villarreal,es La Liga,22,1998,13.0,40.0,22,22.0,14.0,4.0,12.0,29.0,41.4,17.0,21.0,6.0,15.0,19,59.0,24.0,1.0
917,Gianluca Frabotta,it ITA,"DF,CC",Juventus,it Serie A,21,1999,7.7,7.0,4,5.0,0.0,2.0,5.0,12.0,41.7,7.0,9.0,1.0,8.0,14,21.0,15.0,0.0
918,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,24,1995,17.1,42.0,23,26.0,11.0,5.0,19.0,25.0,76.0,6.0,24.0,2.0,22.0,36,78.0,62.0,1.0
919,Tyrese Francois,au AUS,DF,Fulham,eng Premier League,20,2000,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
920,Ryan Fraser,sct SCO,"DL,CC",Newcastle Utd,eng Premier League,26,1994,10.3,4.0,1,3.0,1.0,0.0,2.0,5.0,40.0,3.0,1.0,0.0,1.0,6,10.0,7.0,0.0
921,Fred,br BRA,CC,Manchester Utd,eng Premier League,27,1993,26.6,81.0,39,39.0,38.0,4.0,29.0,89.0,32.6,60.0,49.0,9.0,40.0,45,126.0,26.0,1.0
922,Ryan Fredericks,eng ENG,"DF,DL",West Ham,eng Premier League,27,1992,6.3,9.0,5,5.0,4.0,0.0,3.0,7.0,42.9,4.0,6.0,2.0,4.0,11,20.0,20.0,0.0
923,Remo Freuler,ch SUI,CC,Atalanta,it Serie A,28,1992,30.1,63.0,39,17.0,38.0,8.0,32.0,76.0,42.1,44.0,52.0,4.0,48.0,39,102.0,27.0,2.0
924,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,22,1998,30.9,50.0,34,31.0,17.0,2.0,30.0,62.0,48.4,32.0,38.0,17.0,21.0,55,105.0,118.0,1.0
925,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,24,1995,34.0,47.0,29,35.0,11.0,1.0,18.0,32.0,56.3,14.0,38.0,18.0,20.0,52,99.0,109.0,0.0
926,Jeremie Frimpong,nl NED,"DF,DL",Leverkusen,de Bundesliga,19,2000,4.8,7.0,4,4.0,3.0,0.0,4.0,8.0,50.0,4.0,4.0,0.0,4.0,1,8.0,7.0,0.0
927,Jorge de Frutos,es ESP,CC,Levante,es La Liga,23,1997,24.3,48.0,24,21.0,21.0,6.0,11.0,41.0,26.8,30.0,25.0,2.0,23.0,16,64.0,18.0,0.0
928,Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,34,1986,7.8,18.0,7,15.0,2.0,1.0,8.0,15.0,53.3,7.0,6.0,4.0,2.0,16,34.0,34.0,1.0
929,Angelo Fulgini,fr FRA,CC,Angers,fr Ligue 1,23,1996,30.3,22.0,13,4.0,12.0,6.0,12.0,34.0,35.3,22.0,17.0,0.0,17.0,15,37.0,9.0,0.0
930,Niclas Füllkrug,de GER,DL,Werder Bremen,de Bundesliga,27,1993,9.7,7.0,3,2.0,4.0,1.0,1.0,13.0,7.7,12.0,10.0,4.0,6.0,3,10.0,13.0,0.0
931,Ramiro Funes Mori,ar ARG,DF,Villarreal,es La Liga,29,1991,8.1,12.0,8,7.0,5.0,0.0,7.0,11.0,63.6,4.0,7.0,5.0,2.0,8,20.0,42.0,1.0
932,Darnell Furlong,eng ENG,DF,West Brom,eng Premier League,24,1995,32.6,45.0,27,27.0,12.0,6.0,21.0,44.0,47.7,23.0,39.0,16.0,23.0,49,94.0,90.0,0.0
933,Daniel Fuzato,br BRA,PO,Roma,it Serie A,23,1997,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,1.0,1.0
934,Baptiste Gabard,fr FRA,CC,Saint-Étienne,fr Ligue 1,20,2000,1.5,4.0,3,1.0,3.0,0.0,1.0,5.0,20.0,4.0,4.0,0.0,4.0,1,5.0,0.0,0.0
935,Matteo Gabbia,it ITA,DF,Milan,it Serie A,20,1999,6.2,9.0,5,3.0,6.0,0.0,2.0,2.0,100.0,0.0,8.0,6.0,2.0,3,12.0,21.0,0.0
936,Manolo Gabbiadini,it ITA,DL,Sampdoria,it Serie A,28,1991,9.7,2.0,2,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,3,5.0,5.0,0.0
937,Mijat Gaćinović,rs SRB,"DF,CC",Hoffenheim,de Bundesliga,25,1995,9.1,18.0,10,6.0,11.0,1.0,9.0,24.0,37.5,15.0,13.0,0.0,13.0,18,36.0,15.0,0.0
938,Roberto Gagliardini,it ITA,CC,Inter,it Serie A,26,1994,13.7,30.0,17,17.0,8.0,5.0,5.0,28.0,17.9,23.0,15.0,3.0,12.0,19,49.0,16.0,0.0
939,Riccardo Gagliolo,se SWE,DF,Parma,it Serie A,30,1990,21.7,45.0,18,35.0,8.0,2.0,28.0,45.0,62.2,17.0,34.0,7.0,27.0,36,81.0,64.0,1.0
940,Adolfo Gaich,ar ARG,DL,Benevento,it Serie A,21,1999,8.5,9.0,4,1.0,7.0,1.0,1.0,13.0,7.7,12.0,4.0,0.0,4.0,2,11.0,4.0,0.0
941,Andrey Galabinov,bg BUL,DL,Spezia,it Serie A,31,1988,4.8,2.0,1,1.0,1.0,0.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,0,2.0,5.0,0.0
942,Javi Galán,es ESP,DF,Huesca,es La Liga,25,1994,34.1,88.0,54,47.0,35.0,6.0,46.0,72.0,63.9,26.0,30.0,4.0,26.0,39,127.0,61.0,0.0
943,Conor Gallagher,eng ENG,CC,West Brom,eng Premier League,20,2000,28.1,81.0,41,30.0,39.0,12.0,29.0,97.0,29.9,68.0,47.0,8.0,39.0,27,108.0,31.0,0.0
944,Enric Gallego,es ESP,DL,Osasuna,es La Liga,33,1986,9.0,6.0,3,2.0,2.0,2.0,2.0,14.0,14.3,12.0,5.0,1.0,4.0,1,7.0,9.0,0.0
945,Kévin Gameiro,fr FRA,DL,Valencia,es La Liga,33,1987,12.0,7.0,4,3.0,2.0,2.0,3.0,11.0,27.3,8.0,10.0,0.0,10.0,0,7.0,3.0,0.0
946,Idrissa Gana Gueye,sn SEN,CC,Paris S-G,fr Ligue 1,30,1989,17.6,63.0,35,20.0,34.0,9.0,26.0,50.0,52.0,24.0,26.0,7.0,19.0,20,83.0,9.0,3.0
947,Ignatius Ganago,cm CMR,DL,Lens,fr Ligue 1,21,1999,14.5,4.0,3,0.0,2.0,2.0,3.0,12.0,25.0,9.0,7.0,1.0,6.0,6,10.0,3.0,0.0
948,Aleix García,es ESP,CC,Eibar,es La Liga,23,1997,4.9,5.0,4,2.0,2.0,1.0,1.0,10.0,10.0,9.0,5.0,0.0,5.0,8,13.0,2.0,0.0
949,Borja García,es ESP,"CC,DL",Huesca,es La Liga,29,1990,12.4,13.0,7,4.0,6.0,3.0,6.0,12.0,50.0,6.0,12.0,0.0,12.0,10,23.0,4.0,1.0
950,Dani García,es ESP,CC,Athletic Club,es La Liga,30,1990,21.3,39.0,19,10.0,23.0,6.0,15.0,46.0,32.6,31.0,20.0,7.0,13.0,33,72.0,34.0,0.0
951,David García,es ESP,DF,Osasuna,es La Liga,26,1994,35.0,26.0,17,13.0,13.0,0.0,13.0,24.0,54.2,11.0,36.0,19.0,17.0,59,85.0,171.0,0.0
952,Eric García,es ESP,DF,Manchester City,eng Premier League,19,2001,4.3,8.0,7,5.0,3.0,0.0,5.0,7.0,71.4,2.0,4.0,1.0,3.0,4,12.0,10.0,0.0
953,Manu García,es ESP,CC,Alavés,es La Liga,34,1986,12.5,24.0,13,10.0,13.0,1.0,8.0,35.0,22.9,27.0,16.0,1.0,15.0,12,36.0,21.0,0.0
954,Raúl García,es ESP,"DF,CC",Valladolid,es La Liga,31,1989,5.6,10.0,8,5.0,5.0,0.0,6.0,20.0,30.0,14.0,5.0,1.0,4.0,9,19.0,10.0,0.0
955,Raúl García,es ESP,"DL,CC",Athletic Club,es La Liga,34,1986,19.4,34.0,19,9.0,19.0,6.0,7.0,22.0,31.8,15.0,30.0,1.0,29.0,15,49.0,20.0,0.0
956,Rubén García,es ESP,"CC,DL",Osasuna,es La Liga,27,1993,30.2,50.0,29,21.0,22.0,7.0,14.0,45.0,31.1,31.0,28.0,2.0,26.0,29,79.0,20.0,0.0
957,Sergi García,es ESP,CC,Alavés,es La Liga,21,1999,0.2,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0
958,Unai García,es ESP,DF,Osasuna,es La Liga,28,1992,13.8,19.0,9,14.0,4.0,1.0,9.0,15.0,60.0,6.0,16.0,8.0,8.0,14,33.0,40.0,0.0
959,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,29,1990,20.6,55.0,34,22.0,24.0,9.0,21.0,40.0,52.5,19.0,26.0,4.0,22.0,30,85.0,47.0,1.0
960,Manuel Gasparini,it ITA,PO,Udinese,it Serie A,18,2002,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
961,Dwight Gayle,eng ENG,"DL,CC",Newcastle Utd,eng Premier League,29,1990,5.7,2.0,0,1.0,1.0,0.0,0.0,7.0,0.0,7.0,3.0,1.0,2.0,1,3.0,2.0,0.0
962,Paulo Gazzaniga,ar ARG,PO,Elche,es La Liga,28,1992,8.0,1.0,1,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,2.0,4.0,0.0
963,Jean-Philippe Gbamin,ci CIV,CC,Everton,eng Premier League,24,1995,0.1,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,1.0,1.0,0.0
