RL2020-2021,Jugador2020-2021,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,Toques2020-2021,Def. pen.2020-2021,3.º def.2020-2021,3.º cent.2020-2021,3.º ataq.2020-2021,Ataq. pen.2020-2021,Balón vivo2020-2021,Att2020-2021,Succ2020-2021,Exitosa%2020-2021,Tkld2020-2021,Tkld%2020-2021,Transportes2020-2021,Dist. tot.2020-2021,Dist. prg.2020-2021,PrgC2020-2021,1/32020-2021,TAP2020-2021,Errores de control2020-2021,Des2020-2021,Rec2020-2021,PrgR2020-2021
1446,Mario Lemina,ga GAB,CC,Fulham,eng Premier League,26,1993,18.9,1133.0,46.0,324.0,647.0,178.0,11.0,1133.0,37.0,26.0,70.3,11.0,29.7,649.0,3733.0,1746.0,19.0,24.0,1.0,26.0,22.0,722.0,15.0
1447,Fabien Lemoine,fr FRA,CC,Lorient,fr Ligue 1,33,1987,21.5,1684.0,59.0,444.0,1067.0,191.0,19.0,1684.0,16.0,10.0,62.5,6.0,37.5,958.0,3950.0,1829.0,21.0,20.0,3.0,19.0,12.0,1162.0,26.0
1448,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,25,1995,27.5,2524.0,199.0,905.0,1424.0,199.0,16.0,2524.0,11.0,8.0,72.7,3.0,27.3,1711.0,8357.0,5319.0,33.0,45.0,0.0,8.0,5.0,1959.0,9.0
1449,Bernd Leno,de GER,PO,Arsenal,eng Premier League,28,1992,34.8,1239.0,1019.0,1219.0,19.0,1.0,1.0,1239.0,0.0,0.0,0.0,0.0,0.0,711.0,3158.0,1958.0,0.0,0.0,0.0,0.0,1.0,635.0,0.0
1450,Christopher Lenz,de GER,"DF,DL",Union Berlin,de Bundesliga,25,1994,25.0,1572.0,67.0,510.0,714.0,365.0,24.0,1572.0,30.0,20.0,66.7,10.0,33.3,656.0,3580.0,1730.0,46.0,31.0,7.0,26.0,13.0,788.0,109.0
1451,Pedro León,es ESP,"CC,DL",Eibar,es La Liga,33,1986,10.4,470.0,3.0,43.0,164.0,265.0,16.0,469.0,20.0,14.0,70.0,6.0,30.0,234.0,1086.0,397.0,16.0,10.0,3.0,31.0,7.0,286.0,72.0
1452,Sergio León,es ESP,DL,Levante,es La Liga,31,1989,8.3,231.0,1.0,20.0,101.0,116.0,32.0,231.0,10.0,1.0,10.0,9.0,90.0,121.0,426.0,191.0,6.0,6.0,5.0,31.0,11.0,157.0,42.0
1453,Lukas Lerager,dk DEN,CC,Genoa,it Serie A,27,1993,12.9,622.0,30.0,144.0,343.0,145.0,12.0,622.0,12.0,5.0,41.7,7.0,58.3,292.0,1428.0,496.0,9.0,12.0,1.0,22.0,8.0,368.0,32.0
1454,Mehdi Léris,dz ALG,"DF,CC",Sampdoria,it Serie A,22,1998,4.3,305.0,22.0,77.0,126.0,111.0,10.0,305.0,14.0,6.0,42.9,8.0,57.1,162.0,1047.0,566.0,17.0,9.0,4.0,9.0,4.0,179.0,36.0
1455,Khanya Leshabela,za RSA,CC,Leicester City,eng Premier League,20,1999,0.1,9.0,0.0,1.0,6.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,73.0,54.0,3.0,1.0,0.0,0.0,1.0,7.0,0.0
1456,Karlo Letica,hr CRO,PO,Sampdoria,it Serie A,23,1997,1.0,36.0,35.0,36.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,15.0,79.0,48.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
1457,Gaetano Letizia,it ITA,DF,Benevento,it Serie A,30,1990,17.4,1044.0,72.0,368.0,428.0,258.0,14.0,1044.0,19.0,13.0,68.4,6.0,31.6,534.0,3109.0,1830.0,49.0,33.0,3.0,18.0,12.0,597.0,65.0
1458,Robert Lewandowski,pl POL,DL,Bayern Munich,de Bundesliga,31,1988,27.3,992.0,11.0,45.0,358.0,597.0,206.0,983.0,43.0,22.0,51.2,20.0,46.5,563.0,3153.0,1241.0,51.0,28.0,25.0,70.0,44.0,788.0,185.0
1459,Jamal Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,22,1998,20.4,1028.0,61.0,389.0,436.0,214.0,8.0,1028.0,24.0,12.0,50.0,12.0,50.0,535.0,2731.0,1351.0,27.0,20.0,2.0,17.0,13.0,553.0,56.0
1460,Aaron Leya Iseka,be BEL,DL,Metz,fr Ligue 1,22,1997,11.2,293.0,10.0,25.0,152.0,119.0,32.0,290.0,19.0,11.0,57.9,8.0,42.1,177.0,923.0,361.0,13.0,12.0,10.0,35.0,19.0,245.0,51.0
1461,Yanis Lhery,fr FRA,CC,Saint-Étienne,fr Ligue 1,17,2003,0.3,6.0,0.0,0.0,4.0,3.0,2.0,6.0,1.0,1.0,100.0,0.0,0.0,3.0,12.0,12.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0
1462,Dimitri Liénard,fr FRA,CC,Strasbourg,fr Ligue 1,32,1988,20.3,1328.0,17.0,188.0,761.0,397.0,17.0,1326.0,22.0,13.0,59.1,9.0,40.9,734.0,3837.0,1926.0,45.0,36.0,1.0,30.0,13.0,869.0,87.0
1463,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,24,1996,33.3,2192.0,220.0,1278.0,865.0,63.0,15.0,2192.0,7.0,4.0,57.1,3.0,42.9,1368.0,7865.0,4247.0,16.0,13.0,1.0,11.0,2.0,1495.0,7.0
1464,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,20,1999,24.7,1958.0,223.0,810.0,1070.0,87.0,28.0,1958.0,7.0,6.0,85.7,1.0,14.3,1164.0,5637.0,3041.0,16.0,10.0,0.0,11.0,3.0,1442.0,6.0
1465,Isaac Lihadji,fr FRA,"CC,DL",Lille,fr Ligue 1,18,2002,2.2,144.0,3.0,15.0,60.0,73.0,9.0,144.0,15.0,8.0,53.3,7.0,46.7,86.0,499.0,253.0,11.0,7.0,6.0,9.0,5.0,88.0,30.0
1466,Dimitris Limnios,gr GRE,"CC,DL",Köln,de Bundesliga,22,1998,4.2,177.0,1.0,24.0,78.0,78.0,11.0,177.0,13.0,5.0,38.5,8.0,61.5,101.0,711.0,366.0,10.0,3.0,2.0,8.0,4.0,118.0,27.0
1467,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,26,1994,28.7,2095.0,263.0,1061.0,961.0,81.0,8.0,2095.0,4.0,2.0,50.0,2.0,50.0,1281.0,8460.0,4626.0,18.0,18.0,0.0,9.0,3.0,1488.0,2.0
1468,Karol Linetty,pl POL,CC,Torino,it Serie A,25,1995,20.4,926.0,34.0,204.0,499.0,235.0,26.0,926.0,33.0,20.0,60.6,13.0,39.4,520.0,2604.0,1259.0,27.0,22.0,4.0,42.0,25.0,613.0,60.0
1469,Jesse Lingard,eng ENG,"CC,DL",West Ham,eng Premier League,27,1992,15.8,834.0,4.0,61.0,408.0,380.0,44.0,832.0,43.0,18.0,41.9,25.0,58.1,527.0,3645.0,1966.0,59.0,48.0,20.0,28.0,22.0,652.0,84.0
2941,Pol Lirola,es ESP,"DF,DL",Fiorentina,it Serie A,22,1997,22.8,1352.0,58.0,331.0,596.0,445.0,53.0,1352.0,64.0,39.0,122.9,25.0,77.1,714.0,4278.0,2631.0,82.0,51.0,17.0,44.0,15.0,768.0,169.0
1472,Jake Livermore,eng ENG,CC,West Brom,eng Premier League,30,1989,13.8,522.0,45.0,155.0,298.0,76.0,9.0,522.0,5.0,2.0,40.0,3.0,60.0,195.0,824.0,302.0,0.0,6.0,0.0,15.0,7.0,242.0,6.0
2947,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,26,1993,14.4,939.0,129.0,583.0,343.0,22.0,9.0,939.0,8.0,6.0,75.0,2.0,25.0,552.0,3405.0,2213.0,9.0,4.0,0.0,11.0,7.0,574.0,1.0
2951,Fernando Llorente,es ESP,DL,Udinese,it Serie A,35,1985,8.5,343.0,19.0,43.0,179.0,123.0,44.0,343.0,5.0,3.0,75.0,2.0,125.0,151.0,435.0,83.0,1.0,5.0,0.0,32.0,9.0,250.0,52.0
1477,Marcos Llorente,es ESP,"CC,DL",Atlético Madrid,es La Liga,25,1995,32.8,1723.0,36.0,285.0,827.0,631.0,107.0,1723.0,66.0,39.0,59.1,27.0,40.9,1016.0,5622.0,2762.0,90.0,47.0,27.0,42.0,51.0,1201.0,215.0
1478,Hugo Lloris,fr FRA,PO,Tottenham,eng Premier League,33,1986,38.0,1139.0,1026.0,1137.0,2.0,0.0,0.0,1139.0,0.0,0.0,0.0,0.0,0.0,551.0,3306.0,2257.0,0.0,0.0,0.0,1.0,1.0,419.0,0.0
1479,Giovani Lo Celso,ar ARG,CC,Tottenham,eng Premier League,24,1996,10.5,719.0,13.0,92.0,407.0,232.0,21.0,719.0,20.0,8.0,40.0,12.0,60.0,390.0,2360.0,1242.0,21.0,20.0,4.0,21.0,14.0,495.0,34.0
1480,Stanislav Lobotka,sk SVK,CC,Napoli,it Serie A,25,1994,1.7,136.0,1.0,27.0,99.0,12.0,0.0,136.0,3.0,2.0,66.7,1.0,33.3,89.0,496.0,203.0,3.0,2.0,0.0,0.0,1.0,110.0,1.0
1481,Manuel Locatelli,it ITA,CC,Sassuolo,it Serie A,22,1998,32.0,3164.0,150.0,697.0,1972.0,519.0,49.0,3162.0,36.0,27.0,75.0,9.0,25.0,1795.0,7719.0,3982.0,48.0,52.0,7.0,45.0,33.0,2467.0,77.0
1482,Renan Lodi,br BRA,"DF,DL",Atlético Madrid,es La Liga,22,1998,12.5,894.0,30.0,215.0,368.0,317.0,33.0,894.0,29.0,22.0,75.9,7.0,24.1,498.0,2447.0,1334.0,44.0,26.0,8.0,21.0,9.0,558.0,126.0
2967,Ruben Loftus-Cheek,eng ENG,DL,Chelsea,eng Premier League,24,1996,21.9,1025.0,20.0,120.0,559.0,367.0,67.0,1025.0,75.0,38.0,52.8,37.0,147.2,660.0,4152.0,2255.0,58.0,43.0,14.0,75.0,42.0,770.0,99.0
1485,Niklas Lomb,de GER,PO,Leverkusen,de Bundesliga,27,1993,1.5,63.0,47.0,63.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,39.0,162.0,117.0,0.0,0.0,0.0,1.0,0.0,38.0,0.0
1486,Kevin Long,ie IRL,DF,Burnley,eng Premier League,29,1990,7.1,325.0,37.0,175.0,138.0,13.0,9.0,325.0,0.0,0.0,0.0,0.0,0.0,137.0,544.0,184.0,0.0,0.0,0.0,1.0,0.0,159.0,1.0
1487,Shane Long,ie IRL,DL,Southampton,eng Premier League,33,1987,2.3,86.0,1.0,8.0,41.0,38.0,5.0,86.0,5.0,2.0,40.0,3.0,60.0,41.0,180.0,35.0,1.0,4.0,0.0,5.0,7.0,64.0,10.0
1488,Matthew Longstaff,eng ENG,CC,Newcastle Utd,eng Premier League,20,2000,4.2,174.0,8.0,48.0,99.0,29.0,1.0,174.0,2.0,2.0,100.0,0.0,0.0,88.0,245.0,71.0,1.0,3.0,0.0,1.0,1.0,93.0,2.0
1489,Sean Longstaff,eng ENG,CC,Newcastle Utd,eng Premier League,22,1997,15.7,751.0,30.0,180.0,417.0,156.0,16.0,751.0,9.0,4.0,44.4,5.0,55.6,363.0,1382.0,572.0,5.0,5.0,1.0,17.0,6.0,445.0,18.0
1490,Ademola Lookman,ng NGA,"DL,CC",Fulham,eng Premier League,22,1997,30.5,1576.0,12.0,145.0,650.0,810.0,132.0,1575.0,128.0,82.0,64.1,46.0,35.9,962.0,6839.0,3071.0,110.0,67.0,52.0,107.0,73.0,1075.0,236.0
1491,Anthony Lopes,pt POR,PO,Lyon,fr Ligue 1,29,1990,38.0,1264.0,1023.0,1238.0,26.0,1.0,0.0,1264.0,1.0,1.0,100.0,0.0,0.0,659.0,3002.0,1864.0,1.0,0.0,0.0,0.0,0.0,570.0,0.0
1492,Rony Lopes,pt POR,"DL,CC",Nice,fr Ligue 1,24,1995,19.8,990.0,11.0,89.0,427.0,481.0,64.0,990.0,61.0,30.0,49.2,31.0,50.8,585.0,3685.0,1752.0,55.0,43.0,20.0,52.0,23.0,705.0,159.0
1493,Adrián López,es ESP,"DL,CC",Osasuna,es La Liga,32,1988,5.3,257.0,3.0,21.0,107.0,132.0,26.0,257.0,21.0,9.0,42.9,12.0,57.1,139.0,905.0,335.0,12.0,11.0,6.0,22.0,9.0,201.0,43.0
1494,Javi López,es ESP,"DF,CC",Alavés,es La Liga,18,2002,2.8,173.0,3.0,43.0,91.0,41.0,4.0,173.0,8.0,4.0,50.0,4.0,50.0,91.0,481.0,202.0,6.0,4.0,2.0,5.0,5.0,89.0,8.0
2991,Maxime Lopez,fr FRA,CC,Sassuolo,it Serie A,22,1997,22.2,1885.0,39.0,274.0,1197.0,425.0,20.0,1885.0,26.0,19.0,172.0,7.0,28.0,1171.0,5523.0,2748.0,45.0,40.0,7.0,18.0,11.0,1576.0,47.0
1497,Pedro López Muñoz,es ESP,DF,Huesca,es La Liga,36,1983,11.9,779.0,38.0,267.0,310.0,205.0,5.0,779.0,17.0,8.0,47.1,9.0,52.9,382.0,1613.0,838.0,16.0,15.0,1.0,5.0,4.0,449.0,48.0
1498,Pau López,es ESP,PO,Roma,it Serie A,25,1994,20.2,715.0,627.0,710.0,5.0,0.0,0.0,715.0,0.0,0.0,0.0,0.0,0.0,385.0,1521.0,790.0,0.0,0.0,0.0,1.0,0.0,378.0,0.0
1499,Roberto López,es ESP,"CC,DL",Real Sociedad,es La Liga,20,2000,5.6,297.0,6.0,31.0,129.0,143.0,7.0,297.0,7.0,5.0,71.4,2.0,28.6,152.0,735.0,329.0,7.0,9.0,1.0,8.0,4.0,197.0,29.0
1500,Unai López,es ESP,CC,Athletic Club,es La Liga,24,1995,15.8,1176.0,21.0,184.0,723.0,279.0,14.0,1176.0,22.0,15.0,68.2,7.0,31.8,620.0,3197.0,1366.0,25.0,29.0,4.0,19.0,14.0,830.0,14.0
1501,Dion Lopy,sn SEN,CC,Reims,fr Ligue 1,18,2002,2.8,121.0,3.0,25.0,70.0,27.0,2.0,121.0,3.0,3.0,100.0,0.0,0.0,80.0,430.0,228.0,5.0,4.0,1.0,5.0,0.0,97.0,3.0
1502,Jordan Lotomba,ch SUI,"DF,CC",Nice,fr Ligue 1,21,1998,23.6,1647.0,65.0,502.0,828.0,335.0,27.0,1647.0,50.0,30.0,60.0,20.0,40.0,969.0,5186.0,2724.0,65.0,32.0,6.0,28.0,25.0,1053.0,115.0
1503,Adrien Louveau,fr FRA,CC,Lens,fr Ligue 1,20,2000,0.1,5.0,1.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1504,Imran Louza,ma MAR,CC,Nantes,fr Ligue 1,21,1999,26.4,1586.0,35.0,270.0,928.0,410.0,26.0,1581.0,25.0,15.0,60.0,10.0,40.0,825.0,3838.0,1916.0,33.0,37.0,5.0,50.0,21.0,989.0,76.0
1505,Matteo Lovato,it ITA,DF,Hellas Verona,it Serie A,20,2000,15.4,762.0,82.0,378.0,363.0,32.0,4.0,762.0,2.0,1.0,50.0,1.0,50.0,363.0,1878.0,913.0,6.0,11.0,3.0,14.0,2.0,367.0,6.0
1506,Max Lowe,eng ENG,DF,Sheffield Utd,eng Premier League,23,1997,6.1,291.0,18.0,79.0,111.0,102.0,11.0,291.0,11.0,7.0,63.6,4.0,36.4,120.0,637.0,329.0,10.0,7.0,3.0,8.0,4.0,158.0,32.0
1507,Eduard Löwen,de GER,"CC,DF",Hertha BSC,de Bundesliga,23,1997,0.9,81.0,1.0,22.0,44.0,16.0,3.0,81.0,0.0,0.0,0.0,0.0,0.0,41.0,139.0,71.0,3.0,4.0,1.0,2.0,3.0,48.0,4.0
1508,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,31,1989,34.0,1882.0,137.0,559.0,902.0,438.0,20.0,1882.0,40.0,27.0,67.5,13.0,32.5,823.0,3849.0,2424.0,49.0,36.0,4.0,38.0,10.0,920.0,59.0
1509,Anthony Lozano,hn HON,DL,Cádiz,es La Liga,27,1993,16.9,462.0,9.0,28.0,201.0,242.0,64.0,462.0,44.0,28.0,63.6,16.0,36.4,257.0,1609.0,873.0,33.0,25.0,7.0,55.0,35.0,357.0,72.0
1510,Hirving Lozano,mx MEX,DL,Napoli,it Serie A,25,1995,21.8,925.0,12.0,84.0,299.0,557.0,129.0,925.0,70.0,29.0,41.4,41.0,58.6,640.0,5016.0,2696.0,112.0,44.0,43.0,55.0,22.0,693.0,256.0
1511,Jan Luca Schuler,de GER,DL,Schalke 04,de Bundesliga,21,1999,0.4,23.0,0.0,7.0,10.0,6.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,0.0
3025,Jean Lucas,br BRA,CC,Lyon,fr Ligue 1,22,1998,13.1,919.0,19.0,182.0,571.0,182.0,8.0,919.0,42.0,32.0,148.5,10.0,51.5,610.0,3413.0,1441.0,34.0,27.0,3.0,24.0,16.0,696.0,34.0
1514,Anderson Lucoqui,ao ANG,DF,Arminia,de Bundesliga,23,1997,17.8,960.0,64.0,361.0,449.0,160.0,3.0,960.0,22.0,12.0,54.5,10.0,45.5,394.0,2022.0,826.0,18.0,16.0,1.0,32.0,17.0,388.0,23.0
1515,Jeison Lucumí,co COL,CC,Elche,es La Liga,25,1995,0.5,16.0,1.0,1.0,13.0,3.0,0.0,16.0,3.0,1.0,33.3,2.0,66.7,6.0,75.0,14.0,2.0,1.0,0.0,1.0,0.0,9.0,1.0
1516,Kilian Ludewig,de GER,"DF,DL",Schalke 04,de Bundesliga,20,2000,5.8,358.0,16.0,131.0,157.0,71.0,7.0,358.0,8.0,4.0,50.0,4.0,50.0,161.0,755.0,397.0,9.0,7.0,1.0,13.0,4.0,180.0,24.0
1517,Florentino Luís,pt POR,CC,Monaco,fr Ligue 1,20,1999,2.7,193.0,5.0,46.0,119.0,29.0,2.0,193.0,2.0,1.0,50.0,1.0,50.0,100.0,377.0,225.0,3.0,2.0,1.0,2.0,1.0,141.0,1.0
1518,José Luis Gayà,es ESP,DF,Valencia,es La Liga,25,1995,31.6,1796.0,108.0,563.0,704.0,549.0,52.0,1796.0,50.0,33.0,66.0,17.0,34.0,967.0,5715.0,2922.0,62.0,45.0,6.0,38.0,16.0,1029.0,201.0
1519,José Luis Morales,es ESP,"CC,DL",Levante,es La Liga,33,1987,27.1,987.0,18.0,118.0,339.0,542.0,125.0,986.0,73.0,31.0,42.5,42.0,57.5,612.0,3960.0,1902.0,78.0,47.0,42.0,48.0,38.0,728.0,190.0
1520,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,30,1990,27.0,1831.0,153.0,836.0,914.0,97.0,17.0,1831.0,2.0,2.0,100.0,0.0,0.0,982.0,4780.0,2169.0,16.0,12.0,2.0,13.0,5.0,1026.0,14.0
1521,Luisinho,pt POR,DF,Huesca,es La Liga,35,1985,2.0,137.0,9.0,50.0,66.0,21.0,1.0,137.0,0.0,0.0,0.0,0.0,0.0,70.0,348.0,219.0,4.0,3.0,0.0,0.0,2.0,91.0,6.0
1522,Luismi,es ESP,"CC,DF",Elche,es La Liga,28,1992,1.9,129.0,7.0,45.0,76.0,8.0,1.0,129.0,1.0,1.0,100.0,0.0,0.0,82.0,298.0,96.0,0.0,1.0,0.0,2.0,1.0,93.0,2.0
1523,David Luiz,br BRA,DF,Arsenal,eng Premier League,33,1987,15.5,1143.0,129.0,556.0,532.0,59.0,19.0,1143.0,4.0,3.0,75.0,1.0,25.0,766.0,5053.0,3047.0,22.0,15.0,2.0,4.0,2.0,843.0,3.0
1524,Douglas Luiz,br BRA,CC,Aston Villa,eng Premier League,22,1998,30.9,1726.0,106.0,467.0,995.0,293.0,16.0,1726.0,32.0,23.0,71.9,9.0,28.1,916.0,5288.0,2760.0,47.0,42.0,3.0,25.0,18.0,1020.0,32.0
1525,Romelu Lukaku,be BEL,DL,Inter,it Serie A,27,1993,32.0,1126.0,39.0,62.0,437.0,644.0,215.0,1120.0,93.0,53.0,57.0,39.0,41.9,628.0,3815.0,1929.0,77.0,46.0,50.0,93.0,49.0,916.0,295.0
1526,Dodi Lukebakio,be BEL,"DL,CC",Hertha BSC,de Bundesliga,22,1997,20.6,754.0,11.0,98.0,349.0,325.0,78.0,752.0,66.0,39.0,59.1,27.0,40.9,468.0,3192.0,1474.0,49.0,41.0,28.0,48.0,40.0,574.0,124.0
1527,Saša Lukić,rs SRB,CC,Torino,it Serie A,23,1996,23.4,1019.0,20.0,155.0,557.0,325.0,40.0,1019.0,37.0,23.0,62.2,14.0,37.8,607.0,3868.0,1854.0,54.0,38.0,7.0,36.0,21.0,698.0,83.0
1528,Senad Lulić,ba BIH,DF,Lazio,it Serie A,34,1986,8.0,420.0,16.0,111.0,169.0,144.0,22.0,420.0,9.0,5.0,55.6,4.0,44.4,201.0,1198.0,562.0,16.0,17.0,3.0,12.0,9.0,248.0,44.0
1529,John Lundstram,eng ENG,CC,Sheffield Utd,eng Premier League,26,1994,22.6,1270.0,41.0,246.0,612.0,426.0,23.0,1269.0,24.0,15.0,62.5,9.0,37.5,699.0,3785.0,1536.0,35.0,31.0,2.0,29.0,19.0,874.0,73.0
1530,Sebastiano Luperto,it ITA,DF,Crotone,it Serie A,23,1996,20.9,1197.0,177.0,665.0,496.0,45.0,11.0,1197.0,5.0,5.0,100.0,0.0,0.0,673.0,2983.0,1661.0,14.0,7.0,0.0,11.0,2.0,758.0,3.0
1531,Andreas Luthe,de GER,PO,Union Berlin,de Bundesliga,33,1987,30.8,1217.0,994.0,1215.0,3.0,0.0,0.0,1217.0,1.0,1.0,100.0,0.0,0.0,652.0,3097.0,1694.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0
1532,Lyanco,br BRA,DF,Torino,it Serie A,23,1997,21.8,1484.0,227.0,798.0,652.0,56.0,15.0,1484.0,20.0,18.0,90.0,2.0,10.0,912.0,4818.0,2716.0,16.0,18.0,2.0,9.0,4.0,931.0,4.0
1533,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,26,1993,26.9,1495.0,128.0,498.0,633.0,381.0,27.0,1495.0,24.0,13.0,54.2,11.0,45.8,641.0,3474.0,1895.0,39.0,34.0,6.0,34.0,9.0,776.0,92.0
1534,Yann M'Vila,fr FRA,CC,Saint-Étienne,fr Ligue 1,30,1990,0.2,17.0,0.0,11.0,6.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,8.0,43.0,34.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
1535,Alexis Mac Allister,ar ARG,"CC,DL",Brighton,eng Premier League,21,1998,12.4,563.0,8.0,95.0,258.0,220.0,34.0,563.0,26.0,16.0,61.5,10.0,38.5,303.0,1505.0,680.0,15.0,12.0,0.0,28.0,16.0,368.0,55.0
1536,Darwin Machís,ve VEN,"DL,CC",Granada,es La Liga,27,1993,22.5,835.0,13.0,133.0,319.0,409.0,59.0,833.0,82.0,45.0,54.9,37.0,45.1,488.0,3882.0,1887.0,68.0,41.0,23.0,63.0,41.0,497.0,119.0
1537,Tim Maciejewski,de GER,DL,Union Berlin,de Bundesliga,19,2001,0.1,3.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
1538,Luca Mack,de GER,CC,Stuttgart,de Bundesliga,20,2000,0.1,5.0,1.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1539,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,21,1998,6.0,409.0,24.0,183.0,161.0,66.0,3.0,409.0,12.0,8.0,66.7,4.0,33.3,181.0,1214.0,623.0,16.0,14.0,1.0,11.0,9.0,183.0,17.0
1540,James Maddison,eng ENG,CC,Leicester City,eng Premier League,23,1996,23.3,1380.0,7.0,91.0,677.0,630.0,59.0,1380.0,51.0,29.0,56.9,22.0,43.1,772.0,4024.0,1791.0,43.0,40.0,13.0,57.0,33.0,1010.0,116.0
1541,Mikail Maden,no NOR,DL,Schalke 04,de Bundesliga,18,2002,0.1,5.0,0.0,1.0,3.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,100.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
1542,Pablo Maffeo,es ESP,DF,Huesca,es La Liga,23,1997,21.8,1292.0,52.0,402.0,548.0,358.0,22.0,1292.0,42.0,30.0,71.4,12.0,28.6,603.0,3341.0,1859.0,47.0,36.0,11.0,26.0,20.0,691.0,112.0
1543,Lisandro Magallán,ar ARG,DF,Crotone,it Serie A,26,1993,24.2,1359.0,135.0,701.0,596.0,69.0,12.0,1359.0,9.0,7.0,77.8,2.0,22.2,674.0,2967.0,1535.0,12.0,2.0,1.0,17.0,5.0,774.0,3.0
1544,Christian Maggio,it ITA,DF,Benevento,it Serie A,38,1982,3.3,169.0,4.0,64.0,76.0,30.0,4.0,169.0,6.0,3.0,50.0,3.0,50.0,79.0,368.0,214.0,5.0,2.0,0.0,1.0,2.0,100.0,8.0
1545,Giulio Maggiore,it ITA,CC,Spezia,it Serie A,22,1998,24.6,1111.0,31.0,191.0,580.0,358.0,76.0,1111.0,40.0,18.0,45.0,22.0,55.0,624.0,2851.0,1363.0,38.0,26.0,14.0,55.0,14.0,719.0,94.0
1546,Francesco Magnanelli,it ITA,CC,Sassuolo,it Serie A,35,1984,4.9,466.0,27.0,111.0,309.0,46.0,0.0,466.0,1.0,1.0,100.0,0.0,0.0,240.0,846.0,395.0,2.0,5.0,0.0,6.0,0.0,337.0,6.0
1547,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,24,1995,16.8,845.0,116.0,452.0,361.0,39.0,11.0,845.0,2.0,2.0,100.0,0.0,0.0,342.0,1339.0,532.0,5.0,4.0,0.0,16.0,1.0,362.0,2.0
1548,Hugo Magnetti,fr FRA,CC,Brest,fr Ligue 1,22,1998,6.7,428.0,10.0,113.0,273.0,47.0,3.0,428.0,11.0,9.0,81.8,2.0,18.2,252.0,1251.0,664.0,6.0,5.0,1.0,9.0,3.0,278.0,1.0
1549,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,27,1993,33.9,2568.0,349.0,1188.0,1206.0,193.0,52.0,2568.0,14.0,8.0,57.1,6.0,42.9,1534.0,9872.0,5795.0,42.0,41.0,5.0,10.0,6.0,1743.0,14.0
1550,Abdallahi Mahmoud,mr MTN,CC,Alavés,es La Liga,20,2000,0.7,22.0,0.0,4.0,15.0,3.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,5.0,0.0,0.0,0.0,3.0,1.0,11.0,0.0
1551,Hicham Mahou,fr FRA,DL,Nice,fr Ligue 1,21,1999,0.4,25.0,1.0,6.0,8.0,11.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,37.0,2.0,1.0,0.0,0.0,0.0,15.0,5.0
1552,Riyad Mahrez,dz ALG,DL,Manchester City,eng Premier League,29,1991,21.7,1311.0,5.0,61.0,449.0,813.0,138.0,1311.0,81.0,45.0,55.6,36.0,44.4,927.0,5313.0,2496.0,88.0,46.0,60.0,46.0,29.0,1074.0,247.0
3107,Arne Maier,de GER,CC,Arminia,de Bundesliga,21,1999,11.8,561.0,13.0,113.0,307.0,150.0,14.0,561.0,13.0,8.0,61.5,5.0,38.5,286.0,1619.0,759.0,17.0,6.0,2.0,21.0,9.0,310.0,22.0
