RL2020-2021,Jugador2020-2021,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,ACT2020-2021,SCA902020-2021,PassLive2020-2021,PassDead2020-2021,HASTA2020-2021,Dis2020-2021,FR2020-2021,Def2020-2021,ACG2020-2021,GCA902020-2021,PassLive.12020-2021,PassDead.12020-2021,HASTA.12020-2021,Dis.12020-2021,FR.12020-2021,Def.12020-2021
760,Bartłomiej Drągowski,pl POL,PO,Fiorentina,it Serie A,22,1997,35.0,4.0,0.11,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.06,1.0,1.0,0.0,0.0,0.0,0.0
761,Denis Drăguș,ro ROU,"DL,CC",Crotone,it Serie A,21,1999,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0
762,Radu Drăgușin,ro ROU,DF,Juventus,it Serie A,18,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,Mouhamadou Drammeh,fr FRA,CC,Reims,fr Ligue 1,21,1999,1.9,4.0,2.08,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,Julian Draxler,de GER,"CC,DL",Paris S-G,fr Ligue 1,26,1993,11.8,47.0,3.98,36.0,8.0,0.0,1.0,1.0,1.0,5.0,0.42,4.0,1.0,0.0,0.0,0.0,0.0
765,Dominick Drexler,de GER,"CC,DL",Köln,de Bundesliga,30,1990,13.7,34.0,2.48,31.0,0.0,1.0,1.0,1.0,0.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0
766,Matthieu Dreyer,fr FRA,PO,Lorient,fr Ligue 1,31,1989,15.0,1.0,0.07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,Domingos Duarte,pt POR,DF,Granada,es La Liga,25,1995,26.3,16.0,0.61,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,Léo Duarte,br BRA,DF,Milan,it Serie A,24,1996,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,Óscar Duarte,cr CRC,DF,Levante,es La Liga,31,1989,22.9,13.0,0.57,10.0,1.0,0.0,2.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
770,Rubén Duarte,es ESP,DF,Alavés,es La Liga,24,1995,28.3,62.0,2.19,39.0,20.0,0.0,1.0,1.0,1.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0
771,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,25,1994,32.3,126.0,3.91,70.0,40.0,5.0,4.0,7.0,0.0,10.0,0.31,4.0,2.0,1.0,1.0,2.0,0.0
772,Martin Dúbravka,sk SVK,PO,Newcastle Utd,eng Premier League,31,1989,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,Ondrej Duda,sk SVK,"DL,CC",Köln,de Bundesliga,25,1994,28.2,94.0,3.33,49.0,24.0,9.0,7.0,5.0,0.0,8.0,0.28,5.0,2.0,0.0,0.0,1.0,0.0
774,Unai Dufur,es ESP,DF,Eibar,es La Liga,21,1999,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,Haris Duljević,ba BIH,"CC,DL",Nîmes,fr Ligue 1,26,1993,8.6,25.0,2.91,21.0,0.0,1.0,2.0,0.0,1.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0
776,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,28,1991,13.9,8.0,0.57,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
1555,Alfred Duncan,gh GHA,CC,Fiorentina,it Serie A,27,1993,13.700000000000001,26.0,5.02,22.0,2.0,1.0,1.0,0.0,0.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0
779,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,28,1991,32.6,26.0,0.8,20.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,Jimmy Dunne,ie IRL,DF,Burnley,eng Premier League,22,1997,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28,1992,16.4,29.0,1.76,20.0,1.0,2.0,6.0,0.0,0.0,6.0,0.37,2.0,0.0,1.0,3.0,0.0,0.0
782,Hugo Duro,es ESP,DL,Real Madrid,es La Liga,20,1999,0.6,1.0,1.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,Jean-Kevin Duverne,ht HAI,DF,Brest,fr Ligue 1,23,1997,22.5,14.0,0.62,12.0,0.0,2.0,0.0,0.0,0.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0
784,Paulo Dybala,ar ARG,DL,Juventus,it Serie A,26,1993,12.6,70.0,5.56,42.0,13.0,6.0,5.0,4.0,0.0,3.0,0.24,2.0,0.0,0.0,1.0,0.0,0.0
785,Edin Džeko,ba BIH,DL,Roma,it Serie A,34,1986,20.3,64.0,3.16,46.0,0.0,4.0,7.0,6.0,1.0,8.0,0.39,6.0,0.0,1.0,0.0,1.0,0.0
786,Steeve-Mike Ebongue,fr FRA,CC,Genoa,it Serie A,19,2001,0.6,1.0,1.73,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.73,0.0,0.0,0.0,0.0,0.0,1.0
787,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,21,1999,2.9,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,32,1988,38.0,11.0,0.29,9.0,1.0,0.0,1.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
789,Simone Edera,it ITA,"DF,CC",Torino,it Serie A,23,1997,0.6,3.0,5.19,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,Ederson,br BRA,PO,Manchester City,eng Premier League,26,1993,36.0,6.0,0.17,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
791,Kyle Edwards,eng ENG,"CC,DL",West Brom,eng Premier League,22,1998,1.3,2.0,1.55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,27,1992,29.2,16.0,0.55,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
793,Johannes Eggestein,de GER,"DL,CC",Werder Bremen,de Bundesliga,22,1998,0.4,2.0,5.45,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,Maximilian Eggestein,de GER,CC,Werder Bremen,de Bundesliga,23,1996,32.7,79.0,2.42,66.0,1.0,0.0,3.0,5.0,4.0,8.0,0.24,8.0,0.0,0.0,0.0,0.0,0.0
795,Lilian Egloff,de GER,CC,Stuttgart,de Bundesliga,17,2002,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,25,1995,12.6,20.0,1.59,14.0,1.0,2.0,1.0,2.0,0.0,3.0,0.24,1.0,0.0,1.0,1.0,0.0,0.0
797,Albin Ekdal,se SWE,CC,Sampdoria,it Serie A,31,1989,25.5,26.0,1.02,19.0,0.0,2.0,2.0,1.0,2.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
798,Hugo Ekitike,fr FRA,"DL,CC",Reims,fr Ligue 1,18,2002,1.0,1.0,1.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,Anthony Elanga,se SWE,DL,Manchester Utd,eng Premier League,18,2002,1.7,2.0,1.16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,Niclas Eliasson,se SWE,"CC,DL",Nîmes,fr Ligue 1,24,1995,20.0,58.0,2.9,26.0,23.0,4.0,1.0,3.0,1.0,3.0,0.15,2.0,1.0,0.0,0.0,0.0,0.0
801,Elif Elmas,mk MKD,"CC,DL",Napoli,it Serie A,20,1999,8.2,23.0,2.8,18.0,0.0,3.0,1.0,1.0,0.0,6.0,0.73,2.0,0.0,3.0,1.0,0.0,0.0
802,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,32,1987,9.3,27.0,2.9,22.0,2.0,0.0,1.0,0.0,2.0,1.0,0.11,0.0,1.0,0.0,0.0,0.0,0.0
803,Mohamed Elneny,eg EGY,CC,Arsenal,eng Premier League,28,1992,17.2,19.0,1.11,16.0,1.0,0.0,2.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
804,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,26,1994,20.9,14.0,0.67,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
805,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,23,1996,28.2,12.0,0.43,9.0,0.0,0.0,2.0,0.0,1.0,3.0,0.11,2.0,0.0,0.0,1.0,0.0,0.0
806,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,26,1993,5.2,4.0,0.77,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,Breel Embolo,ch SUI,"DL,CC",M'Gladbach,de Bundesliga,23,1997,16.0,54.0,3.38,33.0,0.0,4.0,10.0,6.0,1.0,10.0,0.63,4.0,0.0,0.0,3.0,3.0,0.0
808,Emerson,br BRA,DF,Betis,es La Liga,21,1999,33.2,70.0,2.11,57.0,7.0,1.0,0.0,4.0,1.0,4.0,0.12,3.0,0.0,0.0,0.0,1.0,0.0
809,Renaud Emond,be BEL,"DL,CC",Nantes,fr Ligue 1,28,1991,3.9,7.0,1.78,1.0,0.0,0.0,2.0,4.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0
810,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,26,1994,2.4,2.0,0.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,Youssef En-Nesyri,ma MAR,DL,Sevilla,es La Liga,23,1997,25.7,36.0,1.4,19.0,0.0,4.0,6.0,4.0,3.0,8.0,0.31,1.0,0.0,4.0,1.0,2.0,0.0
812,Keita Endo,jp JPN,"CC,DL",Union Berlin,de Bundesliga,22,1997,5.1,16.0,3.16,8.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,Wataru Endo,jp JPN,CC,Stuttgart,de Bundesliga,27,1993,32.8,74.0,2.25,62.0,1.0,0.0,2.0,4.0,5.0,6.0,0.18,5.0,0.0,0.0,0.0,1.0,0.0
814,Sergi Enrich,es ESP,DL,Eibar,es La Liga,30,1990,15.6,45.0,2.89,32.0,0.0,0.0,9.0,2.0,2.0,3.0,0.19,2.0,0.0,0.0,1.0,0.0,0.0
815,Christian Eriksen,dk DEN,CC,Inter,it Serie A,28,1992,15.4,59.0,3.83,34.0,21.0,0.0,4.0,0.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0
816,Martin Erlic,hr CRO,DF,Spezia,it Serie A,22,1998,20.0,7.0,0.35,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0
817,Patrick Erras,de GER,"DL,CC",Werder Bremen,de Bundesliga,25,1995,0.3,1.0,3.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,Gonzalo Escalante,ar ARG,CC,Lazio,it Serie A,27,1993,8.1,14.0,1.72,11.0,0.0,0.0,1.0,1.0,1.0,3.0,0.37,2.0,0.0,0.0,1.0,0.0,0.0
819,Aarón Escandell,es ESP,PO,Granada,es La Liga,24,1995,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,Dani Escriche,es ESP,"DL,CC",Huesca,es La Liga,22,1998,9.5,25.0,2.63,20.0,0.0,0.0,1.0,3.0,1.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0
821,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,30,1989,6.3,11.0,1.76,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,28,1992,28.9,23.0,0.8,19.0,4.0,0.0,0.0,0.0,0.0,4.0,0.14,4.0,0.0,0.0,0.0,0.0,0.0
823,Vicente Esquerdo,es ESP,CC,Valencia,es La Liga,21,1999,2.6,2.0,0.78,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,Nahuel Estévez,ar ARG,CC,Spezia,it Serie A,24,1995,19.6,55.0,2.8,39.0,10.0,0.0,6.0,0.0,0.0,9.0,0.46,4.0,2.0,0.0,3.0,0.0,0.0
825,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,22,1998,13.0,32.0,2.47,27.0,0.0,0.0,1.0,3.0,1.0,2.0,0.15,1.0,0.0,0.0,0.0,1.0,0.0
826,Yoann Etienne,fr FRA,DF,Lorient,fr Ligue 1,23,1997,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,32,1987,9.8,3.0,0.31,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,32,1988,27.5,19.0,0.69,19.0,0.0,0.0,0.0,0.0,0.0,4.0,0.15,4.0,0.0,0.0,0.0,0.0,0.0
829,Edu Expósito,es ESP,CC,Eibar,es La Liga,23,1996,27.3,88.0,3.23,56.0,18.0,4.0,3.0,6.0,1.0,5.0,0.18,4.0,0.0,0.0,1.0,0.0,0.0
830,Valentin Eysseric,fr FRA,"CC,DL",Fiorentina,it Serie A,28,1992,8.1,20.0,2.46,15.0,2.0,0.0,2.0,1.0,0.0,1.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0
831,Eberechi Eze,eng ENG,CC,Crystal Palace,eng Premier League,22,1998,28.4,95.0,3.34,60.0,15.0,11.0,2.0,6.0,1.0,12.0,0.42,5.0,2.0,3.0,1.0,1.0,0.0
832,Jokin Ezkieta,es ESP,PO,Athletic Club,es La Liga,23,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,Łukasz Fabiański,pl POL,PO,West Ham,eng Premier League,35,1985,35.0,4.0,0.11,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,Fabinho,br BRA,"DF,CC",Liverpool,eng Premier League,26,1993,28.5,30.0,1.05,26.0,0.0,1.0,0.0,2.0,1.0,6.0,0.21,5.0,0.0,0.0,0.0,1.0,0.0
835,Fábio,br BRA,DF,Nantes,fr Ligue 1,30,1990,16.7,27.0,1.61,22.0,3.0,0.0,0.0,2.0,0.0,3.0,0.18,2.0,0.0,0.0,0.0,1.0,0.0
836,Cesc Fàbregas,es ESP,"CC,DL",Monaco,fr Ligue 1,33,1987,9.7,59.0,6.05,35.0,18.0,3.0,0.0,2.0,1.0,6.0,0.62,6.0,0.0,0.0,0.0,0.0,0.0
1675,Bandiougou Fadiga,fr FRA,"DL,CC",Paris S-G,fr Ligue 1,19,2001,1.2,4.0,7.1,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,Wout Faes,be BEL,DF,Reims,fr Ligue 1,22,1998,32.2,10.0,0.31,8.0,0.0,0.0,1.0,0.0,1.0,1.0,0.03,0.0,0.0,0.0,1.0,0.0,0.0
840,Nicolò Fagioli,it ITA,CC,Juventus,it Serie A,19,2001,0.2,2.0,8.57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,Ralf Fährmann,de GER,PO,Schalke 04,de Bundesliga,31,1988,20.8,6.0,0.29,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,Romain Faivre,fr FRA,"CC,DL",Brest,fr Ligue 1,22,1998,32.1,152.0,4.73,74.0,40.0,9.0,10.0,17.0,2.0,15.0,0.47,7.0,4.0,0.0,2.0,2.0,0.0
843,Fali,es ESP,"DF,CC",Cádiz,es La Liga,26,1993,29.3,21.0,0.72,17.0,0.0,1.0,1.0,1.0,1.0,2.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0
844,Iago Falque,es ESP,"CC,DL",Benevento,it Serie A,30,1990,4.0,28.0,7.04,21.0,2.0,3.0,2.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0
845,Andri Fannar Baldursson,is ISL,CC,Bologna,it Serie A,18,2002,2.4,4.0,1.65,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41,1.0,0.0,0.0,0.0,0.0,0.0
1693,Paolo Faragò,it ITA,DF,Bologna,it Serie A,27,1993,4.3999999999999995,12.0,10.27,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,28,1991,32.1,49.0,1.57,37.0,3.0,5.0,1.0,2.0,1.0,8.0,0.26,6.0,1.0,1.0,0.0,0.0,0.0
849,Mohamed Fares,dz ALG,DF,Lazio,it Serie A,24,1996,12.7,32.0,2.53,26.0,2.0,2.0,1.0,0.0,1.0,3.0,0.24,2.0,0.0,0.0,1.0,0.0,0.0
850,Diego Farias,br BRA,DL,Spezia,it Serie A,30,1990,16.8,59.0,3.5,46.0,0.0,5.0,4.0,3.0,1.0,4.0,0.24,2.0,0.0,0.0,2.0,0.0,0.0
851,Wuilker Faríñez,ve VEN,PO,Lens,fr Ligue 1,22,1998,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,Noah Fatar,fr FRA,"DL,CC",Angers,fr Ligue 1,18,2002,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,Ansu Fati,es ESP,DL,Barcelona,es La Liga,17,2002,4.8,21.0,4.37,13.0,1.0,2.0,0.0,5.0,0.0,4.0,0.83,2.0,0.0,1.0,0.0,1.0,0.0
854,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,33,1987,10.6,31.0,2.92,27.0,3.0,0.0,0.0,0.0,1.0,6.0,0.56,6.0,0.0,0.0,0.0,0.0,0.0
855,Andrea Favilli,it ITA,DL,Hellas Verona,it Serie A,23,1997,3.8,7.0,1.86,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0
856,Federico Fazio,ar ARG,DF,Roma,it Serie A,33,1987,4.5,3.0,0.67,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,Nabil Fekir,fr FRA,"CC,DL",Betis,es La Liga,27,1993,29.1,148.0,5.08,85.0,19.0,20.0,9.0,12.0,3.0,19.0,0.65,11.0,3.0,2.0,0.0,2.0,1.0
858,Felipe,br BRA,DF,Atlético Madrid,es La Liga,31,1989,22.9,11.0,0.48,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,Luiz Felipe,it ITA,DF,Lazio,it Serie A,23,1997,10.1,9.0,0.89,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,João Félix,pt POR,"DL,CC",Atlético Madrid,es La Liga,20,1999,17.5,46.0,2.63,32.0,0.0,5.0,5.0,4.0,0.0,11.0,0.63,8.0,0.0,1.0,1.0,1.0,0.0
861,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,22,1997,29.0,16.0,0.55,13.0,1.0,0.0,1.0,0.0,1.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0
862,Zinedine Ferhat,dz ALG,"DL,CC",Nîmes,fr Ligue 1,27,1993,32.9,111.0,3.38,73.0,9.0,14.0,4.0,10.0,1.0,20.0,0.61,14.0,0.0,2.0,1.0,3.0,0.0
863,Bruno Fernandes,pt POR,CC,Manchester Utd,eng Premier League,25,1994,34.4,184.0,5.34,136.0,21.0,3.0,14.0,9.0,1.0,25.0,0.73,22.0,1.0,0.0,2.0,0.0,0.0
864,Edimilson Fernandes,ch SUI,"CC,DL",Mainz 05,de Bundesliga,24,1996,9.3,20.0,2.14,14.0,5.0,0.0,1.0,0.0,0.0,1.0,0.11,0.0,1.0,0.0,0.0,0.0,0.0
865,Aitor Fernández,es ESP,PO,Levante,es La Liga,29,1991,29.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,Álex Fernández,es ESP,CC,Cádiz,es La Liga,27,1992,21.6,51.0,2.36,27.0,23.0,0.0,0.0,1.0,0.0,5.0,0.23,3.0,2.0,0.0,0.0,0.0,0.0
867,Álvaro Fernández,es ESP,PO,Huesca,es La Liga,22,1998,22.0,6.0,0.27,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,Andrés Fernández,es ESP,PO,Huesca,es La Liga,33,1986,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869,Augusto Fernández,ar ARG,CC,Cádiz,es La Liga,34,1986,4.1,5.0,1.22,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,Carlos Fernández,es ESP,DL,Sevilla,es La Liga,24,1996,5.9,14.0,4.82,10.0,0.0,1.0,2.0,1.0,0.0,2.0,0.46,2.0,0.0,0.0,0.0,0.0,0.0
872,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,31,1989,23.1,15.0,0.65,11.0,4.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
873,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,24,1996,23.0,15.0,0.65,11.0,0.0,0.0,2.0,1.0,1.0,2.0,0.09,1.0,0.0,0.0,0.0,1.0,0.0
874,Fernandinho,br BRA,CC,Manchester City,eng Premier League,35,1985,13.2,31.0,2.35,26.0,0.0,3.0,0.0,0.0,2.0,3.0,0.23,2.0,0.0,0.0,0.0,0.0,1.0
875,Fernando,br BRA,CC,Sevilla,es La Liga,33,1987,28.3,37.0,1.31,34.0,1.0,2.0,0.0,0.0,0.0,9.0,0.32,8.0,0.0,1.0,0.0,0.0,0.0
876,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,26,1994,9.8,9.0,0.92,7.0,0.0,0.0,0.0,2.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
877,David Ferreiro,es ESP,"CC,DL",Huesca,es La Liga,32,1988,28.1,121.0,4.31,73.0,32.0,7.0,4.0,4.0,1.0,10.0,0.36,7.0,1.0,0.0,1.0,0.0,1.0
878,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,22,1998,13.2,27.0,2.04,24.0,2.0,0.0,0.0,0.0,1.0,3.0,0.23,2.0,1.0,0.0,0.0,0.0,0.0
879,Facundo Ferreyra,ar ARG,DL,Celta Vigo,es La Liga,29,1991,3.3,2.0,0.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,Jordan Ferri,fr FRA,CC,Montpellier,fr Ligue 1,28,1992,28.6,65.0,2.27,60.0,0.0,0.0,1.0,1.0,3.0,6.0,0.21,6.0,0.0,0.0,0.0,0.0,0.0
881,Marco Festa,it ITA,PO,Crotone,it Serie A,28,1992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,Fidel,es ESP,"CC,DF",Elche,es La Liga,30,1989,26.6,79.0,2.97,42.0,28.0,4.0,1.0,4.0,0.0,7.0,0.26,4.0,3.0,0.0,0.0,0.0,0.0
883,Sam Field,eng ENG,CC,West Brom,eng Premier League,22,1998,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884,Alfreð Finnbogason,is ISL,DL,Augsburg,de Bundesliga,31,1989,6.0,20.0,3.3,15.0,0.0,2.0,2.0,1.0,0.0,2.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0
885,Roberto Firmino,br BRA,DL,Liverpool,eng Premier League,28,1991,31.5,111.0,3.52,84.0,1.0,13.0,11.0,2.0,0.0,11.0,0.35,10.0,0.0,0.0,1.0,0.0,0.0
886,Junior Firpo,es ESP,"DF,CC",Barcelona,es La Liga,23,1996,3.2,8.0,2.49,7.0,0.0,0.0,0.0,1.0,0.0,2.0,0.62,2.0,0.0,0.0,0.0,0.0,0.0
887,John Fleck,sct SCO,CC,Sheffield Utd,eng Premier League,28,1991,28.6,72.0,2.52,51.0,15.0,2.0,2.0,2.0,0.0,3.0,0.1,2.0,1.0,0.0,0.0,0.0,0.0
888,Mark Flekken,nl NED,PO,Freiburg,de Bundesliga,27,1993,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,Florian Flick,de GER,CC,Schalke 04,de Bundesliga,20,2000,4.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0
890,Alexis Flips,fr FRA,"CC,DL",Reims,fr Ligue 1,20,2000,0.5,1.0,2.09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,Alessandro Florenzi,it ITA,DF,Paris S-G,fr Ligue 1,29,1991,17.1,28.0,1.64,21.0,4.0,0.0,2.0,0.0,1.0,2.0,0.12,1.0,1.0,0.0,0.0,0.0,0.0
892,Kingsley Fobi,gh GHA,DF,Granada,es La Liga,21,1998,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
