Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Duelos aéreos,Duelos aéreos,Duelos aéreos,Unnamed: 25_level_0
29,Emmanuel Agyemang-Badu,gh GHA,CC,Hellas Verona,it Serie A,28,1990,2.6,2,0,0,7,3,1,1,1,1,0,0,0,10,5,12,29.4,Partidos
30,Jean-Eudes Aholou,ci CIV,CC,Saint-Étienne,fr Ligue 1,25,1994,7.0,3,1,0,11,14,1,3,15,12,0,0,0,57,10,11,47.6,Partidos
31,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,23,1995,27.8,4,0,0,17,17,0,1,45,27,0,2,0,143,49,51,49.0,Partidos
32,Ola Aina,ng NGA,DF,Torino,it Serie A,22,1996,23.1,8,0,0,25,36,2,62,41,24,0,0,0,130,28,26,51.9,Partidos
33,Youssef Aït Bennasser,ma MAR,CC,Bordeaux,fr Ligue 1,23,1996,6.0,1,0,0,10,3,0,2,4,8,0,0,0,43,5,5,50.0,Partidos
34,Rayan Aït Nouri,dz ALG,DF,Angers,fr Ligue 1,18,2001,14.2,3,0,0,12,12,0,43,18,22,0,0,0,99,17,6,73.9,Partidos
35,Albian Ajeti,ch SUI,DL,West Ham,eng Premier League,22,1997,1.5,0,0,0,6,0,2,0,0,0,0,0,0,2,1,10,9.1,Partidos
36,Ludovic Ajorque,fr FRA,DL,Strasbourg,fr Ligue 1,25,1994,22.9,3,0,0,38,21,4,13,2,10,1,1,0,43,114,78,59.4,Partidos
37,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,24,1995,25.7,2,0,0,11,23,0,2,30,21,0,0,1,119,31,33,48.4,Partidos
38,Marley Aké,fr FRA,"DL,CC",Marseille,fr Ligue 1,18,2001,1.1,1,0,0,3,3,0,1,1,2,0,0,0,4,0,3,0.0,Partidos
39,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,24,1995,27.8,2,0,0,9,13,3,5,36,21,0,0,0,140,60,61,49.6,Partidos
40,Chadrac Akolo,cd COD,"DL,CC",Amiens,fr Ligue 1,24,1995,6.0,1,0,0,9,8,2,6,5,8,0,0,0,36,4,10,28.6,Partidos
41,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,24,1995,12.7,2,0,0,8,13,1,3,13,16,0,1,1,72,21,27,43.8,Partidos
42,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,27,1992,27.8,0,0,0,10,7,1,29,29,17,0,0,0,213,21,29,42.0,Partidos
43,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,21,1998,15.6,3,0,0,14,27,1,29,23,26,0,1,1,74,10,16,38.5,Partidos
44,Lucas Alario,ar ARG,DL,Leverkusen,de Bundesliga,26,1992,13.0,6,0,0,23,13,19,4,1,3,0,0,0,24,42,53,44.2,Partidos
45,Jordi Alba,es ESP,DF,Barcelona,es La Liga,30,1989,24.3,7,0,0,18,18,5,65,37,13,0,0,0,129,6,15,28.6,Partidos
46,Luis Alberto,es ESP,CC,Lazio,it Serie A,26,1992,34.6,5,0,0,20,38,0,177,21,30,0,0,0,217,7,14,33.3,Partidos
47,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,33,1985,36.0,9,0,0,30,25,2,3,42,23,0,2,0,155,74,55,57.4,Partidos
48,Marc Albrighton,eng ENG,"CC,DF",Leicester City,eng Premier League,29,1989,9.6,2,0,0,7,11,1,69,10,17,0,1,0,67,3,7,30.0,Partidos
49,Paco Alcácer,es ESP,DL,Villarreal,es La Liga,25,1993,10.3,1,0,0,4,11,13,1,2,3,1,0,0,25,6,22,21.4,Partidos
50,Paco Alcácer,es ESP,DL,Dortmund,de Bundesliga,25,1993,5.9,0,0,0,2,3,7,1,2,2,0,0,0,4,3,15,16.7,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
51,Thiago Alcántara,es ESP,CC,Bayern Munich,de Bundesliga,28,1991,19.7,7,0,0,24,13,0,7,45,26,0,0,0,195,35,37,48.6,Partidos
52,Rubén Alcaraz,es ESP,CC,Valladolid,es La Liga,28,1991,21.4,10,0,0,37,58,0,26,15,30,0,2,0,178,49,52,48.5,Partidos
53,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,30,1989,32.9,7,0,0,18,4,1,9,31,29,0,0,1,154,73,73,50.0,Partidos
54,Haitam Aleesami,no NOR,DF,Amiens,fr Ligue 1,28,1991,21.3,4,0,0,31,9,1,44,34,16,0,0,0,117,39,19,67.2,Partidos
55,Álex Alegría,es ESP,DL,Mallorca,es La Liga,26,1992,1.2,0,0,0,5,4,1,1,0,0,0,0,0,4,9,10,47.4,Partidos
56,Carles Aleñá,es ESP,CC,Barcelona,es La Liga,21,1998,1.9,0,0,0,3,2,0,4,0,1,0,0,0,10,1,4,20.0,Partidos
57,Carles Aleñá,es ESP,"CC,DL",Betis,es La Liga,21,1998,8.2,1,0,0,9,19,3,3,1,9,0,0,0,27,2,11,15.4,Partidos
58,Rúnar Alex Rúnarsson,is ISL,PO,Dijon,fr Ligue 1,24,1995,10.0,0,0,0,0,2,0,0,0,0,0,0,0,9,6,0,100.0,Partidos
59,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,20,1998,35.3,5,0,0,22,9,3,382,45,34,0,0,0,221,15,30,33.3,Partidos
60,Enrico Alfonso,it ITA,PO,Brescia,it Serie A,31,1988,3.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Partidos
61,Rachid Alioui,ma MAR,DL,Angers,fr Ligue 1,27,1992,17.4,1,0,0,24,34,5,15,2,5,0,0,0,40,43,63,40.6,Partidos
62,Alisson,br BRA,PO,Liverpool,eng Premier League,26,1992,28.3,0,1,0,1,1,0,0,1,0,0,0,0,63,6,0,100.0,Partidos
63,Allan,br BRA,CC,Napoli,it Serie A,28,1991,14.2,3,0,0,30,24,0,13,16,27,0,0,0,87,9,7,56.3,Partidos
64,Dele Alli,eng ENG,"CC,DL",Tottenham,eng Premier League,23,1996,20.5,2,0,0,12,33,6,7,17,16,0,0,0,103,19,37,33.9,Partidos
65,Miguel Almirón,py PAR,"CC,DL",Newcastle Utd,eng Premier League,25,1994,33.6,5,0,0,30,59,24,41,31,39,0,0,0,189,9,28,24.3,Partidos
66,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,28,1990,15.9,4,0,0,16,15,2,66,20,16,1,0,0,96,42,29,59.2,Partidos
67,Mickaël Alphonse,gp GLP,DF,Dijon,fr Ligue 1,30,1989,15.3,2,0,0,16,13,1,31,17,25,0,0,1,70,36,10,78.3,Partidos
68,Sergio Álvarez,es ESP,"CC,DF",Eibar,es La Liga,27,1992,12.7,6,0,0,24,7,0,2,17,22,0,1,0,70,24,35,40.7,Partidos
69,Sergio Álvarez,es ESP,PO,Celta Vigo,es La Liga,32,1986,2.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Partidos
70,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,24,1995,31.2,2,0,0,18,32,1,12,62,19,0,1,0,167,104,69,60.1,Partidos
71,Bruno Alves,pt POR,DF,Parma,it Serie A,37,1981,29.7,4,0,0,24,12,1,13,25,11,0,2,0,116,84,21,80.0,Partidos
72,Steven Alzate,co COL,"CC,DF",Brighton,eng Premier League,20,1998,13.2,1,0,0,17,18,3,8,14,19,0,0,0,75,9,16,36.0,Partidos
73,Ibrahim Amadou,fr FRA,"DF,CC",Norwich City,eng Premier League,26,1993,8.4,1,0,0,8,2,0,1,16,11,0,1,0,39,16,12,57.1,Partidos
74,Ibrahim Amadou,fr FRA,CC,Leganés,es La Liga,26,1993,8.6,2,0,0,15,6,0,5,12,9,0,0,0,42,19,14,57.6,Partidos
75,Romain Amalfitano,fr FRA,CC,Dijon,fr Ligue 1,29,1989,18.8,5,0,0,26,43,0,25,36,27,0,0,0,107,8,14,36.4,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
76,Amath,sn SEN,CC,Getafe,es La Liga,23,1996,0.7,0,0,0,3,4,0,0,0,1,0,0,0,4,1,0,100.0,Partidos
77,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,25,1994,24.0,9,0,0,41,19,1,31,56,29,0,2,0,126,63,23,73.3,Partidos
78,Thierry Ambrose,gp GLP,DL,Metz,fr Ligue 1,22,1997,6.1,1,0,0,7,9,1,15,3,5,0,0,0,32,23,18,56.1,Partidos
79,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,21,1998,18.1,3,0,0,23,8,0,12,18,21,0,1,0,84,21,21,50.0,Partidos
80,Nadiem Amiri,de GER,"CC,DL",Leverkusen,de Bundesliga,22,1996,20.6,3,0,0,27,39,3,114,14,16,1,0,0,140,9,17,34.6,Partidos
81,Ethan Ampadu,wls WAL,DF,RB Leipzig,de Bundesliga,18,2000,0.9,0,0,0,0,0,0,0,1,4,0,0,0,3,1,0,100.0,Partidos
82,Opoku Ampomah,gh GHA,"DL,CC",Düsseldorf,de Bundesliga,23,1996,5.6,1,0,0,16,5,8,14,4,4,0,0,0,27,3,9,25.0,Partidos
83,Sofyan Amrabat,ma MAR,CC,Hellas Verona,it Serie A,22,1996,32.4,10,2,0,63,60,0,25,31,36,1,0,0,219,20,42,32.3,Partidos
84,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,23,1996,17.0,3,0,0,17,3,0,1,10,9,0,1,0,84,50,22,69.4,Partidos
85,Djavan Anderson,nl NED,"DL,DF",Lazio,it Serie A,24,1995,1.9,1,0,0,4,1,0,2,3,0,0,0,0,12,1,2,33.3,Partidos
86,Felipe Anderson,br BRA,"CC,DL",West Ham,eng Premier League,26,1993,16.6,1,0,0,17,24,2,34,22,32,0,0,0,112,6,19,24.0,Partidos
87,Sebastian Andersson,se SWE,DL,Union Berlin,de Bundesliga,28,1991,29.8,5,0,0,62,40,21,31,5,10,0,0,0,89,243,207,54.0,Partidos
88,Florin Andone,ro ROU,DL,Brighton,eng Premier League,26,1993,0.8,0,1,0,2,3,0,0,0,1,0,0,0,6,4,1,80.0,Partidos
89,Benjamin André,fr FRA,CC,Lille,fr Ligue 1,28,1990,22.8,6,0,0,55,37,0,12,59,44,0,0,0,178,80,48,62.5,Partidos
90,Lorenzo Andrenacci,it ITA,PO,Brescia,it Serie A,24,1995,5.9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,100.0,Partidos
91,Robert Andrich,de GER,CC,Union Berlin,de Bundesliga,24,1994,28.6,13,1,1,65,37,0,39,47,27,1,0,0,189,46,33,58.2,Partidos
92,Victorien Angban,ci CIV,CC,Metz,fr Ligue 1,22,1996,11.4,0,0,0,18,26,0,3,8,18,0,0,0,87,8,9,47.1,Partidos
93,Miguel Ángel Guerrero,es ESP,DL,Leganés,es La Liga,29,1990,8.8,0,0,0,16,8,3,4,2,0,0,0,0,13,23,42,35.4,Partidos
94,José Ángel,es ESP,DF,Eibar,es La Liga,29,1989,26.2,4,0,0,21,13,0,148,33,31,0,1,0,181,50,29,63.3,Partidos
95,Miguel Ángel Moyá,es ESP,PO,Real Sociedad,es La Liga,35,1984,13.0,0,0,0,0,1,0,0,1,0,0,0,0,26,2,0,100.0,Partidos
96,Angeliño,es ESP,DF,Manchester City,eng Premier League,22,1997,4.7,1,0,0,2,2,0,43,9,2,0,0,0,29,6,7,46.2,Partidos
97,Angeliño,es ESP,"DF,DL",RB Leipzig,de Bundesliga,22,1997,12.2,2,0,0,12,16,3,80,19,9,0,0,0,73,7,21,25.0,Partidos
98,Faustino Anjorin,eng ENG,DL,Chelsea,eng Premier League,17,2001,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Partidos
99,Peter Ankersen,dk DEN,DF,Genoa,it Serie A,28,1990,11.8,2,0,0,9,12,1,22,9,4,0,0,0,57,8,4,66.7,Partidos
100,Cristian Ansaldi,ar ARG,"DF,CC",Torino,it Serie A,32,1986,19.6,9,0,0,28,30,4,141,14,25,0,0,0,109,9,18,33.3,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
101,Janis Antiste,fr FRA,CC,Toulouse,fr Ligue 1,16,2002,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Partidos
102,Michail Antonio,jm JAM,DL,West Ham,eng Premier League,29,1990,19.6,3,0,0,41,35,11,48,9,9,0,0,0,62,88,108,44.9,Partidos
103,Antoñito,es ESP,"DF,CC",Valladolid,es La Liga,31,1987,11.4,1,0,0,18,7,1,36,15,18,0,0,0,58,7,4,63.6,Partidos
104,Mirko Antonucci,it ITA,"DL,CC",Roma,it Serie A,20,1999,0.9,1,0,0,2,1,0,0,2,3,0,0,0,5,0,0,,Partidos
105,Vitorino Antunes,pt POR,CC,Getafe,es La Liga,32,1987,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Partidos
106,Christopher Antwi-Adjei,gh GHA,"CC,DL",Paderborn 07,de Bundesliga,25,1994,27.4,2,0,0,17,39,4,69,15,16,0,0,0,132,22,39,36.1,Partidos
107,Anuar,ma MAR,"CC,DL",Valladolid,es La Liga,24,1995,2.1,1,0,0,3,5,0,1,5,2,0,0,0,16,3,7,30.0,Partidos
108,Houssem Aouar,dz ALG,"CC,DL",Lyon,fr Ligue 1,21,1998,21.7,3,0,0,24,42,2,24,13,12,0,0,0,120,17,12,58.6,Partidos
109,Adil Aouchiche,fr FRA,CC,Paris S-G,fr Ligue 1,17,2002,0.7,0,0,0,1,0,0,0,0,2,0,0,0,5,0,0,,Partidos
110,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,17.8,2,0,0,26,7,0,32,23,35,0,0,0,100,19,17,52.8,Partidos
111,Mauro Arambarri,uy URU,CC,Getafe,es La Liga,23,1995,34.1,11,1,1,79,63,0,45,43,33,0,0,0,201,71,69,50.7,Partidos
112,Guilherme Arana,br BRA,DF,Atalanta,it Serie A,22,1997,0.9,0,0,0,2,4,0,4,2,4,0,0,0,7,0,0,,Partidos
113,Charles Aránguiz,cl CHI,CC,Leverkusen,de Bundesliga,30,1989,23.5,2,0,0,15,44,0,13,22,37,0,0,0,204,14,22,38.9,Partidos
114,Luiz Araújo,br BRA,"DL,CC",Lille,fr Ligue 1,23,1996,9.2,1,0,0,13,23,0,28,4,11,1,0,0,47,4,6,40.0,Partidos
115,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,32.1,10,0,0,27,9,0,0,52,27,0,0,0,151,83,44,65.4,Partidos
116,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,20,1999,2.6,0,1,0,2,1,0,0,0,2,0,0,0,10,6,5,54.5,Partidos
117,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,22.3,5,0,0,22,12,0,30,29,20,0,0,0,173,56,33,62.9,Partidos
118,Alphonse Areola,fr FRA,PO,Real Madrid,es La Liga,26,1993,4.0,1,0,0,1,0,0,0,0,0,0,1,0,9,1,0,100.0,Partidos
119,Alphonse Areola,fr FRA,PO,Paris S-G,fr Ligue 1,26,1993,3.0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,,Partidos
120,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,12.0,1,0,0,8,16,1,24,19,24,0,0,0,60,21,20,51.2,Partidos
121,Nicolò Armini,it ITA,DF,Lazio,it Serie A,18,2001,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,Partidos
122,Stuart Armstrong,sct SCO,CC,Southampton,eng Premier League,27,1992,19.1,4,0,0,25,20,4,23,11,19,0,0,0,106,13,29,31.0,Partidos
123,José Arnaiz,es ESP,"DL,CC",Osasuna,es La Liga,24,1995,8.8,2,0,0,11,17,5,7,5,2,0,0,0,31,9,18,33.3,Partidos
124,José Arnaiz,es ESP,CC,Leganés,es La Liga,24,1995,3.7,2,0,0,9,7,1,12,2,0,0,0,0,21,1,5,16.7,Partidos
125,Maximilian Arnold,de GER,CC,Wolfsburg,de Bundesliga,25,1994,31.3,8,0,0,52,69,0,166,25,24,0,0,0,213,25,24,51.0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
126,Kepa Arrizabalaga,es ESP,PO,Chelsea,eng Premier League,24,1994,33.0,0,0,0,0,5,0,0,1,1,0,0,0,35,5,0,100.0,Partidos
127,Kwadwo Asamoah,gh GHA,"DF,DL",Inter,it Serie A,30,1988,7.1,1,0,0,6,6,2,18,9,8,0,0,0,42,4,3,57.1,Partidos
128,Santiago Ascacíbar,ar ARG,CC,Hertha BSC,de Bundesliga,22,1997,7.0,2,0,0,11,5,0,2,16,13,0,0,0,46,7,11,38.9,Partidos
129,Sergio Asenjo,es ESP,PO,Villarreal,es La Liga,30,1989,34.0,2,0,0,2,6,0,0,1,0,0,1,0,39,6,0,100.0,Partidos
130,Marco Asensio,es ESP,DL,Real Madrid,es La Liga,23,1996,3.7,0,0,0,2,4,1,11,1,3,0,0,0,16,2,4,33.3,Partidos
131,Kristoffer Askildsen,no NOR,CC,Sampdoria,it Serie A,18,2001,0.8,2,1,1,4,0,0,0,1,1,0,0,0,3,0,2,0.0,Partidos
132,Iago Aspas,es ESP,DL,Celta Vigo,es La Liga,31,1987,36.2,9,0,0,25,66,20,26,22,19,2,0,0,108,29,58,33.3,Partidos
133,Roger Assalé,ci CIV,"DL,CC",Leganés,es La Liga,25,1993,5.9,1,0,0,8,11,7,6,0,2,3,0,0,16,3,9,25.0,Partidos
134,Youcef Atal,dz ALG,"DL,DF",Nice,fr Ligue 1,23,1996,11.1,5,0,0,15,25,4,30,24,11,1,1,0,46,16,9,64.0,Partidos
135,Miguel Atienza,es ESP,CC,Eibar,es La Liga,20,1999,0.3,0,0,0,2,1,0,0,2,1,0,0,0,2,2,1,66.7,Partidos
136,Christian Atsu,gh GHA,"CC,DL",Newcastle Utd,eng Premier League,27,1992,8.3,2,0,0,11,10,4,17,5,8,0,0,0,42,6,14,30.0,Partidos
137,Pierre-Emerick Aubameyang,ga GAB,DL,Arsenal,eng Premier League,30,1989,34.8,3,1,0,14,20,20,89,14,19,0,0,0,92,33,58,36.3,Partidos
138,Emil Audero,it ITA,PO,Sampdoria,it Serie A,22,1997,36.0,1,0,0,0,5,0,0,0,1,0,0,1,32,4,1,80.0,Partidos
139,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,12.6,2,0,0,6,4,1,82,15,9,0,0,0,87,13,5,72.2,Partidos
140,Jean-Kévin Augustin,fr FRA,DL,Monaco,fr Ligue 1,22,1997,3.0,0,0,0,2,7,4,0,3,0,1,0,0,11,0,8,0.0,Partidos
141,Ludwig Augustinsson,se SWE,"DF,CC",Werder Bremen,de Bundesliga,25,1994,10.3,2,0,0,18,12,1,57,10,12,0,0,0,41,16,15,51.6,Partidos
142,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,30.0,4,1,1,41,22,6,137,47,69,0,2,1,165,70,64,52.2,Partidos
143,Mathias Autret,fr FRA,"CC,DL",Brest,fr Ligue 1,28,1991,13.6,3,0,0,14,6,0,71,10,17,0,0,0,62,4,18,18.2,Partidos
144,Ezequiel Ávila,ar ARG,DL,Osasuna,es La Liga,25,1994,17.7,6,0,0,45,43,24,23,3,12,1,0,0,52,56,93,37.6,Partidos
145,Javier Avilés,es ESP,"CC,DL",Leganés,es La Liga,21,1997,2.0,1,0,0,5,2,2,17,3,7,0,0,0,12,2,4,33.3,Partidos
146,Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,10,0,0,22,14,2,8,28,22,0,0,0,105,42,54,43.8,Partidos
147,Taiwo Awoniyi,ng NGA,"DL,CC",Mainz 05,de Bundesliga,21,1997,5.4,1,0,0,5,3,3,9,2,0,0,1,0,21,15,22,40.5,Partidos
148,Florian Ayé,fr FRA,"DL,CC",Brescia,it Serie A,22,1997,15.3,4,1,1,19,22,5,7,4,9,1,0,0,49,44,65,40.4,Partidos
149,Jordan Ayew,gh GHA,DL,Crystal Palace,eng Premier League,27,1991,35.0,6,0,0,59,105,9,25,15,30,0,0,0,147,77,169,31.3,Partidos
150,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,10,0,0,36,20,3,23,45,25,0,1,0,165,43,57,43.0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
151,Ramon Azeez,ng NGA,CC,Granada,es La Liga,26,1992,15.1,3,0,0,29,19,1,7,19,8,0,0,0,72,18,31,36.7,Partidos
152,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,1,0,0,40,15,3,121,67,56,0,0,0,172,92,62,59.7,Partidos
153,Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,1,0,0,10,15,1,26,17,15,0,1,0,81,22,17,56.4,Partidos
154,Iddrisu Baba,gh GHA,CC,Mallorca,es La Liga,23,1996,32.3,6,0,0,42,59,1,2,39,37,0,3,1,248,62,88,41.3,Partidos
