Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Duelos aéreos,Duelos aéreos,Duelos aéreos,Unnamed: 25_level_0
792,Beñat Etxebarria,es ESP,CC,Athletic Club,es La Liga,32,1987,4.4,0,0,0,2,2,0,20,4,1,0,0,0,25,4,5,44.4,Partidos
793,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,31,1987,16.1,7,0,0,16,12,0,0,17,11,0,0,0,58,49,37,57.0,Partidos
794,Antony Evans,eng ENG,"CC,DF",Paderborn 07,de Bundesliga,20,1998,1.7,0,0,0,5,1,0,16,2,4,0,0,0,8,2,2,50.0,Partidos
795,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,31,1988,37.6,8,1,0,35,27,2,8,57,34,1,1,1,230,126,70,64.3,Partidos
796,Edu Expósito,es ESP,CC,Eibar,es La Liga,22,1996,25.7,3,0,0,29,18,0,19,31,28,0,0,0,191,42,62,40.4,Partidos
797,Valentin Eysseric,fr FRA,"CC,DL",Hellas Verona,it Serie A,27,1992,3.9,3,0,0,11,3,1,14,1,4,0,0,0,16,8,7,53.3,Partidos
798,Valentin Eysseric,fr FRA,"DL,CC",Fiorentina,it Serie A,27,1992,0.5,0,0,0,3,0,0,4,0,0,0,0,0,3,1,2,33.3,Partidos
799,Łukasz Fabiański,pl POL,PO,West Ham,eng Premier League,34,1985,23.5,1,0,0,1,2,0,0,1,2,0,1,0,12,11,0,100.0,Partidos
800,Fabinho,br BRA,CC,Liverpool,eng Premier League,25,1993,23.1,6,0,0,32,20,0,9,34,35,0,0,0,157,41,28,59.4,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
801,Fábio,br BRA,DF,Nantes,fr Ligue 1,29,1990,9.3,4,0,0,12,3,0,20,18,22,0,0,0,52,15,19,44.1,Partidos
802,Cesc Fàbregas,es ESP,CC,Monaco,fr Ligue 1,32,1987,10.3,1,1,0,11,8,1,30,7,4,0,0,0,48,15,5,75.0,Partidos
803,Fabricio,es ESP,PO,Mallorca,es La Liga,31,1987,1.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,Partidos
804,Ralf Fährmann,de GER,PO,Norwich City,eng Premier League,30,1988,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Partidos
805,Fayçal Fajr,ma MAR,CC,Getafe,es La Liga,30,1988,4.5,2,0,0,3,5,0,32,4,1,0,0,0,19,9,11,45.0,Partidos
806,Luca Falbo,it ITA,DF,Lazio,it Serie A,19,2000,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Partidos
807,Filippo Falco,it ITA,"DL,CC",Lecce,it Serie A,27,1992,22.4,0,0,0,13,84,7,127,2,7,0,0,0,90,4,17,19.0,Partidos
808,Eliseo Falcon,es ESP,DF,Levante,es La Liga,22,1997,0.8,2,1,1,2,0,0,0,0,0,0,0,0,2,1,0,100.0,Partidos
809,Wladimiro Falcone,it ITA,PO,Sampdoria,it Serie A,24,1995,2.0,1,0,0,1,0,0,0,0,0,0,1,0,5,0,0,,Partidos
810,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,27,1992,1.0,0,0,0,0,1,0,0,3,0,0,0,0,11,4,1,80.0,Partidos
811,Iago Falque,es ESP,"DL,CC",Torino,it Serie A,29,1990,1.1,0,0,0,1,0,0,4,0,0,0,0,0,7,0,1,0.0,Partidos
812,Iago Falque,es ESP,CC,Genoa,it Serie A,29,1990,5.8,0,0,0,3,2,3,31,1,3,0,0,0,21,3,7,30.0,Partidos
813,Akin Famewo,eng ENG,CC,Norwich City,eng Premier League,20,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Partidos
814,Andri Fannar Baldursson,is ISL,CC,Bologna,it Serie A,17,2002,1.6,0,0,0,4,2,0,2,1,0,0,0,0,8,3,1,75.0,Partidos
815,Paolo Faragò,it ITA,"DF,CC",Cagliari,it Serie A,26,1993,14.9,3,0,0,21,15,0,44,10,28,0,0,1,88,29,24,54.7,Partidos
816,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,27,1991,35.9,6,0,0,31,40,4,130,36,37,0,1,0,242,34,48,41.5,Partidos
817,Mohamed Fares,dz ALG,"DF,CC",SPAL,it Serie A,23,1996,4.7,2,0,0,10,8,0,19,5,4,0,0,0,15,6,6,50.0,Partidos
818,Diego Farias,br BRA,"CC,DL",Lecce,it Serie A,29,1990,9.2,3,1,0,17,16,1,24,4,6,1,0,0,38,2,6,25.0,Partidos
819,Ansu Fati,es ESP,DL,Barcelona,es La Liga,16,2002,11.4,2,1,0,19,19,4,21,8,8,0,0,0,41,6,11,35.3,Partidos
820,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,32,1987,22.0,1,0,0,17,15,2,80,33,22,0,0,0,118,18,24,42.9,Partidos
821,Andrea Favilli,it ITA,DL,Genoa,it Serie A,22,1997,7.3,4,0,0,28,17,4,1,0,7,1,0,0,21,29,34,46.0,Partidos
822,Federico Fazio,ar ARG,DF,Roma,it Serie A,32,1987,13.5,2,1,0,11,7,1,2,19,11,0,0,0,70,33,22,60.0,Partidos
823,Aleix Febas,es ESP,"CC,DL",Mallorca,es La Liga,23,1996,18.8,4,0,0,19,48,0,3,17,24,1,0,0,92,4,15,21.1,Partidos
824,Zouhair Feddal,ma MAR,DF,Betis,es La Liga,30,1989,15.9,10,2,0,23,9,0,0,23,13,0,0,0,67,45,29,60.8,Partidos
825,Ljubomir Fejsa,rs SRB,CC,Alavés,es La Liga,30,1988,8.7,2,0,0,24,7,0,0,6,13,0,1,0,54,18,11,62.1,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
826,Nabil Fekir,fr FRA,"CC,DL",Betis,es La Liga,26,1993,29.3,10,2,2,69,113,14,51,10,26,5,0,0,121,29,41,41.4,Partidos
827,Felipe,br BRA,DF,Atlético Madrid,es La Liga,30,1989,23.4,7,0,0,30,14,1,1,40,19,0,1,0,99,92,32,74.2,Partidos
828,Luiz Felipe,it ITA,DF,Lazio,it Serie A,22,1997,22.5,6,0,0,18,15,2,6,41,24,0,1,0,98,22,29,43.1,Partidos
829,Lucas Felippe,br BRA,"CC,DF",Hellas Verona,it Serie A,19,2000,0.3,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,,Partidos
830,João Félix,pt POR,"DL,CC",Atlético Madrid,es La Liga,19,1999,19.4,6,0,0,33,39,6,18,10,3,1,0,0,58,17,45,27.4,Partidos
831,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,21,1997,21.8,3,0,0,14,15,1,0,36,26,0,0,0,123,79,46,63.2,Partidos
832,Kiko Femenía,es ESP,DF,Watford,eng Premier League,28,1991,24.9,5,0,0,26,12,1,69,36,38,1,0,0,150,13,13,50.0,Partidos
833,Zinedine Ferhat,dz ALG,"DL,CC",Nîmes,fr Ligue 1,26,1993,25.0,1,0,0,17,54,8,165,16,16,0,0,0,114,68,45,60.2,Partidos
834,Bruno Fernandes,pt POR,CC,Manchester Utd,eng Premier League,24,1994,13.2,2,0,0,9,14,2,75,11,12,2,0,0,67,3,11,21.4,Partidos
835,Edimilson Fernandes,ch SUI,"CC,DF",Mainz 05,de Bundesliga,23,1996,16.5,7,1,1,19,5,0,15,32,20,0,0,0,113,15,14,51.7,Partidos
836,Gedson Fernandes,pt POR,"CC,DF",Tottenham,eng Premier League,20,1999,0.8,0,0,0,0,2,0,7,1,0,0,0,0,7,0,1,0.0,Partidos
837,Gelson Fernandes,ch SUI,CC,Eint Frankfurt,de Bundesliga,32,1986,8.6,5,1,1,25,2,0,2,16,18,0,0,0,56,14,22,38.9,Partidos
838,Matheus Fernandes,br BRA,"CC,DL",Valladolid,es La Liga,21,1998,1.8,0,0,0,2,1,0,0,2,2,0,0,0,11,6,9,40.0,Partidos
839,Aitor Fernández,es ESP,PO,Levante,es La Liga,28,1991,36.0,2,0,0,1,4,0,0,2,1,0,1,0,45,10,1,90.9,Partidos
840,Andrés Fernández,es ESP,PO,Villarreal,es La Liga,32,1986,4.0,1,0,0,1,1,0,0,0,0,0,1,0,14,3,0,100.0,Partidos
841,Carlos Fernández,es ESP,"DL,CC",Granada,es La Liga,23,1996,24.5,8,0,0,60,45,8,12,11,15,2,0,0,74,97,146,39.9,Partidos
842,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,30,1989,29.1,8,0,0,17,20,2,29,24,25,0,0,1,128,60,51,54.1,Partidos
843,Gabriel Fernández,uy URU,"DL,CC",Celta Vigo,es La Liga,25,1994,6.2,5,1,1,17,8,7,2,2,0,0,0,0,14,22,30,42.3,Partidos
844,Joaquín Fernández,es ESP,"CC,DF",Valladolid,es La Liga,23,1996,18.4,9,0,0,32,8,5,0,32,24,0,0,0,77,54,35,60.7,Partidos
845,Fernandinho,br BRA,DF,Manchester City,eng Premier League,34,1985,26.6,9,2,1,26,17,1,4,25,35,0,1,1,148,74,47,61.2,Partidos
846,Fernando,br BRA,CC,Sevilla,es La Liga,32,1987,29.5,13,0,0,39,22,2,2,67,33,0,0,0,187,76,60,55.9,Partidos
847,Juan Ferney Otero,co COL,"DL,CC",Amiens,fr Ligue 1,24,1995,13.4,0,1,0,19,18,6,36,19,10,1,0,0,59,34,46,42.5,Partidos
848,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1994,11.2,4,0,0,16,13,0,1,12,13,0,0,0,69,14,13,51.9,Partidos
849,Facundo Ferreyra,ar ARG,"DL,CC",Espanyol,es La Liga,28,1991,6.4,2,0,0,25,8,5,3,2,4,0,0,0,17,23,34,40.4,Partidos
850,Jordan Ferri,fr FRA,CC,Montpellier,fr Ligue 1,27,1992,12.8,1,1,0,21,29,0,30,10,13,0,0,0,104,10,10,50.0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
851,Oliver Fink,de GER,"CC,DL",Düsseldorf,de Bundesliga,37,1982,7.5,2,0,0,13,16,0,8,15,12,1,0,0,55,44,39,53.0,Partidos
852,Alfreð Finnbogason,is ISL,DL,Augsburg,de Bundesliga,30,1989,10.7,1,0,0,14,10,6,1,3,6,0,0,0,31,17,37,31.5,Partidos
853,Roberto Firmino,br BRA,DL,Liverpool,eng Premier League,27,1991,33.2,0,0,0,29,16,6,9,7,19,0,0,0,136,26,74,26.0,Partidos
854,Junior Firpo,es ESP,DF,Barcelona,es La Liga,22,1996,11.3,5,0,0,35,16,2,8,17,15,0,0,0,36,11,12,47.8,Partidos
855,John Fleck,sct SCO,CC,Sheffield Utd,eng Premier League,27,1991,28.0,8,0,0,25,22,1,149,24,25,0,0,0,169,13,23,36.1,Partidos
856,Mark Flekken,nl NED,PO,Freiburg,de Bundesliga,26,1993,10.0,0,0,0,1,0,0,0,0,0,0,0,0,21,1,0,100.0,Partidos
857,Sergio Floccari,it ITA,DL,SPAL,it Serie A,37,1981,10.5,3,0,0,21,18,9,16,5,3,0,0,0,23,30,57,34.5,Partidos
858,Alessandro Florenzi,it ITA,"DF,DL",Roma,it Serie A,28,1991,11.1,5,0,0,11,12,2,29,16,11,0,0,0,68,12,14,46.2,Partidos
859,Alessandro Florenzi,it ITA,DF,Valencia,es La Liga,28,1991,8.4,1,1,0,7,5,0,31,14,9,0,0,0,45,4,7,36.4,Partidos
860,Phil Foden,eng ENG,"DL,CC",Manchester City,eng Premier League,19,2000,10.0,0,0,0,12,13,1,29,6,10,0,0,0,36,10,18,35.7,Partidos
861,Mamadou Fofana,ml MLI,"DF,CC",Metz,fr Ligue 1,21,1998,17.6,4,0,0,21,4,0,1,22,35,0,1,0,98,19,31,38.0,Partidos
862,Seko Fofana,ci CIV,CC,Udinese,it Serie A,24,1995,25.0,4,0,0,20,20,0,21,17,12,0,0,0,160,7,17,29.2,Partidos
863,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2000,13.5,4,0,0,14,15,0,2,36,15,0,0,0,86,62,24,72.1,Partidos
864,Youssouf Fofana,fr FRA,CC,Strasbourg,fr Ligue 1,20,1999,11.2,0,0,0,11,6,2,8,14,17,0,0,0,56,17,8,68.0,Partidos
865,Youssouf Fofana,fr FRA,CC,Monaco,fr Ligue 1,20,1999,6.8,1,0,0,12,7,1,6,8,9,0,0,0,49,8,8,50.0,Partidos
866,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,24,1994,27.0,3,0,0,26,32,0,48,39,36,0,1,0,126,21,29,42.0,Partidos
867,Lamine Fomba,fr FRA,CC,Nîmes,fr Ligue 1,21,1998,15.3,5,0,0,43,8,0,6,25,31,0,0,0,102,40,41,49.4,Partidos
868,José Fonte,pt POR,DF,Lille,fr Ligue 1,35,1983,24.5,4,0,0,18,14,0,3,28,11,0,2,0,131,64,41,61.0,Partidos
869,Pablo Fornals,es ESP,"CC,DL",West Ham,eng Premier League,23,1996,24.1,3,0,0,18,16,7,61,25,28,0,0,0,155,10,48,17.2,Partidos
870,Emil Forsberg,se SWE,CC,RB Leipzig,de Bundesliga,27,1991,12.7,1,0,0,12,19,2,24,5,10,0,0,0,63,9,16,36.0,Partidos
871,Hernâni Fortes,pt POR,"CC,DL",Levante,es La Liga,27,1991,7.3,3,1,1,5,17,5,47,4,2,0,0,0,37,1,9,10.0,Partidos
872,Ben Foster,eng ENG,PO,Watford,eng Premier League,36,1983,38.0,1,0,0,2,4,0,0,0,0,0,2,0,54,9,0,100.0,Partidos
873,Lyle Foster,za RSA,DL,Monaco,fr Ligue 1,18,2000,0.7,0,0,0,1,0,1,0,0,0,0,0,0,2,2,1,66.7,Partidos
874,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,21,1998,1.5,1,0,0,5,0,1,2,4,1,0,0,0,7,1,2,33.3,Partidos
875,Dimitri Foulquier,fr FRA,"DF,CC",Watford,eng Premier League,26,1993,0.7,0,0,0,0,0,0,1,2,0,0,0,0,4,0,2,0.0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
876,Dimitri Foulquier,fr FRA,"DF,CC",Granada,es La Liga,26,1993,12.4,4,0,0,20,17,0,19,16,11,0,0,0,76,15,21,41.7,Partidos
877,Juan Foyth,ar ARG,DF,Tottenham,eng Premier League,21,1998,0.8,1,0,0,2,1,0,0,1,3,0,0,0,9,2,1,66.7,Partidos
878,Gianluca Frabotta,it ITA,DF,Juventus,it Serie A,20,1999,1.0,0,0,0,2,0,0,3,1,1,0,0,0,4,3,0,100.0,Partidos
879,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,23,1995,13.1,3,0,0,17,9,1,22,20,25,0,1,0,65,18,21,46.2,Partidos
880,Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,34,1985,10.8,5,1,1,7,1,0,16,20,9,0,0,0,62,48,32,60.0,Partidos
881,Mike Frantz,de GER,CC,Freiburg,de Bundesliga,32,1986,3.9,2,0,0,7,6,0,7,1,2,0,0,0,13,7,8,46.7,Partidos
882,Ryan Fraser,sct SCO,"CC,DL",Bournemouth,eng Premier League,25,1994,23.0,2,0,0,10,36,1,174,15,6,0,0,0,97,6,25,19.4,Partidos
883,Fred,br BRA,CC,Manchester Utd,eng Premier League,26,1993,24.0,8,0,0,42,36,1,63,38,32,0,0,0,234,9,19,32.1,Partidos
884,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,26,1992,24.9,7,0,0,25,21,0,59,24,56,0,0,0,113,35,36,49.3,Partidos
885,Kieron Freeman,wls WAL,DL,Sheffield Utd,eng Premier League,27,1992,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0,Partidos
886,Luke Freeman,eng ENG,CC,Sheffield Utd,eng Premier League,27,1992,4.1,2,0,0,6,5,0,15,10,4,0,0,0,20,4,6,40.0,Partidos
887,Remo Freuler,ch SUI,CC,Atalanta,it Serie A,27,1992,26.0,3,0,0,40,34,0,30,28,30,0,0,0,161,14,25,35.9,Partidos
888,Marco Friedl,at AUT,"DF,CC",Werder Bremen,de Bundesliga,21,1998,24.3,9,0,0,32,44,0,86,34,39,0,0,0,134,22,22,50.0,Partidos
889,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,23,1995,31.0,11,1,1,38,16,0,6,42,31,0,0,0,189,94,74,56.0,Partidos
890,Samúel Friðjónsson,is ISL,CC,Paderborn 07,de Bundesliga,23,1996,2.1,1,0,0,2,1,0,0,4,1,0,0,0,15,1,3,25.0,Partidos
891,Jorge de Frutos,es ESP,"CC,DF",Valladolid,es La Liga,22,1997,0.7,0,0,0,2,0,0,2,0,2,0,0,0,3,0,1,0.0,Partidos
892,Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,33,1986,8.6,0,0,0,2,0,1,16,17,9,0,0,0,45,19,18,51.4,Partidos
893,Angelo Fulgini,fr FRA,CC,Angers,fr Ligue 1,22,1996,17.5,3,1,1,28,56,1,60,19,18,0,0,0,101,19,25,43.2,Partidos
894,Niclas Füllkrug,de GER,DL,Werder Bremen,de Bundesliga,26,1993,4.5,2,0,0,10,10,3,2,3,2,0,0,0,9,30,28,51.7,Partidos
895,Ramiro Funes Mori,ar ARG,DF,Villarreal,es La Liga,28,1991,5.0,1,0,0,7,4,0,0,3,2,0,0,0,35,9,8,52.9,Partidos
896,Daniel Fuzato,br BRA,PO,Roma,it Serie A,22,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Partidos
897,Matteo Gabbia,it ITA,DF,Milan,it Serie A,19,1999,7.6,1,0,0,11,3,0,0,9,5,0,1,0,40,23,8,74.2,Partidos
898,Manolo Gabbiadini,it ITA,DL,Sampdoria,it Serie A,27,1991,22.6,2,0,0,30,38,15,71,10,7,1,0,0,51,40,55,42.1,Partidos
899,Gabriel,br BRA,PO,Lecce,it Serie A,26,1992,33.3,4,0,0,1,4,0,0,0,1,0,1,1,32,10,1,90.9,Partidos
900,Ruben Gabrielsen,no NOR,DF,Toulouse,fr Ligue 1,27,1992,7.3,0,1,0,5,5,0,0,8,2,0,0,0,37,24,10,70.6,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
901,Mijat Gaćinović,rs SRB,"CC,DL",Eint Frankfurt,de Bundesliga,24,1995,11.6,2,0,0,19,24,0,13,15,11,0,0,0,71,6,12,33.3,Partidos
902,Luca Gagliano,it ITA,DL,Cagliari,it Serie A,19,2000,0.6,0,0,0,3,1,0,0,1,0,0,0,0,2,1,4,20.0,Partidos
903,Roberto Gagliardini,it ITA,CC,Inter,it Serie A,25,1994,20.0,5,0,0,34,24,4,10,30,19,1,0,0,71,27,14,65.9,Partidos
904,Riccardo Gagliolo,se SWE,DF,Parma,it Serie A,29,1990,28.9,7,0,0,32,38,2,51,53,32,0,2,0,139,17,24,41.5,Partidos
905,Nicolás Gaitán,ar ARG,"CC,DL",Lille,fr Ligue 1,31,1988,0.6,0,0,0,3,0,0,1,0,0,0,0,0,4,2,2,50.0,Partidos
906,Marvin Gakpa,fr FRA,"CC,DL",Metz,fr Ligue 1,25,1993,5.2,0,0,0,5,2,0,24,5,6,0,0,0,33,1,6,14.3,Partidos
907,Enric Gallego,es ESP,DL,Osasuna,es La Liga,32,1986,9.8,5,1,0,35,9,10,4,4,5,0,0,0,24,87,80,52.1,Partidos
908,Enric Gallego,es ESP,DL,Getafe,es La Liga,32,1986,1.8,0,0,0,4,2,0,1,2,1,0,0,0,5,12,15,44.4,Partidos
909,Kévin Gameiro,fr FRA,DL,Valencia,es La Liga,32,1987,17.6,0,0,0,14,13,13,21,5,9,0,0,0,43,6,42,12.5,Partidos
910,Fran Gámez,es ESP,DF,Mallorca,es La Liga,28,1991,19.6,5,0,0,25,8,2,54,29,42,0,1,0,117,11,20,35.5,Partidos
911,Idrissa Gana Gueye,sn SEN,CC,Paris S-G,fr Ligue 1,29,1989,18.4,2,0,0,37,21,1,7,33,34,0,0,0,129,17,12,58.6,Partidos
912,Ignatius Ganago,cm CMR,"DL,CC",Nice,fr Ligue 1,20,1999,13.8,0,0,0,15,26,3,18,4,6,2,0,0,42,13,21,38.2,Partidos
913,Ezequiel Garay,ar ARG,DF,Valencia,es La Liga,32,1986,16.0,2,0,0,10,1,0,2,14,8,0,1,0,55,29,22,56.9,Partidos
914,Dani García,es ESP,CC,Athletic Club,es La Liga,29,1990,33.7,11,0,0,61,37,0,5,52,30,0,2,0,202,61,48,56.0,Partidos
915,David García,es ESP,DF,Osasuna,es La Liga,25,1994,31.0,7,0,0,52,14,0,1,48,16,0,0,0,150,161,51,75.9,Partidos
916,Eric García,es ESP,DF,Manchester City,eng Premier League,18,2001,8.8,1,0,0,9,2,0,1,18,1,0,0,0,38,11,19,36.7,Partidos
917,Javi García,es ESP,CC,Betis,es La Liga,32,1987,4.2,2,0,0,3,5,0,0,4,2,0,0,1,10,20,11,64.5,Partidos
918,Manu García,es ESP,CC,Alavés,es La Liga,33,1986,21.9,11,1,1,60,38,3,4,28,23,0,3,0,110,73,57,56.2,Partidos
919,Raúl García,es ESP,"DF,CC",Valladolid,es La Liga,30,1989,11.2,2,0,0,7,7,1,56,8,12,0,0,0,49,15,13,53.6,Partidos
920,Raúl García,es ESP,"CC,DL",Athletic Club,es La Liga,33,1986,31.9,11,0,0,77,60,18,34,24,37,2,0,0,94,205,148,58.1,Partidos
921,Raúl García,es ESP,DF,Getafe,es La Liga,30,1989,2.7,0,0,0,3,4,0,30,4,3,0,0,0,17,4,3,57.1,Partidos
922,Rubén García,es ESP,"CC,DL",Osasuna,es La Liga,26,1993,24.3,6,0,0,45,26,7,145,11,30,0,0,0,131,26,66,28.3,Partidos
923,Unai García,es ESP,DF,Osasuna,es La Liga,27,1992,6.0,0,0,0,4,3,0,3,8,6,0,0,0,31,22,17,56.4,Partidos
924,Víctor García,es ESP,"DL,CC",Valladolid,es La Liga,22,1997,1.0,0,0,0,0,0,0,2,0,0,0,0,0,7,1,2,33.3,Partidos
925,James Garner,eng ENG,CC,Manchester Utd,eng Premier League,18,2001,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
926,Manuel Garrido,es ESP,DL,Leganés,es La Liga,18,2000,1.3,1,0,0,4,0,0,0,1,0,0,0,0,2,8,6,57.1,Partidos
927,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,28,1990,21.8,2,0,0,34,11,0,28,26,20,0,0,0,70,41,44,48.2,Partidos
928,Daniele Gastaldello,it ITA,DF,Brescia,it Serie A,36,1983,4.3,1,0,0,2,4,0,3,5,5,0,1,0,15,7,9,43.8,Partidos
929,Dwight Gayle,eng ENG,DL,Newcastle Utd,eng Premier League,28,1990,9.4,2,0,0,6,13,2,3,2,10,0,0,0,17,21,49,30.0,Partidos
930,Paulo Gazzaniga,ar ARG,PO,Tottenham,eng Premier League,27,1992,17.9,1,0,0,1,2,0,0,1,0,0,1,0,16,4,1,80.0,Partidos
931,Jean-Philippe Gbamin,ci CIV,CC,Everton,eng Premier League,23,1995,1.5,0,0,0,2,2,0,0,1,3,0,0,0,8,3,2,60.0,Partidos
932,Yann Gboho,fr FRA,DL,Rennes,fr Ligue 1,18,2001,2.5,1,0,0,8,8,1,1,1,2,0,0,0,10,1,4,20.0,Partidos
933,David de Gea,es ESP,PO,Manchester Utd,eng Premier League,28,1990,38.0,2,0,0,0,6,0,0,0,0,0,0,0,35,7,0,100.0,Partidos
934,Theodor Gebre Selassie,cz CZE,"DF,CC",Werder Bremen,de Bundesliga,32,1986,27.0,2,0,0,25,21,2,37,63,27,1,0,0,94,59,46,56.2,Partidos
935,Dennis Geiger,de GER,CC,Hoffenheim,de Bundesliga,21,1998,12.6,3,0,0,26,15,1,55,6,5,0,0,0,68,8,14,36.4,Partidos
936,Jérémy Gélin,fr FRA,"DF,CC",Rennes,fr Ligue 1,22,1997,10.3,1,0,0,7,9,0,1,15,5,0,0,0,58,20,17,54.1,Partidos
937,Christian Gentner,de GER,CC,Union Berlin,de Bundesliga,33,1985,27.1,4,0,0,31,40,4,29,54,28,1,0,0,166,33,30,52.4,Partidos
938,Yannick Gerhardt,de GER,CC,Wolfsburg,de Bundesliga,25,1994,9.2,1,0,0,10,18,1,15,12,18,0,0,0,57,11,9,55.0,Partidos
939,Valère Germain,fr FRA,DL,Marseille,fr Ligue 1,29,1990,15.0,1,0,0,14,14,2,26,8,12,1,0,0,42,35,54,39.3,Partidos
940,Gervinho,ci CIV,DL,Parma,it Serie A,32,1987,25.2,3,0,0,10,13,18,13,5,6,0,0,0,67,0,5,0.0,Partidos
941,Anwar El Ghazi,nl NED,"DL,CC",Aston Villa,eng Premier League,24,1995,22.8,3,0,0,20,17,12,107,13,11,0,0,0,75,31,57,35.2,Partidos
942,Rachid Ghezzal,dz ALG,"CC,DL",Fiorentina,it Serie A,27,1992,9.2,5,0,0,22,16,1,32,11,15,1,0,0,53,9,8,52.9,Partidos
943,Andrea Ghezzi,it ITA,"DL,CC",Brescia,it Serie A,18,2001,0.4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0.0,Partidos
944,Paolo Ghiglione,it ITA,"DF,DL",Genoa,it Serie A,22,1997,19.1,4,0,0,24,19,3,114,9,16,0,0,0,97,10,11,47.6,Partidos
945,Andrea Ghion,it ITA,"DL,CC",Sassuolo,it Serie A,19,2000,0.5,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,,Partidos
946,Saman Ghoddos,ir IRN,DL,Amiens,fr Ligue 1,25,1993,2.6,1,0,0,7,1,1,16,2,2,0,0,0,14,2,1,66.7,Partidos
947,Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,28,1991,4.2,2,0,0,6,5,0,33,4,4,0,0,0,19,5,9,35.7,Partidos
948,Morgan Gibbs-White,eng ENG,"CC,DL",Wolves,eng Premier League,19,2000,1.4,0,0,0,2,1,0,2,2,0,0,0,0,6,4,2,66.7,Partidos
949,Niko Gießelmann,de GER,DF,Düsseldorf,de Bundesliga,27,1991,22.9,6,0,0,26,41,1,81,27,31,0,0,0,96,34,27,55.7,Partidos
950,Rafał Gikiewicz,pl POL,PO,Union Berlin,de Bundesliga,31,1987,33.0,0,0,0,2,6,0,0,2,0,0,2,0,38,10,0,100.0,Partidos
