Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Toques,Toques,Toques,Toques,Toques,Toques,Toques,Tomas,Tomas,Tomas,Tomas,Tomas,Transportes,Transportes,Transportes,Transportes,Transportes,Transportes,Transportes,Transportes,Recepción,Recepción,Unnamed: 31_level_0
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR,Partidos
364,Gleison Bremer,br BRA,DF,Torino,it Serie A,22,1997,25.2,1507,172,792,657,73,26,1507,21,15,71.4,6,28.6,803,3903,2098,16,7,1,17,8,828,3,Partidos
365,Marco Brescianini,it ITA,CC,Milan,it Serie A,19,2000,0.3,24,1,6,15,4,0,24,0,0,,0,,20,92,43,0,0,0,0,1,19,0,Partidos
366,Anthony Briançon,fr FRA,DF,Nîmes,fr Ligue 1,24,1994,19.3,1080,129,576,471,48,18,1080,6,4,66.7,2,33.3,550,2853,1633,15,12,0,3,1,594,2,Partidos
367,Jimmy Briand,fr FRA,DL,Bordeaux,fr Ligue 1,33,1985,16.9,486,17,54,261,171,49,485,14,4,28.6,10,71.4,248,825,231,9,5,5,42,11,333,73,Partidos
368,Yan Brice Eteki,cm CMR,CC,Granada,es La Liga,21,1997,16.7,565,28,133,337,101,3,565,30,18,60.0,12,40.0,293,1386,620,12,16,1,12,15,251,8,Partidos
369,Armando Broja,al ALB,DL,Chelsea,eng Premier League,17,2001,0.1,2,0,0,0,2,0,2,0,0,,0,,4,7,0,0,0,0,0,1,4,2,Partidos
370,Dylan Bronn,tn TUN,DF,Metz,fr Ligue 1,24,1995,9.0,395,59,227,164,6,3,395,3,2,66.7,1,33.3,169,756,388,0,0,0,2,1,238,0,Partidos
371,David Brooks,wls WAL,"CC,DL",Bournemouth,eng Premier League,22,1997,5.6,226,3,23,84,121,8,226,24,12,50.0,12,50.0,137,700,240,4,8,1,7,7,163,24,Partidos
372,John Brooks,us USA,DF,Wolfsburg,de Bundesliga,26,1993,24.7,1490,147,762,690,43,29,1490,4,3,75.0,1,25.0,813,4260,2482,14,1,1,12,2,829,6,Partidos
373,Daniel Brosinski,de GER,DF,Mainz 05,de Bundesliga,31,1988,19.0,1268,56,340,481,462,17,1267,18,8,44.4,10,55.6,511,2918,1747,43,35,8,17,3,548,88,Partidos
374,Josh Brownhill,eng ENG,CC,Burnley,eng Premier League,23,1995,8.9,422,30,105,215,104,9,422,8,7,87.5,1,12.5,183,704,233,2,10,0,10,4,241,15,Partidos
375,Marcelo Brozović,hr CRO,CC,Inter,it Serie A,26,1992,30.0,2481,90,540,1491,476,30,2481,35,27,77.1,8,22.9,1417,7625,3162,47,40,5,38,20,1772,40,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR,Partidos
376,Gastón Brugman,uy URU,CC,Parma,it Serie A,26,1992,16.2,839,60,260,454,137,4,839,14,9,64.3,5,35.7,445,2224,1263,19,18,3,7,9,469,12,Partidos
377,Jeffrey Bruma,nl NED,DF,Wolfsburg,de Bundesliga,27,1991,9.0,422,50,234,180,12,9,422,2,1,50.0,1,50.0,186,1050,463,2,0,0,4,1,209,0,Partidos
378,Jeffrey Bruma,nl NED,DF,Mainz 05,de Bundesliga,27,1991,7.5,399,53,207,184,11,7,399,2,2,100.0,0,0.0,212,1361,717,3,1,0,3,1,223,0,Partidos
379,Jacob Bruun Larsen,dk DEN,"DL,CC",Hoffenheim,de Bundesliga,20,1998,4.3,181,1,30,71,86,29,181,22,13,59.1,9,40.9,124,1038,479,19,7,13,12,5,125,31,Partidos
380,Jacob Bruun Larsen,dk DEN,DL,Dortmund,de Bundesliga,20,1998,0.8,37,0,3,13,23,7,37,2,1,50.0,1,50.0,26,170,62,2,1,0,4,0,31,8,Partidos
381,Lucas Buadés,fr FRA,"CC,DL",Nîmes,fr Ligue 1,21,1997,1.3,33,3,15,12,6,1,33,3,1,33.3,2,66.7,18,78,5,0,0,1,4,2,19,5,Partidos
382,Ante Budimir,hr CRO,DL,Mallorca,es La Liga,28,1991,30.7,919,30,77,452,391,126,917,47,20,42.6,27,57.4,486,2205,829,34,28,25,88,34,676,132,Partidos
383,Emi Buendía,ar ARG,"DL,CC",Norwich City,eng Premier League,22,1996,27.4,2023,61,354,965,745,52,2023,142,102,71.8,39,27.5,1302,6925,3605,68,80,15,82,80,1344,106,Partidos
384,Gianluigi Buffon,it ITA,PO,Juventus,it Serie A,41,1978,9.0,225,198,224,1,0,0,225,0,0,,0,,124,538,378,0,0,0,0,0,95,0,Partidos
385,Marius Bülter,de GER,"CC,DL",Union Berlin,de Bundesliga,26,1993,25.8,1006,24,188,432,408,69,1006,106,55,51.9,51,48.1,596,3959,1773,70,44,23,69,46,613,132,Partidos
386,Esteban Burgos,ar ARG,DF,Eibar,es La Liga,27,1992,12.4,520,71,261,253,11,6,520,5,4,80.0,1,20.0,216,1080,488,1,0,0,3,0,215,1,Partidos
387,Guido Burgstaller,at AUT,DL,Schalke 04,de Bundesliga,30,1989,13.7,454,12,21,194,241,64,454,23,12,52.2,11,47.8,243,1032,349,16,11,6,44,31,321,93,Partidos
388,Burgui,es ESP,CC,Alavés,es La Liga,25,1993,0.2,8,0,0,5,3,0,8,0,0,,0,,4,20,15,0,0,0,1,0,6,0,Partidos
389,Jonathan Burkardt,de GER,"DL,CC",Mainz 05,de Bundesliga,19,2000,2.8,91,3,19,36,39,11,91,12,5,41.7,7,58.3,50,304,109,5,3,5,6,7,47,11,Partidos
390,Oliver Burke,sct SCO,"CC,DL",Alavés,es La Liga,22,1997,15.9,503,19,78,212,222,56,503,50,28,56.0,22,44.0,310,2326,1071,49,23,26,30,18,340,92,Partidos
391,Roman Bürki,ch SUI,PO,Dortmund,de Bundesliga,28,1990,30.8,1103,911,1100,3,0,0,1103,2,0,0.0,2,100.0,567,2993,1571,0,0,0,1,0,543,0,Partidos
392,Dan Burn,eng ENG,DF,Brighton,eng Premier League,27,1992,32.0,2290,165,718,1144,441,26,2290,40,19,47.5,21,52.5,1025,5257,2959,52,39,1,37,25,1342,93,Partidos
393,Patrick Burner,mq MTQ,DF,Nice,fr Ligue 1,23,1996,15.9,1246,38,416,695,146,10,1246,31,20,64.5,11,35.5,585,2646,1596,20,11,3,7,3,804,32,Partidos
394,Sergio Busquets,es ESP,CC,Barcelona,es La Liga,31,1988,27.6,2826,76,602,1794,437,16,2826,27,23,85.2,4,14.8,1544,5510,2859,12,41,0,16,14,2156,17,Partidos
395,Unai Bustinza,es ESP,DF,Leganés,es La Liga,27,1992,29.8,1649,90,649,781,234,21,1649,16,7,43.8,9,56.3,684,3468,1960,22,23,4,18,5,755,33,Partidos
396,Ludovic Butelle,fr FRA,PO,Angers,fr Ligue 1,36,1983,26.0,743,600,740,3,0,0,743,0,0,,0,,304,2343,1738,0,0,0,2,0,213,0,Partidos
397,Marcin Bułka,pl POL,PO,Paris S-G,fr Ligue 1,19,1999,1.0,20,16,20,0,0,0,20,0,0,,0,,7,31,12,0,0,0,0,0,8,0,Partidos
398,Sam Byram,eng ENG,DF,Norwich City,eng Premier League,25,1993,14.4,1007,84,386,393,234,37,1007,15,6,40.0,9,60.0,459,2088,910,21,18,2,13,5,505,58,Partidos
399,Erick Cabaco,uy URU,DF,Getafe,es La Liga,24,1995,3.0,169,14,64,91,17,1,169,0,0,,0,,57,280,166,1,0,0,3,1,65,0,Partidos
400,Erick Cabaco,uy URU,DF,Levante,es La Liga,24,1995,9.0,473,103,292,171,12,4,473,5,4,80.0,1,20.0,198,927,485,2,2,0,2,0,244,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR,Partidos
401,Willy Caballero,ar ARG,PO,Chelsea,eng Premier League,37,1981,5.0,176,160,176,0,0,0,176,0,0,,0,,116,486,257,0,0,0,0,0,109,0,Partidos
402,Yohan Cabaye,fr FRA,CC,Saint-Étienne,fr Ligue 1,33,1986,9.5,622,15,135,372,120,6,622,8,6,75.0,2,25.0,302,1488,864,11,15,1,10,4,382,11,Partidos
403,Manuel Cabit,mq MTQ,DF,Metz,fr Ligue 1,26,1993,3.0,177,9,56,75,47,0,177,4,4,100.0,0,0.0,71,462,228,8,6,0,5,0,83,14,Partidos
404,Ariday Cabrera,es ESP,CC,Mallorca,es La Liga,30,1988,0.4,21,0,2,7,12,1,21,2,0,0.0,2,100.0,8,42,2,0,0,0,2,1,9,3,Partidos
405,Leandro Cabrera,uy URU,DF,Getafe,es La Liga,28,1991,17.0,733,62,303,391,50,17,733,3,3,100.0,0,0.0,246,1354,614,6,2,0,7,3,256,5,Partidos
406,Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,28,1991,17.0,1026,107,503,440,90,9,1026,5,5,100.0,0,0.0,524,2998,1626,9,5,0,9,2,533,6,Partidos
407,Fabrizio Cacciatore,it ITA,DF,Cagliari,it Serie A,32,1986,12.8,810,69,287,355,168,9,810,6,3,50.0,3,50.0,372,1748,926,13,15,1,3,5,484,33,Partidos
408,Martín Cáceres,uy URU,DF,Fiorentina,it Serie A,32,1987,26.2,1557,113,608,843,113,13,1557,4,1,25.0,3,75.0,909,4677,2901,24,17,1,9,2,966,10,Partidos
409,Anthony Caci,fr FRA,DF,Strasbourg,fr Ligue 1,22,1997,7.7,614,23,186,327,107,4,614,5,3,60.0,2,40.0,339,1609,932,12,16,1,9,9,371,20,Partidos
410,Jhonder Cádiz,ve VEN,"DL,CC",Dijon,fr Ligue 1,24,1995,8.9,321,11,25,139,161,58,321,37,19,51.4,18,48.6,178,1235,624,25,20,16,26,20,236,64,Partidos
411,Mathieu Cafaro,fr FRA,"DL,CC",Reims,fr Ligue 1,22,1997,10.3,488,2,56,184,257,26,487,30,19,63.3,11,36.7,292,1801,898,34,22,9,23,11,314,75,Partidos
412,Jonathan Cafu,br BRA,DF,Bordeaux,fr Ligue 1,28,1991,2.2,121,2,19,77,26,2,121,6,3,50.0,3,50.0,85,407,192,8,2,0,10,3,86,16,Partidos
413,Gary Cahill,eng ENG,DF,Crystal Palace,eng Premier League,33,1985,24.1,1257,190,748,453,63,45,1257,5,4,80.0,1,20.0,627,3147,1421,5,7,1,13,4,744,2,Partidos
414,Felipe Caicedo,ec ECU,DL,Lazio,it Serie A,30,1988,15.6,532,1,32,239,266,80,531,23,12,52.2,9,39.1,307,1186,526,13,10,8,33,20,453,121,Partidos
415,Arturo Calabresi,it ITA,DF,Amiens,fr Ligue 1,23,1996,20.9,1252,83,412,613,240,14,1252,40,22,55.0,18,45.0,449,2269,1248,20,16,4,20,14,550,23,Partidos
416,Davide Calabria,it ITA,DF,Milan,it Serie A,22,1996,18.0,1379,59,369,733,284,30,1379,23,10,43.5,13,56.5,749,3767,2231,40,35,2,20,3,855,81,Partidos
417,Riccardo Calafiori,it ITA,DF,Roma,it Serie A,17,2002,0.7,19,0,6,9,5,1,19,0,0,,0,,12,34,13,0,1,0,2,0,14,4,Partidos
418,Mattia Caldara,it ITA,DF,Atalanta,it Serie A,25,1994,10.7,549,46,262,267,26,10,549,1,1,100.0,0,0.0,269,1349,558,3,7,0,8,1,288,2,Partidos
419,Marco Calderoni,it ITA,DF,Lecce,it Serie A,30,1989,22.9,1357,88,461,556,352,25,1357,13,8,61.5,5,38.5,703,3133,1628,39,33,3,27,9,791,97,Partidos
420,Fernando Calero,es ESP,DF,Espanyol,es La Liga,23,1995,11.6,705,71,370,316,22,1,705,1,1,100.0,0,0.0,364,1618,853,9,2,0,6,2,439,1,Partidos
421,Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,22,1996,21.0,1290,138,628,618,46,25,1290,0,0,,0,,749,4214,2878,20,6,0,0,0,843,3,Partidos
422,Hakan Çalhanoğlu,tr TUR,"CC,DL",Milan,it Serie A,25,1994,30.0,1985,39,203,882,931,87,1984,45,28,62.2,17,37.8,1285,6962,3607,102,110,18,64,32,1441,193,Partidos
423,Daniel Caligiuri,it ITA,"CC,DL",Schalke 04,de Bundesliga,31,1988,25.5,1394,48,201,616,601,56,1393,77,42,54.5,35,45.5,676,4020,1773,66,47,21,67,58,773,131,Partidos
424,José Callejón,es ESP,"DL,CC",Napoli,it Serie A,32,1987,24.1,1404,15,137,603,670,70,1404,29,9,31.0,20,69.0,825,3105,1521,38,36,6,20,7,1081,224,Partidos
425,Jonathan Calleri,ar ARG,DL,Espanyol,es La Liga,25,1993,20.1,592,25,58,239,302,97,592,33,19,57.6,14,42.4,299,1784,609,32,14,12,56,31,445,111,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR,Partidos
426,Dominic Calvert-Lewin,eng ENG,DL,Everton,eng Premier League,22,1997,29.2,922,42,76,391,466,134,922,27,14,51.9,13,48.1,511,2568,951,40,28,16,98,23,736,156,Partidos
427,Mahdi Camara,fr FRA,CC,Saint-Étienne,fr Ligue 1,21,1998,10.0,569,11,120,368,85,11,569,10,8,80.0,2,20.0,321,2239,1008,19,18,0,13,13,392,13,Partidos
428,Souleymane Camara,sn SEN,DL,Montpellier,fr Ligue 1,36,1982,1.8,63,1,3,31,30,7,63,2,1,50.0,1,50.0,29,167,52,1,1,1,5,2,54,14,Partidos
429,Víctor Camarasa,es ESP,DL,Crystal Palace,eng Premier League,25,1994,0.1,3,0,0,3,0,0,3,0,0,,0,,2,24,1,0,0,0,0,0,3,0,Partidos
430,Víctor Camarasa,es ESP,CC,Alavés,es La Liga,25,1994,14.4,667,21,110,394,170,6,667,30,13,43.3,17,56.7,422,1881,686,9,8,2,26,8,424,34,Partidos
431,Eduardo Camavinga,fr FRA,CC,Rennes,fr Ligue 1,16,2002,23.4,1285,56,314,869,122,8,1285,28,19,67.9,9,32.1,753,5070,2408,48,36,3,25,20,787,24,Partidos
432,Sergio Camello,es ESP,DL,Atlético Madrid,es La Liga,18,2001,0.3,7,0,1,2,4,1,7,0,0,,0,,5,14,9,0,0,0,1,0,7,2,Partidos
433,José Campaña,es ESP,CC,Levante,es La Liga,26,1993,35.1,2530,95,556,1246,754,57,2530,90,63,70.0,27,30.0,1459,9235,4962,137,86,15,67,32,1770,158,Partidos
434,Xisco Campos,es ESP,DF,Mallorca,es La Liga,37,1982,5.3,266,36,160,94,14,5,266,0,0,,0,,120,620,230,2,1,0,0,0,137,1,Partidos
435,Víctor Campuzano,es ESP,DL,Espanyol,es La Liga,22,1997,9.7,257,4,17,121,127,28,257,19,9,47.4,10,52.6,154,959,422,21,10,10,39,17,167,47,Partidos
436,Emre Can,de GER,CC,Juventus,it Serie A,25,1994,3.2,198,7,29,109,62,13,198,9,6,66.7,3,33.3,149,675,306,11,4,3,5,3,154,18,Partidos
437,Emre Can,de GER,"CC,DF",Dortmund,de Bundesliga,25,1994,10.6,846,34,221,523,109,13,846,21,14,66.7,7,33.3,539,2750,1332,18,12,0,14,9,637,15,Partidos
438,Sergio Canales,es ESP,"CC,DL",Betis,es La Liga,28,1991,35.1,2482,26,364,1277,881,75,2478,68,51,75.0,17,25.0,1577,10837,6225,150,100,13,36,49,1904,153,Partidos
439,João Cancelo,pt POR,DF,Manchester City,eng Premier League,25,1994,13.4,1309,30,257,672,395,33,1309,53,37,69.8,17,32.1,949,4380,2266,42,50,14,15,8,937,80,Partidos
440,Antonio Candreva,it ITA,DF,Inter,it Serie A,32,1987,22.1,1553,53,326,608,630,57,1553,21,10,47.6,11,52.4,855,5145,2728,80,39,17,30,9,1060,221,Partidos
441,Gianmarco Cangiano,it ITA,"DL,CC",Bologna,it Serie A,17,2001,0.2,17,1,2,8,7,2,17,4,3,75.0,1,25.0,13,82,19,1,2,1,1,1,9,4,Partidos
442,Todd Cantwell,eng ENG,"DL,CC",Norwich City,eng Premier League,21,1998,27.7,1480,34,259,723,523,79,1480,78,49,62.8,29,37.2,991,5587,2520,75,49,24,77,48,1099,138,Partidos
443,Ander Capa,es ESP,DF,Athletic Club,es La Liga,27,1992,31.9,1934,80,487,841,625,42,1934,84,56,66.7,28,33.3,876,5615,3427,92,69,12,40,22,979,180,Partidos
444,Pierrick Capelle,fr FRA,"CC,DF",Angers,fr Ligue 1,32,1987,19.4,1016,40,215,509,305,42,1016,38,25,65.8,13,34.2,538,3233,1572,50,32,8,40,40,697,102,Partidos
445,Étienne Capoue,fr FRA,CC,Watford,eng Premier League,31,1988,29.2,1797,94,422,1174,217,12,1797,40,23,57.5,17,42.5,912,3593,1554,16,16,3,18,26,999,23,Partidos
446,Gianluca Caprari,it ITA,"DL,CC",Sampdoria,it Serie A,26,1993,7.4,334,3,23,144,170,24,334,22,11,50.0,11,50.0,223,1484,641,21,19,3,22,25,250,57,Partidos
447,Gianluca Caprari,it ITA,"DL,CC",Parma,it Serie A,26,1993,6.5,281,2,35,113,140,25,280,20,13,65.0,7,35.0,197,1233,624,21,23,6,14,13,196,41,Partidos
448,Francesco Caputo,it ITA,DL,Sassuolo,it Serie A,31,1987,32.6,1018,7,46,456,524,179,1016,36,23,63.9,13,36.1,582,2828,1291,53,28,33,58,42,832,256,Partidos
449,Maxence Caqueret,fr FRA,CC,Lyon,fr Ligue 1,19,2000,6.3,469,5,72,304,97,9,469,9,6,66.7,3,33.3,256,1123,473,6,9,1,19,7,350,12,Partidos
450,Andrea Carboni,it ITA,DF,Cagliari,it Serie A,18,2001,4.1,210,39,106,95,11,3,210,0,0,,0,,114,749,505,8,6,0,1,1,122,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR,Partidos
451,Irvin Cardona,fr FRA,"DL,CC",Brest,fr Ligue 1,21,1997,16.1,621,15,60,255,316,76,621,29,14,48.3,15,51.7,377,2188,1053,37,26,11,52,31,483,134,Partidos
452,Marc Cardona,es ESP,DL,Osasuna,es La Liga,24,1995,7.8,267,4,13,136,123,28,267,19,10,52.6,9,47.4,164,972,465,19,13,5,25,11,197,56,Partidos
453,Diego Carlos,br BRA,DF,Sevilla,es La Liga,26,1993,34.8,2256,361,1289,917,56,29,2256,7,7,100.0,0,0.0,1237,4327,1879,6,8,0,8,2,1474,2,Partidos
454,Lionel Carole,fr FRA,DF,Strasbourg,fr Ligue 1,28,1991,14.1,924,39,245,485,204,11,924,22,14,63.6,8,36.4,516,2772,1573,32,27,2,14,10,584,61,Partidos
455,Yannick Carrasco,be BEL,"CC,DL",Atlético Madrid,es La Liga,25,1993,7.0,324,3,45,132,154,21,324,30,16,53.3,14,46.7,219,1408,711,23,18,10,19,28,219,41,Partidos
456,Daniel Carriço,pt POR,DF,Sevilla,es La Liga,30,1988,9.4,620,60,294,295,34,11,620,3,3,100.0,0,0.0,362,1736,1000,5,4,1,3,1,454,0,Partidos
457,Guido Carrillo,ar ARG,DL,Leganés,es La Liga,28,1991,13.5,498,19,30,234,237,60,498,8,4,50.0,4,50.0,194,669,187,8,5,2,26,14,364,57,Partidos
458,Andy Carroll,eng ENG,DL,Newcastle Utd,eng Premier League,30,1989,7.0,316,27,39,156,122,30,316,11,6,54.5,5,45.5,133,478,109,4,5,0,24,11,236,34,Partidos
459,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,27,1992,30.4,2727,101,756,1116,879,65,2727,53,25,47.2,28,52.8,1533,7470,4224,91,81,19,41,24,1831,195,Partidos
460,Matis Carvalho,pt POR,PO,Montpellier,fr Ligue 1,20,1999,0.8,31,30,31,0,0,0,31,0,0,,0,,12,89,54,0,0,0,0,0,7,0,Partidos
461,William Carvalho,pt POR,CC,Betis,es La Liga,27,1992,9.9,688,23,140,437,119,5,688,25,20,80.0,5,20.0,418,1871,917,9,13,1,5,8,543,15,Partidos
462,Casemiro,br BRA,CC,Real Madrid,es La Liga,27,1992,34.3,2616,131,687,1588,376,36,2616,33,29,87.9,4,12.1,1440,5626,2765,16,40,1,23,28,1707,26,Partidos
463,Moreto Cassamã,gw GNB,CC,Reims,fr Ligue 1,21,1998,6.6,562,10,152,345,72,1,562,16,13,81.3,3,18.8,328,1480,668,4,4,0,12,8,422,3,Partidos
464,Francesco Cassata,it ITA,CC,Genoa,it Serie A,22,1997,16.2,796,24,192,377,242,12,796,35,21,60.0,14,40.0,481,2621,1475,39,31,3,26,21,554,45,Partidos
465,Timothy Castagne,be BEL,DF,Atalanta,it Serie A,23,1995,19.7,1316,35,267,574,489,46,1316,24,13,54.2,11,45.8,788,3293,1716,41,36,6,24,10,870,154,Partidos
466,Koen Casteels,be BEL,PO,Wolfsburg,de Bundesliga,27,1992,26.0,1029,807,1015,14,0,0,1029,1,1,100.0,0,0.0,596,3185,1789,0,0,0,1,0,513,0,Partidos
467,Jean-Charles Castelletto,cm CMR,DF,Brest,fr Ligue 1,24,1995,20.4,1196,180,697,480,28,7,1196,10,10,100.0,0,0.0,661,3276,1859,8,9,1,5,5,738,1,Partidos
468,Samu Castillejo,es ESP,"DL,CC",Milan,it Serie A,24,1995,13.4,742,7,81,302,375,59,742,38,20,52.6,18,47.4,476,3111,1521,48,43,16,32,20,491,116,Partidos
469,Jonny Castro,es ESP,"CC,DF",Wolves,eng Premier League,25,1994,32.1,1871,68,476,779,638,61,1871,71,32,45.1,39,54.9,855,5260,2873,100,62,20,54,36,1024,180,Partidos
470,Lucas Castro,ar ARG,CC,SPAL,it Serie A,30,1989,4.7,270,3,33,146,95,12,270,10,5,50.0,5,50.0,157,846,335,6,7,1,11,6,204,28,Partidos
471,Lucas Castro,ar ARG,CC,Cagliari,it Serie A,30,1989,6.7,372,18,64,196,119,13,372,9,4,44.4,5,55.6,199,986,519,12,8,0,10,12,252,31,Partidos
472,Gaetano Castrovilli,it ITA,CC,Fiorentina,it Serie A,22,1997,29.7,1536,40,262,707,608,90,1536,131,93,71.0,38,29.0,1061,8109,4620,142,86,25,87,64,1090,143,Partidos
473,Danilo Cataldi,it ITA,CC,Lazio,it Serie A,24,1994,6.6,519,26,124,287,115,3,519,2,2,100.0,0,0.0,288,1778,1006,12,10,1,11,2,326,7,Partidos
474,Craig Cathcart,nir NIR,DF,Watford,eng Premier League,30,1989,27.6,1194,156,601,572,23,12,1194,7,4,57.1,3,42.9,583,2439,1037,2,3,1,9,3,591,3,Partidos
475,Edinson Cavani,uy URU,DL,Paris S-G,fr Ligue 1,32,1987,6.7,207,4,16,70,121,51,206,8,7,87.5,1,12.5,93,268,118,3,1,1,21,2,148,52,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR,Partidos
476,Santi Cazorla,es ESP,CC,Villarreal,es La Liga,34,1984,27.2,1998,24,252,1113,660,45,1990,70,50,71.4,20,28.6,1165,5983,2795,55,57,9,59,31,1484,98,Partidos
477,Dani Ceballos,es ESP,CC,Arsenal,eng Premier League,22,1996,18.8,1510,50,320,807,403,21,1510,36,27,75.0,9,25.0,1012,6703,3681,60,52,8,25,30,1089,38,Partidos
478,Federico Ceccherini,it ITA,DF,Fiorentina,it Serie A,27,1992,9.3,510,61,272,220,21,8,510,7,6,85.7,1,14.3,287,1731,821,8,1,1,6,2,282,2,Partidos
479,Christian Celesia,it ITA,DF,Torino,it Serie A,17,2002,0.0,1,0,0,0,1,0,1,0,0,,0,,1,2,0,0,0,0,0,0,1,1,Partidos
480,Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,22,1997,23.0,1615,46,324,860,440,30,1615,34,15,44.1,19,55.9,787,4469,2467,54,47,8,31,19,903,99,Partidos
481,Fabien Centonze,fr FRA,DF,Metz,fr Ligue 1,23,1996,28.0,1689,108,642,751,320,21,1689,53,31,58.5,22,41.5,681,5556,3062,97,62,14,31,24,798,82,Partidos
482,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,29,1989,13.8,682,139,396,254,38,10,682,1,0,0.0,1,100.0,321,1562,868,3,8,2,5,2,385,1,Partidos
483,Alberto Cerri,it ITA,DL,SPAL,it Serie A,23,1996,4.7,177,3,6,84,89,26,177,10,8,80.0,2,20.0,114,570,271,13,6,4,10,7,159,36,Partidos
484,Alberto Cerri,it ITA,DL,Cagliari,it Serie A,23,1996,2.7,126,4,9,62,56,13,126,3,3,100.0,0,0.0,55,250,17,1,0,1,4,4,108,25,Partidos
485,Julian Chabot,de GER,DF,Sampdoria,it Serie A,21,1998,6.3,321,55,175,140,9,3,321,2,1,50.0,1,50.0,152,684,271,1,1,0,4,0,167,0,Partidos
486,Florian Chabrolle,fr FRA,CC,Marseille,fr Ligue 1,21,1998,0.2,20,0,1,13,6,0,20,0,0,,0,,18,103,52,3,1,0,3,1,17,0,Partidos
487,Fouad Chafik,ma MAR,DF,Dijon,fr Ligue 1,32,1986,17.0,1083,47,356,554,186,3,1083,25,13,52.0,12,48.0,526,3404,2013,44,28,1,12,7,607,52,Partidos
488,Sofian Chakla,ma MAR,DF,Villarreal,es La Liga,25,1993,2.0,104,16,77,25,2,1,104,0,0,,0,,70,283,98,0,0,0,0,0,66,1,Partidos
489,Nathaniel Chalobah,eng ENG,CC,Watford,eng Premier League,24,1994,10.3,500,24,115,278,110,8,500,9,5,55.6,4,44.4,227,942,306,4,9,1,16,10,250,22,Partidos
490,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,24,1995,12.2,1067,116,467,406,199,27,1067,17,11,64.7,6,35.3,563,2500,1438,16,10,0,15,10,697,67,Partidos
491,Jhon Chancellor,ve VEN,DF,Brescia,it Serie A,27,1992,24.9,1173,259,739,409,30,22,1173,6,5,83.3,1,16.7,573,3062,1424,1,2,0,13,4,641,1,Partidos
492,Timothy Chandler,us USA,"DF,CC",Eint Frankfurt,de Bundesliga,29,1990,13.6,598,34,123,243,237,32,598,9,6,66.7,3,33.3,258,1369,610,25,18,2,14,4,344,91,Partidos
493,Kwon Chang-hoon,kr KOR,"CC,DL",Freiburg,de Bundesliga,25,1994,7.5,375,11,56,156,170,27,375,21,15,71.4,6,28.6,216,1356,450,14,16,8,22,6,263,62,Partidos
494,Gaëtan Charbonnier,fr FRA,"DL,CC",Brest,fr Ligue 1,30,1988,22.9,1129,39,94,584,460,75,1127,45,23,51.1,22,48.9,643,2396,942,24,28,12,81,36,849,162,Partidos
495,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,24,1994,9.1,651,88,350,292,11,3,651,2,2,100.0,0,0.0,385,2015,1167,8,4,0,2,0,438,2,Partidos
