RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera.1
2030,Sadio Mané,sn SEN,DL,Liverpool,eng Premier League,29.0,1992.0,34,2819.0,83.0,82.4,31.3,32,87.0,25,2,18.0,0,2.35,76.0,24.0,52.0,1.66,-0.74,74.1,28.1,46.0,1.47,0.14
2031,Eliaquim Mangala,fr FRA,DF,Saint-Étienne,fr Ligue 1,30.0,1991.0,14,1179.0,84.0,34.5,13.1,14,84.0,10,0,,0,1.07,17.0,30.0,-13.0,-0.99,-0.11,14.8,22.5,-7.7,-0.59,-0.09
2032,Orel Mangala,be BEL,CC,Stuttgart,de Bundesliga,23.0,1998.0,28,1853.0,66.0,60.6,20.6,22,76.0,8,6,30.0,2,0.89,23.0,31.0,-8.0,-0.39,0.36,26.4,31.3,-5.0,-0.24,0.15
2033,Thomas Mangani,fr FRA,CC,Angers,fr Ligue 1,34.0,1987.0,33,2193.0,66.0,64.1,24.4,25,82.0,16,8,18.0,4,1.12,31.0,34.0,-3.0,-0.12,0.46,32.0,31.0,1.0,0.04,0.37
2034,Ricardo Mangas,pt POR,DF,Bordeaux,fr Ligue 1,23.0,1998.0,29,2353.0,81.0,68.8,26.1,27,86.0,20,2,9.0,3,1.0,44.0,64.0,-20.0,-0.76,0.84,33.7,44.8,-11.1,-0.42,0.49
2035,Vito Mannone,it ITA,PO,Monaco,fr Ligue 1,33.0,1988.0,0,,,,,0,,0,0,,17,,,,,,,,,,,
2036,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,30.0,1991.0,4,313.0,78.0,9.2,3.5,3,90.0,3,1,43.0,5,3.0,8.0,2.0,6.0,1.73,0.65,6.3,2.3,4.0,1.16,0.55
2037,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,27.0,1994.0,19,1257.0,66.0,36.8,14.0,15,82.0,9,4,8.0,11,1.05,14.0,27.0,-13.0,-0.93,-0.72,11.1,23.4,-12.2,-0.88,-0.6
2038,José Manuel,es ESP,DF,Levante,es La Liga,22.0,1999.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
2039,Gor Manvelyan,am ARM,CC,Nantes,fr Ligue 1,19.0,2002.0,0,,,,,0,,0,0,,9,,,,,,,,,,,
2040,Myziane Maolida,fr FRA,CC,Nice,fr Ligue 1,22.0,1999.0,1,34.0,34.0,1.0,0.4,0,,0,1,34.0,1,3.0,1.0,0.0,1.0,2.65,2.25,0.4,0.4,0.1,0.21,-0.14
2041,Myziane Maolida,fr FRA,"DL,CC",Hertha BSC,de Bundesliga,22.0,1999.0,14,776.0,55.0,25.4,8.6,9,69.0,1,5,30.0,9,1.07,9.0,19.0,-10.0,-1.16,-0.21,6.1,17.3,-11.2,-1.31,-0.92
2042,Faitout Maouassa,fr FRA,"DF,CC",Rennes,fr Ligue 1,23.0,1998.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
2043,Sekou Mara,fr FRA,"DL,CC",Bordeaux,fr Ligue 1,19.0,2002.0,26,905.0,35.0,26.5,10.1,8,71.0,1,18,19.0,7,0.85,17.0,22.0,-5.0,-0.5,0.72,15.3,17.2,-1.9,-0.19,0.52
2044,Nikola Maraš,rs SRB,DF,Rayo Vallecano,es La Liga,25.0,1995.0,16,1044.0,65.0,30.5,11.6,11,87.0,9,5,18.0,17,1.25,11.0,18.0,-7.0,-0.6,-0.45,10.2,13.2,-3.0,-0.26,-0.16
2045,Fernando Marçal,br BRA,"CC,DF",Wolves,eng Premier League,32.0,1989.0,18,1449.0,81.0,42.4,16.1,17,85.0,12,1,3.0,14,1.56,10.0,14.0,-4.0,-0.25,-0.2,16.4,20.5,-4.1,-0.25,0.45
2046,Marcelo,br BRA,DF,Real Madrid,es La Liga,33.0,1988.0,12,525.0,44.0,15.4,5.8,5,82.0,2,7,17.0,12,2.25,10.0,0.0,10.0,1.71,0.5,9.2,4.2,5.1,0.87,0.16
2047,Marcelo,br BRA,DF,Bordeaux,fr Ligue 1,34.0,1987.0,11,898.0,82.0,26.3,10.0,11,82.0,7,0,,1,0.55,11.0,21.0,-10.0,-1.0,0.03,10.8,15.2,-4.4,-0.44,0.19
2048,Marcelo,br BRA,DF,Lyon,fr Ligue 1,34.0,1987.0,2,180.0,90.0,5.3,2.0,2,90.0,2,0,,0,0.5,1.0,4.0,-3.0,-1.5,-2.0,2.3,2.7,-0.3,-0.17,-0.53
2049,Solly March,eng ENG,"DF,DL",Brighton,eng Premier League,27.0,1994.0,31,1746.0,56.0,51.1,19.4,17,83.0,10,14,25.0,6,1.23,26.0,23.0,3.0,0.15,0.42,25.9,22.7,3.2,0.16,0.15
2050,Marchena,es ESP,CC,Betis,es La Liga,19.0,2002.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
2051,Federico Marchetti,it ITA,PO,Genoa,it Serie A,38.0,1983.0,0,,,,,0,,0,0,,25,,,,,,,,,,,
2052,Riccardo Marchizza,it ITA,DF,Empoli,it Serie A,23.0,1998.0,19,1346.0,71.0,39.4,15.0,16,77.0,8,3,41.0,3,1.16,20.0,34.0,-14.0,-0.94,-0.68,18.7,26.2,-7.5,-0.5,0.09
2053,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,29.0,1992.0,36,3124.0,87.0,91.3,34.7,35,89.0,32,1,14.0,1,1.31,59.0,63.0,-4.0,-0.12,-0.72,51.1,60.8,-9.6,-0.28,0.06
2054,Iván Marcone,ar ARG,CC,Elche,es La Liga,31.0,1990.0,20,809.0,40.0,23.7,9.0,10,69.0,2,10,12.0,13,1.0,7.0,16.0,-9.0,-1.0,-0.9,9.9,17.7,-7.7,-0.86,-0.25
2055,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,32.0,1989.0,22,1679.0,76.0,49.1,18.7,19,82.0,9,3,40.0,12,1.5,27.0,13.0,14.0,0.75,1.11,28.5,15.3,13.2,0.71,0.81
2056,Davide Marfella,it ITA,PO,Napoli,it Serie A,21.0,1999.0,1,11.0,11.0,0.3,0.1,0,,0,1,11.0,34,3.0,0.0,0.0,0.0,0.0,-1.14,0.1,0.5,-0.5,-4.01,-4.69
2057,Lucas Margueron,fr FRA,PO,Clermont Foot,fr Ligue 1,20.0,2001.0,0,,,,,0,,0,0,,7,,,,,,,,,,,
2058,José Mari,es ESP,CC,Cádiz,es La Liga,33.0,1987.0,11,386.0,35.0,11.3,4.3,4,64.0,0,7,19.0,4,1.73,6.0,3.0,3.0,0.7,1.26,7.9,3.3,4.5,1.06,1.45
2059,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,27.0,1993.0,2,180.0,90.0,5.3,2.0,2,90.0,2,0,,4,0.0,0.0,4.0,-4.0,-2.0,-2.47,1.6,4.3,-2.8,-1.38,-1.87
2060,Pablo Marí,es ESP,DF,Udinese,it Serie A,27.0,1993.0,15,1341.0,89.0,39.2,14.9,15,89.0,14,0,,2,1.33,24.0,21.0,3.0,0.2,0.2,21.0,21.5,-0.5,-0.03,-0.01
2061,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,26.0,1995.0,24,2042.0,85.0,59.7,22.7,24,85.0,19,0,,5,2.21,39.0,22.0,17.0,0.75,0.42,33.8,18.7,15.1,0.67,0.28
2062,Mariano,do DOM,DL,Real Madrid,es La Liga,27.0,1993.0,9,342.0,38.0,10.0,3.8,3,77.0,1,6,19.0,15,2.11,8.0,4.0,4.0,1.05,-0.26,6.1,7.5,-1.4,-0.37,-1.23
2063,Rafa Marín,es ESP,DF,Real Madrid,es La Liga,19.0,2002.0,0,,,,,0,,0,0,,4,,,,,,,,,,,
2064,Răzvan Marin,ro ROU,CC,Cagliari,it Serie A,25.0,1996.0,36,2816.0,78.0,82.3,31.3,31,87.0,26,5,25.0,0,0.83,30.0,58.0,-28.0,-0.89,0.0,33.3,48.9,-15.6,-0.5,0.44
2065,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,27.0,1994.0,26,1832.0,70.0,53.6,20.4,21,86.0,18,5,4.0,4,1.92,36.0,19.0,17.0,0.84,0.38,33.9,18.5,15.4,0.76,0.56
2066,Dilan Markanday,eng ENG,"DL,CC",Tottenham,eng Premier League,19.0,2001.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
2067,Mika Màrmol,es ESP,DF,Barcelona,es La Liga,19.0,2002.0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,1,1.0,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,0.0,-0.76
2068,Omar Marmoush,eg EGY,DL,Wolfsburg,de Bundesliga,22.0,1999.0,2,24.0,12.0,0.8,0.3,0,,0,2,12.0,1,3.0,0.0,0.0,0.0,0.0,0.33,,,,,
2069,Omar Marmoush,eg EGY,DL,Stuttgart,de Bundesliga,22.0,1999.0,21,1571.0,75.0,51.3,17.5,19,78.0,5,2,43.0,0,1.33,23.0,26.0,-3.0,-0.17,0.73,,,,,
2070,Christian Marques,ch SUI,DF,Wolves,eng Premier League,18.0,2003.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
2071,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,27.0,1994.0,32,2861.0,89.0,83.7,31.8,32,89.0,31,0,,1,2.13,67.0,28.0,39.0,1.23,-1.19,63.1,33.0,30.1,0.95,-0.16
2072,Unai Marrero,es ESP,PO,Real Sociedad,es La Liga,19.0,2001.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
2073,Filip Marshall,eng ENG,PO,Aston Villa,eng Premier League,18.0,2003.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
2074,Roger Martí,es ESP,DL,Levante,es La Liga,30.0,1991.0,29,2115.0,73.0,61.8,23.5,25,81.0,12,4,23.0,0,1.0,27.0,42.0,-15.0,-0.64,0.05,27.6,33.2,-5.5,-0.24,-0.63
2075,Anthony Martial,fr FRA,DL,Manchester Utd,eng Premier League,25.0,1995.0,8,212.0,27.0,6.2,2.4,2,57.0,0,6,16.0,5,2.13,6.0,3.0,3.0,1.27,1.36,4.6,2.1,2.6,1.09,1.08
2076,Anthony Martial,fr FRA,"DL,CC",Sevilla,es La Liga,25.0,1995.0,9,490.0,54.0,14.3,5.4,7,61.0,0,2,31.0,0,1.22,7.0,2.0,5.0,0.92,0.37,4.8,4.1,0.8,0.14,0.0
2077,Martín,es ESP,CC,Cádiz,es La Liga,22.0,1999.0,6,115.0,19.0,3.4,1.3,1,54.0,0,5,12.0,7,0.33,1.0,1.0,0.0,0.0,0.44,0.4,1.1,-0.7,-0.56,-0.34
2078,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,24.0,1997.0,28,2292.0,82.0,74.9,25.5,25,88.0,20,3,31.0,3,1.46,44.0,35.0,9.0,0.35,0.82,41.5,33.2,8.3,0.32,0.53
2079,Ander Martin,es ESP,"DL,CC",Real Sociedad,es La Liga,20.0,2000.0,5,88.0,18.0,2.6,1.0,1,58.0,0,4,8.0,8,1.4,2.0,2.0,0.0,0.0,-0.08,1.6,1.5,0.1,0.1,-0.25
2080,Andrés Martín,es ESP,"DL,CC",Rayo Vallecano,es La Liga,22.0,1999.0,7,186.0,27.0,5.4,2.1,1,73.0,0,6,19.0,13,1.0,0.0,4.0,-4.0,-1.94,-1.74,1.8,5.5,-3.7,-1.81,-1.76
2081,Carlos Martín,es ESP,DF,Atlético Madrid,es La Liga,19.0,2002.0,1,6.0,6.0,0.2,0.1,0,,0,1,6.0,9,3.0,1.0,0.0,1.0,15.0,14.45,0.2,0.1,0.1,1.81,1.26
2082,Iván Martín,es ESP,"CC,DL",Alavés,es La Liga,22.0,1999.0,6,166.0,28.0,4.9,1.8,2,45.0,0,4,19.0,15,0.83,2.0,4.0,-2.0,-1.08,-0.2,1.6,2.9,-1.3,-0.71,-0.2
2083,Jonas Martin,fr FRA,CC,Rennes,fr Ligue 1,31.0,1990.0,29,2105.0,73.0,61.5,23.4,24,85.0,12,5,15.0,2,1.86,52.0,25.0,27.0,1.15,0.13,40.1,26.6,13.5,0.58,0.14
2084,Gabriel Martinelli,br BRA,"DL,CC",Arsenal,eng Premier League,20.0,2001.0,29,1860.0,64.0,54.4,20.7,21,80.0,9,8,21.0,7,1.72,34.0,25.0,9.0,0.44,0.2,33.8,21.9,12.0,0.58,0.41
2085,Emiliano Martínez,ar ARG,PO,Aston Villa,eng Premier League,28.0,1992.0,36,3240.0,90.0,94.7,36.0,36,90.0,36,0,,0,1.25,50.0,48.0,2.0,0.06,2.06,42.6,44.3,-1.8,-0.05,1.55
2086,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,30.0,1991.0,27,2341.0,87.0,68.5,26.0,26,88.0,23,1,45.0,0,1.7,28.0,18.0,10.0,0.38,0.63,31.2,25.0,6.2,0.24,-0.18
2087,Javi Martínez,es ESP,"CC,DL",Osasuna,es La Liga,21.0,1999.0,26,879.0,34.0,25.7,9.8,9,67.0,1,17,16.0,12,1.46,13.0,16.0,-3.0,-0.31,0.08,9.8,16.6,-6.8,-0.7,-0.6
2088,Josep Martinez,es ESP,PO,RB Leipzig,de Bundesliga,23.0,1998.0,1,90.0,90.0,2.9,1.0,1,90.0,1,0,,33,0.0,1.0,3.0,-2.0,-2.0,-3.12,1.5,1.4,0.1,0.09,-0.65
2089,Lautaro Martínez,ar ARG,DL,Inter,it Serie A,23.0,1997.0,35,2282.0,65.0,66.7,25.4,28,76.0,4,7,22.0,1,2.14,60.0,25.0,35.0,1.38,0.04,58.8,26.5,32.3,1.27,0.47
2090,Pablo Martínez,es ESP,CC,Levante,es La Liga,23.0,1998.0,13,656.0,50.0,19.2,7.3,7,72.0,2,6,25.0,5,0.46,5.0,15.0,-10.0,-1.37,-0.88,10.1,9.3,0.8,0.11,0.13
2091,Pau Martínez,es ESP,DL,Osasuna,es La Liga,20.0,2000.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
2092,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,25.0,1996.0,20,1431.0,72.0,41.8,15.9,16,85.0,13,4,19.0,15,1.6,26.0,23.0,3.0,0.19,-0.04,27.0,16.2,10.8,0.68,0.29
2093,Roger Martínez,es ESP,CC,Espanyol,es La Liga,17.0,2004.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
2094,Gelson Martins,pt POR,"CC,DL",Monaco,fr Ligue 1,26.0,1995.0,32,1905.0,60.0,55.7,21.2,24,70.0,1,8,29.0,2,1.66,33.0,18.0,15.0,0.71,0.11,32.1,20.2,11.9,0.56,0.14
2095,Adam Marušić,me MNE,DF,Lazio,it Serie A,28.0,1992.0,33,2721.0,82.0,79.6,30.2,30,87.0,26,3,37.0,2,1.73,63.0,41.0,22.0,0.73,1.11,46.5,35.6,10.9,0.36,0.78
2096,Omar Mascarell,es ESP,CC,Elche,es La Liga,28.0,1993.0,32,2493.0,78.0,72.9,27.7,30,82.0,15,2,17.0,2,1.13,28.0,39.0,-11.0,-0.4,-0.3,23.4,40.8,-17.4,-0.63,0.15
2097,Andrea Masiello,it ITA,DF,Genoa,it Serie A,35.0,1986.0,7,515.0,74.0,15.1,5.7,6,82.0,4,1,24.0,25,0.43,4.0,11.0,-7.0,-1.22,-0.42,4.1,8.9,-4.8,-0.83,-0.46
2098,Adam Masina,ma MAR,DF,Watford,eng Premier League,27.0,1994.0,15,1077.0,72.0,31.5,12.0,13,80.0,11,2,16.0,18,0.67,17.0,26.0,-9.0,-0.75,0.55,16.7,22.0,-5.3,-0.44,0.3
2099,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,22.0,1998.0,20,1552.0,78.0,50.7,17.2,17,90.0,17,3,7.0,11,1.75,21.0,22.0,-1.0,-0.06,0.72,23.6,27.8,-4.2,-0.26,0.36
2100,Roberto Massimo,de GER,"DF,DL",Stuttgart,de Bundesliga,20.0,2000.0,19,877.0,46.0,28.7,9.7,11,70.0,3,8,13.0,3,1.05,15.0,18.0,-3.0,-0.31,0.31,14.1,13.2,0.9,0.09,0.55
2101,Davide Mastrantonio,it ITA,PO,Roma,it Serie A,17.0,2004.0,0,,,,,0,,0,0,,3,,,,,,,,,,,
2102,Arthur Masuaku,cd COD,"DF,DL",West Ham,eng Premier League,27.0,1993.0,13,650.0,50.0,19.0,7.2,6,81.0,4,7,23.0,16,1.31,7.0,12.0,-5.0,-0.69,-1.15,8.9,14.1,-5.3,-0.73,-0.83
2103,Asan Mata,al ALB,CC,Sassuolo,it Serie A,17.0,2003.0,0,,,,,0,,0,0,,3,,,,,,,,,,,
2104,Jaime Mata,es ESP,DL,Getafe,es La Liga,32.0,1988.0,22,672.0,31.0,19.6,7.5,4,68.0,0,18,22.0,3,0.91,5.0,9.0,-4.0,-0.54,-0.4,5.8,9.6,-3.9,-0.52,-0.34
2105,Juan Mata,es ESP,CC,Manchester Utd,eng Premier League,33.0,1988.0,7,235.0,34.0,6.9,2.6,2,72.0,0,5,18.0,22,1.0,4.0,4.0,0.0,0.0,0.0,3.4,3.2,0.2,0.07,0.0
2106,Pape Matar Sarr,sn SEN,CC,Metz,fr Ligue 1,18.0,2002.0,33,2129.0,65.0,62.3,23.7,22,83.0,15,11,27.0,0,0.79,26.0,49.0,-23.0,-0.97,-0.21,18.5,41.5,-23.0,-0.97,-0.25
2107,Eliot Matazo,be BEL,CC,Monaco,fr Ligue 1,19.0,2002.0,18,790.0,44.0,23.1,8.8,8,78.0,3,10,16.0,16,1.89,15.0,9.0,6.0,0.68,0.03,12.4,8.4,4.0,0.45,-0.06
2108,Aleš Matějů,cz CZE,DF,Venezia,it Serie A,25.0,1996.0,9,727.0,81.0,21.3,8.1,9,81.0,5,0,,4,0.56,9.0,15.0,-6.0,-0.74,0.23,9.5,19.8,-10.2,-1.27,-0.43
2109,Jean-Philippe Mateta,fr FRA,DL,Crystal Palace,eng Premier League,24.0,1997.0,22,1145.0,52.0,33.5,12.7,13,74.0,1,9,20.0,8,1.18,20.0,14.0,6.0,0.47,0.55,18.2,11.4,6.8,0.54,0.58
2110,Nemanja Matić,rs SRB,CC,Manchester Utd,eng Premier League,32.0,1988.0,23,1382.0,60.0,40.4,15.4,16,80.0,7,7,15.0,10,1.48,22.0,26.0,-4.0,-0.26,-0.44,21.2,23.0,-1.7,-0.11,-0.31
2111,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,29.0,1991.0,31,2790.0,90.0,81.6,31.0,31,90.0,31,0,,4,2.48,76.0,21.0,55.0,1.77,-0.08,72.8,26.2,46.6,1.5,0.32
2112,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,19.0,2002.0,7,134.0,19.0,3.9,1.5,1,45.0,0,6,15.0,15,1.86,1.0,2.0,-1.0,-0.67,-1.38,1.4,2.6,-1.2,-0.83,-1.38
2113,Remi Matthews,eng ENG,PO,Crystal Palace,eng Premier League,27.0,1994.0,0,,,,,0,,0,0,,7,,,,,,,,,,,
2114,Azor Matusiwa,nl NED,CC,Reims,fr Ligue 1,23.0,1998.0,29,2463.0,85.0,72.0,27.4,29,85.0,23,0,,0,1.31,31.0,28.0,3.0,0.11,0.49,26.9,31.6,-4.7,-0.17,0.2
2115,Neal Maupay,fr FRA,DL,Brighton,eng Premier League,24.0,1996.0,32,2276.0,71.0,66.5,25.3,25,84.0,19,7,24.0,5,1.25,25.0,31.0,-6.0,-0.24,-0.55,29.1,28.6,0.5,0.02,-0.2
2116,Aïman Maurer,ma MAR,DL,Clermont Foot,fr Ligue 1,16.0,2004.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
2117,Stephy Mavididi,eng ENG,"DL,CC",Montpellier,fr Ligue 1,23.0,1998.0,30,2299.0,77.0,67.2,25.5,27,82.0,7,3,26.0,1,1.27,31.0,37.0,-6.0,-0.23,0.25,26.2,36.0,-9.8,-0.38,-0.02
2118,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,23.0,1997.0,31,2705.0,87.0,88.4,30.1,31,87.0,26,0,,0,1.03,39.0,54.0,-15.0,-0.5,0.26,38.6,48.4,-9.8,-0.33,-0.22
2119,Eric Maxim Choupo-Moting,cm CMR,"DL,CC",Bayern Munich,de Bundesliga,32.0,1989.0,20,377.0,19.0,12.3,4.2,1,66.0,0,19,16.0,2,1.9,11.0,5.0,6.0,1.43,-0.38,11.0,5.5,5.5,1.32,-0.26
2120,Luís Maximiano,pt POR,PO,Granada,es La Liga,22.0,1999.0,35,3136.0,90.0,91.7,34.8,35,90.0,34,0,,2,1.03,43.0,55.0,-12.0,-0.34,1.24,36.6,56.2,-19.6,-0.56,0.26
2121,Borja Mayoral,es ESP,"DL,DF",Roma,it Serie A,24.0,1997.0,5,96.0,19.0,2.8,1.1,1,63.0,0,4,8.0,11,1.2,2.0,0.0,2.0,1.87,1.5,2.7,1.1,1.6,1.48,0.8
2122,Borja Mayoral,es ESP,DL,Getafe,es La Liga,24.0,1997.0,18,1044.0,58.0,30.5,11.6,11,76.0,2,7,30.0,0,1.17,13.0,10.0,3.0,0.26,0.68,11.0,9.5,1.5,0.13,0.54
2123,Derek Mazou-Sacko,fr FRA,"DL,DF",Troyes,fr Ligue 1,16.0,2004.0,2,3.0,2.0,0.1,0.0,0,,0,2,2.0,4,3.0,0.0,0.0,0.0,0.0,0.42,0.0,0.2,-0.2,-6.31,-6.01
2124,Pasquale Mazzocchi,it ITA,DF,Venezia,it Serie A,26.0,1995.0,18,1243.0,69.0,36.3,13.8,15,79.0,10,3,17.0,1,0.78,15.0,25.0,-10.0,-0.72,0.31,14.0,22.2,-8.2,-0.59,0.53
2125,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,26.0,1995.0,15,1269.0,85.0,37.1,14.1,15,85.0,9,0,,0,1.07,16.0,23.0,-7.0,-0.5,1.09,15.1,21.1,-6.0,-0.42,0.53
2126,Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,26.0,1995.0,24,1391.0,58.0,45.5,15.5,14,83.0,9,10,23.0,9,1.25,11.0,26.0,-15.0,-0.97,-1.19,16.8,22.2,-5.4,-0.35,-0.66
2127,Kylian Mbappé,fr FRA,DL,Paris S-G,fr Ligue 1,22.0,1998.0,35,3023.0,86.0,88.4,33.6,34,88.0,24,1,21.0,0,2.34,85.0,30.0,55.0,1.64,1.86,69.9,33.7,36.2,1.08,0.91
2128,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,26.0,1994.0,6,108.0,18.0,3.2,1.2,1,62.0,0,5,9.0,24,1.5,0.0,3.0,-3.0,-2.5,-2.28,0.1,3.1,-2.9,-2.51,-2.38
2129,Amadou Mbengue,sn SEN,"DF,CC",Metz,fr Ligue 1,19.0,2002.0,12,610.0,51.0,17.8,6.8,5,78.0,4,7,32.0,12,0.58,5.0,15.0,-10.0,-1.48,-0.71,5.6,14.8,-9.2,-1.36,-0.58
2130,Luke Mbete-Tatu,eng ENG,DF,Manchester City,eng Premier League,17.0,2003.0,0,,,,,0,,0,0,,14,,,,,,,,,,,
2131,Bryan Mbeumo,cm CMR,DL,Brentford,eng Premier League,21.0,1999.0,35,2905.0,83.0,84.9,32.3,34,85.0,22,1,29.0,1,1.23,41.0,47.0,-6.0,-0.19,0.16,41.2,39.5,1.7,0.05,0.82
2132,Jason Mbock,fr FRA,DL,Angers,fr Ligue 1,21.0,1999.0,1,17.0,17.0,0.5,0.2,0,,0,1,17.0,2,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.09
2133,Jordi Mboula,es ESP,DL,Mallorca,es La Liga,22.0,1999.0,11,434.0,39.0,12.7,4.8,5,68.0,0,6,16.0,10,1.09,4.0,6.0,-2.0,-0.41,0.34,4.1,5.5,-1.4,-0.29,-0.02
2134,Moustapha Mbow,sn SEN,DF,Reims,fr Ligue 1,21.0,2000.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,,8,1.0,1.0,1.0,0.0,0.0,0.03,0.8,1.4,-0.7,-0.65,-0.43
2135,Nathanael Mbuku,fr FRA,"DL,CC",Reims,fr Ligue 1,19.0,2002.0,31,1418.0,46.0,41.5,15.8,18,62.0,2,13,23.0,7,1.19,17.0,16.0,1.0,0.06,0.15,13.5,16.9,-3.4,-0.21,0.03
2136,James McArthur,sct SCO,CC,Crystal Palace,eng Premier League,33.0,1987.0,21,1439.0,69.0,42.1,16.0,15,87.0,11,6,22.0,1,1.43,22.0,15.0,7.0,0.44,0.57,18.5,13.2,5.3,0.33,0.31
2137,James Mcatee,eng ENG,"CC,DL",Manchester City,eng Premier League,18.0,2002.0,2,20.0,10.0,0.6,0.2,0,,0,2,10.0,11,3.0,1.0,0.0,1.0,4.5,2.59,1.6,0.0,1.5,6.95,5.3
2138,Kasey McAteer,eng ENG,DL,Leicester City,eng Premier League,19.0,2001.0,1,3.0,3.0,0.1,0.0,0,,0,1,3.0,4,3.0,0.0,0.0,0.0,0.0,-0.08,0.0,0.5,-0.4,-13.17,-12.88
2139,Liam McCarron,sct SCO,DL,Leeds United,eng Premier League,20.0,2001.0,1,10.0,10.0,0.3,0.1,0,,0,1,10.0,10,0.0,0.0,1.0,-1.0,-9.0,-8.05,0.0,0.4,-0.4,-3.5,-2.89
2140,Alex McCarthy,eng ENG,PO,Southampton,eng Premier League,31.0,1989.0,17,1530.0,90.0,44.7,17.0,17,90.0,17,0,,1,0.94,16.0,27.0,-11.0,-0.65,-0.03,20.9,25.0,-4.2,-0.24,0.28
2141,Jon McCracken,sct SCO,PO,Norwich City,eng Premier League,21.0,2000.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
2142,Thomas Mcgill,eng ENG,PO,Brighton,eng Premier League,21.0,2000.0,0,,,,,0,,0,0,,3,,,,,,,,,,,
2143,John McGinn,sct SCO,CC,Aston Villa,eng Premier League,26.0,1994.0,35,3090.0,88.0,90.4,34.3,35,88.0,32,0,,0,1.23,45.0,48.0,-3.0,-0.09,-0.36,40.3,43.8,-3.5,-0.1,0.28
2144,Joseph McGlynn,eng ENG,CC,Burnley,eng Premier League,18.0,2002.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
2145,Michael McGovern,nir NIR,PO,Norwich City,eng Premier League,37.0,1984.0,0,,,,,0,,0,0,,6,,,,,,,,,,,
2146,Weston McKennie,us USA,CC,Juventus,it Serie A,22.0,1998.0,21,1369.0,65.0,40.0,15.2,15,81.0,9,6,25.0,2,1.67,20.0,16.0,4.0,0.26,-0.44,17.4,16.2,1.3,0.08,-0.45
2147,Stuart McKinstry,sct SCO,CC,Leeds United,eng Premier League,18.0,2002.0,1,4.0,4.0,0.1,0.0,0,,0,1,4.0,8,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,-0.36,0.25
2148,Kenny McLean,sct SCO,CC,Norwich City,eng Premier League,29.0,1992.0,31,2706.0,87.0,79.1,30.1,29,89.0,27,2,58.0,1,0.58,20.0,62.0,-42.0,-1.4,1.0,25.9,61.3,-35.5,-1.18,-0.21
2149,Dwight McNeil,eng ENG,CC,Burnley,eng Premier League,21.0,1999.0,38,3107.0,82.0,90.8,34.5,35,87.0,26,3,21.0,0,0.92,32.0,49.0,-17.0,-0.49,0.08,34.6,49.8,-15.2,-0.44,0.19
2150,Scott McTominay,sct SCO,CC,Manchester Utd,eng Premier League,24.0,1996.0,30,2387.0,80.0,69.8,26.5,28,84.0,20,2,13.0,1,1.47,40.0,37.0,3.0,0.11,0.37,39.2,38.1,1.1,0.04,-0.1
2151,Daylam Meddah,fr FRA,CC,Angers,fr Ligue 1,18.0,2002.0,0,,,,,0,,0,0,,3,,,,,,,,,,,
