RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive.1,PassDead.1,HASTA.1,Dis.1,FR.1,Def.1
1352,Michael Keane,eng ENG,DF,Everton,eng Premier League,28,1993,31.0,19.0,0.61,13.0,1.0,0.0,4.0,0.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
1353,Ilan Kebbal,dz ALG,"CC,DL",Reims,fr Ligue 1,23,1998,19.7,71.0,3.61,50.0,8.0,4.0,4.0,5.0,0.0,7.0,0.36,4.0,1.0,0.0,1.0,1.0,0.0
1354,Wajdi Kechrida,tn TUN,"DF,CC",Salernitana,it Serie A,25,1995,10.6,17.0,1.61,14.0,2.0,0.0,1.0,0.0,0.0,2.0,0.19,1.0,0.0,0.0,1.0,0.0,0.0
1355,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,24,1996,16.8,12.0,0.71,10.0,1.0,0.0,1.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
1356,Habib Keita,ml MLI,"CC,DL",Lyon,fr Ligue 1,19,2002,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,Naby Keïta,gn GUI,CC,Liverpool,eng Premier League,26,1995,13.0,46.0,3.53,39.0,0.0,0.0,4.0,0.0,3.0,6.0,0.46,5.0,0.0,0.0,1.0,0.0,0.0
1358,Yannik Keitel,de GER,CC,Freiburg,de Bundesliga,21,2000,5.6,8.0,1.43,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,Caoimhín Kelleher,ie IRL,PO,Liverpool,eng Premier League,22,1998,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,26,1995,11.7,13.0,1.11,11.0,1.0,0.0,1.0,0.0,0.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0
1361,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,26,1995,9.3,17.0,1.82,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,Kenedy,br BRA,DF,Chelsea,eng Premier League,25,1996,0.6,2.0,3.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,24,1997,11.3,21.0,1.86,16.0,2.0,2.0,1.0,0.0,0.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0
1364,Dimitrios Keramitsis,gr GRE,CC,Roma,it Serie A,17,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365,Franck Kessié,ci CIV,CC,Milan,it Serie A,24,1996,25.6,67.0,2.61,55.0,0.0,2.0,5.0,2.0,3.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
1366,Saîf-Eddine Khaoui,tn TUN,"CC,DL",Clermont Foot,fr Ligue 1,26,1995,10.3,32.0,3.09,12.0,12.0,2.0,3.0,3.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
1367,Wahbi Khazri,tn TUN,"DL,CC",Saint-Étienne,fr Ligue 1,30,1991,24.7,82.0,3.31,53.0,4.0,9.0,8.0,7.0,1.0,6.0,0.24,4.0,0.0,0.0,0.0,1.0,1.0
1368,Rani Khedira,de GER,CC,Union Berlin,de Bundesliga,27,1994,30.6,34.0,1.11,26.0,1.0,1.0,2.0,2.0,2.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0
1369,Kiké,es ESP,DL,Osasuna,es La Liga,31,1989,20.7,50.0,2.42,34.0,0.0,3.0,6.0,6.0,1.0,4.0,0.19,3.0,0.0,0.0,1.0,0.0,0.0
1370,Luca Kilian,de GER,DL,Mainz 05,de Bundesliga,21,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,Luca Kilian,de GER,DF,Köln,de Bundesliga,21,1999,25.3,13.0,0.51,11.0,1.0,0.0,0.0,1.0,0.0,3.0,0.12,2.0,1.0,0.0,0.0,0.0,0.0
1372,Max Kilman,eng ENG,DF,Wolves,eng Premier League,24,1997,29.9,10.0,0.33,7.0,0.0,1.0,1.0,0.0,1.0,2.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0
1373,Joshua Kimmich,de GER,CC,Bayern Munich,de Bundesliga,26,1995,27.5,155.0,5.64,81.0,63.0,1.0,3.0,3.0,4.0,24.0,0.87,9.0,13.0,0.0,0.0,1.0,1.0
1374,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,25,1995,28.6,18.0,0.63,17.0,0.0,0.0,1.0,0.0,0.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0
1375,Joshua King,no NOR,DL,Watford,eng Premier League,29,1992,25.0,63.0,2.52,51.0,0.0,2.0,6.0,4.0,0.0,9.0,0.36,6.0,0.0,1.0,2.0,0.0,0.0
1376,Jakub Kiwior,pl POL,CC,Spezia,it Serie A,21,2000,21.8,15.0,0.69,13.0,0.0,0.0,1.0,1.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
1377,Sofian Kiyine,ma MAR,"CC,DL",Venezia,it Serie A,23,1997,13.8,50.0,3.63,29.0,8.0,8.0,1.0,1.0,3.0,3.0,0.22,2.0,0.0,0.0,1.0,0.0,0.0
1378,Simon Kjær,dk DEN,DF,Milan,it Serie A,32,1989,8.9,7.0,0.78,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
1379,Kristoffer Klaesson,no NOR,PO,Leeds United,eng Premier League,20,2000,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,Philipp Klement,de GER,CC,Stuttgart,de Bundesliga,28,1992,3.8,19.0,5.06,13.0,6.0,0.0,0.0,0.0,0.0,1.0,0.27,0.0,1.0,0.0,0.0,0.0,0.0
1381,Mateusz Klich,pl POL,CC,Leeds United,eng Premier League,31,1990,23.0,77.0,3.34,64.0,3.0,3.0,4.0,3.0,0.0,8.0,0.35,7.0,0.0,0.0,1.0,0.0,0.0
1382,Thibault Klidje,tg TOG,"CC,DL",Bordeaux,fr Ligue 1,20,2001,1.0,6.0,6.35,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1383,Mateo Klimowicz,de GER,"CC,DL",Stuttgart,de Bundesliga,21,2000,6.7,19.0,2.83,11.0,0.0,2.0,2.0,4.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0
1384,Fabian Klos,de GER,DL,Arminia,de Bundesliga,33,1987,15.8,27.0,1.71,25.0,0.0,1.0,1.0,0.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0
1385,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,25,1996,18.3,12.0,0.66,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
1386,Justin Kluivert,nl NED,CC,Nice,fr Ligue 1,22,1999,20.8,64.0,3.06,34.0,22.0,5.0,2.0,1.0,0.0,8.0,0.38,3.0,3.0,2.0,0.0,0.0,0.0
1387,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,25,1996,2.2,4.0,1.86,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,Ansgar Knauff,de GER,"DL,CC",Dortmund,de Bundesliga,19,2002,1.3,3.0,2.37,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,Ansgar Knauff,de GER,"DF,CC",Eint Frankfurt,de Bundesliga,19,2002,8.4,23.0,2.73,16.0,1.0,2.0,1.0,3.0,0.0,3.0,0.36,2.0,0.0,1.0,0.0,0.0,0.0
1390,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,29,1992,33.0,19.0,0.58,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391,Gregor Kobel,ch SUI,PO,Dortmund,de Bundesliga,23,1997,28.5,4.0,0.14,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
1392,Robin Koch,de GER,"CC,DF",Leeds United,eng Premier League,25,1996,17.5,24.0,1.37,21.0,1.0,0.0,1.0,1.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0
1393,Samuel Koeberlé,fr FRA,DL,Reims,fr Ligue 1,16,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,Philippe Koffi,ci CIV,DL,Reims,fr Ligue 1,19,2002,4.2,11.0,2.63,5.0,0.0,1.0,2.0,3.0,0.0,2.0,0.48,1.0,0.0,0.0,1.0,0.0,0.0
1395,Dominik Kohr,de GER,CC,Mainz 05,de Bundesliga,27,1994,17.9,46.0,2.57,36.0,1.0,1.0,4.0,2.0,2.0,10.0,0.56,8.0,0.0,0.0,1.0,1.0,0.0
1396,Koba Koindredi,fr FRA,CC,Valencia,es La Liga,19,2001,2.0,4.0,1.98,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1397,Koke,es ESP,CC,Atlético Madrid,es La Liga,29,1992,27.9,67.0,2.4,59.0,2.0,1.0,2.0,3.0,0.0,11.0,0.39,11.0,0.0,0.0,0.0,0.0,0.0
1398,Aleksandr Kokorin,ru RUS,"DL,CC",Fiorentina,it Serie A,30,1991,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399,Aleksandar Kolarov,rs SRB,DF,Inter,it Serie A,35,1985,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,28,1993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,28,1993,4.9,7.0,1.43,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0
1402,Luca Koleosho,it ITA,DL,Espanyol,es La Liga,16,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,Randal Kolo Muani,fr FRA,"DL,CC",Nantes,fr Ligue 1,22,1998,32.8,83.0,2.53,53.0,0.0,9.0,7.0,13.0,1.0,13.0,0.4,7.0,0.0,3.0,1.0,2.0,0.0
1404,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,29,1991,28.5,36.0,1.26,32.0,1.0,0.0,2.0,0.0,1.0,4.0,0.14,3.0,0.0,0.0,1.0,0.0,0.0
1405,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,25,1995,26.9,54.0,2.01,45.0,2.0,4.0,1.0,2.0,0.0,6.0,0.22,5.0,0.0,1.0,0.0,0.0,0.0
1406,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,22,1999,11.0,6.0,0.55,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.27,3.0,0.0,0.0,0.0,0.0,0.0
1407,Geoffrey Kondogbia,cf CTA,"CC,DF",Atlético Madrid,es La Liga,28,1993,20.9,25.0,1.2,20.0,0.0,2.0,0.0,0.0,3.0,4.0,0.19,3.0,0.0,0.0,0.0,0.0,1.0
1408,Ibrahima Koné,ml MLI,DL,Lorient,fr Ligue 1,22,1999,8.1,27.0,3.32,17.0,0.0,3.0,3.0,3.0,1.0,3.0,0.37,2.0,0.0,1.0,0.0,0.0,0.0
1409,Kouadio Koné,fr FRA,CC,M'Gladbach,de Bundesliga,20,2001,24.3,49.0,2.11,38.0,0.0,5.0,1.0,5.0,0.0,4.0,0.17,2.0,0.0,0.0,0.0,2.0,0.0
1410,Youssouf Koné,ml MLI,DF,Troyes,fr Ligue 1,26,1995,10.9,13.0,1.19,10.0,0.0,3.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
1411,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,23,1997,27.5,13.0,0.47,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1412,Teun Koopmeiners,nl NED,CC,Atalanta,it Serie A,23,1998,23.6,93.0,3.94,69.0,14.0,5.0,3.0,1.0,1.0,5.0,0.21,5.0,0.0,0.0,0.0,0.0,0.0
1413,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,35,1985,10.4,9.0,0.87,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
1414,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,20,2001,19.9,16.0,0.8,14.0,0.0,0.0,1.0,0.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
1415,Filip Kostić,rs SRB,"DF,DL",Eint Frankfurt,de Bundesliga,28,1992,28.0,141.0,5.03,74.0,48.0,5.0,12.0,2.0,0.0,13.0,0.46,8.0,4.0,0.0,1.0,0.0,0.0
1416,Rominigue Kouamé,ml MLI,CC,Troyes,fr Ligue 1,24,1996,33.0,64.0,1.94,48.0,1.0,8.0,3.0,3.0,1.0,8.0,0.24,6.0,0.0,1.0,1.0,0.0,0.0
1417,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,30,1991,26.7,19.0,0.71,15.0,0.0,1.0,2.0,1.0,0.0,4.0,0.15,3.0,0.0,0.0,1.0,0.0,0.0
1418,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,22,1998,30.4,43.0,1.41,35.0,0.0,4.0,2.0,2.0,0.0,3.0,0.1,2.0,0.0,1.0,0.0,0.0,0.0
1419,Christos Kourfalidis,gr GRE,"CC,DL",Cagliari,it Serie A,18,2002,0.2,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1420,Boubakar Kouyaté,ml MLI,DF,Metz,fr Ligue 1,24,1997,29.6,14.0,0.47,8.0,0.0,1.0,3.0,0.0,2.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
1421,Cheikhou Kouyaté,sn SEN,CC,Crystal Palace,eng Premier League,31,1989,21.9,15.0,0.68,13.0,0.0,1.0,0.0,0.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
1422,Mateo Kovačić,hr CRO,CC,Chelsea,eng Premier League,27,1994,17.3,69.0,3.98,58.0,0.0,4.0,3.0,3.0,1.0,8.0,0.46,7.0,0.0,0.0,0.0,0.0,1.0
1423,Viktor Kovalenko,ua UKR,CC,Spezia,it Serie A,25,1996,14.7,27.0,1.84,21.0,3.0,1.0,0.0,1.0,1.0,4.0,0.27,4.0,0.0,0.0,0.0,0.0,0.0
1424,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,26,1994,18.2,19.0,1.05,11.0,4.0,1.0,1.0,1.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0
1425,Alex Král,cz CZE,CC,West Ham,eng Premier League,23,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1426,Andrej Kramarić,hr CRO,"DL,CC",Hoffenheim,de Bundesliga,30,1991,30.1,98.0,3.26,74.0,5.0,5.0,8.0,6.0,0.0,14.0,0.47,14.0,0.0,0.0,0.0,0.0,0.0
1427,Christoph Kramer,de GER,CC,M'Gladbach,de Bundesliga,30,1991,8.3,10.0,1.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1428,Jean-Philippe Krasso,ci CIV,DL,Saint-Étienne,fr Ligue 1,24,1997,5.0,15.0,2.97,8.0,0.0,4.0,1.0,2.0,0.0,4.0,0.79,3.0,0.0,0.0,1.0,0.0,0.0
1429,Julian Kristoffersen,no NOR,DL,Salernitana,it Serie A,24,1997,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430,Toni Kroos,de GER,CC,Real Madrid,es La Liga,31,1990,23.4,88.0,3.77,60.0,25.0,2.0,0.0,0.0,1.0,4.0,0.17,3.0,1.0,0.0,0.0,0.0,0.0
1431,Florian Krüger,de GER,"DL,CC",Arminia,de Bundesliga,22,1999,12.5,25.0,2.02,22.0,0.0,2.0,1.0,0.0,0.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0
1432,Tim Krul,nl NED,PO,Norwich City,eng Premier League,33,1988,29.0,6.0,0.21,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1433,Rade Krunić,ba BIH,"CC,DL",Milan,it Serie A,27,1993,15.7,39.0,2.48,32.0,0.0,1.0,3.0,3.0,0.0,3.0,0.19,1.0,0.0,0.0,2.0,0.0,0.0
1434,Max Kruse,de GER,"CC,DL",Wolfsburg,de Bundesliga,33,1988,12.5,34.0,2.71,28.0,0.0,0.0,4.0,2.0,0.0,7.0,0.56,6.0,0.0,0.0,0.0,1.0,0.0
1435,Max Kruse,de GER,"DL,CC",Union Berlin,de Bundesliga,33,1988,14.1,64.0,4.54,47.0,7.0,2.0,7.0,1.0,0.0,10.0,0.71,7.0,0.0,0.0,3.0,0.0,0.0
1436,Lukas Kübler,de GER,"DF,CC",Freiburg,de Bundesliga,28,1992,25.9,38.0,1.47,31.0,3.0,0.0,2.0,2.0,0.0,2.0,0.08,1.0,1.0,0.0,0.0,0.0,0.0
1437,Takefusa Kubo,jp JPN,"DL,CC",Mallorca,es La Liga,20,2001,17.8,75.0,4.2,47.0,6.0,8.0,3.0,10.0,1.0,4.0,0.22,3.0,0.0,0.0,0.0,1.0,0.0
1438,Juraj Kucka,sk SVK,CC,Watford,eng Premier League,34,1987,21.3,42.0,1.97,27.0,0.0,5.0,2.0,7.0,1.0,2.0,0.09,1.0,0.0,1.0,0.0,0.0,0.0
1439,Mykola Kukharevych,ua UKR,DL,Troyes,fr Ligue 1,20,2001,0.2,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440,Dejan Kulusevski,se SWE,"CC,DL",Tottenham,eng Premier League,21,2000,14.0,51.0,3.64,39.0,0.0,5.0,6.0,1.0,0.0,13.0,0.93,11.0,0.0,1.0,1.0,0.0,0.0
1441,Dejan Kulusevski,se SWE,"DL,CC",Juventus,it Serie A,21,2000,8.6,25.0,2.92,17.0,0.0,5.0,2.0,1.0,0.0,5.0,0.58,3.0,0.0,2.0,0.0,0.0,0.0
1442,Marash Kumbulla,al ALB,DF,Roma,it Serie A,21,2000,11.4,6.0,0.53,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1443,Fabian Kunze,de GER,CC,Arminia,de Bundesliga,23,1998,14.0,18.0,1.29,12.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1444,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,24,1997,22.2,32.0,1.44,25.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445,Grejohn Kyei,fr FRA,DL,Clermont Foot,fr Ligue 1,25,1995,4.4,11.0,2.5,8.0,0.0,1.0,2.0,0.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0
1446,Giorgos Kyriakopoulos,gr GRE,"DF,DL",Sassuolo,it Serie A,25,1996,21.9,65.0,2.97,44.0,6.0,5.0,2.0,6.0,2.0,9.0,0.41,6.0,1.0,0.0,0.0,2.0,0.0
1447,Andrea La Mantia,it ITA,"DL,CC",Empoli,it Serie A,30,1991,5.4,13.0,2.4,9.0,0.0,0.0,3.0,1.0,0.0,3.0,0.55,1.0,0.0,0.0,1.0,1.0,0.0
1448,Gaëtan Laborde,fr FRA,DL,Montpellier,fr Ligue 1,27,1994,3.8,10.0,2.65,6.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1449,Gaëtan Laborde,fr FRA,DL,Rennes,fr Ligue 1,27,1994,30.3,79.0,2.61,61.0,0.0,1.0,16.0,0.0,1.0,19.0,0.63,13.0,0.0,1.0,4.0,0.0,1.0
1450,Alexandre Lacazette,fr FRA,DL,Arsenal,eng Premier League,30,1991,19.8,71.0,3.58,49.0,0.0,4.0,6.0,10.0,2.0,9.0,0.45,6.0,0.0,0.0,1.0,1.0,1.0
1451,Tom Lacoux,fr FRA,"DF,CC",Bordeaux,fr Ligue 1,19,2002,10.1,13.0,1.29,8.0,1.0,0.0,0.0,2.0,2.0,3.0,0.3,1.0,1.0,0.0,0.0,0.0,1.0
1452,Lenny Lacroix,fr FRA,DF,Metz,fr Ligue 1,18,2003,2.2,2.0,0.9,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0
1453,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,21,2000,27.7,26.0,0.94,20.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1454,Alban Lafont,fr FRA,PO,Nantes,fr Ligue 1,22,1999,38.0,4.0,0.11,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
1455,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,31,1989,33.8,16.0,0.47,12.0,3.0,0.0,1.0,0.0,0.0,3.0,0.09,1.0,1.0,0.0,1.0,0.0,0.0
1456,Konrad Laimer,at AUT,CC,RB Leipzig,de Bundesliga,24,1997,13.8,34.0,2.47,28.0,0.0,3.0,2.0,1.0,0.0,7.0,0.51,5.0,0.0,1.0,1.0,0.0,0.0
1457,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,28,1992,16.3,37.0,2.41,30.0,1.0,1.0,0.0,5.0,0.0,6.0,0.39,4.0,0.0,1.0,0.0,1.0,0.0
1458,Diego Lainez,mx MEX,DL,Betis,es La Liga,21,2000,1.6,5.0,3.21,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,Adam Lallana,eng ENG,CC,Brighton,eng Premier League,33,1988,17.3,28.0,1.62,24.0,0.0,0.0,2.0,2.0,0.0,4.0,0.23,4.0,0.0,0.0,0.0,0.0,0.0
1460,Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,31,1990,13.0,8.0,0.62,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1461,Érik Lamela,ar ARG,"DL,CC",Sevilla,es La Liga,29,1992,11.3,44.0,3.91,38.0,1.0,3.0,0.0,1.0,1.0,4.0,0.36,4.0,0.0,0.0,0.0,0.0,0.0
1462,Mohamed Lamine Bayo,gn GUI,DL,Clermont Foot,fr Ligue 1,23,1998,26.8,63.0,2.35,44.0,0.0,10.0,7.0,1.0,1.0,8.0,0.3,5.0,0.0,1.0,2.0,0.0,0.0
1463,Didier Lamkel Zé,cm CMR,DL,Metz,fr Ligue 1,24,1996,6.7,16.0,2.38,10.0,0.0,1.0,2.0,3.0,0.0,1.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0
1464,Sam Lammers,nl NED,"DL,CC",Atalanta,it Serie A,24,1997,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1465,Sam Lammers,nl NED,"DL,CC",Eint Frankfurt,de Bundesliga,24,1997,5.7,10.0,1.74,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1466,Tariq Lamptey,gh GHA,"DF,DL",Brighton,eng Premier League,20,2000,17.3,54.0,3.11,37.0,2.0,4.0,3.0,7.0,1.0,3.0,0.17,3.0,0.0,0.0,0.0,0.0,0.0
1467,Manuel Lanzini,ar ARG,"CC,DL",West Ham,eng Premier League,28,1993,19.8,60.0,3.02,51.0,4.0,3.0,0.0,1.0,1.0,9.0,0.45,7.0,0.0,1.0,0.0,0.0,1.0
1468,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,27,1994,31.4,40.0,1.27,34.0,0.0,1.0,4.0,1.0,0.0,6.0,0.19,3.0,0.0,0.0,2.0,1.0,0.0
1469,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,27,1993,32.1,12.0,0.37,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
1470,Yasser Larouci,dz ALG,DF,Troyes,fr Ligue 1,20,2001,3.8,13.0,3.41,7.0,1.0,2.0,0.0,3.0,0.0,1.0,0.26,0.0,0.0,0.0,0.0,1.0,0.0
1471,Kevin Lasagna,it ITA,"CC,DL",Hellas Verona,it Serie A,28,1992,13.2,37.0,2.82,26.0,0.0,1.0,6.0,3.0,1.0,7.0,0.53,6.0,0.0,0.0,0.0,1.0,0.0
1472,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,27,1993,22.9,10.0,0.44,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
1473,Bryan Lasme,fr FRA,DL,Arminia,de Bundesliga,22,1998,9.7,19.0,1.95,13.0,0.0,3.0,1.0,2.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
1474,Paul Lasne,fr FRA,CC,Brest,fr Ligue 1,32,1989,9.4,20.0,2.13,16.0,0.0,0.0,1.0,3.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
1475,Juanmi Latasa,es ESP,DL,Real Madrid,es La Liga,20,2001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,Toni Lato,es ESP,DF,Valencia,es La Liga,23,1997,6.6,10.0,1.53,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0
1477,Armand Lauriente,fr FRA,"DL,CC",Lorient,fr Ligue 1,22,1998,27.5,99.0,3.6,57.0,5.0,12.0,16.0,6.0,3.0,8.0,0.29,4.0,0.0,2.0,2.0,0.0,0.0
1478,Darko Lazović,rs SRB,DF,Hellas Verona,it Serie A,30,1990,30.7,91.0,2.96,79.0,4.0,3.0,5.0,0.0,0.0,11.0,0.36,11.0,0.0,0.0,0.0,0.0,0.0
