RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,ACT,SCA90,PassLive,PassDead,HASTA,Dis,FR,Def,ACG,GCA90,PassLive.1,PassDead.1,HASTA.1,Dis.1,FR.1,Def.1
343,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,22,1999,22.3,5.0,0.22,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
344,Rafael Borré,co COL,DL,Eint Frankfurt,de Bundesliga,25,1995,26.4,66.0,2.5,46.0,0.0,6.0,8.0,6.0,0.0,9.0,0.34,6.0,0.0,2.0,1.0,0.0,0.0
345,Sven Botman,nl NED,DF,Lille,fr Ligue 1,21,2000,25.0,18.0,0.72,16.0,1.0,1.0,0.0,0.0,0.0,2.0,0.08,1.0,1.0,0.0,0.0,0.0,0.0
346,Denis Bouanga,ga GAB,"DL,CC",Saint-Étienne,fr Ligue 1,26,1994,27.1,87.0,3.21,49.0,7.0,17.0,8.0,3.0,3.0,12.0,0.44,5.0,3.0,1.0,2.0,0.0,1.0
347,Hicham Boudaoui,dz ALG,CC,Nice,fr Ligue 1,21,1999,18.0,32.0,1.78,27.0,0.0,0.0,2.0,3.0,0.0,4.0,0.22,4.0,0.0,0.0,0.0,0.0,0.0
348,Ryad Boudebouz,dz ALG,"CC,DL",Saint-Étienne,fr Ligue 1,31,1990,25.0,96.0,3.84,75.0,13.0,4.0,2.0,2.0,0.0,6.0,0.24,4.0,0.0,1.0,1.0,0.0,0.0
349,Sofiane Boufal,ma MAR,"DL,CC",Angers,fr Ligue 1,27,1993,25.9,137.0,5.29,61.0,31.0,21.0,7.0,13.0,4.0,15.0,0.58,7.0,1.0,1.0,2.0,4.0,0.0
350,Farid Boulaya,dz ALG,"CC,DL",Metz,fr Ligue 1,28,1993,17.0,46.0,2.71,31.0,13.0,0.0,1.0,0.0,1.0,2.0,0.12,0.0,2.0,0.0,0.0,0.0,0.0
351,Yassine Bounou,ma MAR,PO,Sevilla,es La Liga,30,1991,31.0,4.0,0.13,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.06,1.0,1.0,0.0,0.0,0.0,0.0
352,Ismaëlben Boura,fr FRA,DF,Lens,fr Ligue 1,20,2000,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,Mehdi Bourabia,ma MAR,CC,Spezia,it Serie A,29,1991,3.1,5.0,1.61,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.64,0.0,0.0,2.0,0.0,0.0,0.0
354,Benjamin Bourigeaud,fr FRA,"DL,CC",Rennes,fr Ligue 1,27,1994,35.5,176.0,4.96,97.0,71.0,1.0,4.0,1.0,2.0,18.0,0.51,14.0,4.0,0.0,0.0,0.0,0.0
355,Redwan Bourles,fr FRA,"CC,DL",Lorient,fr Ligue 1,18,2003,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,Edoardo Bove,it ITA,"CC,DF",Roma,it Serie A,19,2002,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,Jarrod Bowen,eng ENG,DL,West Ham,eng Premier League,24,1996,33.1,98.0,2.96,56.0,16.0,11.0,9.0,5.0,1.0,19.0,0.57,9.0,3.0,3.0,1.0,3.0,0.0
358,Dedryck Boyata,be BEL,DF,Hertha BSC,de Bundesliga,30,1990,21.1,9.0,0.43,6.0,0.0,1.0,1.0,1.0,0.0,2.0,0.09,1.0,0.0,0.0,0.0,1.0,0.0
359,Lucas Boyé,ar ARG,DL,Elche,es La Liga,25,1996,19.0,47.0,2.47,29.0,0.0,9.0,3.0,3.0,3.0,9.0,0.47,4.0,0.0,3.0,0.0,0.0,2.0
360,Domagoj Bradarić,hr CRO,DF,Lille,fr Ligue 1,21,1999,4.6,10.0,2.16,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,Bilal Brahimi,dz ALG,CC,Nice,fr Ligue 1,21,2000,4.2,18.0,4.29,13.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,Bilal Brahimi,dz ALG,DL,Angers,fr Ligue 1,21,2000,3.8,14.0,3.73,8.0,0.0,4.0,0.0,2.0,0.0,3.0,0.8,1.0,0.0,1.0,0.0,1.0,0.0
363,Martin Braithwaite,dk DEN,DL,Barcelona,es La Liga,30,1991,2.6,2.0,0.77,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,Julian Brandt,de GER,"CC,DL",Dortmund,de Bundesliga,25,1996,23.1,97.0,4.2,60.0,26.0,7.0,4.0,0.0,0.0,22.0,0.95,14.0,5.0,2.0,1.0,0.0,0.0
365,Jarrad Branthwaite,eng ENG,DF,Everton,eng Premier League,19,2002,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,Darko Brašanac,rs SRB,CC,Osasuna,es La Liga,29,1992,26.7,63.0,2.36,56.0,0.0,0.0,4.0,2.0,1.0,7.0,0.26,6.0,0.0,0.0,1.0,0.0,0.0
367,Lilian Brassier,fr FRA,DF,Brest,fr Ligue 1,21,1999,25.1,20.0,0.8,18.0,1.0,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
368,Claudio Bravo,cl CHI,PO,Betis,es La Liga,38,1983,16.2,4.0,0.25,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,Iker Bravo,es ESP,DL,Leverkusen,de Bundesliga,16,2005,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,Fabian Bredlow,de GER,PO,Stuttgart,de Bundesliga,26,1995,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,Josip Brekalo,hr CRO,CC,Torino,it Serie A,23,1998,25.4,122.0,4.8,82.0,23.0,7.0,7.0,3.0,0.0,9.0,0.35,6.0,1.0,2.0,0.0,0.0,0.0
372,Josip Brekalo,hr CRO,DL,Wolfsburg,de Bundesliga,23,1998,0.2,1.0,4.29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.29,1.0,0.0,0.0,0.0,0.0,0.0
373,Gleison Bremer,br BRA,DF,Torino,it Serie A,24,1997,32.1,23.0,0.72,14.0,1.0,0.0,6.0,0.0,2.0,2.0,0.06,1.0,0.0,0.0,1.0,0.0,0.0
374,Jimmy Briand,fr FRA,"DL,CC",Bordeaux,fr Ligue 1,35,1985,2.5,18.0,7.2,14.0,1.0,1.0,2.0,0.0,0.0,2.0,0.8,1.0,0.0,0.0,1.0,0.0,0.0
375,Yan Brice Eteki,cm CMR,CC,Granada,es La Liga,23,1997,3.8,3.0,0.79,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,Brian Brobbey,nl NED,"DL,CC",RB Leipzig,de Bundesliga,19,2002,1.5,4.0,2.75,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.69,1.0,0.0,0.0,0.0,0.0,0.0
377,Armando Broja,al ALB,DL,Southampton,eng Premier League,19,2001,21.9,38.0,1.73,19.0,0.0,7.0,7.0,4.0,1.0,4.0,0.18,0.0,0.0,2.0,0.0,2.0,0.0
378,Dylan Bronn,tn TUN,DF,Metz,fr Ligue 1,26,1995,28.3,15.0,0.53,14.0,0.0,0.0,1.0,0.0,0.0,4.0,0.14,3.0,0.0,0.0,1.0,0.0,0.0
379,John Brooks,us USA,DF,Wolfsburg,de Bundesliga,28,1993,29.1,20.0,0.69,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,Daniel Brosinski,de GER,DF,Mainz 05,de Bundesliga,33,1988,4.3,12.0,2.77,8.0,4.0,0.0,0.0,0.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0
381,Josh Brownhill,eng ENG,CC,Burnley,eng Premier League,25,1995,32.8,75.0,2.28,50.0,18.0,2.0,2.0,2.0,1.0,3.0,0.09,1.0,2.0,0.0,0.0,0.0,0.0
382,Marcelo Brozović,hr CRO,CC,Inter,it Serie A,28,1992,32.6,98.0,3.0,89.0,2.0,1.0,2.0,1.0,3.0,12.0,0.37,12.0,0.0,0.0,0.0,0.0,0.0
383,Cédric Brunner,ch SUI,DF,Arminia,de Bundesliga,27,1994,24.3,37.0,1.53,23.0,8.0,1.0,2.0,2.0,1.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0
384,Lewis Brunt,eng ENG,CC,Leicester City,eng Premier League,20,2000,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,Jacob Bruun Larsen,dk DEN,"DL,CC",Hoffenheim,de Bundesliga,22,1998,9.0,26.0,2.88,22.0,0.0,1.0,2.0,1.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
386,Ante Budimir,hr CRO,DL,Osasuna,es La Liga,30,1991,19.3,28.0,1.45,14.0,0.0,2.0,4.0,7.0,1.0,4.0,0.21,2.0,0.0,0.0,1.0,1.0,0.0
387,Emi Buendía,ar ARG,"CC,DL",Aston Villa,eng Premier League,24,1996,21.1,83.0,3.93,65.0,3.0,7.0,3.0,5.0,0.0,10.0,0.47,7.0,0.0,2.0,1.0,0.0,0.0
388,Osman Bukari,gh GHA,"DL,CC",Nantes,fr Ligue 1,22,1998,11.2,34.0,3.03,26.0,0.0,6.0,2.0,0.0,0.0,8.0,0.71,7.0,0.0,1.0,0.0,0.0,0.0
389,Aleksander Buksa,pl POL,DL,Genoa,it Serie A,18,2003,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,Alessandro Buongiorno,it ITA,DF,Torino,it Serie A,22,1999,13.1,9.0,0.68,6.0,0.0,0.0,2.0,1.0,0.0,3.0,0.23,2.0,0.0,0.0,1.0,0.0,0.0
391,Sascha Burchert,de GER,PO,Greuther Fürth,de Bundesliga,31,1989,14.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,Delano Burgzorg,nl NED,CC,Mainz 05,de Bundesliga,22,1998,0.3,1.0,3.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Jonathan Burkardt,de GER,"DL,CC",Mainz 05,de Bundesliga,21,2000,29.0,79.0,2.72,53.0,1.0,4.0,12.0,7.0,2.0,6.0,0.21,5.0,0.0,1.0,0.0,0.0,0.0
394,Roman Bürki,ch SUI,PO,Dortmund,de Bundesliga,30,1990,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,Dan Burn,eng ENG,DF,Newcastle Utd,eng Premier League,29,1992,16.0,6.0,0.37,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
396,Dan Burn,eng ENG,DF,Brighton,eng Premier League,29,1992,11.4,7.0,0.62,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,Maxime Busi,be BEL,DF,Reims,fr Ligue 1,21,1999,14.4,30.0,2.08,28.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,Gianluca Busio,us USA,CC,Venezia,it Serie A,19,2002,21.7,40.0,1.85,26.0,9.0,0.0,1.0,3.0,1.0,3.0,0.14,2.0,1.0,0.0,0.0,0.0,0.0
399,Oriol Busquets,es ESP,CC,Clermont Foot,fr Ligue 1,22,1999,2.2,4.0,1.79,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,Sergio Busquets,es ESP,CC,Barcelona,es La Liga,33,1988,35.5,92.0,2.59,85.0,0.0,0.0,0.0,4.0,3.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0
401,Jack Butland,eng ENG,PO,Crystal Palace,eng Premier League,28,1993,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,Adrián Butzke,es ESP,DL,Granada,es La Liga,22,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,Marcin Bułka,pl POL,PO,Nice,fr Ligue 1,21,1999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,Jamie Bynoe-Gittens,eng ENG,DL,Dortmund,de Bundesliga,16,2004,1.5,3.0,2.01,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0
405,Sam Byram,eng ENG,DF,Norwich City,eng Premier League,27,1993,11.4,11.0,0.96,6.0,1.0,1.0,2.0,1.0,0.0,2.0,0.18,0.0,0.0,0.0,1.0,1.0,0.0
406,Erick Cabaco,uy URU,DF,Getafe,es La Liga,26,1995,4.5,5.0,1.12,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0
407,Willy Caballero,ar ARG,PO,Southampton,eng Premier League,39,1981,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,Rémy Cabella,fr FRA,"CC,DL",Montpellier,fr Ligue 1,31,1990,3.5,16.0,4.6,14.0,0.0,0.0,0.0,2.0,0.0,1.0,0.29,1.0,0.0,0.0,0.0,0.0,0.0
409,Jimmy Cabot,fr FRA,DF,Angers,fr Ligue 1,27,1994,22.3,36.0,1.61,28.0,4.0,0.0,1.0,1.0,2.0,4.0,0.18,3.0,0.0,0.0,0.0,1.0,0.0
410,Jovane Cabral,cv CPV,DL,Lazio,it Serie A,23,1998,2.1,4.0,1.89,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,30,1991,37.0,28.0,0.76,23.0,2.0,0.0,3.0,0.0,0.0,4.0,0.11,2.0,1.0,0.0,1.0,0.0,0.0
412,Liberato Cacace,nz NZL,DF,Empoli,it Serie A,20,2000,5.2,5.0,0.96,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0
413,Martín Cáceres,uy URU,DF,Cagliari,it Serie A,34,1987,9.2,14.0,1.51,12.0,0.0,0.0,2.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
414,Martín Cáceres,uy URU,DF,Levante,es La Liga,34,1987,7.4,6.0,0.81,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,Anthony Caci,fr FRA,DF,Strasbourg,fr Ligue 1,24,1997,26.6,55.0,2.07,47.0,3.0,2.0,0.0,3.0,0.0,5.0,0.19,4.0,0.0,0.0,0.0,1.0,0.0
416,Mathieu Cafaro,fr FRA,"CC,DL",Reims,fr Ligue 1,24,1997,2.1,4.0,1.87,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,Yannick Cahuzac,fr FRA,CC,Lens,fr Ligue 1,36,1985,6.9,3.0,0.44,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0
418,Felipe Caicedo,ec ECU,DL,Genoa,it Serie A,32,1988,3.2,9.0,2.85,6.0,0.0,0.0,1.0,2.0,0.0,3.0,0.95,2.0,0.0,0.0,0.0,1.0,0.0
419,Felipe Caicedo,ec ECU,"DL,DF",Inter,it Serie A,32,1988,0.3,1.0,3.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,Moisés Caicedo,ec ECU,CC,Brighton,eng Premier League,19,2001,7.3,13.0,1.77,10.0,0.0,1.0,1.0,0.0,1.0,3.0,0.41,3.0,0.0,0.0,0.0,0.0,0.0
421,Marc-Aurèle Caillard,fr FRA,PO,Metz,fr Ligue 1,27,1994,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,Jens Cajuste,se SWE,"CC,DL",Reims,fr Ligue 1,21,1999,4.0,7.0,1.73,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0
423,Cala,es ESP,DF,Cádiz,es La Liga,31,1989,10.5,2.0,0.19,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,Davide Calabria,it ITA,DF,Milan,it Serie A,24,1996,23.5,47.0,2.0,32.0,4.0,3.0,6.0,2.0,0.0,6.0,0.25,3.0,0.0,0.0,3.0,0.0,0.0
425,Riccardo Calafiori,it ITA,DF,Genoa,it Serie A,19,2002,0.9,1.0,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,Riccardo Calafiori,it ITA,DF,Roma,it Serie A,19,2002,1.9,4.0,2.09,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.05,1.0,0.0,1.0,0.0,0.0,0.0
427,Mattia Caldara,it ITA,DF,Venezia,it Serie A,27,1994,30.0,20.0,0.67,9.0,1.0,0.0,5.0,4.0,1.0,2.0,0.07,0.0,0.0,0.0,1.0,1.0,0.0
428,Calderón,es ESP,DF,Betis,es La Liga,21,2000,0.7,1.0,1.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,Fernando Calero,es ESP,DF,Espanyol,es La Liga,25,1995,12.1,7.0,0.58,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
430,Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,24,1996,22.9,11.0,0.48,9.0,1.0,0.0,0.0,1.0,0.0,2.0,0.09,1.0,0.0,0.0,0.0,1.0,0.0
431,Hakan Çalhanoğlu,tr TUR,CC,Inter,it Serie A,27,1994,27.6,173.0,6.27,100.0,54.0,2.0,11.0,4.0,2.0,21.0,0.76,12.0,7.0,0.0,1.0,1.0,0.0
432,Daniel Caligiuri,it ITA,"DF,CC",Augsburg,de Bundesliga,33,1988,22.3,65.0,2.92,30.0,20.0,4.0,2.0,4.0,5.0,8.0,0.36,3.0,3.0,0.0,1.0,1.0,0.0
433,José Callejón,es ESP,DL,Fiorentina,it Serie A,34,1987,14.4,47.0,3.25,32.0,10.0,1.0,3.0,1.0,0.0,4.0,0.28,4.0,0.0,0.0,0.0,0.0,0.0
434,Lucas Calodat,fr FRA,DF,Saint-Étienne,fr Ligue 1,19,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,Dominic Calvert-Lewin,eng ENG,DL,Everton,eng Premier League,24,1997,14.3,30.0,2.1,22.0,0.0,2.0,1.0,4.0,1.0,4.0,0.28,3.0,0.0,0.0,0.0,1.0,0.0
436,Mahdi Camara,fr FRA,"CC,DF",Saint-Étienne,fr Ligue 1,23,1998,34.1,79.0,2.31,54.0,6.0,6.0,1.0,10.0,2.0,5.0,0.15,3.0,0.0,0.0,0.0,2.0,0.0
437,Mamadou Camara,fr FRA,DL,Troyes,fr Ligue 1,20,2001,0.4,1.0,2.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.25,1.0,0.0,0.0,0.0,0.0,0.0
438,Víctor Camarasa,es ESP,"CC,DL",Betis,es La Liga,27,1994,1.2,1.0,0.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,Eduardo Camavinga,fr FRA,CC,Real Madrid,es La Liga,18,2002,13.7,34.0,2.48,30.0,0.0,0.0,0.0,2.0,2.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0
440,Eduardo Camavinga,fr FRA,CC,Rennes,fr Ligue 1,18,2002,1.6,4.0,2.52,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.63,1.0,0.0,0.0,0.0,0.0,0.0
441,Andrea Cambiaso,it ITA,DF,Genoa,it Serie A,21,2000,19.9,39.0,1.96,30.0,3.0,2.0,1.0,3.0,0.0,5.0,0.25,5.0,0.0,0.0,0.0,0.0,0.0
442,José Campaña,es ESP,CC,Levante,es La Liga,28,1993,15.8,42.0,2.63,28.0,9.0,0.0,4.0,0.0,1.0,3.0,0.19,2.0,0.0,0.0,1.0,0.0,0.0
443,Chem Campbell,wls WAL,CC,Wolves,eng Premier League,18,2002,0.1,1.0,6.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,Emre Can,de GER,"DF,CC",Dortmund,de Bundesliga,27,1994,18.8,16.0,0.85,13.0,0.0,1.0,0.0,1.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
445,Sergio Canales,es ESP,"DL,CC",Betis,es La Liga,30,1991,31.0,134.0,4.32,116.0,7.0,5.0,5.0,1.0,0.0,13.0,0.42,11.0,0.0,2.0,0.0,0.0,0.0
446,Matteo Cancellieri,it ITA,"CC,DF",Hellas Verona,it Serie A,19,2002,2.5,7.0,2.79,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,João Cancelo,pt POR,DF,Manchester City,eng Premier League,27,1994,35.9,126.0,3.51,98.0,1.0,8.0,16.0,2.0,1.0,18.0,0.5,13.0,1.0,1.0,3.0,0.0,0.0
448,Fali Candé,gw GNB,DF,Metz,fr Ligue 1,23,1998,10.8,17.0,1.57,9.0,6.0,0.0,1.0,0.0,1.0,3.0,0.28,3.0,0.0,0.0,0.0,0.0,0.0
449,Antonio Candreva,it ITA,"CC,DL",Sampdoria,it Serie A,34,1987,34.7,139.0,4.01,84.0,36.0,7.0,7.0,5.0,0.0,16.0,0.46,10.0,4.0,0.0,1.0,1.0,0.0
450,Sergi Canós,es ESP,"DF,DL",Brentford,eng Premier League,24,1997,23.1,37.0,1.6,29.0,3.0,3.0,2.0,0.0,0.0,5.0,0.22,3.0,1.0,0.0,1.0,0.0,0.0
451,Álex Cantero,es ESP,"DL,CC",Levante,es La Liga,21,2000,6.8,18.0,2.65,14.0,0.0,1.0,3.0,0.0,0.0,4.0,0.59,4.0,0.0,0.0,0.0,0.0,0.0
452,Todd Cantwell,eng ENG,"DL,CC",Norwich City,eng Premier League,23,1998,4.9,10.0,2.04,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0
453,Ander Capa,es ESP,DF,Athletic Club,es La Liga,29,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,Pierrick Capelle,fr FRA,"CC,DF",Angers,fr Ligue 1,34,1987,13.3,32.0,2.41,17.0,6.0,3.0,5.0,1.0,0.0,5.0,0.38,0.0,0.0,2.0,2.0,1.0,0.0
455,Leonardo Capezzi,it ITA,CC,Salernitana,it Serie A,26,1995,1.9,1.0,0.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,Étienne Capoue,fr FRA,CC,Villarreal,es La Liga,33,1988,25.4,32.0,1.26,21.0,0.0,5.0,3.0,1.0,2.0,6.0,0.24,4.0,0.0,1.0,1.0,0.0,0.0
457,Gianluca Caprari,it ITA,"CC,DL",Hellas Verona,it Serie A,28,1993,30.4,142.0,4.67,92.0,20.0,9.0,9.0,9.0,3.0,20.0,0.66,16.0,1.0,2.0,1.0,0.0,0.0
458,Francesco Caputo,it ITA,DL,Sampdoria,it Serie A,33,1987,31.0,74.0,2.39,60.0,0.0,2.0,3.0,8.0,1.0,8.0,0.26,4.0,0.0,0.0,1.0,3.0,0.0
459,Francesco Caputo,it ITA,DL,Sassuolo,it Serie A,33,1987,1.7,6.0,3.46,5.0,0.0,0.0,1.0,0.0,0.0,2.0,1.15,2.0,0.0,0.0,0.0,0.0,0.0
460,Maxence Caqueret,fr FRA,CC,Lyon,fr Ligue 1,21,2000,25.9,63.0,2.43,53.0,5.0,3.0,1.0,1.0,0.0,5.0,0.19,5.0,0.0,0.0,0.0,0.0,0.0
461,Andrea Carboni,it ITA,DF,Cagliari,it Serie A,20,2001,24.6,20.0,0.81,19.0,0.0,0.0,1.0,0.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
462,Isaac Carcelen,es ESP,"DF,CC",Cádiz,es La Liga,28,1993,17.2,26.0,1.51,18.0,0.0,0.0,4.0,4.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0
463,Cárdenas,es ESP,PO,Levante,es La Liga,24,1997,24.0,6.0,0.25,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,Irvin Cardona,fr FRA,"DL,CC",Brest,fr Ligue 1,23,1997,14.8,27.0,1.82,18.0,3.0,1.0,1.0,4.0,0.0,4.0,0.27,2.0,0.0,1.0,0.0,1.0,0.0
465,Igor Carioca,br BRA,DF,Lorient,fr Ligue 1,24,1996,17.5,31.0,1.77,25.0,1.0,1.0,2.0,1.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0
466,Carlo,es ESP,CC,Villarreal,es La Liga,20,2001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,Diego Carlos,br BRA,DF,Sevilla,es La Liga,28,1993,32.9,19.0,0.58,16.0,0.0,0.0,2.0,0.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
468,Carmona,es ESP,DF,Sevilla,es La Liga,19,2002,0.3,1.0,3.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,Yannick Carrasco,be BEL,"DL,CC",Atlético Madrid,es La Liga,27,1993,28.7,122.0,4.25,62.0,26.0,25.0,6.0,3.0,0.0,10.0,0.35,5.0,4.0,1.0,0.0,0.0,0.0
470,Guido Carrillo,ar ARG,DL,Elche,es La Liga,30,1991,13.0,22.0,1.69,14.0,0.0,0.0,3.0,3.0,2.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
471,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,29,1992,17.2,38.0,2.21,36.0,0.0,1.0,0.0,0.0,1.0,6.0,0.35,5.0,0.0,1.0,0.0,0.0,0.0
472,William Carvalho,pt POR,CC,Betis,es La Liga,29,1992,20.1,59.0,2.92,51.0,0.0,4.0,2.0,0.0,2.0,7.0,0.35,3.0,0.0,2.0,1.0,0.0,1.0
