RL2019-2020,Jugador2019-2020,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,PJ2019-2020,Titular2019-2020,Mín2019-2020,90 s2019-2020,Gls.2019-2020,Ass2019-2020,G+A2019-2020,G-TP2019-2020,TP2019-2020,TPint2019-2020,TA2019-2020,TR2019-2020,xG2019-2020,npxG2019-2020,xAG2019-2020,npxG+xAG2019-2020,PrgC2019-2020,PrgP2019-2020,PrgR2019-2020,Gls..12019-2020,Ast2019-2020,G+A.12019-2020,G-TP.12019-2020,G+A-TP2019-2020,xG.12019-2020,xAG.12019-2020,xG+xAG2019-2020,npxG.12019-2020,npxG+xAG.12019-2020
765,Elif Elmas,mk MKD,CC,Napoli,it Serie A,19,1999,26,12,1134,12.6,1,1,2,1,0,0,7,0,2.0,2.0,1.0,3.0,44.0,46.0,49.0,0.08,0.08,0.16,0.08,0.16,0.16,0.08,0.23,0.16,0.23
766,Ilay Elmkies,il ISR,CC,Hoffenheim,de Bundesliga,19,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,18,11,1031,11.5,1,1,2,1,0,0,1,0,0.2,0.2,2.8,3.0,39.0,47.0,37.0,0.09,0.09,0.17,0.09,0.17,0.02,0.24,0.26,0.02,0.26
768,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,22,17,1510,16.8,0,1,1,0,0,0,4,0,0.8,0.8,0.9,1.6,11.0,68.0,12.0,0.0,0.06,0.06,0.0,0.06,0.05,0.05,0.1,0.05,0.1
769,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,22,1996,32,30,2618,29.1,1,0,1,1,0,0,5,0,0.8,0.8,0.1,0.9,28.0,70.0,2.0,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03
770,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,1993,25,24,2121,23.6,2,0,2,2,0,0,9,1,1.0,1.0,0.2,1.2,2.0,40.0,2.0,0.08,0.0,0.08,0.08,0.08,0.04,0.01,0.05,0.04,0.05
771,Adri Embarba,es ESP,"CC,DL",Espanyol,es La Liga,27,1992,18,17,1371,15.2,2,4,6,1,1,1,4,0,3.2,2.4,3.4,5.8,59.0,31.0,95.0,0.13,0.26,0.39,0.07,0.33,0.21,0.22,0.43,0.16,0.38
772,Breel Embolo,ch SUI,"DL,CC",M'Gladbach,de Bundesliga,22,1997,28,17,1550,17.2,8,5,13,8,0,1,4,0,10.4,9.6,4.3,13.9,35.0,43.0,120.0,0.46,0.29,0.75,0.46,0.75,0.6,0.25,0.85,0.56,0.81
773,Emerson,br BRA,DF,Betis,es La Liga,20,1999,33,32,2839,31.5,3,6,9,3,0,0,11,0,1.8,1.8,5.0,6.8,90.0,108.0,215.0,0.1,0.19,0.29,0.1,0.29,0.06,0.16,0.22,0.06,0.22
774,Renaud Emond,be BEL,DL,Nantes,fr Ligue 1,27,1991,6,3,292,3.2,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,5.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.22,0.2,0.22
775,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,1994,13,8,855,9.5,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,6.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
1553,Youssef En-Nesyri,ma MAR,DL,Leganés,es La Liga,22,1997,36,22,2181,24.200000000000003,8,2,10,8,0,0,3,0,8.6,8.6,0.7,9.399999999999999,37.0,22.0,136.0,0.71,0.13,0.8400000000000001,0.71,0.8400000000000001,0.73,0.06,0.79,0.73,0.79
778,Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,1994,17,15,1447,16.1,1,0,1,1,0,0,1,0,1.0,0.9,0.3,1.2,5.0,43.0,2.0,0.06,0.0,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.07
779,Sergi Enrich,es ESP,DL,Eibar,es La Liga,29,1990,30,21,1865,20.7,1,4,5,1,0,0,6,0,3.0,3.0,1.8,4.8,4.0,30.0,107.0,0.05,0.19,0.24,0.05,0.24,0.15,0.09,0.23,0.15,0.23
780,Javier Eraso,es ESP,CC,Leganés,es La Liga,29,1990,20,11,815,9.1,0,0,0,0,0,0,3,0,0.5,0.5,0.7,1.2,9.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13
1563,Christian Eriksen,dk DEN,"CC,DL",Tottenham,eng Premier League,27,1992,37,18,1800,20.0,3,4,7,3,0,0,5,0,3.9,3.9,4.699999999999999,8.7,47.0,126.0,77.0,0.29000000000000004,0.42000000000000004,0.71,0.29000000000000004,0.71,0.41000000000000003,0.52,0.9299999999999999,0.41000000000000003,0.9299999999999999
783,Gonzalo Escalante,ar ARG,CC,Eibar,es La Liga,26,1993,23,18,1674,18.6,0,1,1,0,0,0,9,1,1.7,1.7,1.1,2.8,13.0,68.0,36.0,0.0,0.05,0.05,0.0,0.05,0.09,0.06,0.15,0.09,0.15
784,Aarón Escandell,es ESP,PO,Granada,es La Liga,23,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,1989,11,8,773,8.6,1,0,1,1,0,0,2,0,0.3,0.3,0.7,1.0,15.0,38.0,59.0,0.12,0.0,0.12,0.12,0.12,0.04,0.08,0.12,0.04,0.12
786,Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,1989,26,26,2259,25.1,3,0,3,3,0,0,5,1,2.3,2.3,0.5,2.8,6.0,56.0,9.0,0.12,0.0,0.12,0.12,0.12,0.09,0.02,0.11,0.09,0.11
787,Sebastiano Esposito,it ITA,DL,Inter,it Serie A,17,2002,7,2,199,2.2,1,0,1,0,1,1,2,0,1.8,1.0,0.1,1.1,2.0,5.0,19.0,0.45,0.0,0.45,0.0,0.0,0.81,0.06,0.87,0.45,0.52
788,Vicente Esquerdo,es ESP,"CC,DL",Valencia,es La Liga,20,1999,3,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,Alexander Esswein,de GER,"DL,CC",Hertha BSC,de Bundesliga,29,1990,7,1,213,2.4,0,0,0,0,0,0,1,0,0.1,0.1,1.4,1.5,5.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.04,0.59,0.63,0.04,0.63
790,Pervis Estupiñán,ec ECU,DF,Osasuna,es La Liga,21,1998,36,32,2979,33.1,1,5,6,1,0,0,8,0,1.6,1.6,3.6,5.2,114.0,132.0,184.0,0.03,0.15,0.18,0.03,0.18,0.05,0.11,0.16,0.05,0.16
791,Oghenekaro Etebo,ng NGA,CC,Getafe,es La Liga,23,1995,10,6,572,6.4,1,0,1,1,0,0,4,0,0.7,0.7,0.6,1.4,10.0,20.0,24.0,0.16,0.0,0.16,0.16,0.16,0.11,0.1,0.21,0.11,0.21
792,Beñat Etxebarria,es ESP,CC,Athletic Club,es La Liga,32,1987,11,3,394,4.4,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.9,2.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.17,0.2,0.03,0.2
793,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,31,1987,17,16,1446,16.1,0,0,0,0,0,0,7,0,0.4,0.4,0.1,0.5,3.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03
794,Antony Evans,eng ENG,"CC,DF",Paderborn 07,de Bundesliga,20,1998,6,2,156,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.7,1.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.39,0.43,0.04,0.43
795,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,31,1988,38,38,3383,37.6,1,1,2,1,0,0,8,1,3.7,3.7,0.7,4.4,31.0,157.0,4.0,0.03,0.03,0.05,0.03,0.05,0.1,0.02,0.12,0.1,0.12
796,Edu Expósito,es ESP,CC,Eibar,es La Liga,22,1996,35,24,2316,25.7,4,1,5,3,1,2,3,0,2.7,1.0,0.9,1.9,24.0,104.0,58.0,0.16,0.04,0.19,0.12,0.16,0.1,0.03,0.14,0.04,0.07
1595,Valentin Eysseric,fr FRA,"CC,DL",Hellas Verona,it Serie A,27,1992,9,3,395,4.4,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.8,10.0,23.0,36.0,0.0,0.0,0.0,0.0,0.0,0.16,0.13,0.29000000000000004,0.16,0.29000000000000004
799,Łukasz Fabiański,pl POL,PO,West Ham,eng Premier League,34,1985,25,25,2117,23.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,Fabinho,br BRA,CC,Liverpool,eng Premier League,25,1993,28,22,2079,23.1,2,3,5,2,0,0,6,0,0.4,0.4,1.6,2.1,19.0,129.0,23.0,0.09,0.13,0.22,0.09,0.22,0.02,0.07,0.09,0.02,0.09
801,Fábio,br BRA,DF,Nantes,fr Ligue 1,29,1990,10,10,834,9.3,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.4,23.0,36.0,25.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
802,Cesc Fàbregas,es ESP,CC,Monaco,fr Ligue 1,32,1987,18,12,930,10.3,0,3,3,0,0,0,1,1,0.5,0.5,2.1,2.6,11.0,116.0,57.0,0.0,0.29,0.29,0.0,0.29,0.05,0.2,0.25,0.05,0.25
803,Fabricio,es ESP,PO,Mallorca,es La Liga,31,1987,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,Ralf Fährmann,de GER,PO,Norwich City,eng Premier League,30,1988,1,1,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,Fayçal Fajr,ma MAR,CC,Getafe,es La Liga,30,1988,10,5,403,4.5,0,0,0,0,0,0,2,0,0.4,0.4,0.6,1.0,0.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.09,0.14,0.23,0.09,0.23
806,Luca Falbo,it ITA,DF,Lazio,it Serie A,19,2000,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,Filippo Falco,it ITA,"DL,CC",Lecce,it Serie A,27,1992,30,24,2014,22.4,4,6,10,4,0,0,0,0,2.8,2.8,4.5,7.3,120.0,139.0,169.0,0.18,0.27,0.45,0.18,0.45,0.13,0.2,0.33,0.13,0.33
808,Eliseo Falcon,es ESP,DF,Levante,es La Liga,22,1997,1,1,73,0.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,Wladimiro Falcone,it ITA,PO,Sampdoria,it Serie A,24,1995,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,27,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
1623,Iago Falque,es ESP,"DL,CC",Torino,it Serie A,29,1990,14,7,621,6.9,2,1,3,0,2,3,0,0,3.0,0.7,0.7999999999999999,1.5,23.0,38.0,58.0,0.35,0.17,0.52,0.0,0.17,0.64,0.19,0.8200000000000001,0.23,0.42000000000000004
813,Akin Famewo,eng ENG,CC,Norwich City,eng Premier League,20,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,Andri Fannar Baldursson,is ISL,CC,Bologna,it Serie A,17,2002,7,0,143,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07
815,Paolo Faragò,it ITA,"DF,CC",Cagliari,it Serie A,26,1993,21,14,1343,14.9,1,1,2,1,0,0,3,0,1.5,1.5,0.7,2.2,34.0,64.0,58.0,0.07,0.07,0.13,0.07,0.13,0.1,0.05,0.15,0.1,0.15
816,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,27,1991,36,36,3228,35.9,5,3,8,5,0,0,6,0,4.2,4.2,3.6,7.8,47.0,149.0,164.0,0.14,0.08,0.22,0.14,0.22,0.12,0.1,0.22,0.12,0.22
817,Mohamed Fares,dz ALG,"DF,CC",SPAL,it Serie A,23,1996,8,5,421,4.7,0,0,0,0,0,0,2,0,0.2,0.2,0.9,1.2,8.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.25,0.05,0.25
818,Diego Farias,br BRA,"CC,DL",Lecce,it Serie A,29,1990,18,7,824,9.2,2,0,2,2,0,0,3,1,1.7,1.7,2.0,3.7,48.0,40.0,77.0,0.22,0.0,0.22,0.22,0.22,0.19,0.21,0.4,0.19,0.4
819,Ansu Fati,es ESP,DL,Barcelona,es La Liga,16,2002,24,11,1027,11.4,7,1,8,7,0,0,2,1,3.8,3.8,2.1,5.9,77.0,29.0,187.0,0.61,0.09,0.7,0.61,0.7,0.33,0.18,0.52,0.33,0.52
820,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,32,1987,22,22,1980,22.0,2,3,5,2,0,0,1,0,0.8,0.8,1.8,2.6,36.0,100.0,142.0,0.09,0.14,0.23,0.09,0.23,0.04,0.08,0.12,0.04,0.12
821,Andrea Favilli,it ITA,DL,Genoa,it Serie A,22,1997,20,7,658,7.3,0,0,0,0,0,0,4,0,1.3,1.3,0.9,2.2,14.0,11.0,56.0,0.0,0.0,0.0,0.0,0.0,0.18,0.13,0.3,0.18,0.3
822,Federico Fazio,ar ARG,DF,Roma,it Serie A,32,1987,16,14,1213,13.5,1,0,1,1,0,0,2,1,0.5,0.5,0.1,0.5,9.0,36.0,2.0,0.07,0.0,0.07,0.07,0.07,0.04,0.0,0.04,0.04,0.04
823,Aleix Febas,es ESP,"CC,DL",Mallorca,es La Liga,23,1996,29,22,1690,18.8,0,3,3,0,0,0,4,0,0.4,0.4,1.6,2.0,28.0,74.0,65.0,0.0,0.16,0.16,0.0,0.16,0.02,0.08,0.11,0.02,0.11
824,Zouhair Feddal,ma MAR,DF,Betis,es La Liga,30,1989,17,16,1431,15.9,1,2,3,1,0,0,10,2,1.0,1.0,0.8,1.8,15.0,61.0,2.0,0.06,0.13,0.19,0.06,0.19,0.06,0.05,0.11,0.06,0.11
825,Ljubomir Fejsa,rs SRB,CC,Alavés,es La Liga,30,1988,13,11,786,8.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,Nabil Fekir,fr FRA,"CC,DL",Betis,es La Liga,26,1993,32,31,2638,29.3,7,4,11,6,1,1,10,2,6.9,6.1,2.4,8.5,105.0,136.0,180.0,0.24,0.14,0.38,0.2,0.34,0.23,0.08,0.32,0.21,0.29
827,Felipe,br BRA,DF,Atlético Madrid,es La Liga,30,1989,25,23,2102,23.4,1,0,1,1,0,0,7,0,1.9,1.9,0.2,2.1,4.0,35.0,1.0,0.04,0.0,0.04,0.04,0.04,0.08,0.01,0.09,0.08,0.09
828,Luiz Felipe,it ITA,DF,Lazio,it Serie A,22,1997,26,24,2024,22.5,1,1,2,1,0,0,6,0,1.0,1.0,0.4,1.4,20.0,78.0,18.0,0.04,0.04,0.09,0.04,0.09,0.05,0.02,0.06,0.05,0.06
829,Lucas Felippe,br BRA,"CC,DF",Hellas Verona,it Serie A,19,2000,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09
830,João Félix,pt POR,"DL,CC",Atlético Madrid,es La Liga,19,1999,27,21,1745,19.4,6,1,7,6,0,0,6,0,7.6,7.6,2.2,9.8,43.0,51.0,116.0,0.31,0.05,0.36,0.31,0.36,0.39,0.12,0.51,0.39,0.51
831,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,21,1997,26,21,1966,21.8,0,0,0,0,0,0,3,0,0.2,0.2,0.2,0.4,9.0,55.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
832,Kiko Femenía,es ESP,DF,Watford,eng Premier League,28,1991,28,26,2237,24.9,0,0,0,0,0,0,5,0,0.1,0.1,1.4,1.5,49.0,85.0,81.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.06,0.01,0.06
833,Zinedine Ferhat,dz ALG,"DL,CC",Nîmes,fr Ligue 1,26,1993,26,25,2246,25.0,3,4,7,3,0,0,1,0,4.1,4.1,5.6,9.8,85.0,82.0,198.0,0.12,0.16,0.28,0.12,0.28,0.17,0.22,0.39,0.17,0.39
834,Bruno Fernandes,pt POR,CC,Manchester Utd,eng Premier League,24,1994,14,14,1186,13.2,8,7,15,4,4,4,2,0,6.2,3.0,2.5,5.5,34.0,110.0,92.0,0.61,0.53,1.14,0.3,0.83,0.47,0.19,0.66,0.23,0.42
835,Edimilson Fernandes,ch SUI,"CC,DF",Mainz 05,de Bundesliga,23,1996,24,18,1484,16.5,1,0,1,1,0,0,7,1,0.8,0.8,0.3,1.2,12.0,61.0,29.0,0.06,0.0,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07
836,Gedson Fernandes,pt POR,"CC,DF",Tottenham,eng Premier League,20,1999,7,0,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,9.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.16,0.03,0.16
837,Gelson Fernandes,ch SUI,CC,Eint Frankfurt,de Bundesliga,32,1986,11,10,775,8.6,0,0,0,0,0,0,5,1,0.0,0.0,0.1,0.1,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
838,Matheus Fernandes,br BRA,"CC,DL",Valladolid,es La Liga,21,1998,3,2,166,1.8,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.26,0.02,0.27,0.26,0.27
839,Aitor Fernández,es ESP,PO,Levante,es La Liga,28,1991,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,Andrés Fernández,es ESP,PO,Villarreal,es La Liga,32,1986,4,4,360,4.0,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.12,0.12,0.0,0.12
841,Carlos Fernández,es ESP,"DL,CC",Granada,es La Liga,23,1996,34,21,2201,24.5,10,3,13,9,1,1,8,0,9.8,9.0,3.0,12.0,31.0,57.0,106.0,0.41,0.12,0.53,0.37,0.49,0.4,0.12,0.52,0.37,0.49
842,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,30,1989,32,29,2620,29.1,2,2,4,2,0,0,8,0,1.4,1.4,1.2,2.6,4.0,43.0,13.0,0.07,0.07,0.14,0.07,0.14,0.05,0.04,0.09,0.05,0.09
843,Gabriel Fernández,uy URU,"DL,CC",Celta Vigo,es La Liga,25,1994,20,5,561,6.2,1,1,2,1,0,0,5,1,0.7,0.7,0.2,0.9,12.0,7.0,30.0,0.16,0.16,0.32,0.16,0.32,0.1,0.04,0.14,0.1,0.14
844,Joaquín Fernández,es ESP,"CC,DF",Valladolid,es La Liga,23,1996,20,19,1659,18.4,2,0,2,2,0,0,9,0,0.7,0.7,0.1,0.8,4.0,59.0,6.0,0.11,0.0,0.11,0.11,0.11,0.04,0.01,0.04,0.04,0.04
845,Fernandinho,br BRA,DF,Manchester City,eng Premier League,34,1985,30,26,2397,26.6,0,1,1,0,0,0,9,2,1.0,1.0,0.4,1.4,51.0,213.0,7.0,0.0,0.04,0.04,0.0,0.04,0.04,0.01,0.05,0.04,0.05
846,Fernando,br BRA,CC,Sevilla,es La Liga,32,1987,34,30,2659,29.5,2,3,5,2,0,0,13,0,2.6,2.6,0.4,3.0,16.0,101.0,29.0,0.07,0.1,0.17,0.07,0.17,0.09,0.02,0.1,0.09,0.1
847,Juan Ferney Otero,co COL,"DL,CC",Amiens,fr Ligue 1,24,1995,18,14,1202,13.4,1,2,3,1,0,0,0,1,2.0,2.0,1.9,3.8,29.0,25.0,94.0,0.07,0.15,0.22,0.07,0.22,0.15,0.14,0.29,0.15,0.29
848,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1994,12,11,1005,11.2,0,0,0,0,0,0,4,0,0.9,0.9,0.5,1.4,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.13,0.08,0.13
849,Facundo Ferreyra,ar ARG,"DL,CC",Espanyol,es La Liga,28,1991,16,5,574,6.4,1,0,1,1,0,0,2,0,1.3,1.3,0.4,1.7,5.0,12.0,35.0,0.16,0.0,0.16,0.16,0.16,0.2,0.06,0.26,0.2,0.26
850,Jordan Ferri,fr FRA,CC,Montpellier,fr Ligue 1,27,1992,16,13,1150,12.8,0,0,0,0,0,0,1,1,0.4,0.4,1.3,1.7,32.0,97.0,50.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.13,0.03,0.13
851,Oliver Fink,de GER,"CC,DL",Düsseldorf,de Bundesliga,37,1982,14,8,675,7.5,0,1,1,0,0,0,2,0,0.5,0.5,0.5,0.9,9.0,30.0,43.0,0.0,0.13,0.13,0.0,0.13,0.06,0.06,0.12,0.06,0.12
852,Alfreð Finnbogason,is ISL,DL,Augsburg,de Bundesliga,30,1989,21,10,966,10.7,3,1,4,2,1,1,1,0,4.0,3.2,2.4,5.6,6.0,21.0,49.0,0.28,0.09,0.37,0.19,0.28,0.37,0.23,0.6,0.3,0.52
853,Roberto Firmino,br BRA,DL,Liverpool,eng Premier League,27,1991,38,34,2988,33.2,9,8,17,9,0,0,0,0,14.0,14.0,6.5,20.5,90.0,111.0,218.0,0.27,0.24,0.51,0.27,0.51,0.42,0.2,0.62,0.42,0.62
854,Junior Firpo,es ESP,DF,Barcelona,es La Liga,22,1996,17,11,1014,11.3,1,1,2,1,0,0,5,0,0.7,0.7,0.5,1.2,39.0,57.0,80.0,0.09,0.09,0.18,0.09,0.18,0.06,0.04,0.1,0.06,0.1
855,John Fleck,sct SCO,CC,Sheffield Utd,eng Premier League,27,1991,30,28,2516,28.0,5,2,7,5,0,0,8,0,3.1,3.1,3.4,6.5,48.0,139.0,90.0,0.18,0.07,0.25,0.18,0.25,0.11,0.12,0.23,0.11,0.23
856,Mark Flekken,nl NED,PO,Freiburg,de Bundesliga,26,1993,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,Sergio Floccari,it ITA,DL,SPAL,it Serie A,37,1981,24,9,942,10.5,1,0,1,1,0,0,3,0,1.3,1.3,0.5,1.9,12.0,16.0,82.0,0.1,0.0,0.1,0.1,0.1,0.13,0.05,0.18,0.13,0.18
1717,Alessandro Florenzi,it ITA,"DF,DL",Roma,it Serie A,28,1991,26,21,1749,19.5,0,1,1,0,0,0,6,1,1.1,1.1,2.6,3.6999999999999997,49.0,109.0,93.0,0.0,0.09,0.09,0.0,0.09,0.11000000000000001,0.27,0.38,0.11000000000000001,0.38
860,Phil Foden,eng ENG,"DL,CC",Manchester City,eng Premier League,19,2000,23,9,901,10.0,5,2,7,5,0,0,0,0,3.3,3.3,1.2,4.5,36.0,49.0,102.0,0.5,0.2,0.7,0.5,0.7,0.33,0.12,0.45,0.33,0.45
861,Mamadou Fofana,ml MLI,"DF,CC",Metz,fr Ligue 1,21,1998,20,18,1587,17.6,0,0,0,0,0,0,4,0,0.4,0.4,0.5,0.8,5.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
862,Seko Fofana,ci CIV,CC,Udinese,it Serie A,24,1995,32,24,2249,25.0,3,7,10,3,0,0,4,0,3.4,3.4,3.7,7.0,71.0,102.0,123.0,0.12,0.28,0.4,0.12,0.4,0.13,0.15,0.28,0.13,0.28
863,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2000,14,13,1215,13.5,1,0,1,1,0,0,4,0,0.9,0.9,0.1,1.0,30.0,33.0,4.0,0.07,0.0,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.07
1729,Youssouf Fofana,fr FRA,CC,Strasbourg,fr Ligue 1,20,1999,20,19,1618,18.0,1,2,3,1,0,0,1,0,1.1,1.1,1.0,2.1,46.0,103.0,63.0,0.09,0.3,0.39,0.09,0.39,0.11000000000000001,0.13,0.24,0.11000000000000001,0.24
866,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,24,1994,27,27,2430,27.0,0,1,1,0,0,0,3,0,0.5,0.5,1.3,1.9,69.0,89.0,110.0,0.0,0.04,0.04,0.0,0.04,0.02,0.05,0.07,0.02,0.07
867,Lamine Fomba,fr FRA,CC,Nîmes,fr Ligue 1,21,1998,20,15,1373,15.3,0,0,0,0,0,0,5,0,1.4,1.4,0.5,1.9,11.0,41.0,27.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.13,0.09,0.13
868,José Fonte,pt POR,DF,Lille,fr Ligue 1,35,1983,25,25,2205,24.5,1,1,2,1,0,0,4,0,1.6,1.6,0.7,2.3,9.0,82.0,8.0,0.04,0.04,0.08,0.04,0.08,0.07,0.03,0.09,0.07,0.09
869,Pablo Fornals,es ESP,"CC,DL",West Ham,eng Premier League,23,1996,36,24,2172,24.1,2,5,7,2,0,0,3,0,2.3,2.3,2.5,4.8,45.0,91.0,156.0,0.08,0.21,0.29,0.08,0.29,0.1,0.1,0.2,0.1,0.2
870,Emil Forsberg,se SWE,CC,RB Leipzig,de Bundesliga,27,1991,22,14,1141,12.7,5,2,7,3,2,2,1,0,3.6,2.0,2.9,4.9,44.0,74.0,69.0,0.39,0.16,0.55,0.24,0.39,0.28,0.23,0.51,0.16,0.39
871,Hernâni Fortes,pt POR,"CC,DL",Levante,es La Liga,27,1991,20,5,654,7.3,2,0,2,2,0,0,3,1,1.5,1.5,2.3,3.8,39.0,8.0,61.0,0.28,0.0,0.28,0.28,0.28,0.21,0.32,0.53,0.21,0.53
