RL2019-2020,Jugador2019-2020,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,Cmp2019-2020,Int.2019-2020,% Cmp2019-2020,Dist. tot.2019-2020,Dist. prg.2019-2020,Cmp.12019-2020,Int..12019-2020,% Cmp.12019-2020,Cmp.22019-2020,Int..22019-2020,% Cmp.22019-2020,Cmp.32019-2020,Int..32019-2020,% Cmp.32019-2020,Ass2019-2020,xAG2019-2020,xA2019-2020,A-xAG2019-2020,PC2019-2020,1/32019-2020,PPA2019-2020,CrAP2019-2020,PrgP2019-2020
2128,Marc Roca,es ESP,CC,Espanyol,es La Liga,22,1996,33.4,1374.0,1734.0,79.2,27039.0,9800.0,537.0,620.0,86.6,580.0,680.0,85.3,218.0,350.0,62.3,1,3.1,2.9,-2.1,28.0,223.0,23.0,5.0,261.0
2129,Rubén Rochina,es ESP,CC,Levante,es La Liga,28,1991,20.8,694.0,971.0,71.5,13040.0,4492.0,319.0,369.0,86.4,237.0,305.0,77.7,112.0,236.0,47.5,3,3.7,2.3,-0.7,27.0,110.0,23.0,8.0,129.0
2130,Sebastian Rode,de GER,CC,Eint Frankfurt,de Bundesliga,28,1990,21.5,1006.0,1194.0,84.3,17080.0,4846.0,462.0,511.0,90.4,401.0,453.0,88.5,97.0,137.0,70.8,3,1.9,2.3,1.1,23.0,92.0,21.0,6.0,129.0
2131,Rodri,es ESP,CC,Manchester City,eng Premier League,23,1996,27.6,2400.0,2590.0,92.7,42557.0,10967.0,1051.0,1097.0,95.8,1032.0,1086.0,95.0,263.0,312.0,84.3,2,2.6,2.1,-0.6,34.0,223.0,19.0,2.0,232.0
2132,Rodrigo,es ESP,DL,Valencia,es La Liga,28,1991,20.9,470.0,639.0,73.6,7297.0,1590.0,242.0,299.0,80.9,144.0,188.0,76.6,42.0,78.0,53.8,7,5.7,2.8,1.3,27.0,42.0,26.0,7.0,77.0
4267,Kévin Rodrigues,pt POR,"DF,CC",Leganés,es La Liga,25,1994,21.6,506.0,779.0,131.60000000000002,8633.0,3566.0,248.0,307.0,147.60000000000002,179.0,259.0,169.0,59.0,148.0,139.5,2,2.8,3.3,-0.8,33.0,32.0,19.0,12.0,50.0
2135,Ángel Rodríguez,es ESP,DL,Getafe,es La Liga,32,1987,15.6,182.0,307.0,59.3,2812.0,554.0,99.0,141.0,70.2,58.0,100.0,58.0,16.0,34.0,47.1,3,2.5,1.4,0.5,18.0,18.0,8.0,2.0,22.0
2136,Óscar Rodríguez Arnaiz,es ESP,"CC,DL",Leganés,es La Liga,21,1998,21.3,549.0,811.0,67.7,9167.0,2685.0,299.0,373.0,80.2,160.0,222.0,72.1,69.0,146.0,47.3,2,2.9,2.5,-0.9,31.0,56.0,24.0,8.0,97.0
2137,Dani Rodríguez,es ESP,"CC,DL",Mallorca,es La Liga,31,1988,33.8,933.0,1168.0,79.9,14893.0,4339.0,461.0,530.0,87.0,307.0,362.0,84.8,93.0,156.0,59.6,2,2.5,2.9,-0.5,39.0,103.0,26.0,6.0,151.0
2138,Guido Rodríguez,ar ARG,CC,Betis,es La Liga,25,1994,10.4,438.0,513.0,85.4,7666.0,2289.0,195.0,227.0,85.9,172.0,190.0,90.5,51.0,63.0,81.0,0,0.1,0.2,-0.1,3.0,35.0,3.0,0.0,42.0
2139,James Rodríguez,co COL,"CC,DL",Real Madrid,es La Liga,28,1991,4.7,233.0,303.0,76.9,4174.0,1130.0,115.0,130.0,88.5,74.0,85.0,87.1,37.0,68.0,54.4,1,2.2,1.4,-1.2,14.0,29.0,8.0,2.0,34.0
2140,Jay Rodriguez,eng ENG,DL,Burnley,eng Premier League,30,1989,22.4,326.0,483.0,67.5,3738.0,822.0,228.0,297.0,76.8,51.0,94.0,54.3,11.0,23.0,47.8,1,0.6,0.5,0.4,6.0,26.0,7.0,0.0,33.0
2141,Mario Rodriguez,es ESP,CC,Granada,es La Liga,22,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,26,1992,4.3,233.0,270.0,86.3,4315.0,1157.0,107.0,112.0,95.5,94.0,105.0,89.5,30.0,47.0,63.8,0,0.1,0.1,-0.1,1.0,13.0,3.0,0.0,19.0
2143,Rodrygo,br BRA,DL,Real Madrid,es La Liga,18,2001,11.3,419.0,504.0,83.1,5199.0,1427.0,295.0,315.0,93.7,89.0,123.0,72.4,14.0,26.0,53.8,0,1.1,1.8,-1.1,14.0,32.0,20.0,8.0,36.0
2144,Jack Rodwell,eng ENG,CC,Sheffield Utd,eng Premier League,28,1991,0.2,2.0,2.0,100.0,35.0,5.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2145,Marko Rog,hr CRO,CC,Cagliari,it Serie A,24,1995,25.7,990.0,1185.0,83.5,15818.0,4053.0,518.0,575.0,90.1,376.0,428.0,87.9,70.0,109.0,64.2,1,2.1,1.3,-1.1,30.0,96.0,9.0,3.0,119.0
2146,Agustín Rogel,uy URU,DF,Toulouse,fr Ligue 1,21,1997,9.5,295.0,346.0,85.3,5276.0,1931.0,115.0,124.0,92.7,161.0,171.0,94.2,16.0,46.0,34.8,0,0.2,0.2,-0.2,2.0,10.0,0.0,0.0,19.0
2147,Rogério,br BRA,DF,Sassuolo,it Serie A,21,1998,11.3,588.0,700.0,84.0,9063.0,2806.0,339.0,367.0,92.4,200.0,231.0,86.6,38.0,63.0,60.3,1,0.9,1.1,0.1,12.0,59.0,11.0,6.0,63.0
2148,Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,29,1990,1.4,40.0,60.0,66.7,693.0,320.0,16.0,18.0,88.9,21.0,29.0,72.4,2.0,10.0,20.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0
2149,Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,22,1997,16.4,979.0,1054.0,92.9,16211.0,5270.0,442.0,466.0,94.8,487.0,513.0,94.9,41.0,57.0,71.9,0,0.2,0.2,-0.2,3.0,26.0,0.0,0.0,30.0
2150,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,24,1995,34.3,1808.0,1994.0,90.7,34135.0,12773.0,629.0,662.0,95.0,977.0,1040.0,93.9,179.0,249.0,71.9,0,1.2,0.5,-1.2,11.0,113.0,5.0,0.0,130.0
2151,Alaixys Romao,tg TOG,CC,Reims,fr Ligue 1,35,1984,19.8,814.0,986.0,82.6,15866.0,4104.0,279.0,327.0,85.3,414.0,473.0,87.5,103.0,145.0,71.0,0,0.6,0.6,-0.6,12.0,74.0,12.0,1.0,102.0
2152,Cristian Romero,ar ARG,DF,Genoa,it Serie A,21,1998,28.6,1380.0,1572.0,87.8,26101.0,9364.0,458.0,492.0,93.1,760.0,826.0,92.0,139.0,202.0,68.8,1,0.5,0.7,0.5,10.0,43.0,4.0,1.0,54.0
2153,Luka Romero,ar ARG,DL,Mallorca,es La Liga,14,2004,0.1,1.0,1.0,100.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2154,Oriol Romeu,es ESP,CC,Southampton,eng Premier League,27,1991,20.7,871.0,1083.0,80.4,14768.0,4205.0,388.0,449.0,86.4,394.0,471.0,83.7,64.0,105.0,61.0,0,1.6,1.0,-1.6,19.0,88.0,17.0,3.0,110.0
4311,Rômulo,it ITA,CC,Brescia,it Serie A,32,1987,19.3,437.0,550.0,136.8,5695.0,1420.0,264.0,295.0,164.7,97.0,121.0,130.7,25.0,51.0,49.0,3,1.4,1.4,1.6,17.0,31.0,9.0,3.0,48.0
2157,Cristiano Ronaldo,pt POR,DL,Juventus,it Serie A,34,1985,32.4,1052.0,1267.0,83.0,13479.0,2486.0,666.0,741.0,89.9,249.0,292.0,85.3,49.0,65.0,75.4,5,6.4,4.7,-1.4,51.0,74.0,32.0,2.0,118.0
2158,Facundo Roncaglia,ar ARG,DF,Osasuna,es La Liga,32,1987,14.2,450.0,599.0,75.1,9412.0,4301.0,153.0,186.0,82.3,220.0,271.0,81.2,74.0,122.0,60.7,0,0.4,0.4,-0.4,4.0,33.0,6.0,0.0,50.0
4319,Valentin Rongier,fr FRA,CC,Marseille,fr Ligue 1,24,1994,22.9,1243.0,1446.0,172.4,19548.0,4306.0,648.0,730.0,178.6,436.0,478.0,179.8,101.0,135.0,149.8,3,2.9000000000000004,1.6,0.09999999999999998,37.0,133.0,10.0,1.0,122.0
2161,Marten de Roon,nl NED,"CC,DF",Atalanta,it Serie A,28,1991,30.2,1764.0,2046.0,86.2,29347.0,9022.0,867.0,948.0,91.5,704.0,769.0,91.5,144.0,226.0,63.7,5,1.8,1.7,3.2,34.0,175.0,25.0,6.0,211.0
2162,Roberto Rosales,ve VEN,DF,Leganés,es La Liga,30,1988,20.8,623.0,935.0,66.6,10669.0,4515.0,318.0,370.0,85.9,209.0,304.0,68.8,75.0,180.0,41.7,1,3.7,2.3,-2.7,25.0,42.0,17.0,10.0,60.0
2163,Antonio Rosati,it ITA,PO,Torino,it Serie A,36,1983,1.0,27.0,36.0,75.0,835.0,702.0,3.0,3.0,100.0,11.0,11.0,100.0,12.0,20.0,60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4329,Danny Rose,eng ENG,DF,Tottenham,eng Premier League,29,1990,19.5,759.0,1002.0,151.6,11216.0,4442.0,444.0,495.0,180.0,262.0,352.0,149.1,30.0,90.0,65.5,0,0.8,0.8,-0.8,14.0,53.0,15.0,6.0,97.0
2166,Luca Rossettini,it ITA,DF,Lecce,it Serie A,34,1985,25.1,905.0,1065.0,85.0,19738.0,7373.0,212.0,237.0,89.5,533.0,584.0,91.3,153.0,224.0,68.3,2,0.9,0.8,1.1,4.0,28.0,4.0,0.0,41.0
2167,Francesco Rossi,it ITA,PO,Atalanta,it Serie A,28,1991,0.1,3.0,3.0,100.0,91.0,87.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2168,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26,1993,26.3,774.0,1081.0,71.6,12023.0,4854.0,418.0,484.0,86.4,290.0,398.0,72.9,40.0,126.0,31.7,1,2.8,2.2,-1.8,23.0,42.0,17.0,9.0,61.0
2169,Nolan Roux,fr FRA,DL,Nîmes,fr Ligue 1,31,1988,6.5,96.0,139.0,69.1,1310.0,167.0,57.0,76.0,75.0,30.0,37.0,81.1,3.0,7.0,42.9,0,0.5,0.5,-0.5,9.0,6.0,1.0,1.0,6.0
2170,Nicolò Rovella,it ITA,CC,Genoa,it Serie A,17,2001,1.2,59.0,68.0,86.8,1113.0,247.0,25.0,27.0,92.6,24.0,29.0,82.8,8.0,9.0,88.9,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
2171,Amir Rrahmani,xk KVX,DF,Hellas Verona,it Serie A,25,1994,35.9,1233.0,1555.0,79.3,22315.0,7979.0,490.0,556.0,88.1,599.0,705.0,85.0,121.0,231.0,52.4,1,0.9,0.5,0.1,15.0,95.0,3.0,0.0,127.0
2172,Rubén,es ESP,PO,Osasuna,es La Liga,35,1984,17.6,269.0,525.0,51.2,10913.0,9384.0,22.0,22.0,100.0,69.0,71.0,97.2,178.0,425.0,41.9,0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
2173,Waldo Rubio,es ESP,"CC,DL",Valladolid,es La Liga,23,1995,9.8,189.0,305.0,62.0,3308.0,1057.0,97.0,121.0,80.2,61.0,96.0,63.5,22.0,50.0,44.0,2,1.0,0.7,1.0,16.0,15.0,9.0,5.0,20.0
2174,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,26,1993,19.0,1301.0,1511.0,86.1,26935.0,8793.0,353.0,387.0,91.2,776.0,834.0,93.0,159.0,255.0,62.4,0,0.6,0.5,-0.6,5.0,112.0,6.0,1.0,99.0
2175,Sebastian Rudy,de GER,"CC,DF",Hoffenheim,de Bundesliga,29,1990,30.4,1202.0,1532.0,78.5,20500.0,6612.0,558.0,640.0,87.2,482.0,573.0,84.1,121.0,209.0,57.9,3,5.2,4.6,-2.2,55.0,121.0,33.0,7.0,162.0
2176,Stéphane Ruffier,fr FRA,PO,Saint-Étienne,fr Ligue 1,32,1986,22.0,418.0,623.0,67.1,12012.0,9418.0,72.0,72.0,100.0,206.0,209.0,98.6,139.0,339.0,41.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2177,Dion Ruffo Luci,it ITA,CC,Bologna,it Serie A,18,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2178,Daniele Rugani,it ITA,DF,Juventus,it Serie A,25,1994,7.7,393.0,452.0,86.9,6744.0,2830.0,160.0,177.0,90.4,205.0,233.0,88.0,22.0,30.0,73.3,0,0.0,0.1,0.0,0.0,16.0,0.0,0.0,17.0
2179,Mário Rui,pt POR,DF,Napoli,it Serie A,28,1991,21.8,1637.0,2003.0,81.7,24168.0,8125.0,988.0,1062.0,93.0,504.0,620.0,81.3,92.0,195.0,47.2,2,3.7,3.2,-1.7,35.0,117.0,44.0,17.0,154.0
2180,Aitor Ruibal,es ESP,"DF,CC",Leganés,es La Liga,23,1996,13.6,293.0,403.0,72.7,4146.0,1391.0,175.0,213.0,82.2,90.0,114.0,78.9,14.0,40.0,35.0,0,1.8,1.6,-1.8,12.0,24.0,6.0,1.0,36.0
2181,Fabián Ruiz Peña,es ESP,CC,Napoli,it Serie A,23,1996,29.8,2136.0,2365.0,90.3,34471.0,8874.0,1093.0,1164.0,93.9,768.0,817.0,94.0,186.0,223.0,83.4,6,4.5,4.7,1.5,51.0,230.0,44.0,5.0,277.0
2182,Gerónimo Rulli,ar ARG,PO,Montpellier,fr Ligue 1,27,1992,25.0,689.0,882.0,78.1,21615.0,16895.0,95.0,96.0,99.0,284.0,288.0,98.6,309.0,494.0,62.6,0,0.0,0.1,0.0,0.0,9.0,0.0,0.0,1.0
4367,Lukas Rupp,de GER,"DL,CC",Norwich City,eng Premier League,28,1991,11.5,333.0,427.0,158.0,4218.0,906.0,219.0,251.0,175.4,83.0,109.0,155.0,9.0,21.0,72.1,0,1.0,0.7,-1.0,9.0,17.0,3.0,0.0,25.0
2185,Mathew Ryan,au AUS,PO,Brighton,eng Premier League,27,1992,38.0,1217.0,1482.0,82.1,31353.0,21007.0,263.0,265.0,99.2,597.0,607.0,98.4,350.0,592.0,59.1,0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0
2186,Julian Ryerson,no NOR,"DF,CC",Union Berlin,de Bundesliga,21,1997,4.1,116.0,173.0,67.1,1656.0,738.0,66.0,83.0,79.5,37.0,46.0,80.4,7.0,19.0,36.8,0,0.1,0.2,-0.1,1.0,5.0,4.0,2.0,7.0
2187,Frederik Rønnow,dk DEN,PO,Eint Frankfurt,de Bundesliga,26,1992,9.0,241.0,342.0,70.5,7805.0,6515.0,37.0,37.0,100.0,98.0,99.0,99.0,106.0,206.0,51.5,0,0.0,0.1,0.0,0.0,16.0,2.0,0.0,0.0
2188,João Victor Santos Sá,br BRA,"CC,DL",Wolfsburg,de Bundesliga,25,1994,18.1,317.0,438.0,72.4,4241.0,1214.0,191.0,237.0,80.6,93.0,120.0,77.5,12.0,24.0,50.0,2,2.5,2.0,-0.5,14.0,17.0,14.0,3.0,39.0
2189,Roli Pereira de Sa,fr FRA,CC,Nantes,fr Ligue 1,22,1996,0.1,12.0,13.0,92.3,204.0,86.0,5.0,5.0,100.0,6.0,7.0,85.7,1.0,1.0,100.0,0,0.2,0.3,-0.2,2.0,1.0,0.0,0.0,1.0
2190,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,26,1993,10.1,471.0,590.0,79.8,7041.0,2412.0,265.0,304.0,87.2,167.0,207.0,80.7,23.0,43.0,53.5,1,1.3,1.6,-0.3,12.0,34.0,12.0,6.0,41.0
2191,Stefano Sabelli,it ITA,DF,Brescia,it Serie A,26,1993,35.2,1412.0,1971.0,71.6,24219.0,12117.0,663.0,758.0,87.5,578.0,765.0,75.6,128.0,315.0,40.6,3,4.3,4.5,-1.3,41.0,155.0,50.0,19.0,215.0
2192,Abdelhamid Sabiri,ma MAR,CC,Paderborn 07,de Bundesliga,22,1996,11.6,346.0,438.0,79.0,6408.0,1912.0,156.0,182.0,85.7,113.0,132.0,85.6,54.0,86.0,62.8,1,0.3,0.2,0.7,7.0,42.0,2.0,0.0,42.0
2193,Marcel Sabitzer,at AUT,"CC,DL",RB Leipzig,de Bundesliga,25,1994,27.8,1150.0,1549.0,74.2,17788.0,6186.0,592.0,700.0,84.6,347.0,455.0,76.3,112.0,186.0,60.2,7,5.7,5.9,1.3,59.0,131.0,46.0,17.0,175.0
2194,Ihsan Sacko,fr FRA,DL,Nice,fr Ligue 1,22,1997,1.6,31.0,43.0,72.1,564.0,129.0,12.0,14.0,85.7,16.0,22.0,72.7,3.0,3.0,100.0,0,0.4,0.2,-0.4,2.0,1.0,2.0,1.0,4.0
2195,Alexis Saelemaekers,be BEL,"DL,DF",Milan,it Serie A,20,1999,7.6,271.0,336.0,80.7,3658.0,771.0,159.0,183.0,86.9,85.0,101.0,84.2,9.0,21.0,42.9,0,0.6,0.9,-0.6,7.0,13.0,9.0,3.0,14.0
2196,Jorge Sáenz,es ESP,DF,Celta Vigo,es La Liga,22,1996,4.1,134.0,165.0,81.2,3104.0,980.0,34.0,42.0,81.0,64.0,73.0,87.7,34.0,48.0,70.8,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0
2197,Nuri Şahin,tr TUR,CC,Werder Bremen,de Bundesliga,30,1988,13.9,588.0,789.0,74.5,10271.0,3819.0,273.0,312.0,87.5,234.0,280.0,83.6,66.0,146.0,45.2,3,2.5,2.4,0.5,28.0,56.0,7.0,0.0,75.0
2198,Wesley Saïd,fr FRA,"CC,DL",Toulouse,fr Ligue 1,24,1995,12.9,334.0,418.0,79.9,5082.0,1561.0,189.0,214.0,88.3,104.0,128.0,81.3,27.0,45.0,60.0,1,2.3,1.9,-1.3,12.0,34.0,13.0,3.0,50.0
2199,Allan Saint-Maximin,fr FRA,"CC,DL",Newcastle Utd,eng Premier League,22,1997,20.7,353.0,485.0,72.8,5433.0,1190.0,209.0,246.0,85.0,87.0,123.0,70.7,34.0,56.0,60.7,4,3.3,3.1,0.7,33.0,22.0,14.0,3.0,49.0
2200,Théo Sainte-Luce,fr FRA,"CC,DF",Nîmes,fr Ligue 1,20,1998,0.2,1.0,1.0,100.0,19.0,7.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,Borja Sainz,es ESP,"CC,DL",Alavés,es La Liga,18,2001,6.4,81.0,116.0,69.8,1052.0,265.0,49.0,55.0,89.1,23.0,30.0,76.7,2.0,13.0,15.4,0,0.3,0.2,-0.3,5.0,3.0,4.0,2.0,10.0
2202,Romain Saïss,ma MAR,DF,Wolves,eng Premier League,29,1990,30.1,1285.0,1649.0,77.9,25611.0,9820.0,439.0,505.0,86.9,655.0,774.0,84.6,171.0,313.0,54.6,1,1.3,0.4,-0.3,12.0,113.0,6.0,1.0,132.0
2203,Bukayo Saka,eng ENG,"DF,DL",Arsenal,eng Premier League,17,2001,19.5,646.0,845.0,76.4,9418.0,2699.0,375.0,425.0,88.2,227.0,293.0,77.5,22.0,52.0,42.3,5,3.3,2.0,1.7,21.0,37.0,19.0,5.0,67.0
2204,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,29,1990,18.0,938.0,1120.0,83.8,13408.0,5038.0,562.0,605.0,92.9,271.0,337.0,80.4,60.0,92.0,65.2,0,1.5,1.1,-1.5,14.0,62.0,10.0,6.0,91.0
2205,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,29,1990,10.3,472.0,539.0,87.6,8874.0,3833.0,176.0,192.0,91.7,241.0,268.0,89.9,47.0,63.0,74.6,0,0.1,0.1,-0.1,1.0,28.0,1.0,0.0,26.0
2206,Jacopo Sala,it ITA,DF,SPAL,it Serie A,27,1991,9.5,366.0,457.0,80.1,5797.0,1917.0,211.0,235.0,89.8,122.0,149.0,81.9,27.0,53.0,50.9,0,0.2,0.2,-0.2,7.0,21.0,6.0,1.0,32.0
2207,Mohamed Salah,eg EGY,DL,Liverpool,eng Premier League,27,1992,32.0,767.0,1035.0,74.1,9757.0,2321.0,463.0,563.0,82.2,211.0,273.0,77.3,26.0,57.0,45.6,10,7.8,6.9,2.2,60.0,41.0,57.0,3.0,91.0
2208,Bartosz Salamon,pl POL,DF,SPAL,it Serie A,28,1991,3.8,138.0,152.0,90.8,3084.0,1444.0,41.0,44.0,93.2,67.0,69.0,97.1,28.0,36.0,77.8,0,0.0,0.2,0.0,0.0,15.0,1.0,0.0,9.0
2209,Eddie Salcedo,it ITA,"DL,CC",Hellas Verona,it Serie A,17,2001,7.6,134.0,218.0,61.5,1710.0,421.0,89.0,122.0,73.0,32.0,56.0,57.1,5.0,13.0,38.5,0,1.6,0.8,-1.6,8.0,8.0,8.0,3.0,15.0
2210,William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2001,11.0,491.0,557.0,88.2,9192.0,3111.0,196.0,212.0,92.5,237.0,257.0,92.2,51.0,71.0,71.8,0,0.1,0.2,-0.1,1.0,35.0,1.0,0.0,33.0
2211,Yannis Salibur,fr FRA,"CC,DL",Mallorca,es La Liga,28,1991,0.9,33.0,42.0,78.6,387.0,120.0,19.0,23.0,82.6,10.0,12.0,83.3,0.0,2.0,0.0,0,0.1,0.2,-0.1,2.0,3.0,2.0,0.0,4.0
2212,Romain Salin,fr FRA,PO,Rennes,fr Ligue 1,35,1984,4.0,94.0,130.0,72.3,2754.0,2053.0,13.0,13.0,100.0,45.0,45.0,100.0,35.0,71.0,49.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2213,Mohammed Salisu,gh GHA,DF,Valladolid,es La Liga,20,1999,30.3,894.0,1115.0,80.2,17504.0,7079.0,277.0,320.0,86.6,512.0,579.0,88.4,94.0,181.0,51.9,1,0.5,0.2,0.5,2.0,45.0,1.0,1.0,62.0
2214,Roland Sallai,hu HUN,"CC,DL",Freiburg,de Bundesliga,22,1997,12.9,228.0,343.0,66.5,3171.0,733.0,122.0,152.0,80.3,81.0,119.0,68.1,8.0,21.0,38.1,0,1.0,1.6,-1.0,12.0,11.0,9.0,1.0,34.0
2215,Lazar Samardzic,rs SRB,"CC,DL",Hertha BSC,de Bundesliga,17,2002,0.4,6.0,7.0,85.7,132.0,17.0,1.0,1.0,100.0,4.0,5.0,80.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2216,Diadie Samassékou,ml MLI,CC,Hoffenheim,de Bundesliga,23,1996,14.6,476.0,587.0,81.1,7448.0,1905.0,213.0,252.0,84.5,203.0,229.0,88.6,29.0,50.0,58.0,1,0.9,0.6,0.1,8.0,36.0,6.0,0.0,50.0
2217,Mbwana Samatta,tz TAN,DL,Aston Villa,eng Premier League,26,1992,10.5,119.0,176.0,67.6,1547.0,235.0,76.0,99.0,76.8,27.0,50.0,54.0,9.0,10.0,90.0,0,0.6,0.2,-0.6,10.0,8.0,2.0,0.0,11.0
2218,Mama Samba Baldé,gw GNB,"DL,CC",Dijon,fr Ligue 1,23,1995,18.6,241.0,356.0,67.7,3374.0,800.0,146.0,181.0,80.7,72.0,110.0,65.5,12.0,26.0,46.2,2,3.8,2.4,-1.8,22.0,13.0,16.0,6.0,29.0
2219,Junior Sambia,fr FRA,"DF,CC",Montpellier,fr Ligue 1,22,1996,6.5,194.0,250.0,77.6,3199.0,1449.0,94.0,100.0,94.0,83.0,105.0,79.0,15.0,36.0,41.7,1,0.2,0.4,0.8,4.0,18.0,11.0,8.0,23.0
2220,Frédéric Sammaritano,fr FRA,"CC,DL",Dijon,fr Ligue 1,33,1986,5.8,196.0,262.0,74.8,3330.0,994.0,98.0,113.0,86.7,63.0,78.0,80.8,28.0,55.0,50.9,2,1.4,1.2,0.6,20.0,12.0,11.0,2.0,34.0
2221,Fede San Emeterio,es ESP,CC,Valladolid,es La Liga,22,1997,19.5,545.0,685.0,79.6,9430.0,2525.0,254.0,299.0,84.9,205.0,243.0,84.4,62.0,93.0,66.7,0,0.4,0.2,-0.4,6.0,43.0,2.0,0.0,51.0
2222,Mikel San José,es ESP,CC,Athletic Club,es La Liga,30,1989,4.0,94.0,132.0,71.2,1514.0,526.0,47.0,62.0,75.8,34.0,44.0,77.3,8.0,13.0,61.5,0,0.0,0.1,0.0,1.0,6.0,2.0,0.0,11.0
2223,Antonio Sanabria,py PAR,DL,Genoa,it Serie A,23,1996,15.4,273.0,365.0,74.8,3923.0,611.0,152.0,190.0,80.0,76.0,97.0,78.4,20.0,26.0,76.9,2,1.9,1.5,0.1,15.0,14.0,4.0,0.0,27.0
2224,Oihan Sancet,es ESP,"CC,DL",Athletic Club,es La Liga,19,2000,8.2,159.0,199.0,79.9,2379.0,441.0,90.0,106.0,84.9,46.0,56.0,82.1,14.0,17.0,82.4,1,0.7,0.4,0.3,10.0,15.0,0.0,0.0,19.0
4451,Renato Sanches,pt POR,"CC,DL",Lille,fr Ligue 1,21,1997,16.6,812.0,1006.0,169.5,13225.0,3963.0,405.0,460.0,187.9,288.0,334.0,161.4,74.0,133.0,55.6,1,2.8,2.8,-1.8,34.0,80.0,19.0,5.0,105.0
2227,Alexis Sánchez,cl CHI,DL,Inter,it Serie A,30,1988,10.3,288.0,402.0,71.6,5257.0,1714.0,128.0,159.0,80.5,98.0,135.0,72.6,48.0,63.0,76.2,8,3.2,3.8,4.8,33.0,33.0,28.0,3.0,62.0
2228,Carlos Sánchez,co COL,CC,West Ham,eng Premier League,33,1986,1.3,48.0,59.0,81.4,790.0,253.0,22.0,24.0,91.7,21.0,27.0,77.8,4.0,7.0,57.1,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0
2229,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,23,1996,27.0,1340.0,1564.0,85.7,24736.0,8130.0,476.0,522.0,91.2,735.0,804.0,91.4,107.0,189.0,56.6,0,0.0,0.1,0.0,1.0,44.0,0.0,0.0,53.0
2230,Germán Sánchez,es ESP,DF,Granada,es La Liga,32,1986,25.5,746.0,955.0,78.1,16364.0,5170.0,174.0,211.0,82.5,436.0,493.0,88.4,126.0,223.0,56.5,0,0.5,0.2,-0.5,5.0,23.0,2.0,0.0,34.0
2231,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,22,1997,5.5,155.0,194.0,79.9,3282.0,994.0,38.0,44.0,86.4,91.0,99.0,91.9,23.0,45.0,51.1,1,0.1,0.0,0.9,1.0,4.0,0.0,0.0,7.0
2232,Manu Sánchez,es ESP,DF,Atlético Madrid,es La Liga,18,2000,3.6,131.0,171.0,76.6,1865.0,447.0,75.0,89.0,84.3,47.0,62.0,75.8,5.0,12.0,41.7,0,0.2,0.3,-0.2,4.0,1.0,4.0,3.0,7.0
2233,Víctor Sánchez,es ESP,CC,Espanyol,es La Liga,31,1987,18.8,731.0,954.0,76.6,12198.0,3722.0,347.0,401.0,86.5,272.0,335.0,81.2,75.0,154.0,48.7,1,1.5,1.4,-0.5,24.0,70.0,10.0,6.0,86.0
