Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Expectativa,Expectativa,Expectativa,Expectativa,Expectativa,Unnamed: 26_level_0
14,Aday,es ESP,"DF,CC",Girona,es La Liga,30,1987,7.2,0,9,3,33.3,1.26,0.42,0.00,0.00,27.1,2,0,0,0.3,0.3,0.03,-0.3,-0.3,Partidos
15,Khaled Adénon,bj BEN,DF,Amiens,fr Ligue 1,33,1985,22.2,0,8,0,0.0,0.36,0.00,0.00,,10.8,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Partidos
16,Claud Adjapong,it ITA,"CC,DL",Sassuolo,it Serie A,20,1998,3.0,1,2,1,50.0,0.67,0.33,0.50,1.00,18.0,0,0,0,0.7,0.7,0.36,+0.3,+0.3,Partidos
17,Yacine Adli,fr FRA,CC,Bordeaux,fr Ligue 1,18,2000,2.4,0,1,0,0.0,0.42,0.00,0.00,,46.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Partidos
18,Ali Adnan Kadhim,iq IRQ,DF,Atalanta,it Serie A,24,1993,1.8,0,3,0,0.0,1.63,0.00,0.00,,17.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Partidos
19,Aritz Aduriz,es ESP,DL,Athletic Club,es La Liga,37,1981,10.5,2,17,9,52.9,1.62,0.86,0.00,0.00,15.0,0,2,2,3.3,1.8,0.10,-1.3,-1.8,Partidos
20,Luis Advíncula,pe PER,DF,Rayo Vallecano,es La Liga,28,1990,26.5,1,17,5,29.4,0.64,0.19,0.06,0.20,21.8,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Partidos
21,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,22,1996,22.6,0,1,0,0.0,0.04,0.00,0.00,,23.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Partidos
22,Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,22,1996,11.7,3,10,4,40.0,0.86,0.34,0.30,0.75,14.0,0,0,0,1.5,1.5,0.15,+1.5,+1.5,Partidos
23,Sergio Agüero,ar ARG,DL,Manchester City,eng Premier League,30,1988,27.3,21,116,41,35.3,4.25,1.50,0.16,0.46,15.0,3,2,2,18.1,16.5,0.14,+2.9,+2.5,Partidos
24,Ruben Aguilar,fr FRA,DF,Montpellier,fr Ligue 1,25,1993,28.1,1,13,4,30.8,0.46,0.14,0.08,0.25,20.1,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Partidos
25,Juan Aguilera,es ESP,CC,Huesca,es La Liga,32,1985,3.8,0,3,1,33.3,0.78,0.26,0.00,0.00,19.0,0,0,0,0.5,0.5,0.17,-0.5,-0.5,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG,Partidos
26,Emmanuel Agyemang-Badu,gh GHA,CC,Udinese,it Serie A,27,1990,1.8,0,2,0,0.0,1.12,0.00,0.00,,13.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Partidos
27,Jean-Eudes Aholou,ci CIV,CC,Monaco,fr Ligue 1,24,1994,11.9,0,13,3,23.1,1.09,0.25,0.00,0.00,18.8,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Partidos
28,Antonis Aidonis,de GER,DF,Stuttgart,de Bundesliga,17,2001,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
29,Ola Aina,ng NGA,DF,Torino,it Serie A,21,1996,24.0,1,24,5,20.8,1.00,0.21,0.04,0.20,19.5,0,0,0,1.4,1.4,0.06,-0.4,-0.4,Partidos
30,Youssef Aït Bennasser,ma MAR,CC,Saint-Étienne,fr Ligue 1,22,1996,10.4,0,7,1,14.3,0.67,0.10,0.00,0.00,27.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Partidos
31,Youssef Aït Bennasser,ma MAR,CC,Monaco,fr Ligue 1,22,1996,11.9,0,8,1,12.5,0.67,0.08,0.00,0.00,28.1,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Partidos
32,Rayan Aït Nouri,dz ALG,"DF,CC",Angers,fr Ligue 1,17,2001,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
33,Ludovic Ajorque,fr FRA,DL,Strasbourg,fr Ligue 1,24,1994,17.0,9,46,17,37.0,2.70,1.00,0.20,0.53,15.5,2,0,0,5.7,5.7,0.12,+3.3,+3.3,Partidos
34,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,23,1995,24.5,1,7,2,28.6,0.29,0.08,0.14,0.50,13.2,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Partidos
35,Carlos Akapo,gq EQG,DF,Huesca,es La Liga,25,1993,11.4,0,7,1,14.3,0.62,0.09,0.00,0.00,24.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Partidos
36,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,23,1995,37.9,4,25,8,32.0,0.66,0.21,0.16,0.50,9.4,0,0,0,3.4,3.4,0.13,+0.6,+0.6,Partidos
37,Sergio Akieme,es ESP,DF,Rayo Vallecano,es La Liga,20,1997,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
38,Chadrac Akolo,cd COD,"CC,DL",Stuttgart,de Bundesliga,23,1995,5.8,0,14,3,21.4,2.40,0.51,0.00,0.00,20.2,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Partidos
39,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,23,1995,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
40,Kevin Akpoguma,ng NGA,DF,Hannover 96,de Bundesliga,23,1995,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
41,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,26,1992,28.1,3,47,16,34.0,1.67,0.57,0.06,0.19,25.8,16,0,0,3.2,3.2,0.07,-0.2,-0.2,Partidos
42,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,20,1998,21.1,1,13,3,23.1,0.62,0.14,0.08,0.33,22.3,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Partidos
43,Lucas Alario,ar ARG,"DL,CC",Leverkusen,de Bundesliga,25,1992,14.1,9,43,16,37.2,3.06,1.14,0.21,0.56,11.7,0,0,0,6.7,6.7,0.15,+2.3,+2.3,Partidos
44,Jordi Alba,es ESP,DF,Barcelona,es La Liga,29,1989,33.2,2,13,4,30.8,0.39,0.12,0.15,0.50,14.7,0,0,0,1.8,1.8,0.14,+0.2,+0.2,Partidos
45,Luis Alberto,es ESP,"CC,DL",Lazio,it Serie A,25,1992,22.1,4,67,12,17.9,3.03,0.54,0.04,0.25,22.5,7,1,1,4.2,3.4,0.05,-0.2,-0.4,Partidos
46,Raúl Albiol,es ESP,DF,Napoli,it Serie A,32,1985,19.0,1,4,1,25.0,0.21,0.05,0.25,1.00,10.0,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Partidos
47,Miiko Albornoz,cl CHI,"DF,CC",Hannover 96,de Bundesliga,27,1990,18.4,1,11,4,36.4,0.60,0.22,0.09,0.25,25.5,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Partidos
48,Marc Albrighton,eng ENG,"DL,CC",Leicester City,eng Premier League,28,1989,18.1,2,19,7,36.8,1.05,0.39,0.11,0.29,21.4,0,0,0,1.2,1.2,0.06,+0.8,+0.8,Partidos
49,Paco Alcácer,es ESP,DL,Dortmund,de Bundesliga,24,1993,13.5,18,51,26,51.0,3.79,1.93,0.33,0.65,16.0,6,1,1,9.5,8.8,0.17,+8.5,+8.2,Partidos
50,Pedro Alcalá,es ESP,DF,Girona,es La Liga,29,1989,20.8,1,15,3,20.0,0.72,0.14,0.07,0.33,20.2,4,0,0,1.0,1.0,0.07,0.0,0.0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG,Partidos
51,Thiago Alcántara,es ESP,CC,Bayern Munich,de Bundesliga,27,1991,26.8,2,23,7,30.4,0.86,0.26,0.09,0.29,20.1,1,0,0,1.9,1.9,0.08,+0.1,+0.1,Partidos
52,Rubén Alcaraz,es ESP,CC,Valladolid,es La Liga,27,1991,33.1,3,51,11,21.6,1.54,0.33,0.06,0.27,25.9,11,0,1,3.5,2.7,0.05,-0.5,+0.3,Partidos
53,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,29,1989,32.5,0,19,5,26.3,0.59,0.15,0.00,0.00,14.1,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Partidos
54,Álex Alegría,es ESP,"DL,CC",Rayo Vallecano,es La Liga,25,1992,1.6,0,3,2,66.7,1.93,1.29,0.00,0.00,16.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Partidos
55,Alexis Alegue,fr FRA,DL,Nantes,fr Ligue 1,21,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
56,Iván Alejo,es ESP,CC,Getafe,es La Liga,23,1995,1.6,0,1,0,0.0,0.62,0.00,0.00,,22.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Partidos
57,Carles Aleñá,es ESP,CC,Barcelona,es La Liga,20,1998,7.1,2,14,3,21.4,1.98,0.42,0.14,0.67,22.9,0,0,0,1.3,1.3,0.09,+0.7,+0.7,Partidos
58,Rúnar Alex Rúnarsson,is ISL,PO,Dijon,fr Ligue 1,23,1995,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
59,Alexander,ar ARG,DL,Leganés,es La Liga,29,1988,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
60,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,19,1998,27.4,1,29,9,31.0,1.06,0.33,0.03,0.11,25.1,9,0,0,1.6,1.6,0.05,-0.6,-0.6,Partidos
61,Rachid Alioui,ma MAR,DL,Nîmes,fr Ligue 1,26,1992,13.9,5,52,20,38.5,3.74,1.44,0.10,0.25,21.0,4,0,0,5.4,5.4,0.10,-0.4,-0.4,Partidos
62,Alisson,br BRA,PO,Liverpool,eng Premier League,25,1992,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
63,Bobby Allain,fr FRA,PO,Dijon,fr Ligue 1,26,1991,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
64,Allan,br BRA,CC,Napoli,it Serie A,27,1991,29.1,1,25,2,8.0,0.86,0.07,0.04,0.50,25.4,0,0,0,1.0,1.0,0.04,0.0,0.0,Partidos
65,Allan,br BRA,CC,Eint Frankfurt,de Bundesliga,21,1997,2.0,0,2,0,0.0,1.02,0.00,0.00,,21.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Partidos
66,Dele Alli,eng ENG,CC,Tottenham,eng Premier League,22,1996,20.3,5,39,19,48.7,1.92,0.94,0.13,0.26,14.4,0,0,0,4.8,4.8,0.12,+0.2,+0.2,Partidos
67,Miguel Almirón,py PAR,CC,Newcastle Utd,eng Premier League,24,1994,8.4,0,19,8,42.1,2.25,0.95,0.00,0.00,20.1,0,0,0,1.5,1.5,0.08,-1.5,-1.5,Partidos
68,Júnior Alonso,py PAR,"DF,CC",Celta Vigo,es La Liga,25,1993,6.0,0,4,2,50.0,0.67,0.34,0.00,0.00,15.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Partidos
69,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,27,1990,30.7,2,45,7,15.6,1.47,0.23,0.04,0.29,19.2,8,0,0,3.4,3.4,0.08,-1.4,-1.4,Partidos
70,Mickaël Alphonse,gp GLP,DF,Dijon,fr Ligue 1,29,1989,6.3,1,3,1,33.3,0.47,0.16,0.33,1.00,24.7,0,0,0,0.3,0.3,0.10,+0.7,+0.7,Partidos
71,Sergio Álvarez,es ESP,"DF,CC",Eibar,es La Liga,26,1992,11.9,0,2,0,0.0,0.17,0.00,0.00,,10.2,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Partidos
72,Sergio Álvarez,es ESP,PO,Celta Vigo,es La Liga,31,1986,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
73,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,23,1995,29.0,0,11,3,27.3,0.38,0.10,0.00,0.00,10.0,0,0,0,1.3,1.0,0.09,-1.3,-1.0,Partidos
74,Bruno Alves,pt POR,DF,Parma,it Serie A,36,1981,32.5,4,16,5,31.3,0.49,0.15,0.25,0.80,20.4,8,0,0,2.2,2.2,0.14,+1.8,+1.8,Partidos
75,Dani Alves,br BRA,"CC,DF",Paris S-G,fr Ligue 1,35,1983,18.0,1,27,6,22.2,1.50,0.33,0.04,0.17,22.0,3,0,0,1.8,1.8,0.07,-0.8,-0.8,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG,Partidos
76,Alfons Amade,de GER,CC,Hoffenheim,de Bundesliga,18,1999,0.1,0,1,0,0.0,10.00,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Partidos
77,Ibrahim Amadou,fr FRA,"CC,DF",Sevilla,es La Liga,25,1993,8.5,0,9,2,22.2,1.06,0.24,0.00,0.00,21.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Partidos
78,Romain Amalfitano,fr FRA,"CC,DL",Dijon,fr Ligue 1,28,1989,28.0,0,19,4,21.1,0.68,0.14,0.00,0.00,25.9,0,0,0,0.7,0.7,0.03,-0.7,-0.7,Partidos
79,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,23,1994,7.1,0,4,1,25.0,0.56,0.14,0.00,0.00,19.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Partidos
80,Jordi Amat,id IDN,DF,Rayo Vallecano,es La Liga,26,1992,30.7,0,5,1,20.0,0.16,0.03,0.00,0.00,7.9,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Partidos
81,Amath,sn SEN,CC,Getafe,es La Liga,22,1996,11.1,1,15,6,40.0,1.35,0.54,0.07,0.17,17.3,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Partidos
82,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,24,1994,24.2,0,24,3,12.5,0.99,0.12,0.00,0.00,24.3,0,0,0,0.8,0.8,0.03,-0.8,-0.8,Partidos
83,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,20,1998,32.0,0,18,4,22.2,0.56,0.12,0.00,0.00,26.7,0,0,0,0.6,0.6,0.03,-0.6,-0.6,Partidos
84,Nadiem Amiri,de GER,CC,Hoffenheim,de Bundesliga,21,1996,8.4,3,18,6,33.3,2.15,0.72,0.17,0.50,18.8,0,0,0,2.2,2.2,0.12,+0.8,+0.8,Partidos
85,Yanis Ammour,fr FRA,CC,Montpellier,fr Ligue 1,19,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
86,Luke Amos,eng ENG,CC,Tottenham,eng Premier League,21,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
87,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,22,1996,32.0,0,13,5,38.5,0.41,0.16,0.00,0.00,15.3,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Partidos
88,Felipe Anderson,br BRA,"CC,DL",West Ham,eng Premier League,25,1993,33.8,9,58,24,41.4,1.72,0.71,0.16,0.38,18.7,5,0,0,5.5,5.5,0.09,+3.5,+3.5,Partidos
89,Florin Andone,ro ROU,DL,Brighton,eng Premier League,25,1993,9.8,3,19,8,42.1,1.94,0.82,0.16,0.38,12.3,0,0,0,2.5,2.5,0.13,+0.5,+0.5,Partidos
90,Benjamin André,fr FRA,CC,Rennes,fr Ligue 1,27,1990,27.7,3,28,9,32.1,1.01,0.32,0.11,0.33,14.4,0,0,0,3.0,3.0,0.11,0.0,0.0,Partidos
91,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,32,1986,1.2,0,1,1,100.0,0.85,0.85,0.00,0.00,10.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Partidos
92,Marco Andreolli,it ITA,DF,Chievo,it Serie A,32,1986,7.2,0,2,1,50.0,0.28,0.14,0.00,0.00,10.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Partidos
93,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,29,1989,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
94,José Ángel,es ESP,DF,Eibar,es La Liga,28,1989,33.6,1,24,4,16.7,0.71,0.12,0.04,0.25,27.7,5,0,0,0.7,0.7,0.03,+0.3,+0.3,Partidos
95,Miguel Ángel Moyá,es ESP,PO,Real Sociedad,es La Liga,34,1984,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
96,Cristian Ansaldi,ar ARG,"DF,CC",Torino,it Serie A,31,1986,20.1,3,39,10,25.6,1.94,0.50,0.08,0.30,25.5,5,0,0,1.4,1.4,0.03,+1.6,+1.6,Partidos
97,Mirco Antenucci,it ITA,DL,SPAL,it Serie A,33,1984,23.7,5,48,16,33.3,2.03,0.68,0.08,0.25,18.7,1,1,2,6.6,5.0,0.10,-1.6,-1.0,Partidos
98,Waldemar Anton,de GER,DF,Hannover 96,de Bundesliga,22,1996,34.0,1,23,4,17.4,0.68,0.12,0.04,0.25,13.9,0,0,0,1.8,1.8,0.08,-0.8,-0.8,Partidos
99,Luca Antonelli,it ITA,DF,Empoli,it Serie A,31,1987,8.4,0,5,2,40.0,0.60,0.24,0.00,0.00,16.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Partidos
100,Mauro Antonio Burruchaga,ar ARG,CC,Chievo,it Serie A,20,1998,0.6,0,1,1,100.0,1.55,1.55,0.00,0.00,35.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG,Partidos
101,Michail Antonio,jm JAM,"CC,DL",West Ham,eng Premier League,28,1990,23.4,6,65,25,38.5,2.78,1.07,0.09,0.24,16.2,0,0,0,7.1,7.1,0.11,-1.1,-1.1,Partidos
102,Antoñito,es ESP,"DF,CC",Valladolid,es La Liga,30,1987,20.7,2,8,2,25.0,0.39,0.10,0.25,1.00,16.3,0,0,0,1.0,1.0,0.12,+1.0,+1.0,Partidos
103,Vitorino Antunes,pt POR,"DF,CC",Getafe,es La Liga,31,1987,24.2,1,29,6,20.7,1.20,0.25,0.03,0.17,26.7,4,0,0,1.0,1.0,0.04,0.0,0.0,Partidos
104,Anuar,ma MAR,"CC,DL",Valladolid,es La Liga,23,1995,12.0,1,10,4,40.0,0.83,0.33,0.10,0.25,12.4,0,0,0,2.7,2.7,0.27,-1.7,-1.7,Partidos
105,Dennis Aogo,de GER,CC,Stuttgart,de Bundesliga,31,1987,11.4,0,10,1,10.0,0.88,0.09,0.00,0.00,23.2,2,0,0,0.5,0.5,0.05,-0.5,-0.5,Partidos
106,Houssem Aouar,dz ALG,CC,Lyon,fr Ligue 1,20,1998,34.0,7,71,22,31.0,2.09,0.65,0.10,0.32,17.8,1,0,0,6.8,6.8,0.10,+0.2,+0.2,Partidos
107,Emmanuel Apeh,ng NGA,"DL,CC",Celta Vigo,es La Liga,21,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
108,Mauro Arambarri,uy URU,CC,Getafe,es La Liga,22,1995,29.7,1,29,9,31.0,0.98,0.30,0.03,0.11,24.7,3,0,0,1.3,1.3,0.05,-0.3,-0.3,Partidos
109,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,21,1997,7.0,0,6,2,33.3,0.86,0.29,0.00,0.00,14.6,0,0,0,0.9,0.9,0.16,-0.9,-0.9,Partidos
110,Charles Aránguiz,cl CHI,CC,Leverkusen,de Bundesliga,29,1989,21.0,2,23,5,21.7,1.09,0.24,0.09,0.40,23.3,3,0,0,1.4,1.4,0.06,+0.6,+0.6,Partidos
111,Luiz Araújo,br BRA,"DL,CC",Lille,fr Ligue 1,22,1996,8.7,3,24,7,29.2,2.77,0.81,0.13,0.43,24.1,2,0,0,2.1,2.1,0.09,+0.9,+0.9,Partidos
112,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,26,1991,29.8,3,12,7,58.3,0.40,0.23,0.25,0.43,10.6,0,0,0,1.3,1.3,0.10,+1.7,+1.7,Partidos
113,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,31,1987,21.7,1,18,1,5.6,0.83,0.05,0.06,1.00,24.7,3,0,0,0.9,0.9,0.05,+0.1,+0.1,Partidos
114,Joaquín Ardaiz,uy URU,DL,Frosinone,it Serie A,19,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
115,Alphonse Areola,fr FRA,PO,Paris S-G,fr Ligue 1,25,1993,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
116,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,26,1992,19.7,1,9,1,11.1,0.46,0.05,0.11,1.00,17.3,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Partidos
117,Lorenzo Ariaudo,it ITA,DF,Frosinone,it Serie A,29,1989,18.7,0,6,2,33.3,0.32,0.11,0.00,0.00,7.0,0,0,0,0.9,0.9,0.15,-0.9,-0.9,Partidos
118,Nicolò Armini,it ITA,DF,Lazio,it Serie A,17,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
119,Yoël Armougom,fr FRA,DF,Caen,fr Ligue 1,20,1998,20.6,0,11,1,9.1,0.53,0.05,0.00,0.00,29.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Partidos
120,Stuart Armstrong,sct SCO,CC,Southampton,eng Premier League,26,1992,15.9,3,32,12,37.5,2.01,0.75,0.09,0.25,21.8,0,0,0,2.0,2.0,0.06,+1.0,+1.0,Partidos
121,José Arnaiz,es ESP,"CC,DL",Leganés,es La Liga,23,1995,1.3,0,1,0,0.0,0.80,0.00,0.00,,14.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Partidos
122,Marko Arnautović,at AUT,DL,West Ham,eng Premier League,29,1989,22.1,10,61,31,50.8,2.76,1.40,0.15,0.29,17.5,3,1,1,8.9,8.1,0.13,+1.1,+0.9,Partidos
123,Maximilian Arnold,de GER,CC,Wolfsburg,de Bundesliga,24,1994,31.9,2,54,23,42.6,1.69,0.72,0.04,0.09,27.7,8,0,0,2.7,2.7,0.05,-0.7,-0.7,Partidos
124,Kepa Arrizabalaga,es ESP,PO,Chelsea,eng Premier League,23,1994,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
125,Harry Arter,ie IRL,CC,Cardiff City,eng Premier League,28,1989,22.2,0,23,4,17.4,1.04,0.18,0.00,0.00,23.6,0,0,0,0.9,0.9,0.04,-0.9,-0.9,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG,Partidos
