Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Derribos,Derribos,Derribos,Derribos,Derribos,Desafíos,Desafíos,Desafíos,Desafíos,Bloqueos,Bloqueos,Bloqueos,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
10,Francesco Acerbi,it ITA,DF,Lazio,it Serie A,30,1988,36.8,40,30,22,13,5,12,16,75.0,4,50,32,18,61,101,169,1,Partidos
11,Afriyie Acquah,gh GHA,CC,Empoli,it Serie A,26,1992,16.8,27,9,9,12,6,4,11,36.4,7,11,1,10,12,39,16,0,Partidos
12,Tyler Adams,us USA,CC,RB Leipzig,de Bundesliga,19,1999,8.0,29,17,12,16,1,11,26,42.3,15,17,1,16,16,45,8,0,Partidos
13,Antonio Adán,es ESP,PO,Atlético Madrid,es La Liga,31,1987,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Partidos
14,Aday,es ESP,"DF,CC",Girona,es La Liga,30,1987,7.2,9,8,2,5,2,6,7,85.7,1,1,0,1,7,16,17,1,Partidos
15,Khaled Adénon,bj BEN,DF,Amiens,fr Ligue 1,33,1985,22.2,31,22,20,11,0,16,28,57.1,12,26,11,15,31,62,101,0,Partidos
16,Claud Adjapong,it ITA,"CC,DL",Sassuolo,it Serie A,20,1998,3.0,4,2,1,3,0,1,2,50.0,1,3,1,2,1,5,4,0,Partidos
17,Yacine Adli,fr FRA,CC,Bordeaux,fr Ligue 1,18,2000,2.4,7,2,2,3,2,3,9,33.3,6,3,0,3,2,9,0,0,Partidos
18,Ali Adnan Kadhim,iq IRQ,DF,Atalanta,it Serie A,24,1993,1.8,1,1,1,0,0,1,2,50.0,1,1,1,0,3,4,6,0,Partidos
19,Aritz Aduriz,es ESP,DL,Athletic Club,es La Liga,37,1981,10.5,4,2,1,1,2,1,7,14.3,6,2,1,1,0,4,4,0,Partidos
20,Luis Advíncula,pe PER,DF,Rayo Vallecano,es La Liga,28,1990,26.5,52,38,38,12,2,21,31,67.7,10,22,2,20,19,71,60,1,Partidos
21,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,22,1996,22.6,45,29,32,10,3,28,46,60.9,18,33,11,22,27,72,65,1,Partidos
22,Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,22,1996,11.7,17,12,8,9,0,8,19,42.1,11,20,11,9,14,31,59,1,Partidos
23,Sergio Agüero,ar ARG,DL,Manchester City,eng Premier League,30,1988,27.3,17,9,1,10,6,5,9,55.6,4,15,1,14,9,26,3,0,Partidos
24,Ruben Aguilar,fr FRA,DF,Montpellier,fr Ligue 1,25,1993,28.1,88,51,40,33,15,39,69,56.5,30,23,3,20,37,125,50,1,Partidos
25,Juan Aguilera,es ESP,CC,Huesca,es La Liga,32,1985,3.8,2,2,0,1,1,1,4,25.0,3,4,2,2,4,6,2,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Tkl,TklG,3.º def.,3.º cent.,3.º ataq.,Tkl,Att,Tkl%,Pérdida,Bloqueos,Dis,Pases,Int,Tkl+Int,Desp.,Err,Partidos
26,Emmanuel Agyemang-Badu,gh GHA,CC,Udinese,it Serie A,27,1990,1.8,4,0,1,2,1,1,1,100.0,0,2,0,2,1,5,2,0,Partidos
27,Jean-Eudes Aholou,ci CIV,CC,Monaco,fr Ligue 1,24,1994,11.9,20,11,6,11,3,8,16,50.0,8,7,0,7,17,37,12,0,Partidos
28,Antonis Aidonis,de GER,DF,Stuttgart,de Bundesliga,17,2001,0.9,3,1,1,1,1,1,4,25.0,3,1,0,1,2,5,2,0,Partidos
29,Ola Aina,ng NGA,DF,Torino,it Serie A,21,1996,24.0,54,36,32,20,2,23,48,47.9,25,30,3,27,39,93,59,2,Partidos
30,Youssef Aït Bennasser,ma MAR,CC,Saint-Étienne,fr Ligue 1,22,1996,10.4,25,13,9,12,4,13,28,46.4,15,15,2,13,19,44,6,2,Partidos
31,Youssef Aït Bennasser,ma MAR,CC,Monaco,fr Ligue 1,22,1996,11.9,33,16,14,18,1,13,29,44.8,16,15,5,10,15,48,19,0,Partidos
32,Rayan Aït Nouri,dz ALG,"DF,CC",Angers,fr Ligue 1,17,2001,0.6,2,2,1,1,0,0,1,0.0,1,0,0,0,0,2,1,0,Partidos
33,Ludovic Ajorque,fr FRA,DL,Strasbourg,fr Ligue 1,24,1994,17.0,17,13,1,10,6,4,9,44.4,5,5,0,5,5,22,9,0,Partidos
34,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,23,1995,24.5,29,19,14,13,2,14,25,56.0,11,22,13,9,27,56,92,2,Partidos
35,Carlos Akapo,gq EQG,DF,Huesca,es La Liga,25,1993,11.4,28,15,18,8,2,19,33,57.6,14,12,2,10,23,51,36,0,Partidos
36,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,23,1995,37.9,66,35,42,21,3,22,35,62.9,13,51,35,16,32,98,241,0,Partidos
37,Sergio Akieme,es ESP,DF,Rayo Vallecano,es La Liga,20,1997,2.0,3,3,3,0,0,2,2,100.0,0,0,0,0,1,4,5,0,Partidos
38,Chadrac Akolo,cd COD,"CC,DL",Stuttgart,de Bundesliga,23,1995,5.8,9,6,2,7,0,1,3,33.3,2,7,0,7,4,13,1,0,Partidos
39,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,23,1995,5.5,23,15,13,10,0,11,21,52.4,10,18,5,13,12,35,20,2,Partidos
40,Kevin Akpoguma,ng NGA,DF,Hannover 96,de Bundesliga,23,1995,3.5,10,6,5,5,0,6,7,85.7,1,7,2,5,10,20,7,2,Partidos
41,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,26,1992,28.1,34,21,13,13,8,17,26,65.4,9,24,3,21,31,65,40,0,Partidos
42,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,20,1998,21.1,81,44,44,31,6,36,63,57.1,27,15,4,11,46,127,57,0,Partidos
43,Lucas Alario,ar ARG,"DL,CC",Leverkusen,de Bundesliga,25,1992,14.1,15,8,5,6,4,4,14,28.6,10,9,0,9,1,16,16,0,Partidos
44,Jordi Alba,es ESP,DF,Barcelona,es La Liga,29,1989,33.2,42,22,20,15,7,20,48,41.7,28,24,6,18,60,102,76,1,Partidos
45,Luis Alberto,es ESP,"CC,DL",Lazio,it Serie A,25,1992,22.1,53,22,15,29,9,21,55,38.2,34,23,3,20,10,63,10,0,Partidos
46,Raúl Albiol,es ESP,DF,Napoli,it Serie A,32,1985,19.0,16,8,12,4,0,8,15,53.3,7,19,16,3,20,36,90,1,Partidos
47,Miiko Albornoz,cl CHI,"DF,CC",Hannover 96,de Bundesliga,27,1990,18.4,46,26,31,10,5,21,45,46.7,24,23,3,20,16,62,37,1,Partidos
48,Marc Albrighton,eng ENG,"DL,CC",Leicester City,eng Premier League,28,1989,18.1,35,22,18,14,3,13,31,41.9,18,26,3,23,23,58,30,0,Partidos
49,Paco Alcácer,es ESP,DL,Dortmund,de Bundesliga,24,1993,13.5,3,1,2,0,1,0,6,0.0,6,5,0,5,6,9,7,0,Partidos
50,Pedro Alcalá,es ESP,DF,Girona,es La Liga,29,1989,20.8,32,23,23,9,0,15,23,65.2,8,21,18,3,36,68,120,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Tkl,TklG,3.º def.,3.º cent.,3.º ataq.,Tkl,Att,Tkl%,Pérdida,Bloqueos,Dis,Pases,Int,Tkl+Int,Desp.,Err,Partidos
51,Thiago Alcántara,es ESP,CC,Bayern Munich,de Bundesliga,27,1991,26.8,87,65,31,44,12,25,48,52.1,23,23,4,19,44,131,17,1,Partidos
52,Rubén Alcaraz,es ESP,CC,Valladolid,es La Liga,27,1991,33.1,96,54,50,40,6,32,89,36.0,57,59,10,49,38,134,52,1,Partidos
53,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,29,1989,32.5,37,23,25,10,2,12,22,54.5,10,41,22,19,24,61,175,0,Partidos
54,Álex Alegría,es ESP,"DL,CC",Rayo Vallecano,es La Liga,25,1992,1.6,1,1,0,1,0,0,3,0.0,3,1,0,1,0,1,0,0,Partidos
55,Alexis Alegue,fr FRA,DL,Nantes,fr Ligue 1,21,1996,0.1,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Partidos
56,Iván Alejo,es ESP,CC,Getafe,es La Liga,23,1995,1.6,2,0,0,2,0,0,4,0.0,4,2,0,2,0,2,3,0,Partidos
57,Carles Aleñá,es ESP,CC,Barcelona,es La Liga,20,1998,7.1,7,4,0,6,1,2,8,25.0,6,4,0,4,2,9,0,0,Partidos
58,Rúnar Alex Rúnarsson,is ISL,PO,Dijon,fr Ligue 1,23,1995,25.0,2,0,2,0,0,2,6,33.3,4,0,0,0,1,3,7,2,Partidos
59,Alexander,ar ARG,DL,Leganés,es La Liga,29,1988,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Partidos
60,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,19,1998,27.4,61,39,31,22,8,36,68,52.9,32,19,3,16,35,96,68,0,Partidos
61,Rachid Alioui,ma MAR,DL,Nîmes,fr Ligue 1,26,1992,13.9,15,5,3,9,3,4,9,44.4,5,8,1,7,10,25,11,0,Partidos
62,Alisson,br BRA,PO,Liverpool,eng Premier League,25,1992,38.0,2,1,2,0,0,2,2,100.0,0,0,0,0,1,3,14,6,Partidos
63,Bobby Allain,fr FRA,PO,Dijon,fr Ligue 1,26,1991,13.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,16,1,Partidos
64,Allan,br BRA,CC,Napoli,it Serie A,27,1991,29.1,106,70,39,55,12,36,107,33.6,71,55,13,42,36,142,28,0,Partidos
65,Allan,br BRA,CC,Eint Frankfurt,de Bundesliga,21,1997,2.0,4,4,2,2,0,0,4,0.0,4,4,2,2,0,4,1,0,Partidos
66,Dele Alli,eng ENG,CC,Tottenham,eng Premier League,22,1996,20.3,33,19,6,14,13,5,24,20.8,19,33,5,28,19,52,20,0,Partidos
67,Miguel Almirón,py PAR,CC,Newcastle Utd,eng Premier League,24,1994,8.4,20,12,7,10,3,4,10,40.0,6,14,1,13,8,28,5,0,Partidos
68,Júnior Alonso,py PAR,"DF,CC",Celta Vigo,es La Liga,25,1993,6.0,13,9,8,4,1,7,12,58.3,5,8,3,5,5,18,24,1,Partidos
69,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,27,1990,30.7,73,46,44,22,7,33,58,56.9,25,25,2,23,39,112,101,0,Partidos
70,Mickaël Alphonse,gp GLP,DF,Dijon,fr Ligue 1,29,1989,6.3,10,5,6,1,3,3,4,75.0,1,3,1,2,9,19,30,0,Partidos
71,Sergio Álvarez,es ESP,"DF,CC",Eibar,es La Liga,26,1992,11.9,34,25,12,20,2,13,23,56.5,10,9,4,5,17,51,43,0,Partidos
72,Sergio Álvarez,es ESP,PO,Celta Vigo,es La Liga,31,1986,13.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Partidos
73,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,23,1995,29.0,55,30,39,14,2,19,33,57.6,14,35,16,19,63,118,149,1,Partidos
74,Bruno Alves,pt POR,DF,Parma,it Serie A,36,1981,32.5,15,8,11,4,0,4,7,57.1,3,36,28,8,29,44,210,0,Partidos
75,Dani Alves,br BRA,"CC,DF",Paris S-G,fr Ligue 1,35,1983,18.0,42,22,16,23,3,13,38,34.2,25,18,5,13,8,50,11,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Tkl,TklG,3.º def.,3.º cent.,3.º ataq.,Tkl,Att,Tkl%,Pérdida,Bloqueos,Dis,Pases,Int,Tkl+Int,Desp.,Err,Partidos
76,Alfons Amade,de GER,CC,Hoffenheim,de Bundesliga,18,1999,0.1,1,1,0,1,0,1,2,50.0,1,0,0,0,1,2,0,0,Partidos
77,Ibrahim Amadou,fr FRA,"CC,DF",Sevilla,es La Liga,25,1993,8.5,27,20,9,15,3,2,9,22.2,7,7,4,3,11,38,24,0,Partidos
78,Romain Amalfitano,fr FRA,"CC,DL",Dijon,fr Ligue 1,28,1989,28.0,52,33,20,28,4,25,67,37.3,42,45,13,32,47,99,35,0,Partidos
79,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,23,1994,7.1,18,12,11,6,1,10,15,66.7,5,6,4,2,17,35,28,1,Partidos
80,Jordi Amat,id IDN,DF,Rayo Vallecano,es La Liga,26,1992,30.7,54,31,34,19,1,24,42,57.1,18,31,10,21,43,97,133,1,Partidos
81,Amath,sn SEN,CC,Getafe,es La Liga,22,1996,11.1,20,13,7,11,2,6,27,22.2,21,17,0,17,10,30,12,0,Partidos
82,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,24,1994,24.2,74,50,34,26,14,35,56,62.5,21,24,8,16,46,120,93,4,Partidos
83,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,20,1998,32.0,68,45,54,12,2,20,30,66.7,10,36,13,23,36,104,113,1,Partidos
84,Nadiem Amiri,de GER,CC,Hoffenheim,de Bundesliga,21,1996,8.4,14,9,8,4,2,3,13,23.1,10,11,0,11,7,21,4,0,Partidos
85,Yanis Ammour,fr FRA,CC,Montpellier,fr Ligue 1,19,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Partidos
86,Luke Amos,eng ENG,CC,Tottenham,eng Premier League,21,1997,0.0,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Partidos
87,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,22,1996,32.0,40,27,31,8,1,19,31,61.3,12,30,15,15,35,75,147,1,Partidos
88,Felipe Anderson,br BRA,"CC,DL",West Ham,eng Premier League,25,1993,33.8,89,49,33,44,12,31,101,30.7,70,71,0,71,41,130,18,1,Partidos
89,Florin Andone,ro ROU,DL,Brighton,eng Premier League,25,1993,9.8,10,2,3,4,3,1,6,16.7,5,9,1,8,3,13,12,0,Partidos
90,Benjamin André,fr FRA,CC,Rennes,fr Ligue 1,27,1990,27.7,101,60,39,50,12,33,85,38.8,52,40,6,34,54,155,58,0,Partidos
91,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,32,1986,1.2,1,1,1,0,0,1,1,100.0,0,2,1,1,1,2,5,0,Partidos
92,Marco Andreolli,it ITA,DF,Chievo,it Serie A,32,1986,7.2,10,6,7,2,1,6,10,60.0,4,4,2,2,6,16,33,0,Partidos
93,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,29,1989,0.0,1,0,1,0,0,0,1,0.0,1,0,0,0,1,2,0,0,Partidos
94,José Ángel,es ESP,DF,Eibar,es La Liga,28,1989,33.6,66,46,36,23,7,31,56,55.4,25,24,5,19,41,107,113,1,Partidos
95,Miguel Ángel Moyá,es ESP,PO,Real Sociedad,es La Liga,34,1984,11.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,9,2,Partidos
96,Cristian Ansaldi,ar ARG,"DF,CC",Torino,it Serie A,31,1986,20.1,50,26,19,21,10,15,30,50.0,15,21,4,17,15,65,31,0,Partidos
97,Mirco Antenucci,it ITA,DL,SPAL,it Serie A,33,1984,23.7,11,9,5,1,5,1,10,10.0,9,14,0,14,5,16,5,0,Partidos
98,Waldemar Anton,de GER,DF,Hannover 96,de Bundesliga,22,1996,34.0,49,32,33,14,2,22,50,44.0,28,56,33,23,69,118,169,3,Partidos
99,Luca Antonelli,it ITA,DF,Empoli,it Serie A,31,1987,8.4,13,11,4,5,4,7,17,41.2,10,19,4,15,16,29,25,1,Partidos
100,Mauro Antonio Burruchaga,ar ARG,CC,Chievo,it Serie A,20,1998,0.6,2,2,1,1,0,0,2,0.0,2,2,1,1,0,2,3,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Tkl,TklG,3.º def.,3.º cent.,3.º ataq.,Tkl,Att,Tkl%,Pérdida,Bloqueos,Dis,Pases,Int,Tkl+Int,Desp.,Err,Partidos
101,Michail Antonio,jm JAM,"CC,DL",West Ham,eng Premier League,28,1990,23.4,23,14,12,6,5,6,12,50.0,6,38,3,35,18,41,26,1,Partidos
102,Antoñito,es ESP,"DF,CC",Valladolid,es La Liga,30,1987,20.7,35,21,16,15,4,18,42,42.9,24,21,8,13,18,53,31,0,Partidos
103,Vitorino Antunes,pt POR,"DF,CC",Getafe,es La Liga,31,1987,24.2,41,26,22,17,2,27,45,60.0,18,33,7,26,43,84,75,1,Partidos
104,Anuar,ma MAR,"CC,DL",Valladolid,es La Liga,23,1995,12.0,33,19,15,16,2,6,14,42.9,8,14,1,13,11,44,25,1,Partidos
105,Dennis Aogo,de GER,CC,Stuttgart,de Bundesliga,31,1987,11.4,15,10,6,7,2,6,15,40.0,9,8,1,7,9,24,19,0,Partidos
106,Houssem Aouar,dz ALG,CC,Lyon,fr Ligue 1,20,1998,34.0,63,38,28,25,10,17,61,27.9,44,33,6,27,32,95,25,3,Partidos
107,Emmanuel Apeh,ng NGA,"DL,CC",Celta Vigo,es La Liga,21,1996,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Partidos
108,Mauro Arambarri,uy URU,CC,Getafe,es La Liga,22,1995,29.7,59,33,18,37,4,23,76,30.3,53,44,9,35,30,89,36,0,Partidos
109,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,21,1997,7.0,11,6,5,5,1,6,7,85.7,1,6,3,3,9,20,8,0,Partidos
110,Charles Aránguiz,cl CHI,CC,Leverkusen,de Bundesliga,29,1989,21.0,48,30,21,22,5,21,66,31.8,45,31,2,29,25,73,27,1,Partidos
111,Luiz Araújo,br BRA,"DL,CC",Lille,fr Ligue 1,22,1996,8.7,23,17,8,9,6,9,24,37.5,15,6,1,5,3,26,4,0,Partidos
112,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,26,1991,29.8,42,22,32,9,1,18,22,81.8,4,32,21,11,35,77,153,1,Partidos
113,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,31,1987,21.7,31,24,25,5,1,17,27,63.0,10,12,5,7,46,77,92,2,Partidos
114,Joaquín Ardaiz,uy URU,DL,Frosinone,it Serie A,19,1999,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Partidos
115,Alphonse Areola,fr FRA,PO,Paris S-G,fr Ligue 1,25,1993,21.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,4,1,Partidos
116,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,26,1992,19.7,48,32,31,16,1,20,31,64.5,11,14,2,12,34,82,43,0,Partidos
117,Lorenzo Ariaudo,it ITA,DF,Frosinone,it Serie A,29,1989,18.7,20,14,15,4,1,6,10,60.0,4,31,20,11,14,34,103,0,Partidos
118,Nicolò Armini,it ITA,DF,Lazio,it Serie A,17,2001,0.4,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,0,0,Partidos
119,Yoël Armougom,fr FRA,DF,Caen,fr Ligue 1,20,1998,20.6,31,21,20,9,2,15,29,51.7,14,9,3,6,21,52,66,0,Partidos
120,Stuart Armstrong,sct SCO,CC,Southampton,eng Premier League,26,1992,15.9,28,20,14,6,8,8,42,19.0,34,14,0,14,12,40,12,0,Partidos
121,José Arnaiz,es ESP,"CC,DL",Leganés,es La Liga,23,1995,1.3,1,1,1,0,0,0,3,0.0,3,0,0,0,2,3,1,0,Partidos
122,Marko Arnautović,at AUT,DL,West Ham,eng Premier League,29,1989,22.1,9,5,4,3,2,1,7,14.3,6,4,2,2,3,12,6,0,Partidos
123,Maximilian Arnold,de GER,CC,Wolfsburg,de Bundesliga,24,1994,31.9,52,30,21,27,4,21,61,34.4,40,31,10,21,35,87,48,1,Partidos
124,Kepa Arrizabalaga,es ESP,PO,Chelsea,eng Premier League,23,1994,36.0,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,4,2,Partidos
125,Harry Arter,ie IRL,CC,Cardiff City,eng Premier League,28,1989,22.2,62,37,27,26,9,16,46,34.8,30,33,5,28,21,83,21,2,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Tkl,TklG,3.º def.,3.º cent.,3.º ataq.,Tkl,Att,Tkl%,Pérdida,Bloqueos,Dis,Pases,Int,Tkl+Int,Desp.,Err,Partidos
126,Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,29,1988,29.7,44,26,22,14,8,29,51,56.9,22,21,4,17,40,84,46,1,Partidos
127,Takuma Asano,jp JPN,"CC,DL",Hannover 96,de Bundesliga,23,1994,7.8,5,3,1,1,3,1,6,16.7,5,9,0,9,2,7,2,0,Partidos
128,Santiago Ascacíbar,ar ARG,CC,Stuttgart,de Bundesliga,21,1997,27.0,78,50,43,29,6,34,74,45.9,40,48,10,38,43,121,34,1,Partidos
129,Sergio Asenjo,es ESP,PO,Villarreal,es La Liga,29,1989,32.0,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,26,2,Partidos
130,Marco Asensio,es ESP,DL,Real Madrid,es La Liga,22,1996,19.8,12,8,3,5,4,2,24,8.3,22,16,1,15,14,26,7,0,Partidos
131,Iago Aspas,es ESP,"DL,CC",Celta Vigo,es La Liga,30,1987,25.0,16,11,4,8,4,4,20,20.0,16,14,0,14,16,32,5,0,Partidos
132,Simon Asta,de GER,DF,Augsburg,de Bundesliga,17,2001,1.0,6,3,4,2,0,2,2,100.0,0,2,1,1,3,9,1,0,Partidos
133,Youcef Atal,dz ALG,"DF,DL",Nice,fr Ligue 1,22,1996,25.1,68,44,34,25,9,34,67,50.7,33,38,8,30,56,124,42,0,Partidos
134,Christian Atsu,gh GHA,CC,Newcastle Utd,eng Premier League,26,1992,16.6,24,15,9,11,4,5,16,31.3,11,13,3,10,7,31,16,0,Partidos
135,Pierre-Emerick Aubameyang,ga GAB,DL,Arsenal,eng Premier League,29,1989,30.3,21,17,6,9,6,8,28,28.6,20,26,0,26,8,29,22,0,Partidos
136,Emil Audero,it ITA,PO,Sampdoria,it Serie A,21,1997,36.0,4,3,4,0,0,3,3,100.0,0,0,0,0,1,5,21,4,Partidos
137,Jean-Kévin Augustin,fr FRA,DL,RB Leipzig,de Bundesliga,21,1997,5.1,2,0,0,0,2,0,1,0.0,1,6,0,6,3,5,0,0,Partidos
138,Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,33.6,53,31,25,22,6,23,39,59.0,16,37,11,26,38,91,86,1,Partidos
139,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,25,1992,6.3,20,12,12,4,4,8,15,53.3,7,8,2,6,7,27,20,0,Partidos
140,Charlie Austin,eng ENG,DL,Southampton,eng Premier League,29,1989,10.9,13,7,3,6,4,6,11,54.5,5,12,2,10,2,15,13,0,Partidos
141,Ezequiel Ávila,ar ARG,"DL,CC",Huesca,es La Liga,24,1994,22.2,18,10,7,7,4,4,26,15.4,22,21,2,19,13,31,22,0,Partidos
142,Jordan Ayew,gh GHA,DL,Crystal Palace,eng Premier League,26,1991,13.1,38,23,12,19,7,6,20,30.0,14,16,0,16,7,45,6,0,Partidos
143,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,27.2,53,29,38,15,0,23,47,48.9,24,34,16,18,59,112,118,3,Partidos
144,Floyd Ayité,tg TOG,"DL,CC",Fulham,eng Premier League,29,1988,5.3,4,4,2,1,1,2,6,33.3,4,8,1,7,7,11,5,0,Partidos
145,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28,1989,37.8,105,60,52,40,13,38,67,56.7,29,63,16,47,43,148,91,3,Partidos
146,Abdoulaye Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,23.4,46,33,37,8,1,29,39,74.4,10,32,18,14,29,75,165,4,Partidos
147,Florian Baak,de GER,CC,Hertha BSC,de Bundesliga,19,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Partidos
148,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1986,1.4,4,3,3,1,0,0,0,,0,1,0,1,2,6,1,0,Partidos
149,Khouma Babacar,sn SEN,DL,Sassuolo,it Serie A,25,1993,16.5,7,3,2,5,0,2,10,20.0,8,8,2,6,3,10,25,1,Partidos
150,Ryan Babel,nl NED,"DL,CC",Fulham,eng Premier League,31,1986,13.9,8,4,1,5,2,3,9,33.3,6,12,0,12,6,14,13,1,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Tkl,TklG,3.º def.,3.º cent.,3.º ataq.,Tkl,Att,Tkl%,Pérdida,Bloqueos,Dis,Pases,Int,Tkl+Int,Desp.,Err,Partidos
151,Carlos Bacca,co COL,DL,Villarreal,es La Liga,31,1986,14.1,4,2,1,2,1,0,5,0.0,5,4,0,4,8,12,5,0,Partidos
152,Juninho Bacuna,cw CUW,"CC,DF",Huddersfield,eng Premier League,20,1997,15.7,46,29,22,19,5,22,54,40.7,32,21,1,20,24,70,12,1,Partidos
153,Leandro Bacuna,cw CUW,CC,Cardiff City,eng Premier League,26,1991,6.2,15,10,5,7,3,8,22,36.4,14,5,2,3,15,30,9,0,Partidos
154,Milan Badelj,hr CRO,CC,Lazio,it Serie A,29,1989,12.7,33,20,10,19,4,16,37,43.2,21,27,9,18,33,66,20,1,Partidos
