RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR
2219,Junior Sambia,fr FRA,"DF,CC",Montpellier,fr Ligue 1,22,1996,6.5,330.0,13.0,76.0,150.0,108.0,7.0,330.0,15.0,6.0,40.0,9.0,60.0,169.0,1101.0,605.0,14.0,14.0,0.0,13.0,7.0,193.0,26.0
2220,Frédéric Sammaritano,fr FRA,"CC,DL",Dijon,fr Ligue 1,33,1986,5.8,321.0,0.0,32.0,148.0,148.0,7.0,321.0,14.0,10.0,71.4,4.0,28.6,183.0,1067.0,524.0,22.0,9.0,2.0,14.0,13.0,213.0,41.0
2221,Fede San Emeterio,es ESP,CC,Valladolid,es La Liga,22,1997,19.5,814.0,37.0,244.0,495.0,80.0,3.0,814.0,2.0,2.0,100.0,0.0,0.0,360.0,1242.0,406.0,0.0,6.0,0.0,9.0,4.0,477.0,6.0
2222,Mikel San José,es ESP,CC,Athletic Club,es La Liga,30,1989,4.0,191.0,17.0,65.0,98.0,30.0,5.0,191.0,4.0,1.0,25.0,3.0,75.0,74.0,205.0,72.0,0.0,1.0,0.0,5.0,3.0,98.0,1.0
2223,Antonio Sanabria,py PAR,DL,Genoa,it Serie A,23,1996,15.4,553.0,13.0,47.0,280.0,235.0,55.0,553.0,36.0,21.0,58.3,15.0,41.7,362.0,2316.0,826.0,30.0,27.0,9.0,49.0,16.0,422.0,92.0
2224,Oihan Sancet,es ESP,"CC,DL",Athletic Club,es La Liga,19,2000,8.2,298.0,3.0,33.0,142.0,126.0,19.0,298.0,27.0,16.0,59.3,11.0,40.7,185.0,1187.0,435.0,11.0,7.0,2.0,29.0,17.0,219.0,39.0
2225,Renato Sanches,pt POR,"CC,DL",Lille,fr Ligue 1,21,1997,16.5,1210.0,17.0,113.0,741.0,378.0,28.0,1210.0,72.0,50.0,69.4,22.0,30.6,692.0,4013.0,2384.0,45.0,43.0,15.0,45.0,32.0,850.0,64.0
2226,Renato Sanches,pt POR,CC,Bayern Munich,de Bundesliga,21,1997,0.1,10.0,0.0,1.0,4.0,5.0,1.0,10.0,0.0,0.0,,0.0,,9.0,38.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0
2227,Alexis Sánchez,cl CHI,DL,Inter,it Serie A,30,1988,10.3,504.0,2.0,28.0,201.0,281.0,52.0,503.0,28.0,22.0,78.6,6.0,21.4,331.0,1761.0,581.0,22.0,15.0,9.0,28.0,19.0,395.0,95.0
2228,Carlos Sánchez,co COL,CC,West Ham,eng Premier League,33,1986,1.3,64.0,3.0,10.0,48.0,6.0,0.0,64.0,1.0,1.0,100.0,0.0,0.0,29.0,97.0,14.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0
2229,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,23,1996,27.0,1857.0,256.0,928.0,895.0,46.0,15.0,1857.0,10.0,8.0,80.0,2.0,20.0,1188.0,4972.0,2501.0,10.0,10.0,1.0,12.0,6.0,1213.0,9.0
2230,Germán Sánchez,es ESP,DF,Granada,es La Liga,32,1986,25.5,1172.0,169.0,712.0,430.0,35.0,21.0,1172.0,1.0,1.0,100.0,0.0,0.0,611.0,2950.0,1196.0,3.0,4.0,1.0,2.0,0.0,629.0,4.0
2231,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,22,1997,5.5,239.0,33.0,137.0,100.0,6.0,4.0,239.0,3.0,2.0,66.7,1.0,33.3,140.0,743.0,390.0,2.0,1.0,0.0,0.0,0.0,140.0,0.0
2232,Manu Sánchez,es ESP,DF,Atlético Madrid,es La Liga,18,2000,3.6,205.0,3.0,47.0,103.0,58.0,5.0,205.0,6.0,2.0,33.3,4.0,66.7,112.0,642.0,380.0,11.0,7.0,1.0,1.0,4.0,107.0,22.0
2233,Víctor Sánchez,es ESP,CC,Espanyol,es La Liga,31,1987,18.8,1171.0,46.0,262.0,645.0,277.0,9.0,1171.0,16.0,12.0,75.0,4.0,25.0,580.0,2995.0,1280.0,24.0,16.0,5.0,29.0,22.0,693.0,44.0
2234,Jadon Sancho,eng ENG,"DL,CC",Dortmund,de Bundesliga,19,2000,25.4,1889.0,8.0,144.0,791.0,984.0,122.0,1889.0,138.0,77.0,55.8,61.0,44.2,1286.0,8217.0,4153.0,135.0,106.0,48.0,61.0,33.0,1579.0,298.0
2235,Alex Sandro,br BRA,DF,Juventus,it Serie A,28,1991,26.5,2244.0,86.0,541.0,1119.0,602.0,30.0,2244.0,56.0,37.0,66.1,19.0,33.9,1462.0,7224.0,3972.0,91.0,88.0,10.0,23.0,16.0,1538.0,83.0
2236,Leroy Sané,de GER,DL,Manchester City,eng Premier League,23,1996,0.1,9.0,0.0,0.0,2.0,7.0,1.0,9.0,0.0,0.0,,0.0,,7.0,39.0,19.0,2.0,1.0,1.0,0.0,0.0,8.0,4.0
2237,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,28,1990,12.5,831.0,70.0,365.0,437.0,35.0,17.0,831.0,11.0,8.0,72.7,3.0,27.3,456.0,2413.0,1289.0,11.0,3.0,1.0,7.0,8.0,511.0,10.0
2238,Luca Sangalli,es ESP,CC,Real Sociedad,es La Liga,24,1995,4.1,228.0,0.0,27.0,125.0,78.0,7.0,228.0,9.0,6.0,66.7,3.0,33.3,139.0,835.0,426.0,13.0,12.0,1.0,10.0,5.0,172.0,16.0
2239,Ibrahim Sangaré,ci CIV,CC,Toulouse,fr Ligue 1,21,1997,24.2,1609.0,94.0,396.0,984.0,252.0,28.0,1609.0,39.0,30.0,76.9,9.0,23.1,933.0,4534.0,2363.0,35.0,27.0,2.0,40.0,25.0,997.0,23.0
2240,Oier Sanjurjo,es ESP,CC,Osasuna,es La Liga,33,1986,25.8,1270.0,54.0,261.0,811.0,217.0,26.0,1270.0,13.0,8.0,61.5,5.0,38.5,495.0,2063.0,872.0,13.0,15.0,1.0,20.0,13.0,571.0,28.0
2241,Yaya Sanogo,fr FRA,DL,Toulouse,fr Ligue 1,26,1993,10.1,294.0,14.0,29.0,138.0,130.0,44.0,293.0,3.0,1.0,33.3,2.0,66.7,152.0,479.0,146.0,4.0,2.0,0.0,25.0,12.0,216.0,44.0
2242,Morgan Sanson,fr FRA,CC,Marseille,fr Ligue 1,24,1994,24.1,1228.0,15.0,137.0,677.0,449.0,57.0,1228.0,64.0,40.0,62.5,24.0,37.5,853.0,5639.0,2622.0,96.0,69.0,19.0,68.0,56.0,878.0,142.0
2243,Nicola Sansone,it ITA,"DL,CC",Bologna,it Serie A,27,1991,25.2,1322.0,11.0,140.0,559.0,649.0,90.0,1318.0,86.0,42.0,48.8,44.0,51.2,909.0,5638.0,2641.0,80.0,47.0,39.0,54.0,46.0,966.0,200.0
2244,Baptiste Santamaria,fr FRA,CC,Angers,fr Ligue 1,24,1995,27.8,1668.0,64.0,412.0,1057.0,220.0,23.0,1668.0,42.0,31.0,73.8,11.0,26.2,703.0,3647.0,1979.0,36.0,22.0,5.0,33.0,24.0,993.0,16.0
2245,Federico Santander,py PAR,DL,Bologna,it Serie A,28,1991,8.6,381.0,13.0,24.0,174.0,188.0,49.0,380.0,5.0,4.0,80.0,1.0,20.0,203.0,914.0,288.0,13.0,6.0,7.0,33.0,9.0,288.0,73.0
2246,Davide Santon,it ITA,DF,Roma,it Serie A,28,1991,6.9,469.0,14.0,122.0,255.0,99.0,6.0,469.0,16.0,11.0,68.8,5.0,31.3,273.0,1757.0,925.0,17.0,11.0,2.0,7.0,3.0,304.0,35.0
2247,Samir Santos,br BRA,DF,Udinese,it Serie A,24,1994,17.2,931.0,96.0,420.0,453.0,65.0,10.0,931.0,6.0,4.0,66.7,2.0,33.3,510.0,2617.0,1634.0,18.0,18.0,0.0,8.0,3.0,573.0,11.0
2248,Riccardo Saponara,it ITA,"CC,DL",Genoa,it Serie A,27,1991,1.9,104.0,4.0,18.0,43.0,44.0,8.0,104.0,6.0,2.0,33.3,4.0,66.7,64.0,365.0,251.0,6.0,4.0,2.0,3.0,1.0,73.0,9.0
2249,Riccardo Saponara,it ITA,"CC,DL",Lecce,it Serie A,27,1991,10.5,617.0,11.0,81.0,286.0,259.0,44.0,617.0,36.0,20.0,55.6,16.0,44.4,435.0,2869.0,1582.0,58.0,31.0,22.0,20.0,20.0,490.0,84.0
2250,Ivan Šaponjić,rs SRB,"DF,DL",Atlético Madrid,es La Liga,21,1997,0.1,3.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2251,Pablo Sarabia,es ESP,"DL,CC",Paris S-G,fr Ligue 1,27,1992,12.9,822.0,7.0,62.0,377.0,387.0,66.0,822.0,9.0,5.0,55.6,4.0,44.4,509.0,2412.0,1374.0,41.0,34.0,11.0,31.0,11.0,655.0,185.0
2252,Marcelo Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,21,1998,2.0,162.0,7.0,45.0,84.0,38.0,3.0,162.0,3.0,3.0,100.0,0.0,0.0,70.0,486.0,290.0,6.0,3.0,0.0,4.0,1.0,88.0,7.0
2253,Josh Sargent,us USA,DL,Werder Bremen,de Bundesliga,19,2000,15.7,544.0,25.0,77.0,262.0,210.0,53.0,544.0,30.0,18.0,60.0,12.0,40.0,358.0,1646.0,524.0,17.0,12.0,5.0,52.0,32.0,404.0,79.0
2254,Bouna Sarr,sn SEN,"DF,DL",Marseille,fr Ligue 1,27,1992,24.0,1677.0,42.0,339.0,810.0,558.0,37.0,1677.0,86.0,49.0,57.0,37.0,43.0,1057.0,6562.0,3342.0,103.0,81.0,12.0,52.0,32.0,1059.0,142.0
2255,Ismaila Sarr,sn SEN,"DL,CC",Watford,eng Premier League,21,1998,22.5,868.0,11.0,92.0,308.0,490.0,102.0,868.0,96.0,47.0,49.0,49.0,51.0,680.0,5012.0,2630.0,107.0,72.0,34.0,75.0,56.0,678.0,200.0
2256,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,20,1999,16.2,1313.0,101.0,550.0,705.0,65.0,4.0,1313.0,3.0,3.0,100.0,0.0,0.0,726.0,3819.0,2399.0,13.0,9.0,1.0,9.0,4.0,967.0,2.0
2257,Sidy Sarr,sn SEN,CC,Nîmes,fr Ligue 1,23,1996,12.9,672.0,28.0,159.0,407.0,116.0,30.0,672.0,14.0,9.0,64.3,5.0,35.7,269.0,1259.0,649.0,7.0,6.0,0.0,16.0,6.0,390.0,21.0
2258,Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,22,1997,15.1,812.0,50.0,263.0,284.0,274.0,16.0,812.0,13.0,3.0,23.1,10.0,76.9,402.0,2545.0,1377.0,42.0,36.0,4.0,22.0,5.0,433.0,83.0
2259,Téji Savanier,fr FRA,CC,Montpellier,fr Ligue 1,27,1991,16.9,1186.0,29.0,209.0,718.0,278.0,7.0,1184.0,54.0,33.0,61.1,21.0,38.9,635.0,3591.0,1860.0,28.0,27.0,1.0,41.0,16.0,731.0,31.0
2260,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,28,1991,22.0,1245.0,121.0,574.0,651.0,23.0,7.0,1245.0,3.0,2.0,66.7,1.0,33.3,715.0,3173.0,1902.0,5.0,6.0,0.0,4.0,0.0,750.0,0.0
2261,Fabian Schär,ch SUI,"DF,CC",Newcastle Utd,eng Premier League,27,1991,18.6,1053.0,123.0,516.0,459.0,96.0,19.0,1053.0,24.0,16.0,66.7,8.0,33.3,530.0,2962.0,1818.0,20.0,16.0,2.0,14.0,5.0,556.0,6.0
2262,Louis Schaub,at AUT,CC,Köln,de Bundesliga,24,1994,6.9,374.0,3.0,41.0,183.0,154.0,17.0,374.0,32.0,20.0,62.5,12.0,37.5,214.0,1416.0,658.0,23.0,16.0,6.0,23.0,14.0,247.0,49.0
2263,Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,30,1989,4.0,232.0,16.0,73.0,75.0,86.0,8.0,232.0,8.0,5.0,62.5,3.0,37.5,114.0,840.0,433.0,15.0,13.0,2.0,13.0,6.0,129.0,40.0
2264,Patrik Schick,cz CZE,DL,RB Leipzig,de Bundesliga,23,1996,14.4,521.0,16.0,38.0,231.0,256.0,107.0,521.0,41.0,18.0,43.9,23.0,56.1,252.0,1042.0,347.0,14.0,8.0,10.0,53.0,13.0,388.0,118.0
2265,Julian Schieber,de GER,DL,Augsburg,de Bundesliga,30,1989,0.5,17.0,0.0,0.0,11.0,6.0,2.0,17.0,0.0,0.0,,0.0,,9.0,45.0,34.0,2.0,2.0,0.0,1.0,0.0,12.0,2.0
2266,Kingsley Schindler,gh GHA,"DL,CC",Köln,de Bundesliga,26,1993,9.4,368.0,25.0,72.0,141.0,162.0,33.0,368.0,18.0,10.0,55.6,8.0,44.4,182.0,1007.0,500.0,18.0,8.0,6.0,32.0,12.0,231.0,79.0
2267,Xaver Schlager,at AUT,CC,Wolfsburg,de Bundesliga,21,1997,19.1,894.0,21.0,153.0,539.0,224.0,31.0,894.0,27.0,21.0,77.8,6.0,22.2,549.0,3086.0,1629.0,39.0,34.0,7.0,33.0,45.0,537.0,41.0
2268,Keven Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22,1997,21.5,1138.0,151.0,679.0,444.0,28.0,12.0,1138.0,11.0,10.0,90.9,1.0,9.1,539.0,2984.0,1490.0,5.0,4.0,0.0,7.0,3.0,517.0,1.0
2269,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,19,1999,4.1,255.0,32.0,129.0,106.0,21.0,7.0,255.0,3.0,3.0,100.0,0.0,0.0,121.0,772.0,432.0,6.0,7.0,1.0,2.0,3.0,139.0,3.0
2270,Jeffrey Schlupp,gh GHA,"DL,CC",Crystal Palace,eng Premier League,26,1992,11.5,486.0,14.0,104.0,230.0,159.0,30.0,486.0,24.0,13.0,54.2,11.0,45.8,245.0,1519.0,636.0,23.0,17.0,12.0,25.0,16.0,314.0,53.0
2271,Kasper Schmeichel,dk DEN,PO,Leicester City,eng Premier League,32,1986,38.0,1264.0,1054.0,1246.0,18.0,0.0,0.0,1264.0,1.0,0.0,0.0,1.0,100.0,693.0,3306.0,2092.0,0.0,0.0,0.0,1.0,0.0,561.0,0.0
2272,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,31,1988,0.7,60.0,2.0,10.0,35.0,16.0,2.0,60.0,0.0,0.0,,0.0,,36.0,142.0,56.0,1.0,2.0,0.0,1.0,1.0,37.0,4.0
2273,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,29,1990,31.5,1892.0,92.0,538.0,799.0,568.0,41.0,1892.0,33.0,14.0,42.4,19.0,57.6,873.0,4193.0,2176.0,51.0,46.0,9.0,29.0,24.0,989.0,142.0
2274,Manuel Schmiedebach,de GER,CC,Union Berlin,de Bundesliga,30,1988,2.0,69.0,3.0,25.0,38.0,7.0,0.0,69.0,1.0,0.0,0.0,1.0,100.0,26.0,77.0,24.0,0.0,0.0,0.0,6.0,2.0,27.0,0.0
2275,Benno Schmitz,de GER,DF,Köln,de Bundesliga,24,1994,12.9,883.0,32.0,242.0,444.0,201.0,4.0,883.0,5.0,1.0,20.0,4.0,80.0,368.0,1672.0,990.0,19.0,19.0,2.0,12.0,3.0,472.0,47.0
2276,Morgan Schneiderlin,fr FRA,CC,Everton,eng Premier League,29,1989,11.1,685.0,26.0,155.0,443.0,91.0,4.0,685.0,3.0,3.0,100.0,0.0,0.0,396.0,1575.0,631.0,4.0,6.0,0.0,7.0,4.0,435.0,3.0
2277,Lasse Schöne,dk DEN,CC,Genoa,it Serie A,33,1986,27.0,1875.0,66.0,386.0,1012.0,494.0,28.0,1874.0,48.0,30.0,62.5,18.0,37.5,1146.0,5649.0,2496.0,38.0,33.0,4.0,29.0,34.0,1264.0,38.0
2278,Sebastian Schonlau,de GER,DF,Paderborn 07,de Bundesliga,24,1994,23.0,1785.0,254.0,1073.0,694.0,37.0,14.0,1785.0,10.0,9.0,90.0,1.0,10.0,1107.0,7028.0,4056.0,14.0,4.0,0.0,21.0,2.0,1125.0,3.0
2279,Alessandro Schöpf,at AUT,CC,Schalke 04,de Bundesliga,25,1994,15.9,872.0,16.0,173.0,406.0,306.0,33.0,872.0,39.0,23.0,59.0,16.0,41.0,505.0,2720.0,1204.0,34.0,26.0,7.0,46.0,40.0,576.0,85.0
2280,Jerdy Schouten,nl NED,CC,Bologna,it Serie A,22,1997,12.0,678.0,36.0,155.0,423.0,104.0,2.0,678.0,22.0,17.0,77.3,5.0,22.7,350.0,1581.0,581.0,13.0,11.0,2.0,17.0,14.0,370.0,8.0
2281,Markus Schubert,de GER,PO,Schalke 04,de Bundesliga,21,1998,8.2,345.0,299.0,343.0,2.0,0.0,0.0,345.0,0.0,0.0,,0.0,,186.0,1073.0,733.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0
2282,Nico Schulz,de GER,"DF,CC",Dortmund,de Bundesliga,26,1993,6.6,518.0,16.0,121.0,249.0,152.0,14.0,518.0,14.0,9.0,64.3,5.0,35.7,295.0,1401.0,749.0,24.0,14.0,7.0,5.0,7.0,362.0,60.0
2283,Alexander Schwolow,de GER,PO,Freiburg,de Bundesliga,27,1992,23.2,1056.0,897.0,1052.0,4.0,0.0,0.0,1056.0,0.0,0.0,,0.0,,576.0,3057.0,1655.0,0.0,0.0,0.0,2.0,0.0,496.0,0.0
2284,Matteo Scozzarella,it ITA,CC,Parma,it Serie A,31,1988,10.2,612.0,56.0,181.0,319.0,117.0,2.0,612.0,9.0,6.0,66.7,3.0,33.3,307.0,1459.0,720.0,12.0,6.0,1.0,8.0,7.0,318.0,2.0
2285,Aleksandar Sedlar,rs SRB,DF,Mallorca,es La Liga,27,1991,9.0,487.0,62.0,261.0,212.0,15.0,1.0,487.0,4.0,3.0,75.0,1.0,25.0,265.0,1374.0,656.0,4.0,2.0,0.0,1.0,1.0,253.0,3.0
2286,Davie Selke,de GER,DL,Hertha BSC,de Bundesliga,24,1995,10.7,352.0,13.0,26.0,196.0,134.0,43.0,352.0,12.0,5.0,41.7,7.0,58.3,151.0,931.0,439.0,16.0,14.0,9.0,37.0,14.0,279.0,58.0
2287,Davie Selke,de GER,DL,Werder Bremen,de Bundesliga,24,1995,5.1,194.0,2.0,15.0,104.0,80.0,23.0,194.0,8.0,2.0,25.0,6.0,75.0,118.0,500.0,142.0,8.0,4.0,5.0,17.0,12.0,160.0,44.0
2288,Matz Sels,be BEL,PO,Strasbourg,fr Ligue 1,27,1992,27.0,906.0,803.0,903.0,3.0,0.0,0.0,906.0,0.0,0.0,,0.0,,465.0,2520.0,1708.0,0.0,0.0,0.0,0.0,0.0,363.0,0.0
2289,Ken Sema,se SWE,"DF,CC",Udinese,it Serie A,25,1993,27.3,1353.0,62.0,383.0,482.0,506.0,44.0,1353.0,84.0,51.0,60.7,32.0,38.1,749.0,4637.0,2428.0,82.0,50.0,22.0,42.0,27.0,783.0,164.0
2290,Nélson Semedo,pt POR,DF,Barcelona,es La Liga,25,1993,23.3,1878.0,48.0,416.0,901.0,570.0,45.0,1878.0,68.0,48.0,70.6,20.0,29.4,1216.0,6451.0,3650.0,71.0,63.0,16.0,34.0,27.0,1379.0,154.0
2291,Alessandro Semprini,it ITA,DF,Brescia,it Serie A,21,1998,7.0,411.0,32.0,141.0,176.0,98.0,3.0,411.0,9.0,6.0,66.7,3.0,33.3,208.0,1099.0,640.0,14.0,9.0,0.0,8.0,3.0,230.0,19.0
2292,Josep Señé,es ESP,CC,Mallorca,es La Liga,27,1991,1.7,103.0,4.0,14.0,70.0,19.0,2.0,103.0,5.0,3.0,60.0,2.0,40.0,70.0,399.0,174.0,3.0,2.0,1.0,1.0,2.0,73.0,1.0
2293,Stefano Sensi,it ITA,CC,Inter,it Serie A,23,1995,8.0,630.0,4.0,61.0,307.0,267.0,21.0,630.0,15.0,12.0,80.0,3.0,20.0,332.0,1572.0,799.0,22.0,14.0,6.0,16.0,11.0,464.0,74.0
2294,Luigi Sepe,it ITA,PO,Parma,it Serie A,28,1991,34.0,1213.0,1091.0,1208.0,5.0,0.0,0.0,1213.0,0.0,0.0,,0.0,,585.0,3033.0,2318.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0
2295,Suat Serdar,de GER,CC,Schalke 04,de Bundesliga,22,1997,17.8,761.0,22.0,144.0,467.0,184.0,31.0,761.0,82.0,53.0,64.6,29.0,35.4,462.0,3028.0,1552.0,32.0,29.0,7.0,42.0,44.0,426.0,52.0
2296,Ryan Sessegnon,eng ENG,"DF,DL",Tottenham,eng Premier League,19,2000,3.8,233.0,7.0,50.0,104.0,82.0,9.0,233.0,6.0,4.0,66.7,2.0,33.3,151.0,636.0,418.0,13.0,7.0,3.0,10.0,1.0,147.0,24.0
2297,Salva Sevilla,es ESP,CC,Mallorca,es La Liga,35,1984,28.5,1909.0,56.0,321.0,1142.0,465.0,21.0,1906.0,22.0,9.0,40.9,13.0,59.1,1066.0,5209.0,2967.0,42.0,33.0,5.0,25.0,17.0,1190.0,23.0
2298,Yevhen Shakhov,ua UKR,"CC,DL",Lecce,it Serie A,28,1990,12.1,531.0,18.0,101.0,293.0,144.0,27.0,531.0,16.0,12.0,75.0,4.0,25.0,292.0,1479.0,579.0,12.0,15.0,1.0,21.0,15.0,343.0,56.0
2299,Xherdan Shaqiri,ch SUI,"DL,CC",Liverpool,eng Premier League,27,1991,2.1,125.0,0.0,14.0,68.0,43.0,2.0,125.0,4.0,2.0,50.0,2.0,50.0,93.0,331.0,114.0,1.0,0.0,0.0,2.0,6.0,95.0,15.0
2300,Billy Sharp,eng ENG,DL,Sheffield Utd,eng Premier League,33,1986,11.7,320.0,2.0,25.0,103.0,198.0,55.0,320.0,22.0,16.0,72.7,6.0,27.3,219.0,1166.0,470.0,18.0,9.0,7.0,35.0,31.0,254.0,106.0
2301,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,24,1995,19.3,1508.0,75.0,417.0,674.0,428.0,34.0,1508.0,31.0,22.0,71.0,9.0,29.0,788.0,4361.0,2649.0,60.0,47.0,8.0,15.0,3.0,976.0,103.0
2302,Khiry Shelton,us USA,DL,Paderborn 07,de Bundesliga,26,1993,0.4,9.0,0.0,2.0,3.0,4.0,2.0,9.0,1.0,1.0,100.0,0.0,0.0,8.0,39.0,8.0,0.0,2.0,0.0,3.0,1.0,8.0,1.0
2303,Jonjo Shelvey,eng ENG,CC,Newcastle Utd,eng Premier League,27,1992,23.5,1353.0,58.0,341.0,767.0,261.0,22.0,1353.0,20.0,15.0,75.0,5.0,25.0,714.0,3412.0,1579.0,22.0,19.0,7.0,24.0,10.0,806.0,28.0
2304,Gen Shoji,jp JPN,DF,Toulouse,fr Ligue 1,26,1992,0.5,44.0,4.0,13.0,31.0,0.0,0.0,44.0,0.0,0.0,,0.0,,28.0,247.0,206.0,2.0,0.0,0.0,0.0,0.0,36.0,1.0
2305,Djibril Sidibé,fr FRA,"DF,CC",Everton,eng Premier League,27,1992,20.3,1469.0,54.0,417.0,673.0,394.0,20.0,1469.0,25.0,14.0,56.0,11.0,44.0,778.0,3682.0,2009.0,61.0,43.0,4.0,28.0,12.0,810.0,102.0
2306,Kalidou Sidibé,fr FRA,CC,Toulouse,fr Ligue 1,20,1999,1.0,50.0,1.0,11.0,33.0,6.0,0.0,50.0,0.0,0.0,,0.0,,29.0,117.0,55.0,0.0,0.0,0.0,2.0,0.0,32.0,0.0
2307,Sidnei,br BRA,DF,Betis,es La Liga,29,1989,13.1,1011.0,129.0,507.0,478.0,35.0,10.0,1011.0,8.0,5.0,62.5,3.0,37.5,594.0,2841.0,1149.0,15.0,11.0,2.0,5.0,1.0,673.0,0.0
2308,Kaj Sierhuis,nl NED,DL,Reims,fr Ligue 1,21,1998,0.1,4.0,0.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,,0.0,,3.0,10.0,7.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0
2309,Gylfi Sigurðsson,is ISL,CC,Everton,eng Premier League,29,1989,28.4,1431.0,37.0,218.0,730.0,491.0,50.0,1430.0,30.0,16.0,53.3,14.0,46.7,720.0,2908.0,969.0,27.0,25.0,9.0,41.0,26.0,844.0,73.0
2310,Luca Siligardi,it ITA,"CC,DL",Parma,it Serie A,31,1988,3.7,208.0,3.0,38.0,91.0,79.0,15.0,208.0,12.0,8.0,66.7,4.0,33.3,120.0,741.0,253.0,9.0,2.0,2.0,12.0,6.0,129.0,29.0
2311,Adrien Silva,pt POR,CC,Monaco,fr Ligue 1,30,1989,13.6,985.0,27.0,174.0,637.0,182.0,4.0,985.0,31.0,21.0,67.7,10.0,32.3,511.0,2060.0,1065.0,14.0,10.0,1.0,12.0,13.0,661.0,21.0
2312,André Silva,pt POR,DL,Milan,it Serie A,23,1995,0.7,21.0,0.0,0.0,8.0,14.0,5.0,21.0,1.0,1.0,100.0,0.0,0.0,16.0,66.0,53.0,1.0,2.0,0.0,3.0,2.0,18.0,5.0
2313,André Silva,pt POR,DL,Eint Frankfurt,de Bundesliga,23,1995,17.5,677.0,5.0,27.0,292.0,369.0,93.0,676.0,35.0,17.0,48.6,18.0,51.4,384.0,1935.0,958.0,43.0,30.0,12.0,52.0,33.0,515.0,141.0
2314,Bernardo Silva,pt POR,"DL,CC",Manchester City,eng Premier League,24,1994,22.6,1711.0,19.0,171.0,698.0,859.0,142.0,1711.0,55.0,40.0,72.7,15.0,27.3,1256.0,7043.0,3846.0,117.0,63.0,48.0,24.0,21.0,1323.0,259.0
2315,David Silva,es ESP,CC,Manchester City,eng Premier League,33,1986,20.3,1709.0,20.0,130.0,754.0,837.0,172.0,1709.0,44.0,33.0,75.0,11.0,25.0,1225.0,5827.0,2952.0,82.0,71.0,31.0,34.0,19.0,1407.0,175.0
2316,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,28,1991,2.6,130.0,10.0,50.0,57.0,24.0,3.0,130.0,0.0,0.0,,0.0,,60.0,370.0,218.0,7.0,4.0,1.0,2.0,0.0,66.0,5.0
2317,Jonathan Silva,ar ARG,DF,Leganés,es La Liga,25,1994,30.9,1623.0,63.0,449.0,728.0,464.0,40.0,1623.0,28.0,15.0,53.6,13.0,46.4,734.0,3540.0,2109.0,50.0,42.0,5.0,25.0,16.0,879.0,133.0
2318,Matheus Pereira da Silva,br BRA,"CC,DL",Dijon,fr Ligue 1,21,1998,5.2,295.0,6.0,40.0,150.0,113.0,11.0,295.0,5.0,3.0,60.0,2.0,40.0,148.0,769.0,320.0,9.0,5.0,1.0,7.0,4.0,183.0,25.0
2319,Rui Silva,pt POR,PO,Granada,es La Liga,25,1994,35.0,1360.0,1102.0,1354.0,6.0,2.0,1.0,1360.0,1.0,1.0,100.0,0.0,0.0,719.0,4660.0,2912.0,0.0,0.0,0.0,0.0,0.0,484.0,0.0
2320,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,34,1984,17.5,1654.0,144.0,552.0,1053.0,53.0,9.0,1654.0,3.0,2.0,66.7,1.0,33.3,979.0,4541.0,3063.0,10.0,14.0,0.0,5.0,2.0,1282.0,1.0
2321,Marco Silvestri,it ITA,PO,Hellas Verona,it Serie A,28,1991,35.0,1091.0,1002.0,1091.0,1.0,0.0,0.0,1091.0,1.0,1.0,100.0,0.0,0.0,420.0,2622.0,1966.0,0.0,1.0,1.0,0.0,0.0,329.0,0.0
