RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera.1
1040,Romain Faivre,fr FRA,"CC,DL",Brest,fr Ligue 1,22.0,1998.0,36,2891.0,80.0,84.5,32.1,33,86.0,19.0,3,22.0,0,1.11,40.0,58.0,-18.0,-0.56,-0.9,41.9,49.9,-8.0,-0.25,-0.24
1041,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,28.0,1992.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
1042,Fali,es ESP,"DF,CC",Cádiz,es La Liga,26.0,1993.0,34,2637.0,78.0,77.1,29.3,29,87.0,23.0,5,25.0,2,1.24,28.0,44.0,-16.0,-0.55,0.14,27.3,43.0,-15.7,-0.54,0.04
1043,Boubacar Fall,sn SEN,PO,Saint-Étienne,fr Ligue 1,19.0,2001.0,0,,,,,0,,,0,,4,,,,,,,,,,,
1044,Oussama Falouh,ma MAR,DF,Angers,fr Ligue 1,21.0,1999.0,0,,,,,0,,,0,,3,,,,,,,,,,,
1045,Iago Falque,es ESP,"DL,CC",Torino,it Serie A,30.0,1990.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
1046,Iago Falque,es ESP,"CC,DL",Benevento,it Serie A,30.0,1990.0,11,358.0,33.0,10.5,4.0,4,60.0,0.0,7,17.0,6,0.55,6.0,7.0,-1.0,-0.25,0.75,5.9,8.4,-2.5,-0.64,-0.02
1047,Andri Fannar Baldursson,is ISL,CC,Bologna,it Serie A,18.0,2002.0,8,217.0,27.0,6.3,2.4,1,64.0,0.0,7,22.0,28,0.5,4.0,6.0,-2.0,-0.83,-0.49,3.4,5.8,-2.4,-1.01,-0.85
1048,Paolo Faragò,it ITA,DF,Bologna,it Serie A,27.0,1993.0,1,23.0,23.0,0.7,0.3,0,,0.0,1,23.0,9,0.0,1.0,0.0,1.0,3.91,4.31,0.7,0.5,0.2,0.82,1.04
1049,Paolo Faragò,it ITA,DF,Cagliari,it Serie A,27.0,1993.0,8,369.0,46.0,10.8,4.1,4,81.0,2.0,4,11.0,2,0.75,3.0,5.0,-2.0,-0.49,-0.07,5.7,10.1,-4.4,-1.07,-0.77
1050,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,28.0,1991.0,34,2891.0,85.0,84.5,32.1,33,86.0,28.0,1,45.0,0,1.12,34.0,38.0,-4.0,-0.12,-0.46,37.4,40.1,-2.7,-0.09,0.12
1051,Simone Farelli,it ITA,PO,Roma,it Serie A,37.0,1983.0,0,,,,,0,,0.0,0,,19,,,,,,,,,,,
1052,Mohamed Fares,dz ALG,DF,Lazio,it Serie A,24.0,1996.0,21,1139.0,54.0,33.3,12.7,12,68.0,3.0,9,36.0,6,1.71,17.0,21.0,-4.0,-0.32,-0.71,17.8,18.0,-0.2,-0.02,-0.45
1053,Diego Farias,br BRA,DL,Spezia,it Serie A,30.0,1990.0,29,1514.0,52.0,44.3,16.8,17,72.0,5.0,12,24.0,4,1.0,28.0,31.0,-3.0,-0.18,0.62,22.8,30.8,-8.0,-0.48,0.02
1054,Wuilker Faríñez,ve VEN,PO,Lens,fr Ligue 1,22.0,1998.0,3,107.0,36.0,3.1,1.2,1,90.0,1.0,2,9.0,35,2.0,1.0,3.0,-2.0,-1.68,-1.76,2.2,2.3,-0.1,-0.07,-0.33
1055,Noah Fatar,fr FRA,"DL,CC",Angers,fr Ligue 1,18.0,2002.0,2,21.0,11.0,0.6,0.2,0,,0.0,2,11.0,5,0.5,0.0,1.0,-1.0,-4.29,-3.84,0.1,0.3,-0.2,-0.86,-0.58
1056,Ansu Fati,es ESP,DL,Barcelona,es La Liga,17.0,2002.0,7,431.0,62.0,12.6,4.8,6,67.0,0.0,1,29.0,0,1.57,10.0,5.0,5.0,1.04,-0.22,7.9,5.4,2.5,0.51,-0.4
1057,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,33.0,1987.0,17,955.0,56.0,27.9,10.6,9,88.0,7.0,8,20.0,12,1.0,18.0,19.0,-1.0,-0.09,0.45,16.2,12.9,3.3,0.31,0.73
1058,Andrea Favilli,it ITA,DL,Hellas Verona,it Serie A,23.0,1997.0,11,339.0,31.0,9.9,3.8,2,75.0,1.0,9,21.0,7,1.36,3.0,2.0,1.0,0.27,0.35,5.9,5.1,0.8,0.21,0.35
1059,Federico Fazio,ar ARG,DF,Roma,it Serie A,33.0,1987.0,6,406.0,68.0,11.9,4.5,5,80.0,3.0,1,4.0,17,1.17,5.0,8.0,-3.0,-0.67,-1.05,5.4,8.9,-3.5,-0.78,-1.47
1060,Adrian Fein,de GER,CC,Bayern Munich,de Bundesliga,21.0,1999.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
1061,Nabil Fekir,fr FRA,"CC,DL",Betis,es La Liga,27.0,1993.0,33,2622.0,79.0,76.7,29.1,33,79.0,17.0,0,,0,1.64,39.0,37.0,2.0,0.07,0.29,38.6,32.5,6.1,0.21,0.65
1062,Yassin Fekir,fr FRA,DL,Betis,es La Liga,23.0,1997.0,0,,,,,0,,0.0,0,,13,,,,,,,,,,,
1063,Felipe,br BRA,DF,Atlético Madrid,es La Liga,31.0,1989.0,31,2057.0,66.0,60.1,22.9,23,86.0,20.0,8,10.0,6,2.29,36.0,18.0,18.0,0.79,-0.8,29.3,25.0,4.3,0.19,-0.57
1064,Luiz Felipe,it ITA,DF,Lazio,it Serie A,23.0,1997.0,14,909.0,65.0,26.6,10.1,10,77.0,4.0,4,35.0,2,1.79,19.0,12.0,7.0,0.69,0.73,12.9,11.1,1.8,0.18,-0.15
1065,Lucas Felippe,br BRA,CC,Hellas Verona,it Serie A,20.0,2000.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
1066,João Félix,pt POR,"DL,CC",Atlético Madrid,es La Liga,20.0,1999.0,31,1572.0,51.0,46.0,17.5,14,73.0,3.0,17,33.0,0,2.26,33.0,14.0,19.0,1.09,-0.03,27.3,16.3,11.0,0.63,0.4
1067,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,22.0,1997.0,29,2610.0,90.0,85.3,29.0,29,90.0,29.0,0,,0,1.14,28.0,42.0,-14.0,-0.48,0.32,28.7,46.5,-17.8,-0.61,-0.18
1068,Amir Feratovič,si SVN,CC,Roma,it Serie A,18.0,2002.0,0,,,,,0,,0.0,0,,4,,,,,,,,,,,
1069,Zinedine Ferhat,dz ALG,"DL,CC",Nîmes,fr Ligue 1,27.0,1993.0,33,2957.0,90.0,86.5,32.9,33,90.0,30.0,0,,0,0.97,39.0,61.0,-22.0,-0.67,1.08,39.2,55.1,-15.9,-0.49,0.48
1070,Erick Ferigra,ec ECU,DF,Torino,it Serie A,21.0,1999.0,0,,,,,0,,0.0,0,,4,,,,,,,,,,,
1071,Bruno Fernandes,pt POR,CC,Manchester Utd,eng Premier League,25.0,1994.0,37,3099.0,84.0,90.6,34.4,35,87.0,23.0,2,29.0,0,1.92,68.0,36.0,32.0,0.93,1.77,55.6,35.0,20.6,0.6,1.15
1072,Edimilson Fernandes,ch SUI,"CC,DL",Mainz 05,de Bundesliga,24.0,1996.0,14,841.0,60.0,27.5,9.3,9,79.0,4.0,5,26.0,3,0.64,10.0,17.0,-7.0,-0.75,-0.34,15.5,15.3,0.2,0.02,0.12
1073,Gedson Fernandes,pt POR,CC,Tottenham,eng Premier League,21.0,1999.0,0,,,,,0,,,0,,3,,,,,,,,,,,
1074,Matheus Fernandes,br BRA,CC,Barcelona,es La Liga,22.0,1998.0,0,,,,,0,,0.0,0,,23,,,,,,,,,,,
1075,Aitor Fernández,es ESP,PO,Levante,es La Liga,29.0,1991.0,29,2610.0,90.0,76.3,29.0,29,90.0,29.0,0,,7,1.21,38.0,44.0,-6.0,-0.21,0.35,33.6,36.2,-2.6,-0.09,1.07
1076,Álex Fernández,es ESP,CC,Cádiz,es La Liga,27.0,1992.0,25,1946.0,78.0,56.9,21.6,21,86.0,14.0,4,33.0,0,1.16,21.0,29.0,-8.0,-0.37,0.48,21.2,24.3,-3.1,-0.14,0.93
1077,Álvaro Fernández,es ESP,PO,Huesca,es La Liga,22.0,1998.0,22,1980.0,90.0,57.9,22.0,22,90.0,22.0,0,,16,0.91,21.0,32.0,-11.0,-0.5,0.0,24.3,29.7,-5.3,-0.24,0.02
1078,Álvaro Fernández,es ESP,PO,Celta Vigo,es La Liga,20.0,2000.0,0,,,,,0,,0.0,0,,6,,,,,,,,,,,
1079,Andrés Fernández,es ESP,PO,Huesca,es La Liga,33.0,1986.0,16,1440.0,90.0,42.1,16.0,16,90.0,16.0,0,,19,0.88,13.0,21.0,-8.0,-0.5,0.0,14.5,18.7,-4.2,-0.26,-0.02
1080,Augusto Fernández,ar ARG,CC,Cádiz,es La Liga,34.0,1986.0,12,369.0,31.0,10.8,4.1,4,65.0,0.0,8,14.0,11,1.5,4.0,9.0,-5.0,-1.22,-0.72,2.9,7.1,-4.2,-1.02,-0.53
1081,Carlos Fernández,es ESP,DL,Sevilla,es La Liga,24.0,1996.0,5,143.0,29.0,4.2,1.6,2,56.0,0.0,3,10.0,5,0.8,1.0,0.0,1.0,0.63,0.11,2.5,1.4,1.1,0.72,0.21
1082,Carlos Fernández,es ESP,"DL,CC",Real Sociedad,es La Liga,24.0,1996.0,11,390.0,35.0,11.4,4.3,4,73.0,0.0,7,14.0,1,1.73,8.0,7.0,1.0,0.23,-0.36,7.2,7.9,-0.6,-0.14,-0.8
1083,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,31.0,1989.0,24,2079.0,87.0,60.8,23.1,24,87.0,20.0,0,,3,1.33,31.0,38.0,-7.0,-0.3,0.3,26.9,37.7,-10.8,-0.47,-0.2
1084,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,24.0,1996.0,25,2073.0,83.0,60.6,23.0,24,85.0,20.0,1,28.0,4,0.96,23.0,36.0,-13.0,-0.56,0.1,24.8,31.2,-6.4,-0.28,0.15
1085,Fernandinho,br BRA,CC,Manchester City,eng Premier League,35.0,1985.0,21,1188.0,57.0,34.7,13.2,12,85.0,10.0,9,19.0,11,2.38,29.0,10.0,19.0,1.44,0.15,20.6,10.0,10.5,0.8,-0.31
1086,Fernando,br BRA,CC,Sevilla,es La Liga,33.0,1987.0,31,2546.0,82.0,74.4,28.3,28,88.0,25.0,3,29.0,4,2.13,42.0,27.0,15.0,0.53,0.02,42.4,25.7,16.7,0.59,0.29
1087,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,26.0,1994.0,12,880.0,73.0,25.7,9.8,11,80.0,8.0,1,3.0,20,1.42,13.0,15.0,-2.0,-0.2,-0.2,11.4,14.5,-3.1,-0.31,-0.04
1088,David Ferreiro,es ESP,"CC,DL",Huesca,es La Liga,32.0,1988.0,37,2527.0,68.0,73.9,28.1,29,80.0,9.0,8,26.0,1,0.89,28.0,34.0,-6.0,-0.21,1.1,30.5,28.8,1.7,0.06,1.19
1089,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,22.0,1998.0,18,1190.0,66.0,34.8,13.2,14,79.0,10.0,4,22.0,11,1.39,24.0,19.0,5.0,0.38,1.39,18.2,19.8,-1.6,-0.12,0.56
1090,Facundo Ferreyra,ar ARG,DL,Celta Vigo,es La Liga,29.0,1991.0,13,300.0,23.0,8.8,3.3,2,66.0,0.0,11,15.0,2,1.46,3.0,5.0,-2.0,-0.6,-0.6,3.2,4.9,-1.7,-0.51,-0.54
1091,Jordan Ferri,fr FRA,CC,Montpellier,fr Ligue 1,28.0,1992.0,34,2577.0,76.0,75.4,28.6,31,80.0,14.0,3,30.0,0,1.47,47.0,44.0,3.0,0.1,0.64,41.7,44.7,-3.0,-0.1,1.11
1092,Will Ferry,ie IRL,"DF,CC",Southampton,eng Premier League,19.0,2000.0,0,,,,,0,,,0,,16,,,,,,,,,,,
1093,Marco Festa,it ITA,PO,Crotone,it Serie A,28.0,1992.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,36,1.0,1.0,1.0,0.0,0.0,1.27,1.3,1.6,-0.3,-0.29,0.53
1094,Fidel,es ESP,"CC,DF",Elche,es La Liga,30.0,1989.0,30,2396.0,80.0,70.1,26.6,28,83.0,19.0,2,33.0,0,1.0,26.0,31.0,-5.0,-0.19,1.22,22.1,40.3,-18.1,-0.68,0.45
1095,Sam Field,eng ENG,CC,West Brom,eng Premier League,22.0,1998.0,3,62.0,21.0,1.8,0.7,0,,0.0,3,21.0,2,0.33,0.0,2.0,-2.0,-2.9,-1.86,0.1,0.9,-0.8,-1.18,-0.35
1096,Alfreð Finnbogason,is ISL,DL,Augsburg,de Bundesliga,31.0,1989.0,17,544.0,32.0,17.8,6.0,4,64.0,1.0,13,22.0,2,1.29,7.0,8.0,-1.0,-0.17,0.44,10.0,10.3,-0.3,-0.05,0.65
1097,Ryan Finnigan,eng ENG,CC,Southampton,eng Premier League,16.0,2003.0,0,,,,,0,,,0,,2,,,,,,,,,,,
1098,Roberto Firmino,br BRA,DL,Liverpool,eng Premier League,28.0,1991.0,36,2838.0,79.0,83.0,31.5,33,84.0,16.0,3,23.0,0,1.83,57.0,39.0,18.0,0.57,-0.67,57.5,36.8,20.7,0.66,0.06
1099,Junior Firpo,es ESP,"DF,CC",Barcelona,es La Liga,23.0,1996.0,7,289.0,41.0,8.5,3.2,3,75.0,2.0,4,16.0,28,2.71,7.0,2.0,5.0,1.56,0.35,5.5,4.2,1.3,0.41,-0.49
1100,John Fleck,sct SCO,CC,Sheffield Utd,eng Premier League,28.0,1991.0,31,2575.0,83.0,75.3,28.6,29,87.0,26.0,2,31.0,2,0.71,16.0,47.0,-31.0,-1.08,0.19,23.7,46.9,-23.3,-0.81,-0.14
1101,Mark Flekken,nl NED,PO,Freiburg,de Bundesliga,27.0,1993.0,3,270.0,90.0,8.8,3.0,3,90.0,3.0,0,,0,1.33,7.0,6.0,1.0,0.33,0.37,4.3,6.9,-2.6,-0.86,-0.72
1102,Juan Flere,ar ARG,PO,Cádiz,es La Liga,22.0,1998.0,0,,,,,0,,0.0,0,,14,,,,,,,,,,,
1103,Florian Flick,de GER,CC,Schalke 04,de Bundesliga,20.0,2000.0,4,360.0,90.0,11.8,4.0,4,90.0,4.0,0,,1,0.75,7.0,10.0,-3.0,-0.75,1.18,5.0,8.2,-3.2,-0.8,0.44
1104,Alexis Flips,fr FRA,"CC,DL",Reims,fr Ligue 1,20.0,2000.0,2,43.0,22.0,1.3,0.5,0,,0.0,2,22.0,5,0.5,1.0,0.0,1.0,2.09,2.33,0.2,0.6,-0.4,-0.88,-0.19
1105,Alessandro Florenzi,it ITA,DF,Paris S-G,fr Ligue 1,29.0,1991.0,21,1538.0,73.0,45.0,17.1,18,84.0,10.0,3,7.0,5,2.0,35.0,13.0,22.0,1.29,-0.43,37.5,14.7,22.8,1.33,0.54
1106,Shane Flynn,ie IRL,DF,Leicester City,eng Premier League,18.0,2001.0,0,,,,,0,,,0,,1,,,,,,,,,,,
1107,Kingsley Fobi,gh GHA,DF,Granada,es La Liga,21.0,1998.0,1,45.0,45.0,1.3,0.5,0,,0.0,1,45.0,0,0.0,0.0,0.0,0.0,0.0,0.48,0.8,1.4,-0.6,-1.2,-0.81
1108,Phil Foden,eng ENG,"DL,CC",Manchester City,eng Premier League,20.0,2000.0,28,1616.0,58.0,47.3,18.0,17,82.0,10.0,11,20.0,10,2.14,46.0,16.0,30.0,1.67,0.62,32.1,16.0,16.1,0.9,-0.19
1109,Wes Foderingham,eng ENG,PO,Sheffield Utd,eng Premier League,29.0,1991.0,0,,,,,0,,,0,,25,,,,,,,,,,,
1110,Mamadou Fofana,ml MLI,"CC,DF",Metz,fr Ligue 1,22.0,1998.0,16,1070.0,67.0,31.3,11.9,11,83.0,8.0,5,32.0,21,1.31,14.0,15.0,-1.0,-0.08,0.03,16.0,16.9,-1.0,-0.08,0.08
1111,Seko Fofana,ci CIV,CC,Lens,fr Ligue 1,25.0,1995.0,30,2309.0,77.0,67.5,25.7,25,87.0,18.0,5,26.0,0,1.43,37.0,37.0,0.0,0.0,-0.08,35.7,35.4,0.4,0.01,-0.74
1112,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,19.0,2000.0,28,2262.0,81.0,66.1,25.1,27,83.0,22.0,1,25.0,1,1.64,43.0,30.0,13.0,0.52,0.13,35.1,28.2,6.9,0.28,0.05
1113,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,19.0,2000.0,4,315.0,79.0,9.2,3.5,3,90.0,3.0,1,45.0,0,2.25,6.0,2.0,4.0,1.14,1.61,4.9,4.6,0.3,0.08,0.12
1114,Youssouf Fofana,fr FRA,CC,Monaco,fr Ligue 1,21.0,1999.0,35,2873.0,82.0,84.0,31.9,35,82.0,24.0,0,,1,2.09,65.0,32.0,33.0,1.03,0.87,58.8,27.7,31.0,0.97,0.47
1115,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,25.0,1994.0,37,3324.0,90.0,97.2,36.9,37,90.0,36.0,0,,0,1.14,42.0,49.0,-7.0,-0.19,0.75,32.5,57.8,-25.4,-0.69,0.18
1116,Ramón Folch,es ESP,CC,Elche,es La Liga,30.0,1989.0,1,1.0,1.0,0.0,0.0,0,,0.0,1,1.0,2,3.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.82
1117,Lamine Fomba,fr FRA,CC,Nîmes,fr Ligue 1,22.0,1998.0,32,2175.0,68.0,63.6,24.2,24,83.0,16.0,8,24.0,4,1.09,27.0,37.0,-10.0,-0.41,1.1,25.8,37.9,-12.1,-0.5,0.14
1118,Thomas Fontaine,mg MAD,DF,Lorient,fr Ligue 1,29.0,1991.0,4,320.0,80.0,9.4,3.6,4,80.0,2.0,0,,10,0.25,4.0,9.0,-5.0,-1.41,-1.03,3.3,5.9,-2.6,-0.75,-0.71
1119,José Fontán,es ESP,DF,Celta Vigo,es La Liga,20.0,2000.0,14,652.0,47.0,19.1,7.2,7,74.0,3.0,7,19.0,18,1.43,8.0,16.0,-8.0,-1.1,-1.3,9.9,10.8,-0.9,-0.13,-0.14
1120,José Fonte,pt POR,DF,Lille,fr Ligue 1,36.0,1983.0,36,3185.0,88.0,93.1,35.4,36,88.0,34.0,0,,0,2.14,58.0,22.0,36.0,1.02,-0.9,42.6,28.2,14.3,0.41,-1.25
1121,Fernando Forestieri,it ITA,"DL,CC",Udinese,it Serie A,30.0,1990.0,19,552.0,29.0,16.1,6.1,3,57.0,0.0,16,24.0,6,0.58,9.0,16.0,-7.0,-1.14,-0.86,9.1,11.9,-2.8,-0.46,-0.33
1122,Pablo Fornals,es ESP,"DL,CC",West Ham,eng Premier League,24.0,1996.0,33,2572.0,78.0,75.2,28.6,31,82.0,16.0,2,18.0,3,1.79,43.0,33.0,10.0,0.35,-0.18,42.5,35.5,7.0,0.24,0.27
1123,Emil Forsberg,se SWE,"DL,CC",RB Leipzig,de Bundesliga,28.0,1991.0,29,1539.0,53.0,50.3,17.1,20,64.0,0.0,9,29.0,1,1.72,29.0,20.0,9.0,0.53,-0.6,31.2,15.3,15.9,0.93,-0.2
1124,Fraser Forster,eng ENG,PO,Southampton,eng Premier League,32.0,1988.0,8,720.0,90.0,21.1,8.0,8,90.0,8.0,0,,30,1.5,10.0,11.0,-1.0,-0.12,0.54,9.5,11.8,-2.3,-0.29,0.02
1125,Philipp Förster,de GER,CC,Stuttgart,de Bundesliga,25.0,1995.0,25,1509.0,60.0,49.3,16.8,17,75.0,3.0,8,29.0,3,1.4,25.0,24.0,1.0,0.06,0.06,22.3,23.9,-1.5,-0.09,-0.13
1126,Hernâni Fortes,pt POR,"DL,CC",Levante,es La Liga,28.0,1991.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
1127,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,28.0,1992.0,18,1435.0,80.0,42.0,15.9,16,86.0,11.0,2,33.0,18,1.5,24.0,24.0,0.0,0.0,-0.05,24.5,17.5,6.9,0.43,0.31
1128,Yassin Fortune,fr FRA,DL,Angers,fr Ligue 1,21.0,1999.0,1,15.0,15.0,0.4,0.2,0,,0.0,1,15.0,0,0.0,0.0,1.0,-1.0,-6.0,-5.55,0.0,0.3,-0.2,-1.4,-1.13
1129,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,22.0,1998.0,1,80.0,80.0,2.3,0.9,1,80.0,0.0,0,,2,0.0,1.0,2.0,-1.0,-1.13,-1.93,1.2,1.5,-0.3,-0.37,-0.88
1130,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,22.0,1998.0,6,409.0,68.0,13.4,4.5,5,73.0,2.0,1,45.0,1,0.83,6.0,5.0,1.0,0.22,-0.22,5.3,6.1,-0.8,-0.18,-0.45
1131,Daam Foulon,be BEL,DF,Benevento,it Serie A,21.0,1999.0,23,1021.0,44.0,29.9,11.3,11,68.0,3.0,12,23.0,4,1.04,11.0,18.0,-7.0,-0.62,0.43,11.2,20.1,-8.9,-0.78,-0.23
1132,Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,27.0,1993.0,32,2663.0,83.0,77.9,29.6,32,83.0,23.0,0,,1,1.31,37.0,50.0,-13.0,-0.44,0.16,32.9,40.4,-7.6,-0.26,0.64
1133,Juan Foyth,ar ARG,"DF,CC",Villarreal,es La Liga,22.0,1998.0,16,1168.0,73.0,34.2,13.0,13,81.0,9.0,3,39.0,7,1.25,21.0,21.0,0.0,0.0,-0.64,20.7,17.3,3.4,0.27,-0.15
1134,Gianluca Frabotta,it ITA,"DF,CC",Juventus,it Serie A,21.0,1999.0,15,689.0,46.0,20.1,7.7,8,79.0,4.0,7,9.0,18,1.93,12.0,8.0,4.0,0.52,-0.63,12.5,7.3,5.2,0.68,-0.31
1135,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,24.0,1995.0,21,1540.0,73.0,50.3,17.1,19,78.0,11.0,2,29.0,4,1.24,20.0,22.0,-2.0,-0.12,0.83,18.2,27.4,-9.2,-0.54,0.1
1136,Denis Franchi,it ITA,PO,Paris S-G,fr Ligue 1,17.0,2002.0,0,,,,,0,,,0,,2,,,,,,,,,,,
1137,Damiano Franco,it ITA,DF,Lazio,it Serie A,18.0,2002.0,0,,,,,0,,0.0,0,,5,,,,,,,,,,,
1138,Tyrese Francois,au AUS,DF,Fulham,eng Premier League,20.0,2000.0,1,15.0,15.0,0.4,0.2,0,,0.0,1,15.0,0,0.0,0.0,1.0,-1.0,-6.0,-5.34,0.1,0.8,-0.7,-4.33,-4.03
1139,Ryan Fraser,sct SCO,"DL,CC",Newcastle Utd,eng Premier League,26.0,1994.0,18,928.0,52.0,27.1,10.3,9,76.0,2.0,9,27.0,2,0.78,7.0,17.0,-10.0,-0.97,-0.75,10.7,13.0,-2.2,-0.22,0.24
1140,Fred,br BRA,CC,Manchester Utd,eng Premier League,27.0,1993.0,30,2390.0,80.0,69.9,26.6,27,84.0,18.0,3,41.0,5,1.97,49.0,25.0,24.0,0.9,0.47,42.2,26.1,16.1,0.61,0.39
1141,Jean Freddi Greco,it ITA,CC,Torino,it Serie A,19.0,2001.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
1142,Ryan Fredericks,eng ENG,"DF,DL",West Ham,eng Premier League,27.0,1992.0,14,569.0,41.0,16.6,6.3,6,81.0,3.0,8,11.0,15,1.07,7.0,9.0,-2.0,-0.32,-0.85,8.2,8.0,0.2,0.04,-0.17
1143,Lucas Freitas,br BRA,DF,Valladolid,es La Liga,19.0,2001.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
1144,Remo Freuler,ch SUI,CC,Atalanta,it Serie A,28.0,1992.0,34,2712.0,80.0,79.3,30.1,32,84.0,21.0,2,14.0,4,2.24,72.0,27.0,45.0,1.49,1.75,58.0,28.7,29.3,0.97,0.41
1145,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,22.0,1998.0,32,2785.0,87.0,91.0,30.9,31,89.0,29.0,1,35.0,0,0.94,34.0,53.0,-19.0,-0.61,0.04,30.1,47.2,-17.1,-0.55,0.48
1146,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,24.0,1995.0,34,3060.0,90.0,100.0,34.0,34,90.0,34.0,0,,0,1.47,50.0,43.0,7.0,0.21,,46.9,42.8,4.1,0.12,
1147,Marco Frigerio,it ITA,CC,Milan,it Serie A,19.0,2001.0,0,,,,,0,,0.0,0,,4,,,,,,,,,,,
1148,Jeremie Frimpong,nl NED,"DF,DL",Leverkusen,de Bundesliga,19.0,2000.0,10,436.0,44.0,14.2,4.8,4,74.0,2.0,6,23.0,4,1.4,7.0,8.0,-1.0,-0.21,-0.72,7.9,6.4,1.5,0.31,0.12
1149,Julian Frommann,de GER,CC,Arminia,de Bundesliga,17.0,2003.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
1150,Jorge de Frutos,es ESP,CC,Levante,es La Liga,23.0,1997.0,37,2186.0,59.0,63.9,24.3,22,82.0,8.0,15,26.0,0,1.03,34.0,38.0,-4.0,-0.16,0.35,26.2,34.5,-8.2,-0.34,0.01
1151,Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,34.0,1986.0,9,702.0,78.0,20.5,7.8,8,86.0,7.0,1,11.0,20,2.0,13.0,9.0,4.0,0.51,0.05,12.5,10.8,1.8,0.22,-0.04
1152,Angelo Fulgini,fr FRA,CC,Angers,fr Ligue 1,23.0,1996.0,33,2725.0,83.0,79.7,30.3,33,83.0,17.0,0,,0,1.27,33.0,46.0,-13.0,-0.43,0.22,33.6,43.4,-9.8,-0.32,-0.21
1153,Niclas Füllkrug,de GER,DL,Werder Bremen,de Bundesliga,27.0,1993.0,19,877.0,46.0,28.7,9.7,10,67.0,1.0,9,23.0,1,0.89,11.0,11.0,0.0,0.0,0.87,10.1,15.3,-5.3,-0.54,0.08
1154,Ramiro Funes Mori,ar ARG,DF,Villarreal,es La Liga,29.0,1991.0,10,727.0,73.0,21.3,8.1,8,89.0,7.0,2,7.0,26,1.6,14.0,10.0,4.0,0.5,0.09,12.9,9.8,3.1,0.38,0.02
1155,Alessio Furlanetto,it ITA,PO,Lazio,it Serie A,18.0,2002.0,0,,,,,0,,0.0,0,,8,,,,,,,,,,,
1156,Darnell Furlong,eng ENG,DF,West Brom,eng Premier League,24.0,1995.0,35,2932.0,84.0,85.7,32.6,32,89.0,31.0,3,25.0,3,0.74,29.0,63.0,-34.0,-1.04,0.25,30.7,58.8,-28.1,-0.86,-0.14
1157,Daniel Fuzato,br BRA,PO,Roma,it Serie A,23.0,1997.0,5,450.0,90.0,13.2,5.0,5,90.0,5.0,0,,17,1.4,10.0,7.0,3.0,0.6,0.39,7.7,6.6,1.1,0.21,-0.35
1158,Baptiste Gabard,fr FRA,CC,Saint-Étienne,fr Ligue 1,20.0,2000.0,2,133.0,67.0,3.9,1.5,2,67.0,0.0,0,,1,0.0,0.0,3.0,-3.0,-2.03,-1.78,1.6,3.8,-2.2,-1.5,-1.52
1159,Matteo Gabbia,it ITA,DF,Milan,it Serie A,20.0,1999.0,8,557.0,70.0,16.3,6.2,7,78.0,6.0,1,13.0,16,2.13,12.0,4.0,8.0,1.29,0.51,15.2,5.7,9.5,1.53,1.08
1160,Manolo Gabbiadini,it ITA,DL,Sampdoria,it Serie A,28.0,1991.0,16,870.0,54.0,25.4,9.7,10,70.0,1.0,6,28.0,7,1.44,17.0,8.0,9.0,0.93,1.32,12.6,12.5,0.1,0.01,0.4
