RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera.1
1852,Sergio Lozano,es ESP,CC,Villarreal,es La Liga,21.0,1999.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
1853,Jan Luca Schuler,de GER,DL,Schalke 04,de Bundesliga,21.0,1999.0,2,40.0,20.0,1.3,0.4,0,,0.0,2,20.0,0,0.5,0.0,0.0,0.0,0.0,1.82,0.1,0.4,-0.3,-0.65,0.55
1854,Jean Lucas,br BRA,CC,Lyon,fr Ligue 1,22.0,1998.0,8,172.0,22.0,5.0,1.9,1,74.0,0.0,7,14.0,10,2.13,2.0,3.0,-1.0,-0.52,-1.6,4.2,1.6,2.6,1.34,0.31
1855,Jean Lucas,br BRA,"CC,DL",Brest,fr Ligue 1,22.0,1998.0,16,1011.0,63.0,29.6,11.2,11,83.0,7.0,5,20.0,0,0.69,13.0,18.0,-5.0,-0.45,-0.03,12.8,16.3,-3.6,-0.32,-0.15
1856,Igor Lucatelli,it ITA,PO,Benevento,it Serie A,16.0,2003.0,0,,,,,0,,0.0,0,,35,,,,,,,,,,,
1857,Anderson Lucoqui,ao ANG,DF,Arminia,de Bundesliga,23.0,1997.0,21,1604.0,76.0,52.4,17.8,18,86.0,12.0,3,16.0,7,1.1,13.0,23.0,-10.0,-0.56,0.43,16.2,30.7,-14.5,-0.81,-0.23
1858,Jeison Lucumí,co COL,CC,Elche,es La Liga,25.0,1995.0,2,49.0,25.0,1.4,0.5,1,45.0,0.0,1,4.0,14,2.0,2.0,0.0,2.0,3.67,4.29,0.1,0.2,0.0,-0.07,0.76
1859,Kilian Ludewig,de GER,"DF,DL",Schalke 04,de Bundesliga,20.0,2000.0,6,520.0,87.0,17.0,5.8,6,87.0,5.0,0,,7,0.5,4.0,13.0,-9.0,-1.56,0.28,4.8,12.7,-8.0,-1.38,-0.23
1860,Florentino Luís,pt POR,CC,Monaco,fr Ligue 1,20.0,1999.0,9,241.0,27.0,7.0,2.7,2,52.0,0.0,7,20.0,6,1.89,4.0,6.0,-2.0,-0.75,-1.77,4.2,4.0,0.2,0.08,-0.88
1861,José Luis Gayà,es ESP,DF,Valencia,es La Liga,25.0,1995.0,33,2846.0,86.0,83.2,31.6,32,89.0,29.0,1,12.0,1,1.21,47.0,47.0,0.0,0.0,0.47,37.1,43.9,-6.8,-0.22,0.23
1862,José Luis Morales,es ESP,"CC,DL",Levante,es La Liga,33.0,1987.0,38,2439.0,64.0,71.3,27.1,30,75.0,6.0,8,24.0,0,1.08,36.0,42.0,-6.0,-0.22,0.24,31.0,37.6,-6.6,-0.24,0.34
1863,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,30.0,1990.0,36,2428.0,67.0,71.0,27.0,25,88.0,23.0,11,21.0,1,2.06,61.0,35.0,26.0,0.96,-0.58,52.0,30.4,21.7,0.8,-0.29
1864,Luisinho,pt POR,DF,Huesca,es La Liga,35.0,1985.0,5,179.0,36.0,5.2,2.0,2,79.0,0.0,3,7.0,13,0.8,3.0,5.0,-2.0,-1.01,-0.53,2.0,3.6,-1.6,-0.78,-0.55
1865,Luismi,es ESP,"DF,CC",Valladolid,es La Liga,28.0,1992.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
1866,Luismi,es ESP,"CC,DF",Elche,es La Liga,28.0,1992.0,11,168.0,15.0,4.9,1.9,2,51.0,0.0,9,7.0,25,1.09,1.0,6.0,-5.0,-2.68,-2.24,0.7,3.4,-2.7,-1.47,-0.68
1867,David Luiz,br BRA,DF,Arsenal,eng Premier League,33.0,1987.0,20,1396.0,70.0,40.8,15.5,17,80.0,13.0,3,12.0,2,1.45,26.0,18.0,8.0,0.52,0.16,22.7,16.2,6.6,0.42,0.33
1868,Douglas Luiz,br BRA,CC,Aston Villa,eng Premier League,22.0,1998.0,33,2781.0,84.0,81.3,30.9,32,86.0,21.0,1,18.0,4,1.36,43.0,41.0,2.0,0.06,-0.92,39.9,42.6,-2.7,-0.09,-0.66
1869,Jordan Lukaku,be BEL,"DF,CC",Lazio,it Serie A,26.0,1994.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
1870,Romelu Lukaku,be BEL,DL,Inter,it Serie A,27.0,1993.0,36,2884.0,80.0,84.3,32.0,32,87.0,25.0,4,23.0,1,2.42,72.0,28.0,44.0,1.37,-0.31,61.5,32.9,28.6,0.89,-0.08
1871,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,17.0,2002.0,0,,,,,0,,,0,,1,,,,,,,,,,,
1872,Dodi Lukebakio,be BEL,"DL,CC",Hertha BSC,de Bundesliga,22.0,1997.0,29,1855.0,64.0,60.6,20.6,21,76.0,3.0,8,32.0,0,1.0,29.0,35.0,-6.0,-0.29,0.08,26.5,30.2,-3.7,-0.18,-0.04
1873,Saša Lukić,rs SRB,CC,Torino,it Serie A,23.0,1996.0,32,2106.0,66.0,61.6,23.4,24,79.0,12.0,8,27.0,3,1.09,27.0,39.0,-12.0,-0.51,-0.03,27.4,36.4,-9.1,-0.39,-0.19
1874,Senad Lulić,ba BIH,DF,Lazio,it Serie A,34.0,1986.0,16,718.0,45.0,21.0,8.0,8,63.0,1.0,8,27.0,5,1.75,13.0,11.0,2.0,0.25,0.12,14.9,10.1,4.8,0.6,0.4
1875,John Lundstram,eng ENG,CC,Sheffield Utd,eng Premier League,26.0,1994.0,28,2032.0,73.0,59.4,22.6,23,84.0,18.0,5,20.0,6,0.61,14.0,40.0,-26.0,-1.15,-0.05,19.6,36.6,-17.0,-0.75,0.06
1876,Andriy Lunin,ua UKR,PO,Real Madrid,es La Liga,21.0,1999.0,0,,,,,0,,0.0,0,,38,,,,,,,,,,,
1877,Sebastiano Luperto,it ITA,DF,Crotone,it Serie A,23.0,1996.0,23,1879.0,82.0,54.9,20.9,22,85.0,15.0,1,11.0,8,0.61,28.0,54.0,-26.0,-1.25,-0.02,20.8,41.1,-20.3,-0.97,-0.38
1878,Sebastiano Luperto,it ITA,DF,Napoli,it Serie A,23.0,1996.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
1879,Andreas Luthe,de GER,PO,Union Berlin,de Bundesliga,33.0,1987.0,31,2768.0,89.0,90.5,30.8,31,89.0,30.0,0,,0,1.45,48.0,42.0,6.0,0.2,-0.11,42.3,40.0,2.3,0.07,-0.49
1880,Lyanco,br BRA,DF,Torino,it Serie A,23.0,1997.0,23,1959.0,85.0,57.3,21.8,21,89.0,20.0,2,43.0,11,0.78,32.0,49.0,-17.0,-0.78,-0.66,29.4,38.9,-9.5,-0.44,-0.29
1881,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,26.0,1993.0,31,2418.0,78.0,70.7,26.9,29,82.0,13.0,2,21.0,2,0.97,29.0,40.0,-11.0,-0.41,0.04,29.3,41.2,-11.9,-0.44,-0.2
1882,Yann M'Vila,fr FRA,CC,Saint-Étienne,fr Ligue 1,30.0,1990.0,1,20.0,20.0,0.6,0.2,0,,0.0,1,20.0,0,3.0,0.0,0.0,0.0,0.0,0.32,0.0,0.1,-0.1,-0.42,-0.38
1883,Alexis Mac Allister,ar ARG,"CC,DL",Brighton,eng Premier League,21.0,1998.0,21,1115.0,53.0,32.6,12.4,13,75.0,5.0,8,17.0,9,1.0,9.0,14.0,-5.0,-0.4,-0.36,14.7,11.1,3.6,0.29,-0.18
1884,Matt Macey,eng ENG,PO,Arsenal,eng Premier League,25.0,1994.0,0,,,,,0,,,0,,2,,,,,,,,,,,
1885,Darwin Machís,ve VEN,"DL,CC",Granada,es La Liga,27.0,1993.0,32,2026.0,63.0,59.2,22.5,21,78.0,7.0,11,35.0,0,1.16,31.0,40.0,-9.0,-0.4,0.18,25.4,31.6,-6.2,-0.28,0.29
1886,Tim Maciejewski,de GER,DL,Union Berlin,de Bundesliga,19.0,2001.0,1,8.0,8.0,0.3,0.1,0,,0.0,1,8.0,10,3.0,1.0,0.0,1.0,11.25,11.07,0.5,0.0,0.5,5.16,5.06
1887,Luca Mack,de GER,CC,Stuttgart,de Bundesliga,20.0,2000.0,1,6.0,6.0,0.2,0.1,0,,0.0,1,6.0,2,3.0,0.0,0.0,0.0,0.0,-0.03,0.1,0.1,0.1,1.17,1.19
1888,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,21.0,1998.0,6,539.0,90.0,15.8,6.0,6,90.0,5.0,0,,0,1.67,8.0,7.0,1.0,0.17,0.57,6.2,8.4,-2.2,-0.37,-0.4
1889,James Maddison,eng ENG,CC,Leicester City,eng Premier League,23.0,1996.0,31,2099.0,68.0,61.4,23.3,24,81.0,11.0,7,23.0,0,1.87,40.0,28.0,12.0,0.51,0.11,34.3,29.8,4.6,0.2,-0.16
1890,Mikail Maden,no NOR,DL,Schalke 04,de Bundesliga,18.0,2002.0,1,6.0,6.0,0.2,0.1,0,,0.0,1,6.0,0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,1.19
1891,Pablo Maffeo,es ESP,DF,Huesca,es La Liga,23.0,1997.0,25,1964.0,79.0,57.4,21.8,25,79.0,11.0,0,,2,1.0,25.0,33.0,-8.0,-0.37,0.31,21.4,27.1,-5.8,-0.26,-0.03
1892,Lisandro Magallán,ar ARG,DF,Crotone,it Serie A,26.0,1993.0,28,2181.0,78.0,63.8,24.2,25,83.0,19.0,3,34.0,8,0.75,30.0,61.0,-31.0,-1.28,-0.12,25.9,46.3,-20.5,-0.84,-0.12
1893,Christian Maggio,it ITA,DF,Benevento,it Serie A,38.0,1982.0,8,297.0,37.0,8.7,3.3,2,68.0,1.0,6,27.0,5,0.88,3.0,13.0,-10.0,-3.03,-2.31,2.2,9.3,-7.0,-2.13,-1.65
1894,Giulio Maggiore,it ITA,CC,Spezia,it Serie A,22.0,1998.0,33,2214.0,67.0,64.7,24.6,26,78.0,8.0,7,26.0,0,1.03,32.0,42.0,-10.0,-0.41,0.34,29.6,39.6,-10.0,-0.41,0.23
1895,Francesco Magnanelli,it ITA,CC,Sassuolo,it Serie A,35.0,1984.0,10,440.0,44.0,12.9,4.9,7,59.0,0.0,3,8.0,21,1.8,9.0,4.0,5.0,1.02,0.93,7.9,4.9,3.0,0.62,0.62
1896,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,24.0,1995.0,25,1510.0,60.0,44.2,16.8,15,81.0,9.0,10,30.0,4,1.28,24.0,22.0,2.0,0.12,0.31,22.2,19.6,2.5,0.15,0.46
1897,Hugo Magnetti,fr FRA,CC,Brest,fr Ligue 1,22.0,1998.0,13,603.0,46.0,17.6,6.7,7,80.0,4.0,6,7.0,19,1.23,7.0,10.0,-3.0,-0.45,-0.03,11.4,8.8,2.6,0.39,0.73
1898,Frankie Maguire,eng ENG,CC,Sheffield Utd,eng Premier League,17.0,2003.0,0,,,,,0,,,0,,4,,,,,,,,,,,
1899,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,27.0,1993.0,34,3047.0,90.0,89.1,33.9,34,90.0,33.0,0,,0,2.06,66.0,36.0,30.0,0.89,1.13,54.6,35.8,18.8,0.56,0.61
1900,Abdallahi Mahmoud,mr MTN,CC,Alavés,es La Liga,20.0,2000.0,2,66.0,33.0,1.9,0.7,1,45.0,0.0,1,21.0,7,0.0,1.0,1.0,0.0,0.0,0.56,0.9,1.1,-0.2,-0.21,-0.01
1901,Hicham Mahou,fr FRA,DL,Nice,fr Ligue 1,21.0,1999.0,2,34.0,17.0,1.0,0.4,0,,0.0,2,17.0,4,0.0,0.0,2.0,-2.0,-5.29,-5.27,0.2,1.4,-1.2,-3.16,-2.99
1902,Riyad Mahrez,dz ALG,DL,Manchester City,eng Premier League,29.0,1991.0,27,1949.0,72.0,57.0,21.7,23,82.0,13.0,4,14.0,10,2.33,48.0,22.0,26.0,1.2,-0.33,35.1,21.0,14.0,0.65,-0.82
1903,Arne Maier,de GER,CC,Arminia,de Bundesliga,21.0,1999.0,16,1034.0,65.0,33.8,11.5,13,78.0,5.0,3,6.0,5,1.19,7.0,16.0,-9.0,-0.78,-0.03,12.9,17.7,-4.8,-0.42,0.43
1904,Arne Maier,de GER,CC,Hertha BSC,de Bundesliga,21.0,1999.0,2,30.0,15.0,1.0,0.3,0,,0.0,2,15.0,0,1.5,1.0,0.0,1.0,3.0,3.36,1.1,0.4,0.7,2.07,2.26
1905,Habib Maïga,ci CIV,CC,Metz,fr Ligue 1,24.0,1996.0,31,2693.0,87.0,78.7,29.9,31,87.0,26.0,0,,0,1.19,34.0,36.0,-2.0,-0.07,0.18,34.2,39.2,-5.0,-0.17,-0.15
1906,Mike Maignan,fr FRA,PO,Lille,fr Ligue 1,25.0,1995.0,38,3420.0,90.0,100.0,38.0,38,90.0,38.0,0,,0,2.18,64.0,23.0,41.0,1.08,,48.5,29.8,18.7,0.49,
1907,Ainsley Maitland-Niles,eng ENG,"CC,DF",Arsenal,eng Premier League,22.0,1997.0,11,490.0,45.0,14.3,5.4,5,85.0,4.0,6,11.0,8,1.64,8.0,6.0,2.0,0.37,-0.06,8.1,6.6,1.5,0.28,0.06
1908,Ainsley Maitland-Niles,eng ENG,CC,West Brom,eng Premier League,22.0,1997.0,15,1230.0,82.0,36.0,13.7,14,87.0,10.0,1,18.0,0,0.93,14.0,17.0,-3.0,-0.22,1.34,17.4,21.4,-3.9,-0.29,0.87
1909,Josh Maja,ng NGA,DL,Fulham,eng Premier League,21.0,1998.0,15,810.0,54.0,23.7,9.0,9,77.0,3.0,6,19.0,2,0.87,7.0,9.0,-2.0,-0.22,0.61,10.5,9.4,1.1,0.12,0.57
1910,Josh Maja,ng NGA,DL,Bordeaux,fr Ligue 1,21.0,1998.0,17,804.0,47.0,23.5,8.9,11,63.0,0.0,6,18.0,5,1.35,11.0,5.0,6.0,0.67,1.36,11.7,7.3,4.3,0.49,1.03
1911,Radosław Majecki,pl POL,PO,Monaco,fr Ligue 1,20.0,1999.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,27,3.0,2.0,1.0,1.0,1.0,0.11,2.3,1.2,1.1,1.07,0.17
1912,Abdul Majeed Waris,gh GHA,"DL,CC",Strasbourg,fr Ligue 1,28.0,1991.0,15,552.0,37.0,16.1,6.1,5,67.0,0.0,10,22.0,12,1.0,1.0,9.0,-8.0,-1.3,-1.27,5.0,6.9,-2.0,-0.32,-0.45
1913,Marco Majouga,cf CTA,"DL,CC",Nîmes,fr Ligue 1,19.0,2001.0,8,124.0,16.0,3.6,1.4,0,,0.0,8,16.0,7,0.25,1.0,5.0,-4.0,-2.9,-2.17,1.8,2.1,-0.3,-0.23,0.33
1914,Jean-Victor Makengo,fr FRA,CC,Udinese,it Serie A,22.0,1998.0,17,522.0,31.0,15.3,5.8,5,62.0,0.0,12,18.0,15,1.41,8.0,11.0,-3.0,-0.52,-0.11,5.9,10.3,-4.4,-0.76,-0.69
1915,Nemanja Maksimović,rs SRB,CC,Getafe,es La Liga,25.0,1995.0,35,2728.0,78.0,79.8,30.3,34,80.0,16.0,1,25.0,0,1.0,21.0,31.0,-10.0,-0.33,0.32,24.7,32.8,-8.1,-0.27,-0.55
1916,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,28.0,1991.0,17,1207.0,71.0,35.3,13.4,12,88.0,9.0,5,30.0,17,1.88,28.0,20.0,8.0,0.6,-0.91,23.5,17.3,6.3,0.47,-0.3
1917,Filip Malbašić,rs SRB,"DL,CC",Cádiz,es La Liga,27.0,1992.0,28,860.0,31.0,25.1,9.6,8,70.0,2.0,20,15.0,10,1.29,9.0,12.0,-3.0,-0.31,0.35,7.4,13.9,-6.5,-0.68,-0.18
1918,Kévin Malcuit,ma MAR,DF,Fiorentina,it Serie A,29.0,1991.0,5,207.0,41.0,6.1,2.3,2,84.0,1.0,3,13.0,10,0.2,3.0,3.0,0.0,0.0,0.34,2.1,3.5,-1.4,-0.6,-0.17
1919,Kévin Malcuit,ma MAR,"DL,CC",Napoli,it Serie A,29.0,1991.0,2,33.0,17.0,1.0,0.4,0,,0.0,2,17.0,7,1.5,0.0,0.0,0.0,0.0,-1.2,0.4,0.2,0.2,0.46,-0.2
1920,Daniel Maldini,it ITA,"DL,DF",Milan,it Serie A,18.0,2001.0,5,29.0,6.0,0.8,0.3,0,,0.0,5,6.0,17,2.4,1.0,1.0,0.0,0.0,-0.88,0.4,0.3,0.1,0.23,-0.4
1921,Darian Males,ch SUI,CC,Genoa,it Serie A,19.0,2001.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
1922,Ruslan Malinovskyi,ua UKR,"CC,DL",Atalanta,it Serie A,27.0,1993.0,36,1876.0,52.0,54.9,20.8,22,72.0,3.0,14,22.0,0,2.14,55.0,21.0,34.0,1.63,1.11,42.6,22.6,20.1,0.96,0.17
1923,Yunus Mallı,tr TUR,CC,Wolfsburg,de Bundesliga,28.0,1992.0,1,58.0,58.0,1.9,0.6,1,58.0,0.0,0,,7,1.0,1.0,1.0,0.0,0.0,-0.72,0.4,0.4,0.0,0.0,-0.2
1924,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,29.0,1991.0,31,2602.0,84.0,76.1,28.9,30,86.0,28.0,1,9.0,1,1.45,44.0,44.0,0.0,0.0,0.22,39.5,36.0,3.5,0.12,0.57
1925,Mickael Malsa,mq MTQ,CC,Levante,es La Liga,24.0,1995.0,35,2338.0,67.0,68.4,26.0,25,80.0,12.0,10,35.0,1,1.14,30.0,37.0,-7.0,-0.27,0.06,26.1,33.5,-7.5,-0.29,0.17
1926,Dennis Man,ro ROU,"DL,CC",Parma,it Serie A,21.0,1998.0,14,699.0,50.0,20.4,7.8,8,72.0,4.0,6,21.0,0,0.5,12.0,17.0,-5.0,-0.64,0.65,12.7,12.0,0.7,0.09,0.73
1927,Hianga Mananga Mbock,fr FRA,"CC,DL",Brest,fr Ligue 1,20.0,1999.0,12,458.0,38.0,13.4,5.1,4,83.0,2.0,8,16.0,12,1.42,8.0,10.0,-2.0,-0.39,0.03,8.5,8.4,0.0,0.01,0.26
1928,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,31.0,1989.0,27,2309.0,86.0,67.5,25.7,25,90.0,25.0,2,30.0,5,1.07,28.0,35.0,-7.0,-0.27,0.62,27.1,34.4,-7.3,-0.28,-0.01
1929,Gianluca Mancini,it ITA,DF,Roma,it Serie A,24.0,1996.0,33,2852.0,86.0,83.4,31.7,33,86.0,30.0,0,,1,1.58,52.0,44.0,8.0,0.25,-0.06,52.7,37.6,15.1,0.49,-0.13
1930,Steve Mandanda,fr FRA,PO,Marseille,fr Ligue 1,35.0,1985.0,37,3330.0,90.0,97.4,37.0,37,90.0,37.0,0,,0,1.62,53.0,45.0,8.0,0.22,1.22,45.0,46.0,-1.0,-0.03,-0.62
1931,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,26.0,1994.0,29,2180.0,75.0,63.7,24.2,24,84.0,18.0,5,33.0,5,2.0,37.0,13.0,24.0,0.99,-0.24,26.2,17.4,8.8,0.36,-0.35
1932,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,28.0,1991.0,28,2392.0,85.0,69.9,26.6,27,89.0,25.0,1,1.0,5,1.57,37.0,31.0,6.0,0.23,0.75,36.3,30.4,5.9,0.22,0.54
1933,Rolando Mandragora,it ITA,CC,Udinese,it Serie A,23.0,1997.0,10,398.0,40.0,11.6,4.4,3,74.0,1.0,7,25.0,2,1.3,6.0,7.0,-1.0,-0.23,0.22,6.9,6.1,0.8,0.18,0.41
1934,Rolando Mandragora,it ITA,CC,Torino,it Serie A,23.0,1997.0,17,1525.0,90.0,44.6,16.9,17,90.0,16.0,0,,0,1.12,20.0,31.0,-11.0,-0.65,-0.27,24.1,29.5,-5.4,-0.32,-0.01
1935,Mario Mandžukić,hr CRO,DL,Milan,it Serie A,34.0,1986.0,10,212.0,21.0,6.2,2.4,1,62.0,0.0,9,17.0,2,1.6,2.0,7.0,-5.0,-2.12,-3.19,3.6,4.5,-0.9,-0.39,-1.08
1936,Sadio Mané,sn SEN,DL,Liverpool,eng Premier League,28.0,1992.0,35,2810.0,80.0,82.2,31.2,31,88.0,25.0,4,22.0,0,1.89,54.0,28.0,26.0,0.83,0.83,56.6,32.7,23.9,0.77,0.67
1937,Niccolò Manfredini,it ITA,PO,Benevento,it Serie A,32.0,1988.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,37,1.0,1.0,1.0,0.0,0.0,0.95,0.4,1.2,-0.8,-0.77,-0.15
1938,Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,29.0,1991.0,7,321.0,46.0,9.4,3.6,4,70.0,2.0,3,14.0,18,1.14,2.0,5.0,-3.0,-0.84,-0.84,2.7,5.5,-2.8,-0.78,-0.58
1939,Orel Mangala,be BEL,CC,Stuttgart,de Bundesliga,22.0,1998.0,24,2109.0,88.0,68.9,23.4,24,88.0,22.0,0,,1,1.46,44.0,35.0,9.0,0.38,1.14,38.7,35.9,2.8,0.12,0.46
1940,Thomas Mangani,fr FRA,CC,Angers,fr Ligue 1,33.0,1987.0,35,2691.0,77.0,78.7,29.9,32,82.0,16.0,3,24.0,1,1.17,33.0,42.0,-9.0,-0.3,0.81,31.8,39.6,-7.8,-0.26,0.09
1941,Vito Mannone,it ITA,PO,Monaco,fr Ligue 1,32.0,1988.0,9,810.0,90.0,23.7,9.0,9,90.0,9.0,0,,13,1.78,18.0,14.0,4.0,0.44,-0.59,17.0,11.2,5.8,0.65,-0.33
1942,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,29.0,1991.0,30,2298.0,77.0,67.2,25.5,27,83.0,21.0,3,16.0,3,2.07,60.0,26.0,34.0,1.33,0.45,49.7,26.0,23.8,0.93,0.82
1943,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,26.0,1994.0,13,825.0,63.0,24.1,9.2,10,77.0,6.0,3,17.0,16,1.38,13.0,15.0,-2.0,-0.22,0.27,12.0,12.3,-0.3,-0.04,0.47
1944,Juan Manuel Ramos,uy URU,DF,Spezia,it Serie A,23.0,1996.0,6,294.0,49.0,8.6,3.3,2,90.0,2.0,4,29.0,6,1.33,3.0,8.0,-5.0,-1.53,-1.1,3.3,7.9,-4.5,-1.39,-0.99
1945,Myziane Maolida,fr FRA,"DL,CC",Nice,fr Ligue 1,21.0,1999.0,19,1077.0,57.0,31.5,12.0,11,80.0,5.0,8,25.0,4,1.42,18.0,17.0,1.0,0.08,0.24,15.7,19.6,-3.9,-0.33,-0.18
1946,Faitout Maouassa,fr FRA,DF,Rennes,fr Ligue 1,22.0,1998.0,23,1170.0,51.0,34.2,13.0,13,73.0,4.0,10,23.0,3,1.57,16.0,13.0,3.0,0.23,-0.13,14.2,12.4,1.8,0.14,-0.18
1947,Sekou Mara,fr FRA,"DL,CC",Bordeaux,fr Ligue 1,18.0,2002.0,8,229.0,29.0,6.7,2.5,2,58.0,0.0,6,19.0,6,1.13,4.0,4.0,0.0,0.0,0.39,2.6,4.0,-1.4,-0.57,-0.29
1948,Fernando Marçal,br BRA,"DF,CC",Wolves,eng Premier League,31.0,1989.0,13,623.0,48.0,18.2,6.9,7,76.0,5.0,6,15.0,4,1.54,8.0,9.0,-1.0,-0.14,0.34,6.5,7.7,-1.2,-0.17,0.21
1949,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,31.0,1989.0,1,78.0,78.0,2.3,0.9,1,78.0,0.0,0,,0,3.0,4.0,1.0,3.0,3.46,2.52,4.5,0.2,4.3,5.01,4.05
1950,Marcelo,br BRA,"DF,CC",Real Madrid,es La Liga,32.0,1988.0,16,1050.0,66.0,30.7,11.7,12,80.0,6.0,4,22.0,17,1.94,16.0,10.0,6.0,0.51,-0.74,19.5,13.0,6.5,0.56,-0.1
1951,Marcelo,br BRA,DF,Lyon,fr Ligue 1,33.0,1987.0,34,2907.0,86.0,85.0,32.3,34,86.0,28.0,0,,0,1.88,68.0,36.0,32.0,0.99,-0.06,65.2,35.3,29.9,0.93,-0.81
1952,Solly March,eng ENG,"DF,CC",Brighton,eng Premier League,26.0,1994.0,21,1672.0,80.0,48.9,18.6,19,86.0,15.0,2,23.0,0,1.1,23.0,25.0,-2.0,-0.11,0.1,27.9,18.3,9.6,0.51,0.2
1953,Federico Marchetti,it ITA,PO,Genoa,it Serie A,37.0,1983.0,4,334.0,84.0,9.8,3.7,4,84.0,3.0,0,,25,0.25,3.0,11.0,-8.0,-2.16,-2.07,3.4,6.8,-3.5,-0.93,-0.4
1954,Riccardo Marchizza,it ITA,DF,Spezia,it Serie A,22.0,1998.0,24,1561.0,65.0,45.6,17.3,17,81.0,10.0,7,27.0,7,1.0,24.0,30.0,-6.0,-0.35,0.33,19.4,28.7,-9.4,-0.54,-0.09
1955,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,28.0,1992.0,34,3014.0,89.0,88.1,33.5,33,90.0,32.0,1,45.0,1,1.68,58.0,49.0,9.0,0.27,0.49,49.9,49.5,0.4,0.01,-0.55
1956,Iván Marcone,ar ARG,CC,Elche,es La Liga,30.0,1990.0,33,2645.0,80.0,77.3,29.4,30,85.0,22.0,3,28.0,0,0.94,25.0,43.0,-18.0,-0.61,-0.26,21.7,43.8,-22.0,-0.75,0.29
1957,Óscar de Marcos,es ESP,"DF,CC",Athletic Club,es La Liga,31.0,1989.0,25,1520.0,61.0,44.4,16.9,17,81.0,10.0,8,17.0,6,1.08,21.0,22.0,-1.0,-0.06,-0.3,19.8,17.7,2.1,0.12,-0.03
1958,Dario Maresic,at AUT,DF,Reims,fr Ligue 1,20.0,1999.0,8,514.0,64.0,15.0,5.7,5,90.0,5.0,3,21.0,29,0.38,1.0,9.0,-8.0,-1.4,-1.4,3.9,10.6,-6.7,-1.17,-0.56
1959,José Mari,es ESP,CC,Cádiz,es La Liga,32.0,1987.0,22,1451.0,66.0,42.4,16.1,18,76.0,3.0,4,19.0,2,1.55,18.0,16.0,2.0,0.12,1.22,14.4,22.6,-8.2,-0.51,0.07
1960,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,26.0,1993.0,10,900.0,90.0,26.3,10.0,10,90.0,10.0,0,,7,2.0,19.0,8.0,11.0,1.1,0.92,16.4,12.7,3.7,0.37,0.19
1961,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,25.0,1995.0,21,1765.0,84.0,51.6,19.6,20,88.0,18.0,1,11.0,4,2.33,37.0,13.0,24.0,1.22,0.24,28.2,18.1,10.1,0.52,0.21
1962,Mariano,do DOM,DL,Real Madrid,es La Liga,26.0,1993.0,16,513.0,32.0,15.0,5.7,5,73.0,1.0,11,14.0,10,1.94,6.0,4.0,2.0,0.35,-0.79,7.2,8.7,-1.5,-0.27,-1.05
1963,Jordan Marié,fr FRA,CC,Dijon,fr Ligue 1,28.0,1991.0,24,1432.0,60.0,41.9,15.9,16,79.0,9.0,8,22.0,13,0.58,7.0,34.0,-27.0,-1.7,-0.75,12.6,30.8,-18.3,-1.15,-0.22
1964,Adrián Marín,es ESP,"DF,CC",Alavés,es La Liga,23.0,1997.0,5,93.0,19.0,2.7,1.0,1,61.0,0.0,4,8.0,14,1.0,0.0,2.0,-2.0,-1.94,-1.42,1.1,2.6,-1.5,-1.43,-1.27
1965,Adrián Marín,es ESP,"DF,CC",Granada,es La Liga,23.0,1997.0,9,269.0,30.0,7.9,3.0,3,60.0,1.0,6,15.0,8,0.89,6.0,9.0,-3.0,-1.0,-0.58,4.7,6.4,-1.7,-0.57,-0.19
