RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados
1281,N'Golo Kanté,fr FRA,CC,Chelsea,eng Premier League,29,1991,23.8,7,0,0,36,7,0,8,59,42,0.0,0.0,0,194.0,17.0,28.0,37.8
1282,Jimmy Kaparos,de GER,CC,Schalke 04,de Bundesliga,18,2001,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
1283,Yann Karamoh,fr FRA,"DL,CC",Parma,it Serie A,22,1998,14.4,3,0,0,14,13,7,21,4,17,1.0,0.0,0,69.0,8.0,13.0,38.1
1284,Isaac Karamoko,fr FRA,DF,Sassuolo,it Serie A,18,2002,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
1285,Atakan Karazor,de GER,"DF,CC",Stuttgart,de Bundesliga,23,1996,11.5,3,0,0,15,16,0,0,21,12,0.0,1.0,0,76.0,29.0,30.0,49.2
1286,Augustus Kargbo,sl SLE,DL,Crotone,it Serie A,20,1999,0.4,0,0,0,0,1,0,1,0,0,0.0,0.0,0,2.0,0.0,0.0,
1287,Loris Karius,de GER,PO,Union Berlin,de Bundesliga,27,1993,3.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4.0,2.0,0.0,100.0
1288,Rick Karsdorp,nl NED,DF,Roma,it Serie A,25,1995,28.3,2,0,0,36,13,3,55,30,23,0.0,0.0,0,141.0,6.0,21.0,22.2
1289,Silas Katompa,cd COD,"DF,DL",Stuttgart,de Bundesliga,21,1998,21.3,6,0,0,33,41,13,29,22,29,1.0,0.0,0,126.0,14.0,26.0,35.0
1290,Noah Katterbach,de GER,"DF,CC",Köln,de Bundesliga,19,2001,12.3,1,0,0,9,17,1,32,23,11,0.0,0.0,0,81.0,18.0,27.0,40.0
1291,Eiji Kawashima,jp JPN,PO,Strasbourg,fr Ligue 1,37,1983,24.0,1,0,0,1,1,0,0,0,0,0.0,1.0,0,28.0,7.0,1.0,87.5
1292,Moise Kean,it ITA,"DL,CC",Everton,eng Premier League,20,2000,0.2,0,0,0,1,0,0,2,0,0,0.0,0.0,0,1.0,0.0,0.0,
1293,Moise Kean,it ITA,DL,Paris S-G,fr Ligue 1,20,2000,18.9,4,0,0,33,6,5,8,8,8,0.0,0.0,0,46.0,14.0,14.0,50.0
1294,Michael Keane,eng ENG,DF,Everton,eng Premier League,27,1993,33.2,4,0,0,15,8,0,1,51,15,0.0,0.0,0,125.0,109.0,48.0,69.4
1295,Neeskens Kebano,cd COD,"DL,CC",Fulham,eng Premier League,28,1992,1.3,0,0,0,3,1,1,7,0,0,0.0,0.0,0,10.0,0.0,3.0,0.0
1296,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,23,1996,18.0,3,0,0,26,9,1,10,15,26,0.0,0.0,0,106.0,30.0,19.0,61.2
1297,Habib Keita,ml MLI,CC,Lyon,fr Ligue 1,18,2002,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,
1298,Naby Keïta,gn GUI,CC,Liverpool,eng Premier League,25,1995,5.8,1,0,0,13,2,0,3,9,5,0.0,0.0,0,35.0,4.0,9.0,30.8
1299,Yannik Keitel,de GER,CC,Freiburg,de Bundesliga,20,2000,5.5,1,0,0,12,6,0,0,10,8,0.0,0.0,0,33.0,14.0,6.0,70.0
1300,Caoimhín Kelleher,ie IRL,PO,Liverpool,eng Premier League,21,1998,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,
1301,Stephane Keller,cm CMR,DF,Alavés,es La Liga,18,2001,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4.0,0.0,2.0,0.0
1302,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,30,1990,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,
1303,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,25,1995,30.3,5,0,0,35,38,0,10,68,26,0.0,1.0,1,207.0,93.0,49.0,65.5
1304,Kenedy,br BRA,"DL,CC",Granada,es La Liga,24,1996,16.3,3,0,0,32,22,0,62,26,12,0.0,1.0,0,85.0,11.0,21.0,34.4
1305,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,23,1997,0.9,0,0,0,0,0,1,6,1,1,0.0,0.0,0,0.0,0.0,0.0,
1306,Franck Kessié,ci CIV,CC,Milan,it Serie A,23,1996,35.8,8,0,0,65,40,1,13,46,30,1.0,1.0,0,269.0,56.0,45.0,55.4
1307,Reda Khadra,de GER,CC,Brighton,eng Premier League,19,2001,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0
1308,Omar Khailoti,it ITA,DF,Bologna,it Serie A,18,2001,0.3,0,0,0,0,0,0,1,1,0,0.0,0.0,0,2.0,0.0,0.0,
1309,Saîf-Eddine Khaoui,tn TUN,"DL,DF",Marseille,fr Ligue 1,25,1995,6.7,4,0,0,16,8,1,15,12,11,0.0,0.0,0,42.0,1.0,12.0,7.7
1310,Wahbi Khazri,tn TUN,DL,Saint-Étienne,fr Ligue 1,29,1991,13.1,5,1,0,25,31,7,29,4,15,2.0,0.0,0,58.0,4.0,23.0,14.8
1311,Rani Khedira,de GER,CC,Augsburg,de Bundesliga,26,1994,20.2,5,0,0,23,19,1,6,31,10,0.0,1.0,0,82.0,39.0,26.0,60.0
1312,Sami Khedira,de GER,CC,Hertha BSC,de Bundesliga,33,1987,4.4,1,0,0,7,4,0,1,9,6,0.0,0.0,0,26.0,5.0,1.0,83.3
1313,Kiké,es ESP,DL,Eibar,es La Liga,30,1989,34.3,4,1,1,68,92,15,47,7,18,0.0,0.0,0,128.0,185.0,203.0,47.7
1314,Luca Kilian,de GER,DF,Mainz 05,de Bundesliga,20,1999,4.2,1,0,0,4,3,0,0,13,7,0.0,0.0,0,17.0,15.0,6.0,71.4
1315,Max Kilman,eng ENG,DF,Wolves,eng Premier League,23,1997,14.6,4,0,0,20,4,0,0,19,14,0.0,1.0,0,64.0,20.0,25.0,44.4
1316,Joshua Kimmich,de GER,CC,Bayern Munich,de Bundesliga,25,1995,24.4,4,0,0,19,43,0,176,36,28,0.0,0.0,0,205.0,19.0,14.0,57.6
1317,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,24,1995,25.6,6,1,0,31,25,0,0,30,28,0.0,0.0,0,163.0,37.0,24.0,60.7
1318,Joshua King,no NOR,"CC,DL",Everton,eng Premier League,28,1992,1.6,0,0,0,4,1,3,1,1,1,0.0,0.0,0,10.0,5.0,6.0,45.5
1319,Simon Kjær,dk DEN,DF,Milan,it Serie A,31,1989,26.6,3,0,0,26,10,1,3,42,26,0.0,0.0,0,126.0,54.0,43.0,55.7
1320,Davy Klaassen,nl NED,CC,Werder Bremen,de Bundesliga,27,1993,2.5,1,0,0,6,4,0,1,3,1,0.0,0.0,0,13.0,1.0,3.0,25.0
1321,Felix Klaus,de GER,"DF,CC",Wolfsburg,de Bundesliga,27,1992,1.5,0,0,0,2,0,0,3,2,4,0.0,0.0,0,4.0,4.0,6.0,40.0
1322,Klauss,br BRA,"CC,DL",Hoffenheim,de Bundesliga,23,1997,0.6,0,0,0,3,0,0,1,0,0,0.0,0.0,0,0.0,2.0,4.0,33.3
1323,Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,34,1985,8.6,1,0,0,8,1,0,1,8,9,0.0,1.0,0,39.0,12.0,14.0,46.2
1324,Philipp Klement,de GER,"CC,DL",Stuttgart,de Bundesliga,27,1992,4.7,0,0,0,6,2,0,35,6,3,0.0,0.0,0,30.0,4.0,7.0,36.4
1325,Mateusz Klich,pl POL,CC,Leeds United,eng Premier League,30,1990,26.6,6,0,0,46,20,6,63,11,20,0.0,1.0,0,163.0,13.0,18.0,41.9
1326,Mateo Klimowicz,de GER,"CC,DL",Stuttgart,de Bundesliga,20,2000,13.3,1,0,0,14,17,0,8,2,15,2.0,0.0,0,39.0,4.0,5.0,44.4
1327,Fabian Klos,de GER,DL,Arminia,de Bundesliga,32,1987,30.1,4,0,0,48,56,12,28,4,13,0.0,0.0,0,69.0,218.0,171.0,56.0
1328,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,24,1996,16.1,2,0,0,7,8,1,7,18,19,0.0,0.0,0,112.0,15.0,22.0,40.5
1329,Justin Kluivert,nl NED,CC,Roma,it Serie A,21,1999,0.2,0,0,0,1,0,0,1,0,0,0.0,0.0,0,2.0,0.0,0.0,
1330,Justin Kluivert,nl NED,"DL,CC",RB Leipzig,de Bundesliga,21,1999,9.0,2,0,0,14,14,7,24,5,1,0.0,0.0,0,28.0,6.0,14.0,30.0
1331,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,24,1996,11.0,0,0,0,4,9,0,14,11,5,0.0,0.0,1,73.0,10.0,9.0,52.6
1332,Ansgar Knauff,de GER,"CC,DL",Dortmund,de Bundesliga,18,2002,0.8,0,0,0,3,2,0,4,0,0,0.0,0.0,0,1.0,1.0,1.0,50.0
1333,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,28,1992,33.8,4,0,0,36,13,5,0,49,29,0.0,1.0,0,243.0,69.0,69.0,50.0
1334,Gregor Kobel,ch SUI,PO,Stuttgart,de Bundesliga,22,1997,33.0,0,0,0,0,5,0,0,2,2,0.0,0.0,0,65.0,4.0,2.0,66.7
1335,Robin Koch,de GER,"DF,CC",Leeds United,eng Premier League,24,1996,12.6,1,0,0,17,8,0,1,27,16,0.0,2.0,0,76.0,37.0,29.0,56.1
1336,Giorgi Kochorashvili,ge GEO,CC,Levante,es La Liga,21,1999,0.3,0,0,0,1,2,0,0,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0
1337,Kenan Kodro,ba BIH,"DL,CC",Valladolid,es La Liga,26,1993,5.1,1,0,0,7,6,2,0,2,0,1.0,0.0,0,7.0,23.0,31.0,42.6
1338,Kenan Kodro,ba BIH,"DL,CC",Athletic Club,es La Liga,26,1993,0.5,1,0,0,1,1,2,0,0,0,1.0,0.0,0,0.0,0.0,1.0,0.0
1339,Dominik Kohr,de GER,CC,Mainz 05,de Bundesliga,26,1994,14.1,3,0,0,26,19,0,4,27,31,0.0,0.0,0,105.0,26.0,17.0,60.5
1340,Dominik Kohr,de GER,"CC,DF",Eint Frankfurt,de Bundesliga,26,1994,2.9,1,0,0,9,5,0,5,9,7,0.0,0.0,0,19.0,8.0,3.0,72.7
1341,Koba Koindredi,fr FRA,CC,Valencia,es La Liga,18,2001,0.2,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,1.0,1.0,50.0
1342,Koke,es ESP,CC,Atlético Madrid,es La Liga,28,1992,33.6,9,0,0,45,44,0,52,36,42,0.0,0.0,0,222.0,26.0,21.0,55.3
1343,Aleksandr Kokorin,ru RUS,"DL,CC",Fiorentina,it Serie A,29,1991,1.0,1,0,0,1,0,0,0,0,0,0.0,0.0,0,3.0,0.0,1.0,0.0
1344,Aleksandar Kolarov,rs SRB,DF,Inter,it Serie A,34,1985,4.3,0,0,0,3,4,0,18,7,4,0.0,1.0,0,30.0,11.0,6.0,64.7
1345,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,27,1993,1.0,0,0,0,1,1,0,1,1,0,0.0,0.0,0,2.0,1.0,1.0,50.0
1346,Sead Kolašinac,ba BIH,"DF,CC",Schalke 04,de Bundesliga,27,1993,15.8,5,0,0,19,13,2,19,20,17,0.0,1.0,0,104.0,14.0,21.0,40.0
1347,Randal Kolo Muani,fr FRA,DL,Nantes,fr Ligue 1,21,1998,33.7,3,0,0,63,73,23,18,8,14,4.0,0.0,0,116.0,78.0,137.0,36.3
1348,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,28,1991,22.6,4,1,0,28,6,0,10,36,15,0.0,1.0,0,149.0,45.0,44.0,50.6
1349,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,24,1995,29.0,5,0,0,24,24,3,64,30,32,0.0,2.0,0,174.0,25.0,27.0,48.1
1350,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,21,1999,7.7,2,0,0,13,15,0,0,8,4,0.0,1.0,0,50.0,29.0,9.0,76.3
1351,Moussa Konaté,sn SEN,DL,Dijon,fr Ligue 1,27,1993,13.3,4,0,0,22,24,12,5,5,3,0.0,0.0,0,19.0,23.0,51.0,31.1
1352,Geoffrey Kondogbia,cf CTA,CC,Valencia,es La Liga,27,1993,4.9,1,0,0,8,10,0,1,8,9,0.0,0.0,0,42.0,7.0,5.0,58.3
1353,Geoffrey Kondogbia,cf CTA,CC,Atlético Madrid,es La Liga,27,1993,6.8,4,0,0,19,13,0,1,11,20,0.0,0.0,0,61.0,6.0,8.0,42.9
1354,Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,31,1989,11.6,3,0,0,10,8,0,2,15,6,0.0,1.0,0,57.0,21.0,18.0,53.8
1355,Moussa Koné,sn SEN,DL,Nîmes,fr Ligue 1,23,1996,19.5,2,0,0,20,41,16,4,2,6,0.0,0.0,0,42.0,16.0,73.0,18.0
1356,Youssouf Koné,ml MLI,"DF,CC",Elche,es La Liga,25,1995,0.8,0,0,0,1,2,1,1,0,0,0.0,0.0,0,4.0,0.0,0.0,
1357,Terence Kongolo,nl NED,DF,Fulham,eng Premier League,26,1994,1.0,0,0,0,1,1,0,1,2,2,0.0,0.0,0,3.0,3.0,2.0,60.0
1358,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,22,1997,35.5,3,0,0,19,54,1,3,29,13,0.0,1.0,0,156.0,93.0,54.0,63.3
1359,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,34,1985,24.6,3,0,0,12,24,2,2,54,17,1.0,0.0,0,137.0,53.0,32.0,62.4
1360,Filip Kostić,rs SRB,DF,Eint Frankfurt,de Bundesliga,27,1992,28.2,4,0,0,20,20,4,327,26,31,0.0,0.0,0,163.0,13.0,17.0,43.3
1361,Márk Kosznovszky,hu HUN,CC,Parma,it Serie A,18,2002,1.0,0,0,0,2,0,0,0,1,2,0.0,0.0,0,3.0,0.0,0.0,
1362,Christian Kouamé,ci CIV,DL,Fiorentina,it Serie A,22,1997,11.1,4,0,0,25,32,5,6,5,4,0.0,0.0,0,31.0,38.0,56.0,40.4
1363,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,29,1991,24.5,10,1,1,29,9,0,5,29,24,0.0,0.0,0,172.0,40.0,37.0,51.9
1364,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,21,1998,33.1,4,0,0,20,23,3,21,40,15,0.0,2.0,0,186.0,102.0,67.0,60.4
1365,Boubakar Kouyaté,ml MLI,DF,Metz,fr Ligue 1,23,1997,21.8,10,0,0,39,30,4,0,60,35,0.0,2.0,0,109.0,99.0,40.0,71.2
1366,Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,eng Premier League,30,1989,34.7,4,0,0,36,15,0,3,32,37,0.0,0.0,0,177.0,82.0,54.0,60.3
1367,Mateo Kovačić,hr CRO,CC,Chelsea,eng Premier League,26,1994,20.2,4,0,0,16,30,0,6,15,28,0.0,0.0,0,121.0,11.0,12.0,47.8
1368,Viktor Kovalenko,ua UKR,DL,Atalanta,it Serie A,24,1996,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
1369,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,25,1994,14.3,4,0,0,12,9,1,18,15,8,0.0,0.0,0,61.0,25.0,19.0,56.8
1370,Andrej Kramarić,hr CRO,"DL,CC",Hoffenheim,de Bundesliga,29,1991,26.4,2,0,0,2,42,9,92,7,4,0.0,0.0,0,96.0,7.0,18.0,28.0
1371,Christoph Kramer,de GER,CC,M'Gladbach,de Bundesliga,29,1991,22.6,5,0,0,32,20,0,5,34,37,0.0,0.0,0,158.0,19.0,27.0,41.3
1372,Jean-Philippe Krasso,ci CIV,DL,Saint-Étienne,fr Ligue 1,23,1997,2.5,0,0,0,2,4,5,2,1,3,0.0,0.0,0,11.0,3.0,5.0,37.5
1373,Toni Kroos,de GER,CC,Real Madrid,es La Liga,30,1990,23.5,6,0,0,27,31,1,126,15,22,0.0,0.0,0,125.0,12.0,8.0,60.0
1374,Filip Krovinović,hr CRO,CC,West Brom,eng Premier League,24,1995,6.1,0,0,0,5,12,0,11,4,10,0.0,0.0,0,39.0,7.0,10.0,41.2
1375,Rade Krunić,ba BIH,"CC,DL",Milan,it Serie A,26,1993,8.0,3,0,0,11,20,2,3,10,12,0.0,1.0,0,36.0,9.0,17.0,34.6
1376,Max Kruse,de GER,"DL,CC",Union Berlin,de Bundesliga,32,1988,18.1,0,0,0,5,12,7,66,3,3,0.0,0.0,0,84.0,10.0,28.0,26.3
1377,Lukas Kübler,de GER,"DF,CC",Freiburg,de Bundesliga,27,1992,9.8,2,0,0,18,10,1,23,21,8,0.0,2.0,0,48.0,23.0,9.0,71.9
1378,Takefusa Kubo,jp JPN,"CC,DL",Villarreal,es La Liga,19,2001,3.3,2,1,1,3,11,0,10,1,1,0.0,0.0,0,19.0,0.0,3.0,0.0
1379,Takefusa Kubo,jp JPN,"CC,DL",Getafe,es La Liga,19,2001,8.9,2,0,0,18,22,4,28,14,4,0.0,0.0,0,34.0,5.0,17.0,22.7
1380,Juraj Kucka,sk SVK,"CC,DL",Parma,it Serie A,33,1987,25.9,8,0,0,65,71,3,15,28,36,0.0,0.0,0,133.0,79.0,59.0,57.2
1381,Kuki,es ESP,CC,Valladolid,es La Liga,22,1998,0.3,0,0,0,1,0,0,1,0,1,0.0,0.0,0,0.0,1.0,1.0,50.0
1382,Dejan Kulusevski,se SWE,"CC,DL",Juventus,it Serie A,20,2000,21.4,7,0,0,41,29,5,59,9,19,0.0,0.0,0,97.0,11.0,29.0,27.5
1383,Marash Kumbulla,al ALB,DF,Roma,it Serie A,20,2000,15.1,8,0,0,26,14,0,1,24,11,0.0,0.0,0,52.0,26.0,19.0,57.8
1384,Pierre Kunde,cm CMR,CC,Mainz 05,de Bundesliga,25,1995,5.7,1,0,0,10,9,1,16,10,4,0.0,0.0,0,38.0,2.0,3.0,40.0
1385,Fabian Kunze,de GER,CC,Arminia,de Bundesliga,22,1998,14.1,6,0,0,36,25,0,2,18,26,0.0,0.0,0,81.0,39.0,19.0,67.2
1386,Jasmin Kurtić,si SVN,CC,Parma,it Serie A,31,1989,30.4,5,0,0,45,37,3,90,33,28,0.0,0.0,0,156.0,36.0,28.0,56.3
1387,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,27,1992,14.2,4,1,0,33,7,1,43,28,19,1.0,0.0,0,88.0,30.0,13.0,69.8
1388,Dereck Kutesa,ch SUI,"CC,DL",Reims,fr Ligue 1,22,1997,7.6,2,0,0,12,16,5,16,7,7,0.0,0.0,0,28.0,9.0,13.0,40.9
1389,Ahmed Kutucu,tr TUR,"DL,CC",Schalke 04,de Bundesliga,20,2000,1.2,1,0,0,2,1,0,2,0,0,0.0,0.0,0,1.0,2.0,5.0,28.6
1390,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,23,1997,11.5,4,0,0,15,17,0,17,26,12,0.0,0.0,0,78.0,23.0,14.0,62.2
1391,Giorgos Kyriakopoulos,gr GRE,DF,Sassuolo,it Serie A,24,1996,16.2,3,1,1,17,7,1,64,15,18,0.0,0.0,0,83.0,17.0,16.0,51.5
1392,Antonino La Gumina,it ITA,DL,Sampdoria,it Serie A,24,1996,3.8,0,0,0,5,6,2,4,3,2,0.0,0.0,0,9.0,11.0,22.0,33.3
1393,Gaëtan Laborde,fr FRA,"DL,CC",Montpellier,fr Ligue 1,26,1994,36.2,3,0,0,62,30,6,55,16,22,0.0,0.0,0,118.0,134.0,127.0,51.3
1394,Alexandre Lacazette,fr FRA,DL,Arsenal,eng Premier League,29,1991,21.4,3,0,0,37,54,8,3,12,10,1.0,0.0,0,59.0,27.0,61.0,30.7
1395,Tom Lacoux,fr FRA,CC,Bordeaux,fr Ligue 1,18,2002,5.8,4,1,1,18,1,0,2,12,14,0.0,0.0,0,36.0,3.0,4.0,42.9
1396,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,20,2000,28.8,5,0,0,25,27,0,6,65,29,0.0,0.0,0,206.0,61.0,60.0,50.4
1397,Alban Lafont,fr FRA,PO,Nantes,fr Ligue 1,21,1999,38.0,2,0,0,1,8,0,0,0,0,0.0,1.0,0,58.0,12.0,1.0,92.3
1398,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,30,1989,29.2,5,1,0,25,11,1,5,37,12,0.0,0.0,0,107.0,52.0,36.0,59.1
1399,Konrad Laimer,at AUT,"DF,CC",RB Leipzig,de Bundesliga,23,1997,0.9,0,0,0,2,2,1,1,1,0,0.0,0.0,0,4.0,2.0,1.0,66.7
1400,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,27,1992,30.8,2,0,0,29,21,1,99,35,37,1.0,2.0,0,151.0,37.0,25.0,59.7
1401,Diego Lainez,mx MEX,"DL,CC",Betis,es La Liga,20,2000,9.6,5,0,0,14,28,2,21,11,4,0.0,0.0,0,50.0,6.0,10.0,37.5
1402,Kenny Lala,fr FRA,DF,Strasbourg,fr Ligue 1,28,1991,20.4,1,0,0,18,15,0,106,23,13,0.0,0.0,0,112.0,19.0,15.0,55.9
1403,Adam Lallana,eng ENG,"CC,DL",Brighton,eng Premier League,32,1988,17.7,0,0,0,18,20,3,12,15,13,0.0,1.0,0,117.0,10.0,26.0,27.8
1404,Érik Lamela,ar ARG,"DL,CC",Tottenham,eng Premier League,28,1992,8.0,6,1,1,24,10,0,23,6,9,0.0,0.0,0,40.0,6.0,12.0,33.3
1405,Sam Lammers,nl NED,"DL,CC",Atalanta,it Serie A,23,1997,3.2,0,0,0,5,5,2,0,0,0,0.0,0.0,0,8.0,6.0,6.0,50.0
1406,Tariq Lamptey,gh GHA,"DF,CC",Brighton,eng Premier League,19,2000,9.8,4,1,1,21,28,1,34,19,9,2.0,1.0,0,59.0,5.0,11.0,31.3
1407,Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,28,1992,18.1,2,1,0,19,11,0,0,31,7,0.0,2.0,0,62.0,26.0,34.0,43.3
1408,Michael Langer,at AUT,PO,Schalke 04,de Bundesliga,35,1985,2.7,0,0,0,0,0,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,
1409,Manuel Lanzini,ar ARG,"CC,DL",West Ham,eng Premier League,27,1993,6.3,1,0,0,7,10,3,3,7,2,0.0,0.0,0,59.0,2.0,8.0,20.0
1410,Gianluca Lapadula,pe PER,DL,Benevento,it Serie A,30,1990,28.5,2,0,0,48,68,34,14,5,12,3.0,0.0,0,55.0,34.0,88.0,27.9
1411,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,26,1994,14.9,1,0,0,9,9,2,1,11,6,0.0,1.0,0,66.0,41.0,21.0,66.1
1412,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,26,1993,29.5,8,1,1,31,19,0,0,65,39,1.0,3.0,0,140.0,80.0,50.0,61.5
1413,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,36,1984,34.8,8,0,0,38,15,1,2,51,24,0.0,2.0,0,168.0,79.0,74.0,51.6
1414,Gautier Larsonneur,fr FRA,PO,Brest,fr Ligue 1,23,1997,35.0,2,0,0,1,6,0,0,0,1,0.0,1.0,0,38.0,6.0,0.0,100.0
1415,Kevin Lasagna,it ITA,DL,Udinese,it Serie A,27,1992,12.3,1,0,0,20,11,9,17,6,1,0.0,0.0,0,32.0,18.0,37.0,32.7
1416,Kevin Lasagna,it ITA,DL,Hellas Verona,it Serie A,27,1992,14.1,0,0,0,32,21,23,4,1,3,0.0,0.0,0,30.0,26.0,48.0,35.1
1417,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,26,1993,18.1,4,0,0,17,9,0,3,12,7,0.0,0.0,0,65.0,46.0,24.0,65.7
1418,Paul Lasne,fr FRA,CC,Brest,fr Ligue 1,31,1989,18.7,4,1,0,27,17,1,4,47,26,0.0,1.0,0,107.0,22.0,20.0,52.4
1419,Toni Lato,es ESP,DF,Valencia,es La Liga,22,1997,8.1,3,0,0,14,5,1,11,10,6,0.0,1.0,1,46.0,8.0,11.0,42.1
1420,Danny Latza,de GER,CC,Mainz 05,de Bundesliga,30,1989,20.0,8,0,0,32,29,1,42,27,26,0.0,0.0,0,150.0,28.0,36.0,43.8
1421,Armand Lauriente,fr FRA,"CC,DL",Lorient,fr Ligue 1,21,1998,18.0,4,0,0,23,37,8,90,15,10,1.0,0.0,0,82.0,13.0,16.0,44.8
1422,Vincent Laurini,fr FRA,DF,Parma,it Serie A,31,1989,9.7,1,0,0,12,18,0,28,17,11,0.0,0.0,0,31.0,6.0,12.0,33.3
1423,Lauti,uy URU,CC,Celta Vigo,es La Liga,19,2001,0.2,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0
1424,Wesley Lautoa,nc NCL,"CC,DF",Dijon,fr Ligue 1,32,1987,17.9,4,0,0,42,14,0,4,29,20,0.0,0.0,1,84.0,22.0,13.0,62.9
1425,Valentino Lazaro,at AUT,"DF,DL",M'Gladbach,de Bundesliga,24,1996,13.8,3,0,0,7,13,3,41,15,11,0.0,0.0,0,61.0,16.0,18.0,47.1
1426,Darko Lazović,rs SRB,"DF,CC",Hellas Verona,it Serie A,29,1990,27.8,3,0,0,10,2,10,125,20,17,0.0,0.0,0,157.0,17.0,18.0,48.6
1427,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,26,1993,29.0,2,1,0,26,53,2,114,18,14,0.0,0.0,1,111.0,13.0,18.0,41.9
1428,Jérémy Le Douaron,fr FRA,"DL,CC",Brest,fr Ligue 1,22,1998,9.1,0,0,0,18,17,1,12,8,10,1.0,0.0,0,36.0,28.0,26.0,51.9
1429,Enzo Le Fée,fr FRA,CC,Lorient,fr Ligue 1,20,2000,20.2,6,0,0,24,41,0,70,25,28,0.0,0.0,0,142.0,4.0,21.0,16.0
1430,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,30,1989,25.6,0,0,0,16,12,1,64,44,29,0.0,0.0,0,126.0,20.0,38.0,34.5
1431,Maxime Le Marchand,fr FRA,DF,Fulham,eng Premier League,30,1989,1.4,2,0,0,3,1,0,0,0,2,0.0,0.0,0,9.0,3.0,3.0,50.0
1432,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,23,1996,30.5,5,1,0,41,18,2,2,36,20,2.0,1.0,0,139.0,119.0,78.0,60.4
1433,Damien Le Tallec,fr FRA,"CC,DF",Montpellier,fr Ligue 1,30,1990,13.6,3,1,0,19,9,0,2,25,10,0.0,0.0,1,46.0,27.0,19.0,58.7
1434,James Lea Siliki,cm CMR,CC,Rennes,fr Ligue 1,24,1996,2.8,0,0,0,3,0,0,8,1,2,0.0,0.0,0,10.0,2.0,1.0,66.7
1435,Rafael Leão,pt POR,DL,Milan,it Serie A,21,1999,21.4,5,0,0,28,21,4,32,4,6,1.0,0.0,0,62.0,42.0,59.0,41.6
1436,Jean-Louis Leca,fr FRA,PO,Lens,fr Ligue 1,34,1985,36.8,2,0,0,1,10,0,0,1,2,0.0,1.0,0,37.0,8.0,0.0,100.0
1437,Mathew Leckie,au AUS,"DL,DF",Hertha BSC,de Bundesliga,29,1991,5.6,0,0,0,10,3,2,8,13,3,0.0,0.0,0,34.0,15.0,21.0,41.7
