RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos
1381,Kuki,es ESP,CC,Valladolid,es La Liga,22,1998,0.3,9.0,9.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
1382,Dejan Kulusevski,se SWE,"CC,DL",Juventus,it Serie A,20,2000,21.4,767.0,733.0,29.0,8.0,3.0,2.0,59,3.0,16.0,7.0,4.0,0.0,588.0,5.0,29.0
1383,Marash Kumbulla,al ALB,DF,Roma,it Serie A,20,2000,15.1,791.0,763.0,28.0,22.0,1.0,5.0,1,6.0,0.0,0.0,0.0,0.0,701.0,0.0,12.0
1384,Pierre Kunde,cm CMR,CC,Mainz 05,de Bundesliga,25,1995,5.7,282.0,260.0,21.0,13.0,1.0,2.0,16,2.0,6.0,0.0,6.0,0.0,212.0,1.0,5.0
1385,Fabian Kunze,de GER,CC,Arminia,de Bundesliga,22,1998,14.1,579.0,563.0,14.0,11.0,0.0,4.0,2,3.0,0.0,0.0,0.0,0.0,437.0,2.0,7.0
1386,Jasmin Kurtić,si SVN,CC,Parma,it Serie A,31,1989,30.4,1434.0,1346.0,83.0,44.0,0.0,28.0,90,13.0,24.0,7.0,15.0,0.0,1188.0,5.0,26.0
1387,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,27,1992,14.2,972.0,853.0,117.0,15.0,0.0,1.0,43,102.0,0.0,0.0,0.0,0.0,827.0,2.0,9.0
1388,Dereck Kutesa,ch SUI,"CC,DL",Reims,fr Ligue 1,22,1997,7.6,149.0,148.0,1.0,0.0,0.0,0.0,16,1.0,0.0,0.0,0.0,0.0,96.0,0.0,11.0
1389,Ahmed Kutucu,tr TUR,"DL,CC",Schalke 04,de Bundesliga,20,2000,1.2,35.0,30.0,4.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0
1390,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,23,1997,11.5,667.0,566.0,101.0,8.0,0.0,1.0,17,93.0,0.0,0.0,0.0,0.0,538.0,0.0,9.0
1391,Giorgos Kyriakopoulos,gr GRE,DF,Sassuolo,it Serie A,24,1996,16.2,1013.0,890.0,122.0,17.0,0.0,1.0,64,103.0,2.0,0.0,2.0,0.0,827.0,1.0,16.0
1392,Antonino La Gumina,it ITA,DL,Sampdoria,it Serie A,24,1996,3.8,67.0,59.0,7.0,1.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,45.0,1.0,1.0
1393,Gaëtan Laborde,fr FRA,"DL,CC",Montpellier,fr Ligue 1,26,1994,36.2,902.0,884.0,13.0,1.0,1.0,3.0,55,6.0,0.0,0.0,0.0,0.0,575.0,5.0,28.0
1394,Alexandre Lacazette,fr FRA,DL,Arsenal,eng Premier League,29,1991,21.4,523.0,484.0,33.0,2.0,4.0,2.0,3,0.0,0.0,0.0,0.0,0.0,405.0,6.0,12.0
1395,Tom Lacoux,fr FRA,CC,Bordeaux,fr Ligue 1,18,2002,5.8,222.0,218.0,4.0,1.0,0.0,3.0,2,3.0,0.0,0.0,0.0,0.0,191.0,0.0,5.0
1396,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,20,2000,28.8,1777.0,1726.0,47.0,47.0,0.0,12.0,6,0.0,0.0,0.0,0.0,0.0,1473.0,4.0,15.0
1397,Alban Lafont,fr FRA,PO,Nantes,fr Ligue 1,21,1999,38.0,1124.0,735.0,386.0,129.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,653.0,3.0,0.0
1398,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,30,1989,29.2,1088.0,1003.0,79.0,76.0,1.0,14.0,5,3.0,0.0,0.0,0.0,0.0,823.0,6.0,6.0
1399,Konrad Laimer,at AUT,"DF,CC",RB Leipzig,de Bundesliga,23,1997,0.9,49.0,43.0,6.0,0.0,0.0,0.0,1,6.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0
1400,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,27,1992,30.8,1709.0,1402.0,296.0,24.0,0.0,6.0,99,272.0,0.0,0.0,0.0,0.0,1260.0,11.0,46.0
1401,Diego Lainez,mx MEX,"DL,CC",Betis,es La Liga,20,2000,9.6,357.0,348.0,6.0,2.0,0.0,1.0,21,1.0,3.0,0.0,2.0,0.0,272.0,3.0,12.0
1402,Kenny Lala,fr FRA,DF,Strasbourg,fr Ligue 1,28,1991,20.4,1132.0,856.0,274.0,41.0,1.0,17.0,106,204.0,29.0,8.0,17.0,0.0,806.0,2.0,29.0
1403,Adam Lallana,eng ENG,"CC,DL",Brighton,eng Premier League,32,1988,17.7,944.0,918.0,22.0,11.0,2.0,2.0,12,5.0,3.0,1.0,0.0,0.0,792.0,4.0,14.0
1404,Érik Lamela,ar ARG,"DL,CC",Tottenham,eng Premier League,28,1992,8.0,363.0,328.0,34.0,8.0,1.0,2.0,23,1.0,16.0,12.0,1.0,0.0,284.0,1.0,11.0
1405,Sam Lammers,nl NED,"DL,CC",Atalanta,it Serie A,23,1997,3.2,122.0,117.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,2.0
1406,Tariq Lamptey,gh GHA,"DF,CC",Brighton,eng Premier League,19,2000,9.8,494.0,405.0,89.0,3.0,1.0,1.0,34,86.0,0.0,0.0,0.0,0.0,372.0,0.0,11.0
1407,Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,28,1992,18.1,798.0,758.0,37.0,31.0,0.0,11.0,0,3.0,0.0,0.0,0.0,0.0,691.0,3.0,3.0
1408,Michael Langer,at AUT,PO,Schalke 04,de Bundesliga,35,1985,2.7,77.0,48.0,29.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0
1409,Manuel Lanzini,ar ARG,"CC,DL",West Ham,eng Premier League,27,1993,6.3,375.0,364.0,10.0,4.0,0.0,0.0,3,1.0,1.0,1.0,0.0,0.0,338.0,1.0,6.0
1410,Gianluca Lapadula,pe PER,DL,Benevento,it Serie A,30,1990,28.5,470.0,426.0,44.0,0.0,1.0,2.0,14,1.0,0.0,0.0,0.0,0.0,320.0,0.0,17.0
1411,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,26,1994,14.9,1285.0,1257.0,27.0,17.0,0.0,14.0,1,9.0,0.0,0.0,0.0,0.0,1169.0,1.0,4.0
1412,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,26,1993,29.5,1506.0,1453.0,49.0,48.0,1.0,9.0,0,1.0,0.0,0.0,0.0,0.0,1240.0,4.0,4.0
1413,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,36,1984,34.8,1767.0,1647.0,107.0,101.0,3.0,17.0,2,5.0,0.0,0.0,0.0,0.0,1414.0,13.0,10.0
1414,Gautier Larsonneur,fr FRA,PO,Brest,fr Ligue 1,23,1997,35.0,1253.0,869.0,380.0,98.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,998.0,4.0,0.0
1415,Kevin Lasagna,it ITA,DL,Udinese,it Serie A,27,1992,12.3,212.0,196.0,15.0,1.0,0.0,2.0,17,3.0,0.0,0.0,0.0,0.0,144.0,1.0,14.0
1416,Kevin Lasagna,it ITA,DL,Hellas Verona,it Serie A,27,1992,14.1,260.0,232.0,28.0,0.0,0.0,5.0,4,1.0,0.0,0.0,0.0,0.0,180.0,0.0,7.0
1417,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,26,1993,18.1,626.0,616.0,8.0,8.0,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,498.0,2.0,4.0
1418,Paul Lasne,fr FRA,CC,Brest,fr Ligue 1,31,1989,18.7,1084.0,1058.0,24.0,23.0,0.0,3.0,4,0.0,0.0,0.0,0.0,0.0,926.0,2.0,8.0
1419,Toni Lato,es ESP,DF,Valencia,es La Liga,22,1997,8.1,362.0,298.0,61.0,5.0,0.0,1.0,11,55.0,0.0,0.0,0.0,0.0,276.0,3.0,4.0
1420,Danny Latza,de GER,CC,Mainz 05,de Bundesliga,30,1989,20.0,747.0,687.0,55.0,29.0,1.0,5.0,42,4.0,21.0,8.0,11.0,0.0,518.0,5.0,23.0
1421,Armand Lauriente,fr FRA,"CC,DL",Lorient,fr Ligue 1,21,1998,18.0,568.0,508.0,60.0,7.0,2.0,2.0,90,2.0,49.0,16.0,27.0,0.0,427.0,0.0,10.0
1422,Vincent Laurini,fr FRA,DF,Parma,it Serie A,31,1989,9.7,505.0,417.0,86.0,14.0,0.0,0.0,28,72.0,0.0,0.0,0.0,0.0,400.0,2.0,7.0
1423,Lauti,uy URU,CC,Celta Vigo,es La Liga,19,2001,0.2,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1424,Wesley Lautoa,nc NCL,"CC,DF",Dijon,fr Ligue 1,32,1987,17.9,812.0,797.0,14.0,11.0,0.0,12.0,4,2.0,1.0,1.0,0.0,0.0,684.0,1.0,10.0
1425,Valentino Lazaro,at AUT,"DF,DL",M'Gladbach,de Bundesliga,24,1996,13.8,575.0,500.0,73.0,14.0,0.0,0.0,41,49.0,10.0,7.0,3.0,0.0,431.0,2.0,13.0
1426,Darko Lazović,rs SRB,"DF,CC",Hellas Verona,it Serie A,29,1990,27.8,1389.0,1129.0,238.0,15.0,0.0,4.0,125,202.0,21.0,11.0,8.0,0.0,1002.0,22.0,36.0
1427,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,26,1993,29.0,1153.0,935.0,214.0,15.0,2.0,4.0,114,199.0,0.0,0.0,0.0,0.0,924.0,4.0,28.0
1428,Jérémy Le Douaron,fr FRA,"DL,CC",Brest,fr Ligue 1,22,1998,9.1,188.0,180.0,7.0,1.0,0.0,0.0,12,3.0,0.0,0.0,0.0,0.0,125.0,1.0,4.0
1429,Enzo Le Fée,fr FRA,CC,Lorient,fr Ligue 1,20,2000,20.2,868.0,772.0,90.0,34.0,5.0,11.0,70,3.0,44.0,13.0,22.0,1.0,671.0,6.0,11.0
1430,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,30,1989,25.6,1279.0,1015.0,259.0,18.0,2.0,4.0,64,240.0,1.0,0.0,1.0,0.0,982.0,5.0,26.0
1431,Maxime Le Marchand,fr FRA,DF,Fulham,eng Premier League,30,1989,1.4,85.0,83.0,2.0,2.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0
1432,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,23,1996,30.5,1707.0,1659.0,45.0,43.0,0.0,9.0,2,2.0,0.0,0.0,0.0,0.0,1451.0,3.0,6.0
1433,Damien Le Tallec,fr FRA,"CC,DF",Montpellier,fr Ligue 1,30,1990,13.6,438.0,424.0,13.0,13.0,1.0,6.0,2,0.0,0.0,0.0,0.0,0.0,345.0,1.0,5.0
1434,James Lea Siliki,cm CMR,CC,Rennes,fr Ligue 1,24,1996,2.8,151.0,149.0,1.0,1.0,0.0,3.0,8,0.0,0.0,0.0,0.0,0.0,118.0,1.0,4.0
1435,Rafael Leão,pt POR,DL,Milan,it Serie A,21,1999,21.4,507.0,472.0,29.0,1.0,1.0,2.0,32,9.0,0.0,0.0,0.0,0.0,362.0,6.0,12.0
1436,Jean-Louis Leca,fr FRA,PO,Lens,fr Ligue 1,34,1985,36.8,1024.0,675.0,346.0,89.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,694.0,3.0,0.0
1437,Mathew Leckie,au AUS,"DL,DF",Hertha BSC,de Bundesliga,29,1991,5.6,208.0,189.0,19.0,1.0,0.0,3.0,8,17.0,0.0,0.0,0.0,0.0,160.0,0.0,10.0
1438,Benjamin Lecomte,fr FRA,PO,Monaco,fr Ligue 1,29,1991,28.0,1006.0,760.0,246.0,77.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,759.0,0.0,0.0
1439,Jeremías Ledesma,ar ARG,PO,Cádiz,es La Liga,27,1993,32.0,1007.0,543.0,462.0,165.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,480.0,2.0,3.0
1440,Pierre Lees-Melou,fr FRA,CC,Nice,fr Ligue 1,27,1993,22.9,1198.0,1163.0,33.0,26.0,1.0,21.0,19,6.0,1.0,0.0,0.0,0.0,1019.0,2.0,15.0
1441,Lucas Leiva,br BRA,CC,Lazio,it Serie A,33,1987,23.7,1484.0,1436.0,44.0,37.0,1.0,5.0,16,2.0,5.0,4.0,0.0,0.0,1274.0,4.0,28.0
1442,Florian Lejeune,fr FRA,DF,Alavés,es La Liga,29,1991,33.5,1477.0,1395.0,78.0,75.0,0.0,41.0,7,3.0,0.0,0.0,0.0,0.0,1130.0,4.0,11.0
1443,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,27,1993,7.2,417.0,330.0,87.0,6.0,0.0,3.0,34,78.0,3.0,0.0,0.0,0.0,327.0,0.0,10.0
1444,Thomas Lemar,fr FRA,CC,Atlético Madrid,es La Liga,24,1995,15.2,806.0,743.0,59.0,12.0,2.0,7.0,70,10.0,34.0,10.0,20.0,0.0,643.0,4.0,23.0
1445,Mario Lemina,ga GAB,CC,Fulham,eng Premier League,26,1993,18.9,897.0,878.0,17.0,13.0,1.0,6.0,4,4.0,0.0,0.0,0.0,0.0,744.0,2.0,8.0
1446,Fabien Lemoine,fr FRA,CC,Lorient,fr Ligue 1,33,1987,21.5,1456.0,1415.0,38.0,30.0,0.0,10.0,17,4.0,2.0,2.0,0.0,0.0,1247.0,3.0,15.0
1447,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,25,1995,27.5,2320.0,2255.0,61.0,49.0,1.0,17.0,5,11.0,0.0,0.0,0.0,0.0,2130.0,4.0,13.0
1448,Bernd Leno,de GER,PO,Arsenal,eng Premier League,28,1992,34.8,1182.0,888.0,292.0,65.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,948.0,2.0,0.0
1449,Christopher Lenz,de GER,"DF,DL",Union Berlin,de Bundesliga,25,1994,25.0,1322.0,1036.0,278.0,15.0,1.0,9.0,77,261.0,2.0,0.0,2.0,0.0,937.0,8.0,41.0
1450,Pedro León,es ESP,"CC,DL",Eibar,es La Liga,33,1986,10.4,365.0,298.0,64.0,17.0,0.0,2.0,107,7.0,40.0,16.0,23.0,0.0,207.0,3.0,19.0
1451,Sergio León,es ESP,DL,Levante,es La Liga,31,1989,8.3,140.0,130.0,8.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,96.0,2.0,6.0
1452,Lukas Lerager,dk DEN,CC,Genoa,it Serie A,27,1993,12.9,501.0,482.0,15.0,9.0,0.0,4.0,7,6.0,0.0,0.0,0.0,0.0,411.0,4.0,10.0
1453,Mehdi Léris,dz ALG,"DF,CC",Sampdoria,it Serie A,22,1998,4.3,233.0,208.0,21.0,3.0,0.0,2.0,17,14.0,4.0,0.0,4.0,0.0,174.0,4.0,4.0
1454,Khanya Leshabela,za RSA,CC,Leicester City,eng Premier League,20,1999,0.1,8.0,8.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0
1455,Karlo Letica,hr CRO,PO,Sampdoria,it Serie A,23,1997,1.0,34.0,26.0,8.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
1456,Gaetano Letizia,it ITA,DF,Benevento,it Serie A,30,1990,17.4,890.0,734.0,150.0,27.0,0.0,11.0,84,120.0,3.0,1.0,1.0,0.0,670.0,6.0,21.0
1457,Robert Lewandowski,pl POL,DL,Bayern Munich,de Bundesliga,31,1988,27.3,694.0,666.0,24.0,2.0,2.0,4.0,29,0.0,0.0,0.0,0.0,0.0,516.0,4.0,26.0
1458,Jamal Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,22,1998,20.4,852.0,686.0,163.0,8.0,0.0,0.0,44,155.0,0.0,0.0,0.0,0.0,637.0,3.0,22.0
1459,Aaron Leya Iseka,be BEL,DL,Metz,fr Ligue 1,22,1997,11.2,192.0,186.0,4.0,1.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,141.0,2.0,2.0
1460,Yanis Lhery,fr FRA,CC,Saint-Étienne,fr Ligue 1,17,2003,0.3,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1461,Dimitri Liénard,fr FRA,CC,Strasbourg,fr Ligue 1,32,1988,20.3,1151.0,1004.0,141.0,46.0,0.0,32.0,173,7.0,88.0,44.0,40.0,0.0,860.0,6.0,23.0
1462,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,24,1996,33.3,1957.0,1858.0,97.0,82.0,0.0,40.0,3,15.0,0.0,0.0,0.0,0.0,1661.0,2.0,14.0
1463,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,20,1999,24.7,1739.0,1690.0,46.0,32.0,0.0,6.0,5,5.0,0.0,0.0,0.0,0.0,1604.0,3.0,6.0
1464,Isaac Lihadji,fr FRA,"CC,DL",Lille,fr Ligue 1,18,2002,2.2,101.0,92.0,9.0,2.0,1.0,0.0,6,4.0,3.0,2.0,1.0,0.0,70.0,0.0,3.0
1465,Dimitris Limnios,gr GRE,"CC,DL",Köln,de Bundesliga,22,1998,4.2,126.0,119.0,6.0,1.0,0.0,0.0,12,4.0,1.0,1.0,0.0,0.0,81.0,1.0,7.0
1466,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,26,1994,28.7,1882.0,1832.0,49.0,34.0,1.0,6.0,1,15.0,0.0,0.0,0.0,0.0,1686.0,1.0,9.0
1467,Karol Linetty,pl POL,CC,Torino,it Serie A,25,1995,20.4,733.0,710.0,20.0,6.0,1.0,11.0,6,9.0,2.0,0.0,0.0,0.0,600.0,3.0,20.0
1468,Jesse Lingard,eng ENG,"CC,DL",West Ham,eng Premier League,27,1992,15.8,686.0,616.0,66.0,15.0,1.0,2.0,38,11.0,10.0,4.0,3.0,0.0,546.0,4.0,14.0
1469,Pol Lirola,es ESP,"DF,DL",Fiorentina,it Serie A,22,1997,5.5,284.0,237.0,45.0,3.0,0.0,2.0,22,42.0,0.0,0.0,0.0,0.0,204.0,2.0,4.0
1470,Pol Lirola,es ESP,"DF,DL",Marseille,fr Ligue 1,22,1997,17.3,821.0,661.0,159.0,11.0,0.0,14.0,58,148.0,0.0,0.0,0.0,0.0,624.0,1.0,25.0
1471,Jake Livermore,eng ENG,CC,West Brom,eng Premier League,30,1989,13.8,388.0,386.0,2.0,2.0,1.0,3.0,5,0.0,0.0,0.0,0.0,0.0,273.0,0.0,9.0
1472,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,26,1993,13.4,721.0,705.0,15.0,15.0,1.0,11.0,2,0.0,0.0,0.0,0.0,0.0,598.0,1.0,6.0
1473,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,26,1993,1.0,59.0,54.0,4.0,4.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0
1474,Fernando Llorente,es ESP,DL,Udinese,it Serie A,35,1985,7.9,222.0,206.0,16.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,2.0
1475,Fernando Llorente,es ESP,"DL,CC",Napoli,it Serie A,35,1985,0.6,22.0,22.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
1476,Marcos Llorente,es ESP,"CC,DL",Atlético Madrid,es La Liga,25,1995,32.8,1355.0,1296.0,48.0,2.0,2.0,11.0,61,40.0,0.0,0.0,0.0,0.0,1097.0,11.0,42.0
1477,Hugo Lloris,fr FRA,PO,Tottenham,eng Premier League,33,1986,38.0,1079.0,699.0,379.0,115.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,801.0,1.0,0.0
1478,Giovani Lo Celso,ar ARG,CC,Tottenham,eng Premier League,24,1996,10.5,604.0,546.0,56.0,22.0,1.0,2.0,31,1.0,26.0,26.0,0.0,0.0,469.0,2.0,16.0
1479,Stanislav Lobotka,sk SVK,CC,Napoli,it Serie A,25,1994,1.7,129.0,126.0,3.0,2.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,117.0,0.0,1.0
1480,Manuel Locatelli,it ITA,CC,Sassuolo,it Serie A,22,1998,32.0,2802.0,2696.0,98.0,80.0,1.0,38.0,41,4.0,14.0,5.0,7.0,0.0,2440.0,8.0,30.0
1481,Renan Lodi,br BRA,"DF,DL",Atlético Madrid,es La Liga,22,1998,12.5,749.0,613.0,133.0,17.0,0.0,4.0,67,104.0,12.0,0.0,8.0,0.0,577.0,3.0,18.0
1482,Ruben Loftus-Cheek,eng ENG,DL,Chelsea,eng Premier League,24,1996,0.7,17.0,17.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0
1483,Ruben Loftus-Cheek,eng ENG,"CC,DL",Fulham,eng Premier League,24,1996,21.2,722.0,714.0,6.0,3.0,2.0,0.0,9,2.0,1.0,0.0,0.0,0.0,578.0,2.0,20.0
1484,Niklas Lomb,de GER,PO,Leverkusen,de Bundesliga,27,1993,1.5,60.0,51.0,9.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0
1485,Kevin Long,ie IRL,DF,Burnley,eng Premier League,29,1990,7.1,268.0,263.0,5.0,3.0,0.0,2.0,1,2.0,0.0,0.0,0.0,0.0,191.0,0.0,5.0
1486,Shane Long,ie IRL,DL,Southampton,eng Premier League,33,1987,2.3,57.0,56.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,5.0
1487,Matthew Longstaff,eng ENG,CC,Newcastle Utd,eng Premier League,20,2000,4.2,146.0,141.0,3.0,1.0,0.0,0.0,4,1.0,1.0,1.0,0.0,0.0,117.0,2.0,1.0
1488,Sean Longstaff,eng ENG,CC,Newcastle Utd,eng Premier League,22,1997,15.7,591.0,537.0,52.0,12.0,0.0,15.0,25,6.0,22.0,10.0,3.0,6.0,467.0,2.0,11.0
1489,Ademola Lookman,ng NGA,"DL,CC",Fulham,eng Premier League,22,1997,30.5,1199.0,1035.0,160.0,37.0,6.0,3.0,134,12.0,84.0,33.0,29.0,8.0,892.0,4.0,36.0
1490,Anthony Lopes,pt POR,PO,Lyon,fr Ligue 1,29,1990,38.0,1183.0,860.0,323.0,74.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,977.0,0.0,1.0
1491,Rony Lopes,pt POR,"DL,CC",Nice,fr Ligue 1,24,1995,19.8,788.0,676.0,111.0,36.0,1.0,2.0,92,14.0,60.0,36.0,13.0,0.0,588.0,1.0,20.0
1492,Adrián López,es ESP,"DL,CC",Osasuna,es La Liga,32,1988,5.3,191.0,187.0,3.0,0.0,0.0,0.0,5,1.0,0.0,0.0,0.0,0.0,137.0,1.0,3.0
1493,Javi López,es ESP,"DF,CC",Alavés,es La Liga,18,2002,2.8,146.0,115.0,31.0,1.0,0.0,0.0,17,30.0,0.0,0.0,0.0,0.0,109.0,0.0,5.0
1494,Maxime Lopez,fr FRA,CC,Sassuolo,it Serie A,22,1997,20.7,1699.0,1645.0,52.0,22.0,3.0,2.0,38,5.0,25.0,8.0,13.0,0.0,1567.0,2.0,14.0
1495,Maxime Lopez,fr FRA,"DL,CC",Marseille,fr Ligue 1,22,1997,1.5,58.0,54.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,47.0,1.0,2.0
1496,Pedro López Muñoz,es ESP,DF,Huesca,es La Liga,36,1983,11.9,662.0,524.0,137.0,15.0,0.0,1.0,52,122.0,0.0,0.0,0.0,0.0,536.0,1.0,8.0
1497,Pau López,es ESP,PO,Roma,it Serie A,25,1994,20.2,663.0,525.0,138.0,37.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,533.0,0.0,0.0
1498,Roberto López,es ESP,"CC,DL",Real Sociedad,es La Liga,20,2000,5.6,248.0,220.0,28.0,9.0,0.0,0.0,34,1.0,17.0,7.0,8.0,1.0,176.0,0.0,8.0
1499,Unai López,es ESP,CC,Athletic Club,es La Liga,24,1995,15.8,1024.0,945.0,71.0,40.0,0.0,20.0,33,2.0,16.0,5.0,4.0,1.0,850.0,8.0,11.0
1500,Dion Lopy,sn SEN,CC,Reims,fr Ligue 1,18,2002,2.8,103.0,103.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,91.0,0.0,1.0
1501,Jordan Lotomba,ch SUI,"DF,CC",Nice,fr Ligue 1,21,1998,23.6,1422.0,1166.0,255.0,24.0,0.0,4.0,52,231.0,0.0,0.0,0.0,0.0,1160.0,1.0,26.0
1502,Adrien Louveau,fr FRA,CC,Lens,fr Ligue 1,20,2000,0.1,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1503,Imran Louza,ma MAR,CC,Nantes,fr Ligue 1,21,1999,26.4,1322.0,1182.0,133.0,76.0,2.0,13.0,89,5.0,42.0,27.0,14.0,1.0,1028.0,7.0,21.0
1504,Matteo Lovato,it ITA,DF,Hellas Verona,it Serie A,20,2000,15.4,609.0,573.0,35.0,29.0,0.0,2.0,2,6.0,0.0,0.0,0.0,0.0,479.0,1.0,5.0
1505,Max Lowe,eng ENG,DF,Sheffield Utd,eng Premier League,23,1997,6.1,221.0,194.0,25.0,0.0,0.0,0.0,22,25.0,0.0,0.0,0.0,0.0,147.0,2.0,7.0
1506,Eduard Löwen,de GER,"CC,DF",Hertha BSC,de Bundesliga,23,1997,0.9,68.0,62.0,5.0,1.0,0.0,1.0,3,4.0,0.0,0.0,0.0,0.0,52.0,1.0,1.0
1507,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,31,1989,34.0,1550.0,1254.0,290.0,24.0,2.0,13.0,84,266.0,0.0,0.0,0.0,0.0,1061.0,6.0,26.0
1508,Anthony Lozano,hn HON,DL,Cádiz,es La Liga,27,1993,16.9,273.0,261.0,9.0,0.0,1.0,1.0,22,2.0,0.0,0.0,0.0,0.0,158.0,3.0,15.0
1509,Hirving Lozano,mx MEX,DL,Napoli,it Serie A,25,1995,21.8,620.0,605.0,12.0,2.0,0.0,3.0,73,9.0,0.0,0.0,0.0,0.0,426.0,3.0,28.0
1510,Jan Luca Schuler,de GER,DL,Schalke 04,de Bundesliga,21,1999,0.4,16.0,15.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
1511,Jean Lucas,br BRA,CC,Lyon,fr Ligue 1,22,1998,1.9,131.0,130.0,1.0,1.0,0.0,3.0,8,0.0,0.0,0.0,0.0,0.0,110.0,0.0,6.0
1512,Jean Lucas,br BRA,"CC,DL",Brest,fr Ligue 1,22,1998,11.2,651.0,624.0,25.0,17.0,3.0,13.0,15,1.0,6.0,3.0,1.0,0.0,575.0,2.0,3.0
1513,Anderson Lucoqui,ao ANG,DF,Arminia,de Bundesliga,23,1997,17.8,724.0,536.0,187.0,17.0,0.0,3.0,16,170.0,0.0,0.0,0.0,0.0,472.0,1.0,26.0
1514,Jeison Lucumí,co COL,CC,Elche,es La Liga,25,1995,0.5,11.0,11.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0
1515,Kilian Ludewig,de GER,"DF,DL",Schalke 04,de Bundesliga,20,2000,5.8,292.0,221.0,69.0,5.0,0.0,0.0,15,64.0,0.0,0.0,0.0,0.0,213.0,2.0,14.0
